eval/episode_success_easy,eval/episode_reward_ctrl,_timestamp,eval/episode_success_any,eval/episode_success_hard,training/alpha_loss,render,training/sps,training/log_alpha,step,eval/episode_dist,eval/episode_reward_near,training/critic_loss,eval/episode_reward,_step,training/entropy,eval/episode_success,eval/episode_reward_survive,training/actor_loss,eval/episode_reward_dist,_runtime
0.0,0.0,1774123610.1926398,0.9189453125,0.0,0.0,,50776.94036467136,0.0,5142528.0,79.94546508789062,0.0,0.7932689785957336,546.859375,5142528.0,0.0,546.859375,0.0,-7.772152900695801,-79.94546508789062,182.241027319
0.0,0.0,1774123615.9274914,0.9140625,0.0,0.0,,50678.41775556598,0.0,5396480.0,79.8071060180664,0.0,0.9303129315376282,567.7060546875,5396480.0,0.0,567.7060546875,0.0,-8.811890602111816,-79.8071060180664,187.96316667
0.0,0.0,1774123621.6492162,0.9130859375,0.0,0.0,,50785.87149754999,0.0,5650432.0,79.58436584472656,0.0,1.067172884941101,565.283203125,5650432.0,0.0,565.283203125,0.0,-9.892885208129883,-79.58436584472656,193.680313868
0.0,0.0,1774123627.366702,0.9345703125,0.0,0.0,,50815.05454005933,0.0,5904384.0,83.97697448730469,0.0,1.1562007665634155,581.62890625,5904384.0,0.0,581.62890625,0.0,-10.896894454956055,-83.97697448730469,199.390747373
0.0,0.0,1774123648.0675418,0.9091796875,0.0,0.0,"{'size': 876633, '_type': 'html-file', 'sha256': '6fdf561e826eeedd458e9aa7c98d729ab00a599ec50658ad18a1e27cc741d4ff', 'path': 'media/html/render_6158336_6fdf561e826eeedd458e.html'}",50894.14664158477,0.0,6158336.0,100.82060241699219,0.0,1.2602622509002686,518.0537109375,6158336.0,0.0,518.0537109375,0.0,-12.13310432434082,-100.82060241699219,214.380672813
0.0,0.0,1774123648.2412577,0.8935546875,0.0,0.0,,50943.0455899155,0.0,6412288.0,76.79572296142578,0.0,1.3005269765853882,574.0478515625,6412288.0,0.0,574.0478515625,0.0,-12.327008247375488,-76.79572296142578,220.284347263
0.0,0.0,1774123653.9706142,0.921875,0.0,0.0,,50764.346730429665,0.0,6666240.0,74.0590591430664,0.0,1.4025212526321411,602.248046875,6666240.0,0.0,602.248046875,0.0,-12.778388977050781,-74.0590591430664,225.990851204
0.0,0.0,1774123659.6771727,0.9404296875,0.0,0.0,,50929.67296709968,0.0,6920192.0,70.10064697265625,0.0,1.4797818660736084,655.2666015625,6920192.0,0.0,655.2666015625,0.0,-13.881600379943848,-70.10064697265625,231.692754278
0.0,0.0,1774123665.3791027,0.916015625,0.0,0.0,,50990.81805030109,0.0,7174144.0,56.01446533203125,0.0,1.5471218824386597,695.263671875,7174144.0,0.0,695.263671875,0.0,-14.47308349609375,-56.01446533203125,237.391832029
0.0,0.0,1774123686.4631321,0.8623046875,0.0,0.0,"{'size': 857841, '_type': 'html-file', 'sha256': 'c896a740c9572963cb4c178e2920791a90d402dde065abec60d485f0743fa9b9', 'path': 'media/html/render_7428096_c896a740c9572963cb4c.html'}",50996.462327271125,0.0,7428096.0,70.4588623046875,0.0,1.5987757444381714,652.328125,7428096.0,0.0,652.328125,0.0,-14.762979507446289,-70.4588623046875,252.776192598
0.0,0.0,1774123686.6222875,0.9072265625,0.0,0.0,,50886.886384878555,0.0,7682048.0,62.00951385498047,0.0,1.6076915264129639,671.078125,7682048.0,0.0,671.078125,0.0,-15.106316566467285,-62.00951385498047,258.673598135
0.0,0.0,1774123692.3598976,0.8974609375,0.0,0.0,,50657.04900553705,0.0,7936000.0,69.330810546875,0.0,1.6934221982955933,660.8798828125,7936000.0,0.0,660.8798828125,0.0,-15.882161140441895,-69.330810546875,264.415678956
0.0,0.0,1774123698.1017277,0.904296875,0.0,0.0,,50592.817642700444,0.0,8189952.0,63.0285530090332,0.0,1.7356836795806885,687.3466796875,8189952.0,0.0,687.3466796875,0.0,-16.321651458740234,-63.0285530090332,270.14629274
0.0,0.0,1774123703.8321018,0.9541015625,0.0,0.0,,50690.23060185423,0.0,8443904.0,55.478492736816406,0.0,1.7702428102493286,754.5751953125,8443904.0,0.0,754.5751953125,0.0,-16.52486801147461,-55.478492736816406,275.85182377
0.0,0.0,1774123724.4489956,0.9453125,0.0,0.0,"{'path': 'media/html/render_8697856_8197806dece166abeddb.html', 'size': 858745, '_type': 'html-file', 'sha256': '8197806dece166abeddbd429d8c8ad96c677c9a9a282be166c8e8be81a442861'}",50967.10718973951,0.0,8697856.0,47.69281768798828,0.0,1.8676341772079468,787.439453125,8697856.0,0.0,787.439453125,0.0,-17.53314781188965,-47.69281768798828,290.762056347
0.0,0.0,1774123724.6493647,0.958984375,0.0,0.0,,50646.43159080247,0.0,8951808.0,42.420997619628906,0.0,1.9176959991455078,812.3564453125,8951808.0,0.0,812.3564453125,0.0,-17.707317352294922,-42.420997619628906,296.661949936
0.0,0.0,1774123730.3482444,0.9208984375,0.0,0.0,,51060.20330318638,0.0,9205760.0,40.85539245605469,0.0,1.9946707487106323,822.314453125,9205760.0,0.0,822.314453125,0.0,-18.43967628479004,-40.85539245605469,302.362095943
0.0,0.0,1774123736.0485172,0.8876953125,0.0,0.0,,50982.95915779929,0.0,9459712.0,49.1360969543457,0.0,2.0182628631591797,763.330078125,9459712.0,0.0,763.330078125,0.0,-18.6756591796875,-49.1360969543457,308.078833297
0.0,0.0,1774123741.7651355,0.92578125,0.0,0.0,,50833.69640794939,0.0,9713664.0,43.42278289794922,0.0,2.1175625324249268,770.4921875,9713664.0,0.0,770.4921875,0.0,-19.473962783813477,-43.42278289794922,313.779820958
0.0,0.0,1774123762.321339,0.9521484375,0.0,0.0,"{'_type': 'html-file', 'sha256': '565d0b1316d03edf20dd9e2d0028df83db4649c832a762dbff922b1e96201386', 'path': 'media/html/render_9967616_565d0b1316d03edf20dd.html', 'size': 805985}",50975.35395937552,0.0,9967616.0,41.57780075073242,0.0,2.161545991897583,841.6796875,9967616.0,0.0,841.6796875,0.0,-20.072690963745117,-41.57780075073242,328.634387736
0.0,0.0,1774123762.4798315,0.904296875,0.0,0.0,,51111.88434295781,0.0,10221568.0,43.70964813232422,0.0,2.1927120685577393,800.8828125,10221568.0,0.0,800.8828125,0.0,-20.13570785522461,-43.70964813232422,334.500002666
0.0,0.0,1774123768.1864228,0.951171875,0.0,0.0,,50990.36890546135,0.0,10475520.0,39.12748336791992,0.0,2.305454730987549,871.580078125,10475520.0,0.0,871.580078125,0.0,-21.08255386352539,-39.12748336791992,340.223727128
0.0,0.0,1774123773.9101527,0.966796875,0.0,0.0,,50765.03142731865,0.0,10729472.0,36.56418991088867,0.0,2.3512511253356934,860.2763671875,10729472.0,0.0,860.2763671875,0.0,-21.672094345092773,-36.56418991088867,345.933440497
0.0,0.0,1774123779.6199934,0.984375,0.0,0.0,,50892.75083863116,0.0,10983424.0,33.20212936401367,0.0,2.4812233448028564,922.7744140625,10983424.0,0.0,922.7744140625,0.0,-23.231754302978516,-33.20212936401367,351.668494887
0.0,0.0,1774123800.2459364,0.96875,0.0,0.0,"{'path': 'media/html/render_11237376_2ee9de9994d3fd6efb8a.html', 'size': 851249, '_type': 'html-file', 'sha256': '2ee9de9994d3fd6efb8ab486adf2655967315a1e4ee2d9a1891c302aeaa1b9f0'}",50647.813914988474,0.0,11237376.0,37.807796478271484,0.0,2.5628018379211426,895.8701171875,11237376.0,0.0,895.8701171875,0.0,-23.962207794189453,-37.807796478271484,366.559002122
0.0,0.0,1774123800.4014904,0.9814453125,0.0,0.0,,50934.06883793063,0.0,11491328.0,32.63589096069336,0.0,2.7186501026153564,926.615234375,11491328.0,0.0,926.615234375,0.0,-25.61220359802246,-32.63589096069336,372.460309863
0.0,0.0,1774123806.146298,0.9794921875,0.0,0.0,,50614.841738697396,0.0,11745280.0,29.989971160888672,0.0,2.785651922225952,940.7294921875,11745280.0,0.0,940.7294921875,0.0,-26.62283706665039,-29.989971160888672,378.18609354
0.0,0.0,1774123811.8724504,0.98828125,0.0,0.0,,50719.8472035112,0.0,11999232.0,33.20008850097656,0.0,2.9185616970062256,936.455078125,11999232.0,0.0,936.455078125,0.0,-28.12045669555664,-33.20008850097656,383.922815876
0.0,0.0,1774123817.6090326,0.9921875,0.0,0.0,,50630.73522399408,0.0,12253184.0,32.30561065673828,0.0,3.030790090560913,950.94140625,12253184.0,0.0,950.94140625,0.0,-29.381437301635742,-32.30561065673828,389.674466093
0.0,0.0,1774123838.1395326,0.9951171875,0.0,0.0,"{'path': 'media/html/render_12507136_34cfec63c1a25e6f90f2.html', 'size': 849389, '_type': 'html-file', 'sha256': '34cfec63c1a25e6f90f2e027a3bac776f89f57880b426b117d2c3581b4a54692'}",50456.336855504516,0.0,12507136.0,31.196754455566406,0.0,3.0915870666503906,940.9716796875,12507136.0,0.0,940.9716796875,0.0,-30.501110076904297,-31.196754455566406,404.452594511
0.0,0.0,1774123838.3250275,0.9873046875,0.0,0.0,,50602.36924076913,0.0,12761088.0,31.330656051635742,0.0,3.146095037460327,948.4248046875,12761088.0,0.0,948.4248046875,0.0,-31.46309471130371,-31.330656051635742,410.381682884
0.0,0.0,1774123844.0678704,0.994140625,0.0,0.0,,50619.893081698836,0.0,13015040.0,32.782100677490234,0.0,3.276840925216675,933.4677734375,13015040.0,0.0,933.4677734375,0.0,-32.50225830078125,-32.782100677490234,416.105380716
