eval/episode_success_easy,eval/episode_success,eval/episode_dist,training/actor_loss,render,eval/episode_reward_dist,_timestamp,eval/episode_reward_ctrl,eval/episode_success_hard,eval/episode_reward,eval/episode_success_any,eval/episode_reward_survive,_runtime,training/sps,eval/episode_reward_near,training/log_alpha,training/critic_loss,training/alpha_loss,training/entropy,_step,step
0.0,729.5224609375,51.00884246826172,-7.087096691131592,,-51.00884246826172,1774114060.827159,0.0,0.0,729.5224609375,0.8896484375,0.0,124.646629322,50981.43159224423,0.0,0.0,1.098055124282837,0.0,0.0,3364864.0,3364864.0
0.0,686.6025390625,54.640228271484375,-9.244725227355957,"{'path': 'media/html/render_3618816_835938d6a18e80fc71a7.html', 'size': 852977, '_type': 'html-file', 'sha256': '835938d6a18e80fc71a71e40d9681f9ea2e6a9555c4e6e292cd15be11b5b13c8'}",-54.640228271484375,1774114081.6465342,0.0,0.0,686.6025390625,0.8662109375,0.0,139.760217844,50965.52448596875,0.0,0.0,1.4068043231964111,0.0,0.0,3618816.0,3618816.0
0.0,760.923828125,44.067745208740234,-10.853073120117188,,-44.067745208740234,1774114081.811934,0.0,0.0,760.923828125,0.90234375,0.0,145.603742753,51055.67795545656,0.0,0.0,1.6282296180725098,0.0,0.0,3872768.0,3872768.0
0.0,841.4560546875,38.90342712402344,-12.497007369995117,,-38.90342712402344,1774114087.4890313,0.0,0.0,841.4560546875,0.9404296875,0.0,151.290868868,51279.74002558711,0.0,0.0,1.8475457429885864,0.0,0.0,4126720.0,4126720.0
0.0,884.671875,32.47438430786133,-14.016813278198242,,-32.47438430786133,1774114093.1767342,0.0,0.0,884.671875,0.9814453125,0.0,156.961272666,51122.911298510524,0.0,0.0,2.073655605316162,0.0,0.0,4380672.0,4380672.0
0.0,930.6318359375,28.90139389038086,-15.280268669128418,,-28.90139389038086,1774114098.8469584,0.0,0.0,930.6318359375,0.9853515625,0.0,162.661016545,51295.79450396503,0.0,0.0,2.210751533508301,0.0,0.0,4634624.0,4634624.0
0.0,925.552734375,28.067703247070312,-16.580751419067383,"{'path': 'media/html/render_4888576_fd3ce68226dd8f56ecbc.html', 'size': 856473, '_type': 'html-file', 'sha256': 'fd3ce68226dd8f56ecbce720980674f66db56bfaef5ba896fe14454992993cd2'}",-28.067703247070312,1774114119.2285268,0.0,0.0,925.552734375,0.984375,0.0,177.342209798,51004.43284588668,0.0,0.0,2.3849599361419678,0.0,0.0,4888576.0,4888576.0
0.0,927.6826171875,30.299787521362305,-18.27777099609375,,-30.299787521362305,1774114119.3796544,0.0,0.0,927.6826171875,0.984375,0.0,183.227018012,50943.37694985471,0.0,0.0,2.506204605102539,0.0,0.0,5142528.0,5142528.0
0.0,928.072265625,31.927330017089844,-19.796205520629883,,-31.927330017089844,1774114125.112332,0.0,0.0,928.072265625,0.978515625,0.0,188.917422537,50690.471836154444,0.0,0.0,2.6246776580810547,0.0,0.0,5396480.0,5396480.0
0.0,937.6064453125,30.429805755615234,-21.611839294433594,,-30.429805755615234,1774114130.8030272,0.0,0.0,937.6064453125,0.994140625,0.0,194.619935867,51097.99151203493,0.0,0.0,2.7135560512542725,0.0,0.0,5650432.0,5650432.0
0.0,940.388671875,30.013927459716797,-22.45977783203125,,-30.013927459716797,1774114136.5056055,0.0,0.0,940.388671875,0.9970703125,0.0,200.316794577,50955.22346242892,0.0,0.0,2.8306384086608887,0.0,0.0,5904384.0,5904384.0
0.0,907.193359375,31.2957763671875,-23.70966911315918,"{'sha256': 'b9bb949dadf9627a0c6117ec15273ff0a206923ab9b1ba61567771cb0741b8a6', 'path': 'media/html/render_6158336_b9bb949dadf9627a0c61.html', 'size': 853353, '_type': 'html-file'}",-31.2957763671875,1774114156.7925498,0.0,0.0,907.193359375,0.9794921875,0.0,214.906234325,51029.97530395994,0.0,0.0,2.8795788288116455,0.0,0.0,6158336.0,6158336.0
0.0,910.07421875,31.126815795898438,-23.99911117553711,,-31.126815795898438,1774114156.943223,0.0,0.0,910.07421875,0.98828125,0.0,220.746263606,50821.147352486056,0.0,0.0,2.9159927368164062,0.0,0.0,6412288.0,6412288.0
0.0,953.873046875,25.952640533447266,-25.54113006591797,,-25.952640533447266,1774114162.6321135,0.0,0.0,953.873046875,0.998046875,0.0,226.425781315,51150.829894294715,0.0,0.0,3.0008981227874756,0.0,0.0,6666240.0,6666240.0
0.0,949.802734375,27.62752914428711,-25.8563232421875,,-27.62752914428711,1774114168.3114493,0.0,0.0,949.802734375,1.0,0.0,232.103335342,51192.762549005274,0.0,0.0,2.9949889183044434,0.0,0.0,6920192.0,6920192.0
0.0,957.98828125,27.443279266357422,-26.596099853515625,,-27.443279266357422,1774114173.9889724,0.0,0.0,957.98828125,1.0,0.0,237.789248762,51227.66494882076,0.0,0.0,3.06264591217041,0.0,0.0,7174144.0,7174144.0
0.0,903.5302734375,30.49542999267578,-27.129592895507812,"{'sha256': 'c7f7dbce2565c224a5421a7586fe9280d1772f4d8bdd233b397e90924392d268', 'path': 'media/html/render_7428096_c7f7dbce2565c224a542.html', 'size': 851929, '_type': 'html-file'}",-30.49542999267578,1774114195.0410764,0.0,0.0,903.5302734375,0.9853515625,0.0,253.154783902,51128.62903457761,0.0,0.0,3.0860283374786377,0.0,0.0,7428096.0,7428096.0
0.0,956.953125,29.09332275390625,-27.697200775146484,,-29.09332275390625,1774114195.2018013,0.0,0.0,956.953125,0.9990234375,0.0,259.023196072,51102.42629504588,0.0,0.0,3.1216773986816406,0.0,0.0,7682048.0,7682048.0
0.0,952.71484375,28.847671508789062,-28.3153133392334,,-28.847671508789062,1774114200.9088407,0.0,0.0,952.71484375,0.9951171875,0.0,264.749171967,50952.15712189012,0.0,0.0,3.151693105697632,0.0,0.0,7936000.0,7936000.0
0.0,952.744140625,28.724468231201172,-29.718381881713867,,-28.724468231201172,1774114206.6343215,0.0,0.0,952.744140625,0.99609375,0.0,270.438262435,50756.82837684559,0.0,0.0,3.237441062927246,0.0,0.0,8189952.0,8189952.0
0.0,888.5244140625,30.95391082763672,-30.024953842163086,,-30.95391082763672,1774114212.3241804,0.0,0.0,888.5244140625,0.9814453125,0.0,276.131576039,51097.2683893473,0.0,0.0,3.2433438301086426,0.0,0.0,8443904.0,8443904.0
0.0,945.4658203125,28.325069427490234,-30.31681251525879,"{'size': 859889, '_type': 'html-file', 'sha256': '06d0b32f3544f52c318fcbbdfb8e2e6ffe01f4f111fbd7d40b49fd998ac4cf65', 'path': 'media/html/render_8697856_06d0b32f3544f52c318f.html'}",-28.325069427490234,1774114233.0717392,0.0,0.0,945.4658203125,0.9892578125,0.0,291.185412501,51073.169475354356,0.0,0.0,3.257370710372925,0.0,0.0,8697856.0,8697856.0
0.0,911.3037109375,30.943347930908203,-30.881999969482422,,-30.943347930908203,1774114233.2535517,0.0,0.0,911.3037109375,0.9716796875,0.0,297.061127911,50926.44169447938,0.0,0.0,3.327223300933838,0.0,0.0,8951808.0,8951808.0
0.0,957.1650390625,26.460111618041992,-31.11733055114746,,-26.460111618041992,1774114238.9467216,0.0,0.0,957.1650390625,0.998046875,0.0,302.753994798,51113.157290235366,0.0,0.0,3.344083070755005,0.0,0.0,9205760.0,9205760.0
0.0,951.189453125,26.4291934967041,-31.68537712097168,,-26.4291934967041,1774114244.639446,0.0,0.0,951.189453125,0.9931640625,0.0,308.461805715,51059.339288959396,0.0,0.0,3.355741262435913,0.0,0.0,9459712.0,9459712.0
0.0,955.6884765625,28.47738265991211,-32.0030517578125,,-28.47738265991211,1774114250.347011,0.0,0.0,955.6884765625,0.994140625,0.0,314.156847894,50926.4563036815,0.0,0.0,3.3570334911346436,0.0,0.0,9713664.0,9713664.0
0.0,953.37890625,28.36001968383789,-32.21825408935547,"{'path': 'media/html/render_9967616_56fa319575aea2e24e70.html', 'size': 864053, '_type': 'html-file', 'sha256': '56fa319575aea2e24e70064763bd1a7bb4c83d40aec0686023c6c627ac1b46c2'}",-28.36001968383789,1774114271.1030679,0.0,0.0,953.37890625,1.0,0.0,329.216754329,51034.28091874671,0.0,0.0,3.346933126449585,0.0,0.0,9967616.0,9967616.0
0.0,959.2998046875,27.722999572753906,-33.02308654785156,,-27.722999572753906,1774114271.2812626,0.0,0.0,959.2998046875,0.9970703125,0.0,335.091856515,51158.69148714928,0.0,0.0,3.370393753051758,0.0,0.0,10221568.0,10221568.0
0.0,963.50390625,27.382381439208984,-33.356300354003906,,-27.382381439208984,1774114276.9775245,0.0,0.0,963.50390625,1.0,0.0,340.784218701,51073.43151082485,0.0,0.0,3.3802754878997803,0.0,0.0,10475520.0,10475520.0
0.0,951.341796875,27.286209106445312,-34.333065032958984,,-27.286209106445312,1774114282.6701355,0.0,0.0,951.341796875,0.984375,0.0,346.481644777,51081.653933306756,0.0,0.0,3.4161245822906494,0.0,0.0,10729472.0,10729472.0
0.0,964.765625,28.217899322509766,-35.36811447143555,,-28.217899322509766,1774114288.3673146,0.0,0.0,964.765625,0.9970703125,0.0,352.190893139,51011.44818177064,0.0,0.0,3.510607957839966,0.0,0.0,10983424.0,10983424.0
0.0,966.4208984375,26.43699073791504,-36.87350845336914,"{'sha256': 'f7ff97da69df9fec4d1a4e815fbaa2cd16fabcb38f7d94ea974f055b4cc25d64', 'path': 'media/html/render_11237376_f7ff97da69df9fec4d1a.html', 'size': 855805, '_type': 'html-file'}",-26.43699073791504,1774114308.73972,0.0,0.0,966.4208984375,0.9970703125,0.0,366.853400993,50910.59078014015,0.0,0.0,3.5608465671539307,0.0,0.0,11237376.0,11237376.0
0.0,960.26171875,27.817516326904297,-37.97532272338867,,-27.817516326904297,1774114308.8945706,0.0,0.0,960.26171875,0.998046875,0.0,372.737914582,50918.37869400793,0.0,0.0,3.601375102996826,0.0,0.0,11491328.0,11491328.0
0.0,964.2197265625,25.903614044189453,-38.95960235595703,,-25.903614044189453,1774114314.623514,0.0,0.0,964.2197265625,0.9990234375,0.0,378.437695156,50778.45570020823,0.0,0.0,3.6372082233428955,0.0,0.0,11745280.0,11745280.0
0.0,966.9658203125,27.254329681396484,-39.84244155883789,,-27.254329681396484,1774114320.3233705,0.0,0.0,966.9658203125,0.9970703125,0.0,384.156874965,50984.489255318564,0.0,0.0,3.658985137939453,0.0,0.0,11999232.0,11999232.0
0.0,969.951171875,26.140731811523438,-40.25517272949219,,-26.140731811523438,1774114326.0424645,0.0,0.0,969.951171875,1.0,0.0,389.886950137,50807.45330199207,0.0,0.0,3.6517574787139893,0.0,0.0,12253184.0,12253184.0
0.0,964.96875,27.55801010131836,-40.840885162353516,"{'_type': 'html-file', 'sha256': 'ac6f1393ad2938d8f4bc999c14af549d99b281922b910f0d89dcf85c8f6184b2', 'path': 'media/html/render_12507136_ac6f1393ad2938d8f4bc.html', 'size': 870237}",-27.55801010131836,1774114346.474184,0.0,0.0,964.96875,1.0,0.0,404.587881444,50676.44064270449,0.0,0.0,3.678729295730591,0.0,0.0,12507136.0,12507136.0
0.0,961.6044921875,28.786779403686523,-41.083824157714844,,-28.786779403686523,1774114346.6273084,0.0,0.0,961.6044921875,1.0,0.0,410.448045532,50977.822899198385,0.0,0.0,3.6860523223876953,0.0,0.0,12761088.0,12761088.0
0.0,952.8583984375,28.712759017944336,-41.69916534423828,,-28.712759017944336,1774114352.3336854,0.0,0.0,952.8583984375,0.994140625,0.0,416.12894677,50973.663410272966,0.0,0.0,3.7088921070098877,0.0,0.0,13015040.0,13015040.0
0.0,948.201171875,28.722848892211914,-41.90658950805664,,-28.722848892211914,1774114358.0145404,0.0,0.0,948.201171875,0.984375,0.0,421.819616299,51191.9506301215,0.0,0.0,3.737046003341675,0.0,0.0,13268992.0,13268992.0
0.0,929.294921875,30.70250129699707,-42.32073974609375,,-30.70250129699707,1774114363.7054293,0.0,0.0,929.294921875,0.9912109375,0.0,427.530572461,51069.65796972926,0.0,0.0,3.7626097202301025,0.0,0.0,13522944.0,13522944.0
0.0,924.107421875,32.44743347167969,-42.560211181640625,"{'_type': 'html-file', 'sha256': 'e42f2958819687658dad8e113257eb69b20b8ec207c7c34154359ca0ee4caa28', 'path': 'media/html/render_13776896_e42f2958819687658dad.html', 'size': 880381}",-32.44743347167969,1774114384.7228293,0.0,0.0,924.107421875,0.986328125,0.0,442.836593671,50886.59222524573,0.0,0.0,3.7676734924316406,0.0,0.0,13776896.0,13776896.0
0.0,957.3369140625,30.079631805419922,-42.73280334472656,,-30.079631805419922,1774114384.9010963,0.0,0.0,957.3369140625,0.998046875,0.0,448.722624746,50717.25104882842,0.0,0.0,3.7833404541015625,0.0,0.0,14030848.0,14030848.0
0.0,926.974609375,30.58241081237793,-42.9257698059082,,-30.58241081237793,1774114390.6081693,0.0,0.0,926.974609375,0.998046875,0.0,454.445561009,50965.30501246702,0.0,0.0,3.796128034591675,0.0,0.0,14284800.0,14284800.0
0.0,957.705078125,30.111753463745117,-43.150508880615234,,-30.111753463745117,1774114396.3311725,0.0,0.0,957.705078125,0.9970703125,0.0,460.137904766,50787.028973754335,0.0,0.0,3.8357479572296143,0.0,0.0,14538752.0,14538752.0
0.0,930.0654296875,31.125831604003906,-43.32953643798828,,-31.125831604003906,1774114402.0234506,0.0,0.0,930.0654296875,1.0,0.0,465.825246279,51084.93433347048,0.0,0.0,3.859314441680908,0.0,0.0,14792704.0,14792704.0
0.0,921.73046875,33.97616195678711,-43.47863006591797,"{'sha256': '4840bd0bdecf44f79d1c931616539f72add96fb84e63462749bb291eb63c2cf7', 'path': 'media/html/render_15046656_4840bd0bdecf44f79d1c.html', 'size': 846149, '_type': 'html-file'}",-33.97616195678711,1774114422.9803636,0.0,0.0,921.73046875,0.9765625,0.0,481.094128963,51115.40656401949,0.0,0.0,3.8901267051696777,0.0,0.0,15046656.0,15046656.0
0.0,914.279296875,35.5391845703125,-43.494606018066406,,-35.5391845703125,1774114423.1612053,0.0,0.0,914.279296875,0.9951171875,0.0,486.994203612,50968.91437232789,0.0,0.0,3.8887600898742676,0.0,0.0,15300608.0,15300608.0
0.0,944.60546875,30.050460815429688,-43.421016693115234,,-30.050460815429688,1774114428.879907,0.0,0.0,944.60546875,0.9990234375,0.0,492.725779525,50828.929753508164,0.0,0.0,3.8836569786071777,0.0,0.0,15554560.0,15554560.0
0.0,941.1806640625,31.83466339111328,-43.43550491333008,,-31.83466339111328,1774114434.611562,0.0,0.0,941.1806640625,0.9921875,0.0,498.454017711,50710.326049845666,0.0,0.0,3.883888006210327,0.0,0.0,15808512.0,15808512.0
0.0,949.76953125,31.02920913696289,-43.368995666503906,,-31.02920913696289,1774114440.339693,0.0,0.0,949.76953125,0.9921875,0.0,504.177597881,50709.29036007698,0.0,0.0,3.9172308444976807,0.0,0.0,16062464.0,16062464.0
0.0,950.9833984375,30.818374633789062,-43.30613708496094,"{'sha256': 'cd04d2daa86a44eec8c9506129e2be2e3824b0e0d3dfe6af94cb0544980cfd81', 'path': 'media/html/render_16316416_cd04d2daa86a44eec8c9.html', 'size': 890689, '_type': 'html-file'}",-30.818374633789062,1774114461.3171568,0.0,0.0,950.9833984375,0.9970703125,0.0,519.430880071,50766.03552152995,0.0,0.0,3.9259495735168457,0.0,0.0,16316416.0,16316416.0
0.0,965.998046875,31.767375946044922,-43.319190979003906,,-31.767375946044922,1774114461.4966729,0.0,0.0,965.998046875,0.9970703125,0.0,525.334553658,50790.03914318884,0.0,0.0,3.918178081512451,0.0,0.0,16570368.0,16570368.0
0.0,944.0673828125,31.061206817626953,-43.326385498046875,,-31.061206817626953,1774114467.2202408,0.0,0.0,944.0673828125,0.99609375,0.0,531.056554676,50783.93441691908,0.0,0.0,3.943870782852173,0.0,0.0,16824320.0,16824320.0
0.0,970.072265625,28.3286190032959,-43.392822265625,,-28.3286190032959,1774114472.9424455,0.0,0.0,970.072265625,1.0,0.0,536.788769134,50771.2743921424,0.0,0.0,3.92295503616333,0.0,0.0,17078272.0,17078272.0
0.0,969.005859375,29.734447479248047,-43.368167877197266,,-29.734447479248047,1774114478.6744845,0.0,0.0,969.005859375,1.0,0.0,542.507180498,50701.68211370256,0.0,0.0,3.975999116897583,0.0,0.0,17332224.0,17332224.0
0.0,968.939453125,29.272079467773438,-43.389469146728516,"{'_type': 'html-file', 'sha256': '87d9524094719de2545ad769bf1e112df9e73211fa31bcc821e5490ba8891edc', 'path': 'media/html/render_17586176_87d9524094719de2545a.html', 'size': 859937}",-29.272079467773438,1774114499.3316598,0.0,0.0,968.939453125,0.99609375,0.0,557.445327032,50794.919620895984,0.0,0.0,3.9297409057617188,0.0,0.0,17586176.0,17586176.0
0.0,954.6669921875,31.02465057373047,-43.369258880615234,,-31.02465057373047,1774114499.4931388,0.0,0.0,954.6669921875,1.0,0.0,563.313902522,50736.60906039006,0.0,0.0,3.943269729614258,0.0,0.0,17840128.0,17840128.0
0.0,966.5166015625,29.94158172607422,-43.309627532958984,,-29.94158172607422,1774114505.199678,0.0,0.0,966.5166015625,1.0,0.0,569.01440798,50933.8204083803,0.0,0.0,3.9587745666503906,0.0,0.0,18094080.0,18094080.0
0.0,965.373046875,31.025400161743164,-43.31155014038086,,-31.025400161743164,1774114510.9003084,0.0,0.0,965.373046875,1.0,0.0,574.725522161,50975.35395937552,0.0,0.0,3.933685541152954,0.0,0.0,18348032.0,18348032.0
0.0,961.275390625,28.914642333984375,-43.3331184387207,,-28.914642333984375,1774114516.6111276,0.0,0.0,961.275390625,0.9990234375,0.0,580.427633491,50893.60436061114,0.0,0.0,3.925518751144409,0.0,0.0,18601984.0,18601984.0
0.0,951.447265625,30.683574676513672,-43.38865661621094,"{'_type': 'html-file', 'sha256': '296e87228169ac630ab682ef65fce0fcc969e4964a4913755e5c9843e7810701', 'path': 'media/html/render_18855936_296e87228169ac630ab6.html', 'size': 885065}",-30.683574676513672,1774114537.063677,0.0,0.0,951.447265625,1.0,0.0,595.177372083,50976.49813198973,0.0,0.0,3.9196627140045166,0.0,0.0,18855936.0,18855936.0
0.0,967.3759765625,27.308706283569336,-43.329612731933594,,-27.308706283569336,1774114537.222412,0.0,0.0,967.3759765625,1.0,0.0,601.07193857,50758.894008859956,0.0,0.0,3.9032022953033447,0.0,0.0,19109888.0,19109888.0
0.0,965.4248046875,29.101150512695312,-43.33079528808594,,-29.101150512695312,1774114542.9577758,0.0,0.0,965.4248046875,1.0,0.0,606.765338969,50662.81481595635,0.0,0.0,3.9117932319641113,0.0,0.0,19363840.0,19363840.0
0.0,954.2861328125,30.64877700805664,-43.4002799987793,,-30.64877700805664,1774114548.6509821,0.0,0.0,954.2861328125,1.0,0.0,612.516323725,51048.88776779471,0.0,0.0,3.9263195991516113,0.0,0.0,19617792.0,19617792.0
0.0,965.04296875,29.442594528198242,-43.47182083129883,,-29.442594528198242,1774114554.4020076,0.0,0.0,965.04296875,0.998046875,0.0,618.216749894,50518.10378989211,0.0,0.0,3.9197888374328613,0.0,0.0,19871744.0,19871744.0
0.0,958.240234375,30.6558837890625,-43.4525260925293,"{'path': 'media/html/render_20125696_0ea748e71f330841b7f2.html', 'size': 853953, '_type': 'html-file', 'sha256': '0ea748e71f330841b7f2560204ad0cdacdc746d45c9a6c80831a8a514f1aa9b1'}",-30.6558837890625,1774114575.2965822,0.0,0.0,958.240234375,1.0,0.0,633.410257675,50990.42260714528,0.0,0.0,3.935382604598999,0.0,0.0,20125696.0,20125696.0
0.0,965.1611328125,31.09149742126465,-43.54100799560547,,-31.09149742126465,1774114575.4489596,0.0,0.0,965.1611328125,0.9990234375,0.0,639.284312671,50664.63181211914,0.0,0.0,3.9514107704162598,0.0,0.0,20379648.0,20379648.0
0.0,973.447265625,29.077943801879883,-43.54701614379883,,-29.077943801879883,1774114581.16993,0.0,0.0,973.447265625,1.0,0.0,645.009097282,50778.60578628611,0.0,0.0,3.9575958251953125,0.0,0.0,20633600.0,20633600.0
0.0,944.689453125,32.86725616455078,-43.5404167175293,,-32.86725616455078,1774114586.894839,0.0,0.0,944.689453125,0.9921875,0.0,650.695455054,50733.114683737236,0.0,0.0,3.9642624855041504,0.0,0.0,20887552.0,20887552.0
0.0,942.6611328125,31.785579681396484,-43.5319938659668,,-31.785579681396484,1774114592.5810928,0.0,0.0,942.6611328125,0.9853515625,0.0,656.402147832,51153.48782499684,0.0,0.0,3.977421283721924,0.0,0.0,21141504.0,21141504.0
0.0,967.03125,31.679269790649414,-43.60709762573242,"{'sha256': '02be45df4d7afe8a54a4d557fe6f0248777557007cb724d6f831a22fc16affaa', 'path': 'media/html/render_21395456_02be45df4d7afe8a54a4.html', 'size': 899057, '_type': 'html-file'}",-31.679269790649414,1774114612.9667335,0.0,0.0,967.03125,0.99609375,0.0,671.080443599,50948.586689621035,0.0,0.0,3.967589855194092,0.0,0.0,21395456.0,21395456.0
0.0,962.77734375,30.519119262695312,-43.64311218261719,,-30.519119262695312,1774114613.143789,0.0,0.0,962.77734375,0.9970703125,0.0,676.988857589,51003.568275803285,0.0,0.0,3.976733684539795,0.0,0.0,21649408.0,21649408.0
0.0,971.1171875,33.037357330322266,-43.7107048034668,,-33.037357330322266,1774114618.8745782,0.0,0.0,971.1171875,1.0,0.0,682.681619854,50731.83401615472,0.0,0.0,3.9905216693878174,0.0,0.0,21903360.0,21903360.0
0.0,972.4560546875,31.500911712646484,-43.81608200073242,,-31.500911712646484,1774114624.5672967,0.0,0.0,972.4560546875,0.9990234375,0.0,688.433232772,51045.709846473044,0.0,0.0,3.9927690029144287,0.0,0.0,22157312.0,22157312.0
0.0,972.75390625,30.163785934448242,-43.892425537109375,,-30.163785934448242,1774114630.3188012,0.0,0.0,972.75390625,1.0,0.0,694.131774937,50700.5478309305,0.0,0.0,4.016267776489258,0.0,0.0,22411264.0,22411264.0
0.0,976.283203125,30.904136657714844,-43.93635940551758,"{'path': 'media/html/render_22665216_8568aeef5aaf57395cc3.html', 'size': 898089, '_type': 'html-file', 'sha256': '8568aeef5aaf57395cc333aeba1cdfb66ee7c3e9c8d9cf4ec8fa63e3ac3d1b3e'}",-30.904136657714844,1774114651.790594,0.0,0.0,976.283203125,1.0,0.0,709.904283347,51030.04864736237,0.0,0.0,4.014321327209473,0.0,0.0,22665216.0,22665216.0
0.0,960.0390625,30.711101531982422,-43.98688507080078,,-30.711101531982422,1774114651.9722767,0.0,0.0,960.0390625,0.998046875,0.0,715.814054895,50971.72173465963,0.0,0.0,4.041952133178711,0.0,0.0,22919168.0,22919168.0
0.0,966.783203125,32.226318359375,-44.02418899536133,,-32.226318359375,1774114657.699245,0.0,0.0,966.783203125,1.0,0.0,721.509991537,50749.25905489005,0.0,0.0,4.026755332946777,0.0,0.0,23173120.0,23173120.0
0.0,978.076171875,28.035354614257812,-44.03720474243164,,-28.035354614257812,1774114663.3956525,0.0,0.0,978.076171875,1.0,0.0,727.197306144,51036.342296448776,0.0,0.0,4.036392688751221,0.0,0.0,23427072.0,23427072.0
0.0,961.0048828125,30.983745574951172,-44.095401763916016,,-30.983745574951172,1774114669.082924,0.0,0.0,961.0048828125,0.9892578125,0.0,732.91552271,51103.480557922456,0.0,0.0,4.036926746368408,0.0,0.0,23681024.0,23681024.0
0.0,975.908203125,30.630550384521484,-44.17240905761719,"{'size': 875129, '_type': 'html-file', 'sha256': '6e55d1151643e572857fd8e710bdd1f481c12ff08b55591766f69f458d89808f', 'path': 'media/html/render_23934976_6e55d1151643e572857f.html'}",-30.630550384521484,1774114690.2491052,0.0,0.0,975.908203125,0.9990234375,0.0,748.362797793,50801.717521298386,0.0,0.0,4.031699180603027,0.0,0.0,23934976.0,23934976.0
0.0,973.3125,30.679838180541992,-44.24076843261719,,-30.679838180541992,1774114690.40366,0.0,0.0,973.3125,0.9990234375,0.0,754.238048313,51010.539401339476,0.0,0.0,4.033472537994385,0.0,0.0,24188928.0,24188928.0
0.0,964.8916015625,30.72008514404297,-44.1779670715332,,-30.72008514404297,1774114696.1236634,0.0,0.0,964.8916015625,1.0,0.0,759.913173984,50825.05401875563,0.0,0.0,4.032011985778809,0.0,0.0,24442880.0,24442880.0
0.0,969.0537109375,32.13938903808594,-44.27763366699219,,-32.13938903808594,1774114701.7983572,0.0,0.0,969.0537109375,1.0,0.0,765.616279225,51246.66508320213,0.0,0.0,4.030200481414795,0.0,0.0,24696832.0,24696832.0
0.0,961.052734375,31.14824867248535,-44.31913757324219,,-31.14824867248535,1774114707.5022535,0.0,0.0,961.052734375,0.9970703125,0.0,771.276259988,50954.06805708223,0.0,0.0,4.029372215270996,0.0,0.0,24950784.0,24950784.0
0.0,964.48828125,30.01943588256836,-44.35578536987305,"{'sha256': 'f04acc16c385a231adb1890b9c858d82d864b54de19d0090027e1f563bf79085', 'path': 'media/html/render_25204736_f04acc16c385a231adb1.html', 'size': 862313, '_type': 'html-file'}",-30.01943588256836,1774114728.5301514,0.0,0.0,964.48828125,0.9951171875,0.0,786.643818616,51388.839328228954,0.0,0.0,4.037006855010986,0.0,0.0,25204736.0,25204736.0
0.0,938.84375,31.450176239013672,-44.33612823486328,,-31.450176239013672,1774114728.6915576,0.0,0.0,938.84375,0.994140625,0.0,792.513713448,51070.19421445224,0.0,0.0,4.014958381652832,0.0,0.0,25458688.0,25458688.0
0.0,967.5654296875,31.428367614746094,-44.3513069152832,,-31.428367614746094,1774114734.3995748,0.0,0.0,967.5654296875,0.9970703125,0.0,798.236259722,50939.78095038738,0.0,0.0,4.008951663970947,0.0,0.0,25712640.0,25712640.0
