training/alpha_loss,eval/episode_success,eval/episode_reward_dist,eval/episode_reward_near,step,eval/episode_success_hard,eval/episode_success_any,render,training/log_alpha,training/entropy,training/sps,training/critic_loss,_runtime,eval/episode_success_easy,_step,eval/episode_reward,eval/episode_reward_ctrl,eval/episode_dist,training/actor_loss,eval/episode_reward_survive,_timestamp
0.0,966.6025390625,-31.471887588500977,0.0,23934976.0,0.0,1.0,"{'path': 'media/html/render_23934976_1e34afb6ee916a148c32.html', 'size': 835517, '_type': 'html-file', 'sha256': '1e34afb6ee916a148c3266f6e213c6c0b63f4f62a8832b96bfdbd521f93e7fd6'}",0.0,0.0,51267.52500851088,4.007001876831055,740.898270378,0.0,23934976.0,966.6025390625,0.0,31.471887588500977,-44.40605163574219,0.0,1774111511.076512
0.0,954.7509765625,-31.238407135009766,0.0,24188928.0,0.0,0.9990234375,,0.0,0.0,51271.11560474057,4.019886493682861,746.756761397,0.0,24188928.0,954.7509765625,0.0,31.238407135009766,-44.35321044921875,0.0,1774111511.2508042
0.0,972.6591796875,-31.05202865600586,0.0,24442880.0,0.0,1.0,,0.0,0.0,51225.00423125527,4.009265899658203,752.411708972,0.0,24442880.0,972.6591796875,0.0,31.05202865600586,-44.33576202392578,0.0,1774111516.9341536
0.0,974.5625,-28.232452392578125,0.0,24696832.0,0.0,1.0,,0.0,0.0,51455.87970644863,4.065370082855225,758.070429249,0.0,24696832.0,974.5625,0.0,28.232452392578125,-44.28456115722656,0.0,1774111522.5894117
0.0,970.419921875,-30.67445182800293,0.0,24950784.0,0.0,1.0,,0.0,0.0,51444.97949077313,4.004809379577637,763.716708842,0.0,24950784.0,970.419921875,0.0,30.67445182800293,-44.27208709716797,0.0,1774111528.2475574
0.0,974.8095703125,-28.93182373046875,0.0,25204736.0,0.0,1.0,"{'path': 'media/html/render_25204736_cdabcdb5d3376601c826.html', 'size': 881541, '_type': 'html-file', 'sha256': 'cdabcdb5d3376601c8268b8d4658fc3df7856ba153d8dad8644ac84a12006126'}",0.0,0.0,51544.94162208786,3.988436698913574,779.124665918,0.0,25204736.0,974.8095703125,0.0,28.93182373046875,-44.343204498291016,0.0,1774111549.302933
0.0,945.681640625,-31.10561752319336,0.0,25458688.0,0.0,0.998046875,,0.0,0.0,51438.1847260904,3.9903128147125244,784.996115155,0.0,25458688.0,945.681640625,0.0,31.10561752319336,-44.349422454833984,0.0,1774111549.481307
0.0,961.044921875,-30.391921997070312,0.0,25712640.0,0.0,1.0,,0.0,0.0,51132.7353052393,4.08983039855957,790.67963422,0.0,25712640.0,961.044921875,0.0,30.391921997070312,-44.26951599121094,0.0,1774111555.1737247
0.0,974.4169921875,-29.577421188354492,0.0,25966592.0,0.0,1.0,,0.0,0.0,51173.738432925165,3.9886584281921387,796.358356462,0.0,25966592.0,974.4169921875,0.0,29.577421188354492,-44.347660064697266,0.0,1774111560.8575523
0.0,970.53515625,-30.41058349609375,0.0,26220544.0,0.0,1.0,,0.0,0.0,51206.14077469276,4.122966766357422,802.034396089,0.0,26220544.0,970.53515625,0.0,30.41058349609375,-44.38032913208008,0.0,1774111566.5361168
0.0,975.2294921875,-30.574251174926758,0.0,26474496.0,0.0,1.0,"{'path': 'media/html/render_26474496_2722ff50b511ef90723a.html', 'size': 859213, '_type': 'html-file', 'sha256': '2722ff50b511ef90723a83fb8cbf855cae3c24db5ac023d62c223a8ea195865e'}",0.0,0.0,51250.52401158453,3.9877126216888428,816.401827276,0.0,26474496.0,975.2294921875,0.0,30.574251174926758,-44.384376525878906,0.0,1774111586.5800633
0.0,972.5078125,-29.673696517944336,0.0,26728448.0,0.0,1.0,,0.0,0.0,51281.1645436644,3.9994025230407715,822.260690135,0.0,26728448.0,972.5078125,0.0,29.673696517944336,-44.412784576416016,0.0,1774111586.7513049
0.0,973.953125,-30.058551788330078,0.0,26982400.0,0.0,1.0,,0.0,0.0,51205.397356495705,4.0059814453125,827.924713744,0.0,26982400.0,973.953125,0.0,30.058551788330078,-44.44414138793945,0.0,1774111592.4383006
0.0,969.228515625,-28.838041305541992,0.0,27236352.0,0.0,1.0,,0.0,0.0,51354.93025297833,4.061456203460693,833.607903924,0.0,27236352.0,969.228515625,0.0,28.838041305541992,-44.411956787109375,0.0,1774111598.1023743
0.0,975.4072265625,-30.223068237304688,0.0,27490304.0,0.0,1.0,,0.0,0.0,51177.32082158205,4.015517711639404,839.287289734,0.0,27490304.0,975.4072265625,0.0,30.223068237304688,-44.37898635864258,0.0,1774111603.7856405
0.0,974.875,-29.104389190673828,0.0,27744256.0,0.0,1.0,"{'path': 'media/html/render_27744256_28216cec5d3c03feefde.html', 'size': 908609, '_type': 'html-file', 'sha256': '28216cec5d3c03feefde4db8e8b56c029aceba86ebb49d328d969fd145d13314'}",0.0,0.0,51207.47504294445,3.9838626384735107,854.496275591,0.0,27744256.0,974.875,0.0,29.104389190673828,-44.3512077331543,0.0,1774111624.674532
0.0,974.203125,-28.59466552734375,0.0,27998208.0,0.0,1.0,,0.0,0.0,51274.10938659445,3.9965906143188477,860.371545366,0.0,27998208.0,974.203125,0.0,28.59466552734375,-44.306095123291016,0.0,1774111624.8559475
0.0,952.423828125,-31.270137786865234,0.0,28252160.0,0.0,1.0,,0.0,0.0,51141.342696033906,3.966970920562744,866.07481534,0.0,28252160.0,952.423828125,0.0,31.270137786865234,-44.292457580566406,0.0,1774111630.549083
0.0,914.6162109375,-36.89627456665039,0.0,28506112.0,0.0,1.0,,0.0,0.0,50993.911017925515,3.9634361267089844,871.754322871,0.0,28506112.0,914.6162109375,0.0,36.89627456665039,-44.31032180786133,0.0,1774111636.252546
0.0,970.603515625,-30.7054386138916,0.0,28760064.0,0.0,1.0,,0.0,0.0,51196.88404958536,4.011429309844971,877.447214807,0.0,28760064.0,970.603515625,0.0,30.7054386138916,-44.269195556640625,0.0,1774111641.9321363
0.0,970.900390625,-30.791698455810547,0.0,29014016.0,0.0,0.9990234375,"{'path': 'media/html/render_29014016_baf62fb18cd61b330552.html', 'size': 881825, '_type': 'html-file', 'sha256': 'baf62fb18cd61b330552201a85dbd4bca0c0f91dad882c8d38c87bb07631fed5'}",0.0,0.0,51091.13860190929,3.96117901802063,892.687288338,0.0,29014016.0,970.900390625,0.0,30.791698455810547,-44.28331756591797,0.0,1774111662.865432
0.0,970.8408203125,-31.500774383544922,0.0,29267968.0,0.0,0.9990234375,,0.0,0.0,51119.93759975965,3.993333101272583,898.561186333,0.0,29267968.0,970.8408203125,0.0,31.500774383544922,-44.329078674316406,0.0,1774111663.0405645
0.0,958.681640625,-32.45460510253906,0.0,29521920.0,0.0,1.0,,0.0,0.0,51084.240980025315,3.964409828186035,904.254817886,0.0,29521920.0,958.681640625,0.0,32.45460510253906,-44.352909088134766,0.0,1774111668.7388372
0.0,970.0166015625,-33.48679733276367,0.0,29775872.0,0.0,1.0,,0.0,0.0,51082.898426861495,4.005759239196777,909.949464639,0.0,29775872.0,970.0166015625,0.0,33.48679733276367,-44.407501220703125,0.0,1774111674.4325566
0.0,971.9482421875,-32.56635284423828,0.0,30029824.0,0.0,1.0,,0.0,0.0,51075.05521111849,3.996290445327759,915.637563952,0.0,30029824.0,971.9482421875,0.0,32.56635284423828,-44.52638626098633,0.0,1774111680.1271334
0.0,951.24609375,-35.10840606689453,0.0,30283776.0,0.0,0.9970703125,"{'path': 'media/html/render_30283776_5e50b9be77810d122b8f.html', 'size': 875301, '_type': 'html-file', 'sha256': '5e50b9be77810d122b8f8f0fd89e7f4d143973abef163337990caad6ac4575a3'}",0.0,0.0,51115.62978519237,4.004811763763428,930.554829505,0.0,30283776.0,951.24609375,0.0,35.10840606689453,-44.59267807006836,0.0,1774111700.7330914
0.0,936.9052734375,-34.724605560302734,0.0,30537728.0,0.0,0.9921875,,0.0,0.0,51119.54260475048,4.003337383270264,936.390808893,0.0,30537728.0,936.9052734375,0.0,34.724605560302734,-44.60802459716797,0.0,1774111700.8981302
0.0,906.7412109375,-36.183494567871094,0.0,30791680.0,0.0,0.9970703125,,0.0,0.0,51341.1227713659,4.003259181976318,942.070638653,0.0,30791680.0,906.7412109375,0.0,36.183494567871094,-44.651649475097656,0.0,1774111706.5682418
0.0,940.8974609375,-32.12126159667969,0.0,31045632.0,0.0,1.0,,0.0,0.0,51231.363312569876,4.011249542236328,947.743542026,0.0,31045632.0,940.8974609375,0.0,32.12126159667969,-44.63698196411133,0.0,1774111712.2483196
0.0,950.447265625,-32.904502868652344,0.0,31299584.0,0.0,0.9990234375,,0.0,0.0,51284.39654277867,4.000360012054443,953.423111053,0.0,31299584.0,950.447265625,0.0,32.904502868652344,-44.60905456542969,0.0,1774111717.921048
0.0,970.98046875,-31.71693229675293,0.0,31553536.0,0.0,1.0,"{'size': 874045, '_type': 'html-file', 'sha256': '96e50f850896fb4c992023deebb8190e93605dbcd48058be089b03c557654fd2', 'path': 'media/html/render_31553536_96e50f850896fb4c9920.html'}",0.0,0.0,51218.64919127188,4.038776874542236,968.394444186,0.0,31553536.0,970.98046875,0.0,31.71693229675293,-44.61609649658203,0.0,1774111738.5725412
0.0,965.01171875,-32.143341064453125,0.0,31807488.0,0.0,1.0,,0.0,0.0,51423.65219278773,4.020827293395996,974.231685379,0.0,31807488.0,965.01171875,0.0,32.143341064453125,-44.57294845581055,0.0,1774111738.7313166
0.0,957.9609375,-32.61480712890625,0.0,32061440.0,0.0,1.0,,0.0,0.0,51279.944934059306,3.996483564376831,979.899670358,0.0,32061440.0,957.9609375,0.0,32.61480712890625,-44.6026611328125,0.0,1774111744.4091752
0.0,959.923828125,-34.40993118286133,0.0,32315392.0,0.0,0.9990234375,,0.0,0.0,51311.26579838868,4.025509834289551,985.584546722,0.0,32315392.0,959.923828125,0.0,34.40993118286133,-44.613487243652344,0.0,1774111750.077274
0.0,952.9833984375,-32.373985290527344,0.0,32569344.0,0.0,0.9921875,,0.0,0.0,51187.41419980515,4.020262241363525,991.263768706,0.0,32569344.0,952.9833984375,0.0,32.373985290527344,-44.63306427001953,0.0,1774111755.762179
0.0,958.5771484375,-30.823720932006836,0.0,32823296.0,0.0,0.9931640625,"{'size': 897361, '_type': 'html-file', 'sha256': 'e73b28fc998a43eaab94be0350196357202d1ec88789a949b47e0173a67f9d81', 'path': 'media/html/render_32823296_e73b28fc998a43eaab94.html'}",0.0,0.0,51218.385663589834,4.030944347381592,1006.278787817,0.0,32823296.0,958.5771484375,0.0,30.823720932006836,-44.64242935180664,0.0,1774111776.4570222
0.0,957.7734375,-33.86986541748047,0.0,33077248.0,0.0,1.0,,0.0,0.0,51343.273359027015,4.008028984069824,1012.137764172,0.0,33077248.0,957.7734375,0.0,33.86986541748047,-44.65920639038086,0.0,1774111776.6244857
0.0,970.33984375,-33.037147521972656,0.0,33331200.0,0.0,1.0,,0.0,0.0,51323.580805790596,4.016846179962158,1017.78955431,0.0,33331200.0,970.33984375,0.0,33.037147521972656,-44.73170471191406,0.0,1774111782.3154974
0.0,969.1806640625,-33.55583953857422,0.0,33585152.0,0.0,1.0,,0.0,0.0,51490.34789885044,4.032420635223389,1023.442351964,0.0,33585152.0,969.1806640625,0.0,33.55583953857422,-44.72982406616211,0.0,1774111787.9671214
0.0,969.955078125,-33.35452651977539,0.0,33839104.0,0.0,1.0,,0.0,0.0,51466.50602103661,4.0267333984375,1029.099365542,0.0,33839104.0,969.955078125,0.0,33.35452651977539,-44.748313903808594,0.0,1774111793.619997
0.0,965.763671875,-34.256195068359375,0.0,34093056.0,0.0,0.9990234375,"{'path': 'media/html/render_34093056_f0f573161e652cd30c62.html', 'size': 863749, '_type': 'html-file', 'sha256': 'f0f573161e652cd30c62bdda087095209b8bbad094656215d1434ebcb9e64842'}",0.0,0.0,51472.01234688233,4.020519733428955,1044.12344218,0.0,34093056.0,965.763671875,0.0,34.256195068359375,-44.69607925415039,0.0,1774111814.3017201
0.0,951.31640625,-34.16802978515625,0.0,34347008.0,0.0,1.0,,0.0,0.0,51438.765999545474,4.0264811515808105,1049.980627336,0.0,34347008.0,951.31640625,0.0,34.16802978515625,-44.72343063354492,0.0,1774111814.463015
0.0,967.8076171875,-32.797489166259766,0.0,34600960.0,0.0,1.0,,0.0,0.0,51105.19444087399,4.031869411468506,1055.650107002,0.0,34600960.0,967.8076171875,0.0,32.797489166259766,-44.7354850769043,0.0,1774111820.157951
0.0,974.76171875,-32.75873565673828,0.0,34854912.0,0.0,1.0,,0.0,0.0,51296.46149714127,4.02216911315918,1061.32230772,0.0,34854912.0,974.76171875,0.0,32.75873565673828,-44.74221420288086,0.0,1774111825.827892
0.0,969.7978515625,-33.54796600341797,0.0,35108864.0,0.0,0.9990234375,,0.0,0.0,51278.888315150056,4.029618740081787,1067.001429171,0.0,35108864.0,969.7978515625,0.0,33.54796600341797,-44.77696990966797,0.0,1774111831.5001097
0.0,969.8203125,-34.29392623901367,0.0,35362816.0,0.0,1.0,"{'size': 897689, '_type': 'html-file', 'sha256': 'e7225a0c8c55fdfc2253820bdc00ab01419f0b1454a626489bf03cfc976c5c2d', 'path': 'media/html/render_35362816_e7225a0c8c55fdfc2253.html'}",0.0,0.0,51191.72920216835,4.024147033691406,1082.528219277,0.0,35362816.0,969.8203125,0.0,34.29392623901367,-44.76420974731445,0.0,1774111852.7063522
0.0,975.3203125,-31.585369110107422,0.0,35616768.0,0.0,1.0,,0.0,0.0,51100.49686146165,4.026540279388428,1088.409301523,0.0,35616768.0,975.3203125,0.0,31.585369110107422,-44.7337532043457,0.0,1774111852.889404
0.0,973.984375,-31.460521697998047,0.0,35870720.0,0.0,1.0,,0.0,0.0,51074.584988649156,4.034311294555664,1094.06775959,0.0,35870720.0,973.984375,0.0,31.460521697998047,-44.74927520751953,0.0,1774111858.5869951
0.0,965.0078125,-30.372207641601562,0.0,36124672.0,0.0,1.0,,0.0,0.0,51439.05912533037,4.03738260269165,1099.742367697,0.0,36124672.0,965.0078125,0.0,30.372207641601562,-44.74768829345703,0.0,1774111864.2453737
0.0,971.0927734375,-32.54478073120117,0.0,36378624.0,0.0,1.0,,0.0,0.0,51251.246546471324,4.0349202156066895,1105.415085196,0.0,36378624.0,971.0927734375,0.0,32.54478073120117,-44.76971435546875,0.0,1774111869.9200737
0.0,965.345703125,-31.13332748413086,0.0,36632576.0,0.0,1.0,"{'path': 'media/html/render_36632576_e6d98864f61051e0cef4.html', 'size': 861709, '_type': 'html-file', 'sha256': 'e6d98864f61051e0cef40eb7eecaaf008496ec0abf082b14cee941d7857fac85'}",0.0,0.0,51282.70518608947,4.037327766418457,1120.919500535,0.0,36632576.0,965.345703125,0.0,31.13332748413086,-44.77789306640625,0.0,1774111891.09778
0.0,970.5,-31.050064086914062,0.0,36886528.0,0.0,1.0,,0.0,0.0,51175.518500218604,4.04550313949585,1126.799223102,0.0,36886528.0,970.5,0.0,31.050064086914062,-44.87226104736328,0.0,1774111891.2922297
0.0,964.3154296875,-30.508346557617188,0.0,37140480.0,0.0,1.0,,0.0,0.0,51221.83883011961,4.050848007202148,1132.482759146,0.0,37140480.0,964.3154296875,0.0,30.508346557617188,-44.87957000732422,0.0,1774111896.9770296
0.0,966.8232421875,-31.50809097290039,0.0,37394432.0,0.0,1.0,,0.0,0.0,51161.74096147782,4.062661647796631,1138.158501968,0.0,37394432.0,966.8232421875,0.0,31.50809097290039,-44.8814582824707,0.0,1774111902.660115
0.0,971.986328125,-30.381277084350586,0.0,37648384.0,0.0,1.0,,0.0,0.0,51252.78292556612,4.0668840408325195,1143.83431259,0.0,37648384.0,971.986328125,0.0,30.381277084350586,-44.875938415527344,0.0,1774111908.3362029
0.0,965.4208984375,-31.12687110900879,0.0,37902336.0,0.0,1.0,"{'path': 'media/html/render_37902336_65aa2a32bf2428759c2c.html', 'size': 883117, '_type': 'html-file', 'sha256': '65aa2a32bf2428759c2c8feb307e46afd39df7e073ab5d2e0cdde1b3c03a58c0'}",0.0,0.0,51232.89849978276,4.061171531677246,1158.384938367,0.0,37902336.0,965.4208984375,0.0,31.12687110900879,-44.862205505371094,0.0,1774111928.5631752
0.0,974.5966796875,-31.037094116210938,0.0,38156288.0,0.0,1.0,,0.0,0.0,51251.54000502434,4.048507213592529,1164.23861727,0.0,38156288.0,974.5966796875,0.0,31.037094116210938,-44.73469924926758,0.0,1774111928.7366366
0.0,966.5869140625,-31.343975067138672,0.0,38410240.0,0.0,0.9990234375,,0.0,0.0,51265.84463417963,4.0370917320251465,1169.9033247,0.0,38410240.0,966.5869140625,0.0,31.343975067138672,-44.665000915527344,0.0,1774111934.4162896
0.0,972.2744140625,-32.369140625,0.0,38664192.0,0.0,0.9990234375,,0.0,0.0,51376.3963419434,4.026218891143799,1175.584304519,0.0,38664192.0,972.2744140625,0.0,32.369140625,-44.63923263549805,0.0,1774111940.081039
0.0,968.4794921875,-31.086511611938477,0.0,38918144.0,0.0,0.9990234375,,0.0,0.0,51197.575542449886,4.029506206512451,1181.259124457,0.0,38918144.0,968.4794921875,0.0,31.086511611938477,-44.621307373046875,0.0,1774111945.7615728
0.0,952.62890625,-31.58513069152832,0.0,39172096.0,0.0,0.9970703125,"{'sha256': 'd58493a12a05276bdd05c5ac44776a9ed68e45cb5a097f5b90fdc22333e08e5e', 'path': 'media/html/render_39172096_d58493a12a05276bdd05.html', 'size': 873537, '_type': 'html-file'}",0.0,0.0,51268.31218209756,4.022019386291504,1196.230720083,0.0,39172096.0,952.62890625,0.0,31.58513069152832,-44.60283660888672,0.0,1774111966.4089787
0.0,970.244140625,-33.357177734375,0.0,39426048.0,0.0,0.994140625,,0.0,0.0,51344.66180878851,4.017823696136475,1202.075794955,0.0,39426048.0,970.244140625,0.0,33.357177734375,-44.596988677978516,0.0,1774111966.567597
0.0,974.1533203125,-29.870962142944336,0.0,39680000.0,0.0,1.0,,0.0,0.0,51228.95598915525,4.017705917358398,1207.755016585,0.0,39680000.0,974.1533203125,0.0,29.870962142944336,-44.548805236816406,0.0,1774111972.2536418
0.0,959.8486328125,-33.055110931396484,0.0,39933952.0,0.0,0.9970703125,,0.0,0.0,51206.613422651855,4.009910583496094,1213.422932717,0.0,39933952.0,959.8486328125,0.0,33.055110931396484,-44.45303726196289,0.0,1774111977.93264
0.0,968.44921875,-32.316741943359375,0.0,40187904.0,0.0,0.998046875,,0.0,0.0,51339.89783361584,4.003591537475586,1219.097105122,0.0,40187904.0,968.44921875,0.0,32.316741943359375,-44.38751220703125,0.0,1774111983.600702
0.0,968.0576171875,-32.140907287597656,0.0,40441856.0,0.0,1.0,"{'sha256': '24aa2db3221c610dae9b78d737030e35353d9b24197ca58e6726e279869bf814', 'path': 'media/html/render_40441856_24aa2db3221c610dae9b.html', 'size': 885601, '_type': 'html-file'}",0.0,0.0,51255.20235449664,3.993760824203491,1234.111708431,0.0,40441856.0,968.0576171875,0.0,32.140907287597656,-44.36589050292969,0.0,1774112004.289872
0.0,950.6689453125,-34.136627197265625,0.0,40695808.0,0.0,0.9951171875,,0.0,0.0,51369.62463553867,3.9939167499542236,1239.95617429,0.0,40695808.0,950.6689453125,0.0,34.136627197265625,-44.35678482055664,0.0,1774112004.4502966
0.0,967.0751953125,-31.573762893676758,0.0,40949760.0,0.0,1.0,,0.0,0.0,51259.31418118907,3.9923386573791504,1245.626357898,0.0,40949760.0,967.0751953125,0.0,31.573762893676758,-44.41391372680664,0.0,1774112010.13391
0.0,961.8564453125,-32.25114440917969,0.0,41203712.0,0.0,1.0,,0.0,0.0,51319.8888973473,3.9895663261413574,1251.298543244,0.0,41203712.0,961.8564453125,0.0,32.25114440917969,-44.44961166381836,0.0,1774112015.804075
0.0,966.3876953125,-31.391435623168945,0.0,41457664.0,0.0,1.0,,0.0,0.0,51277.19732175748,3.9910783767700195,1256.972128404,0.0,41457664.0,966.3876953125,0.0,31.391435623168945,-44.41347122192383,0.0,1774112021.476462
0.0,964.3974609375,-34.016727447509766,0.0,41711616.0,0.0,0.9990234375,"{'sha256': '13d55fd87a58064ab3660b4a52ba343c2943cf37ed77e431bae384fca7c71733', 'path': 'media/html/render_41711616_13d55fd87a58064ab366.html', 'size': 891313, '_type': 'html-file'}",0.0,0.0,51289.888665674596,3.977203845977783,1272.364839395,0.0,41711616.0,964.3974609375,0.0,34.016727447509766,-44.41169738769531,0.0,1774112042.5430927
0.0,959.5419921875,-33.97235107421875,0.0,41965568.0,0.0,0.998046875,,0.0,0.0,51400.507002525505,3.9823501110076904,1278.225700363,0.0,41965568.0,959.5419921875,0.0,33.97235107421875,-44.355533599853516,0.0,1774112042.722306
0.0,972.794921875,-32.392181396484375,0.0,42219520.0,0.0,1.0,,0.0,0.0,51271.85352839404,3.9681613445281982,1283.893285123,0.0,42219520.0,972.794921875,0.0,32.392181396484375,-44.299556732177734,0.0,1774112048.4034493
0.0,969.8505859375,-30.630064010620117,0.0,42473472.0,0.0,1.0,,0.0,0.0,51346.881999468096,3.959111213684082,1289.58608982,0.0,42473472.0,969.8505859375,0.0,30.630064010620117,-44.252906799316406,0.0,1774112054.0709898
0.0,963.6484375,-32.9888916015625,0.0,42727424.0,0.0,0.9990234375,,0.0,0.0,51095.63347214493,3.9507269859313965,1295.259317999,0.0,42727424.0,963.6484375,0.0,32.9888916015625,-44.214073181152344,0.0,1774112059.7635214
0.0,969.384765625,-32.899635314941406,0.0,42981376.0,0.0,0.9990234375,"{'path': 'media/html/render_42981376_d65317ee424ca4476631.html', 'size': 881037, '_type': 'html-file', 'sha256': 'd65317ee424ca447663101e197e931b8c0fc59992e42109a3d1aeb042dc4535f'}",0.0,0.0,51273.86996990821,3.9585909843444824,1310.759916074,0.0,42981376.0,969.384765625,0.0,32.899635314941406,-44.180686950683594,0.0,1774112080.938139
0.0,973.5595703125,-29.22222328186035,0.0,43235328.0,0.0,1.0,,0.0,0.0,51149.46664514694,3.9520726203918457,1316.593851476,0.0,43235328.0,973.5595703125,0.0,29.22222328186035,-44.158447265625,0.0,1774112081.1162193
0.0,961.7607421875,-30.242340087890625,0.0,43489280.0,0.0,0.998046875,,0.0,0.0,51492.96157306791,3.9426980018615723,1322.275286659,0.0,43489280.0,961.7607421875,0.0,30.242340087890625,-44.14024353027344,0.0,1774112086.7716393
0.0,964.6201171875,-35.72905349731445,0.0,43743232.0,0.0,1.0,,0.0,0.0,51210.37276162052,3.9432883262634277,1327.965626236,0.0,43743232.0,964.6201171875,0.0,35.72905349731445,-44.10803985595703,0.0,1774112092.4530919
0.0,953.1337890625,-31.677398681640625,0.0,43997184.0,0.0,0.9990234375,,0.0,0.0,51105.41266884212,3.9391260147094727,1333.667865806,0.0,43997184.0,953.1337890625,0.0,31.677398681640625,-44.05756378173828,0.0,1774112098.1432557
0.0,972.826171875,-31.765758514404297,0.0,44251136.0,0.0,1.0,"{'path': 'media/html/render_44251136_c433038f47e4cb43df49.html', 'size': 909421, '_type': 'html-file', 'sha256': 'c433038f47e4cb43df495069075adb150758e1cbdabd1da4478e856a04461ee6'}",0.0,0.0,51183.353251534296,3.9273736476898193,1348.381321183,0.0,44251136.0,972.826171875,0.0,31.765758514404297,-44.027748107910156,0.0,1774112118.559533
0.0,969.2470703125,-30.45516014099121,0.0,44505088.0,0.0,1.0,,0.0,0.0,51214.14496488653,3.918534517288208,1354.238480129,0.0,44505088.0,969.2470703125,0.0,30.45516014099121,-44.048057556152344,0.0,1774112118.7373958
0.0,953.80078125,-32.98489761352539,0.0,44759040.0,0.0,0.9990234375,,0.0,0.0,51277.97985520104,3.924203395843506,1359.91527971,0.0,44759040.0,953.80078125,0.0,32.98489761352539,-44.086456298828125,0.0,1774112124.4162352
0.0,972.3798828125,-32.74022674560547,0.0,45012992.0,0.0,1.0,,0.0,0.0,51221.69350202888,3.9437766075134277,1365.606942872,0.0,45012992.0,972.3798828125,0.0,32.74022674560547,-44.109596252441406,0.0,1774112130.093015
0.0,964.533203125,-32.712059020996094,0.0,45266944.0,0.0,1.0,,0.0,0.0,51116.679686747906,3.9409542083740234,1371.290868989,0.0,45266944.0,964.533203125,0.0,32.712059020996094,-44.16016387939453,0.0,1774112135.7847354
0.0,972.556640625,-30.277183532714844,0.0,45520896.0,0.0,0.9990234375,"{'path': 'media/html/render_45520896_e7c35d55d0e89c5583dc.html', 'size': 899025, '_type': 'html-file', 'sha256': 'e7c35d55d0e89c5583dc98683c8fabf724f4c625f40a743542371ea984bd3acd'}",0.0,0.0,51166.489134243784,3.953294038772583,1386.538329943,0.0,45520896.0,972.556640625,0.0,30.277183532714844,-44.156795501708984,0.0,1774112156.716526
0.0,973.7470703125,-31.200435638427734,0.0,45774848.0,0.0,1.0,,0.0,0.0,51188.03163843893,3.9649062156677246,1392.374146534,0.0,45774848.0,973.7470703125,0.0,31.200435638427734,-44.170814514160156,0.0,1774112156.884951
0.0,960.0712890625,-33.266258239746094,0.0,46028800.0,0.0,1.0,,0.0,0.0,51400.54172827217,3.973827362060547,1398.034671939,0.0,46028800.0,960.0712890625,0.0,33.266258239746094,-44.19420623779297,0.0,1774112162.5518777
0.0,967.22265625,-31.815229415893555,0.0,46282752.0,0.0,0.998046875,,0.0,0.0,51411.12534528025,3.9987709522247314,1403.678995333,0.0,46282752.0,967.22265625,0.0,31.815229415893555,-44.180057525634766,0.0,1774112168.2122548
0.0,964.71875,-31.709957122802734,0.0,46536704.0,0.0,1.0,,0.0,0.0,51573.90503068258,3.985300064086914,1409.349468915,0.0,46536704.0,964.71875,0.0,31.709957122802734,-44.21978759765625,0.0,1774112173.8566134
0.0,970.05078125,-29.28908348083496,0.0,46790656.0,0.0,1.0,"{'path': 'media/html/render_46790656_cdcb0841e98e986fd7f5.html', 'size': 894533, '_type': 'html-file', 'sha256': 'cdcb0841e98e986fd7f5f19404a75a6cb8ff2ac3da9be65441d79c7fb12e3667'}",0.0,0.0,51330.86974227578,3.9818103313446045,1424.611206596,0.0,46790656.0,970.05078125,0.0,29.28908348083496,-44.18018341064453,0.0,1774112194.7894592
0.0,960.802734375,-28.081510543823242,0.0,47044608.0,0.0,1.0,,0.0,0.0,51438.93988731987,3.9700419902801514,1430.480299352,0.0,47044608.0,960.802734375,0.0,28.081510543823242,-44.17720031738281,0.0,1774112194.9742754
0.0,974.2861328125,-30.901458740234375,0.0,47298560.0,0.0,1.0,,0.0,0.0,51256.753770094416,3.959249973297119,1436.140473112,0.0,47298560.0,974.2861328125,0.0,30.901458740234375,-44.16265869140625,0.0,1774112200.6580071
0.0,966.4208984375,-30.117122650146484,0.0,47552512.0,0.0,1.0,,0.0,0.0,51396.34769356434,3.968456983566284,1441.807454983,0.0,47552512.0,966.4208984375,0.0,30.117122650146484,-44.134300231933594,0.0,1774112206.3182657
0.0,970.1396484375,-30.472341537475586,0.0,47806464.0,0.0,0.9990234375,,0.0,0.0,51339.28662391156,3.959989070892334,1447.479949598,0.0,47806464.0,970.1396484375,0.0,30.472341537475586,-44.09849548339844,0.0,1774112211.9853203
0.0,973.5244140625,-34.317405700683594,0.0,48060416.0,0.0,1.0,"{'_type': 'html-file', 'sha256': '000f3bbc29f628080c79c64e7ff2970637af2ebc53b7eb8b2231a3e6fd630f93', 'path': 'media/html/render_48060416_000f3bbc29f628080c79.html', 'size': 895465}",0.0,0.0,51288.59455237749,3.9697039127349854,1462.689705376,0.0,48060416.0,973.5244140625,0.0,34.317405700683594,-44.116912841796875,0.0,1774112232.867872
0.0,971.23046875,-31.126483917236328,0.0,48314368.0,0.0,1.0,,0.0,0.0,51215.30480747931,3.9651637077331543,1468.550742558,0.0,48314368.0,971.23046875,0.0,31.126483917236328,-44.11721420288086,0.0,1774112233.0296648
0.0,964.4169921875,-32.08487319946289,0.0,48568320.0,0.0,0.9990234375,,0.0,0.0,51069.42780421556,3.971467971801758,1474.211509809,0.0,48568320.0,964.4169921875,0.0,32.08487319946289,-44.093868255615234,0.0,1774112238.7281067
