eval/episode_reward_survive,eval/episode_reward_dist,_step,eval/episode_dist,eval/episode_success_hard,eval/episode_success_any,training/alpha_loss,step,training/entropy,render,training/actor_loss,_runtime,training/critic_loss,eval/episode_reward_near,_timestamp,eval/episode_reward_ctrl,training/sps,training/log_alpha,eval/episode_success,eval/episode_success_easy,eval/episode_reward
0.0,-113.56879425048828,5142528.0,113.56879425048828,0.0,0.916015625,0.0,5142528.0,0.0,,0.24508406221866608,181.103562976,0.36140522360801697,0.0,1774115700.1890025,0.0,50590.28012939956,0.0,359.294921875,0.0,359.294921875
0.0,-93.40316772460938,5396480.0,93.40316772460938,0.0,0.8916015625,0.0,5396480.0,0.0,,0.179133802652359,186.838285668,0.40649673342704773,0.0,1774115705.9479964,0.0,50444.95288795955,0.0,411.828125,0.0,411.828125
0.0,-97.61474609375,5650432.0,97.61474609375,0.0,0.927734375,0.0,5650432.0,0.0,,0.02075120620429516,192.568988264,0.4523296654224396,0.0,1774115711.6826487,0.0,50667.27078531728,0.0,408.8955078125,0.0,408.8955078125
0.0,-106.50717163085938,5904384.0,106.50717163085938,0.0,0.9482421875,0.0,5904384.0,0.0,,-0.31349191069602966,198.304657237,0.516974151134491,0.0,1774115717.4133816,0.0,50681.92389355249,0.0,412.849609375,0.0,412.849609375
0.0,-102.29501342773438,6158336.0,102.29501342773438,0.0,0.92578125,0.0,6158336.0,0.0,"{'_type': 'html-file', 'sha256': 'eb2f00c43a58477d944703b342f5564b55cd4a55d0c210a76417f13354d3c02c', 'path': 'media/html/render_6158336_eb2f00c43a58477d9447.html', 'size': 897633}",-0.6588411927223206,213.724645231,0.5756908059120178,0.0,1774115738.5696685,0.0,50655.44695525945,0.0,416.0087890625,0.0,416.0087890625
0.0,-91.38992309570312,6412288.0,91.38992309570312,0.0,0.96875,0.0,6412288.0,0.0,,-1.3881802558898926,219.649559175,0.6390913128852844,0.0,1774115738.735114,0.0,50599.073604075624,0.0,524.044921875,0.0,524.044921875
0.0,-88.77937316894531,6666240.0,88.77937316894531,0.0,0.9443359375,0.0,6666240.0,0.0,,-2.0685951709747314,225.377880862,0.7511722445487976,0.0,1774115744.493689,0.0,50455.83732515519,0.0,517.6396484375,0.0,517.6396484375
0.0,-93.87351989746094,6920192.0,93.87351989746094,0.0,0.9052734375,0.0,6920192.0,0.0,,-2.6040329933166504,231.118439706,0.8627561330795288,0.0,1774115750.2224097,0.0,50716.24646866471,0.0,470.0830078125,0.0,470.0830078125
0.0,-83.75558471679688,7174144.0,83.75558471679688,0.0,0.8984375,0.0,7174144.0,0.0,,-3.412168264389038,236.839875666,0.9961001873016357,0.0,1774115755.9630153,0.0,50600.70814775656,0.0,552.083984375,0.0,552.083984375
0.0,-79.93284606933594,7428096.0,79.93284606933594,0.0,0.884765625,0.0,7428096.0,0.0,"{'_type': 'html-file', 'sha256': '52770ce1d75b89809e2058c667ea5f57bb5c7c29b5d718d950898a07615aa318', 'path': 'media/html/render_7428096_52770ce1d75b89809e20.html', 'size': 917469}",-4.040648937225342,251.415590584,1.0745452642440796,0.0,1774115776.2606254,0.0,50774.26575188777,0.0,580.6259765625,0.0,580.6259765625
0.0,-79.08615112304688,7682048.0,79.08615112304688,0.0,0.931640625,0.0,7682048.0,0.0,,-4.806832313537598,257.302954831,1.1695488691329956,0.0,1774115776.4126132,0.0,50651.44347717417,0.0,598.078125,0.0,598.078125
0.0,-84.35812377929688,7936000.0,84.35812377929688,0.0,0.8984375,0.0,7936000.0,0.0,,-5.725350856781006,263.069842017,1.2643671035766602,0.0,1774115782.14746,0.0,50682.984993789956,0.0,581.3896484375,0.0,581.3896484375
0.0,-98.43634033203125,8189952.0,98.43634033203125,0.0,0.943359375,0.0,8189952.0,0.0,,-5.783078193664551,268.814993898,1.3338242769241333,0.0,1774115787.9138424,0.0,50338.92354754398,0.0,575.890625,0.0,575.890625
0.0,-80.20149230957031,8443904.0,80.20149230957031,0.0,0.9521484375,0.0,8443904.0,0.0,,-6.407289028167725,274.54664297,1.3939005136489868,0.0,1774115793.6593592,0.0,50540.465748106464,0.0,659.71484375,0.0,659.71484375
0.0,-76.10311126708984,8697856.0,76.10311126708984,0.0,0.95703125,0.0,8697856.0,0.0,"{'_type': 'html-file', 'sha256': 'abd8e575d060cf0b6fa25729e88a899de66ac0324c4d7717252e9e2f033654ab', 'path': 'media/html/render_8697856_abd8e575d060cf0b6fa2.html', 'size': 878553}",-7.308805465698242,289.729475541,1.467460036277771,0.0,1774115814.574516,0.0,50680.70368320522,0.0,685.3515625,0.0,685.3515625
0.0,-73.30717468261719,8951808.0,73.30717468261719,0.0,0.9443359375,0.0,8951808.0,0.0,,-7.867239952087402,295.621531934,1.542946696281433,0.0,1774115814.7366166,0.0,50692.107465268724,0.0,672.109375,0.0,672.109375
0.0,-65.10205841064453,9205760.0,65.10205841064453,0.0,0.955078125,0.0,9205760.0,0.0,,-8.515298843383789,301.347085687,1.5906633138656616,0.0,1774115820.4659393,0.0,50752.65892467831,0.0,729.7021484375,0.0,729.7021484375
0.0,-67.69877624511719,9459712.0,67.69877624511719,0.0,0.9677734375,0.0,9459712.0,0.0,,-8.858746528625488,307.090525226,1.6591483354568481,0.0,1774115826.1916068,0.0,50730.83610680304,0.0,720.015625,0.0,720.015625
0.0,-65.07157135009766,9713664.0,65.07157135009766,0.0,0.984375,0.0,9713664.0,0.0,,-9.528674125671387,312.808844596,1.7007352113723755,0.0,1774115831.9345503,0.0,50569.15608401202,0.0,731.267578125,0.0,731.267578125
0.0,-58.35009002685547,9967616.0,58.35009002685547,0.0,0.97265625,0.0,9967616.0,0.0,"{'_type': 'html-file', 'sha256': '233893246d08710f149cd094b2eb2f49e601208db22e1836112f61bd0270d948', 'path': 'media/html/render_9967616_233893246d08710f149c.html', 'size': 872673}",-10.21729564666748,327.678533682,1.7525818347930908,0.0,1774115852.523573,0.0,50798.38860004439,0.0,773.1728515625,0.0,773.1728515625
0.0,-48.25828552246094,10221568.0,48.25828552246094,0.0,0.96875,0.0,10221568.0,0.0,,-10.383008003234863,333.571805171,1.7876783609390259,0.0,1774115852.6987233,0.0,50964.9002107445,0.0,827.603515625,0.0,827.603515625
0.0,-52.228973388671875,10475520.0,52.228973388671875,0.0,0.9755859375,0.0,10475520.0,0.0,,-11.22134017944336,339.303361109,1.9022266864776611,0.0,1774115858.4161465,0.0,50862.261687364415,0.0,795.513671875,0.0,795.513671875
0.0,-45.06218719482422,10729472.0,45.06218719482422,0.0,0.9482421875,0.0,10729472.0,0.0,,-12.300687789916992,345.03618419,2.048776388168335,0.0,1774115864.1475601,0.0,50686.875270820856,0.0,816.728515625,0.0,816.728515625
0.0,-39.803165435791016,10983424.0,39.803165435791016,0.0,0.943359375,0.0,10983424.0,0.0,,-13.780325889587402,350.781004207,2.1522843837738037,0.0,1774115869.8802142,0.0,50669.51714164587,0.0,815.6142578125,0.0,815.6142578125
0.0,-43.248504638671875,11237376.0,43.248504638671875,0.0,0.9453125,0.0,11237376.0,0.0,"{'_type': 'html-file', 'sha256': 'd007afc4b4c5357534be48ac78a3bd12cb60ac92e16ba776867332a087e56dcd', 'path': 'media/html/render_11237376_d007afc4b4c5357534be.html', 'size': 794501}",-14.573087692260742,365.778516219,2.2590341567993164,0.0,1774115890.6235335,0.0,50548.99002608952,0.0,785.7548828125,0.0,785.7548828125
0.0,-36.85722351074219,11491328.0,36.85722351074219,0.0,0.978515625,0.0,11491328.0,0.0,,-15.540307998657227,371.709795327,2.339409589767456,0.0,1774115890.7944655,0.0,50711.6080461228,0.0,857.09765625,0.0,857.09765625
0.0,-39.128849029541016,11745280.0,39.128849029541016,0.0,0.9765625,0.0,11745280.0,0.0,,-16.760845184326172,377.450621398,2.4481208324432373,0.0,1774115896.554165,0.0,50452.164049314815,0.0,845.4482421875,0.0,845.4482421875
0.0,-39.8419189453125,11999232.0,39.8419189453125,0.0,0.9580078125,0.0,11999232.0,0.0,,-17.972064971923828,383.209601059,2.5432443618774414,0.0,1774115902.2948966,0.0,50579.40246502624,0.0,815.0224609375,0.0,815.0224609375
0.0,-37.35282516479492,12253184.0,37.35282516479492,0.0,0.9677734375,0.0,12253184.0,0.0,,-19.18683624267578,388.964444337,2.607027769088745,0.0,1774115908.0535882,0.0,50412.68085788727,0.0,848.45703125,0.0,848.45703125
0.0,-42.61975860595703,12507136.0,42.61975860595703,0.0,0.935546875,0.0,12507136.0,0.0,"{'_type': 'html-file', 'sha256': '1310ea73b173c7e159b765b7a173ac4cbee4c3f0a9ec55e0178385d3f2bc6210', 'path': 'media/html/render_12507136_1310ea73b173c7e159b7.html', 'size': 839065}",-20.289201736450195,403.91972491,2.671032190322876,0.0,1774115928.7647972,0.0,50430.13562105467,0.0,832.6337890625,0.0,832.6337890625
0.0,-34.799781799316406,12761088.0,34.799781799316406,0.0,0.947265625,0.0,12761088.0,0.0,,-20.792930603027344,409.865076399,2.7172627449035645,0.0,1774115928.9614022,0.0,50530.8871620701,0.0,866.9638671875,0.0,866.9638671875
0.0,-37.06260681152344,13015040.0,37.06260681152344,0.0,0.95703125,0.0,13015040.0,0.0,,-22.49081039428711,415.591873611,2.8008744716644287,0.0,1774115934.7095869,0.0,50547.69225068688,0.0,885.3662109375,0.0,885.3662109375
0.0,-38.08616638183594,13268992.0,38.08616638183594,0.0,0.9697265625,0.0,13268992.0,0.0,,-23.444324493408203,421.326051351,2.8253815174102783,0.0,1774115940.4363651,0.0,50727.96582613285,0.0,874.3564453125,0.0,874.3564453125
0.0,-39.676239013671875,13522944.0,39.676239013671875,0.0,0.9677734375,0.0,13522944.0,0.0,,-24.72270393371582,427.074484365,2.8972017765045166,0.0,1774115946.170703,0.0,50640.74173723941,0.0,864.6025390625,0.0,864.6025390625
0.0,-34.798892974853516,13776896.0,34.798892974853516,0.0,0.9755859375,0.0,13776896.0,0.0,"{'_type': 'html-file', 'sha256': 'f01dc4a879ebaec349767a122c0fc84dc5e9c429ce133f4940447c61d4830aa1', 'path': 'media/html/render_13776896_f01dc4a879ebaec34976.html', 'size': 845785}",-25.885845184326172,442.346009283,2.874433755874634,0.0,1774115967.1910834,0.0,50513.949508429454,0.0,912.5625,0.0,912.5625
0.0,-32.15707015991211,14030848.0,32.15707015991211,0.0,0.9970703125,0.0,14030848.0,0.0,,-26.957542419433594,448.272452401,2.905266761779785,0.0,1774115967.3574264,0.0,50492.33623347133,0.0,921.0205078125,0.0,921.0205078125
0.0,-38.218467712402344,14284800.0,38.218467712402344,0.0,0.98828125,0.0,14284800.0,0.0,,-27.925806045532227,454.015327587,2.9437198638916016,0.0,1774115973.116694,0.0,50467.54901408289,0.0,902.2978515625,0.0,902.2978515625
0.0,-32.46243667602539,14538752.0,32.46243667602539,0.0,0.9794921875,0.0,14538752.0,0.0,,-29.135650634765625,459.743950474,2.9701220989227295,0.0,1774115978.8597686,0.0,50560.6658041092,0.0,921.5146484375,0.0,921.5146484375
0.0,-33.20188903808594,14792704.0,33.20188903808594,0.0,0.998046875,0.0,14792704.0,0.0,,-30.017650604248047,465.480160789,3.028430461883545,0.0,1774115984.588455,0.0,50713.242625024955,0.0,934.2109375,0.0,934.2109375
0.0,-28.736129760742188,15046656.0,28.736129760742188,0.0,0.986328125,0.0,15046656.0,0.0,"{'sha256': '3263158b35bd716f22b5e1524c3ebe9832f43d1b1ac94a60d9e6b88b2a165383', 'path': 'media/html/render_15046656_3263158b35bd716f22b5.html', 'size': 857305, '_type': 'html-file'}",-31.000009536743164,480.32047332,3.071218967437744,0.0,1774116005.1655803,0.0,50625.47959770413,0.0,928.7763671875,0.0,928.7763671875
0.0,-30.073192596435547,15300608.0,30.073192596435547,0.0,0.994140625,0.0,15300608.0,0.0,,-31.690210342407227,486.21254436,3.1145362854003906,0.0,1774116005.3209505,0.0,50601.946144498645,0.0,923.36328125,0.0,923.36328125
0.0,-30.64002227783203,15554560.0,30.64002227783203,0.0,0.99609375,0.0,15554560.0,0.0,,-32.618858337402344,491.966109491,3.1405446529388428,0.0,1774116011.056878,0.0,50688.35146526266,0.0,948.6015625,0.0,948.6015625
0.0,-29.493324279785156,15808512.0,29.493324279785156,0.0,0.9912109375,0.0,15808512.0,0.0,,-33.19729995727539,497.682779276,3.187167167663574,0.0,1774116016.8106372,0.0,50475.83821696805,0.0,948.1201171875,0.0,948.1201171875
0.0,-28.601367950439453,16062464.0,28.601367950439453,0.0,0.99609375,0.0,16062464.0,0.0,,-33.87297821044922,503.441110596,3.219630002975464,0.0,1774116022.5273285,0.0,50827.28285782482,0.0,941.58203125,0.0,941.58203125
0.0,-31.111343383789062,16316416.0,31.111343383789062,0.0,0.994140625,0.0,16316416.0,0.0,"{'path': 'media/html/render_16316416_85ba8c09f846701ff14c.html', 'size': 830437, '_type': 'html-file', 'sha256': '85ba8c09f846701ff14cd54c7cc6b094c1d77ac3efe737db6192ced61b3cdd95'}",-34.616127014160156,518.183167308,3.243647336959839,0.0,1774116043.0282254,0.0,50414.82833751819,0.0,946.9921875,0.0,946.9921875
0.0,-28.579246520996094,16570368.0,28.579246520996094,0.0,0.9970703125,0.0,16570368.0,0.0,,-35.33909606933594,524.085303966,3.2649199962615967,0.0,1774116043.1800945,0.0,50497.217118685054,0.0,958.5361328125,0.0,958.5361328125
0.0,-28.941545486450195,16824320.0,28.941545486450195,0.0,0.9951171875,0.0,16824320.0,0.0,,-35.92124557495117,529.832217069,3.2853739261627197,0.0,1774116048.9297597,0.0,50534.209884713986,0.0,953.1201171875,0.0,953.1201171875
0.0,-32.45756530761719,17078272.0,32.45756530761719,0.0,0.994140625,0.0,17078272.0,0.0,,-36.50222396850586,535.598833498,3.317962646484375,0.0,1774116054.6767383,0.0,50550.62373459933,0.0,941.7236328125,0.0,941.7236328125
0.0,-28.900991439819336,17332224.0,28.900991439819336,0.0,0.9970703125,0.0,17332224.0,0.0,,-36.85489273071289,541.338574526,3.335117816925049,0.0,1774116060.443284,0.0,50353.18975571691,0.0,958.484375,0.0,958.484375
0.0,-30.463603973388672,17586176.0,30.463603973388672,0.0,0.998046875,0.0,17586176.0,0.0,"{'sha256': 'c9c3dbb2d57a7116bbc7358899627a4a69f0b5f5adaceac0612b9ac4eff4335d', 'path': 'media/html/render_17586176_c9c3dbb2d57a7116bbc7.html', 'size': 841813, '_type': 'html-file'}",-37.755828857421875,556.685611958,3.3895323276519775,0.0,1774116081.530668,0.0,50597.04499378719,0.0,953.5498046875,0.0,953.5498046875
0.0,-27.02685546875,17840128.0,27.02685546875,0.0,0.99609375,0.0,17840128.0,0.0,,-38.30229949951172,562.568326652,3.428586006164551,0.0,1774116081.6968596,0.0,50300.2277877771,0.0,964.259765625,0.0,964.259765625
0.0,-29.544374465942383,18094080.0,29.544374465942383,0.0,1.0,0.0,18094080.0,0.0,,-38.725555419921875,568.323721886,3.464977979660034,0.0,1774116087.412791,0.0,50854.80899762086,0.0,961.904296875,0.0,961.904296875
0.0,-28.687210083007812,18348032.0,28.687210083007812,0.0,0.9990234375,0.0,18348032.0,0.0,,-39.07600784301758,574.048965864,3.473292589187622,0.0,1774116093.1680446,0.0,50483.82626523103,0.0,957.34765625,0.0,957.34765625
0.0,-29.842212677001953,18601984.0,29.842212677001953,0.0,0.998046875,0.0,18601984.0,0.0,,-39.66799545288086,579.801490053,3.5219030380249023,0.0,1774116098.893306,0.0,50747.47225047477,0.0,953.9453125,0.0,953.9453125
0.0,-28.70775604248047,18855936.0,28.70775604248047,0.0,1.0,0.0,18855936.0,0.0,"{'_type': 'html-file', 'sha256': '1cae6b605ea9d05f6b51f9099bd3ed0787e1f092fa5a994e1b64c08e0f7e5572', 'path': 'media/html/render_18855936_1cae6b605ea9d05f6b51.html', 'size': 853021}",-40.15428924560547,595.012968191,3.5640149116516113,0.0,1774116119.8579779,0.0,50489.86862172218,0.0,962.7060546875,0.0,962.7060546875
0.0,-33.097564697265625,19109888.0,33.097564697265625,0.0,0.998046875,0.0,19109888.0,0.0,,-40.364173889160156,600.951275063,3.5700695514678955,0.0,1774116120.0304878,0.0,50609.96694609363,0.0,908.41796875,0.0,908.41796875
0.0,-30.389720916748047,19363840.0,30.389720916748047,0.0,0.998046875,0.0,19363840.0,0.0,,-40.75267028808594,606.689076842,3.5918502807617188,0.0,1774116125.7957547,0.0,50372.718649700466,0.0,967.3466796875,0.0,967.3466796875
0.0,-28.53517723083496,19617792.0,28.53517723083496,0.0,1.0,0.0,19617792.0,0.0,,-41.1043701171875,612.45970497,3.6454429626464844,0.0,1774116131.5334237,0.0,50608.37749055112,0.0,965.4013671875,0.0,965.4013671875
0.0,-31.637187957763672,19871744.0,31.637187957763672,0.0,0.9931640625,0.0,19871744.0,0.0,,-41.4376335144043,618.209068274,3.6551332473754883,0.0,1774116137.3040173,0.0,50330.693517971966,0.0,943.962890625,0.0,943.962890625
0.0,-30.395109176635742,20125696.0,30.395109176635742,0.0,0.994140625,0.0,20125696.0,0.0,"{'_type': 'html-file', 'sha256': 'c28a1488976fcc61420f938368f0d23f81409ee3b44f3b870a64f8d602bd7407', 'path': 'media/html/render_20125696_c28a1488976fcc61420f.html', 'size': 880045}",-41.61991500854492,633.416055101,3.6787476539611816,0.0,1774116158.2610855,0.0,50501.548228169966,0.0,963.078125,0.0,963.078125
0.0,-32.91865921020508,20379648.0,32.91865921020508,0.0,0.9951171875,0.0,20379648.0,0.0,,-41.96861267089844,639.314805359,3.7046213150024414,0.0,1774116158.4042487,0.0,50444.46552797144,0.0,948.728515625,0.0,948.728515625
0.0,-31.36886978149414,20633600.0,31.36886978149414,0.0,0.990234375,0.0,20633600.0,0.0,,-42.20233917236328,645.074805969,3.7220911979675293,0.0,1774116164.1591668,0.0,50440.65058914329,0.0,939.9150390625,0.0,939.9150390625
0.0,-30.770103454589844,20887552.0,30.770103454589844,0.0,1.0,0.0,20887552.0,0.0,,-42.296688079833984,650.809537981,3.741934299468994,0.0,1774116169.919226,0.0,50387.871651960944,0.0,918.7568359375,0.0,918.7568359375
0.0,-31.556411743164062,21141504.0,31.556411743164062,0.0,0.9990234375,0.0,21141504.0,0.0,,-42.57730484008789,656.576649851,3.7840662002563477,0.0,1774116175.6541176,0.0,50664.641451703625,0.0,952.4716796875,0.0,952.4716796875
0.0,-29.430009841918945,21395456.0,29.430009841918945,0.0,0.994140625,0.0,21395456.0,0.0,"{'_type': 'html-file', 'sha256': '6faf795b7c49791f9f94d030bd4409c644fbebb55e98eab9c397ad1403cfb6be', 'path': 'media/html/render_21395456_6faf795b7c49791f9f94.html', 'size': 843113}",-42.64799880981445,671.461838881,3.7905831336975098,0.0,1774116196.3068526,0.0,50334.8581474395,0.0,952.3134765625,0.0,952.3134765625
0.0,-28.237422943115234,21649408.0,28.237422943115234,0.0,0.998046875,0.0,21649408.0,0.0,,-42.73966598510742,677.388942581,3.8090744018554688,0.0,1774116196.46609,0.0,50715.60172303707,0.0,964.7314453125,0.0,964.7314453125
0.0,-30.533790588378906,21903360.0,30.533790588378906,0.0,0.9853515625,0.0,21903360.0,0.0,,-42.77677536010742,683.136938921,3.8037476539611816,0.0,1774116202.233411,0.0,50355.37978109927,0.0,941.587890625,0.0,941.587890625
0.0,-29.63543128967285,22157312.0,29.63543128967285,0.0,0.994140625,0.0,22157312.0,0.0,,-42.806358337402344,688.93000546,3.8018760681152344,0.0,1774116207.98141,0.0,50498.102912594935,0.0,958.490234375,0.0,958.490234375
0.0,-32.03274917602539,22411264.0,32.03274917602539,0.0,0.9833984375,0.0,22411264.0,0.0,,-42.8386116027832,694.673478789,3.8212227821350098,0.0,1774116213.774371,0.0,50293.03861855422,0.0,950.5732421875,0.0,950.5732421875
0.0,-29.967002868652344,22665216.0,29.967002868652344,0.0,0.99609375,0.0,22665216.0,0.0,"{'_type': 'html-file', 'sha256': 'f9127f704594c1c4d30c9a7fa9de204e241fb87c9a2103e2df1c2a920cc1ddbd', 'path': 'media/html/render_22665216_f9127f704594c1c4d30c.html', 'size': 878741}",-42.854774475097656,709.675444971,3.830364942550659,0.0,1774116234.5204751,0.0,50556.12778235012,0.0,958.2998046875,0.0,958.2998046875
0.0,-32.16780471801758,22919168.0,32.16780471801758,0.0,0.9970703125,0.0,22919168.0,0.0,,-42.825260162353516,715.580820966,3.8392200469970703,0.0,1774116234.6902444,0.0,50490.495673818565,0.0,955.4775390625,0.0,955.4775390625
0.0,-33.090545654296875,23173120.0,33.090545654296875,0.0,1.0,0.0,23173120.0,0.0,,-42.84514236450195,721.332981872,3.83548903465271,0.0,1774116240.4253528,0.0,50670.76091815836,0.0,960.3232421875,0.0,960.3232421875
0.0,-33.230865478515625,23427072.0,33.230865478515625,0.0,0.986328125,0.0,23427072.0,0.0,,-42.99378204345703,727.062355509,3.8478307723999023,0.0,1774116246.1776154,0.0,50469.045939282885,0.0,935.9306640625,0.0,935.9306640625
0.0,-32.27840805053711,23681024.0,32.27840805053711,0.0,0.9931640625,0.0,23681024.0,0.0,,-43.19013214111328,732.832833132,3.8803529739379883,0.0,1774116251.906865,0.0,50687.55787945886,0.0,943.826171875,0.0,943.826171875
0.0,-28.577356338500977,23934976.0,28.577356338500977,0.0,1.0,0.0,23934976.0,0.0,"{'_type': 'html-file', 'sha256': 'c19ba1120f882159acca4029c6c3de2f206a2347ce5272dcdf0edf0eb32c0acc', 'path': 'media/html/render_23934976_c19ba1120f882159acca.html', 'size': 854209}",-43.14719772338867,748.145262991,3.87302827835083,0.0,1774116272.9903185,0.0,50320.02940576079,0.0,960.8828125,0.0,960.8828125
0.0,-32.418365478515625,24188928.0,32.418365478515625,0.0,1.0,0.0,24188928.0,0.0,,-43.26738357543945,754.087379722,3.8801965713500977,0.0,1774116273.1743147,0.0,50667.85886794176,0.0,960.0791015625,0.0,960.0791015625
0.0,-29.597198486328125,24442880.0,29.597198486328125,0.0,0.9970703125,0.0,24442880.0,0.0,,-43.240509033203125,759.812682538,3.8783812522888184,0.0,1774116278.9312859,0.0,50481.64419335817,0.0,968.306640625,0.0,968.306640625
0.0,-34.2362060546875,24696832.0,34.2362060546875,0.0,0.9755859375,0.0,24696832.0,0.0,,-43.26272201538086,765.553193653,3.8839337825775146,0.0,1774116284.6571527,0.0,50737.81746307647,0.0,918.521484375,0.0,918.521484375
0.0,-27.99692153930664,24950784.0,27.99692153930664,0.0,0.9970703125,0.0,24950784.0,0.0,,-43.346519470214844,771.281575634,3.878844976425171,0.0,1774116290.3978212,0.0,50586.913991807894,0.0,967.353515625,0.0,967.353515625
