eval/episode_reward_near,_timestamp,eval/episode_reward_ctrl,eval/episode_success_hard,eval/episode_dist,eval/episode_reward_dist,_step,eval/episode_success,training/actor_loss,step,render,eval/episode_reward,training/sps,eval/episode_reward_survive,training/entropy,training/alpha_loss,training/log_alpha,training/critic_loss,eval/episode_success_any,_runtime,eval/episode_success_easy
0.0,1774122487.0475569,0.0,0.0,31.228382110595703,-31.228382110595703,20125696.0,962.720703125,-44.0380859375,20125696.0,"{'sha256': 'ab921af176f5a8c1ff1bf3c4b372820e90b96a62bc54b6fca6f43d68f3ed6ba7', 'path': 'media/html/render_20125696_ab921af176f5a8c1ff1b.html', 'size': 890589, '_type': 'html-file'}",962.720703125,51176.98887018379,0.0,0.0,0.0,0.0,3.9877257347106934,1.0,631.997516143,0.0
0.0,1774122487.1995957,0.0,0.0,31.923568725585938,-31.923568725585938,20379648.0,962.8935546875,-44.058799743652344,20379648.0,,962.8935546875,51189.42646500428,0.0,0.0,0.0,0.0,3.997004508972168,0.998046875,637.839183695,0.0
0.0,1774122492.8885727,0.0,0.0,32.37922668457031,-32.37922668457031,20633600.0,925.1806640625,-44.05755615234375,20633600.0,,925.1806640625,51097.59195357911,0.0,0.0,0.0,0.0,4.006038188934326,1.0,643.532068638,0.0
0.0,1774122498.5814939,0.0,0.0,32.50492858886719,-32.50492858886719,20887552.0,956.09375,-44.05049514770508,20887552.0,,956.09375,51063.30469424417,0.0,0.0,0.0,0.0,4.00084924697876,0.9931640625,649.218446105,0.0
0.0,1774122504.2678528,0.0,0.0,30.67574119567871,-30.67574119567871,21141504.0,960.2587890625,-44.068328857421875,21141504.0,,960.2587890625,51135.2538824006,0.0,0.0,0.0,0.0,3.998171091079712,1.0,654.909248122,0.0
0.0,1774122524.9613605,0.0,0.0,32.16704559326172,-32.16704559326172,21395456.0,967.1904296875,-44.1307487487793,21395456.0,"{'size': 893029, '_type': 'html-file', 'sha256': '2e152654eaa165d86b91dadbefd2a75034c979022d0ed956b3274af5fc48c5ea', 'path': 'media/html/render_21395456_2e152654eaa165d86b91.html'}",967.1904296875,51079.03530535033,0.0,0.0,0.0,0.0,3.9992244243621826,1.0,669.911395438,0.0
0.0,1774122525.1184928,0.0,0.0,32.06585693359375,-32.06585693359375,21649408.0,956.5302734375,-44.13105392456055,21649408.0,,956.5302734375,51238.300724589055,0.0,0.0,0.0,0.0,4.007880687713623,0.9990234375,675.765879042,0.0
0.0,1774122530.8154283,0.0,0.0,29.10165786743164,-29.10165786743164,21903360.0,972.1611328125,-44.256107330322266,21903360.0,,972.1611328125,51064.629080980216,0.0,0.0,0.0,0.0,4.017205715179443,1.0,681.456455431,0.0
0.0,1774122536.5060186,0.0,0.0,32.064090728759766,-32.064090728759766,22157312.0,960.93359375,-44.23691177368164,22157312.0,,960.93359375,51062.866511170054,0.0,0.0,0.0,0.0,4.010621070861816,1.0,687.176672425,0.0
0.0,1774122542.2260265,0.0,0.0,34.788597106933594,-34.788597106933594,22411264.0,944.3486328125,-44.25645446777344,22411264.0,,944.3486328125,51031.43976714968,0.0,0.0,0.0,0.0,3.9987263679504395,1.0,692.865536181,0.0
0.0,1774122562.7597616,0.0,0.0,30.693313598632812,-30.693313598632812,22665216.0,963.828125,-44.25788497924805,22665216.0,"{'path': 'media/html/render_22665216_53dbfa3792ddb04335a0.html', 'size': 903337, '_type': 'html-file', 'sha256': '53dbfa3792ddb04335a0b417e74c2070f1ba4765afe2bac5b552ff3387549f53'}",963.828125,51092.68990449764,0.0,0.0,0.0,0.0,4.002780914306641,1.0,707.709783505,0.0
0.0,1774122562.915234,0.0,0.0,32.86502456665039,-32.86502456665039,22919168.0,969.275390625,-44.265682220458984,22919168.0,,969.275390625,51055.65103583135,0.0,0.0,0.0,0.0,4.015736103057861,1.0,713.557909427,0.0
0.0,1774122568.6072822,0.0,0.0,30.824756622314453,-30.824756622314453,23173120.0,970.2197265625,-44.21573257446289,23173120.0,,970.2197265625,51110.71201215004,0.0,0.0,0.0,0.0,4.007176399230957,1.0,719.242277022,0.0
0.0,1774122574.2916422,0.0,0.0,28.926979064941406,-28.926979064941406,23427072.0,967.9853515625,-44.23969650268555,23427072.0,,967.9853515625,51143.68776703161,0.0,0.0,0.0,0.0,4.004265785217285,0.9990234375,724.928482096,0.0
0.0,1774122579.977861,0.0,0.0,33.16778564453125,-33.16778564453125,23681024.0,961.3857421875,-44.21979522705078,23681024.0,,961.3857421875,51110.579576485674,0.0,0.0,0.0,0.0,4.011186122894287,1.0,730.631622096,0.0
0.0,1774122600.9069872,0.0,0.0,30.750614166259766,-30.750614166259766,23934976.0,972.6083984375,-44.24783706665039,23934976.0,"{'sha256': '8a3a993e46c6570f1cb26751e5904942aa9c29d5600664ffefcc014b077d010b', 'path': 'media/html/render_23934976_8a3a993e46c6570f1cb2.html', 'size': 872941, '_type': 'html-file'}",972.6083984375,50974.129336855105,0.0,0.0,0.0,0.0,4.008270263671875,1.0,745.856981341,0.0
0.0,1774122601.078157,0.0,0.0,32.66791915893555,-32.66791915893555,24188928.0,970.5,-44.205665588378906,24188928.0,,970.5,51050.08662457992,0.0,0.0,0.0,0.0,4.015478134155273,1.0,751.732200855,0.0
0.0,1774122606.7815907,0.0,0.0,31.89257049560547,-31.89257049560547,24442880.0,932.857421875,-44.22904586791992,24442880.0,,932.857421875,50996.86274732106,0.0,0.0,0.0,0.0,4.001646995544434,0.99609375,757.419100495,0.0
