eval/episode_reward_near,_timestamp,eval/episode_reward_ctrl,eval/episode_success_hard,eval/episode_dist,eval/episode_reward_dist,_step,eval/episode_success,training/actor_loss,step,render,eval/episode_reward,training/sps,eval/episode_reward_survive,training/entropy,training/alpha_loss,training/log_alpha,training/critic_loss,eval/episode_success_any,_runtime,eval/episode_success_easy
0.0,1774122612.4684336,0.0,0.0,31.535823822021484,-31.535823822021484,24696832.0,966.3056640625,-44.13621139526367,24696832.0,,966.3056640625,51101.50201198464,0.0,0.0,0.0,0.0,3.978602647781372,0.9970703125,763.111033497,0.0
0.0,1774122618.1604254,0.0,0.0,30.35161590576172,-30.35161590576172,24950784.0,968.099609375,-44.14656448364258,24950784.0,,968.099609375,51061.43451278974,0.0,0.0,0.0,0.0,3.9688541889190674,1.0,768.795134983,0.0
0.0,1774122639.4615,0.0,0.0,31.310466766357422,-31.310466766357422,25204736.0,971.650390625,-44.10370635986328,25204736.0,"{'size': 885837, '_type': 'html-file', 'sha256': 'd6f0eba2794728d57dfdb8d7e84eb52ad75213aae2eff752d39dbd8fac931259', 'path': 'media/html/render_25204736_d6f0eba2794728d57dfd.html'}",971.650390625,51133.263056709024,0.0,0.0,0.0,0.0,3.958705186843872,1.0,784.411657175,0.0
0.0,1774122639.603167,0.0,0.0,32.55332565307617,-32.55332565307617,25458688.0,952.0927734375,-44.109100341796875,25458688.0,,952.0927734375,51021.66197340699,0.0,0.0,0.0,0.0,3.9566569328308105,0.9990234375,790.27443776,0.0
0.0,1774122645.3237514,0.0,0.0,33.595001220703125,-33.595001220703125,25712640.0,969.7841796875,-44.06965255737305,25712640.0,,969.7841796875,50796.53535042012,0.0,0.0,0.0,0.0,3.953312635421753,1.0,795.974218423,0.0
0.0,1774122651.0236576,0.0,0.0,32.99189758300781,-32.99189758300781,25966592.0,970.6552734375,-44.054805755615234,25966592.0,,970.6552734375,51000.97474140687,0.0,0.0,0.0,0.0,3.941823959350586,1.0,801.663939759,0.0
0.0,1774122656.7135487,0.0,0.0,34.056175231933594,-34.056175231933594,26220544.0,956.947265625,-44.02473831176758,26220544.0,,956.947265625,51074.49192481181,0.0,0.0,0.0,0.0,3.9412970542907715,1.0,807.363776608,0.0
0.0,1774122676.887567,0.0,0.0,35.39284896850586,-35.39284896850586,26474496.0,947.2158203125,-44.10005187988281,26474496.0,"{'sha256': '531c9645e3c924287fb9348605e74a8b345ed012e962f8a7d40de334db3af966', 'path': 'media/html/render_26474496_531c9645e3c924287fb9.html', 'size': 895865, '_type': 'html-file'}",947.2158203125,50995.70301139589,0.0,0.0,0.0,0.0,3.939537286758423,1.0,821.837554656,0.0
0.0,1774122677.0555372,0.0,0.0,33.471946716308594,-33.471946716308594,26728448.0,962.5703125,-44.17608642578125,26728448.0,,962.5703125,51089.472220667376,0.0,0.0,0.0,0.0,3.971713066101074,0.998046875,827.696315037,0.0
0.0,1774122682.7457573,0.0,0.0,32.89952850341797,-32.89952850341797,26982400.0,965.9375,-44.279212951660156,26982400.0,,965.9375,51123.13458523476,0.0,0.0,0.0,0.0,3.9713025093078613,0.9990234375,833.362114339,0.0
0.0,1774122688.4115725,0.0,0.0,33.941436767578125,-33.941436767578125,27236352.0,955.5673828125,-44.366424560546875,27236352.0,,955.5673828125,51319.43146409648,0.0,0.0,0.0,0.0,3.973353624343872,1.0,839.037104315,0.0
0.0,1774122694.0859582,0.0,0.0,32.34263610839844,-32.34263610839844,27490304.0,968.26171875,-44.44281005859375,27490304.0,,968.26171875,51240.36382724887,0.0,0.0,0.0,0.0,3.9903204441070557,1.0,844.711742058,0.0
0.0,1774122714.5955546,0.0,0.0,32.67835998535156,-32.67835998535156,27744256.0,967.5302734375,-44.43077087402344,27744256.0,"{'sha256': '1117bc4ea6a8c44f3ac38054d24c2f66b260a4ef0c659742e63b6b57094d2d0c', 'path': 'media/html/render_27744256_1117bc4ea6a8c44f3ac3.html', 'size': 901333, '_type': 'html-file'}",967.5302734375,51233.556465325215,0.0,0.0,0.0,0.0,3.9818525314331055,1.0,859.545547809,0.0
0.0,1774122714.7629015,0.0,0.0,33.083404541015625,-33.083404541015625,27998208.0,968.9794921875,-44.527435302734375,27998208.0,,968.9794921875,51176.777407094,0.0,0.0,0.0,0.0,3.994852304458618,0.9990234375,865.399427075,0.0
0.0,1774122720.4486735,0.0,0.0,30.96383285522461,-30.96383285522461,28252160.0,955.8505859375,-44.545291900634766,28252160.0,,955.8505859375,51194.24375222501,0.0,0.0,0.0,0.0,3.997748613357544,0.9990234375,871.08844683,0.0
0.0,1774122726.1380968,0.0,0.0,34.760982513427734,-34.760982513427734,28506112.0,960.7392578125,-44.51242446899414,28506112.0,,960.7392578125,51108.24489747349,0.0,0.0,0.0,0.0,3.999598264694214,0.99609375,876.771517511,0.0
0.0,1774122731.820432,0.0,0.0,32.022701263427734,-32.022701263427734,28760064.0,960.8212890625,-44.549781799316406,28760064.0,,960.8212890625,51159.99871124006,0.0,0.0,0.0,0.0,4.000123977661133,0.9990234375,882.461357791,0.0
0.0,1774122752.4088237,0.0,0.0,31.328693389892578,-31.328693389892578,29014016.0,969.2802734375,-44.57696533203125,29014016.0,"{'path': 'media/html/render_29014016_d4d062366e5046748863.html', 'size': 886505, '_type': 'html-file', 'sha256': 'd4d062366e5046748863ba50cd5d48b29e75f8489600e3f48021acef55faec76'}",969.2802734375,51095.59670609437,0.0,0.0,0.0,0.0,4.006909370422363,1.0,897.358774937,0.0
0.0,1774122752.5815353,0.0,0.0,33.43408966064453,-33.43408966064453,29267968.0,954.130859375,-44.60796356201172,29267968.0,,954.130859375,51210.636206853196,0.0,0.0,0.0,0.0,4.000107765197754,1.0,903.230303483,0.0
0.0,1774122758.279777,0.0,0.0,34.381065368652344,-34.381065368652344,29521920.0,970.009765625,-44.6543083190918,29521920.0,,970.009765625,51088.533703791494,0.0,0.0,0.0,0.0,4.010523319244385,1.0,908.916378127,0.0
0.0,1774122763.9657946,0.0,0.0,31.768417358398438,-31.768417358398438,29775872.0,971.4267578125,-44.69327163696289,29775872.0,,971.4267578125,51116.660062024224,0.0,0.0,0.0,0.0,4.01385498046875,1.0,914.608340587,0.0
0.0,1774122769.6578345,0.0,0.0,35.762725830078125,-35.762725830078125,30029824.0,957.5263671875,-44.726531982421875,30029824.0,,957.5263671875,51072.26094328474,0.0,0.0,0.0,0.0,4.01627779006958,1.0,920.307700035,0.0
0.0,1774122790.6492782,0.0,0.0,33.74659729003906,-33.74659729003906,30283776.0,954.208984375,-44.75542068481445,30283776.0,"{'size': 897385, '_type': 'html-file', 'sha256': 'ec053f58d052b4f94de7d556634c33df5b2a44ae06b19c910c46d89b0898f1ca', 'path': 'media/html/render_30283776_ec053f58d052b4f94de7.html'}",954.208984375,50982.61508153207,0.0,0.0,0.0,0.0,4.022176742553711,1.0,935.599332893,0.0
0.0,1774122790.821825,0.0,0.0,32.718605041503906,-32.718605041503906,30537728.0,970.666015625,-44.738243103027344,30537728.0,,970.666015625,51012.72346052384,0.0,0.0,0.0,0.0,4.02385139465332,0.9990234375,941.498464652,0.0
0.0,1774122796.547809,0.0,0.0,35.01088333129883,-35.01088333129883,30791680.0,967.580078125,-44.76661682128906,30791680.0,,967.580078125,50797.58671988477,0.0,0.0,0.0,0.0,4.026264667510986,1.0,947.223611033,0.0
0.0,1774122802.2730427,0.0,0.0,33.07109069824219,-33.07109069824219,31045632.0,961.7177734375,-44.79886245727539,31045632.0,,961.7177734375,50746.11107525776,0.0,0.0,0.0,0.0,4.033632278442383,1.0,952.942885926,0.0
0.0,1774122807.9923518,0.0,0.0,33.09242630004883,-33.09242630004883,31299584.0,955.888671875,-44.83323669433594,31299584.0,,955.888671875,50782.45507111128,0.0,0.0,0.0,0.0,4.043006420135498,1.0,958.671568542,0.0
0.0,1774122829.16829,0.0,0.0,31.12654685974121,-31.12654685974121,31553536.0,972.380859375,-44.806636810302734,31553536.0,"{'path': 'media/html/render_31553536_953dc6c26c755a6a9d8d.html', 'size': 894417, '_type': 'html-file', 'sha256': '953dc6c26c755a6a9d8db163e456c172af9d4ea6b6d142278833e3f50bcac0dc'}",972.380859375,50693.43438059125,0.0,0.0,0.0,0.0,4.035724639892578,1.0,974.118281834,0.0
0.0,1774122829.3495915,0.0,0.0,32.257545471191406,-32.257545471191406,31807488.0,967.240234375,-44.76782989501953,31807488.0,,967.240234375,50891.53018173187,0.0,0.0,0.0,0.0,4.0385308265686035,0.998046875,980.027678379,0.0
0.0,1774122835.077075,0.0,0.0,32.57638168334961,-32.57638168334961,32061440.0,971.17578125,-44.76690673828125,32061440.0,,971.17578125,50766.693648200184,0.0,0.0,0.0,0.0,4.036795139312744,1.0,985.755201923,0.0
0.0,1774122840.8046482,0.0,0.0,33.34318923950195,-33.34318923950195,32315392.0,958.880859375,-44.6795539855957,32315392.0,,958.880859375,50721.06205367961,0.0,0.0,0.0,0.0,4.0200982093811035,1.0,991.484547967,0.0
0.0,1774122846.5341375,0.0,0.0,33.340728759765625,-33.340728759765625,32569344.0,969.0888671875,-44.590736389160156,32569344.0,,969.0888671875,50698.670342470425,0.0,0.0,0.0,0.0,4.006946563720703,1.0,997.208269738,0.0
0.0,1774122867.6408722,0.0,0.0,32.62814712524414,-32.62814712524414,32823296.0,974.53125,-44.62179183959961,32823296.0,"{'size': 885153, '_type': 'html-file', 'sha256': 'cb2a863648c00d5797e47055f1469dbe9f081ae2b5498a0dc5878bc770431fad', 'path': 'media/html/render_32823296_cb2a863648c00d5797e4.html'}",974.53125,50734.17067904029,0.0,0.0,0.0,0.0,4.003795146942139,1.0,1012.590869518,0.0
0.0,1774122867.816297,0.0,0.0,34.03614044189453,-34.03614044189453,33077248.0,945.443359375,-44.619415283203125,33077248.0,,945.443359375,50831.879394535004,0.0,0.0,0.0,0.0,4.009539604187012,1.0,1018.493186691,0.0
0.0,1774122873.5426853,0.0,0.0,32.51124954223633,-32.51124954223633,33331200.0,971.5185546875,-44.601295471191406,33331200.0,,971.5185546875,50970.49972573168,0.0,0.0,0.0,0.0,4.008138179779053,1.0,1024.204033365,0.0
0.0,1774122879.2535784,0.0,0.0,32.85427474975586,-32.85427474975586,33585152.0,972.4931640625,-44.602134704589844,33585152.0,,972.4931640625,50903.970493479705,0.0,0.0,0.0,0.0,4.025268077850342,1.0,1029.907391487,0.0
0.0,1774122884.956927,0.0,0.0,36.139434814453125,-36.139434814453125,33839104.0,960.2470703125,-44.60962677001953,33839104.0,,960.2470703125,50960.60141813895,0.0,0.0,0.0,0.0,4.032414436340332,1.0,1035.602497371,0.0
0.0,1774122905.7136447,0.0,0.0,33.7379264831543,-33.7379264831543,34093056.0,971.8056640625,-44.56582260131836,34093056.0,"{'sha256': 'c81fef6571c1057c8e4e3fb237c25914bf5c8046e7094d1cc3999ea26dcb0f3d', 'path': 'media/html/render_34093056_c81fef6571c1057c8e4e.html', 'size': 885181, '_type': 'html-file'}",971.8056640625,51043.31260030797,0.0,0.0,0.0,0.0,4.035297393798828,1.0,1050.663603151,0.0
0.0,1774122905.879153,0.0,0.0,34.53365707397461,-34.53365707397461,34347008.0,957.5625,-44.581485748291016,34347008.0,,957.5625,51027.757987963,0.0,0.0,0.0,0.0,4.041126251220703,0.9990234375,1056.530875972,0.0
0.0,1774122911.5803936,0.0,0.0,34.73722839355469,-34.73722839355469,34600960.0,961.326171875,-44.56027603149414,34600960.0,,961.326171875,51026.80707024345,0.0,0.0,0.0,0.0,4.035781383514404,1.0,1062.228521956,0.0
0.0,1774122917.2781246,0.0,0.0,38.4704475402832,-38.4704475402832,34854912.0,909.390625,-44.45392990112305,34854912.0,,909.390625,50994.330928802774,0.0,0.0,0.0,0.0,4.025637626647949,0.9990234375,1067.920233382,0.0
0.0,1774122922.9697807,0.0,0.0,34.580413818359375,-34.580413818359375,35108864.0,958.98828125,-44.38650894165039,35108864.0,,958.98828125,51096.63352901273,0.0,0.0,0.0,0.0,4.00910758972168,1.0,1073.628102002,0.0
0.0,1774122943.5505593,0.0,0.0,34.87375259399414,-34.87375259399414,35362816.0,947.4521484375,-44.31779861450195,35362816.0,"{'sha256': '7aefed7fe3223d9188137dfc4a2c7533e07e27200894a9378636e0084421f98f', 'path': 'media/html/render_35362816_7aefed7fe3223d918813.html', 'size': 898221, '_type': 'html-file'}",947.4521484375,50910.63214713818,0.0,0.0,0.0,0.0,4.014275550842285,0.994140625,1088.50050556,0.0
0.0,1774122943.699564,0.0,0.0,32.002071380615234,-32.002071380615234,35616768.0,972.6689453125,-44.27137756347656,35616768.0,,972.6689453125,50974.94167948675,0.0,0.0,0.0,0.0,4.000889301300049,1.0,1094.347199548,0.0
0.0,1774122949.3966527,0.0,0.0,31.73908233642578,-31.73908233642578,35870720.0,970.6787109375,-44.15922164916992,35870720.0,,970.6787109375,51054.973160081776,0.0,0.0,0.0,0.0,4.005651473999023,1.0,1100.0281524,0.0
0.0,1774122955.0776927,0.0,0.0,32.75761032104492,-32.75761032104492,36124672.0,970.015625,-44.134727478027344,36124672.0,,970.015625,51183.91156296883,0.0,0.0,0.0,0.0,3.9973175525665283,0.998046875,1105.720193699,0.0
0.0,1774122960.769798,0.0,0.0,35.153011322021484,-35.153011322021484,36378624.0,965.3994140625,-44.16481018066406,36378624.0,,965.3994140625,51050.83288019599,0.0,0.0,0.0,0.0,3.984389543533325,1.0,1111.41692927,0.0
0.0,1774122981.6600344,0.0,0.0,34.69544219970703,-34.69544219970703,36632576.0,948.490234375,-44.247955322265625,36632576.0,"{'sha256': '9bbaa009128509812d7432fad6d99556be2d4a2e4ab1e97b7e103166ae80ad9b', 'path': 'media/html/render_36632576_9bbaa009128509812d74.html', 'size': 875937, '_type': 'html-file'}",948.490234375,51044.42313329249,0.0,0.0,0.0,0.0,3.9967594146728516,1.0,1126.610022001,0.0
0.0,1774122981.8373232,0.0,0.0,36.734519958496094,-36.734519958496094,36886528.0,969.68359375,-44.27321243286133,36886528.0,,969.68359375,51028.32268852265,0.0,0.0,0.0,0.0,4.015950679779053,1.0,1132.492345483,0.0
0.0,1774122987.5414767,0.0,0.0,35.5970458984375,-35.5970458984375,37140480.0,967.1435546875,-44.30961608886719,37140480.0,,967.1435546875,50999.04075185519,0.0,0.0,0.0,0.0,4.021947860717773,1.0,1138.185578012,0.0
0.0,1774122993.2351372,0.0,0.0,34.717960357666016,-34.717960357666016,37394432.0,955.9462890625,-44.2735710144043,37394432.0,,955.9462890625,51042.82828607721,0.0,0.0,0.0,0.0,4.024456024169922,1.0,1143.877056801,0.0
0.0,1774122998.926621,0.0,0.0,34.43145751953125,-34.43145751953125,37648384.0,969.08984375,-44.24092102050781,37648384.0,,969.08984375,51062.60213619297,0.0,0.0,0.0,0.0,4.028277397155762,1.0,1149.571999698,0.0
0.0,1774123020.1618679,0.0,0.0,36.039268493652344,-36.039268493652344,37902336.0,957.984375,-44.265071868896484,37902336.0,"{'sha256': '75a78547b6a91296babb0b01897543760420ff5adb9f60365318fab9e7ac12f2', 'path': 'media/html/render_37902336_75a78547b6a91296babb.html', 'size': 875985, '_type': 'html-file'}",957.984375,51022.68846568823,0.0,0.0,0.0,0.0,4.0175862312316895,0.9990234375,1165.111858741,0.0
0.0,1774123020.3356748,0.0,0.0,34.2439079284668,-34.2439079284668,38156288.0,966.39453125,-44.1627197265625,38156288.0,,966.39453125,51118.71828700214,0.0,0.0,0.0,0.0,4.031778812408447,1.0,1171.015508092,0.0
0.0,1774123026.0652218,0.0,0.0,33.74260330200195,-33.74260330200195,38410240.0,968.552734375,-44.107688903808594,38410240.0,,968.552734375,50741.505864024155,0.0,0.0,0.0,0.0,4.01702356338501,1.0,1176.707722492,0.0
0.0,1774123031.756797,0.0,0.0,34.78004455566406,-34.78004455566406,38664192.0,967.703125,-44.02900695800781,38664192.0,,967.703125,51081.266878776354,0.0,0.0,0.0,0.0,4.006741523742676,1.0,1182.419789739,0.0
0.0,1774123037.4694111,0.0,0.0,33.35851287841797,-33.35851287841797,38918144.0,968.8359375,-43.92931365966797,38918144.0,,968.8359375,50855.34073987073,0.0,0.0,0.0,0.0,3.997757911682129,1.0,1188.115187718,0.0
0.0,1774123057.968619,0.0,0.0,30.188148498535156,-30.188148498535156,39172096.0,969.4697265625,-43.96200180053711,39172096.0,"{'sha256': 'b5b319fb5c6df0320c1105cb243694593011524e02ee19f4a3edf44f82f380a6', 'path': 'media/html/render_39172096_b5b319fb5c6df0320c11.html', 'size': 896925, '_type': 'html-file'}",969.4697265625,51030.99724103007,0.0,0.0,0.0,0.0,3.9927940368652344,1.0,1202.918576789,0.0
0.0,1774123058.1572766,0.0,0.0,32.2900390625,-32.2900390625,39426048.0,970.822265625,-43.95541763305664,39426048.0,,970.822265625,50845.79049767064,0.0,0.0,0.0,0.0,3.990311622619629,0.9990234375,1208.816415143,0.0
0.0,1774123063.8658655,0.0,0.0,31.051607131958008,-31.051607131958008,39680000.0,967.3017578125,-43.979331970214844,39680000.0,,967.3017578125,50974.900207914434,0.0,0.0,0.0,0.0,3.997807264328003,0.9990234375,1214.512128095,0.0
0.0,1774123069.5616481,0.0,0.0,31.304309844970703,-31.304309844970703,39933952.0,970.703125,-44.04176712036133,39933952.0,,970.703125,51020.41557401949,0.0,0.0,0.0,0.0,3.9758124351501465,1.0,1220.205114358,0.0
0.0,1774123075.2544549,0.0,0.0,31.285566329956055,-31.285566329956055,40187904.0,975.72265625,-44.0367431640625,40187904.0,,975.72265625,51060.28162886779,0.0,0.0,0.0,0.0,3.9832661151885986,1.0,1225.895268082,0.0
0.0,1774123096.1721265,0.0,0.0,31.252193450927734,-31.252193450927734,40441856.0,966.4345703125,-44.054290771484375,40441856.0,"{'size': 890241, '_type': 'html-file', 'sha256': '2b8c3ae2a087f3adb66560c16b45068ad010a06c13cd8d6296e224fb950085a3', 'path': 'media/html/render_40441856_2b8c3ae2a087f3adb665.html'}",966.4345703125,51068.05664840529,0.0,0.0,0.0,0.0,3.9976539611816406,0.9990234375,1241.122098877,0.0
0.0,1774123096.3501928,0.0,0.0,30.97024917602539,-30.97024917602539,40695808.0,974.3056640625,-43.983375549316406,40695808.0,,974.3056640625,51095.76092819651,0.0,0.0,0.0,0.0,3.9709420204162598,1.0,1246.993642678,0.0
0.0,1774123102.0431306,0.0,0.0,32.106689453125,-32.106689453125,40949760.0,971.66796875,-44.01384353637695,40949760.0,,971.66796875,51120.01365540013,0.0,0.0,0.0,0.0,3.966017484664917,1.0,1252.677138809,0.0
0.0,1774123107.7266436,0.0,0.0,32.288330078125,-32.288330078125,41203712.0,967.7958984375,-44.0738525390625,41203712.0,,967.7958984375,51159.29594712852,0.0,0.0,0.0,0.0,3.978832244873047,1.0,1258.35107188,0.0
0.0,1774123113.3999636,0.0,0.0,32.05964660644531,-32.05964660644531,41457664.0,973.78515625,-44.03243637084961,41457664.0,,973.78515625,51249.697930105765,0.0,0.0,0.0,0.0,3.9918956756591797,1.0,1264.027621614,0.0
0.0,1774123134.1110466,0.0,0.0,33.064178466796875,-33.064178466796875,41711616.0,961.42578125,-43.98774337768555,41711616.0,"{'path': 'media/html/render_41711616_31592292dcd1e21c03be.html', 'size': 894481, '_type': 'html-file', 'sha256': '31592292dcd1e21c03be1bd50038b286f4fcce84701e36933e094bee295a2c7c'}",961.42578125,51228.271039805324,0.0,0.0,0.0,0.0,3.979840040206909,1.0,1279.061139398,0.0
0.0,1774123134.2697005,0.0,0.0,32.699851989746094,-32.699851989746094,41965568.0,971.076171875,-43.95210266113281,41965568.0,,971.076171875,51205.286584108915,0.0,0.0,0.0,0.0,3.9697585105895996,1.0,1284.908021672,0.0
0.0,1774123139.9573555,0.0,0.0,34.55829620361328,-34.55829620361328,42219520.0,941.0361328125,-44.101009368896484,42219520.0,,941.0361328125,51200.637037758424,0.0,0.0,0.0,0.0,3.9802870750427246,1.0,1290.586216315,0.0
0.0,1774123145.6355557,0.0,0.0,30.664154052734375,-30.664154052734375,42473472.0,968.8388671875,-44.047767639160156,42473472.0,,968.8388671875,51202.51989152959,0.0,0.0,0.0,0.0,3.983203411102295,0.9990234375,1296.266071071,0.0
0.0,1774123151.3154335,0.0,0.0,32.55139923095703,-32.55139923095703,42727424.0,967.5595703125,-44.04642105102539,42727424.0,,967.5595703125,51201.47876703462,0.0,0.0,0.0,0.0,3.9585185050964355,1.0,1301.940838578,0.0
0.0,1774123172.025081,0.0,0.0,32.579200744628906,-32.579200744628906,42981376.0,951.90234375,-44.048587799072266,42981376.0,"{'sha256': 'b2ff10e74294499a10dfa39bc2be18db30f704240b55a1e30c28b7cd26f7f55a', 'path': 'media/html/render_42981376_b2ff10e74294499a10df.html', 'size': 891225, '_type': 'html-file'}",951.90234375,51235.69065713559,0.0,0.0,0.0,0.0,3.9564387798309326,1.0,1316.975070552,0.0
0.0,1774123172.182668,0.0,0.0,32.325408935546875,-32.325408935546875,43235328.0,935.599609375,-44.10630416870117,43235328.0,,935.599609375,51341.14256881962,0.0,0.0,0.0,0.0,3.9518799781799316,1.0,1322.843505115,0.0
0.0,1774123177.8928802,0.0,0.0,34.61119842529297,-34.61119842529297,43489280.0,919.189453125,-44.12252426147461,43489280.0,,919.189453125,50967.11938352456,0.0,0.0,0.0,0.0,3.9521353244781494,0.998046875,1328.546182785,0.0
0.0,1774123183.5954373,0.0,0.0,32.366493225097656,-32.366493225097656,43743232.0,964.525390625,-44.212493896484375,43743232.0,,964.525390625,50984.71865584579,0.0,0.0,0.0,0.0,3.960012674331665,1.0,1334.24913398,0.0
0.0,1774123189.2984834,0.0,0.0,32.72161865234375,-32.72161865234375,43997184.0,967.1318359375,-44.16876983642578,43997184.0,,967.1318359375,50957.35890642061,0.0,0.0,0.0,0.0,3.961611270904541,1.0,1339.975484355,0.0
0.0,1774123209.7707658,0.0,0.0,32.88657760620117,-32.88657760620117,44251136.0,970.3232421875,-44.1556282043457,44251136.0,"{'sha256': 'bbecc73c9291afe938067d89a6267dfc1c98a2004d568df5c058352b02b6fa7d', 'path': 'media/html/render_44251136_bbecc73c9291afe93806.html', 'size': 889897, '_type': 'html-file'}",970.3232421875,50951.13102833948,0.0,0.0,0.0,0.0,3.9590694904327393,1.0,1354.720738492,0.0
0.0,1774123209.9316485,0.0,0.0,32.70582580566406,-32.70582580566406,44505088.0,968.5625,-44.23215103149414,44505088.0,,968.5625,50958.45351273509,0.0,0.0,0.0,0.0,3.958772659301758,1.0,1360.578418338,0.0
0.0,1774123215.627795,0.0,0.0,32.191619873046875,-32.191619873046875,44759040.0,972.9892578125,-44.16178512573242,44759040.0,,972.9892578125,51091.02587269136,0.0,0.0,0.0,0.0,3.9604523181915283,1.0,1366.26975601,0.0
0.0,1774123221.319275,0.0,0.0,32.38969039916992,-32.38969039916992,45012992.0,947.9580078125,-44.176212310791016,45012992.0,,947.9580078125,51094.6555132146,0.0,0.0,0.0,0.0,3.9515979290008545,1.0,1371.969323147,0.0
0.0,1774123227.018777,0.0,0.0,31.563743591308594,-31.563743591308594,45266944.0,951.8857421875,-44.192142486572266,45266944.0,,951.8857421875,51008.587587237984,0.0,0.0,0.0,0.0,3.960092544555664,1.0,1377.660249745,0.0
0.0,1774123248.3099487,0.0,0.0,32.03044128417969,-32.03044128417969,45520896.0,958.162109375,-44.228580474853516,45520896.0,"{'size': 885829, '_type': 'html-file', 'sha256': '5c3d83da23ffd6d3afbfe53a9f7bbc26d43916def92d8f7c72f76edcd04743cb', 'path': 'media/html/render_45520896_5c3d83da23ffd6d3afbf.html'}",958.162109375,51079.52520597339,0.0,0.0,0.0,0.0,3.972485303878784,1.0,1393.259982424,0.0
0.0,1774123248.4919856,0.0,0.0,30.863435745239258,-30.863435745239258,45774848.0,965.2392578125,-44.264251708984375,45774848.0,,965.2392578125,51062.24474474244,0.0,0.0,0.0,0.0,3.9699673652648926,0.994140625,1399.139362503,0.0
0.0,1774123254.1887426,0.0,0.0,31.606481552124023,-31.606481552124023,46028800.0,972.658203125,-44.2628059387207,46028800.0,,972.658203125,51064.428337723126,0.0,0.0,0.0,0.0,3.9888789653778076,1.0,1404.835612178,0.0
0.0,1774123259.884989,0.0,0.0,34.105926513671875,-34.105926513671875,46282752.0,928.7080078125,-44.23202133178711,46282752.0,,928.7080078125,51052.533445808636,0.0,0.0,0.0,0.0,3.9828884601593018,1.0,1410.537692825,0.0
0.0,1774123265.5870442,0.0,0.0,29.372386932373047,-29.372386932373047,46536704.0,974.93359375,-44.205142974853516,46536704.0,,974.93359375,50986.217131348145,0.0,0.0,0.0,0.0,3.9839305877685547,1.0,1416.238977824,0.0
0.0,1774123287.1777976,0.0,0.0,31.020015716552734,-31.020015716552734,46790656.0,969.7412109375,-44.20746994018555,46790656.0,"{'sha256': 'e0c8c0a44253b7053efb94ef01e57ce0f28960f3da67dbe134cea55e37d5d054', 'path': 'media/html/render_46790656_e0c8c0a44253b7053efb.html', 'size': 895617, '_type': 'html-file'}",969.7412109375,50995.7909053239,0.0,0.0,0.0,0.0,4.048909664154053,1.0,1432.127778538,0.0
0.0,1774123287.3485508,0.0,0.0,30.13996696472168,-30.13996696472168,47044608.0,968.2900390625,-44.21260452270508,47044608.0,,968.2900390625,51061.86043212116,0.0,0.0,0.0,0.0,4.042170524597168,1.0,1438.007952472,0.0
0.0,1774123293.0574117,0.0,0.0,32.535743713378906,-32.535743713378906,47298560.0,965.25390625,-44.14910888671875,47298560.0,,965.25390625,50958.69730673608,0.0,0.0,0.0,0.0,4.173678874969482,1.0,1443.70271974,0.0
0.0,1774123298.75219,0.0,0.0,31.958189010620117,-31.958189010620117,47552512.0,962.3505859375,-44.143245697021484,47552512.0,,962.3505859375,51034.332267770245,0.0,0.0,0.0,0.0,3.9712109565734863,1.0,1449.409777677,0.0
0.0,1774123304.4592783,0.0,0.0,31.152359008789062,-31.152359008789062,47806464.0,971.3095703125,-44.07337188720703,47806464.0,,971.3095703125,50941.32551126439,0.0,0.0,0.0,0.0,4.0644211769104,1.0,1455.10406297,0.0
0.0,1774123324.539083,0.0,0.0,30.817432403564453,-30.817432403564453,48060416.0,969.009765625,-44.09354782104492,48060416.0,"{'_type': 'html-file', 'sha256': '21d6fb818a54c699b2e3d1618d74ab20c6333e9bb821ad8934840c5ad74b9f51', 'path': 'media/html/render_48060416_21d6fb818a54c699b2e3.html', 'size': 892625}",969.009765625,51055.10775491751,0.0,0.0,0.0,0.0,4.068702697753906,1.0,1469.489073158,0.0
0.0,1774123324.7008617,0.0,0.0,30.825841903686523,-30.825841903686523,48314368.0,956.46484375,-44.14717102050781,48314368.0,,956.46484375,51083.471698229034,0.0,0.0,0.0,0.0,3.9477434158325195,1.0,1475.358167724,0.0
0.0,1774123330.4077241,0.0,0.0,30.679344177246094,-30.679344177246094,48568320.0,970.1083984375,-44.02863693237305,48568320.0,,970.1083984375,50968.5436577592,0.0,0.0,0.0,0.0,4.188762664794922,0.9990234375,1481.043431631,0.0
0.0,1774123336.0931132,0.0,0.0,31.547378540039062,-31.547378540039062,48822272.0,968.8515625,-44.16244125366211,48822272.0,,968.8515625,51134.743273607666,0.0,0.0,0.0,0.0,3.945298194885254,1.0,1486.740873563,0.0
0.0,1774123341.790514,0.0,0.0,33.64531707763672,-33.64531707763672,49076224.0,971.05859375,-44.019344329833984,49076224.0,,971.05859375,51003.58292928933,0.0,0.0,0.0,0.0,4.202978610992432,1.0,1492.437805064,0.0
0.0,1774123362.7321472,0.0,0.0,31.988740921020508,-31.988740921020508,49330176.0,968.591796875,-44.08283233642578,49330176.0,"{'size': 888725, '_type': 'html-file', 'sha256': '902fde7fbcfb4c4407151798432834f1221516cd610fcd6199298bcb6a30b9cf', 'path': 'media/html/render_49330176_902fde7fbcfb4c440715.html'}",968.591796875,51045.771003657326,0.0,0.0,0.0,0.0,4.005080223083496,1.0,1507.682099395,0.0
