eval/episode_success,eval/episode_reward_survive,_step,training/entropy,training/actor_loss,training/critic_loss,training/alpha_loss,training/sps,_timestamp,eval/episode_reward_dist,eval/episode_reward_near,eval/episode_success_any,eval/episode_dist,render,eval/episode_reward,_runtime,training/log_alpha,eval/episode_reward_ctrl,eval/episode_success_hard,eval/episode_success_easy,step
0.0,615.3017578125,5904384.0,0.0,-18.936426162719727,0.08288227766752243,-2.0976312953280285e-05,28164.96513034632,1773992482.2262783,0.0,0.0,0.0,2058.856201171875,,0.0,392.430352335,0.0,-1352.9541015625,0.0,10.5888671875,5904384.0
0.0,695.0390625,6158336.0,0.0,-19.340423583984375,0.07894362509250641,4.266594987711869e-05,28157.21224790431,1773992526.1496384,0.0,0.0,0.0,2320.24951171875,"{'path': 'media/html/render_6158336_8d80a8e1e6f3aed3fa1c.html', 'size': 4121773.0, '_type': 'html-file', 'sha256': '8d80a8e1e6f3aed3fa1c2f059aa27f9cc3fdaf3f8ce770c967138a184551df38'}",0.0,424.318057288,0.0,-1451.152587890625,0.0,10.4716796875,6158336.0
0.0,676.6240234375,6412288.0,0.0,-19.367034912109375,0.07881021499633789,-3.674577601486817e-05,28191.821599430907,1773992526.3758187,0.0,0.0,0.0,2287.44873046875,,0.0,436.631830494,0.0,-1562.7967529296875,0.0,17.7138671875,6412288.0
0.0,911.9296875,6666240.0,0.0,-18.167375564575195,0.07912873476743698,1.081115442502778e-05,28006.537539829016,1773992538.4628363,0.0,0.0,0.0,3091.57470703125,,0.0,448.726601733,0.0,-2052.421875,0.0,19.1474609375,6666240.0
0.1015625,644.7646484375,6920192.0,0.0,-18.254192352294922,0.07163919508457184,-1.0198095878877211e-05,28093.820438882118,1773992550.5569267,0.0,0.0,0.0009765625,2202.107421875,,0.1015625,460.789614844,0.0,-1418.6693115234375,0.0,6.32421875,6920192.0
0.1376953125,729.5400390625,7174144.0,0.0,-18.448034286499023,0.07148322463035583,4.450720371096395e-05,28055.555496063433,1773992562.6206276,0.0,0.0,0.0009765625,2483.8017578125,,0.1376953125,472.908826153,0.0,-1469.464599609375,0.0,16.0693359375,7174144.0
0.1318359375,825.1875,7428096.0,0.0,-18.076887130737305,0.07898298650979996,-6.767454760847613e-05,28031.710038600344,1773992606.9049513,0.0,0.0,0.0009765625,2831.31298828125,"{'path': 'media/html/render_7428096_f7ded4faae7e476a361a.html', 'size': 4147681.0, '_type': 'html-file', 'sha256': 'f7ded4faae7e476a361ae4bae8826a3640cd813d12ac540d7a17e9e3b481124a'}",0.1318359375,505.07336813,0.0,-1832.0023193359375,0.0,14.8876953125,7428096.0
0.4072265625,809.5859375,7682048.0,0.0,-18.399629592895508,0.06923256069421768,-1.2582515410031192e-05,28048.27780108949,1773992607.0980473,0.0,0.0,0.001953125,2735.781005859375,,0.4072265625,517.413022649,0.0,-1812.8714599609375,0.0,37.7392578125,7682048.0
0.677734375,843.0888671875,7936000.0,0.0,-18.496803283691406,0.06696264445781708,7.670473678444978e-06,27986.347064402536,1773992619.2438958,0.0,0.0,0.0009765625,2890.22509765625,,0.677734375,529.471913885,0.0,-1833.9453125,0.0,20.1416015625,7936000.0
0.7685546875,777.2412109375,8189952.0,0.0,-18.876352310180664,0.07502836734056473,-4.124757106183097e-05,28090.35823755052,1773992631.302369,0.0,0.0,0.0009765625,2576.71875,,0.7685546875,541.600191731,0.0,-1754.209228515625,0.0,16.572265625,8189952.0
0.0,712.1708984375,8443904.0,0.0,-18.359956741333008,0.06926727294921875,4.4616437662625685e-05,28013.185764819103,1773992643.431377,0.0,0.0,0.0,2410.15576171875,,0.0,553.676831971,0.0,-1534.3077392578125,0.0,9.9375,8443904.0
0.052734375,777.1728515625,8697856.0,0.0,-18.09749984741211,0.07014214992523193,-2.0803779989364557e-05,28041.302856090413,1773992687.7477462,0.0,0.0,0.0009765625,2550.244140625,"{'sha256': '2291ab947334cdeda857b8ce4a29407c5c5f3b175b2e8c6316f50dfa30de16d2', 'path': 'media/html/render_8697856_2291ab947334cdeda857.html', 'size': 4059389.0, '_type': 'html-file'}",0.052734375,585.916166071,0.0,-1636.55810546875,0.0,12.1943359375,8697856.0
0.0,808.7265625,8951808.0,0.0,-18.594331741333008,0.07071863859891891,-7.919970812508836e-05,28032.43449183154,1773992687.9255202,0.0,0.0,0.0,2792.304443359375,,0.0,598.214143922,0.0,-1786.714599609375,0.0,13.087890625,8951808.0
0.0537109375,832.58203125,9205760.0,0.0,-17.90595245361328,0.06931298971176147,-1.873205474112183e-05,27901.6342134332,1773992700.0450025,0.0,0.0,0.001953125,2707.081298828125,,0.0537109375,610.368189627,0.0,-1833.979736328125,0.0,26.5341796875,9205760.0
0.0,698.125,9459712.0,0.0,-17.519195556640625,0.06372550129890442,-1.8018457922153175e-05,27925.32761000807,1773992712.1992738,0.0,0.0,0.0,2313.197265625,,0.0,622.457986989,0.0,-1566.179443359375,0.0,17.0068359375,9459712.0
0.017578125,729.18359375,9713664.0,0.0,-17.806438446044922,0.06827173382043839,5.443187183118425e-05,27983.14507893169,1773992724.2888594,0.0,0.0,0.0009765625,2510.35888671875,,0.017578125,634.579962199,0.0,-1601.66552734375,0.0,13.4384765625,9713664.0
0.193359375,790.7822265625,9967616.0,0.0,-18.709152221679688,0.07005739957094193,-1.9172430256730877e-05,28018.59962984948,1773992768.0131996,0.0,0.0,0.00390625,2661.12548828125,"{'_type': 'html-file', 'sha256': '2ac8500dd4fe6a6d8a9769177626bc858e3128008eab8b9b93f7deef69655cb3', 'path': 'media/html/render_9967616_2ac8500dd4fe6a6d8a97.html', 'size': 4165777.0}",0.193359375,666.181624641,0.0,-1701.522216796875,0.0,27.4267578125,9967616.0
0.0,727.20703125,10221568.0,0.0,-19.277307510375977,0.06147168204188347,4.383989107736852e-06,28055.956022962884,1773992768.1972117,0.0,0.0,0.0,2545.18701171875,,0.0,678.5419506,0.0,-1705.2381591796875,0.0,12.390625,10221568.0
0.0,788.8330078125,10475520.0,0.0,-18.726266860961914,0.06009716913104057,-1.153353650806821e-06,27863.0320336799,1773992780.3728862,0.0,0.0,0.0,2701.831787109375,,0.0,690.691243353,0.0,-1759.495849609375,0.0,16.1474609375,10475520.0
0.0,813.3818359375,10729472.0,0.0,-18.51222801208496,0.06412128359079361,-1.5843101209611632e-05,27902.195542713704,1773992792.522279,0.0,0.0,0.0,2796.74853515625,,0.0,702.85565989,0.0,-1679.5382080078125,0.0,10.9931640625,10729472.0
0.0,801.9091796875,10983424.0,0.0,-18.485820770263672,0.06113775074481964,1.8155211364501156e-05,27877.778148765443,1773992804.6859746,0.0,0.0,0.0,2689.892578125,,0.0,714.974494642,0.0,-1781.919189453125,0.0,9.2236328125,10983424.0
0.90625,854.8193359375,11237376.0,0.0,-18.51734733581543,0.05447719991207123,3.009513602592051e-05,27889.982231718303,1773992848.4320064,0.0,0.0,0.001953125,2901.030029296875,"{'path': 'media/html/render_11237376_fc654b42939007ed267a.html', 'size': 4081453.0, '_type': 'html-file', 'sha256': 'fc654b42939007ed267a5ab3234a139f45a71cd2a9ad659434d80bc18926144f'}",0.90625,746.600437133,0.0,-1942.744873046875,0.0,18.93359375,11237376.0
0.005859375,751.4111328125,11491328.0,0.0,-18.835552215576172,0.05837634205818176,-5.4564927268074825e-05,27880.67582460326,1773992848.6088817,0.0,0.0,0.0009765625,2551.948486328125,,0.005859375,758.896436742,0.0,-1616.437255859375,0.0,12.8388671875,11491328.0
0.00390625,845.2451171875,11745280.0,0.0,-19.3253173828125,0.062184832990169525,-5.7739140174817294e-05,27907.655063095714,1773992860.7271318,0.0,0.0,0.0009765625,2924.35986328125,,0.00390625,771.011668826,0.0,-1811.2308349609375,0.0,12.244140625,11745280.0
0.0,825.73828125,11999232.0,0.0,-19.971342086791992,0.06325817108154297,5.6344422773690894e-05,28022.764431349493,1773992872.8427198,0.0,0.0,0.0,2816.40087890625,,0.0,783.127520575,0.0,-1813.21044921875,0.0,9.3115234375,11999232.0
0.0654296875,808.0625,12253184.0,0.0,-18.750274658203125,0.05777689814567566,-2.136653711204417e-05,27905.795749796212,1773992884.958375,0.0,0.0,0.0009765625,2696.8408203125,,0.0654296875,795.290808989,0.0,-1816.0902099609375,0.0,28.4169921875,12253184.0
0.0283203125,713.443359375,12507136.0,0.0,-18.416086196899414,0.05816707760095596,-4.719415301224217e-05,27884.58072225583,1773992929.7030213,0.0,0.0,0.0009765625,2421.802490234375,"{'_type': 'html-file', 'sha256': 'b6357f9fc8dd4e42a4b651f32a4447235214c31bb037326fa922e9d87956f725', 'path': 'media/html/render_12507136_b6357f9fc8dd4e42a4b6.html', 'size': 4087673.0}",0.0283203125,827.871581251,0.0,-1536.925048828125,0.0,23.130859375,12507136.0
0.0,775.255859375,12761088.0,0.0,-18.65650749206543,0.05848976969718933,6.103810392232845e-06,27890.83010383938,1773992929.9093945,0.0,0.0,0.0,2657.8642578125,,0.0,840.273523169,0.0,-1768.011962890625,0.0,6.689453125,12761088.0
0.068359375,792.19140625,13015040.0,0.0,-18.133403778076172,0.06261369585990906,-2.534457962610759e-05,27809.503954104206,1773992942.1043718,0.0,0.0,0.001953125,2678.94970703125,,0.068359375,852.415726979,0.0,-1616.361572265625,0.0,10.3408203125,13015040.0
0.0,779.9775390625,13268992.0,0.0,-17.754310607910156,0.05557357892394066,-1.4313300198409706e-05,27812.12674484459,1773992954.2465713,0.0,0.0,0.0,2702.595703125,,0.0,864.575442075,0.0,-1677.14111328125,0.0,18.8359375,13268992.0
0.0,829.388671875,13522944.0,0.0,-18.206668853759766,0.058659933507442474,-3.467500278020452e-07,27896.337780510385,1773992966.4063294,0.0,0.0,0.0,2843.357177734375,,0.0,876.696202915,0.0,-1752.728271484375,0.0,9.1298828125,13522944.0
0.0,799.951171875,13776896.0,0.0,-18.187036514282227,0.05675132945179939,-2.2465195797849447e-05,27894.09938536195,1773993010.2992897,0.0,0.0,0.0,2656.32275390625,"{'path': 'media/html/render_13776896_5aaa68cb369b1d85f01f.html', 'size': 4048385.0, '_type': 'html-file', 'sha256': '5aaa68cb369b1d85f01f7bc4a94804d20c338976900f5a93d95f0f2a358f3b28'}",0.0,908.467730344,0.0,-1751.4844970703125,0.0,31.8486328125,13776896.0
0.5888671875,820.62890625,14030848.0,0.0,-17.21390724182129,0.05943026393651962,5.137497737450758e-06,27815.869362295525,1773993010.4912205,0.0,0.0,0.0009765625,2850.96240234375,,0.5888671875,920.829833571,0.0,-1736.18017578125,0.0,10.279296875,14030848.0
0.48046875,791.3349609375,14284800.0,0.0,-18.536828994750977,0.061100151389837265,-3.706788265844807e-05,27782.86769256644,1773993022.6608255,0.0,0.0,0.001953125,2632.474853515625,,0.48046875,933.031316155,0.0,-1665.083740234375,0.0,16.65625,14284800.0
0.0,893.1767578125,14538752.0,0.0,-17.43060302734375,0.061172451823949814,2.15550753637217e-05,27777.458330900437,1773993034.8616004,0.0,0.0,0.0,3048.122802734375,,0.0,945.185527496,0.0,-1909.3876953125,0.0,8.1357421875,14538752.0
0.7255859375,857.06640625,14792704.0,0.0,-18.03354835510254,0.06211276724934578,2.3740903998259455e-05,27778.583356778767,1773993047.0164056,0.0,0.0,0.0009765625,2910.8291015625,,0.7255859375,957.388591105,0.0,-1863.760009765625,0.0,6.6650390625,14792704.0
0.111328125,823.7412109375,15046656.0,0.0,-17.167856216430664,0.06171528995037079,-8.5962274170015e-06,27779.12235832138,1773993090.9440744,0.0,0.0,0.0009765625,2753.64599609375,"{'path': 'media/html/render_15046656_7a122ec5664e1f28f46f.html', 'size': 4126401.0, '_type': 'html-file', 'sha256': '7a122ec5664e1f28f46fde05ddbb469bf56ca41ebbe56bab7633e5b9adaf27fa'}",0.111328125,989.112479519,0.0,-1828.6317138671875,0.0,13.283203125,15046656.0
0.0,739.1884765625,15300608.0,0.0,-18.383995056152344,0.06464114040136337,8.345112291863188e-06,27872.53598826956,1773993091.1370795,0.0,0.0,0.0,2548.2783203125,,0.0,1001.50757722,0.0,-1511.43505859375,0.0,7.228515625,15300608.0
0.0,858.83984375,15554560.0,0.0,-18.30521011352539,0.059965748339891434,7.88427405495895e-06,27791.47151028944,1773993103.3387234,0.0,0.0,0.0,2981.990966796875,,0.0,1013.630064607,0.0,-1883.6800537109375,0.0,6.2412109375,15554560.0
0.0,847.6259765625,15808512.0,0.0,-18.93599510192871,0.06340067088603973,2.9675611585844308e-05,27896.825102787105,1773993115.461115,0.0,0.0,0.0,2932.59326171875,,0.0,1025.810126352,0.0,-1697.8201904296875,0.0,7.9287109375,15808512.0
0.013671875,692.9736328125,16062464.0,0.0,-18.985118865966797,0.06515082716941833,9.692827006801963e-06,27838.783513782204,1773993127.6410613,0.0,0.0,0.0009765625,2308.68017578125,,0.013671875,1037.948180616,0.0,-1615.187744140625,0.0,15.8271484375,16062464.0
2.255859375,818.6953125,16316416.0,0.0,-18.700355529785156,0.06171734258532524,6.5453373281343374e-06,27847.864662467564,1773993171.6762075,0.0,0.0,0.0078125,2801.991943359375,"{'path': 'media/html/render_16316416_8184998bbadec353a4be.html', 'size': 4118761.0, '_type': 'html-file', 'sha256': '8184998bbadec353a4be80ee38a60ed7f607973de7ce2cffee050889a79ed503'}",2.255859375,1069.844657662,0.0,-1786.036376953125,0.0,14.3857421875,16316416.0
0.1923828125,822.0078125,16570368.0,0.0,-18.668088912963867,0.06523793190717697,-3.9754948375048116e-05,27873.854731979813,1773993171.8651989,0.0,0.0,0.0009765625,2763.72998046875,,0.1923828125,1082.180972818,0.0,-1738.2470703125,0.0,19.7978515625,16570368.0
0.5849609375,761.201171875,16824320.0,0.0,-19.401731491088867,0.0638289600610733,4.3287054722895846e-05,27823.65124513198,1773993184.0119755,0.0,0.0,0.0009765625,2556.90869140625,,0.5849609375,1094.320222772,0.0,-1602.9000244140625,0.0,13.0234375,16824320.0
0.2392578125,899.0908203125,17078272.0,0.0,-19.71211814880371,0.06667649000883102,-8.670081115269568e-06,27967.130715009942,1773993196.1511424,0.0,0.0,0.0009765625,3077.4716796875,,0.2392578125,1106.434220267,0.0,-1949.6158447265625,0.0,17.7197265625,17078272.0
0.0,805.5517578125,17332224.0,0.0,-19.845685958862305,0.06869816780090332,1.4445775377680548e-05,27910.74764321452,1773993208.265097,0.0,0.0,0.0,2776.311279296875,,0.0,1118.592697986,0.0,-1641.8604736328125,0.0,10.6416015625,17332224.0
0.4990234375,882.357421875,17586176.0,0.0,-19.015636444091797,0.06536675989627838,-7.3011528911592904e-06,27903.12163921426,1773993252.518427,0.0,0.0,0.001953125,3017.132080078125,"{'path': 'media/html/render_17586176_33c0aeae6c475f1c7cbf.html', 'size': 4123189.0, '_type': 'html-file', 'sha256': '33c0aeae6c475f1c7cbf33ea134f5342161bb6cb17643bd9ec45023f9e3cf87e'}",0.4990234375,1150.686849269,0.0,-2022.28515625,0.0,11.1728515625,17586176.0
0.00390625,765.611328125,17840128.0,0.0,-19.457843780517578,0.06790374964475632,2.1466362341016065e-06,27929.906335875494,1773993252.719848,0.0,0.0,0.0009765625,2604.38720703125,,0.00390625,1163.076088475,0.0,-1610.9808349609375,0.0,12.4384765625,17840128.0
0.1962890625,866.4423828125,18094080.0,0.0,-19.33154296875,0.07233159244060516,-2.6861034712055698e-05,27830.521956326367,1773993264.9067028,0.0,0.0,0.001953125,2951.3740234375,,0.1962890625,1175.162585522,0.0,-1894.4287109375,0.0,16.5224609375,18094080.0
0.1044921875,918.4453125,18348032.0,0.0,-19.726959228515625,0.07532802224159241,1.2512083230831195e-05,27979.3609901968,1773993276.9935248,0.0,0.0,0.001953125,3144.135009765625,,0.1044921875,1187.296131585,0.0,-2061.06982421875,0.0,13.4111328125,18348032.0
0.0,706.1044921875,18601984.0,0.0,-20.25695037841797,0.07079517096281052,-8.59117881191196e-06,27992.060991180264,1773993289.127111,0.0,0.0,0.0,2368.640380859375,,0.0,1199.380244476,0.0,-1546.006591796875,0.0,9.263671875,18601984.0
0.00390625,851.7373046875,18855936.0,0.0,-19.969438552856445,0.0696519985795021,-1.1514969628478866e-05,27992.457500250515,1773993333.821951,0.0,0.0,0.0009765625,2927.281005859375,"{'path': 'media/html/render_18855936_edc3c4732ba449159715.html', 'size': 4137877.0, '_type': 'html-file', 'sha256': 'edc3c4732ba44915971565567368f92bde3398f95e0200957de4f5b1cdd2eb2c'}",0.00390625,1231.990375268,0.0,-1790.421875,0.0,12.5732421875,18855936.0
0.0068359375,867.1494140625,19109888.0,0.0,-20.02583885192871,0.06298306584358215,-1.6392191355407704e-06,28012.829924566027,1773993334.0176487,0.0,0.0,0.001953125,2917.12060546875,,0.0068359375,1244.282127235,0.0,-1991.66650390625,0.0,12.0087890625,19109888.0
0.0,764.5458984375,19363840.0,0.0,-20.369028091430664,0.07408425956964493,-2.5954486773116514e-05,27986.84856683758,1773993346.112512,0.0,0.0,0.0,2611.0927734375,,0.0,1256.407113464,0.0,-1690.8785400390625,0.0,16.435546875,19363840.0
0.0,918.685546875,19617792.0,0.0,-20.595115661621094,0.07425224781036377,5.0539606490929145e-06,27995.195117030562,1773993358.2380428,0.0,0.0,0.0,3200.07861328125,,0.0,1268.476688564,0.0,-2008.4818115234375,0.0,12.0927734375,19617792.0
0.0,812.7841796875,19871744.0,0.0,-20.91929817199707,0.07584036141633987,-1.0815687346621417e-05,28054.877877885025,1773993370.3075292,0.0,0.0,0.0,2762.349365234375,,0.0,1280.597119042,0.0,-1654.345458984375,0.0,6.7177734375,19871744.0
0.0,809.4892578125,20125696.0,0.0,-21.260026931762695,0.06653735786676407,8.214860827138182e-06,28014.933417946533,1773993414.3789818,0.0,0.0,0.0,2787.029052734375,"{'_type': 'html-file', 'sha256': 'a36b3a92e2cf1f628a80417a94e780af95afb53ad7c072e5484ac403f3b39d69', 'path': 'media/html/render_20125696_a36b3a92e2cf1f628a80.html', 'size': 4081241.0}",0.0,1312.547456849,0.0,-1813.5562744140625,0.0,10.046875,20125696.0
0.0,834.810546875,20379648.0,0.0,-19.824392318725586,0.06677963584661484,2.2126473595562857e-06,27880.278097343158,1773993414.5888336,0.0,0.0,0.0,2828.15478515625,,0.0,1324.886541939,0.0,-1846.1026611328125,0.0,10.93359375,20379648.0
0.0224609375,840.0068359375,20633600.0,0.0,-21.04238510131836,0.06414177268743515,-3.196078250766732e-05,28028.328768516123,1773993426.7173526,0.0,0.0,0.001953125,2833.75146484375,,0.0224609375,1336.973275799,0.0,-1826.832275390625,0.0,12.748046875,20633600.0
0.2626953125,825.330078125,20887552.0,0.0,-21.645503997802734,0.074082151055336,1.0458007636771072e-05,28072.789225528955,1773993438.8042037,0.0,0.0,0.0009765625,2790.552734375,,0.2626953125,1349.092580849,0.0,-1816.245361328125,0.0,16.11328125,20887552.0
0.0048828125,840.4091796875,21141504.0,0.0,-20.790788650512695,0.07479561120271683,-3.2524551443202654e-06,28029.887267448597,1773993450.9232848,0.0,0.0,0.0009765625,2793.494140625,,0.0048828125,1361.172028891,0.0,-1837.2825927734375,0.0,10.052734375,21141504.0
0.0,867.83203125,21395456.0,0.0,-21.36068344116211,0.0705019161105156,1.3519682397600263e-05,28020.063434901444,1773993494.2444777,0.0,0.0,0.0,2975.01416015625,"{'path': 'media/html/render_21395456_2eef961c0e3b8be5d703.html', 'size': 4038197.0, '_type': 'html-file', 'sha256': '2eef961c0e3b8be5d7031ea1135e76cb175a8f632fc9aca64cddc97c6c78f7d9'}",0.0,1392.412894144,0.0,-1840.5341796875,0.0,6.384765625,21395456.0
0.0,809.5439453125,21649408.0,0.0,-20.692916870117188,0.06962554901838303,-1.916316250571981e-05,28020.721681081424,1773993494.453213,0.0,0.0,0.0,2761.094482421875,,0.0,1404.755029738,0.0,-1787.826904296875,0.0,13.0068359375,21649408.0
0.0,790.111328125,21903360.0,0.0,-20.708370208740234,0.07184481620788574,2.3315522412303835e-05,27880.31385584358,1773993506.586035,0.0,0.0,0.0,2642.6982421875,,0.0,1416.873688121,0.0,-1821.0191650390625,0.0,10.1552734375,21903360.0
0.0,904.26953125,22157312.0,0.0,-21.205249786376953,0.07705755531787872,-3.215254037058912e-05,28029.79875363865,1773993518.7045703,0.0,0.0,0.0,3133.2421875,,0.0,1428.94620361,0.0,-1920.20751953125,0.0,18.3056640625,22157312.0
0.0,849.6982421875,22411264.0,0.0,-21.804168701171875,0.07933352887630463,-2.0265319108148105e-05,28033.014376490704,1773993530.7767398,0.0,0.0,0.0,2863.43896484375,,0.0,1441.041411693,0.0,-1736.6182861328125,0.0,7.6005859375,22411264.0
0.0,850.3740234375,22665216.0,0.0,-22.42224884033203,0.08407280594110489,1.1958330105699133e-05,28112.347668850092,1773993575.7686005,0.0,0.0,0.0,2875.29296875,"{'path': 'media/html/render_22665216_5ad49d552b8c1e1e6073.html', 'size': 4161189.0, '_type': 'html-file', 'sha256': '5ad49d552b8c1e1e60735d603ac52a93c9b068386103d72175a5bc2fe2ee0550'}",0.0,1473.936995633,0.0,-1788.082763671875,0.0,13.4189453125,22665216.0
0.0,802.2880859375,22919168.0,0.0,-21.28236198425293,0.07094201445579529,5.070551560493186e-05,28018.47359940564,1773993575.963742,0.0,0.0,0.0,2696.9619140625,,0.0,1486.278102074,0.0,-1656.433349609375,0.0,13.154296875,22919168.0
