eval/episode_success_easy,training/alpha_loss,training/critic_loss,training/entropy,eval/episode_reward,training/log_alpha,eval/episode_reward_survive,step,eval/episode_reward_near,eval/episode_success,eval/episode_success_hard,training/actor_loss,_timestamp,training/sps,eval/episode_reward_ctrl,eval/episode_dist,eval/episode_reward_dist,_step,eval/episode_success_any,_runtime,render
8.013671875,4.322640961618163e-06,0.07380206882953644,0.0,0.0,0.0,824.171875,4888576.0,0.0,0.0,0.0,-20.90172004699707,1774002334.3696132,28249.227292457923,-1730.973876953125,2812.25048828125,0.0,4888576.0,0.0,344.217983438,"{'path': 'media/html/render_4888576_c8413620917dc8f28104.html', 'size': 4071661.0, '_type': 'html-file', 'sha256': 'c8413620917dc8f28104d472258f15280255145f89590118fa3524620ad31bdf'}"
15.2412109375,2.1327885406208225e-05,0.06909237802028656,0.0,0.6669921875,0.0,769.4638671875,5142528.0,0.0,0.6669921875,0.0,-21.72323226928711,1774002334.5897405,28224.19452700942,-1661.138427734375,2563.926025390625,0.0,5142528.0,0.0009765625,356.529766476,
14.072265625,1.4968663890613243e-06,0.06680066138505936,0.0,0.8837890625,0.0,782.705078125,5396480.0,0.0,0.8837890625,0.0,-20.6437931060791,1774002346.6805851,28130.831743829054,-1665.25634765625,2666.101318359375,0.0,5396480.0,0.0048828125,368.545918046,
18.9296875,-6.508645128633361e-06,0.06645411998033524,0.0,0.0,0.0,834.5498046875,5650432.0,0.0,0.0,0.0,-20.736494064331055,1774002358.6966786,28200.25279729782,-1823.123291015625,2773.97705078125,0.0,5650432.0,0.0,380.584341412,
16.6171875,2.2511918359668925e-05,0.06840329617261887,0.0,0.0,0.0,824.3896484375,5904384.0,0.0,0.0,0.0,-20.824235916137695,1774002370.7354424,28256.80005479711,-1797.8580322265625,2828.07421875,0.0,5904384.0,0.0,392.586326938,
12.9453125,-6.937613943591714e-05,0.07477317005395889,0.0,0.0,0.0,830.5439453125,6158336.0,0.0,0.0,0.0,-21.03693389892578,1774002414.862819,28248.77702645862,-1855.416259765625,2893.94189453125,0.0,6158336.0,0.0,424.711176191,"{'_type': 'html-file', 'sha256': '8f00441b96532fd8e1a447eafbed2900668f8ac4032fd669a7fa538a813d8025', 'path': 'media/html/render_6158336_8f00441b96532fd8e1a4.html', 'size': 4146885.0}"
12.85546875,-2.0617952031898312e-05,0.07153535634279251,0.0,1.0673828125,0.0,817.7158203125,6412288.0,0.0,1.0673828125,0.0,-20.158668518066406,1774002415.093621,28224.643261784127,-1776.5364990234375,2755.2080078125,0.0,6412288.0,0.0029296875,437.009318293,
6.763671875,6.711338937748224e-05,0.06657838821411133,0.0,0.0,0.0,761.9384765625,6666240.0,0.0,0.0,0.0,-20.677534103393555,1774002427.1603148,28062.5404914486,-1697.90673828125,2554.3515625,0.0,6666240.0,0.0,449.05308425,
13.9794921875,-1.0062907676910982e-05,0.06648609042167664,0.0,0.0,0.0,782.9501953125,6920192.0,0.0,0.0,0.0,-20.589250564575195,1774002439.2034745,28247.35964384867,-1765.837890625,2661.712890625,0.0,6920192.0,0.0,461.07588418,
15.1494140625,-3.392799408175051e-05,0.06535211205482483,0.0,0.0,0.0,862.623046875,7174144.0,0.0,0.0,0.0,-20.70174789428711,1774002451.2269895,28167.963788092664,-1925.2747802734375,2923.724609375,0.0,7174144.0,0.0,473.157019071,
12.0498046875,5.6071923609124497e-05,0.06906908005475998,0.0,0.5712890625,0.0,824.365234375,7428096.0,0.0,0.5712890625,0.0,-20.19859504699707,1774002495.0853918,28142.11483616425,-1773.8170166015625,2813.0166015625,0.0,7428096.0,0.001953125,504.933816672,"{'sha256': '6cac732cc037e4beb2f20cc6e43744fe6951b639b2d37705f884065612e3a717', 'path': 'media/html/render_7428096_6cac732cc037e4beb2f2.html', 'size': 4085185.0, '_type': 'html-file'}"
6.75390625,8.419269761361647e-06,0.06008252874016762,0.0,0.0,0.0,738.0322265625,7682048.0,0.0,0.0,0.0,-19.78921127319336,1774002495.256637,28069.04298786797,-1626.06298828125,2514.5205078125,0.0,7682048.0,0.0,517.205450248,
18.716796875,3.305116115370765e-05,0.06294707953929901,0.0,0.7548828125,0.0,822.4248046875,7936000.0,0.0,0.7548828125,0.0,-20.46799659729004,1774002507.3563604,28110.44243506754,-1688.505859375,2787.14599609375,0.0,7936000.0,0.0009765625,529.249164335,
10.505859375,-3.121480403933674e-06,0.059545718133449554,0.0,0.0,0.0,769.5419921875,8189952.0,0.0,0.0,0.0,-19.983348846435547,1774002519.4000354,28113.13565644049,-1632.451904296875,2626.29931640625,0.0,8189952.0,0.0,541.336130041,
7.8583984375,-3.8145954022184014e-05,0.06236274167895317,0.0,0.4912109375,0.0,778.4140625,8443904.0,0.0,0.4912109375,0.0,-19.865793228149414,1774002531.4871075,28122.580104208213,-1730.9736328125,2616.135498046875,0.0,8443904.0,0.0009765625,553.389384419,
11.86328125,-3.2514410122530535e-05,0.07520220428705215,0.0,0.6044921875,0.0,785.97265625,8697856.0,0.0,0.6044921875,0.0,-19.85134506225586,1774002574.9476833,28086.447339751565,-1803.483154296875,2651.5498046875,0.0,8697856.0,0.0009765625,584.79606817,"{'size': 4128113.0, '_type': 'html-file', 'sha256': '77e8b95de93908f5b85e82e76c5d0e6cb2634f7a292802dc4486cde09c45db7b', 'path': 'media/html/render_8697856_77e8b95de93908f5b85e.html'}"
2.8369140625,4.242291470291093e-05,0.06246726214885712,0.0,0.0,0.0,798.896484375,8951808.0,0.0,0.0,0.0,-20.819047927856445,1774002575.1324186,28167.3648993077,-1756.4512939453125,2708.281005859375,0.0,8951808.0,0.0,597.056794874,
21.3994140625,-8.334093877238047e-07,0.062408287078142166,0.0,0.1328125,0.0,874.763671875,9205760.0,0.0,0.1328125,0.0,-20.163785934448242,1774002587.2076554,28014.891418665902,-1925.9730224609375,2923.46826171875,0.0,9205760.0,0.0009765625,609.149926192,
7.4140625,2.6689504011301324e-05,0.06506915390491486,0.0,0.1044921875,0.0,733.6181640625,9459712.0,0.0,0.1044921875,0.0,-19.812883377075195,1774002599.300732,28100.9876024778,-1592.2076416015625,2515.50341796875,0.0,9459712.0,0.001953125,621.199472803,
14.037109375,3.809793633990921e-05,0.0630522295832634,0.0,0.71484375,0.0,875.9423828125,9713664.0,0.0,0.71484375,0.0,-19.778512954711914,1774002611.350446,28083.39567023173,-1947.124267578125,2973.96533203125,0.0,9713664.0,0.001953125,633.261325659,
14.7822265625,-2.715332266234327e-05,0.06708386540412903,0.0,0.453125,0.0,866.0458984375,9967616.0,0.0,0.453125,0.0,-20.929750442504883,1774002655.6314585,28188.090523319184,-1898.74951171875,2961.62646484375,0.0,9967616.0,0.001953125,665.479822488,"{'size': 4098573.0, '_type': 'html-file', 'sha256': '5185b035e998896c9339bd280fb56688e5315c642c0a26ea2cb2a32df2f3a24f', 'path': 'media/html/render_9967616_5185b035e998896c9339.html'}"
18.9951171875,-4.805381831829436e-05,0.06703907996416092,0.0,0.0,0.0,779.3916015625,10221568.0,0.0,0.0,0.0,-20.18944549560547,1774002655.810375,28110.130114136453,-1703.330810546875,2680.2822265625,0.0,10221568.0,0.0,677.799788744,
16.01171875,5.507347668753937e-05,0.06486691534519196,0.0,0.1474609375,0.0,837.4794921875,10475520.0,0.0,0.1474609375,0.0,-20.015398025512695,1774002667.9508164,27962.743117998234,-1789.9656982421875,2890.2978515625,0.0,10475520.0,0.0009765625,689.922855556,
9.0595703125,6.510740604426246e-06,0.05940143018960953,0.0,0.025390625,0.0,781.05078125,10729472.0,0.0,0.025390625,0.0,-20.33611488342285,1774002680.0735457,27987.097854060925,-1717.049560546875,2634.189208984375,0.0,10729472.0,0.0009765625,702.015090517,
6.7548828125,-1.3210170436650515e-05,0.06304224580526352,0.0,0.38671875,0.0,791.87109375,10983424.0,0.0,0.38671875,0.0,-20.952360153198242,1774002692.166142,28089.769311131637,-1616.7861328125,2741.653564453125,0.0,10983424.0,0.0009765625,714.071888321,
13.8662109375,9.72027555690147e-06,0.06611405313014984,0.0,0.115234375,0.0,824.974609375,11237376.0,0.0,0.115234375,0.0,-21.187702178955078,1774002735.736804,28065.234154592938,-1690.580322265625,2808.26416015625,0.0,11237376.0,0.001953125,745.585231497,"{'size': 4039673.0, '_type': 'html-file', 'sha256': '872f15c53ea165a22493dd34f01f626006f451861f768c9a5a670551408a493e', 'path': 'media/html/render_11237376_872f15c53ea165a22493.html'}"
14.6748046875,2.3249222067533992e-05,0.05763311684131622,0.0,0.0,0.0,883.7666015625,11491328.0,0.0,0.0,0.0,-21.160356521606445,1774002735.911225,28064.230717577248,-1892.3729248046875,3003.191650390625,0.0,11491328.0,0.0,757.836263399,
19.6455078125,-2.717394454521127e-05,0.0627543181180954,0.0,0.255859375,0.0,859.859375,11745280.0,0.0,0.255859375,0.0,-21.188282012939453,1774002747.9872103,28019.15019718855,-1879.1043701171875,2886.72216796875,0.0,11745280.0,0.0009765625,769.921712874,
12.08984375,-7.053602075757226e-06,0.06327226758003235,0.0,0.0,0.0,770.033203125,11999232.0,0.0,0.0,0.0,-21.264263153076172,1774002760.0726225,28113.077780142634,-1643.044677734375,2625.00146484375,0.0,11999232.0,0.0,782.000794357,
10.0107421875,4.408907625474967e-05,0.05511174350976944,0.0,0.1767578125,0.0,875.779296875,12253184.0,0.0,0.1767578125,0.0,-20.41916847229004,1774002772.1518688,27995.95889065602,-2028.990234375,2949.573486328125,0.0,12253184.0,0.0009765625,794.107887236,
9.36328125,1.6198240700759925e-05,0.06408839672803879,0.0,0.0,0.0,732.8876953125,12507136.0,0.0,0.0,0.0,-20.75518226623535,1774002816.3550203,28043.93928165517,-1625.90380859375,2500.923583984375,0.0,12507136.0,0.0,826.203410924,"{'_type': 'html-file', 'sha256': '415384bfc1c6ae77900d7164be30db69c12f7540367acb0f4253883cb89dc074', 'path': 'media/html/render_12507136_415384bfc1c6ae77900d.html', 'size': 4129929.0}"
10.88671875,-3.310344254714437e-05,0.06936058402061462,0.0,0.015625,0.0,775.658203125,12761088.0,0.0,0.015625,0.0,-19.829044342041016,1774002816.5396495,27943.80620876876,-1728.288330078125,2707.93896484375,0.0,12761088.0,0.0009765625,838.560313345,
6.4501953125,-1.664008595980704e-05,0.06711552292108536,0.0,0.0,0.0,797.453125,13015040.0,0.0,0.0,0.0,-19.994979858398438,1774002828.710619,27879.886219380012,-1714.4747314453125,2702.9326171875,0.0,13015040.0,0.0,850.634216936,
18.4794921875,4.813032865058631e-05,0.06124454364180565,0.0,0.5771484375,0.0,885.0556640625,13268992.0,0.0,0.5771484375,0.0,-20.325782775878906,1774002840.7850945,28004.408801016954,-2027.798828125,2973.855224609375,0.0,13268992.0,0.0009765625,862.752994027,
15.0205078125,-4.020655615022406e-05,0.07083959877490997,0.0,0.87890625,0.0,818.4873046875,13522944.0,0.0,0.87890625,0.0,-20.185649871826172,1774002852.9040246,28028.127422801215,-1767.950927734375,2725.75341796875,0.0,13522944.0,0.0029296875,874.846695809,
24.7265625,1.175659508589888e-05,0.07385092228651047,0.0,0.2783203125,0.0,861.8701171875,13776896.0,0.0,0.2783203125,0.0,-19.529935836791992,1774002896.8775952,27956.24501506246,-2035.140625,2883.268310546875,0.0,13776896.0,0.0009765625,906.725976059,"{'size': 4198293.0, '_type': 'html-file', 'sha256': '49780f76c8ed3751d8457aaac794b9cfd35447ac93ef78120dbb733de0398ab0', 'path': 'media/html/render_13776896_49780f76c8ed3751d845.html'}"
22.7919921875,3.9334358007181436e-05,0.07412887364625931,0.0,0.2158203125,0.0,873.533203125,14030848.0,0.0,0.2158203125,0.0,-19.33865737915039,1774002897.0815256,27952.412448024457,-1857.01220703125,2943.488037109375,0.0,14030848.0,0.0029296875,919.07546454,
9.64453125,-5.944241274846718e-05,0.08373074978590012,0.0,0.8046875,0.0,821.5009765625,14284800.0,0.0,0.8046875,0.0,-19.593547821044922,1774002909.2264457,27824.60266276652,-1730.302001953125,2871.343505859375,0.0,14284800.0,0.001953125,931.222745132,
25.32421875,5.7187276979675516e-05,0.07991765439510345,0.0,1.7080078125,0.0,850.7138671875,14538752.0,0.0,1.7080078125,0.0,-19.395370483398438,1774002921.373752,27921.876801028637,-1758.192138671875,2869.9990234375,0.0,14538752.0,0.0048828125,943.315351051,
6.6201171875,-2.6647576305549592e-05,0.0794314593076706,0.0,0.0,0.0,753.31640625,14792704.0,0.0,0.0,0.0,-20.05615234375,1774002933.466345,27948.482663863644,-1686.50537109375,2669.87890625,0.0,14792704.0,0.0,955.459410111,
5.259765625,-1.6071484424173832e-05,0.08228620141744614,0.0,0.0,0.0,779.2978515625,15046656.0,0.0,0.0,0.0,-19.433488845825195,1774002977.3600833,27950.701924628676,-1623.550537109375,2680.40478515625,0.0,15046656.0,0.0,987.208443571,"{'path': 'media/html/render_15046656_bfc1b4e9ee244161eea7.html', 'size': 4123721.0, '_type': 'html-file', 'sha256': 'bfc1b4e9ee244161eea73d87e43831976b197b073e731b764b41a0e961bd20e1'}"
17.4814453125,3.971905607613735e-05,0.08438742160797119,0.0,1.4326171875,0.0,833.4990234375,15300608.0,0.0,1.4326171875,0.0,-20.42572593688965,1774002977.5431485,28001.301320360948,-1792.988525390625,2818.79541015625,0.0,15300608.0,0.00390625,999.550806717,
34.8984375,-3.3792314297897974e-06,0.08176492154598236,0.0,0.05859375,0.0,825.8251953125,15554560.0,0.0,0.05859375,0.0,-19.944984436035156,1774002989.7017088,27923.350281429855,-1776.216552734375,2727.483154296875,0.0,15554560.0,0.005859375,1011.631943794,
13.818359375,1.414864800608484e-05,0.08367197215557098,0.0,0.80859375,0.0,803.8984375,15808512.0,0.0,0.80859375,0.0,-20.58256721496582,1774003001.783022,27993.833231058718,-1754.0556640625,2719.1064453125,0.0,15808512.0,0.0009765625,1023.756082034,
7.296875,-6.49534267722629e-05,0.0882992297410965,0.0,0.0,0.0,919.724609375,16062464.0,0.0,0.0,0.0,-20.62175941467285,1774003013.907014,27997.587383399776,-1878.0732421875,3172.66259765625,0.0,16062464.0,0.0,1035.845642919,
16.876953125,-1.8137256120098755e-05,0.09554485231637955,0.0,0.818359375,0.0,760.8291015625,16316416.0,0.0,0.818359375,0.0,-20.523656845092773,1774003057.7559543,27970.236491468495,-1712.87353515625,2603.84765625,0.0,16316416.0,0.00390625,1067.604346821,"{'size': 4109977.0, '_type': 'html-file', 'sha256': '8fa88c714766a3752ba4a2dd3c342fa34d444999dce093995dd6b19a8305e3fa', 'path': 'media/html/render_16316416_8fa88c714766a3752ba4.html'}"
35.041015625,7.244577136589214e-05,0.09894344210624695,0.0,2.0146484375,0.0,892.0791015625,16570368.0,0.0,2.0146484375,0.0,-21.105634689331055,1774003057.9401531,28042.54680918428,-2023.39697265625,3019.93359375,0.0,16570368.0,0.00390625,1079.905400138,
12.236328125,-7.931762957014143e-05,0.08957144618034363,0.0,0.0,0.0,819.890625,16824320.0,0.0,0.0,0.0,-20.658185958862305,1774003070.0563338,27915.65227592425,-1741.738525390625,2813.218017578125,0.0,16824320.0,0.0,1092.036803688,
21.423828125,1.0162931175727863e-05,0.08047632873058319,0.0,0.30859375,0.0,876.810546875,17078272.0,0.0,0.30859375,0.0,-20.171934127807617,1774003082.187773,27979.48666901906,-1869.4423828125,2922.8427734375,0.0,17078272.0,0.0009765625,1104.131782597,
17.623046875,8.249263191828504e-05,0.09106530249118805,0.0,0.0810546875,0.0,915.3994140625,17332224.0,0.0,0.0810546875,0.0,-20.692344665527344,1774003094.2827551,27950.719527576864,-1865.505126953125,3088.156005859375,0.0,17332224.0,0.0009765625,1116.251901284,
20.2216796875,4.251921836839756e-06,0.08857515454292297,0.0,0.9736328125,0.0,834.20703125,17586176.0,0.0,0.9736328125,0.0,-20.92264747619629,1774003139.2607083,28005.86155103477,-1735.271728515625,2792.64208984375,0.0,17586176.0,0.0029296875,1149.109080932,"{'size': 4062785.0, '_type': 'html-file', 'sha256': '7bc765a2b035053286a6d03ed1a3f21cb84e877e2a1fd07f1048e563725527e8', 'path': 'media/html/render_17586176_7bc765a2b035053286a6.html'}"
11.0126953125,-7.479952273570234e-06,0.09572964906692505,0.0,0.04296875,0.0,781.0693359375,17840128.0,0.0,0.04296875,0.0,-21.25387954711914,1774003139.4555392,28028.97486441042,-1688.21142578125,2719.79541015625,0.0,17840128.0,0.0009765625,1161.432595579,
21.1943359375,-1.2385920626911684e-06,0.09383661299943924,0.0,0.07421875,0.0,927.619140625,18094080.0,0.0,0.07421875,0.0,-21.552799224853516,1774003151.583492,28001.279973080542,-2075.61181640625,3142.322021484375,0.0,18094080.0,0.0009765625,1173.476779018,
21.3525390625,7.906118298706133e-06,0.08603372424840927,0.0,0.0048828125,0.0,712.705078125,18348032.0,0.0,0.0048828125,0.0,-21.69828224182129,1774003163.6277618,28107.200866792184,-1627.563720703125,2378.70361328125,0.0,18348032.0,0.0009765625,1185.564640045,
5.5546875,1.0423485946375877e-05,0.10394123941659927,0.0,0.09765625,0.0,759.26171875,18601984.0,0.0,0.09765625,0.0,-21.944345474243164,1774003175.715638,28115.643116130002,-1567.914306640625,2610.37841796875,0.0,18601984.0,0.0009765625,1197.583682443,
42.46875,1.313615598519391e-06,0.10045135766267776,0.0,1.484375,0.0,917.08203125,18855936.0,0.0,1.484375,0.0,-22.81300163269043,1774003219.9860277,28179.521964828928,-1972.19287109375,2999.8076171875,0.0,18855936.0,0.0048828125,1229.834407417,"{'size': 4100005.0, '_type': 'html-file', 'sha256': 'de22c46b340fbf52e6e264cb5ef0a95337ad4eb8c0827d7eb9b70ec10048355d', 'path': 'media/html/render_18855936_de22c46b340fbf52e6e2.html'}"
19.5859375,-3.345184086356312e-05,0.09769415110349655,0.0,0.361328125,0.0,693.1279296875,19109888.0,0.0,0.361328125,0.0,-21.91578483581543,1774003220.1848068,28170.2433738622,-1497.091064453125,2334.96142578125,0.0,19109888.0,0.0029296875,1242.101693529,
10.5244140625,1.1730234291462693e-05,0.10784756392240524,0.0,0.0,0.0,846.9189453125,19363840.0,0.0,0.0,0.0,-22.28440284729004,1774003232.2526817,28061.218619201336,-1805.1881103515625,2914.030029296875,0.0,19363840.0,0.0,1254.18654365,
23.2216796875,-1.0903880138357636e-05,0.11109749227762222,0.0,1.5283203125,0.0,846.4208984375,19617792.0,0.0,1.5283203125,0.0,-22.193220138549805,1774003244.3374946,28110.487688794718,-1856.79150390625,2849.633056640625,0.0,19617792.0,0.00390625,1266.21381171,
32.640625,6.175818271003664e-05,0.10634817183017731,0.0,0.52734375,0.0,786.98046875,19871744.0,0.0,0.52734375,0.0,-22.62395477294922,1774003256.3646746,28174.96910210052,-1645.534423828125,2593.501953125,0.0,19871744.0,0.005859375,1278.280331026,
30.5673828125,-4.370568785816431e-05,0.10132627189159393,0.0,0.822265625,0.0,581.45703125,20125696.0,0.0,0.822265625,0.0,-23.48479461669922,1774003300.2795498,28174.04201306539,-1247.452392578125,1872.75390625,0.0,20125696.0,0.0048828125,1310.128001856,"{'size': 4098493.0, '_type': 'html-file', 'sha256': '856724535bfa2bb95817cc6108386a6cb531e3f58a1637ef6ae0df6a4571802d', 'path': 'media/html/render_20125696_856724535bfa2bb95817.html'}"
24.0927734375,-6.0306414525257424e-05,0.10726822912693024,0.0,0.0,0.0,775.955078125,20379648.0,0.0,0.0,0.0,-22.66812515258789,1774003300.4908562,28108.144330809908,-1688.5728759765625,2640.9677734375,0.0,20379648.0,0.0,1322.451131838,
22.48046875,6.689116708002985e-05,0.10198413580656052,0.0,0.4912109375,0.0,770.537109375,20633600.0,0.0,0.4912109375,0.0,-22.252056121826172,1774003312.6022308,28061.85218560513,-1620.0640869140625,2554.69482421875,0.0,20633600.0,0.0009765625,1334.51550688,
14.119140625,9.983718882722314e-06,0.1072167381644249,0.0,0.0185546875,0.0,886.5380859375,20887552.0,0.0,0.0185546875,0.0,-22.391260147094727,1774003324.6663575,28125.691540068932,-1871.804443359375,3043.01123046875,0.0,20887552.0,0.0009765625,1346.595009615,
9.9091796875,-5.987670010654256e-05,0.0997968316078186,0.0,0.0,0.0,790.228515625,21141504.0,0.0,0.0,0.0,-22.10283660888672,1774003336.7460022,28142.063532283355,-1717.2716064453125,2663.91455078125,0.0,21141504.0,0.0,1358.642156401,
39.0849609375,8.40523061924614e-05,0.09814537316560745,0.0,0.025390625,0.0,808.69921875,21395456.0,0.0,0.025390625,0.0,-22.150293350219727,1774003380.8351872,28092.48746813276,-1736.53564453125,2665.490234375,0.0,21395456.0,0.0009765625,1390.683564218,"{'size': 4099441.0, '_type': 'html-file', 'sha256': '5e4d0e56e2b5bc3358c1202c2e5b33f920c23fa44af6f774119a470ad62b09c0', 'path': 'media/html/render_21395456_5e4d0e56e2b5bc3358c1.html'}"
25.267578125,-8.137247641570866e-05,0.10399587452411652,0.0,1.1669921875,0.0,861.01171875,21649408.0,0.0,1.1669921875,0.0,-22.181251525878906,1774003381.0419364,28122.985517222805,-1870.491943359375,2878.67431640625,0.0,21649408.0,0.0048828125,1402.963554101,
12.4501953125,2.0098843378946185e-05,0.1045159250497818,0.0,0.0615234375,0.0,904.916015625,21903360.0,0.0,0.0615234375,0.0,-22.635812759399414,1774003393.1145926,28053.4503314431,-1961.93798828125,3043.5,0.0,21903360.0,0.0009765625,1415.025258237,
24.21484375,-1.0044574082712643e-05,0.11155082285404205,0.0,0.0,0.0,925.89453125,22157312.0,0.0,0.0,0.0,-23.524782180786133,1774003405.1756637,28187.85927536252,-2050.260009765625,3129.287841796875,0.0,22157312.0,0.0,1427.049058326,
14.853515625,1.0574877705948893e-05,0.10781771689653397,0.0,0.0,0.0,878.556640625,22411264.0,0.0,0.0,0.0,-23.540786743164062,1774003417.200163,28157.484676727458,-1868.3212890625,3043.52783203125,0.0,22411264.0,0.0,1439.111250621,
16.0107421875,1.2460895959520712e-05,0.11116186529397964,0.0,0.0,0.0,859.873046875,22665216.0,0.0,0.0,0.0,-23.575653076171875,1774003460.6112564,28202.383786487193,-1822.413818359375,2896.1435546875,0.0,22665216.0,0.0,1470.459635631,"{'_type': 'html-file', 'sha256': '39bf432dcfb8a51c77b927b0114b5813b8bd36ef853b3ee4944f84785e5056db', 'path': 'media/html/render_22665216_39bf432dcfb8a51c77b9.html', 'size': 4172033.0}"
36.328125,-1.1739305591618177e-05,0.10918662697076797,0.0,0.439453125,0.0,846.92578125,22919168.0,0.0,0.439453125,0.0,-23.18497657775879,1774003460.8099172,28131.042740304943,-1902.81396484375,2767.58935546875,0.0,22919168.0,0.0029296875,1482.739804771,
34.1923828125,-3.204830500180833e-05,0.11382696777582169,0.0,0.599609375,0.0,867.9208984375,23173120.0,0.0,0.599609375,0.0,-24.489404678344727,1774003472.8908837,28171.3289141422,-1961.07080078125,2910.010498046875,0.0,23173120.0,0.001953125,1494.755068781,
