training/log_alpha,eval/episode_success_easy,_step,training/entropy,eval/episode_dist,training/sps,eval/episode_reward_ctrl,eval/episode_success,_runtime,step,_timestamp,eval/episode_reward_dist,eval/episode_success_hard,render,eval/episode_reward_survive,eval/episode_reward_near,eval/episode_success_any,eval/episode_reward,training/actor_loss,training/alpha_loss,training/critic_loss
0.0,14.0,20633600.0,0.0,1913.449462890625,28132.18321618676,-1182.7181396484375,0.1435546875,1335.991149985,20633600.0,1773986847.0584865,0.0,0.0,,575.962890625,0.0,0.001953125,0.1435546875,-22.613525390625,2.4144643248291686e-05,0.07876770943403244
0.0,11.56640625,20887552.0,0.0,3123.68994140625,28136.372936943702,-1894.9844970703125,0.00390625,1348.051363885,20887552.0,1773986859.1271799,0.0,0.0,,915.724609375,0.0,0.0009765625,0.00390625,-22.669784545898438,1.0060255590360612e-05,0.07830043137073517
0.0,21.0029296875,21141504.0,0.0,3406.438232421875,28203.386672445286,-2136.221923828125,0.0,1360.083607161,21141504.0,1773986871.1873994,0.0,0.0,,975.25,0.0,0.0,0.0,-22.648120880126953,5.727449661208084e-06,0.0799252986907959
0.0,26.537109375,21395456.0,0.0,2723.853515625,28146.126040250725,-1810.529541015625,1.421875,1392.842499852,21395456.0,1773986915.9792235,0.0,0.0,"{'size': 4148933.0, '_type': 'html-file', 'sha256': '3616e69cebc6eb6c0b0465011732e89a6e4bbe5c68286ff588402f34f6b8eaf8', 'path': 'media/html/render_21395456_3616e69cebc6eb6c0b04.html'}",828.7529296875,0.0,0.001953125,1.421875,-22.694915771484375,3.4649070585146546e-05,0.06926873326301575
0.0,17.8662109375,21649408.0,0.0,2493.7431640625,28185.858765957208,-1630.97509765625,0.974609375,1405.078375725,21649408.0,1773986916.16047,0.0,0.0,,764.814453125,0.0,0.001953125,0.974609375,-22.90003204345703,-7.060248026391491e-05,0.08054465055465698
0.0,22.9072265625,21903360.0,0.0,3188.6953125,28101.059514991586,-2061.1982421875,0.6162109375,1417.122164384,21903360.0,1773986928.2138045,0.0,0.0,,937.44921875,0.0,0.0029296875,0.6162109375,-23.138383865356445,4.577959407470189e-05,0.08110715448856354
0.0,10.9169921875,22157312.0,0.0,2488.47216796875,28239.63022038856,-1516.140869140625,0.19140625,1429.162359291,22157312.0,1773986940.2581532,0.0,0.0,,735.5244140625,0.0,0.0029296875,0.19140625,-23.557708740234375,-5.827044151374139e-05,0.0749712884426117
0.0,32.2890625,22411264.0,0.0,2321.83935546875,28122.79543200962,-1590.794677734375,3.09375,1441.222118546,22411264.0,1773986952.298424,0.0,0.0,,714.1201171875,0.0,0.01171875,3.09375,-22.850473403930664,5.934491491643712e-05,0.07698571681976318
0.0,14.3759765625,22665216.0,0.0,2982.11279296875,28209.906796582527,-1866.3448486328125,0.0,1472.503468098,22665216.0,1773986995.6401465,0.0,0.0,"{'_type': 'html-file', 'sha256': '380c6de872b50d97deb97b504a9b9e876d88d9207c574c60c1e659b40bc12037', 'path': 'media/html/render_22665216_380c6de872b50d97deb9.html', 'size': 4141525.0}",871.0234375,0.0,0.0,0.0,-23.151010513305664,3.956797081627883e-05,0.07858136296272278
0.0,15.443359375,22919168.0,0.0,2934.158447265625,28174.661307737355,-1718.9130859375,0.0302734375,1484.809586898,22919168.0,1773986995.8611271,0.0,0.0,,858.708984375,0.0,0.0009765625,0.0302734375,-22.877500534057617,-1.3007378584006801e-05,0.07996779680252075
0.0,2.0615234375,23173120.0,0.0,3183.32666015625,28159.598784471917,-1909.2545166015625,0.0,1496.82039707,23173120.0,1773987007.9457116,0.0,0.0,,920.9384765625,0.0,0.0,0.0,-23.978979110717773,-2.8456428481149487e-05,0.07928549498319626
0.0,16.044921875,23427072.0,0.0,3169.678466796875,28219.454515666373,-2092.889892578125,0.0224609375,1508.854537827,23427072.0,1773987019.9563115,0.0,0.0,,933.1259765625,0.0,0.0009765625,0.0224609375,-23.382915496826172,2.153594687115401e-05,0.07685292512178421
0.0,10.8359375,23681024.0,0.0,2845.224609375,28275.572966789754,-1768.217529296875,0.02734375,1520.850959998,23681024.0,1773987031.990641,0.0,0.0,,847.341796875,0.0,0.0009765625,0.02734375,-23.532405853271484,3.4603264793986455e-05,0.0775161162018776
0.0,36.0439453125,23934976.0,0.0,3014.1025390625,28276.207241998614,-1945.3311767578125,0.0,1552.941305555,23934976.0,1773987076.0780246,0.0,0.0,"{'size': 4147857.0, '_type': 'html-file', 'sha256': 'c6b9d71049160c4f90aaa90d13c3500a2597792376f9ff847dcb04a40aff0cb0', 'path': 'media/html/render_23934976_c6b9d71049160c4f90aa.html'}",895.50390625,0.0,0.0,0.0,-23.806856155395508,-2.515124469937291e-05,0.08233430981636047
0.0,3.1689453125,24188928.0,0.0,2923.279541015625,28284.673223791928,-1854.119384765625,0.0,1565.168879088,24188928.0,1773987076.2612197,0.0,0.0,,850.44921875,0.0,0.0,0.0,-23.363622665405273,-6.851669695606688e-06,0.0817040279507637
0.0,8.8759765625,24442880.0,0.0,2522.85400390625,28142.86062239643,-1668.78857421875,0.5498046875,1577.206026742,24442880.0,1773987088.3050656,0.0,0.0,,756.8017578125,0.0,0.0009765625,0.5498046875,-22.686826705932617,2.083100116578862e-05,0.07561229169368744
0.0,23.306640625,24696832.0,0.0,3074.44580078125,28278.65453493344,-2008.7510986328125,1.779296875,1589.163893586,24696832.0,1773987100.3422449,0.0,0.0,,939.0595703125,0.0,0.005859375,1.779296875,-23.59272575378418,-1.3339958968572319e-05,0.07891897857189178
0.0,13.6240234375,24950784.0,0.0,2951.84912109375,28374.390444718865,-1872.24560546875,0.453125,1601.146924895,24950784.0,1773987112.2995212,0.0,0.0,,886.7822265625,0.0,0.0029296875,0.453125,-24.302513122558594,9.817859790928196e-06,0.0757954865694046
0.0,20.48828125,25204736.0,0.0,2365.905517578125,28446.279834837478,-1579.59326171875,0.7158203125,1633.378678519,25204736.0,1773987156.5154285,0.0,0.0,"{'path': 'media/html/render_25204736_c6517b7e47aca7998a88.html', 'size': 4141245.0, '_type': 'html-file', 'sha256': 'c6517b7e47aca7998a8810b43ab616a2fe7dfd0fec71a1eacdfbc16fbef29f5c'}",703.1279296875,0.0,0.001953125,0.7158203125,-24.991649627685547,-1.9902374333469197e-05,0.07792601734399796
0.0,54.62109375,25458688.0,0.0,2136.36669921875,28320.565887268207,-1360.8299560546875,1.8017578125,1645.61655169,25458688.0,1773987156.7126398,0.0,0.0,,660.8046875,0.0,0.005859375,1.8017578125,-23.637067794799805,9.506477908871602e-06,0.07746516913175583
0.0,15.09765625,25712640.0,0.0,2679.538818359375,28299.849583384654,-1736.5802001953125,0.0322265625,1657.574656492,25712640.0,1773987168.7527158,0.0,0.0,,804.1044921875,0.0,0.001953125,0.0322265625,-24.14704132080078,1.4285581528383773e-05,0.08281028270721436
0.0,10.888671875,25966592.0,0.0,3095.5263671875,28386.055139178035,-1907.5732421875,0.0,1669.583809866,25966592.0,1773987180.7108028,0.0,0.0,,904.3818359375,0.0,0.0,0.0,-24.86368179321289,1.1811740705525153e-06,0.07730136811733246
0.0,16.30078125,26220544.0,0.0,2465.16015625,28370.282938648437,-1490.838623046875,0.00390625,1681.578952201,26220544.0,1773987192.7198837,0.0,0.0,,741.900390625,0.0,0.0009765625,0.00390625,-24.274036407470703,9.335656613984611e-06,0.07784921675920486
0.0,15.095703125,26474496.0,0.0,2991.4990234375,28257.685369994357,-1912.2344970703125,0.896484375,1713.540957026,26474496.0,1773987236.6776254,0.0,0.0,"{'_type': 'html-file', 'sha256': '070f24e7d1e99c9433bf89b85dcd949c360323ac5cf5345071f385a816af2de5', 'path': 'media/html/render_26474496_070f24e7d1e99c9433bf.html', 'size': 4109661.0}",871.9091796875,0.0,0.001953125,0.896484375,-23.987337112426758,-2.990243592648767e-05,0.07916640490293503
0.0,6.6953125,26728448.0,0.0,3074.427001953125,28351.917634118854,-1816.70751953125,0.0048828125,1725.785627937,26728448.0,1773987236.8875058,0.0,0.0,,895.5625,0.0,0.0009765625,0.0048828125,-24.964094161987305,2.14858227991499e-05,0.07429803907871246
0.0,7.2783203125,26982400.0,0.0,2834.6796875,28168.561212477027,-1549.0472412109375,0.0,1737.795432016,26982400.0,1773987248.9216592,0.0,0.0,,819.1591796875,0.0,0.0,0.0,-24.118907928466797,-3.933217612939188e-06,0.07450078427791595
0.0,11.1796875,27236352.0,0.0,2887.78759765625,28363.581981803884,-1765.378662109375,0.0478515625,1749.775006451,27236352.0,1773987260.9312658,0.0,0.0,,848.517578125,0.0,0.001953125,0.0478515625,-24.620681762695312,3.619373092078604e-05,0.07739599794149399
0.0,15.0107421875,27490304.0,0.0,2454.296875,28318.682018148702,-1623.565185546875,0.0,1761.793249447,27490304.0,1773987272.9109678,0.0,0.0,,719.56640625,0.0,0.0,0.0,-24.105728149414062,-7.564060797449201e-05,0.08474869281053543
0.0,17.7353515625,27744256.0,0.0,2782.292724609375,28327.600611086815,-1619.7396240234375,0.021484375,1793.655994584,27744256.0,1773987316.7927406,0.0,0.0,"{'_type': 'html-file', 'sha256': '337d951355adc291700cfb481e81e8c2f2e7242e2bb157dca3a89b36fa673783', 'path': 'media/html/render_27744256_337d951355adc291700c.html', 'size': 4094985.0}",831.88671875,0.0,0.0009765625,0.021484375,-24.701847076416016,3.425795875955373e-05,0.08265330642461777
0.0,15.65234375,27998208.0,0.0,3064.387451171875,28338.716418135202,-1889.1990966796875,0.0,1805.915220658,27998208.0,1773987316.9873745,0.0,0.0,,877.2119140625,0.0,0.0,0.0,-25.215953826904297,-5.507172318175435e-06,0.07791997492313385
0.0,22.9287109375,28252160.0,0.0,3133.07763671875,28222.10959326664,-2156.7529296875,0.9375,1817.857936267,28252160.0,1773987329.0512528,0.0,0.0,,918.58203125,0.0,0.0009765625,0.9375,-23.506855010986328,-3.152092176605947e-05,0.07513278722763062
0.0,37.3828125,28506112.0,0.0,2864.64013671875,28429.12259601321,-1995.0589599609375,0.9013671875,1829.861308124,28506112.0,1773987340.9936194,0.0,0.0,,875.6298828125,0.0,0.00390625,0.9013671875,-25.164047241210938,-1.3843755368725397e-05,0.08130735158920288
0.0,35.6376953125,28760064.0,0.0,2677.58251953125,28384.82288365625,-1824.2603759765625,0.0078125,1841.800206741,28760064.0,1773987352.997389,0.0,0.0,,832.5634765625,0.0,0.001953125,0.0078125,-25.29511260986328,5.2739302191184834e-05,0.08208470791578293
0.0,21.9111328125,29014016.0,0.0,3090.46337890625,28442.02845597002,-1814.5362548828125,0.0,1874.00743774,29014016.0,1773987397.144177,0.0,0.0,"{'sha256': '934e12812f05ed440a174648fd0cd77378a2fe2fd875c8a51de531b57ce22b9b', 'path': 'media/html/render_29014016_934e12812f05ed440a17.html', 'size': 4143029.0, '_type': 'html-file'}",904.1826171875,0.0,0.0,0.0,-25.638872146606445,8.183257705240976e-06,0.08079171925783157
0.0,11.283203125,29267968.0,0.0,3060.212158203125,28392.05001107532,-1910.362548828125,0.0,1886.196909989,29267968.0,1773987397.3353784,0.0,0.0,,912.3115234375,0.0,0.0,0.0,-25.331863403320312,1.8027163605438545e-05,0.08702652156352997
0.0,31.1181640625,29521920.0,0.0,3038.56787109375,28276.60658726029,-1870.245361328125,0.015625,1898.170346647,29521920.0,1773987409.3330863,0.0,0.0,,923.4580078125,0.0,0.001953125,0.015625,-24.913288116455078,4.842780253966339e-05,0.08594217151403427
0.0,10.2197265625,29775872.0,0.0,2653.599365234375,28475.396058545943,-1633.8731689453125,0.4599609375,1910.117818774,29775872.0,1773987421.306445,0.0,0.0,,773.1689453125,0.0,0.0009765625,0.4599609375,-26.44532585144043,-7.30688261683099e-05,0.08098607510328293
0.0,25.103515625,30029824.0,0.0,2699.86962890625,28417.869046668427,-1630.600830078125,0.0,1922.081231251,30029824.0,1773987433.2535017,0.0,0.0,,810.13671875,0.0,0.0,0.0,-25.632347106933594,1.482296829635743e-05,0.0823509618639946
0.0,5.541015625,30283776.0,0.0,3051.7568359375,28457.679830443132,-1795.76708984375,0.0,1953.996493368,30283776.0,1773987477.1332266,0.0,0.0,"{'size': 4212821.0, '_type': 'html-file', 'sha256': 'b3912a46360d815d88ebcb46a82696d52f499decaf7f99ee6caa74ac00f4e56c', 'path': 'media/html/render_30283776_b3912a46360d815d88eb.html'}",901.8828125,0.0,0.0,0.0,-26.174314498901367,3.888960418407805e-05,0.07596348971128464
0.0,8.9658203125,30537728.0,0.0,2454.2421875,28438.48445955655,-1459.65673828125,0.0,1966.215435969,30537728.0,1773987477.315084,0.0,0.0,,715.9931640625,0.0,0.0,0.0,-25.54471778869629,-3.817748438450508e-05,0.0833078920841217
0.0,35.3681640625,30791680.0,0.0,2830.36669921875,28248.325276495092,-1764.55859375,0.0,1978.185145092,30791680.0,1773987489.351383,0.0,0.0,,841.3037109375,0.0,0.0,0.0,-25.63180923461914,4.03447265853174e-05,0.08988785743713379
0.0,14.8173828125,31045632.0,0.0,2831.728759765625,28425.55374711195,-1799.2928466796875,0.2099609375,1990.162237095,31045632.0,1773987501.3211074,0.0,0.0,,837.3330078125,0.0,0.0009765625,0.2099609375,-25.95198631286621,1.0465447303431574e-05,0.0858585387468338
0.0,14.2900390625,31299584.0,0.0,2421.064697265625,28427.1544592429,-1432.7662353515625,0.0,2002.122229647,31299584.0,1773987513.2980356,0.0,0.0,,692.125,0.0,0.0,0.0,-26.145645141601562,-3.6329682188807055e-05,0.08189090341329575
0.0,13.673828125,31553536.0,0.0,3022.4638671875,28372.23791787379,-1805.950927734375,0.111328125,2033.282558294,31553536.0,1773987556.4192696,0.0,0.0,"{'_type': 'html-file', 'sha256': 'a7f74cee6cd2ce07d2b9d5ba3dff80268d466085586f3c02f831f6c3bedc8a00', 'path': 'media/html/render_31553536_a7f74cee6cd2ce07d2b9.html', 'size': 4135949.0}",879.8544921875,0.0,0.001953125,0.111328125,-25.74956703186035,6.0424521507229656e-05,0.08170997351408005
0.0,19.34375,31807488.0,0.0,2987.4736328125,28429.374512912782,-1852.0587158203125,0.0,2045.504017479,31807488.0,1773987556.6490996,0.0,0.0,,890.0625,0.0,0.0,0.0,-25.428590774536133,-3.1281273550121114e-05,0.08200833201408386
0.0,16.0087890625,32061440.0,0.0,2356.35791015625,28305.225143743464,-1493.484375,0.728515625,2057.45655272,32061440.0,1773987568.6401448,0.0,0.0,,708.05859375,0.0,0.0009765625,0.728515625,-26.528717041015625,1.4219625882105902e-05,0.0789533257484436
0.0,11.646484375,32315392.0,0.0,2730.08837890625,28502.307338377836,-1770.03857421875,0.3330078125,2069.414292273,32315392.0,1773987580.5926871,0.0,0.0,,824.6298828125,0.0,0.0009765625,0.3330078125,-26.73592185974121,2.3830796635593288e-05,0.0795222669839859
0.0,23.4521484375,32569344.0,0.0,3054.796630859375,28389.831999285903,-1894.9537353515625,0.5751953125,2081.38354662,32569344.0,1773987592.5504663,0.0,0.0,,909.25390625,0.0,0.0009765625,0.5751953125,-25.946762084960938,1.6446005247416906e-05,0.08004876226186752
0.0,4.14453125,32823296.0,0.0,3088.0302734375,28468.386660595344,-1971.075927734375,0.0,2113.53520221,32823296.0,1773987636.671898,0.0,0.0,"{'sha256': 'bad7697e338342d91223041bbf75b2efd5d4b7b51752e8d5d2c1768154752627', 'path': 'media/html/render_32823296_bad7697e338342d91223.html', 'size': 4041477.0, '_type': 'html-file'}",908.037109375,0.0,0.0,0.0,-26.854732513427734,1.1888024346262682e-05,0.08085712790489197
0.0,12.0576171875,33077248.0,0.0,2954.803466796875,28389.477119292096,-1902.9410400390625,0.0,2125.731982795,33077248.0,1773987636.854818,0.0,0.0,,869.6953125,0.0,0.0,0.0,-25.95872688293457,3.167807517456822e-05,0.07999729365110397
0.0,29.42578125,33331200.0,0.0,2478.398681640625,28361.27628546994,-1579.8104248046875,1.244140625,2137.713985808,33331200.0,1773987648.8678122,0.0,0.0,,753.9560546875,0.0,0.0029296875,1.244140625,-26.591358184814453,2.862227347577573e-06,0.08427123725414276
0.0,27.5341796875,33585152.0,0.0,2859.751220703125,28322.19245070461,-1803.3099365234375,0.0,2149.68737261,33585152.0,1773987660.8493452,0.0,0.0,,861.3515625,0.0,0.0,0.0,-25.583972930908203,-3.3760545193217695e-05,0.08196326345205307
0.0,25.5732421875,33839104.0,0.0,2868.00244140625,28439.519394414863,-1828.1495361328125,1.6044921875,2161.633602068,33839104.0,1773987672.8230639,0.0,0.0,,861.87890625,0.0,0.0078125,1.6044921875,-26.217044830322266,1.3293905794853345e-05,0.07858438789844513
0.0,18.9072265625,34093056.0,0.0,2857.802001953125,28430.96730774205,-1924.96484375,0.005859375,2194.160752935,34093056.0,1773987717.2974932,0.0,0.0,"{'_type': 'html-file', 'sha256': '87917be453a559bff0311112c1e40e4356b756a01a341f3e6537ca590297aebb', 'path': 'media/html/render_34093056_87917be453a559bff031.html', 'size': 4161137.0}",840.564453125,0.0,0.001953125,0.005859375,-26.316579818725586,2.5646502763265744e-05,0.08070932328701019
0.0,15.2626953125,34347008.0,0.0,2901.8017578125,28424.54561858616,-1787.134521484375,0.4345703125,2206.32505781,34347008.0,1773987717.4874802,0.0,0.0,,876.0673828125,0.0,0.0009765625,0.4345703125,-26.64881706237793,3.516113793011755e-05,0.07701141387224197
0.0,18.51171875,34600960.0,0.0,2745.1865234375,28357.773522653537,-1700.425048828125,0.00390625,2218.296794107,34600960.0,1773987729.4612334,0.0,0.0,,813.3759765625,0.0,0.0009765625,0.00390625,-26.501708984375,-1.9574711132008815e-06,0.07792934030294418
0.0,28.240234375,34854912.0,0.0,2490.949462890625,28446.993966304868,-1669.6937255859375,1.62109375,2230.240828395,34854912.0,1773987741.4328995,0.0,0.0,,743.8125,0.0,0.0048828125,1.62109375,-26.603946685791016,4.805656317330431e-06,0.0851324126124382
0.0,12.6181640625,35108864.0,0.0,2569.9287109375,28423.55576512159,-1629.435791015625,0.451171875,2242.198715016,35108864.0,1773987753.376408,0.0,0.0,,767.7939453125,0.0,0.001953125,0.451171875,-26.86443519592285,-3.068308069487102e-05,0.08452965319156647
0.0,24.794921875,35362816.0,0.0,2526.03076171875,28487.995771433045,-1635.9105224609375,1.7451171875,2274.308688606,35362816.0,1773987797.4454627,0.0,0.0,"{'_type': 'html-file', 'sha256': 'd77da8f80d443ce2f55b1908920533f9009d5498b5c2d7492f861dc667fc25e5', 'path': 'media/html/render_35362816_d77da8f80d443ce2f55b.html', 'size': 4045101.0}",758.4140625,0.0,0.0029296875,1.7451171875,-26.658567428588867,3.970400484831771e-06,0.09946173429489136
0.0,21.8056640625,35616768.0,0.0,2484.82080078125,28516.710401439286,-1718.399658203125,0.0,2286.484443202,35616768.0,1773987797.6327837,0.0,0.0,,757.625,0.0,0.0,0.0,-27.354124069213867,3.1070907425601035e-05,0.08564440160989761
0.0,19.6318359375,35870720.0,0.0,2597.0146484375,28415.96766217128,-1560.220458984375,0.755859375,2298.38991579,35870720.0,1773987809.6205204,0.0,0.0,,774.810546875,0.0,0.0029296875,0.755859375,-27.126066207885742,4.448579034033173e-07,0.09032389521598816
0.0,4.265625,36124672.0,0.0,3059.58544921875,28555.44909085713,-1841.127197265625,0.0,2310.350011637,36124672.0,1773987821.5261657,0.0,0.0,,897.6669921875,0.0,0.0,0.0,-27.73811912536621,-1.035423883877229e-05,0.08534636348485947
0.0,13.642578125,36378624.0,0.0,2785.69580078125,28493.6290350889,-1851.593505859375,0.0,2322.272595268,36378624.0,1773987833.486146,0.0,0.0,,828.0478515625,0.0,0.0,0.0,-26.97783660888672,1.9504492229316384e-05,0.0886044129729271
0.0,12.4482421875,36632576.0,0.0,2676.704345703125,28497.081576767763,-1695.8797607421875,0.0,2353.299430961,36632576.0,1773987876.4361012,0.0,0.0,"{'path': 'media/html/render_36632576_01a360d669194c16c975.html', 'size': 4091409.0, '_type': 'html-file', 'sha256': '01a360d669194c16c975cd633f54f8ae110ec0c1e78327e99e6de9f3358d1cbc'}",780.9296875,0.0,0.0,0.0,-27.23509979248047,2.0415559447428677e-06,0.08734983950853348
0.0,6.2431640625,36886528.0,0.0,2951.61279296875,28516.719562983755,-1846.862548828125,0.0,2365.509607159,36886528.0,1773987876.65715,0.0,0.0,,878.107421875,0.0,0.0,0.0,-27.283279418945312,6.202929398568813e-06,0.09166023880243301
0.0,27.94921875,37140480.0,0.0,2894.4443359375,28309.90899032237,-1858.67578125,0.0390625,2377.476286832,37140480.0,1773987888.6456056,0.0,0.0,,838.86328125,0.0,0.001953125,0.0390625,-26.537025451660156,6.73560134600848e-06,0.08961818367242813
0.0,8.3349609375,37394432.0,0.0,2725.1572265625,28456.362284127492,-1617.579833984375,0.595703125,2389.395688286,37394432.0,1773987900.6121528,0.0,0.0,,798.6748046875,0.0,0.0009765625,0.595703125,-26.888107299804688,1.3816329555993434e-05,0.08942591398954391
0.0,2.443359375,37648384.0,0.0,2505.436767578125,28509.56542623846,-1636.44921875,0.0,2401.348441556,37648384.0,1773987912.5317206,0.0,0.0,,736.5859375,0.0,0.0,0.0,-27.45586585998535,9.005871106637642e-07,0.08858418464660645
0.0,23.4169921875,37902336.0,0.0,2832.17724609375,28513.439342908467,-1826.064697265625,1.1865234375,2433.587527368,37902336.0,1773987956.724252,0.0,0.0,"{'sha256': '7022ac1ce3bdf3c37259d6f7623a1d47f62df920387bb73ca60acf05abf13d46', 'path': 'media/html/render_37902336_7022ac1ce3bdf3c37259.html', 'size': 4153777.0, '_type': 'html-file'}",836.2197265625,0.0,0.0029296875,1.1865234375,-26.418956756591797,-2.248818162797761e-07,0.0857316181063652
0.0,23.568359375,38156288.0,0.0,2477.551025390625,28566.337652841637,-1513.68115234375,0.7431640625,2445.764317774,38156288.0,1773987956.919752,0.0,0.0,,741.072265625,0.0,0.0029296875,0.7431640625,-26.973039627075195,3.071037099289242e-06,0.09541692584753036
0.0,20.125,38410240.0,0.0,2035.80078125,28473.383452565442,-1283.3392333984375,0.0048828125,2457.711028307,38410240.0,1773987968.9002662,0.0,0.0,,614.326171875,0.0,0.0009765625,0.0048828125,-26.98700523376465,1.438959407096263e-05,0.0924294963479042
0.0,18.568359375,38664192.0,0.0,2873.302001953125,28420.186229146795,-1823.293212890625,0.0,2469.652626542,38664192.0,1773987980.8469596,0.0,0.0,,860.11328125,0.0,0.0,0.0,-26.4591064453125,1.336316199740395e-05,0.08850513398647308
0.0,11.216796875,38918144.0,0.0,2573.078125,28547.198216207304,-1560.168212890625,0.16796875,2481.558915596,38918144.0,1773987992.7884417,0.0,0.0,,749.9697265625,0.0,0.0029296875,0.16796875,-27.613237380981445,-1.6846937796799466e-05,0.10028181225061417
0.0,35.359375,39172096.0,0.0,2736.275146484375,28556.621176817036,-1746.117431640625,3.2099609375,2513.80782539,39172096.0,1773988036.9445627,0.0,0.0,"{'_type': 'html-file', 'sha256': '6c312f8936766b6762a72967273347b257ef3f56ce19fd5a42235c702e2ba8f9', 'path': 'media/html/render_39172096_6c312f8936766b6762a7.html', 'size': 4162493.0}",834.2646484375,0.0,0.0107421875,3.2099609375,-27.8813419342041,-3.0493351005134173e-05,0.09732132405042648
0.0,20.80078125,39426048.0,0.0,2171.96044921875,28587.86655444286,-1417.0892333984375,0.0380859375,2525.965017394,39426048.0,1773988037.1345472,0.0,0.0,,662.9716796875,0.0,0.0009765625,0.0380859375,-27.51938819885254,1.636989509279374e-05,0.08866952359676361
0.0,38.5068359375,39680000.0,0.0,2593.01220703125,28381.538904395406,-1751.173583984375,1.603515625,2537.920926743,39680000.0,1773988049.1010756,0.0,0.0,,784.8798828125,0.0,0.0078125,1.603515625,-27.150787353515625,3.286930950707756e-05,0.08577860891819
0.0,15.4921875,39933952.0,0.0,2916.80126953125,28509.915683924137,-1808.1346435546875,0.0,2549.864899426,39933952.0,1773988061.0570874,0.0,0.0,,854.66796875,0.0,0.0,0.0,-26.813392639160156,-1.2432384437488508e-06,0.09809039533138275
0.0,6.3193359375,40187904.0,0.0,2935.57275390625,28431.190419505256,-1713.9136962890625,0.0,2561.823265377,40187904.0,1773988073.0009432,0.0,0.0,,852.6826171875,0.0,0.0,0.0,-26.626516342163086,-1.3052847862127237e-05,0.09407204389572144
0.0,21.3642578125,40441856.0,0.0,2869.433837890625,28487.419767744297,-1924.566650390625,0.7216796875,2592.745707995,40441856.0,1773988115.8823957,0.0,0.0,"{'_type': 'html-file', 'sha256': '27c32435f000b27e0b7ba20913baf83737e6f2742f5b809ffea8f09b1143f18b', 'path': 'media/html/render_40441856_27c32435f000b27e0b7b.html', 'size': 4141401.0}",858.630859375,0.0,0.0009765625,0.7216796875,-27.150375366210938,1.4618801287724636e-05,0.09292778372764587
0.0,5.40625,40695808.0,0.0,2677.4072265625,28445.704757155458,-1551.262451171875,0.0,2604.917266628,40695808.0,1773988116.0699754,0.0,0.0,,772.93359375,0.0,0.0,0.0,-26.478185653686523,1.1391127372917254e-05,0.09763199090957642
0.0,38.666015625,40949760.0,0.0,2265.16064453125,28442.654271532218,-1466.01171875,6.3935546875,2616.856665355,40949760.0,1773988128.053223,0.0,0.0,,690.6962890625,0.0,0.0146484375,6.3935546875,-26.907442092895508,2.286561721120961e-05,0.0973508358001709
0.0,9.9873046875,41203712.0,0.0,2840.23046875,28517.53038298321,-1754.7520751953125,0.0,2628.80283988,41203712.0,1773988139.9927065,0.0,0.0,,834.82421875,0.0,0.0,0.0,-27.259490966796875,-2.2796059056418017e-05,0.10256555676460266
0.0,17.544921875,41457664.0,0.0,2562.248291015625,28547.221169079734,-1602.3955078125,1.1025390625,2640.727512591,41457664.0,1773988151.9387577,0.0,0.0,,759.0283203125,0.0,0.00390625,1.1025390625,-27.596731185913086,-1.4187519809638616e-05,0.09450776129961014
0.0,10.0830078125,41711616.0,0.0,2588.3583984375,28491.59556017122,-1535.4918212890625,0.0,2673.323370483,41711616.0,1773988196.4601154,0.0,0.0,"{'_type': 'html-file', 'sha256': '307e4ddcb3707261eb9b7fc2963d6832b79efec2fb107f1bb088557661467e9d', 'path': 'media/html/render_41711616_307e4ddcb3707261eb9b.html', 'size': 4194213.0}",764.59375,0.0,0.0,0.0,-27.37589454650879,1.1209838703507558e-05,0.10773915797472
0.0,31.4873046875,41965568.0,0.0,3057.98095703125,28509.895080292623,-2040.8232421875,0.05859375,2685.581283262,41965568.0,1773988196.7522511,0.0,0.0,,919.634765625,0.0,0.0009765625,0.05859375,-27.72623634338379,-2.4527431378373876e-05,0.10233130306005478
0.0,26.6474609375,42219520.0,0.0,2549.366943359375,28390.46535727011,-1568.368896484375,0.0,2697.556645631,42219520.0,1773988208.7172275,0.0,0.0,,772.1005859375,0.0,0.0,0.0,-27.425445556640625,4.922672815155238e-05,0.10194703191518784
0.0,21.8955078125,42473472.0,0.0,2849.92724609375,28437.855790491427,-1839.860107421875,0.0048828125,2709.477018112,42473472.0,1773988220.6920033,0.0,0.0,,843.8359375,0.0,0.0009765625,0.0048828125,-26.66249656677246,1.3222959751146846e-05,0.10323849320411682
0.0,13.513671875,42727424.0,0.0,2773.623291015625,28498.30453670585,-1809.95703125,0.1015625,2721.447637307,42727424.0,1773988232.612955,0.0,0.0,,824.205078125,0.0,0.001953125,0.1015625,-27.71448516845703,-2.633290205267258e-05,0.09986235201358795
0.0,23.9775390625,42981376.0,0.0,2978.33251953125,28487.77710062315,-1788.5023193359375,0.0029296875,2754.030559381,42981376.0,1773988277.1671758,0.0,0.0,"{'_type': 'html-file', 'sha256': 'c11885d59611bc9d8dedf92de45717cb17d33bbe88c3ef0197367c251b9a99d5', 'path': 'media/html/render_42981376_c11885d59611bc9d8ded.html', 'size': 4076073.0}",879.548828125,0.0,0.0009765625,0.0029296875,-26.345367431640625,6.486867641797289e-05,0.09549938142299652
