training/entropy,_step,training/log_alpha,training/critic_loss,eval/episode_success_any,_timestamp,training/actor_loss,eval/episode_reward_survive,training/sps,eval/episode_reward_dist,eval/episode_reward_near,eval/episode_success_easy,training/alpha_loss,eval/episode_success_hard,eval/episode_success,eval/episode_reward_ctrl,_runtime,render,step,eval/episode_dist,eval/episode_reward
0.0,3872768.0,0.0,0.06528271734714508,0.0009765625,1774008853.908592,-20.498367309570312,764.775390625,28067.992682070802,0.0,0.0,18.2197265625,1.7240294255316257e-05,0.0,0.552734375,-1432.0145263671875,276.813011266,,3872768.0,2577.916748046875,0.552734375
0.0,4126720.0,0.0,0.06108800694346428,0.0,1774008866.0139532,-21.480270385742188,784.541015625,27959.51570650538,0.0,0.0,10.7294921875,3.027741695404984e-05,0.0,0.0,-1481.9974365234375,288.876977673,,4126720.0,2671.760498046875,0.0
0.0,4380672.0,0.0,0.06300336122512817,0.0,1774008878.077452,-22.900728225708008,779.57421875,28202.720563020783,0.0,0.0,12.5224609375,2.9228276616777293e-05,0.0,0.0,-1463.3656005859375,300.887133628,,4380672.0,2639.1962890625,0.0
0.0,4634624.0,0.0,0.057029008865356445,0.0,1774008890.0883126,-23.41301918029785,761.5849609375,28227.390577561888,0.0,0.0,7.1318359375,-3.610551502220005e-08,0.0,0.0,-1418.745361328125,312.923507862,,4634624.0,2604.98046875,0.0
0.0,4888576.0,0.0,0.05799054726958275,0.0,1774008933.6502821,-23.838407516479492,647.4453125,28288.7777638464,0.0,0.0,10.775390625,-6.203277280292241e-06,0.0,0.0,-1286.83544921875,344.448663414,"{'size': 4145729.0, '_type': 'html-file', 'sha256': 'c68606efc6cb93f51055b5485f9c6a1f4630abce45551aa7a0e42c99c435b7ce', 'path': 'media/html/render_4888576_c68606efc6cb93f51055.html'}",4888576.0,2229.509521484375,0.0
0.0,5142528.0,0.0,0.05814244598150253,0.0,1774008933.820093,-24.814056396484375,813.9072265625,28320.224784469287,0.0,0.0,6.5439453125,8.11009740573354e-05,0.0,0.0,-1653.2552490234375,356.694733501,,5142528.0,2808.9296875,0.0
0.0,5396480.0,0.0,0.05689365789294243,0.0,1774008945.8957653,-23.560001373291016,889.380859375,28178.9852051,0.0,0.0,6.853515625,-3.2869702408788726e-05,0.0,0.0,-1766.791015625,368.691395799,,5396480.0,3036.4296875,0.0
0.0,5650432.0,0.0,0.061672892421483994,0.0029296875,1774008957.8923652,-23.86774253845215,754.45703125,28274.51540430773,0.0,0.0,23.3095703125,-1.1087246321039856e-06,0.0,0.025390625,-1559.019775390625,380.683133671,,5650432.0,2578.315185546875,0.025390625
0.0,5904384.0,0.0,0.05358611047267914,0.0,1774008969.8842254,-24.59758186340332,783.8251953125,28411.73670605021,0.0,0.0,13.04296875,2.3183607481769286e-05,0.0,0.0,-1487.30615234375,392.643992245,,5904384.0,2666.40966796875,0.0
0.0,6158336.0,0.0,0.061466701328754425,0.0009765625,1774009013.863877,-25.039766311645508,775.98828125,28377.36809090972,0.0,0.0,6.189453125,3.1464816856896505e-05,0.0,0.3525390625,-1579.47216796875,424.662280152,"{'path': 'media/html/render_6158336_6650527668e0e6c88c1f.html', 'size': 4164053.0, '_type': 'html-file', 'sha256': '6650527668e0e6c88c1f6eaa3daec36c501d82f3424290e691b1bf8db0345134'}",6158336.0,2706.48583984375,0.3525390625
0.0,6412288.0,0.0,0.0545286126434803,0.0009765625,1774009014.051507,-24.533782958984375,937.4453125,28420.799708841743,0.0,0.0,5.888671875,1.2407565918692853e-05,0.0,0.5244140625,-1896.322509765625,436.839704044,,6412288.0,3241.3408203125,0.5244140625
0.0,6666240.0,0.0,0.06117852404713631,0.0029296875,1774009026.0408456,-24.6109619140625,862.9638671875,28301.578293653936,0.0,0.0,11.33203125,3.308305622340413e-06,0.0,0.224609375,-1729.35888671875,448.834364666,,6666240.0,2953.7568359375,0.224609375
0.0,6920192.0,0.0,0.06228213384747505,0.0009765625,1774009038.0353706,-24.63650894165039,887.2880859375,28411.882214251968,0.0,0.0,13.658203125,8.944718501879834e-06,0.0,0.7490234375,-1788.083740234375,460.808098664,,6920192.0,3020.217041015625,0.7490234375
0.0,7174144.0,0.0,0.06708990037441254,0.0,1774009050.0092432,-24.651575088500977,725.3017578125,28325.06725600643,0.0,0.0,10.369140625,-2.6574785806587897e-05,0.0,0.0,-1562.906494140625,472.792590924,,7174144.0,2443.776611328125,0.0
0.0,7428096.0,0.0,0.06471775472164154,0.0009765625,1774009093.7975585,-25.278547286987305,849.802734375,28438.03801054818,0.0,0.0,16.9267578125,2.8920590921188705e-05,0.0,0.0009765625,-1641.6328125,504.595998011,"{'path': 'media/html/render_7428096_c8b21d37dd7310354352.html', 'size': 4177125.0, '_type': 'html-file', 'sha256': 'c8b21d37dd731035435295dc6e5bf28f223f0e02a48b6a264bb2de3eedec310e'}",7428096.0,2819.341064453125,0.0009765625
0.0,7682048.0,0.0,0.06316950172185898,0.0009765625,1774009093.9792514,-25.795106887817383,835.0185546875,28424.936269385777,0.0,0.0,15.755859375,-3.6627672670874745e-05,0.0,0.0048828125,-1764.6129150390625,516.787891177,,7682048.0,2836.081298828125,0.0048828125
0.0,7936000.0,0.0,0.06129692494869232,0.0,1774009105.9887917,-25.435325622558594,796.4345703125,28380.986102840427,0.0,0.0,5.2041015625,2.0454575860640034e-05,0.0,0.0,-1584.884033203125,528.694648502,,7936000.0,2692.3984375,0.0
0.0,8189952.0,0.0,0.06936776638031006,0.0,1774009117.8956435,-27.335783004760742,908.1455078125,28553.751229727182,0.0,0.0,2.6298828125,-1.3584064618044067e-05,0.0,0.0,-1907.575439453125,540.679891785,,8189952.0,3131.59619140625,0.0
0.0,8443904.0,0.0,0.06259749829769135,0.001953125,1774009129.8810713,-26.223360061645508,806.009765625,28449.98687101475,0.0,0.0,17.123046875,6.290600595093565e-06,0.0,0.51171875,-1612.176513671875,552.589491668,,8443904.0,2723.783203125,0.51171875
0.0,8697856.0,0.0,0.07042692601680756,0.0,1774009173.5964944,-27.240236282348633,691.9111328125,28546.261005439792,0.0,0.0,12.5986328125,1.473135307605844e-05,0.0,0.0,-1480.626220703125,584.394859564,"{'path': 'media/html/render_8697856_af1828ba7c555bee9f28.html', 'size': 4126253.0, '_type': 'html-file', 'sha256': 'af1828ba7c555bee9f28dee8fa5562be41a4178fc6b57cb78f7455d353a0baca'}",8697856.0,2274.047607421875,0.0
0.0,8951808.0,0.0,0.061094027012586594,0.0,1774009173.7726212,-28.313783645629883,824.4150390625,28610.30243594476,0.0,0.0,11.71484375,1.2949327356182039e-05,0.0,0.0,-1701.16650390625,596.537747209,,8951808.0,2771.227783203125,0.0
0.0,9205760.0,0.0,0.0572289377450943,0.0009765625,1774009185.7385395,-26.680830001831055,815.3837890625,28373.651232598077,0.0,0.0,12.828125,2.7262740331934765e-05,0.0,0.10546875,-1591.362060546875,608.515973882,,9205760.0,2780.0625,0.10546875
0.0,9459712.0,0.0,0.06840793788433075,0.0,1774009197.7169929,-26.432205200195312,823.396484375,28456.178308717797,0.0,0.0,9.525390625,-1.4983166693127714e-05,0.0,0.0,-1682.5838623046875,620.413241755,,9459712.0,2794.337890625,0.0
0.0,9713664.0,0.0,0.06430256366729736,0.0,1774009209.6142325,-27.842300415039062,821.466796875,28590.146314991267,0.0,0.0,6.1484375,1.4213946997188032e-05,0.0,0.0,-1631.7845458984375,632.387732782,,9713664.0,2786.30615234375,0.0
0.0,9967616.0,0.0,0.06410595774650574,0.0,1774009252.741033,-27.058683395385742,699.322265625,28475.21107569995,0.0,0.0,4.8427734375,6.240765060283593e-07,0.0,0.0,-1427.402587890625,663.539433419,"{'_type': 'html-file', 'sha256': '725f8a31f14216432f241ccb74bac113131515333b83a51d38071e3ea18a796d', 'path': 'media/html/render_9967616_725f8a31f14216432f24.html', 'size': 4057729.0}",9967616.0,2413.2509765625,0.0
0.0,10221568.0,0.0,0.06139824166893959,0.0009765625,1774009252.9425004,-27.842470169067383,878.9794921875,28520.06239267677,0.0,0.0,17.40625,-3.312506669317372e-05,0.0,0.7109375,-1782.5322265625,675.757298171,,10221568.0,2955.39208984375,0.7109375
0.0,10475520.0,0.0,0.06172436103224754,0.0,1774009264.9584513,-27.223621368408203,855.6787109375,28363.995128479495,0.0,0.0,9.0654296875,-1.7265718270209618e-05,0.0,0.0,-1682.37158203125,687.707440787,,10475520.0,2928.75,0.0
0.0,10729472.0,0.0,0.05837390199303627,0.0,1774009276.9083443,-28.817363739013672,817.3720703125,28522.274833099535,0.0,0.0,7.41015625,5.22601003467571e-05,0.0,0.0,-1630.978515625,699.641697183,,10729472.0,2750.727783203125,0.0
0.0,10983424.0,0.0,0.06640393286943436,0.0,1774009288.8426716,-28.919424057006836,823.80859375,28589.193237239208,0.0,0.0,10.697265625,-1.404591148457257e-05,0.0,0.0,-1631.92138671875,711.54118307,,10983424.0,2808.93505859375,0.0
0.0,11237376.0,0.0,0.06443513184785843,0.001953125,1774009332.1901684,-29.827045440673828,859.9169921875,28580.632966936253,0.0,0.0,8.9755859375,1.3691107596969232e-05,0.0,0.5810546875,-1757.21435546875,742.988547033,"{'path': 'media/html/render_11237376_57140d985bc2b147f18e.html', 'size': 4071513.0, '_type': 'html-file', 'sha256': '57140d985bc2b147f18e64a14ae987e625a85fb23aa3a5dea86d7ab5167cc425'}",11237376.0,2983.7001953125,0.5810546875
0.0,11491328.0,0.0,0.06767447292804718,0.001953125,1774009332.3708878,-29.58133888244629,831.0986328125,28597.95442920085,0.0,0.0,21.80859375,-5.203485125093721e-05,0.0,0.5166015625,-1637.99365234375,755.085655673,,11491328.0,2801.5810546875,0.5166015625
0.0,11745280.0,0.0,0.06310538947582245,0.001953125,1774009344.2866821,-30.119407653808594,758.6708984375,28554.33144990979,0.0,0.0,31.1552734375,8.258410525741056e-05,0.0,0.0029296875,-1550.70849609375,767.004639745,,11745280.0,2540.7578125,0.0029296875
0.0,11999232.0,0.0,0.07014798372983932,0.0009765625,1774009356.2057016,-30.160430908203125,757.166015625,28645.112372547428,0.0,0.0,12.373046875,3.0029948447918287e-06,0.0,0.0087890625,-1552.72412109375,778.912020816,,11999232.0,2584.760009765625,0.0087890625
0.0,12253184.0,0.0,0.06762620061635971,0.0,1774009368.112534,-29.44664764404297,926.8232421875,28552.008414591528,0.0,0.0,10.0810546875,1.9574494217522442e-05,0.0,0.0,-1825.048828125,790.837994038,,12253184.0,3180.107421875,0.0
0.0,12507136.0,0.0,0.07033618539571762,0.0,1774009412.0956247,-30.020153045654297,711.3544921875,28621.655872726657,0.0,0.0,13.365234375,-2.304738472957979e-06,0.0,0.0,-1449.2823486328125,822.894039245,"{'size': 4029889.0, '_type': 'html-file', 'sha256': 'de7d091d45aea3fc431b2d4221f176f94c3b9e42eefa9aa3b7bcd46d35647370', 'path': 'media/html/render_12507136_de7d091d45aea3fc431b.html'}",12507136.0,2365.578125,0.0
0.0,12761088.0,0.0,0.07246407121419907,0.001953125,1774009412.2816236,-29.754032135009766,764.55859375,28583.0204898152,0.0,0.0,27.73828125,-2.1428879335871898e-05,0.0,0.8662109375,-1531.810546875,835.044999117,,12761088.0,2585.535400390625,0.8662109375
0.0,13015040.0,0.0,0.0704391822218895,0.0,1774009424.24601,-28.960716247558594,892.3818359375,28517.73882156286,0.0,0.0,13.490234375,4.3836600525537506e-05,0.0,0.0,-1765.0614013671875,846.915454052,,13015040.0,3005.6826171875,0.0
0.0,13268992.0,0.0,0.07175897806882858,0.0029296875,1774009436.1163516,-30.408653259277344,847.4384765625,28670.384494381582,0.0,0.0,11.625,-5.254629286355339e-05,0.0,1.087890625,-1634.64599609375,858.825175907,,13268992.0,2869.037353515625,1.087890625
0.0,13522944.0,0.0,0.07737823575735092,0.0009765625,1774009448.0260866,-30.20136833190918,849.1064453125,28675.51189683672,0.0,0.0,17.5986328125,6.053816832718439e-06,0.0,0.009765625,-1872.632080078125,870.702069167,,13522944.0,2813.084228515625,0.009765625
0.0,13776896.0,0.0,0.08118171989917755,0.005859375,1774009491.455811,-30.054513931274414,749.4541015625,28648.95694764551,0.0,0.0,36.6796875,-1.5666777471778914e-05,0.0,1.41015625,-1516.4429931640625,902.254258002,"{'path': 'media/html/render_13776896_471f085f7b0be3fbebcf.html', 'size': 4093989.0, '_type': 'html-file', 'sha256': '471f085f7b0be3fbebcf16f9f752a79aad7187a1360a30e67cdf6a75e75e82a1'}",13776896.0,2499.1318359375,1.41015625
0.0,14030848.0,0.0,0.0827583372592926,0.00390625,1774009491.643097,-29.168212890625,815.474609375,28581.659867339367,0.0,0.0,39.4443359375,3.546742664184421e-05,0.0,0.8388671875,-1767.68310546875,914.363446501,,14030848.0,2617.114013671875,0.8388671875
0.0,14284800.0,0.0,0.07834997773170471,0.0,1774009503.5640872,-29.919641494750977,898.646484375,28514.83011902802,0.0,0.0,22.15234375,-2.359429890930187e-05,0.0,0.0,-1890.7705078125,926.307561708,,14284800.0,3075.380126953125,0.0
0.0,14538752.0,0.0,0.08406946808099747,0.00390625,1774009515.5084639,-29.049203872680664,845.5185546875,28561.528752424234,0.0,0.0,37.162109375,-1.9954697563662194e-05,0.0,1.8154296875,-1723.44580078125,938.218677427,,14538752.0,2844.240234375,1.8154296875
0.0,14792704.0,0.0,0.08298733830451965,0.0029296875,1774009527.4193811,-29.301645278930664,890.853515625,28535.708818034098,0.0,0.0,18.15625,4.754789188154973e-05,0.0,0.8232421875,-1927.05615234375,950.148948868,,14792704.0,2982.08251953125,0.8232421875
0.0,15046656.0,0.0,0.09135200828313828,0.0009765625,1774009570.8397074,-29.544986724853516,847.62109375,28616.09795938018,0.0,0.0,19.466796875,-4.185614307061769e-05,0.0,0.0859375,-1719.199462890625,981.638096281,"{'path': 'media/html/render_15046656_86b1cc0ef9c8adefc163.html', 'size': 4158461.0, '_type': 'html-file', 'sha256': '86b1cc0ef9c8adefc16375e8ee72b2b7677f419bc9224db03378ba91b5c0c7f0'}",15046656.0,2845.5302734375,0.0859375
0.0,15300608.0,0.0,0.08796197921037674,0.0009765625,1774009571.076469,-29.570636749267578,866.8603515625,28599.88792612153,0.0,0.0,18.5947265625,2.0106532247154973e-05,0.0,0.0068359375,-1880.8778076171875,993.857491773,,15300608.0,2889.224365234375,0.0068359375
0.0,15554560.0,0.0,0.10821107029914856,0.0009765625,1774009583.0585284,-29.23146629333496,902.7529296875,28468.37220394923,0.0,0.0,19.2919921875,-7.641014963155612e-05,0.0,0.0830078125,-1887.922119140625,1005.747548971,,15554560.0,3049.220458984375,0.0830078125
0.0,15808512.0,0.0,0.09356515109539032,0.001953125,1774009594.9485629,-29.761735916137695,755.1484375,28604.78503529421,0.0,0.0,21.7021484375,3.448034476605244e-05,0.0,0.01171875,-1640.9287109375,1017.709330126,,15808512.0,2463.4228515625,0.01171875
0.0,16062464.0,0.0,0.09021449089050293,0.0,1774009606.9103253,-28.486539840698242,822.099609375,28507.154299693684,0.0,0.0,48.625,2.0083438357687555e-05,0.0,0.0,-1740.42236328125,1029.633813436,,16062464.0,2729.23876953125,0.0
0.0,16316416.0,0.0,0.09333577752113342,0.005859375,1774009651.2934444,-29.082796096801758,911.0908203125,28513.64619509269,0.0,0.0,40.8447265625,-4.010424277112179e-07,0.0,1.0615234375,-1821.458251953125,1062.091958709,"{'_type': 'html-file', 'sha256': 'c6e0cf32e873cb8b3659b2e483f2643aecbc9ba1dde072ce9e44328a3d890fd0', 'path': 'media/html/render_16316416_c6e0cf32e873cb8b3659.html', 'size': 4070897.0}",16316416.0,3005.737060546875,1.0615234375
0.0,16570368.0,0.0,0.09820130467414856,0.0029296875,1774009651.4789438,-28.761072158813477,823.6328125,28533.8229719919,0.0,0.0,18.724609375,-5.358815542422235e-05,0.0,1.2548828125,-1700.22998046875,1074.218625233,,16570368.0,2761.53564453125,1.2548828125
0.0,16824320.0,0.0,0.09226132929325104,0.0009765625,1774009663.4196498,-29.7884521484375,868.2333984375,28490.351838517137,0.0,0.0,20.0146484375,-1.570216045365669e-05,0.0,0.0107421875,-1800.870849609375,1086.152965068,,16824320.0,2908.50439453125,0.0107421875
0.0,17078272.0,0.0,0.09761331975460052,0.0009765625,1774009675.3539698,-29.21375846862793,936.32421875,28596.79199971026,0.0,0.0,18.1767578125,4.09228123317007e-05,0.0,0.2666015625,-2097.00341796875,1098.07785871,,17078272.0,3229.03173828125,0.2666015625
0.0,17332224.0,0.0,0.08941677212715149,0.0,1774009687.2787938,-28.49540138244629,927.4873046875,28492.504033334633,0.0,0.0,6.15234375,3.451383963692933e-05,0.0,0.0,-1763.87890625,1110.072476788,,17332224.0,3174.980224609375,0.0
0.0,17586176.0,0.0,0.09331364184617996,0.0009765625,1774009730.908349,-27.143035888671875,827.9208984375,28406.645615356752,0.0,0.0,17.076171875,1.8877310139941983e-05,0.0,0.494140625,-1655.1552734375,1141.706722156,"{'path': 'media/html/render_17586176_639c16e764a03b1614d2.html', 'size': 4143229.0, '_type': 'html-file', 'sha256': '639c16e764a03b1614d283dcb1e489997bee3f31540dc667a507edf7105f405d'}",17586176.0,2744.740966796875,0.494140625
0.0,17840128.0,0.0,0.09847581386566162,0.0,1774009731.0889485,-28.870075225830078,691.7685546875,28500.97955559047,0.0,0.0,6.8388671875,-2.423703517706599e-05,0.0,0.0,-1568.087646484375,1153.888374619,,17840128.0,2252.08251953125,0.0
0.0,18094080.0,0.0,0.09565658867359161,0.0107421875,1774009743.089494,-28.861412048339844,794.3525390625,28404.60029727509,0.0,0.0,61.2568359375,1.1918377822439652e-06,0.0,3.091796875,-1657.0994873046875,1165.807098721,,18094080.0,2548.311279296875,3.091796875
0.0,18348032.0,0.0,0.09562472999095917,0.005859375,1774009755.0079923,-28.927837371826172,877.599609375,28521.462215857293,0.0,0.0,57.28515625,-1.7142338037956506e-05,0.0,2.53125,-1792.25634765625,1177.780593606,,18348032.0,2922.7255859375,2.53125
0.0,18601984.0,0.0,0.10509098321199417,0.0009765625,1774009766.9810913,-28.607641220092773,675.52734375,28485.350613301092,0.0,0.0,20.4072265625,-2.2073797936172923e-06,0.0,0.16015625,-1463.07177734375,1189.67772435,,18601984.0,2262.98388671875,0.16015625
0.0,18855936.0,0.0,0.10701780021190643,0.001953125,1774009810.664379,-29.059614181518555,835.7724609375,28577.70375366259,0.0,0.0,31.1796875,2.1033663870184682e-05,0.0,0.3046875,-1890.055908203125,1221.462855045,"{'path': 'media/html/render_18855936_4fc7a52a509ec9177060.html', 'size': 4061261.0, '_type': 'html-file', 'sha256': '4fc7a52a509ec91770602cca9a43717b47bf2046a9734f99e32e5d960ebdba85'}",18855936.0,2777.874267578125,0.3046875
0.0,19109888.0,0.0,0.10775063931941986,0.001953125,1774009810.8500223,-28.266969680786133,661.4189453125,28518.629110016063,0.0,0.0,23.859375,-7.015847586444579e-06,0.0,0.96484375,-1484.88818359375,1233.595112972,,19109888.0,2169.490234375,0.96484375
0.0,19363840.0,0.0,0.11576946079730988,0.0029296875,1774009822.7962193,-28.846332550048828,804.1494140625,28438.60670399149,0.0,0.0,26.67578125,-4.547400749288499e-06,0.0,2.1171875,-1535.71630859375,1245.558296184,,19363840.0,2668.974609375,2.1171875
0.0,19617792.0,0.0,0.1188877522945404,0.0009765625,1774009834.7593575,-28.61227798461914,830.9013671875,28505.59720339218,0.0,0.0,11.8251953125,2.7765507184085436e-05,0.0,0.025390625,-1518.666015625,1257.472227178,,19617792.0,2842.24609375,0.025390625
0.0,19871744.0,0.0,0.10897316783666611,0.0,1774009846.6730645,-28.777368545532227,811.447265625,28535.46800905514,0.0,0.0,15.833984375,-2.3551383492304012e-05,0.0,0.0,-1690.039306640625,1269.43682906,,19871744.0,2737.292236328125,0.0
0.0,20125696.0,0.0,0.1045398861169815,0.00390625,1774009889.892102,-28.658817291259766,853.498046875,28494.138973679932,0.0,0.0,50.794921875,9.123925337917171e-06,0.0,2.400390625,-1748.5889892578125,1300.69050015,"{'path': 'media/html/render_20125696_a884b902f0266455396d.html', 'size': 4144841.0, '_type': 'html-file', 'sha256': 'a884b902f0266455396d6afc732e5e7f7299faab6523b43864640ba088e3015d'}",20125696.0,2811.33544921875,2.400390625
0.0,20379648.0,0.0,0.10921342670917511,0.0009765625,1774009890.0932503,-28.11746597290039,861.873046875,28405.128264147195,0.0,0.0,21.2099609375,5.370188591768965e-05,0.0,0.7451171875,-1633.646728515625,1312.883598729,,20379648.0,2841.033203125,0.7451171875
0.0,20633600.0,0.0,0.12178284674882889,0.0029296875,1774009902.0846064,-28.116004943847656,740.9638671875,28436.458088462045,0.0,0.0,28.462890625,-5.06690630572848e-05,0.0,1.3798828125,-1603.8348388671875,1324.851635273,,20633600.0,2404.3369140625,1.3798828125
0.0,20887552.0,0.0,0.1140875518321991,0.0009765625,1774009914.0527163,-27.65172004699707,794.6904296875,28436.233375698615,0.0,0.0,20.0283203125,1.4126852875051554e-05,0.0,0.87109375,-1617.2904052734375,1336.826604591,,20887552.0,2627.07568359375,0.87109375
0.0,21141504.0,0.0,0.11727090179920197,0.0,1774009926.0277073,-27.678735733032227,928.9638671875,28479.962014164368,0.0,0.0,14.3173828125,3.4496999433031306e-05,0.0,0.0,-1944.350341796875,1348.769441143,,21141504.0,3120.0556640625,0.0
0.0,21395456.0,0.0,0.10989245772361755,0.009765625,1774009970.833097,-27.860666275024414,888.1865234375,28423.25237556487,0.0,0.0,29.572265625,2.073263021884486e-05,0.0,3.8349609375,-1798.590087890625,1381.631465486,"{'size': 4221917.0, '_type': 'html-file', 'sha256': 'b0bb4aed268c72bbe2e2bcb90725c8d8488cbacd738dbb8d058123c7bfe82d3f', 'path': 'media/html/render_21395456_b0bb4aed268c72bbe2e2.html'}",21395456.0,2947.58642578125,3.8349609375
0.0,21649408.0,0.0,0.11903011053800583,0.00390625,1774009971.0680392,-28.50399398803711,848.1259765625,28542.253497903705,0.0,0.0,38.3662109375,-6.532188126584515e-05,0.0,0.9365234375,-1923.4500732421875,1393.839986861,,21649408.0,2767.73974609375,0.9365234375
0.0,21903360.0,0.0,0.11773786693811417,0.0,1774009983.041064,-28.189191818237305,870.0458984375,28364.345595058097,0.0,0.0,18.712890625,4.477191760088317e-05,0.0,0.0,-1815.852783203125,1405.808843134,,21903360.0,2888.79833984375,0.0
0.0,22157312.0,0.0,0.12769390642642975,0.001953125,1774009995.0094042,-28.2623291015625,807.6083984375,28482.185754274273,0.0,0.0,24.1181640625,-2.6406058168504387e-05,0.0,0.86328125,-1621.412353515625,1417.736315252,,22157312.0,2756.505859375,0.86328125
0.0,22411264.0,0.0,0.11937956511974335,0.0048828125,1774010006.9373486,-28.49185562133789,875.7470703125,28469.67259996061,0.0,0.0,24.873046875,2.8192331228638068e-05,0.0,0.9921875,-1784.80615234375,1429.723521059,,22411264.0,2927.1982421875,0.9921875
0.0,22665216.0,0.0,0.12283583730459213,0.0,1774010049.8924272,-28.11011505126953,881.197265625,28453.239586056654,0.0,0.0,45.900390625,7.935980647744145e-06,0.0,0.0,-1850.108642578125,1460.690919198,"{'path': 'media/html/render_22665216_997c5b1118ce687c5467.html', 'size': 4121417.0, '_type': 'html-file', 'sha256': '997c5b1118ce687c546726ec82174a54fb8eeaf8a612bb93b8f4ec40fd179664'}",22665216.0,2878.26806640625,0.0
0.0,22919168.0,0.0,0.13234509527683258,0.0009765625,1774010050.0765376,-28.465961456298828,830.1259765625,28452.963684396756,0.0,0.0,22.8193359375,-3.400853893253952e-05,0.0,0.7109375,-1732.4923095703125,1472.896025648,,22919168.0,2793.4765625,0.7109375
0.0,23173120.0,0.0,0.1283474713563919,0.00390625,1774010062.0972035,-28.345319747924805,911.271484375,28368.15596734681,0.0,0.0,52.05859375,4.871391865890473e-05,0.0,0.74609375,-1934.633544921875,1484.857365258,,23173120.0,3017.072265625,0.74609375
