training/entropy,_step,training/log_alpha,training/critic_loss,eval/episode_success_any,_timestamp,training/actor_loss,eval/episode_reward_survive,training/sps,eval/episode_reward_dist,eval/episode_reward_near,eval/episode_success_easy,training/alpha_loss,eval/episode_success_hard,eval/episode_success,eval/episode_reward_ctrl,_runtime,render,step,eval/episode_dist,eval/episode_reward
0.0,23427072.0,0.0,0.13296900689601898,0.0078125,1774010074.0583565,-27.10610008239746,896.2587890625,28384.8296914039,0.0,0.0,60.814453125,-2.655498064996209e-05,0.0,0.90625,-1955.87060546875,1496.807844995,,23427072.0,2858.05078125,0.90625
0.0,23681024.0,0.0,0.12280005216598511,0.001953125,1774010086.0084083,-28.614133834838867,878.6982421875,28545.54723639849,0.0,0.0,19.5322265625,2.6542467821855098e-05,0.0,0.02734375,-1689.639404296875,1508.720248461,,23681024.0,3004.59765625,0.02734375
0.0,23934976.0,0.0,0.12192349880933762,0.0029296875,1774010129.7948263,-28.787630081176758,894.611328125,28532.39518466493,0.0,0.0,66.5341796875,1.302374766964931e-05,0.0,1.8212890625,-1882.1416015625,1540.593255844,"{'path': 'media/html/render_23934976_4b6e410f6947399531d8.html', 'size': 4218469.0, '_type': 'html-file', 'sha256': '4b6e410f6947399531d8c958ddd0b5de4836f292bb7a49f2d83ca8ba005b1572'}",23934976.0,2914.52392578125,1.8212890625
0.0,24188928.0,0.0,0.11559236794710159,0.001953125,1774010129.9835312,-27.798521041870117,844.265625,28522.315312424773,0.0,0.0,27.3369140625,1.0667162314348388e-05,0.0,0.009765625,-1792.265380859375,1552.714945755,,24188928.0,2797.754638671875,0.009765625
0.0,24442880.0,0.0,0.12833243608474731,0.009765625,1774010141.9160795,-28.688190460205078,881.0498046875,28490.522538981848,0.0,0.0,45.2578125,-1.5149539649428334e-05,0.0,2.837890625,-1846.6197509765625,1564.66074695,,24442880.0,2860.66455078125,2.837890625
0.0,24696832.0,0.0,0.12131335586309433,0.0009765625,1774010153.861753,-29.204660415649414,807.1123046875,28580.94969533698,0.0,0.0,52.8203125,-1.268417327082716e-05,0.0,0.0009765625,-1687.656494140625,1576.586345442,,24696832.0,2616.61474609375,0.0009765625
0.0,24950784.0,0.0,0.12909457087516785,0.01171875,1774010165.7874422,-28.02898597717285,865.2158203125,28485.150265633616,0.0,0.0,65.2705078125,8.08422737463843e-06,0.0,3.8134765625,-1755.3055419921875,1588.525679308,,24950784.0,2808.697021484375,3.8134765625
0.0,25204736.0,0.0,0.12164374440908432,0.0029296875,1774010209.7516813,-28.88231086730957,865.1455078125,28595.72716210456,0.0,0.0,37.384765625,3.417030893615447e-05,0.0,1.0703125,-1744.261962890625,1620.55007582,"{'_type': 'html-file', 'sha256': '88845745c9285cb0bf65246920e82816eea6803cc3cf17981ca3427a38ffc150', 'path': 'media/html/render_25204736_88845745c9285cb0bf65.html', 'size': 4174689.0}",25204736.0,2925.403564453125,1.0703125
0.0,25458688.0,0.0,0.12032388895750046,0.0107421875,1774010209.961792,-28.61659049987793,829.759765625,28566.65559675749,0.0,0.0,31.5009765625,-1.5600613551214337e-05,0.0,2.3203125,-1714.730224609375,1632.710098595,,25458688.0,2812.70751953125,2.3203125
0.0,25712640.0,0.0,0.1257578581571579,0.0,1774010221.9109557,-29.536691665649414,867.1259765625,28589.81019819254,0.0,0.0,13.1162109375,3.295105852885172e-05,0.0,0.0,-1722.670166015625,1644.602697471,,25712640.0,2947.72216796875,0.0
0.0,25966592.0,0.0,0.12404895573854446,0.0,1774010233.8036492,-29.26579475402832,881.71875,28588.270147629173,0.0,0.0,15.9931640625,-3.6753448512172326e-05,0.0,0.0,-2080.301513671875,1656.501305721,,25966592.0,2971.5791015625,0.0
0.0,26220544.0,0.0,0.1200190857052803,0.0009765625,1774010245.7021675,-30.568586349487305,836.6572265625,28728.421846141242,0.0,0.0,20.0556640625,2.4788749215076678e-05,0.0,0.201171875,-1750.0927734375,1668.390568077,,26220544.0,2865.585693359375,0.201171875
0.0,26474496.0,0.0,0.11949773132801056,0.0009765625,1774010289.4090126,-30.070819854736328,905.4501953125,28596.732882637916,0.0,0.0,19.7802734375,-8.303564754896797e-06,0.0,0.005859375,-1751.3271484375,1700.207448661,"{'path': 'media/html/render_26474496_ef9d7b1b0fe6ae4cbab6.html', 'size': 4029653.0, '_type': 'html-file', 'sha256': 'ef9d7b1b0fe6ae4cbab62f4d121c77f2f4584e4ab4ef2fd03ab619e6a409ea90'}",26474496.0,3106.96240234375,0.005859375
0.0,26728448.0,0.0,0.13144755363464355,0.005859375,1774010289.6519644,-30.064693450927734,801.806640625,28643.63260176633,0.0,0.0,33.876953125,4.4564338168129325e-05,0.0,1.423828125,-1552.013671875,1712.375137142,,26728448.0,2671.14453125,1.423828125
0.0,26982400.0,0.0,0.11395525187253952,0.0048828125,1774010301.5762877,-29.64120864868164,910.892578125,28509.817244620113,0.0,0.0,49.3447265625,-3.496297722449526e-05,0.0,1.3359375,-1716.8267822265625,1724.317193269,,26982400.0,2998.962646484375,1.3359375
0.0,27236352.0,0.0,0.11507304757833481,0.0029296875,1774010313.5181048,-29.296464920043945,858.8779296875,28577.860167676874,0.0,0.0,69.517578125,6.45754553261213e-05,0.0,1.236328125,-1845.4107666015625,1736.219225752,,27236352.0,2759.32568359375,1.236328125
0.0,27490304.0,0.0,0.11845096200704575,0.0,1774010325.42028,-28.8908748626709,794.5322265625,28550.09286457746,0.0,0.0,19.421875,2.6808587350046764e-08,0.0,0.0,-1637.0966796875,1748.156331164,,27490304.0,2598.6806640625,0.0
0.0,27744256.0,0.0,0.12523354589939117,0.001953125,1774010369.3873937,-29.922067642211914,751.3740234375,28589.34900969344,0.0,0.0,40.5703125,8.576181244279724e-06,0.0,0.9501953125,-1638.194091796875,1780.185772477,"{'size': 4070145.0, '_type': 'html-file', 'sha256': 'bd727949ed34aeb1501f8d96c177c8b29b17dd9a1ec5086ac3578b8d00d99543', 'path': 'media/html/render_27744256_bd727949ed34aeb1501f.html'}",27744256.0,2426.19775390625,0.9501953125
0.0,27998208.0,0.0,0.12740664184093475,0.0009765625,1774010369.5717099,-29.613950729370117,819.6103515625,28546.7368712982,0.0,0.0,6.6982421875,3.658936111605726e-05,0.0,0.0048828125,-1507.6536865234375,1792.30576525,,27998208.0,2807.48779296875,0.0048828125
0.0,28252160.0,0.0,0.13704286515712738,0.00390625,1774010381.5068872,-30.440181732177734,794.7421875,28628.503193235563,0.0,0.0,13.3876953125,1.0540333278186154e-05,0.0,0.4140625,-1641.000732421875,1804.204825811,,28252160.0,2743.5068359375,0.4140625
0.0,28506112.0,0.0,0.1271236389875412,0.009765625,1774010393.4058363,-29.28573226928711,810.8798828125,28571.72986671673,0.0,0.0,49.412109375,-9.618702279112767e-06,0.0,2.8642578125,-1544.8828125,1816.127709265,,28506112.0,2648.853759765625,2.8642578125
0.0,28760064.0,0.0,0.1256561279296875,0.00390625,1774010405.3286011,-30.296829223632812,883.30859375,28648.610970681213,0.0,0.0,11.7255859375,1.3435379514703527e-05,0.0,0.85546875,-1831.5634765625,1828.018860074,,28760064.0,2961.81396484375,0.85546875
0.0,29014016.0,0.0,0.13581185042858124,0.0,1774010449.5245087,-29.538856506347656,812.3779296875,28596.72213410557,0.0,0.0,23.28125,7.56338295104797e-07,0.0,0.0,-1592.5164794921875,1860.322950977,"{'size': 4180029.0, '_type': 'html-file', 'sha256': 'd77bcbf10776b7416aca75890af1e7418f631c71196f4556264cc4ac52d2f161', 'path': 'media/html/render_29014016_d77bcbf10776b7416aca.html'}",29014016.0,2730.08740234375,0.0
0.0,29267968.0,0.0,0.13484232127666473,0.001953125,1774010449.727972,-30.30488395690918,872.0625,28643.68498042275,0.0,0.0,30.9755859375,6.223153832252137e-06,0.0,0.1748046875,-1941.32275390625,1872.437615734,,29267968.0,2875.964599609375,0.1748046875
0.0,29521920.0,0.0,0.12677474319934845,0.0009765625,1774010461.6386755,-30.214473724365234,924.927734375,28565.657353248167,0.0,0.0,23.1552734375,-1.5984151104930788e-05,0.0,0.1416015625,-1944.720947265625,1884.341316286,,29521920.0,3144.71484375,0.1416015625
0.0,29775872.0,0.0,0.1399599313735962,0.005859375,1774010473.5422466,-30.203529357910156,900.0703125,28691.42754805836,0.0,0.0,41.27734375,7.525015917053679e-06,0.0,1.45703125,-1858.769287109375,1896.196794334,,29775872.0,2987.703125,1.45703125
0.0,30029824.0,0.0,0.14474882185459137,0.0048828125,1774010485.397621,-30.936254501342773,808.58203125,28718.818591836978,0.0,0.0,41.8359375,-3.720825816344586e-06,0.0,1.8935546875,-1624.5093994140625,1908.072610418,,30029824.0,2652.24072265625,1.8935546875
0.0,30283776.0,0.0,0.15245893597602844,0.001953125,1774010529.5923371,-30.675079345703125,801.27734375,28736.559970165723,0.0,0.0,17.1865234375,3.44157888321206e-05,0.0,0.0048828125,-1636.5859375,1940.390737949,"{'path': 'media/html/render_30283776_0a4106a4a38ee7250e12.html', 'size': 4150233.0, '_type': 'html-file', 'sha256': '0a4106a4a38ee7250e123aee1c45067be86604e658a6cfbe2499df983f0d0f97'}",30283776.0,2731.420166015625,0.0048828125
0.0,30537728.0,0.0,0.14203183352947235,0.0009765625,1774010529.8107364,-30.96609115600586,785.2177734375,28772.705468479133,0.0,0.0,14.5625,-8.572806109441444e-06,0.0,0.009765625,-1743.3385009765625,1952.529718994,,30537728.0,2580.24462890625,0.009765625
0.0,30791680.0,0.0,0.1322484016418457,0.005859375,1774010541.7306464,-30.932735443115234,747.43359375,28626.080370463795,0.0,0.0,27.7568359375,6.179192496347241e-06,0.0,1.009765625,-1525.686767578125,1964.414285762,,30791680.0,2476.90283203125,1.009765625
0.0,31045632.0,0.0,0.15398813784122467,0.005859375,1774010553.6152804,-30.946805953979492,745.1591796875,28707.86301914439,0.0,0.0,26.1240234375,-1.2827679711335804e-05,0.0,2.681640625,-1523.630859375,1976.31863959,,31045632.0,2532.94970703125,2.681640625
0.0,31299584.0,0.0,0.13495279848575592,0.0,1774010565.5195158,-30.357200622558594,889.8671875,28660.31024298271,0.0,0.0,23.3798828125,1.9931900169467553e-05,0.0,0.0,-1808.680908203125,1988.186672731,,31299584.0,3028.6669921875,0.0
0.0,31553536.0,0.0,0.14620837569236755,0.0009765625,1774010608.2226107,-31.123451232910156,847.373046875,28675.29033785632,0.0,0.0,16.375,2.401806568741449e-06,0.0,0.0146484375,-1778.781982421875,2019.02099691,"{'path': 'media/html/render_31553536_88a23d5819144a6b3a1a.html', 'size': 4117049.0, '_type': 'html-file', 'sha256': '88a23d5819144a6b3a1a7a27772dd410ef3614aa27eee233f4a77de38720f4c0'}",31553536.0,2809.548828125,0.0146484375
0.0,31807488.0,0.0,0.13544680178165436,0.001953125,1774010608.4430385,-30.4112548828125,763.7666015625,28707.60459520301,0.0,0.0,18.0947265625,3.5780274629360065e-05,0.0,0.1474609375,-1630.269287109375,2031.140810942,,31807488.0,2590.438720703125,0.1474609375
0.0,32061440.0,0.0,0.148748517036438,0.00390625,1774010620.3418453,-31.496931076049805,934.38671875,28607.18274170925,0.0,0.0,15.732421875,-2.692286579986103e-05,0.0,0.3994140625,-1883.76708984375,2043.009035223,,32061440.0,3189.9541015625,0.3994140625
0.0,32315392.0,0.0,0.14311383664608002,0.00390625,1774010632.2100358,-31.589828491210938,873.4765625,28764.54608506081,0.0,0.0,16.189453125,3.5949895391240716e-05,0.0,1.1357421875,-1691.156982421875,2054.871532869,,32315392.0,2993.11083984375,1.1357421875
0.0,32569344.0,0.0,0.16597740352153778,0.0009765625,1774010644.0726008,-31.38837242126465,855.025390625,28684.543145513173,0.0,0.0,26.51953125,8.880431778379716e-06,0.0,0.927734375,-1695.7701416015625,2066.754819359,,32569344.0,2847.9736328125,0.927734375
0.0,32823296.0,0.0,0.1481715440750122,0.0087890625,1774010687.9923341,-31.969545364379883,804.810546875,28747.033929077657,0.0,0.0,55.5029296875,-5.978805711492896e-05,0.0,4.5908203125,-1680.1455078125,2098.790755752,"{'size': 4050441.0, '_type': 'html-file', 'sha256': 'e601ccdf0fc0afebb00b3d1b0a6ad9b197df831e5d0329ccd5c7f3cf88c2e6c9', 'path': 'media/html/render_32823296_e601ccdf0fc0afebb00b.html'}",32823296.0,2576.7099609375,4.5908203125
0.0,33077248.0,0.0,0.15832610428333282,0.0,1774010688.1836712,-31.524145126342773,928.103515625,28676.0932159427,0.0,0.0,8.4794921875,1.8185190128860995e-05,0.0,0.0,-1796.010009765625,2110.894364654,,33077248.0,3177.989990234375,0.0
0.0,33331200.0,0.0,0.15871818363666534,0.001953125,1774010700.0952516,-32.0406379699707,893.7021484375,28682.2050548234,0.0,0.0,34.1513671875,3.10904870275408e-05,0.0,0.521484375,-1923.632080078125,2122.767500696,,33331200.0,2987.09619140625,0.521484375
0.0,33585152.0,0.0,0.15390002727508545,0.0078125,1774010711.9685054,-31.8701114654541,816.0380859375,28661.370641223806,0.0,0.0,42.310546875,8.482656994601712e-06,0.0,3.9638671875,-1571.330078125,2134.643277627,,33585152.0,2644.605712890625,3.9638671875
0.0,33839104.0,0.0,0.15394221246242523,0.0,1774010723.8441198,-31.268478393554688,815.9111328125,28745.698763153163,0.0,0.0,12.8466796875,-4.519228241406381e-06,0.0,0.0,-1723.590576171875,2146.505979317,,33839104.0,2720.885986328125,0.0
0.0,34093056.0,0.0,0.13679809868335724,0.0,1774010767.9239948,-30.875356674194336,881.134765625,28691.17173842576,0.0,0.0,11.50390625,1.6065647287177853e-05,0.0,0.0,-1834.7662353515625,2178.722448458,"{'path': 'media/html/render_34093056_6c0bfeea362e9bf505e0.html', 'size': 4153673.0, '_type': 'html-file', 'sha256': '6c0bfeea362e9bf505e016c6eb545fb22025197f7bb106075a80ee74ad7d6ee5'}",34093056.0,3034.043212890625,0.0
0.0,34347008.0,0.0,0.1429857462644577,0.005859375,1774010768.1195116,-31.0012264251709,921.0439453125,28691.086727170998,0.0,0.0,30.4306640625,-4.154197540628957e-06,0.0,2.4912109375,-1816.74169921875,2190.80267372,,34347008.0,3081.696533203125,2.4912109375
0.0,34600960.0,0.0,0.14514945447444916,0.0048828125,1774010780.0035033,-31.65619659423828,914.9326171875,28641.687024452774,0.0,0.0,44.10546875,1.9090459318249486e-05,0.0,0.6083984375,-1811.22509765625,2202.671892651,,34600960.0,3027.033203125,0.6083984375
0.0,34854912.0,0.0,0.13053986430168152,0.005859375,1774010791.8728716,-31.614715576171875,863.4658203125,28779.682804173404,0.0,0.0,44.861328125,1.3829499948769808e-05,0.0,2.5966796875,-1735.4471435546875,2214.537436969,,34854912.0,2831.80078125,2.5966796875
0.0,35108864.0,0.0,0.14623743295669556,0.00390625,1774010803.7382824,-31.035303115844727,855.5927734375,28681.915426911706,0.0,0.0,24.5,-1.9564937247196212e-05,0.0,1.0849609375,-1773.3309326171875,2226.388105918,,35108864.0,2832.6220703125,1.0849609375
0.0,35362816.0,0.0,0.139886274933815,0.0048828125,1774010847.942798,-32.06085205078125,874.0263671875,28834.59158953453,0.0,0.0,22.138671875,2.5898705644067377e-05,0.0,1.091796875,-1888.882080078125,2258.741206188,"{'sha256': 'bbaf9b146d038e4fc3cce48f89e5c9c0e32384327129f43ffcd9a38b1a2c2eff', 'path': 'media/html/render_35362816_bbaf9b146d038e4fc3cc.html', 'size': 4104333.0, '_type': 'html-file'}",35362816.0,2919.86279296875,1.091796875
0.0,35616768.0,0.0,0.13624350726604462,0.0,1774010848.1637769,-31.5527286529541,969.62890625,28748.77890869273,0.0,0.0,13.2412109375,2.005082569667138e-05,0.0,0.0,-1909.183837890625,2270.863562828,,35616768.0,3333.46240234375,0.0
0.0,35870720.0,0.0,0.1314496397972107,0.0009765625,1774010860.0638237,-31.62981414794922,827.466796875,28703.50138461845,0.0,0.0,6.486328125,7.31515729057719e-06,0.0,0.01171875,-1729.64453125,2282.677228138,,35870720.0,2801.94775390625,0.01171875
0.0,36124672.0,0.0,0.1425759494304657,0.00390625,1774010871.8782747,-32.71376037597656,861.62890625,28846.923742534724,0.0,0.0,20.4326171875,-2.151842272724025e-05,0.0,0.927734375,-1652.3900146484375,2294.541906967,,36124672.0,2905.044921875,0.927734375
0.0,36378624.0,0.0,0.14363913238048553,0.001953125,1774010883.742833,-32.07276153564453,880.189453125,28799.854074725317,0.0,0.0,16.330078125,8.436494681518525e-06,0.0,0.03125,-1773.945068359375,2306.374271999,,36378624.0,2997.744140625,0.03125
0.0,36632576.0,0.0,0.13991627097129822,0.0,1774010926.5133197,-32.25840759277344,925.9677734375,28792.560301283476,0.0,0.0,10.4912109375,1.55184643517714e-05,0.0,0.0,-1944.326416015625,2337.31174959,"{'path': 'media/html/render_36632576_785c4835602d232c8c72.html', 'size': 4146133.0, '_type': 'html-file', 'sha256': '785c4835602d232c8c729561407f47ffbdf6bc1da80c96fe34e47e7845edf4bc'}",36632576.0,3130.556640625,0.0
0.0,36886528.0,0.0,0.15219931304454803,0.00390625,1774010926.7463179,-33.03150939941406,892.1640625,28925.22980283763,0.0,0.0,41.490234375,-3.1588817364536226e-05,0.0,1.529296875,-1996.623779296875,2349.438374501,,36886528.0,2950.34423828125,1.529296875
0.0,37140480.0,0.0,0.14834482967853546,0.0009765625,1774010938.639149,-31.837249755859375,898.375,28636.954352133176,0.0,0.0,24.1201171875,3.8888851122464985e-05,0.0,0.3271484375,-1892.859375,2361.306436285,,37140480.0,2976.810302734375,0.3271484375
0.0,37394432.0,0.0,0.14658807218074799,0.0029296875,1774010950.506781,-32.56699752807617,931.392578125,28774.74428864955,0.0,0.0,9.9052734375,3.0744943160243565e-06,0.0,0.05078125,-1908.0234375,2373.130610346,,37394432.0,3176.337890625,0.05078125
0.0,37648384.0,0.0,0.136800616979599,0.013671875,1774010962.3316343,-33.146297454833984,855.9599609375,28818.946380431713,0.0,0.0,33.4482421875,-3.393165025045164e-05,0.0,4.4814453125,-1720.22802734375,2384.971845687,,37648384.0,2799.889892578125,4.4814453125
0.0,37902336.0,0.0,0.12778303027153015,0.00390625,1774011006.2463923,-32.28799819946289,943.3193359375,28882.34040086009,0.0,0.0,20.6083984375,5.697090091416612e-05,0.0,1.734375,-1821.1668701171875,2417.044809798,"{'_type': 'html-file', 'sha256': 'bdcf8bab1599fd3873f226e5f510fbda15c728f4da8e0cc20cbc94ad431ec691', 'path': 'media/html/render_37902336_bdcf8bab1599fd3873f2.html', 'size': 4118097.0}",37902336.0,3209.604248046875,1.734375
0.0,38156288.0,0.0,0.13759344816207886,0.0029296875,1774011006.4418278,-32.9112434387207,916.6640625,28872.91495536816,0.0,0.0,18.947265625,-3.8893052987987176e-05,0.0,0.994140625,-1849.199951171875,2429.077467129,,38156288.0,3044.92041015625,0.994140625
0.0,38410240.0,0.0,0.13115538656711578,0.0009765625,1774011018.2782483,-33.54197311401367,936.8662109375,28902.421387411992,0.0,0.0,24.7080078125,1.9719338524737395e-05,0.0,0.0390625,-2014.473876953125,2440.864822318,,38410240.0,3116.61083984375,0.0390625
0.0,38664192.0,0.0,0.12992852926254272,0.0029296875,1774011030.0655916,-34.440914154052734,916.9775390625,28939.414110910995,0.0,0.0,11.046875,9.94243600871414e-06,0.0,0.4833984375,-1818.6866455078125,2452.684676763,,38664192.0,3134.76953125,0.4833984375
0.0,38918144.0,0.0,0.1211085394024849,0.00390625,1774011041.8855395,-33.017242431640625,761.443359375,28935.189349543856,0.0,0.0,26.953125,2.4293980459333397e-05,0.0,0.298828125,-1512.129150390625,2464.473142983,,38918144.0,2475.91552734375,0.298828125
0.0,39172096.0,0.0,0.1386900544166565,0.0126953125,1774011085.9649851,-33.316471099853516,944.384765625,28935.60123701751,0.0,0.0,24.806640625,-2.1630914488923736e-05,0.0,3.3115234375,-1849.4765625,2496.763395502,"{'path': 'media/html/render_39172096_6b19314a88dd30da8c21.html', 'size': 4045069.0, '_type': 'html-file', 'sha256': '6b19314a88dd30da8c216a654f3cd0dfa3b6daa39a75b9b6a16ae859248fa3da'}",39172096.0,3145.923828125,3.3115234375
0.0,39426048.0,0.0,0.14329104125499725,0.013671875,1774011086.1714177,-33.836097717285156,889.2548828125,29026.10220123824,0.0,0.0,62.0400390625,1.4188952263793908e-05,0.0,4.4130859375,-1759.56787109375,2508.807038972,,39426048.0,2920.83544921875,4.4130859375
0.0,39680000.0,0.0,0.13471868634223938,0.009765625,1774011098.0078888,-33.59306716918945,897.369140625,28818.27582759832,0.0,0.0,70.248046875,1.0571422535576858e-05,0.0,2.4296875,-1952.066650390625,2520.603324674,,39680000.0,2902.06298828125,2.4296875
0.0,39933952.0,0.0,0.13324062526226044,0.001953125,1774011109.804224,-33.88788986206055,899.0068359375,28999.870905213374,0.0,0.0,16.7548828125,1.0452880815137178e-05,0.0,0.693359375,-1822.2392578125,2532.391317263,,39933952.0,3004.96826171875,0.693359375
0.0,40187904.0,0.0,0.1390659511089325,0.0078125,1774011121.592298,-34.414947509765625,891.46875,28943.596062623597,0.0,0.0,38.8876953125,-3.7983612855896354e-05,0.0,2.7392578125,-1952.8258056640625,2544.213539423,,40187904.0,2908.5458984375,2.7392578125
0.0,40441856.0,0.0,0.14085538685321808,0.001953125,1774011164.1735697,-34.542728424072266,947.400390625,28918.3442432615,0.0,0.0,13.3193359375,2.5968862246372737e-05,0.0,0.3173828125,-2010.7724609375,2574.971986967,"{'path': 'media/html/render_40441856_e7bfb09bb0b7cf3e4d0a.html', 'size': 4139521.0, '_type': 'html-file', 'sha256': 'e7bfb09bb0b7cf3e4d0a6e8463f54683a20554516c8b5e49239cc27cab07ff83'}",40441856.0,3170.42626953125,0.3173828125
0.0,40695808.0,0.0,0.1308499574661255,0.00390625,1774011164.413911,-34.64395523071289,944.3642578125,28979.016481648654,0.0,0.0,10.3759765625,-2.880031388485804e-06,0.0,0.09375,-1860.622802734375,2587.046990278,,40695808.0,3224.727294921875,0.09375
0.0,40949760.0,0.0,0.15440882742404938,0.00390625,1774011176.2479033,-34.638572692871094,907.0,28936.748924276944,0.0,0.0,25.69140625,-3.841032230411656e-05,0.0,1.578125,-1894.078125,2598.855408146,,40949760.0,3031.3857421875,1.578125
0.0,41203712.0,0.0,0.1569751650094986,0.0078125,1774011188.0564919,-34.73238754272461,910.9189453125,28947.256065290698,0.0,0.0,30.95703125,1.5738969523226842e-05,0.0,1.7568359375,-1967.1915283203125,2610.652250345,,41203712.0,3001.976806640625,1.7568359375
0.0,41457664.0,0.0,0.14826062321662903,0.009765625,1774011199.8532083,-35.06669235229492,910.662109375,29016.95897219316,0.0,0.0,44.21875,5.845296527695609e-06,0.0,6.134765625,-1894.3336181640625,2622.418557685,,41457664.0,2990.609130859375,6.134765625
0.0,41711616.0,0.0,0.1477040797472,0.0068359375,1774011243.8370273,-35.81312561035156,941.888671875,29014.131691863415,0.0,0.0,52.7666015625,1.8724638721323572e-05,0.0,2.2900390625,-1873.8046875,2654.635445041,"{'path': 'media/html/render_41711616_6d96972ba3f7740ea22e.html', 'size': 4104225.0, '_type': 'html-file', 'sha256': '6d96972ba3f7740ea22e1b44ba465be45ac697777bf643d9886e6e253fcece7c'}",41711616.0,3121.4794921875,2.2900390625
0.0,41965568.0,0.0,0.1371244341135025,0.0,1774011244.0310924,-35.52677536010742,913.45703125,29017.79532676339,0.0,0.0,6.7529296875,1.722429078654386e-05,0.0,0.0,-1798.817138671875,2666.655846623,,41965568.0,3058.71142578125,0.0
0.0,42219520.0,0.0,0.13252750039100647,0.001953125,1774011255.856797,-35.14897155761719,868.21875,28841.384995103486,0.0,0.0,18.0576171875,-1.24391390272649e-05,0.0,0.0576171875,-1799.2774658203125,2678.480404641,,42219520.0,2954.32275390625,0.0576171875
0.0,42473472.0,0.0,0.14129652082920074,0.0107421875,1774011267.6812918,-34.45259475708008,908.931640625,28926.0852295684,0.0,0.0,47.8203125,-2.3782318748999387e-05,0.0,3.9091796875,-1859.09716796875,2690.243728434,,42473472.0,2974.37646484375,3.9091796875
0.0,42727424.0,0.0,0.15037290751934052,0.00390625,1774011279.4445896,-36.04804992675781,802.595703125,29015.40733805882,0.0,0.0,37.69921875,2.223551746283192e-06,0.0,1.09375,-1618.1009521484375,2702.025618088,,42727424.0,2644.77587890625,1.09375
0.0,42981376.0,0.0,0.1446593552827835,0.001953125,1774011323.9773364,-35.85694122314453,969.013671875,29091.01491965074,0.0,0.0,25.58984375,5.240236350800842e-05,0.0,0.400390625,-2045.7940673828125,2734.775759251,"{'path': 'media/html/render_42981376_46693fcd07d833204ec4.html', 'size': 4108221.0, '_type': 'html-file', 'sha256': '46693fcd07d833204ec4c81b061dc44ecba569c37a0875ad0203b5612455a679'}",42981376.0,3264.807861328125,0.400390625
0.0,43235328.0,0.0,0.14578254520893097,0.0068359375,1774011324.1864862,-35.06265640258789,957.369140625,28943.32629892508,0.0,0.0,33.4052734375,7.512009233323624e-06,0.0,1.5732421875,-1930.248779296875,2746.816646147,,43235328.0,3201.610595703125,1.5732421875
0.0,43489280.0,0.0,0.14649976789951324,0.0,1774011336.0169675,-35.510623931884766,863.0498046875,28960.500530526933,0.0,0.0,2.412109375,-6.96267670718953e-05,0.0,0.0,-1736.768798828125,2758.574468487,,43489280.0,2989.06201171875,0.0
0.0,43743232.0,0.0,0.1449417918920517,0.0048828125,1774011347.7753348,-36.13010787963867,904.2705078125,29026.589453541324,0.0,0.0,34.890625,0.00010032489808509126,0.0,1.48828125,-1870.243896484375,2770.368536103,,43743232.0,3009.97900390625,1.48828125
0.0,43997184.0,0.0,0.14599353075027466,0.0078125,1774011359.569394,-35.77561950683594,946.447265625,29060.980434081306,0.0,0.0,37.1142578125,-4.273275044397451e-05,0.0,1.44921875,-1911.1358642578125,2782.135976742,,43997184.0,3182.167236328125,1.44921875
0.0,44251136.0,0.0,0.16136884689331055,0.009765625,1774011402.6805499,-36.56254959106445,881.86328125,29001.442987917406,0.0,0.0,53.1103515625,1.6839889212860726e-05,0.0,1.701171875,-1784.9041748046875,2813.478944611,"{'path': 'media/html/render_44251136_6fc452133448eca2c123.html', 'size': 4148381.0, '_type': 'html-file', 'sha256': '6fc452133448eca2c1230292ee618a535c8e131a836046c527fa1883952fee9b'}",44251136.0,2870.3310546875,1.701171875
0.0,44505088.0,0.0,0.14340338110923767,0.0029296875,1774011402.897999,-36.961585998535156,931.251953125,29121.379065332112,0.0,0.0,19.8671875,3.554557406459935e-05,0.0,0.6494140625,-1842.0087890625,2825.501926961,,44505088.0,3078.72021484375,0.6494140625
0.0,44759040.0,0.0,0.1438102126121521,0.0,1774011414.7029436,-36.31208038330078,897.5244140625,28925.388473211726,0.0,0.0,11.41015625,1.900596180348657e-05,0.0,0.0,-1781.6702880859375,2837.281502461,,44759040.0,3061.548828125,0.0
0.0,45012992.0,0.0,0.1361549347639084,0.00390625,1774011426.4824917,-36.173553466796875,945.7158203125,29096.23904858322,0.0,0.0,35.3251953125,9.584843610355165e-06,0.0,0.3125,-1929.918212890625,2849.030125196,,45012992.0,3117.411376953125,0.3125
0.0,45266944.0,0.0,0.1425303965806961,0.0029296875,1774011438.2309868,-36.30363464355469,911.41015625,29071.105902263287,0.0,0.0,21.47265625,-1.0491282409930136e-05,0.0,1.3603515625,-1834.136962890625,2860.788373601,,45266944.0,3064.43505859375,1.3603515625
0.0,45520896.0,0.0,0.14539983868598938,0.0146484375,1774011482.0708168,-36.6739387512207,806.5185546875,29165.224638039297,0.0,0.0,48.7734375,-6.258133362280205e-05,0.0,2.66796875,-1633.8658447265625,2892.869180074,"{'_type': 'html-file', 'sha256': '57c4921ae917fcc092f2cf29daa74e7dbe746d7daec8832699aa55aa6f5b1353', 'path': 'media/html/render_45520896_57c4921ae917fcc092f2.html', 'size': 4150805.0}",45520896.0,2629.81884765625,2.66796875
