_step,eval/episode_reward_survive,training/entropy,training/log_alpha,training/critic_loss,eval/episode_success,eval/episode_reward_dist,eval/episode_reward_ctrl,training/alpha_loss,eval/episode_reward_near,step,eval/episode_success_any,render,eval/episode_success_hard,training/sps,eval/episode_reward,eval/episode_dist,eval/episode_success_easy,training/actor_loss,_timestamp,_runtime
3618816.0,858.1572265625,0.0,0.0,0.10225168615579605,1.6298828125,0.0,-1917.215087890625,7.354995614150539e-05,0.0,3618816.0,0.0078125,"{'path': 'media/html/render_3618816_ec86ad9377dea824b176.html', 'size': 4130185.0, '_type': 'html-file', 'sha256': 'ec86ad9377dea824b176e30b0150b2e57f20892ec8a09af6fd480bb83ac3afb6'}",0.0,29059.364628834424,1.6298828125,2826.38818359375,37.3583984375,-31.143259048461914,1773982493.0417724,255.851819547
3872768.0,802.6962890625,0.0,0.0,0.0979313999414444,0.0126953125,0.0,-1766.127197265625,4.068048656336032e-05,0.0,3872768.0,0.0009765625,,0.0,29060.60223392053,0.0126953125,2680.89306640625,16.9306640625,-30.846580505371094,1773982493.2625923,267.888856196
4126720.0,836.3037109375,0.0,0.0,0.09606413543224335,0.09375,0.0,-1788.8603515625,1.314849123446038e-05,0.0,4126720.0,0.0009765625,,0.0,28885.345717314078,0.09375,2843.53271484375,17.1240234375,-29.818767547607422,1773982505.0781598,279.701869795
4380672.0,794.3203125,0.0,0.0,0.09080550074577332,0.603515625,0.0,-1619.816650390625,-4.162014738540165e-05,0.0,4380672.0,0.00390625,,0.0,29020.919830011248,0.603515625,2733.58984375,20.34375,-30.062612533569336,1773982516.8910866,291.517943788
4634624.0,891.4375,0.0,0.0,0.09083913266658783,0.3427734375,0.0,-2066.1611328125,-4.112086389795877e-05,0.0,4634624.0,0.0029296875,,0.0,28861.963522325503,0.3427734375,3023.66015625,23.6669921875,-28.268844604492188,1773982528.7074091,303.352028116
4888576.0,890.1318359375,0.0,0.0,0.08933507651090622,0.1533203125,0.0,-1864.7171630859375,9.20878883334808e-05,0.0,4888576.0,0.001953125,"{'path': 'media/html/render_4888576_4a898d3eafe689caa1de.html', 'size': 4100965.0, '_type': 'html-file', 'sha256': '4a898d3eafe689caa1de64ac89f83c87859661a3633d696f7a90e978773ca66d'}",0.0,28958.72896779354,0.1533203125,3071.1845703125,24.064453125,-28.9833927154541,1773982571.997604,334.807602134
5142528.0,773.1005859375,0.0,0.0,0.08777790516614914,0.275390625,0.0,-1727.302978515625,-5.300124394125305e-05,0.0,5142528.0,0.0009765625,,0.0,28976.17451866148,0.275390625,2606.47314453125,12.6357421875,-29.519989013671875,1773982572.175503,346.860481579
5396480.0,822.5185546875,0.0,0.0,0.08386137336492538,0.67578125,0.0,-1823.8551025390625,6.626371032325551e-05,0.0,5396480.0,0.0009765625,,0.0,28852.588102439764,0.67578125,2826.22119140625,16.32421875,-29.03359603881836,1773982584.0498707,358.666089041
5650432.0,805.0947265625,0.0,0.0,0.08455296605825424,0.2734375,0.0,-1719.744873046875,-4.261468711774796e-05,0.0,5650432.0,0.001953125,,0.0,28905.99175403874,0.2734375,2687.889892578125,20.0947265625,-28.128820419311523,1773982595.8548923,370.50032748
5904384.0,774.06640625,0.0,0.0,0.08627527207136154,0.0,0.0,-1715.1650390625,1.4490044122794643e-05,0.0,5904384.0,0.0,,0.0,28935.607525466767,0.0,2593.265625,13.1181640625,-27.972501754760742,1773982607.6898963,382.353927725
6158336.0,716.8173828125,0.0,0.0,0.0857207402586937,0.0,0.0,-1560.537109375,3.548300082911737e-05,0.0,6158336.0,0.0,"{'path': 'media/html/render_6158336_2edc48afc88ebdd62aee.html', 'size': 4063541.0, '_type': 'html-file', 'sha256': '2edc48afc88ebdd62aeed0eac802a5b858299cf920beaae78a7613f7a92b4395'}",0.0,28748.868141889576,0.0,2453.185546875,16.001953125,-26.26641082763672,1773982651.2444077,414.054399109
6412288.0,859.0888671875,0.0,0.0,0.08113417774438858,0.0,0.0,-1956.05322265625,4.576489664032124e-05,0.0,6412288.0,0.0,,0.0,28777.540654853707,0.0,2981.201171875,11.2431640625,-26.561946868896484,1773982651.4078815,426.098929145
6666240.0,840.4658203125,0.0,0.0,0.08100835233926773,0.099609375,0.0,-1670.15625,-2.2888993044034578e-05,0.0,6666240.0,0.0009765625,,0.0,28664.54690701301,0.099609375,2867.5,22.890625,-25.991962432861328,1773982663.2882335,437.987630512
6920192.0,700.0986328125,0.0,0.0,0.08072330057621002,0.0,0.0,-1627.49658203125,-2.865025862774928e-06,0.0,6920192.0,0.0,,0.0,28762.525020044486,0.0,2347.810546875,12.9052734375,-26.52031707763672,1773982675.1770604,449.877845265
7174144.0,769.8359375,0.0,0.0,0.08014915883541107,0.0,0.0,-1536.8450927734375,-4.167489169049077e-05,0.0,7174144.0,0.0,,0.0,28616.652269698283,0.0,2612.6201171875,16.287109375,-25.27472686767578,1773982687.0665014,461.809186495
7428096.0,829.1494140625,0.0,0.0,0.08123114705085754,0.0908203125,0.0,-1728.9417724609375,-7.747595373075455e-05,0.0,7428096.0,0.0009765625,"{'path': 'media/html/render_7428096_d37cbbedb30b6420cee4.html', 'size': 4215917.0, '_type': 'html-file', 'sha256': 'd37cbbedb30b6420cee418570b1e66f7e704e53a01cd247c7493c644e5bf0667'}",0.0,28618.91509336577,0.0908203125,2808.741943359375,19.82421875,-25.11747932434082,1773982730.6928911,493.503050348
7682048.0,799.943359375,0.0,0.0,0.07232344150543213,0.0,0.0,-1844.474853515625,6.146769010229036e-05,0.0,7682048.0,0.0,,0.0,28515.856876701204,0.0,2776.044189453125,15.353515625,-24.636125564575195,1773982730.866239,505.654931988
7936000.0,804.2490234375,0.0,0.0,0.0795564278960228,0.013671875,0.0,-1838.0657958984375,-7.725432806182653e-05,0.0,7936000.0,0.0009765625,,0.0,28488.920778473792,0.013671875,2719.863037109375,10.833984375,-24.566219329833984,1773982742.8443708,517.579849091
8189952.0,776.177734375,0.0,0.0,0.07617653161287308,0.0,0.0,-1684.0054931640625,-9.62417743721744e-06,0.0,8189952.0,0.0,,0.0,28520.79856187847,0.0,2652.21484375,17.4921875,-24.486852645874023,1773982754.7691426,529.603945022
8443904.0,811.751953125,0.0,0.0,0.06996405124664307,0.0,0.0,-2020.579833984375,1.6722564396332018e-05,0.0,8443904.0,0.0,,0.0,28335.725017193876,0.0,2784.560791015625,9.0341796875,-22.317171096801758,1773982766.793414,541.554894584
8697856.0,839.4716796875,0.0,0.0,0.07095471769571304,0.701171875,0.0,-1915.86669921875,5.134509410709143e-05,0.0,8697856.0,0.0029296875,"{'path': 'media/html/render_8697856_871d5b6481bd3309be29.html', 'size': 4150401.0, '_type': 'html-file', 'sha256': '871d5b6481bd3309be29fa8e2a84a9b550fc98a0f848c6bc2dae07b637f0266b'}",0.0,28424.18304356854,0.701171875,2884.39892578125,20.9853515625,-23.406314849853516,1773982810.4304528,573.240454923
8951808.0,685.6005859375,0.0,0.0,0.07000944763422012,0.04296875,0.0,-1489.107177734375,4.219171023578383e-05,0.0,8951808.0,0.001953125,,0.0,28385.208661173496,0.04296875,2296.601318359375,15.1982421875,-23.12045669555664,1773982810.609506,585.426634074
9205760.0,817.2744140625,0.0,0.0,0.06671759486198425,0.0,0.0,-1867.95166015625,1.1094241472164867e-06,0.0,9205760.0,0.0,,0.0,28253.912109016645,0.0,2789.4111328125,11.287109375,-22.831954956054688,1773982822.6159918,597.407702192
9459712.0,798.70703125,0.0,0.0,0.06735667586326599,0.48828125,0.0,-1915.3204345703125,-3.528982779243961e-05,0.0,9459712.0,0.001953125,,0.0,28458.323062403488,0.48828125,2706.1669921875,21.6298828125,-24.344768524169922,1773982834.5971391,609.379526749
9713664.0,810.48046875,0.0,0.0,0.06997954100370407,0.0,0.0,-1705.6220703125,2.215270433225669e-05,0.0,9713664.0,0.0,,0.0,28356.672056541265,0.0,2796.715576171875,13.1845703125,-22.98255729675293,1773982846.5688343,621.414159515
9967616.0,742.5419921875,0.0,0.0,0.0687813013792038,0.0,0.0,-1547.9921875,-1.8274815374752507e-05,0.0,9967616.0,0.0,"{'path': 'media/html/render_9967616_d773ac73c0ced8bbb0fa.html', 'size': 4049749.0, '_type': 'html-file', 'sha256': 'd773ac73c0ced8bbb0fa978cc38cce5062131bd2a95e4ff639c0202479c45fe9'}",0.0,28291.91781990037,0.0,2555.69140625,9.9287109375,-22.61747932434082,1773982890.1959915,653.005993165
10221568.0,619.423828125,0.0,0.0,0.06745582818984985,0.36328125,0.0,-1423.924560546875,-1.7487236618762836e-05,0.0,10221568.0,0.0009765625,,0.0,28303.098139021786,0.36328125,2083.755859375,16.416015625,-22.28388786315918,1773982890.3881133,665.282891217
10475520.0,768.1396484375,0.0,0.0,0.06981143355369568,0.00390625,0.0,-1557.8798828125,-9.341225813841447e-05,0.0,10475520.0,0.0009765625,,0.0,28167.304564909333,0.00390625,2684.75146484375,11.52734375,-22.09833335876465,1773982902.4717965,677.366396373
10729472.0,858.9951171875,0.0,0.0,0.06975361704826355,0.4560546875,0.0,-1995.47119140625,8.312089630635455e-05,0.0,10729472.0,0.0009765625,,0.0,28110.656093288944,0.4560546875,2930.82275390625,11.1962890625,-21.261680603027344,1773982914.5558589,689.475533905
10983424.0,771.466796875,0.0,0.0,0.06720149517059326,0.208984375,0.0,-1827.738037109375,-5.6683817092562094e-05,0.0,10983424.0,0.001953125,,0.0,28062.652131776384,0.208984375,2635.5205078125,11.0009765625,-20.176481246948242,1773982926.6648362,701.561484983
11237376.0,855.6787109375,0.0,0.0,0.06755978614091873,0.0595703125,0.0,-1985.3856201171875,1.695231367193628e-05,0.0,11237376.0,0.001953125,"{'path': 'media/html/render_11237376_ecbda1b118b8fb987582.html', 'size': 4195361.0, '_type': 'html-file', 'sha256': 'ecbda1b118b8fb98758247dfe214d5cdde6e2747b9a12bbe1e8ae1e419f3a1eb'}",0.0,27999.930007738447,0.0595703125,2891.976318359375,15.658203125,-20.243179321289062,1773982970.4775147,733.287530573
11491328.0,768.5908203125,0.0,0.0,0.06070471554994583,0.111328125,0.0,-1621.785400390625,4.136123970965855e-05,0.0,11491328.0,0.001953125,,0.0,27891.131727972406,0.111328125,2579.4970703125,17.1083984375,-18.689075469970703,1773982970.6665149,745.589387432
11745280.0,750.654296875,0.0,0.0,0.06909770518541336,0.0,0.0,-1622.590087890625,-2.566901639511343e-05,0.0,11745280.0,0.0,,0.0,27948.619798975484,0.0,2495.832763671875,21.880859375,-20.204715728759766,1773982982.7787538,757.731664533
11999232.0,897.3388671875,0.0,0.0,0.06235203146934509,0.0,0.0,-1957.4932861328125,-5.1019975217059255e-05,0.0,11999232.0,0.0,,0.0,27948.0265342971,0.0,3022.063232421875,19.6025390625,-19.21099281311035,1773982994.9210782,769.842523594
12253184.0,860.12890625,0.0,0.0,0.06137993186712265,0.0,0.0,-1943.0135498046875,-7.49529363019974e-06,0.0,12253184.0,0.0,,0.0,27918.802244173377,0.0,2879.06298828125,18.6376953125,-19.422101974487305,1773983007.031808,781.97372644
12507136.0,798.7861328125,0.0,0.0,0.062024690210819244,0.0,0.0,-1802.8701171875,-5.692319246008992e-05,0.0,12507136.0,0.0,"{'size': 4079249.0, '_type': 'html-file', 'sha256': '2de7df45ffba494d4d412b0c79dd3f4211b3c349c56454306f9b7b0a826da7c0', 'path': 'media/html/render_12507136_2de7df45ffba494d4d41.html'}",0.0,27982.06076085588,0.0,2733.90771484375,5.080078125,-20.11058807373047,1773983051.1431565,813.953156153
12761088.0,841.556640625,0.0,0.0,0.06391065567731857,0.0,0.0,-1985.53515625,-2.9346598239499144e-05,0.0,12761088.0,0.0,,0.0,27948.15633170964,0.0,2905.655517578125,12.7177734375,-19.955860137939453,1773983051.322695,826.330107683
13015040.0,859.375,0.0,0.0,0.060538917779922485,0.93359375,0.0,-1971.361572265625,2.8972366635571234e-05,0.0,13015040.0,0.0029296875,,0.0,27794.774111803083,0.93359375,2880.78271484375,26.3671875,-18.64018440246582,1773983063.5197008,838.475703043
13268992.0,886.36328125,0.0,0.0,0.05817094445228577,0.6328125,0.0,-2073.490234375,-2.9710092348977923e-05,0.0,13268992.0,0.0048828125,,0.0,27818.46501912906,0.6328125,3027.5927734375,17.8544921875,-18.06226921081543,1773983075.6651611,850.658686265
13522944.0,844.6142578125,0.0,0.0,0.058520860970020294,0.0625,0.0,-1825.95263671875,-2.3695567506365478e-05,0.0,13522944.0,0.0009765625,,0.0,27826.939690430383,0.0625,2894.72412109375,12.951171875,-17.546173095703125,1773983087.8482287,862.782064204
13776896.0,815.0107421875,0.0,0.0,0.06074308976531029,0.453125,0.0,-1707.52490234375,4.9798407417256385e-05,0.0,13776896.0,0.001953125,"{'path': 'media/html/render_13776896_5096e0988b8af648754e.html', 'size': 4119749.0, '_type': 'html-file', 'sha256': '5096e0988b8af648754ed7f0915c15ac7bf64d458c7488bfedd228136bc6afee'}",0.0,27885.977992435153,0.453125,2752.060546875,27.9501953125,-18.49054718017578,1773983131.6563284,894.466364538
14030848.0,867.90625,0.0,0.0,0.0522097572684288,0.0,0.0,-1979.343994140625,-2.3666434572078288e-05,0.0,14030848.0,0.0,,0.0,27827.189772006073,0.0,2971.51953125,23.3095703125,-17.850318908691406,1773983131.8436718,906.838710151
14284800.0,830.4150390625,0.0,0.0,0.05734112858772278,0.0,0.0,-1720.8577880859375,1.720562249829527e-05,0.0,14284800.0,0.0,,0.0,27713.448251370766,0.0,2796.04541015625,24.9345703125,-17.074398040771484,1773983144.0278215,918.994948906
14538752.0,754.05859375,0.0,0.0,0.06253774464130402,0.0625,0.0,-1755.302734375,-9.533094271318987e-05,0.0,14538752.0,0.0029296875,,0.0,27903.150877673892,0.0625,2589.1171875,11.888671875,-18.696434020996094,1773983156.1841934,931.164910278
14792704.0,817.798828125,0.0,0.0,0.060531362891197205,1.21484375,0.0,-1850.722900390625,5.094600055599585e-05,0.0,14792704.0,0.001953125,,0.0,27739.84530894825,1.21484375,2811.321533203125,19.3251953125,-16.98696517944336,1773983168.35429,943.370032494
15046656.0,816.2880859375,0.0,0.0,0.05885881558060646,0.0,0.0,-1772.9677734375,1.3149534424883313e-05,0.0,15046656.0,0.0,"{'path': 'media/html/render_15046656_0472fb6b40f0edd0b411.html', 'size': 4060645.0, '_type': 'html-file', 'sha256': '0472fb6b40f0edd0b411512c8b3412c396e87037e260c16167b8897aa756d02c'}",0.0,27764.639618484318,0.0,2750.03662109375,15.8427734375,-17.19749641418457,1773983212.6321063,975.442122638
15300608.0,829.6630859375,0.0,0.0,0.0630326047539711,0.5,0.0,-1729.216064453125,-3.089068559347652e-05,0.0,15300608.0,0.0029296875,,0.0,27866.014855569458,0.5,2736.52294921875,29.404296875,-18.02694320678711,1773983212.8513784,987.887526697
15554560.0,816.9462890625,0.0,0.0,0.06490686535835266,0.048828125,0.0,-1890.37646484375,3.2925054256338626e-05,0.0,15554560.0,0.001953125,,0.0,27731.31024325847,0.048828125,2822.14013671875,21.580078125,-17.719654083251953,1773983225.0767071,1000.023422016
15808512.0,796.568359375,0.0,0.0,0.05810622498393059,0.0537109375,0.0,-1948.0194091796875,-4.202962736599147e-05,0.0,15808512.0,0.0009765625,,0.0,27848.83302727952,0.0537109375,2730.04248046875,22.4482421875,-18.007286071777344,1773983237.212501,1012.204444269
16062464.0,830.40234375,0.0,0.0,0.059146448969841,0.0,0.0,-1772.935791015625,6.089184898883104e-05,0.0,16062464.0,0.0,,0.0,27838.083586183824,0.0,2809.68603515625,11.8427734375,-18.49871253967285,1773983249.393838,1024.34753147
16316416.0,874.0556640625,0.0,0.0,0.05915739759802818,0.0,0.0,-1978.6038818359375,2.4132530597853474e-05,0.0,16316416.0,0.0,"{'path': 'media/html/render_16316416_540becca539ee134c7fd.html', 'size': 4205337.0, '_type': 'html-file', 'sha256': '540becca539ee134c7fd7b3fd493fd1e9d627ce3f7a3e0c04ad38e2a921d890a'}",0.0,27843.27931395578,0.0,3006.66357421875,12.5166015625,-18.567996978759766,1773983294.1767097,1056.98681566
16570368.0,767.96875,0.0,0.0,0.055189136415719986,0.005859375,0.0,-1601.6268310546875,-2.6504643756197765e-05,0.0,16570368.0,0.0009765625,,0.0,27794.07567015334,0.005859375,2617.21142578125,19.3642578125,-17.65825843811035,1773983294.3618984,1069.346627682
16824320.0,889.1220703125,0.0,0.0,0.05963531881570816,0.0,0.0,-1881.6275634765625,-9.611707355361432e-06,0.0,16824320.0,0.0,,0.0,27771.224890649122,0.0,3051.06884765625,13.4736328125,-18.220945358276367,1773983306.5360177,1081.531651634
17078272.0,809.8505859375,0.0,0.0,0.059014059603214264,0.0,0.0,-1767.7923583984375,-8.721851190784946e-05,0.0,17078272.0,0.0,,0.0,27824.94501459452,0.0,2795.23828125,11.541015625,-17.64522933959961,1773983318.721199,1093.664373908
17332224.0,776.388671875,0.0,0.0,0.05707910284399986,0.0,0.0,-1740.83154296875,1.8251103028887883e-05,0.0,17332224.0,0.0,,0.0,27856.628268044966,0.0,2639.94140625,6.1728515625,-18.929821014404297,1773983330.853732,1105.82874144
17586176.0,916.962890625,0.0,0.0,0.06236885488033295,0.0,0.0,-2130.80419921875,-2.258584754599724e-05,0.0,17586176.0,0.0,"{'path': 'media/html/render_17586176_4d86f853e679d570ab64.html', 'size': 4116105.0, '_type': 'html-file', 'sha256': '4d86f853e679d570ab64d2e06da40c403347f616e71ea3d63e2acb1ad0d86818'}",0.0,27890.697917110716,0.0,3094.350341796875,16.3095703125,-19.01854705810547,1773983374.800565,1137.610564829
17840128.0,840.939453125,0.0,0.0,0.05993295833468437,0.0,0.0,-1909.2841796875,-2.3118354874895886e-05,0.0,17840128.0,0.0,,0.0,27873.360188465085,0.0,2904.986572265625,7.4248046875,-19.21389389038086,1773983374.9830387,1149.981725697
18094080.0,788.353515625,0.0,0.0,0.06275573372840881,0.0,0.0,-1770.203857421875,-6.2991084632813e-06,0.0,18094080.0,0.0,,0.0,27833.777114020162,0.0,2682.311279296875,6.1337890625,-19.31148910522461,1773983387.1710916,1162.093375515
18348032.0,766.021484375,0.0,0.0,0.057352855801582336,0.0,0.0,-1646.2244873046875,4.9726204451872036e-05,0.0,18348032.0,0.0,,0.0,27929.760596056192,0.0,2639.4970703125,10.263671875,-19.411516189575195,1773983399.2827442,1174.257094658
18601984.0,854.9404296875,0.0,0.0,0.059067290276288986,0.0,0.0,-1975.5849609375,-1.979944499908015e-05,0.0,18601984.0,0.0,,0.0,27901.855672678324,0.0,2955.886474609375,14.4970703125,-19.26143455505371,1773983411.4462888,1186.353598429
18855936.0,844.3076171875,0.0,0.0,0.0628359466791153,0.0087890625,0.0,-1952.560791015625,-8.257024455815554e-05,0.0,18855936.0,0.0009765625,"{'path': 'media/html/render_18855936_5c83c4c4262492199d24.html', 'size': 4087733.0, '_type': 'html-file', 'sha256': '5c83c4c4262492199d24f18c0fb5660fc131c414bac823b099f635b84c7efba6'}",0.0,27957.94887863403,0.0087890625,2882.05322265625,9.45703125,-19.91118049621582,1773983455.3175466,1218.127552323
19109888.0,753.23828125,0.0,0.0,0.05590778589248657,0.1884765625,0.0,-1626.7529296875,-1.7695632550385199e-06,0.0,19109888.0,0.0029296875,,0.0,27913.389566765778,0.1884765625,2597.82080078125,10.1611328125,-19.25347328186035,1773983455.5025177,1230.440745259
19363840.0,823.197265625,0.0,0.0,0.05840469151735306,0.177734375,0.0,-1758.444091796875,-1.5535035345237702e-05,0.0,19363840.0,0.0009765625,,0.0,27884.845711012564,0.177734375,2784.418701171875,17.4775390625,-20.05442237854004,1773983467.6301517,1242.598980013
19617792.0,799.25390625,0.0,0.0,0.061747822910547256,0.0,0.0,-1792.32177734375,-3.756965816137381e-05,0.0,19617792.0,0.0,,0.0,27905.017880190688,0.0,2692.76318359375,17.4619140625,-19.65460777282715,1773983479.7884376,1254.72878284
19871744.0,866.8935546875,0.0,0.0,0.0571039617061615,0.802734375,0.0,-1892.4739990234375,6.222489173524082e-05,0.0,19871744.0,0.001953125,,0.0,27872.180794896492,0.802734375,2954.57080078125,22.455078125,-19.043054580688477,1773983491.9181736,1266.877455513
20125696.0,783.2744140625,0.0,0.0,0.05510632321238518,0.01171875,0.0,-1654.778564453125,-3.234082032577135e-05,0.0,20125696.0,0.0009765625,"{'path': 'media/html/render_20125696_fc9d9c108eaed7185e17.html', 'size': 4032961.0, '_type': 'html-file', 'sha256': 'fc9d9c108eaed7185e174338436d22a4eaef17fa57112406ec27b18db36a28d8'}",0.0,27927.037225653363,0.01171875,2683.8271484375,10.552734375,-20.311315536499023,1773983536.2275546,1299.037593684
20379648.0,903.74609375,0.0,0.0,0.05440028756856918,0.3603515625,0.0,-1899.9295654296875,3.9917529647937045e-05,0.0,20379648.0,0.001953125,,0.0,27887.933967856996,0.3603515625,3098.5810546875,16.0244140625,-20.131507873535156,1773983536.422311,1311.380300508
20633600.0,841.8056640625,0.0,0.0,0.05676428973674774,0.021484375,0.0,-1882.376953125,-5.979845445835963e-05,0.0,20633600.0,0.001953125,,0.0,27958.065559060447,0.021484375,2805.044921875,13.8388671875,-20.045455932617188,1773983548.5696125,1323.513798552
20887552.0,832.216796875,0.0,0.0,0.06324242800474167,0.0,0.0,-1836.1217041015625,1.2803689060092438e-05,0.0,20887552.0,0.0,,0.0,27937.39897173558,0.0,2881.09130859375,5.9482421875,-20.013153076171875,1773983560.703074,1335.68043894
21141504.0,920.03125,0.0,0.0,0.05842778831720352,0.0,0.0,-1992.76611328125,-5.252769551589154e-05,0.0,21141504.0,0.0,,0.0,27895.54290454692,0.0,3125.58544921875,20.0576171875,-19.110149383544922,1773983572.8695924,1347.803601088
21395456.0,839.857421875,0.0,0.0,0.0559442900121212,0.0,0.0,-1819.7161865234375,6.585350638488308e-05,0.0,21395456.0,0.0,"{'path': 'media/html/render_21395456_ccf9633f0e23f4de4cf6.html', 'size': 4045889.0, '_type': 'html-file', 'sha256': 'ccf9633f0e23f4de4cf6be4beea074aa46f0ba17c5807c840ecbc4a48c3984e6'}",0.0,27877.333809038653,0.0,2828.27392578125,15.244140625,-19.256364822387695,1773983617.236599,1380.046625793
21649408.0,737.4423828125,0.0,0.0,0.06175876781344414,0.0,0.0,-1518.54638671875,-9.584741928847507e-05,0.0,21649408.0,0.0,,0.0,28014.807420482433,0.0,2534.568359375,16.955078125,-20.722734451293945,1773983617.4602013,1392.420696366
21903360.0,772.837890625,0.0,0.0,0.05495147034525871,0.3583984375,0.0,-1683.8751220703125,7.188692688941956e-05,0.0,21903360.0,0.0029296875,,0.0,27837.052675847786,0.3583984375,2586.083740234375,14.5791015625,-20.27421760559082,1773983629.6100142,1404.552118524
22157312.0,893.9912109375,0.0,0.0,0.06060384213924408,0.525390625,0.0,-2038.77685546875,-1.1797071238106582e-05,0.0,22157312.0,0.0029296875,,0.0,27982.13133086553,0.525390625,2976.24951171875,12.4970703125,-20.6060733795166,1773983641.7412097,1416.661410936
22411264.0,825.517578125,0.0,0.0,0.05912131071090698,0.0986328125,0.0,-1792.99267578125,-2.348116504435893e-05,0.0,22411264.0,0.0009765625,,0.0,27925.631445031082,0.0986328125,2862.98291015625,6.322265625,-20.450305938720703,1773983653.8505628,1428.808687674
22665216.0,834.3271484375,0.0,0.0,0.05941888689994812,0.021484375,0.0,-1957.299560546875,1.3710275197809096e-05,0.0,22665216.0,0.0009765625,"{'_type': 'html-file', 'sha256': '547a608c454e5849a219913aa049db93bec0dbf54c276b189bf56b52231005bf', 'path': 'media/html/render_22665216_547a608c454e5849a219.html', 'size': 4141985.0}",0.0,27955.23688351483,0.021484375,2793.34619140625,23.275390625,-20.491329193115234,1773983697.9912632,1460.801288765
22919168.0,784.77734375,0.0,0.0,0.060699835419654846,0.001953125,0.0,-1667.616455078125,-8.729775436222553e-05,0.0,22919168.0,0.0009765625,,0.0,27896.64682999426,0.001953125,2803.174560546875,12.71875,-19.888330459594727,1773983698.2112255,1473.195611861
23173120.0,881.8525390625,0.0,0.0,0.06482146680355072,0.2490234375,0.0,-1900.177490234375,-2.432838846289087e-05,0.0,23173120.0,0.0029296875,,0.0,27929.7210488299,0.2490234375,2991.838623046875,25.8115234375,-21.163686752319336,1773983710.3849478,1485.285740859
