eval/episode_reward,eval/episode_success,eval/episode_reward_survive,_runtime,eval/episode_dist,training/sps,eval/episode_reward_near,eval/episode_success_any,eval/episode_reward_dist,training/actor_loss,training/log_alpha,_step,eval/episode_success_hard,eval/episode_reward_ctrl,training/critic_loss,training/entropy,step,_timestamp,eval/episode_success_easy,training/alpha_loss,render
0.9228515625,0.9228515625,745.583984375,231.593558447,2506.579345703125,28178.1696676503,0.0,0.0009765625,0.0,-23.0162353515625,0.0,3364864.0,0.0,-1645.645263671875,0.07387345284223557,0.0,3364864.0,1773995609.5827365,15.984375,1.5100396012712736e-05,
0.0,0.0,760.9169921875,263.252106785,2583.753173828125,28136.020649158378,0.0,0.0,0.0,-22.3394832611084,0.0,3618816.0,0.0,-1632.34033203125,0.07111889868974686,0.0,3618816.0,1773995653.2856562,11.158203125,0.00010225311416434124,"{'sha256': 'fd06558bce5b1ab7db4649872e9489013eb194f20816b7422c24376a64452ce8', 'path': 'media/html/render_3618816_fd06558bce5b1ab7db46.html', 'size': 4086529.0, '_type': 'html-file'}"
0.0,0.0,713.7578125,275.502426436,2471.82568359375,28176.30245849343,0.0,0.0,0.0,-22.507596969604492,0.0,3872768.0,0.0,-1538.7039794921875,0.06918980181217194,0.0,3872768.0,1773995653.4554367,19.001953125,1.1853038813569583e-05,
0.0,0.0,671.8798828125,287.604648815,2261.0029296875,28043.221616855844,0.0,0.0,0.0,-21.571392059326172,0.0,4126720.0,0.0,-1476.228271484375,0.07067801058292389,0.0,4126720.0,1773995665.5352013,10.1142578125,3.530631511239335e-05,
0.060546875,0.060546875,689.294921875,299.645505144,2376.35498046875,28085.767487963734,0.0,0.0009765625,0.0,-21.434070587158203,0.0,4380672.0,0.0,-1590.238037109375,0.07156389951705933,0.0,4380672.0,1773995677.6374042,7.6328125,3.3044127576431492e-06,
0.052734375,0.052734375,745.63671875,311.752041009,2553.18701171875,28129.852583301745,0.0,0.0009765625,0.0,-21.549327850341797,0.0,4634624.0,0.0,-1702.5594482421875,0.06952568143606186,0.0,4634624.0,1773995689.6783187,15.10546875,1.7586089597898535e-05,
0.0,0.0,801.0947265625,343.697064575,2766.562744140625,28076.25967812114,0.0,0.0,0.0,-21.375350952148438,0.0,4888576.0,0.0,-1700.5079345703125,0.07298848032951355,0.0,4888576.0,1773995733.73061,10.4091796875,-3.41021745953185e-06,"{'path': 'media/html/render_4888576_e00cd0616ae302075a16.html', 'size': 4052229.0, '_type': 'html-file', 'sha256': 'e00cd0616ae302075a16a171889ef8e1b3f43f082bddf22de226e04daff07296'}"
0.0,0.0,734.529296875,356.03762855,2531.8427734375,28028.133323000802,0.0,0.0,0.0,-20.739336013793945,0.0,5142528.0,0.0,-1652.0823974609375,0.07588151842355728,0.0,5142528.0,1773995733.9172635,13.857421875,2.2134507162263617e-05,
0.0,0.0,825.8427734375,368.103872779,2847.67138671875,27950.139375419472,0.0,0.0,0.0,-20.01041030883789,0.0,5396480.0,0.0,-1760.7205810546875,0.06505978852510452,0.0,5396480.0,1773995746.0704517,9.240234375,-9.370353836857248e-06,
0.0,0.0,735.5029296875,380.21554226,2457.51953125,28058.72529206614,0.0,0.0,0.0,-20.52234649658203,0.0,5650432.0,0.0,-1737.395751953125,0.06786733865737915,0.0,5650432.0,1773995758.1366098,7.6455078125,6.423954346246319e-06,
0.70703125,0.70703125,789.51171875,392.313283215,2668.924072265625,28039.749730718584,0.0,0.00390625,0.0,-19.76096534729004,0.0,5904384.0,0.0,-1667.5311279296875,0.06758015602827072,0.0,5904384.0,1773995770.24848,14.6962890625,-2.0360426788101904e-05,
0.0,0.0,681.0439453125,424.167883016,2382.36572265625,27951.526353166115,0.0,0.0,0.0,-19.20751190185547,0.0,6158336.0,0.0,-1497.7464599609375,0.06862816214561462,0.0,6158336.0,1773995814.2014573,6.3154296875,1.801152575353626e-05,"{'path': 'media/html/render_6158336_8ab2346457b38ed2b86b.html', 'size': 4049269.0, '_type': 'html-file', 'sha256': '8ab2346457b38ed2b86bed2945f9e24f5f4e24cfff74ffe3bd3cd8dda18fabaa'}"
0.4580078125,0.4580078125,615.84765625,436.495621094,2139.960205078125,27944.280528544343,0.0,0.001953125,0.0,-18.80476951599121,0.0,6412288.0,0.0,-1300.647705078125,0.06501274555921555,0.0,6412288.0,1773995814.3942535,9.1005859375,2.4317801035067532e-06,
0.0,0.0,821.7109375,448.649715244,2817.4716796875,27853.739230259627,0.0,0.0,0.0,-19.504844665527344,0.0,6666240.0,0.0,-1857.6536865234375,0.06025604531168938,0.0,6666240.0,1773995826.5285354,10.2490234375,1.1211156561330426e-05,
0.0283203125,0.0283203125,672.4609375,460.757827752,2307.625,27923.552320672075,0.0,0.0009765625,0.0,-19.08448028564453,0.0,6920192.0,0.0,-1456.93310546875,0.057142503559589386,0.0,6920192.0,1773995838.6826124,10.2177734375,-1.3429180398816243e-05,
0.0673828125,0.0673828125,777.1298828125,472.912662235,2681.17529296875,27917.186561906616,0.0,0.0009765625,0.0,-18.829265594482422,0.0,7174144.0,0.0,-1640.409423828125,0.062043558806180954,0.0,7174144.0,1773995850.7907982,7.32421875,5.763694844063139e-06,
0.1669921875,0.1669921875,731.51953125,504.91394031,2456.86083984375,27908.651721920014,0.0,0.0009765625,0.0,-19.12548065185547,0.0,7428096.0,0.0,-1681.943603515625,0.05873991549015045,0.0,7428096.0,1773995894.9475176,17.810546875,-2.1165395082789473e-05,"{'path': 'media/html/render_7428096_18e127d1d96d54b3a1ef.html', 'size': 4139205.0, '_type': 'html-file', 'sha256': '18e127d1d96d54b3a1ef3d48aae3ef9b3cad6972b01238e7442d12ce9e0b1658'}"
0.3427734375,0.3427734375,699.3115234375,517.307539681,2386.95263671875,27832.847614652237,0.0,0.0009765625,0.0,-17.988555908203125,0.0,7682048.0,0.0,-1580.423095703125,0.05803735554218292,0.0,7682048.0,1773995895.143905,11.126953125,-6.07538322583423e-06,
0.0,0.0,755.5341796875,529.439919166,2536.34521484375,27806.283506897245,0.0,0.0,0.0,-18.031532287597656,0.0,7936000.0,0.0,-1550.6236572265625,0.05503765493631363,0.0,7936000.0,1773995907.340427,8.4013671875,0.0001303324243053794,
0.14453125,0.14453125,540.0498046875,541.658154613,1794.580322265625,27851.141356339158,0.0,0.0009765625,0.0,-18.082550048828125,0.0,8189952.0,0.0,-1155.271484375,0.05732263997197151,0.0,8189952.0,1773995919.472871,10.1689453125,-9.472056262893602e-05,
0.0,0.0,707.568359375,553.812309567,2374.80126953125,27738.664906506554,0.0,0.0,0.0,-17.265731811523438,0.0,8443904.0,0.0,-1598.4813232421875,0.0596172995865345,0.0,8443904.0,1773995931.6912463,11.4375,-4.571813769871369e-05,
0.826171875,0.826171875,725.8505859375,585.494148228,2455.4912109375,27790.351965833543,0.0,0.0029296875,0.0,-17.44374656677246,0.0,8697856.0,0.0,-1678.052734375,0.06076860427856445,0.0,8697856.0,1773995975.5277376,10.0966796875,-3.195704948666389e-06,"{'path': 'media/html/render_8697856_0300d2ab9d4b4b0a47bc.html', 'size': 4111757.0, '_type': 'html-file', 'sha256': '0300d2ab9d4b4b0a47bc58394b84a6fe1db0ae13731bbf41e6ee47130c31dc0c'}"
0.3076171875,0.3076171875,728.4248046875,597.870065432,2479.91259765625,27799.92030802826,0.0,0.0009765625,0.0,-18.211645126342773,0.0,8951808.0,0.0,-1576.276611328125,0.05682159587740898,0.0,8951808.0,1773995975.7169812,10.5869140625,3.6745444958796725e-05,
0.1025390625,0.1025390625,431.0556640625,610.096423251,1437.84423828125,27711.15620078394,0.0,0.0009765625,0.0,-17.679885864257812,0.0,9205760.0,0.0,-1087.5758056640625,0.05582845211029053,0.0,9205760.0,1773995987.9023683,8.6220703125,2.412773710602778e-06,
0.0,0.0,737.412109375,622.298612989,2513.592529296875,27694.637114783207,0.0,0.0,0.0,-16.906946182250977,0.0,9459712.0,0.0,-1899.3994140625,0.05129445344209671,0.0,9459712.0,1773996000.1292634,5.6015625,-4.006248218502151e-06,
0.2265625,0.2265625,726.982421875,634.53988548,2497.949951171875,27644.859870487377,0.0,0.0029296875,0.0,-15.697864532470703,0.0,9713664.0,0.0,-1565.393798828125,0.052119702100753784,0.0,9713664.0,1773996012.3315825,13.1689453125,-8.70835629029898e-06,
0.0,0.0,722.642578125,666.999994669,2438.06005859375,27657.541621858316,0.0,0.0,0.0,-16.551408767700195,0.0,9967616.0,0.0,-1648.4921875,0.05333684757351875,0.0,9967616.0,1773996057.0334482,28.20703125,-7.78972935222555e-06,"{'path': 'media/html/render_9967616_dc9c9eafaf733438afbb.html', 'size': 4115601.0, '_type': 'html-file', 'sha256': 'dc9c9eafaf733438afbb78bcfbecac72b0e0115405821b8aed3e5f334a6d7caa'}"
0.0,0.0,543.81640625,679.526371389,1864.407470703125,27666.96122128293,0.0,0.0,0.0,-16.70702362060547,0.0,10221568.0,0.0,-1149.8199462890625,0.05224740132689476,0.0,10221568.0,1773996057.244988,9.123046875,-2.6582454665913247e-05,
0.0,0.0,718.5830078125,691.817634921,2468.20654296875,27456.032390301985,0.0,0.0,0.0,-16.104690551757812,0.0,10475520.0,0.0,-1576.1282958984375,0.048049867153167725,0.0,10475520.0,1773996069.559342,10.93359375,-6.380528247973416e-07,
0.0,0.0,788.638671875,704.086981375,2679.09228515625,27472.746264058755,0.0,0.0,0.0,-15.39241886138916,0.0,10729472.0,0.0,-1728.24853515625,0.04591990262269974,0.0,10729472.0,1773996081.850615,12.330078125,-1.0090004707308253e-06,
0.00390625,0.00390625,852.494140625,716.351150138,2900.7177734375,27555.77487995027,0.0,0.0009765625,0.0,-16.48779296875,0.0,10983424.0,0.0,-1867.697021484375,0.04600897431373596,0.0,10983424.0,1773996094.1199825,14.955078125,-2.1645257220370695e-05,
0.0,0.0,832.08203125,748.161444781,2829.73681640625,27456.089716077753,0.0,0.0,0.0,-15.587324142456055,0.0,11237376.0,0.0,-1857.24658203125,0.04890771582722664,0.0,11237376.0,1773996138.1950095,7.505859375,3.4157204936491325e-05,"{'path': 'media/html/render_11237376_a533c1aa269c71fd9d35.html', 'size': 4198897.0, '_type': 'html-file', 'sha256': 'a533c1aa269c71fd9d352936be8f662efcda243bc5007801f7c8e8692f418c54'}"
0.0419921875,0.0419921875,738.716796875,760.610484884,2465.719482421875,27442.89482666731,0.0,0.0009765625,0.0,-15.50076675415039,0.0,11491328.0,0.0,-1706.5023193359375,0.048045556992292404,0.0,11491328.0,1773996138.378261,10.6689453125,1.320348928857129e-05,
0.4970703125,0.4970703125,816.3251953125,772.89810505,2833.71533203125,27476.734056615616,0.0,0.001953125,0.0,-15.643723487854004,0.0,11745280.0,0.0,-1732.677734375,0.04443451389670372,0.0,11745280.0,1773996150.6435137,12.16796875,-6.774664143449627e-06,
0.0,0.0,821.267578125,785.185676756,2685.203369140625,27508.508328130276,0.0,0.0,0.0,-15.88100814819336,0.0,11999232.0,0.0,-1829.98046875,0.047003742307424545,0.0,11999232.0,1773996162.930644,27.1748046875,-9.994097126764245e-06,
0.0,0.0,882.48046875,797.515382938,3043.37353515625,27377.96091313685,0.0,0.0,0.0,-14.248391151428223,0.0,12253184.0,0.0,-1945.9619140625,0.04683361202478409,0.0,12253184.0,1773996175.2186105,14.2431640625,2.8605903935385868e-05,
0.0,0.0,810.681640625,829.914082914,2796.832275390625,27387.494509024717,0.0,0.0,0.0,-14.152193069458008,0.0,12507136.0,0.0,-1847.0830078125,0.047537729144096375,0.0,12507136.0,1773996219.9476607,9.5693359375,-7.494274177588522e-05,"{'_type': 'html-file', 'sha256': 'b02fa408f38a00e9c5eb406325149b54e33c147df6dcf9402ccd99e860dda0b9', 'path': 'media/html/render_12507136_b02fa408f38a00e9c5eb.html', 'size': 4055497.0}"
0.0,0.0,861.4375,842.465873442,2977.579833984375,27297.758143598894,0.0,0.0,0.0,-13.562254905700684,0.0,12761088.0,0.0,-1925.4013671875,0.041598882526159286,0.0,12761088.0,1773996220.1364195,14.7001953125,5.743111978517845e-05,
0.0,0.0,888.97265625,854.750106315,3061.719482421875,27321.083436283647,0.0,0.0,0.0,-14.220014572143555,0.0,13015040.0,0.0,-1883.507080078125,0.04642375558614731,0.0,13015040.0,1773996232.4988976,12.099609375,-6.583847607544158e-06,
0.0,0.0,789.953125,867.102812893,2613.71875,27388.731131643075,0.0,0.0,0.0,-14.19106674194336,0.0,13268992.0,0.0,-1822.7744140625,0.045912452042102814,0.0,13268992.0,1773996244.7830472,12.005859375,-5.062154741608538e-05,
0.0,0.0,887.3876953125,879.390648054,3079.1181640625,27316.720350037063,0.0,0.0,0.0,-13.235672950744629,0.0,13522944.0,0.0,-2025.9677734375,0.043461233377456665,0.0,13522944.0,1773996257.1355517,8.87890625,1.041931682266295e-05,
0.1494140625,0.1494140625,799.45703125,911.467932161,2763.953857421875,27377.64213846932,0.0,0.0009765625,0.0,-13.785114288330078,0.0,13776896.0,0.0,-1882.3931884765625,0.04686146229505539,0.0,13776896.0,1773996301.5014966,18.935546875,-5.05635907757096e-05,"{'path': 'media/html/render_13776896_47c5b54c6df64d6d3291.html', 'size': 4056105.0, '_type': 'html-file', 'sha256': '47c5b54c6df64d6d3291162eb4ef177be3d2f95b2c8ce66eee7f8a357d1b1011'}"
0.66015625,0.66015625,839.1103515625,923.999243869,2843.919189453125,27315.519642327992,0.0,0.001953125,0.0,-13.569674491882324,0.0,14030848.0,0.0,-1920.26904296875,0.048872921615839005,0.0,14030848.0,1773996301.6996217,18.140625,3.135684892185964e-05,
0.0,0.0,796.2607421875,936.346987867,2714.1142578125,27272.676490838378,0.0,0.0,0.0,-14.282366752624512,0.0,14284800.0,0.0,-1812.884765625,0.044655412435531616,0.0,14284800.0,1773996314.0322902,15.3759765625,-1.1161735528730787e-05,
0.0,0.0,811.9013671875,948.665317124,2715.8232421875,27346.345515424233,0.0,0.0,0.0,-14.358733177185059,0.0,14538752.0,0.0,-1824.070556640625,0.04498006030917168,0.0,14538752.0,1773996326.3798761,16.7080078125,5.098109249956906e-05,
0.046875,0.046875,723.0947265625,961.018094572,2468.21630859375,27290.862646662987,0.0,0.0009765625,0.0,-13.90123462677002,0.0,14792704.0,0.0,-1534.14501953125,0.04234550520777702,0.0,14792704.0,1773996338.6981616,7.18359375,-3.852080772048794e-05,
0.009765625,0.009765625,680.455078125,992.93842164,2354.648193359375,27323.91559873823,0.0,0.0009765625,0.0,-14.01617431640625,0.0,15046656.0,0.0,-1438.4752197265625,0.044978708028793335,0.0,15046656.0,1773996382.97185,7.3759765625,-1.6007927570171887e-06,"{'path': 'media/html/render_15046656_b457be3429b491e4d01b.html', 'size': 4074253.0, '_type': 'html-file', 'sha256': 'b457be3429b491e4d01b2878733ab0529f52164a9cc2690a2128969e2d1420d0'}"
0.0,0.0,766.62890625,1005.504194105,2603.8955078125,27378.322622301705,0.0,0.0,0.0,-14.337512016296387,0.0,15300608.0,0.0,-1695.3790283203125,0.04456052556633949,0.0,15300608.0,1773996383.1499383,11.7021484375,-8.748202162678353e-06,
0.009765625,0.009765625,740.4453125,1017.814876124,2510.721435546875,27241.527984427947,0.0,0.0009765625,0.0,-13.666947364807129,0.0,15554560.0,0.0,-1664.4420166015625,0.04664091020822525,0.0,15554560.0,1773996395.5370932,8.1240234375,1.767078174452763e-05,
0.0,0.0,789.537109375,1030.149515116,2729.537109375,27328.98846611741,0.0,0.0,0.0,-13.741742134094238,0.0,15808512.0,0.0,-1677.27392578125,0.047663815319538116,0.0,15808512.0,1773996407.84763,14.3427734375,-3.078711961279623e-05,
0.181640625,0.181640625,845.048828125,1042.442241222,2923.606689453125,27372.093974400694,0.0,0.0009765625,0.0,-14.995027542114258,0.0,16062464.0,0.0,-1896.185302734375,0.05030200257897377,0.0,16062464.0,1773996420.1822808,12.7578125,2.637498255353421e-05,
0.0,0.0,820.12109375,1074.686966334,2781.693359375,27381.092758746563,0.0,0.0,0.0,-14.702280044555664,0.0,16316416.0,0.0,-1794.7423095703125,0.05020663142204285,0.0,16316416.0,1773996464.7204967,5.599609375,-4.403098137117922e-05,"{'path': 'media/html/render_16316416_3399cbcd3dd0d4445006.html', 'size': 4164737.0, '_type': 'html-file', 'sha256': '3399cbcd3dd0d4445006d0bb64a267d3c2d9fedf190713d8676044b2169eeba4'}"
0.0,0.0,840.95703125,1087.201949593,2843.0390625,27378.478146106456,0.0,0.0,0.0,-14.84816837310791,0.0,16570368.0,0.0,-1833.836669921875,0.04748144745826721,0.0,16570368.0,1773996464.9287806,12.068359375,2.4471586584695615e-05,
0.0,0.0,792.125,1099.532823658,2723.626220703125,27358.933998470737,0.0,0.0,0.0,-15.22860050201416,0.0,16824320.0,0.0,-1711.8604736328125,0.04753708094358444,0.0,16824320.0,1773996477.2347887,9.8642578125,-9.431341823074035e-06,
0.666015625,0.666015625,756.5537109375,1111.80246919,2597.64794921875,27378.253657560097,0.0,0.001953125,0.0,-14.767868995666504,0.0,17078272.0,0.0,-1607.51025390625,0.04444272816181183,0.0,17078272.0,1773996489.5655541,5.7998046875,5.026164944865741e-05,
0.0068359375,0.0068359375,872.8583984375,1124.1343271,2970.193115234375,27441.962970329394,0.0,0.0009765625,0.0,-15.600340843200684,0.0,17332224.0,0.0,-1947.170654296875,0.04745911434292793,0.0,17332224.0,1773996501.835458,8.275390625,-2.0849023712798953e-05,
0.1103515625,0.1103515625,798.9697265625,1157.099666833,2637.044677734375,27379.92579859196,0.0,0.001953125,0.0,-15.080588340759277,0.0,17586176.0,0.0,-1808.477294921875,0.045003872364759445,0.0,17586176.0,1773996547.133222,28.9345703125,-1.542234531370923e-05,"{'path': 'media/html/render_17586176_93683b9e3c081a75d94f.html', 'size': 4120789.0, '_type': 'html-file', 'sha256': '93683b9e3c081a75d94f19c5178201ecdbe1ffd8cb58acc03eae0d8665d486fe'}"
0.1416015625,0.1416015625,890.767578125,1169.662780677,3029.02001953125,27461.23798047349,0.0,0.0009765625,0.0,-15.711772918701172,0.0,17840128.0,0.0,-1985.8076171875,0.04775053635239601,0.0,17840128.0,1773996547.35349,19.5478515625,-5.064307333668694e-05,
0.0,0.0,861.642578125,1181.909287622,2901.619140625,27368.141417769217,0.0,0.0,0.0,-15.905034065246582,0.0,18094080.0,0.0,-1940.812744140625,0.046843789517879486,0.0,18094080.0,1773996559.6955256,8.05859375,1.8926983102574013e-05,
0.2255859375,0.2255859375,906.88671875,1194.195500374,3116.001708984375,27493.253870007717,0.0,0.0009765625,0.0,-15.809344291687012,0.0,18348032.0,0.0,-2055.661376953125,0.04898959398269653,0.0,18348032.0,1773996571.9421296,19.2021484375,2.9988237656652927e-05,
0.0,0.0,788.1123046875,1206.436460283,2698.49951171875,27511.64382207717,0.0,0.0,0.0,-16.246232986450195,0.0,18601984.0,0.0,-1750.8834228515625,0.047107305377721786,0.0,18601984.0,1773996584.2283223,8.3076171875,2.753333501459565e-05,
0.0,0.0,826.05859375,1238.542015502,2802.6318359375,27519.655259359406,0.0,0.0,0.0,-16.049293518066406,0.0,18855936.0,0.0,-1852.27734375,0.05214304476976395,0.0,18855936.0,1773996628.5755599,14.91015625,-7.244547305162996e-05,"{'path': 'media/html/render_18855936_8c07c7fe6f690979023c.html', 'size': 4109909.0, '_type': 'html-file', 'sha256': '8c07c7fe6f690979023c38528b53b28e8004b3cbd2c812d58f3ff075d04b153c'}"
0.0,0.0,838.2353515625,1250.977656619,2829.796142578125,27574.449896538074,0.0,0.0,0.0,-16.833894729614258,0.0,19109888.0,0.0,-1714.352294921875,0.05324782431125641,0.0,19109888.0,1773996628.7564104,15.564453125,8.715168178241584e-07,
1.0439453125,1.0439453125,810.6533203125,1263.241147179,2735.68408203125,27513.01036222106,0.0,0.001953125,0.0,-17.365629196166992,0.0,19363840.0,0.0,-1842.583740234375,0.0549418181180954,0.0,19363840.0,1773996641.010554,10.08203125,-2.1949301299173385e-05,
0.52734375,0.52734375,933.8583984375,1275.451063311,3240.56787109375,27576.725813061483,0.0,0.0009765625,0.0,-18.2303409576416,0.0,19617792.0,0.0,-2145.958740234375,0.05524450168013573,0.0,19617792.0,1773996653.2741635,9.4833984375,1.2283109754207544e-05,
0.0234375,0.0234375,870.4150390625,1287.729263978,2995.0869140625,27617.30981946274,0.0,0.0009765625,0.0,-17.455078125,0.0,19871744.0,0.0,-1848.260498046875,0.055132683366537094,0.0,19871744.0,1773996665.4838777,9.5498046875,-3.595972657421953e-06,
0.00390625,0.00390625,675.9052734375,1319.832696583,2226.012451171875,27537.78509908957,0.0,0.0009765625,0.0,-17.546104431152344,0.0,20125696.0,0.0,-1550.475830078125,0.05601247772574425,0.0,20125696.0,1773996709.8662543,7.4423828125,-1.768426227499731e-05,"{'path': 'media/html/render_20125696_60f1d694d865ebf474b5.html', 'size': 4128477.0, '_type': 'html-file', 'sha256': '60f1d694d865ebf474b5b43b31c600f5e13c2ebe552db446b0dd3b0b5c022ddd'}"
0.0712890625,0.0712890625,753.6318359375,1332.307781943,2575.4951171875,27524.98245068737,0.0,0.001953125,0.0,-17.35804557800293,0.0,20379648.0,0.0,-1603.1407470703125,0.06013752892613411,0.0,20379648.0,1773996710.0549912,14.4482421875,-7.96890708443243e-06,
0.0,0.0,823.458984375,1344.551294174,2736.69970703125,27540.75921470954,0.0,0.0,0.0,-17.05422592163086,0.0,20633600.0,0.0,-1874.3231201171875,0.05104091018438339,0.0,20633600.0,1773996722.3406324,21.958984375,4.173024080955656e-06,
0.0888671875,0.0888671875,810.517578125,1356.804876583,2749.0908203125,27591.088168361937,0.0,0.001953125,0.0,-17.841360092163086,0.0,20887552.0,0.0,-1738.7117919921875,0.05667304992675781,0.0,20887552.0,1773996734.5841427,9.6982421875,7.452658792317379e-06,
0.0,0.0,899.9345703125,1369.02244435,3193.25537109375,27625.456721997103,0.0,0.0,0.0,-17.760528564453125,0.0,21141504.0,0.0,-1952.271240234375,0.05614553391933441,0.0,21141504.0,1773996746.83717,4.1396484375,2.154822686861735e-05,
0.37890625,0.37890625,851.234375,1401.325416045,2904.15087890625,27583.465814133684,0.0,0.0029296875,0.0,-17.48274040222168,0.0,21395456.0,0.0,-1909.07080078125,0.05531297251582146,0.0,21395456.0,1773996791.3589747,15.794921875,-3.932338222512044e-05,"{'size': 4115993.0, '_type': 'html-file', 'sha256': '1738c93c8aaa2c934787fbe4b68667551681ddc32ce5aa22ba64f63b561e7f87', 'path': 'media/html/render_21395456_1738c93c8aaa2c934787.html'}"
0.0,0.0,865.462890625,1413.75539469,2931.273193359375,27623.091089545465,0.0,0.0,0.0,-17.674121856689453,0.0,21649408.0,0.0,-1964.569580078125,0.05470754951238632,0.0,21649408.0,1773996791.540303,15.396484375,4.5929009502287954e-05,
0.0,0.0,741.6083984375,1426.012817794,2510.33740234375,27521.47342671644,0.0,0.0,0.0,-18.027830123901367,0.0,21903360.0,0.0,-1650.5235595703125,0.057038564234972,0.0,21903360.0,1773996803.7882292,6.4501953125,-1.0168609151151031e-05,
0.3779296875,0.3779296875,784.5087890625,1438.20729879,2599.345703125,27599.63009352712,0.0,0.0009765625,0.0,-17.948402404785156,0.0,22157312.0,0.0,-1775.8265380859375,0.05801268666982651,0.0,22157312.0,1773996816.0459027,24.9052734375,-1.3826080248691142e-05,
0.0,0.0,809.896484375,1450.444096827,2853.365478515625,27662.043723377457,0.0,0.0,0.0,-19.13874626159668,0.0,22411264.0,0.0,-1684.3408203125,0.05676179751753807,0.0,22411264.0,1773996828.2399647,4.9423828125,2.5475801521679386e-05,
0.0107421875,0.0107421875,850.578125,1482.057339976,2933.345458984375,27680.264610750266,0.0,0.0009765625,0.0,-19.034610748291016,0.0,22665216.0,0.0,-1856.3001708984375,0.05356699228286743,0.0,22665216.0,1773996872.0908937,9.884765625,-7.768196155666374e-06,"{'path': 'media/html/render_22665216_8a382f32a0e353f3552b.html', 'size': 4045077.0, '_type': 'html-file', 'sha256': '8a382f32a0e353f3552b5af0df2a31db2493baa7f261779d34317b93062b0088'}"
0.0,0.0,917.7939453125,1494.555242614,3233.2998046875,27596.716894459114,0.0,0.0,0.0,-17.944442749023438,0.0,22919168.0,0.0,-2043.975341796875,0.059321507811546326,0.0,22919168.0,1773996872.3057454,5.130859375,4.15913418692071e-05,
0.0,0.0,850.73828125,1506.720225467,2891.5888671875,27559.243456007607,0.0,0.0,0.0,-18.723337173461914,0.0,23173120.0,0.0,-1706.70947265625,0.061851680278778076,0.0,23173120.0,1773996884.5881147,5.6494140625,-9.602612408343703e-06,
