eval/episode_reward,training/alpha_loss,eval/episode_reward_near,_step,_timestamp,training/actor_loss,training/critic_loss,eval/episode_reward_ctrl,step,eval/episode_reward_survive,render,training/log_alpha,eval/episode_success_hard,eval/episode_success_easy,training/sps,eval/episode_dist,eval/episode_reward_dist,_runtime,training/entropy,eval/episode_success,eval/episode_success_any
0.0341796875,0.0,0.0,3364864.0,1774293369.8618479,-0.06887883692979813,0.004870044998824596,-3258.94873046875,3364864.0,819.37109375,,0.0,0.0,2.6376953125,29576.69455035618,7135.88916015625,0.0,389.273097096,0.0,0.0341796875,0.0029296875
0.2578125,0.0,0.0,3618816.0,1774293441.7067575,-0.07060552388429642,0.007270704489201307,-3528.50830078125,3618816.0,898.173828125,"{'size': 3793545.0, '_type': 'html-file', 'sha256': '0e0fc731b48e159d665035d828841b48349c682c96f6e0fb1c9de05b9d13ca43', 'path': 'media/html/render_3618816_0e0fc731b48e159d6650.html'}",0.0,0.0,5.537109375,29552.79757269902,7760.12939453125,0.0,438.265544876,0.0,0.2578125,0.0107421875
0.0,0.0,0.0,3872768.0,1774293441.900332,-0.06278148293495178,0.007414550054818392,-2114.96484375,3872768.0,535.095703125,,0.0,0.0,1.921875,29665.66712938508,4747.94775390625,0.0,461.37501166,0.0,0.0,0.0
0.0634765625,0.0,0.0,4126720.0,1774293464.8157992,-0.05297396704554558,0.007698857691138983,-2601.669677734375,4126720.0,657.587890625,,0.0,0.0,8.0537109375,29537.096558833833,5938.4169921875,0.0,484.097185267,0.0,0.0634765625,0.00390625
1.48046875,0.0,0.0,4380672.0,1774293487.5377245,-0.03763413429260254,0.008084285072982311,-3093.38037109375,4380672.0,782.5283203125,,0.0,0.0,8.3515625,29683.76415958882,6849.7041015625,0.0,507.001439123,0.0,1.48046875,0.0048828125
1.8681640625,0.0,0.0,4634624.0,1774293510.4421165,-0.02779417298734188,0.008020583540201187,-2235.63427734375,4634624.0,569.5517578125,,0.0,0.0,20.833984375,29565.142105839328,5000.9775390625,0.0,529.708584949,0.0,1.8681640625,0.0087890625
0.8935546875,0.0,0.0,4888576.0,1774293581.8847718,-0.017915602773427963,0.00798419676721096,-2370.435791015625,4888576.0,604.86328125,"{'size': 3755133.0, '_type': 'html-file', 'sha256': 'c00454fc4d7e9b3af797781ce4e0271b36999b87cf6e0705afd5504eb45123ea', 'path': 'media/html/render_4888576_c00454fc4d7e9b3af797.html'}",0.0,0.0,14.880859375,29736.93432106552,4971.98046875,0.0,578.443485276,0.0,0.8935546875,0.0029296875
0.1572265625,0.0,0.0,5142528.0,1774293582.079535,-0.0012095733545720577,0.007764082867652178,-2514.6142578125,5142528.0,641.8837890625,,0.0,0.0,6.48828125,29610.584583263906,5750.4140625,0.0,601.404765819,0.0,0.1572265625,0.0107421875
0.1103515625,0.0,0.0,5396480.0,1774293604.845602,0.0017868807772174478,0.009087902493774891,-3704.473388671875,5396480.0,940.3037109375,,0.0,0.0,4.6650390625,29585.937584462405,7958.5712890625,0.0,624.314055583,0.0,0.1103515625,0.00390625
0.0390625,0.0,0.0,5650432.0,1774293627.7547147,0.018858544528484344,0.011507231742143631,-2400.990234375,5650432.0,608.603515625,,0.0,0.0,0.45703125,29534.9834946,5311.93310546875,0.0,647.045001141,0.0,0.0390625,0.001953125
1.1474609375,0.0,0.0,5904384.0,1774293650.4852533,0.015160107053816319,0.014477119781076908,-2930.08349609375,5904384.0,744.876953125,,0.0,0.0,28.5556640625,29655.777246654667,6359.91015625,0.0,669.923524415,0.0,1.1474609375,0.025390625
1.240234375,0.0,0.0,6158336.0,1774293722.5754924,0.02386661246418953,0.01449825894087553,-3049.92236328125,6158336.0,774.6953125,"{'size': 3709821.0, '_type': 'html-file', 'sha256': '52db3c6148cd689b25ce08483230efb98710c795d07ed1b6d8a98d6837558656', 'path': 'media/html/render_6158336_52db3c6148cd689b25ce.html'}",0.0,0.0,15.97265625,29664.32044884155,5975.79736328125,0.0,719.134155066,0.0,1.240234375,0.001953125
1.0341796875,0.0,0.0,6412288.0,1774293722.7932549,0.011755645275115967,0.01541944034397602,-3212.8173828125,6412288.0,809.185546875,,0.0,0.0,23.900390625,29678.835513060658,6759.029296875,0.0,742.245559853,0.0,1.0341796875,0.0078125
3.1357421875,0.0,0.0,6666240.0,1774293745.6861808,0.02199278213083744,0.018129318952560425,-2621.01318359375,6666240.0,667.068359375,,0.0,0.0,21.1708984375,29628.942470133974,5245.587890625,0.0,764.938563793,0.0,3.1357421875,0.0166015625
3.9990234375,0.0,0.0,6920192.0,1774293768.3791955,0.007833915762603283,0.022633995860815048,-2464.322265625,6920192.0,622.1416015625,,0.0,0.0,23.0244140625,29802.38963197087,5345.201171875,0.0,787.814669202,0.0,3.9990234375,0.03125
3.7822265625,0.0,0.0,7174144.0,1774293791.2552497,0.002692734356969595,0.025568410754203796,-2674.16455078125,7174144.0,675.2470703125,,0.0,0.0,13.091796875,29677.49921304545,5810.1181640625,0.0,810.501754846,0.0,3.7822265625,0.0107421875
5.931640625,0.0,0.0,7428096.0,1774293862.83947,0.0019712417852133512,0.02859431691467762,-3374.08740234375,7428096.0,848.326171875,"{'path': 'media/html/render_7428096_0714ef1054051d0a4468.html', 'size': 3680745.0, '_type': 'html-file', 'sha256': '0714ef1054051d0a44683de3ac36171b6bd110f97bf2daf03a71699985f9bf85'}",0.0,0.0,27.83984375,29825.716630293347,6883.5830078125,0.0,859.398226387,0.0,5.931640625,0.01953125
6.80859375,0.0,0.0,7682048.0,1774293863.053528,-0.002111082896590233,0.03751986473798752,-3350.655029296875,7682048.0,844.0205078125,,0.0,0.0,48.1552734375,29575.374001772157,7067.12841796875,0.0,882.362336239,0.0,6.80859375,0.033203125
5.5556640625,0.0,0.0,7936000.0,1774293885.802982,0.0326252318918705,0.0342683382332325,-3016.14404296875,7936000.0,759.162109375,,0.0,0.0,28.927734375,29628.805657299068,6426.2509765625,0.0,905.264864571,0.0,5.5556640625,0.03515625
9.7529296875,0.0,0.0,8189952.0,1774293908.7055714,0.06988545507192612,0.03503277897834778,-3088.3037109375,8189952.0,778.244140625,,0.0,0.0,28.810546875,29584.7575457663,6789.6748046875,0.0,927.963223478,0.0,9.7529296875,0.0234375
8.248046875,0.0,0.0,8443904.0,1774293931.4038293,0.08920533210039139,0.03830451890826225,-3363.408935546875,8443904.0,847.8310546875,,0.0,0.0,42.6484375,29767.745744245563,6989.93798828125,0.0,950.851224881,0.0,8.248046875,0.0263671875
2.4169921875,0.0,0.0,8697856.0,1774294003.652493,0.08868936449289322,0.04675809666514397,-2532.662109375,8697856.0,637.7705078125,"{'size': 3614321.0, '_type': 'html-file', 'sha256': '1ab1f09eadf8f00a8bb3489eb1ba9c4f423e2f2a220a0991e5c7070e84d4182e', 'path': 'media/html/render_8697856_1ab1f09eadf8f00a8bb3.html'}",0.0,0.0,33.169921875,29632.046647822073,5237.25048828125,0.0,1000.211183739,0.0,2.4169921875,0.005859375
2.2607421875,0.0,0.0,8951808.0,1774294003.8515682,0.083077073097229,0.044264860451221466,-3144.90234375,8951808.0,788.9951171875,,0.0,0.0,15.712890625,29905.488531336385,6931.37109375,0.0,1023.29069036,0.0,2.2607421875,0.0107421875
2.0654296875,0.0,0.0,9205760.0,1774294026.7315388,0.119305320084095,0.05093860626220703,-2828.27587890625,9205760.0,713.5458984375,,0.0,0.0,24.96484375,29682.6937622563,5972.52734375,0.0,1046.004531246,0.0,2.0654296875,0.0087890625
3.140625,0.0,0.0,9459712.0,1774294049.4447315,0.11370532959699631,0.057095371186733246,-2541.192138671875,9459712.0,642.35546875,,0.0,0.0,18.6025390625,29733.96085491846,5531.3232421875,0.0,1068.870929294,0.0,3.140625,0.0146484375
5.837890625,0.0,0.0,9713664.0,1774294072.311703,0.12873688340187073,0.06133905053138733,-2678.900390625,9713664.0,689.7080078125,,0.0,0.0,18.744140625,29706.105424456586,6143.93359375,0.0,1091.573463708,0.0,5.837890625,0.0205078125
8.1669921875,0.0,0.0,9967616.0,1774294143.9042845,0.15135017037391663,0.06799665838479996,-3279.93359375,9967616.0,835.806640625,"{'size': 3636873.0, '_type': 'html-file', 'sha256': '51458de17ba6ffc5e4c117c683f3cf9770a97deb2ce6dca2c9870e209646a120', 'path': 'media/html/render_9967616_51458de17ba6ffc5e4c1.html'}",0.0,0.0,33.25390625,29774.418387489797,7059.5498046875,0.0,1140.46293783,0.0,8.1669921875,0.017578125
12.4609375,0.0,0.0,10221568.0,1774294144.1035173,0.1580345779657364,0.07177796959877014,-2818.859619140625,10221568.0,715.1533203125,,0.0,0.0,45.2353515625,29827.9049127899,5691.8779296875,0.0,1163.41042455,0.0,12.4609375,0.02734375
0.912109375,0.0,0.0,10475520.0,1774294166.8512359,0.17557428777217865,0.07580579817295074,-3289.5341796875,10475520.0,831.3203125,,0.0,0.0,13.4013671875,29630.77967571636,6757.251953125,0.0,1186.313886245,0.0,0.912109375,0.0029296875
5.5634765625,0.0,0.0,10729472.0,1774294189.754642,0.1147114485502243,0.08427751809358597,-3278.096435546875,10729472.0,837.0107421875,,0.0,0.0,27.2734375,29578.636168008466,6940.6826171875,0.0,1209.022188292,0.0,5.5634765625,0.025390625
18.9189453125,0.0,0.0,10983424.0,1774294212.462933,0.13216355443000793,0.0901060625910759,-2996.197021484375,10983424.0,760.6923828125,,0.0,0.0,36.130859375,29718.505426690186,6229.412109375,0.0,1231.918117466,0.0,18.9189453125,0.0341796875
7.732421875,0.0,0.0,11237376.0,1774294284.847098,0.11315532773733139,0.10024672746658325,-3067.34375,11237376.0,775.826171875,"{'size': 3705005.0, '_type': 'html-file', 'sha256': '79d300f0834abef600392c2d1052a777410357c0a7d83f401fa95f33637046fd', 'path': 'media/html/render_11237376_79d300f0834abef60039.html'}",0.0,0.0,15.3828125,29604.34390294873,6492.052734375,0.0,1281.405704232,0.0,7.732421875,0.015625
10.5390625,0.0,0.0,11491328.0,1774294285.0505044,0.06917111575603485,0.11408046633005142,-2708.20947265625,11491328.0,683.728515625,,0.0,0.0,23.6396484375,29634.40777495974,5646.62890625,0.0,1304.546648199,0.0,10.5390625,0.029296875
20.419921875,0.0,0.0,11745280.0,1774294307.9874818,0.04015776887536049,0.1244136244058609,-2968.3525390625,11745280.0,751.9951171875,,0.0,0.0,41.71484375,29485.524378781534,6063.802734375,0.0,1327.288567194,0.0,20.419921875,0.041015625
14.640625,0.0,0.0,11999232.0,1774294330.7293057,-0.009436354972422123,0.1368713080883026,-2352.14306640625,11999232.0,594.4306640625,,0.0,0.0,28.353515625,29623.951267900917,4923.47607421875,0.0,1350.183734095,0.0,14.640625,0.029296875
6.1845703125,0.0,0.0,12253184.0,1774294353.6244733,-0.06927349418401718,0.14950038492679596,-2328.53662109375,12253184.0,587.4853515625,,0.0,0.0,10.978515625,29602.417008340548,4558.50830078125,0.0,1372.915061869,0.0,6.1845703125,0.0146484375
19.7373046875,0.0,0.0,12507136.0,1774294425.4369416,-0.09519633650779724,0.1641625016927719,-3158.095458984375,12507136.0,793.267578125,"{'size': 3738849.0, '_type': 'html-file', 'sha256': '3bf571cc4c50af1b09a3ce0008459870163d705793aa78283a80b2b731f6ccc9', 'path': 'media/html/render_12507136_3bf571cc4c50af1b09a3.html'}",0.0,0.0,39.626953125,29655.854859940475,6576.125,0.0,1421.995649142,0.0,19.7373046875,0.037109375
13.650390625,0.0,0.0,12761088.0,1774294425.6422303,-0.0491248220205307,0.17103974521160126,-2660.711669921875,12761088.0,678.2021484375,,0.0,0.0,23.1513671875,29655.788806054465,5786.16796875,0.0,1444.998322298,0.0,13.650390625,0.0283203125
2.4951171875,0.0,0.0,13015040.0,1774294448.4391615,-0.10589470714330673,0.18045951426029205,-1980.29931640625,13015040.0,506.29296875,,0.0,0.0,8.0859375,29478.461704096437,4282.01611328125,0.0,1467.915611749,0.0,2.4951171875,0.0078125
12.2744140625,0.0,0.0,13268992.0,1774294471.3563473,-0.23736754059791565,0.2009470909833908,-2525.787109375,13268992.0,642.470703125,,0.0,0.0,22.490234375,29527.83326100277,5197.7490234375,0.0,1490.652589154,0.0,12.2744140625,0.0224609375
8.7646484375,0.0,0.0,13522944.0,1774294494.0934124,-0.2669799327850342,0.21819068491458893,-2953.775390625,13522944.0,745.7646484375,,0.0,0.0,18.46875,29656.109170148837,5850.51953125,0.0,1513.552339552,0.0,8.7646484375,0.017578125
8.2666015625,0.0,0.0,13776896.0,1774294565.958944,-0.14939093589782715,0.22799387574195862,-2166.93017578125,13776896.0,549.47265625,"{'sha256': '3cdf7f8d91d8e636b35758779932b777e69e6d76980be4853ce45ce0c6f6df5f', 'path': 'media/html/render_13776896_3cdf7f8d91d8e636b357.html', 'size': 3701249.0, '_type': 'html-file'}",0.0,0.0,19.1650390625,29578.015216871183,4400.8291015625,0.0,1562.517692201,0.0,8.2666015625,0.021484375
4.2021484375,0.0,0.0,14030848.0,1774294566.1692355,-0.191785991191864,0.24042284488677979,-2486.319580078125,14030848.0,624.61328125,,0.0,0.0,6.80078125,29705.259574619988,5377.57568359375,0.0,1585.669684979,0.0,4.2021484375,0.009765625
33.9560546875,0.0,0.0,14284800.0,1774294589.110402,-0.274802565574646,0.25725024938583374,-2943.07080078125,14284800.0,744.4208984375,,0.0,0.0,51.1240234375,29502.962572699198,6045.2724609375,0.0,1608.398709423,0.0,33.9560546875,0.0517578125
45.5869140625,0.0,0.0,14538752.0,1774294611.8394468,-0.3328733444213867,0.2639472782611847,-2871.89013671875,14538752.0,725.0244140625,,0.0,0.0,71.783203125,29643.73724688415,5854.94775390625,0.0,1631.294123068,0.0,45.5869140625,0.0771484375
9.30078125,0.0,0.0,14792704.0,1774294634.7349877,-0.4315280318260193,0.27099770307540894,-3160.47021484375,14792704.0,797.3076171875,,0.0,0.0,13.291015625,29616.155931488385,6481.0625,0.0,1654.003024822,0.0,9.30078125,0.0166015625
11.720703125,0.0,0.0,15046656.0,1774294706.569656,-0.4759019911289215,0.2825087904930115,-2596.450439453125,15046656.0,654.4931640625,"{'size': 3649157.0, '_type': 'html-file', 'sha256': '8e9dfd3fe28d73b9bd0587e8b0a9f006a55e1d1bb0a855d0b63cc155902b1d1e', 'path': 'media/html/render_15046656_8e9dfd3fe28d73b9bd05.html'}",0.0,0.0,16.9169921875,29740.57019559273,5509.5048828125,0.0,1703.128374857,0.0,11.720703125,0.0224609375
21.9326171875,0.0,0.0,15300608.0,1774294706.7688982,-0.4554213285446167,0.27707794308662415,-3392.989990234375,15300608.0,854.9296875,,0.0,0.0,37.5048828125,29538.81835640388,7367.9833984375,0.0,1726.115317791,0.0,21.9326171875,0.04296875
15.404296875,0.0,0.0,15554560.0,1774294729.5560458,-0.5583318471908569,0.30154088139533997,-3087.78076171875,15554560.0,780.2333984375,,0.0,0.0,27.6357421875,29506.697575155722,6906.296875,0.0,1748.97999808,0.0,15.404296875,0.0322265625
27.38671875,0.0,0.0,15808512.0,1774294752.4207003,-0.5712003707885742,0.313404381275177,-3249.282958984375,15808512.0,817.0009765625,,0.0,0.0,33.9873046875,29694.739771028497,7105.08935546875,0.0,1771.68702007,0.0,27.38671875,0.0419921875
18.75,0.0,0.0,16062464.0,1774294775.1278822,-0.5661665201187134,0.3296195864677429,-2482.212646484375,16062464.0,625.869140625,,0.0,0.0,34.5927734375,29705.853569909923,5442.0986328125,0.0,1794.578294644,0.0,18.75,0.0361328125
23.24609375,0.0,0.0,16316416.0,1774294847.0741682,-0.6583521962165833,0.3379058837890625,-2708.12548828125,16316416.0,682.7294921875,"{'size': 3698701.0, '_type': 'html-file', 'sha256': 'd84112d2a6bb984ad7425f3cf20ca7461da2fff7c33fc6200d9b680aa3700224', 'path': 'media/html/render_16316416_d84112d2a6bb984ad742.html'}",0.0,0.0,34.916015625,29586.077288868513,5873.955078125,0.0,1843.632916163,0.0,23.24609375,0.033203125
27.201171875,0.0,0.0,16570368.0,1774294847.2828305,-0.6538850665092468,0.341783344745636,-3116.6748046875,16570368.0,790.0302734375,,0.0,0.0,49.462890625,29626.846734973744,6897.4990234375,0.0,1866.775443777,0.0,27.201171875,0.0498046875
13.513671875,0.0,0.0,16824320.0,1774294870.2162092,-0.6098412275314331,0.3570382297039032,-3301.087646484375,16824320.0,829.857421875,,0.0,0.0,26.2890625,29488.47366939918,7109.01171875,0.0,1889.514605639,0.0,13.513671875,0.0302734375
51.380859375,0.0,0.0,17078272.0,1774294892.9553213,-0.5299983620643616,0.3408742845058441,-3294.726806640625,17078272.0,829.900390625,,0.0,0.0,66.435546875,29587.7267223907,6893.16943359375,0.0,1912.43102304,0.0,51.380859375,0.0693359375
33.35546875,0.0,0.0,17332224.0,1774294915.871902,-0.5796825289726257,0.3692850172519684,-3119.2001953125,17332224.0,785.603515625,,0.0,0.0,48.193359375,29527.947041569143,6467.53662109375,0.0,1935.150558956,0.0,33.35546875,0.05078125
15.6455078125,0.0,0.0,17586176.0,1774294987.706702,-0.6173273921012878,0.3686199486255646,-2900.038818359375,17586176.0,728.8515625,"{'size': 3569037.0, '_type': 'html-file', 'sha256': '6c090abb9864c87946b49a0fa6260eed2936bdbca6e52085c7178db77ae25d02', 'path': 'media/html/render_17586176_6c090abb9864c87946b4.html'}",0.0,0.0,28.373046875,29662.529470547277,6225.14453125,0.0,1984.265348046,0.0,15.6455078125,0.0263671875
46.8818359375,0.0,0.0,17840128.0,1774294987.9262211,-0.666269063949585,0.3698609173297882,-3285.07177734375,17840128.0,827.85546875,,0.0,0.0,68.1181640625,29617.966021052784,6730.751953125,0.0,2007.257930041,0.0,46.8818359375,0.0712890625
26.841796875,0.0,0.0,18094080.0,1774295010.6982508,-0.7621830105781555,0.38897839188575745,-2971.25830078125,18094080.0,747.1953125,,0.0,0.0,36.318359375,29513.3747152885,6296.1640625,0.0,2030.176161012,0.0,26.841796875,0.04296875
36.1455078125,0.0,0.0,18348032.0,1774295033.6169481,-0.7744489312171936,0.38039305806159973,-2895.832763671875,18348032.0,728.99609375,,0.0,0.0,49.7373046875,29512.62893643368,6060.66650390625,0.0,2052.933498092,0.0,36.1455078125,0.0537109375
16.16015625,0.0,0.0,18601984.0,1774295056.374163,-0.8261336088180542,0.4073311388492584,-3038.386474609375,18601984.0,763.1484375,,0.0,0.0,25.2568359375,29571.897449622364,6708.7919921875,0.0,2076.014439339,0.0,16.16015625,0.033203125
17.9423828125,0.0,0.0,18855936.0,1774295128.6179204,-0.7796961069107056,0.4130040109157562,-3152.3525390625,18855936.0,793.185546875,"{'_type': 'html-file', 'sha256': 'cbae6e04a855d4202e89267fb8b12a923fb899e6bfc79fe7c4712a1e055a2be5', 'path': 'media/html/render_18855936_cbae6e04a855d4202e89.html', 'size': 3630721.0}",0.0,0.0,30.9189453125,29533.172069385128,6756.3701171875,0.0,2125.176595973,0.0,17.9423828125,0.0361328125
14.9697265625,0.0,0.0,19109888.0,1774295128.8752594,-0.8372596502304077,0.411713570356369,-2976.51318359375,19109888.0,748.91796875,,0.0,0.0,18.580078125,29739.47493908884,6754.990234375,0.0,2148.407635018,0.0,14.9697265625,0.021484375
28.2470703125,0.0,0.0,19363840.0,1774295151.8483984,-0.9395740032196045,0.4058343768119812,-3099.34814453125,19363840.0,780.37890625,,0.0,0.0,37.8115234375,29518.050593541364,6513.818359375,0.0,2171.083756254,0.0,28.2470703125,0.0400390625
31.82421875,0.0,0.0,19617792.0,1774295174.524391,-1.092996597290039,0.41572192311286926,-3365.533935546875,19617792.0,845.427734375,,0.0,0.0,43.6416015625,29837.20702522607,7147.5869140625,0.0,2194.016170173,0.0,31.82421875,0.0537109375
24.013671875,0.0,0.0,19871744.0,1774295197.456913,-1.103863000869751,0.4117262065410614,-2865.909912109375,19871744.0,721.220703125,,0.0,0.0,30.0869140625,29627.89003283832,6155.890625,0.0,2216.692934639,0.0,24.013671875,0.0341796875
16.3642578125,0.0,0.0,20125696.0,1774295269.4240143,-1.2933567762374878,0.44641420245170593,-2210.06982421875,20125696.0,555.1591796875,"{'path': 'media/html/render_20125696_9d1f52bd4b2ed14b2071.html', 'size': 3693777.0, '_type': 'html-file', 'sha256': '9d1f52bd4b2ed14b2071362dc938d97c93e0896548e0d0f213803150c734d9e9'}",0.0,0.0,23.0078125,29848.3139875091,4807.427734375,0.0,2265.982672246,0.0,16.3642578125,0.025390625
25.9443359375,0.0,0.0,20379648.0,1774295269.6446652,-1.4050934314727783,0.45190975069999695,-3063.88232421875,20379648.0,775.0576171875,,0.0,0.0,32.9111328125,29715.893777899317,6460.4013671875,0.0,2288.91577468,0.0,25.9443359375,0.0458984375
21.5322265625,0.0,0.0,20633600.0,1774295292.356491,-1.4598103761672974,0.461941123008728,-3251.05908203125,20633600.0,819.759765625,,0.0,0.0,27.705078125,29689.557556219403,7005.8349609375,0.0,2311.816278119,0.0,21.5322265625,0.029296875
30.072265625,0.0,0.0,20887552.0,1774295315.257125,-1.4443166255950928,0.45365267992019653,-3663.89453125,20887552.0,919.5966796875,,0.0,0.0,40.576171875,29743.652957765986,7805.22265625,0.0,2334.482131352,0.0,30.072265625,0.048828125
56.4716796875,0.0,0.0,21141504.0,1774295337.9228384,-1.4334123134613037,0.4596964418888092,-2707.669189453125,21141504.0,684.138671875,,0.0,0.0,74.421875,29852.446509185564,5580.3447265625,0.0,2357.343285788,0.0,56.4716796875,0.0771484375
33.6669921875,0.0,0.0,21395456.0,1774295409.9341686,-1.6019107103347778,0.46435481309890747,-3241.728515625,21395456.0,813.73046875,"{'size': 3616553.0, '_type': 'html-file', 'sha256': '5c15e722b84c65bb8c36dc03d1e36585d0bab4c6b9fb82e40979ac665b23ba90', 'path': 'media/html/render_21395456_5c15e722b84c65bb8c36.html'}",0.0,0.0,49.294921875,29894.943922781116,6785.10693359375,0.0,2406.492820233,0.0,33.6669921875,0.048828125
40.4931640625,0.0,0.0,21649408.0,1774295410.1376793,-1.6083377599716187,0.4601513147354126,-3610.639892578125,21649408.0,906.4892578125,,0.0,0.0,52.8876953125,29770.42143198226,7594.7548828125,0.0,2429.606460085,0.0,40.4931640625,0.060546875
39.931640625,0.0,0.0,21903360.0,1774295433.0471997,-1.70594322681427,0.46610039472579956,-3015.560546875,21903360.0,758.126953125,,0.0,0.0,53.1435546875,29735.44917388416,6395.7841796875,0.0,2452.291843624,0.0,39.931640625,0.060546875
41.8642578125,0.0,0.0,22157312.0,1774295455.7327158,-1.6224818229675293,0.45554864406585693,-3085.1474609375,22157312.0,774.6796875,,0.0,0.0,55.5986328125,29774.694710559954,6475.6044921875,0.0,2475.16152997,0.0,41.8642578125,0.0625
57.0205078125,0.0,0.0,22411264.0,1774295478.602314,-1.7247157096862793,0.48032504320144653,-3111.25927734375,22411264.0,782.197265625,,0.0,0.0,74.7724609375,29859.77995016959,6491.04296875,0.0,2497.832001685,0.0,57.0205078125,0.078125
24.5791015625,0.0,0.0,22665216.0,1774295550.8081112,-1.7614591121673584,0.4754352569580078,-2771.649169921875,22665216.0,699.2109375,"{'size': 3732473.0, '_type': 'html-file', 'sha256': 'e6f2669e719fcd1aa8492526711c3fa2646adfcebfc1d639442bfb145dfa3774', 'path': 'media/html/render_22665216_e6f2669e719fcd1aa849.html'}",0.0,0.0,41.74609375,29797.63324735774,5855.4638671875,0.0,2547.366795011,0.0,24.5791015625,0.048828125
22.3662109375,0.0,0.0,22919168.0,1774295551.021394,-1.691519021987915,0.5028578042984009,-2101.16259765625,22919168.0,528.919921875,,0.0,0.0,30.10546875,29699.704342093813,4653.57275390625,0.0,2570.27400054,0.0,22.3662109375,0.0390625
19.83203125,0.0,0.0,23173120.0,1774295573.7148755,-1.7840675115585327,0.4910736083984375,-2255.2900390625,23173120.0,568.0205078125,,0.0,0.0,33.783203125,29744.504318006904,4856.9169921875,0.0,2593.162786943,0.0,19.83203125,0.041015625
21.5478515625,0.0,0.0,23427072.0,1774295596.6035242,-1.767951250076294,0.5061671733856201,-2701.32470703125,23427072.0,679.3271484375,,0.0,0.0,29.392578125,29788.841477695074,5922.8642578125,0.0,2615.813515482,0.0,21.5478515625,0.037109375
25.7060546875,0.0,0.0,23681024.0,1774295619.2542367,-1.7657487392425537,0.4870030879974365,-2342.02392578125,23681024.0,593.966796875,,0.0,0.0,34.55859375,29851.31120654882,4934.92626953125,0.0,2638.706177571,0.0,25.7060546875,0.0478515625
33.05859375,0.0,0.0,23934976.0,1774295691.5010424,-1.6695001125335693,0.5158366560935974,-3229.12841796875,23934976.0,810.796875,"{'size': 3626629.0, '_type': 'html-file', 'sha256': '1e9455ea02c9ed82caf167c85faa109181ac9ce25c2736dce1f960ae6017040d', 'path': 'media/html/render_23934976_1e9455ea02c9ed82caf1.html'}",0.0,0.0,51.6376953125,29774.748810556594,6482.2626953125,0.0,2688.059722652,0.0,33.05859375,0.0537109375
