eval/episode_reward,eval/episode_reward_survive,training/alpha_loss,eval/episode_success,eval/episode_success_any,eval/episode_success_easy,eval/episode_reward_ctrl,training/actor_loss,step,_timestamp,eval/episode_reward_dist,_runtime,render,eval/episode_reward_near,training/sps,eval/episode_success_hard,training/log_alpha,eval/episode_dist,training/critic_loss,_step,training/entropy
9.478515625,515.7587890625,0.0,9.478515625,0.01953125,17.263671875,-2039.4573974609375,-0.13962961733341217,7428096.0,1774322482.4772243,0.0,858.81117584,"{'path': 'media/html/render_7428096_3ab65db335845ff4bb1a.html', 'size': 3764077.0, '_type': 'html-file', 'sha256': '3ab65db335845ff4bb1ae975a0baeabd0277c80658dacf0248e8740996edafee'}",0.0,29929.8384296814,0.0,0.0,4178.783203125,0.11819960922002792,7428096.0,0.0
16.81640625,551.33984375,0.0,16.81640625,0.0390625,50.2939453125,-2156.4931640625,-0.18281008303165436,7682048.0,1774322482.674104,0.0,881.678816564,,0.0,29856.80613743732,0.0,0.0,4128.109375,0.12634849548339844,7682048.0,0.0
35.755859375,665.3642578125,0.0,35.755859375,0.064453125,55.7705078125,-2617.88232421875,-0.17876151204109192,7936000.0,1774322505.3442283,0.0,904.491981687,,0.0,29909.337911177554,0.0,0.0,5404.927734375,0.1354289948940277,7936000.0,0.0
11.6552734375,612.4072265625,0.0,11.6552734375,0.01953125,20.3623046875,-2414.293701171875,-0.32033392786979675,8189952.0,1774322528.1574044,0.0,927.130638666,,0.0,29923.549894758573,0.0,0.0,5226.58203125,0.15816473960876465,8189952.0,0.0
23.5927734375,554.7138671875,0.0,23.5927734375,0.0419921875,34.59375,-2176.94970703125,-0.37435194849967957,8443904.0,1774322550.796204,0.0,949.940186148,,0.0,29999.279258363593,0.0,0.0,4525.4443359375,0.1846318244934082,8443904.0,0.0
10.2119140625,700.7548828125,0.0,10.2119140625,0.0185546875,20.4072265625,-2780.81201171875,-0.4503479599952698,8697856.0,1774322622.8696387,0.0,999.203643057,"{'size': 3674677.0, '_type': 'html-file', 'sha256': '0bbb4c3ddb500bafce0eb985754194dc2f7cc52351f86531e16c9c3f2b6bb3ce', 'path': 'media/html/render_8697856_0bbb4c3ddb500bafce0e.html'}",0.0,29930.669363058838,0.0,0.0,6241.10498046875,0.1966521441936493,8697856.0,0.0
12.509765625,711.6240234375,0.0,12.509765625,0.0234375,20.376953125,-2795.740966796875,-0.5515649914741516,8951808.0,1774322623.0633187,0.0,1022.231012386,,0.0,29998.499427335675,0.0,0.0,6327.8720703125,0.2259388566017151,8951808.0,0.0
24.8173828125,661.9638671875,0.0,24.8173828125,0.044921875,45.1875,-2607.9130859375,-0.61888188123703,9205760.0,1774322645.896598,0.0,1044.89955107,,0.0,29854.24543372257,0.0,0.0,5375.2041015625,0.254550576210022,9205760.0,0.0
24.333984375,754.4541015625,0.0,24.333984375,0.0400390625,35.4521484375,-2970.12109375,-0.7978347539901733,9459712.0,1774322668.565005,0.0,1067.759515148,,0.0,29907.970696839177,0.0,0.0,6388.59130859375,0.27603137493133545,9459712.0,0.0
7.6748046875,601.9208984375,0.0,7.6748046875,0.013671875,11.474609375,-2392.971923828125,-0.8392799496650696,9713664.0,1774322691.4250455,0.0,1090.427278133,,0.0,29743.163759149465,0.0,0.0,5280.478515625,0.2845700681209564,9713664.0,0.0
29.267578125,787.3408203125,0.0,29.267578125,0.0439453125,48.49609375,-3108.679443359375,-0.8678234219551086,9967616.0,1774322762.9864595,0.0,1139.320409959,"{'_type': 'html-file', 'sha256': '906b57ec316e46e0dcbeb26915718e08fcac9e1bae610ab6b3518d92f9f325ac', 'path': 'media/html/render_9967616_906b57ec316e46e0dcbe.html', 'size': 3734581.0}",0.0,29904.911713579986,0.0,0.0,6635.3173828125,0.31542426347732544,9967616.0,0.0
41.0400390625,664.8681640625,0.0,41.0400390625,0.064453125,57.869140625,-2623.146240234375,-0.976908266544342,10221568.0,1774322763.195098,0.0,1162.230353102,,0.0,29890.93467657415,0.0,0.0,5493.12109375,0.3131595551967621,10221568.0,0.0
18.833984375,557.814453125,0.0,18.833984375,0.02734375,30.8046875,-2202.79833984375,-1.0870435237884521,10475520.0,1774322785.8958423,0.0,1185.068416931,,0.0,29790.966027115534,0.0,0.0,4795.1923828125,0.33904582262039185,10475520.0,0.0
51.6220703125,549.5126953125,0.0,51.6220703125,0.078125,69.06640625,-2150.3388671875,-1.1869534254074097,10729472.0,1774322808.7337692,0.0,1207.743845666,,0.0,29835.013199284454,0.0,0.0,4081.931640625,0.3655039370059967,10729472.0,0.0
26.3037109375,796.6142578125,0.0,26.3037109375,0.0400390625,37.67578125,-3162.685791015625,-1.371583342552185,10983424.0,1774322831.4092724,0.0,1230.575619561,,0.0,29840.119252912205,0.0,0.0,6824.06982421875,0.4016167223453522,10983424.0,0.0
25.390625,738.095703125,0.0,25.390625,0.0517578125,39.7470703125,-2913.370361328125,-1.4488747119903564,11237376.0,1774322903.8412583,0.0,1280.175304627,"{'sha256': '3d2dc15bb3c500f79286372d9bf14a28e1255fc45645c3d0fc521a3444166d36', 'path': 'media/html/render_11237376_3d2dc15bb3c500f79286.html', 'size': 3613049.0, '_type': 'html-file'}",0.0,29850.87367375927,0.0,0.0,6458.1416015625,0.4201579988002777,11237376.0,0.0
48.68359375,773.939453125,0.0,48.68359375,0.0654296875,67.02734375,-3034.6044921875,-1.5325144529342651,11491328.0,1774322904.0420108,0.0,1303.255233842,,0.0,29852.499218774807,0.0,0.0,6189.9404296875,0.4207044839859009,11491328.0,0.0
67.6923828125,777.7958984375,0.0,67.6923828125,0.0908203125,83.0126953125,-3048.7529296875,-1.649127721786499,11745280.0,1774322926.9206667,0.0,1325.940063179,,0.0,29719.056004257058,0.0,0.0,6302.0263671875,0.46673187613487244,11745280.0,0.0
59.3857421875,769.8095703125,0.0,59.3857421875,0.0791015625,76.923828125,-3021.0439453125,-1.802025556564331,11999232.0,1774322949.605431,0.0,1348.785724711,,0.0,29825.118666968665,0.0,0.0,6239.9111328125,0.48536381125450134,11999232.0,0.0
67.47265625,836.8974609375,0.0,67.47265625,0.091796875,82.5908203125,-3287.0,-1.761476993560791,12253184.0,1774322972.451192,0.0,1371.467410449,,0.0,29802.117797659437,0.0,0.0,6772.55810546875,0.4799950122833252,12253184.0,0.0
58.130859375,760.8603515625,0.0,58.130859375,0.0810546875,70.62109375,-3000.328125,-1.9119439125061035,12507136.0,1774323044.2122595,0.0,1420.54618342,"{'_type': 'html-file', 'sha256': '9c100a0769350320b149ff6bbe169e22c105f2b6b10d88af01bdc1addcc1ca8e', 'path': 'media/html/render_12507136_9c100a0769350320b149.html', 'size': 3709013.0}",0.0,29832.579056908467,0.0,0.0,6124.22021484375,0.508674144744873,12507136.0,0.0
41.1357421875,805.9658203125,0.0,41.1357421875,0.060546875,55.0751953125,-3162.486328125,-2.116116762161255,12761088.0,1774323044.4117417,0.0,1443.452421036,,0.0,29805.345941836487,0.0,0.0,6577.31982421875,0.5378267765045166,12761088.0,0.0
38.72265625,791.0341796875,0.0,38.72265625,0.048828125,45.009765625,-3132.484375,-2.286189556121826,13015040.0,1774323067.1179364,0.0,1466.287300476,,0.0,29800.032509801204,0.0,0.0,6578.12890625,0.5481029152870178,13015040.0,0.0
31.2080078125,739.4736328125,0.0,31.2080078125,0.048828125,39.671875,-2923.884765625,-2.246427536010742,13268992.0,1774323089.9527762,0.0,1488.958332425,,0.0,29829.247273953573,0.0,0.0,6348.8505859375,0.55271977186203,13268992.0,0.0
29.6201171875,635.46484375,0.0,29.6201171875,0.0478515625,42.3017578125,-2497.5361328125,-2.481232166290283,13522944.0,1774323112.6238337,0.0,1511.79683115,,0.0,29899.444384956623,0.0,0.0,5358.6279296875,0.6087378263473511,13522944.0,0.0
74.5341796875,666.2158203125,0.0,74.5341796875,0.1044921875,97.9599609375,-2594.807373046875,-2.651360511779785,13776896.0,1774323184.3440678,0.0,1560.678008656,"{'_type': 'html-file', 'sha256': 'f3b33d2c110f0bd73100cf38e6a774b71c60f8e06f3f35f8d4f8cc21b7c4c532', 'path': 'media/html/render_13776896_f3b33d2c110f0bd73100.html', 'size': 3765433.0}",0.0,29832.75702914273,0.0,0.0,5264.259765625,0.5937931537628174,13776896.0,0.0
58.5654296875,658.599609375,0.0,58.5654296875,0.07421875,70.107421875,-2591.123046875,-2.8517072200775146,14030848.0,1774323184.5536938,0.0,1583.779511536,,0.0,29891.03701265159,0.0,0.0,5090.3896484375,0.6224033832550049,14030848.0,0.0
83.2890625,674.36328125,0.0,83.2890625,0.107421875,98.166015625,-2656.285400390625,-2.75880765914917,14284800.0,1774323207.4449816,0.0,1606.455771743,,0.0,29693.620570702486,0.0,0.0,5072.7763671875,0.6264419555664062,14284800.0,0.0
61.349609375,745.5771484375,0.0,61.349609375,0.078125,73.1767578125,-2937.921875,-3.0021448135375977,14538752.0,1774323230.1212258,0.0,1629.303947509,,0.0,29835.623259448177,0.0,0.0,6134.7421875,0.6378657817840576,14538752.0,0.0
88.4443359375,771.0029296875,0.0,88.4443359375,0.10546875,101.2587890625,-3039.51904296875,-3.1473701000213623,14792704.0,1774323252.9691994,0.0,1651.9875929089999,,0.0,29820.85928963684,0.0,0.0,6022.80859375,0.6485159397125244,14792704.0,0.0
64.6787109375,873.4013671875,0.0,64.6787109375,0.09375,92.8642578125,-3437.170654296875,-3.1890549659729004,15046656.0,1774323324.8708224,0.0,1701.204697005,"{'path': 'media/html/render_15046656_7c3c1beb2a51ae6aebad.html', 'size': 3679217.0, '_type': 'html-file', 'sha256': '7c3c1beb2a51ae6aebad486f3f6c30acd3b1032dc5804f005213ec11d1fc5e90'}",0.0,29840.746241960886,0.0,0.0,7084.80859375,0.6639294624328613,15046656.0,0.0
103.216796875,849.5771484375,0.0,103.216796875,0.1240234375,113.75,-3346.921630859375,-3.4093706607818604,15300608.0,1774323325.084121,0.0,1724.135524917,,0.0,29810.215749790874,0.0,0.0,6694.17578125,0.6862271428108215,15300608.0,0.0
81.7255859375,670.0615234375,0.0,81.7255859375,0.1201171875,108.59375,-2629.806396484375,-3.4484386444091797,15554560.0,1774323347.801045,0.0,1746.963859505,,0.0,29749.702410161517,0.0,0.0,4855.66796875,0.6729408502578735,15554560.0,0.0
40.5625,514.619140625,0.0,40.5625,0.056640625,51.6083984375,-2021.7271728515625,-3.486984968185425,15808512.0,1774323370.6293406,0.0,1769.636095276,,0.0,29845.55068839524,0.0,0.0,3944.0107421875,0.6957944631576538,15808512.0,0.0
48.5107421875,749.638671875,0.0,48.5107421875,0.0703125,56.59765625,-2946.60205078125,-3.693955898284912,16062464.0,1774323393.3014734,0.0,1792.456587802,,0.0,29844.144144873135,0.0,0.0,5738.494140625,0.7126805782318115,16062464.0,0.0
19.3603515625,750.625,0.0,19.3603515625,0.0341796875,25.51171875,-2962.77490234375,-3.9658005237579346,16316416.0,1774323465.0518663,0.0,1841.38575332,"{'_type': 'html-file', 'sha256': '3f3ea3e506f2d0c5426e30b95b537d1f52a1f20b71a108da47b0875dc1e67e86', 'path': 'media/html/render_16316416_3f3ea3e506f2d0c5426e.html', 'size': 3653117.0}",0.0,29856.12993508213,0.0,0.0,6526.79150390625,0.7152048945426941,16316416.0,0.0
86.7783203125,894.0537109375,0.0,86.7783203125,0.119140625,101.56640625,-3518.85986328125,-3.8317689895629883,16570368.0,1774323465.266401,0.0,1864.488041626,,0.0,29895.551401873356,0.0,0.0,7205.697265625,0.7091078162193298,16570368.0,0.0
108.1474609375,658.9326171875,0.0,108.1474609375,0.1318359375,123.01953125,-2588.24267578125,-4.050679683685303,16824320.0,1774323488.153571,0.0,1887.164928461,,0.0,29673.4546620142,0.0,0.0,4476.3447265625,0.7490418553352356,16824320.0,0.0
80.447265625,847.9794921875,0.0,80.447265625,0.1025390625,96.748046875,-3332.54150390625,-4.17325496673584,17078272.0,1774323510.8304396,0.0,1910.017554211,,0.0,29812.92077373454,0.0,0.0,6392.34375,0.7296658158302307,17078272.0,0.0
61.54296875,689.6630859375,0.0,61.54296875,0.08203125,74.4365234375,-2710.42529296875,-4.098267555236816,17332224.0,1774323533.6827216,0.0,1932.692252395,,0.0,29779.470416693493,0.0,0.0,5397.19287109375,0.732982337474823,17332224.0,0.0
104.791015625,929.14453125,0.0,104.791015625,0.119140625,116.13671875,-3666.8994140625,-4.24515438079834,17586176.0,1774323605.6597786,0.0,1981.993684289,"{'_type': 'html-file', 'sha256': '8e9bb05b67fea308e42199a97004b1006d4319ee257a1d2f098f18a6888374f0', 'path': 'media/html/render_17586176_8e9bb05b67fea308e421.html', 'size': 3771557.0}",0.0,29821.871209501725,0.0,0.0,7345.0869140625,0.7320760488510132,17586176.0,0.0
92.8251953125,800.203125,0.0,92.8251953125,0.1279296875,125.310546875,-3131.74609375,-4.471335411071777,17840128.0,1774323605.8779893,0.0,2004.920266347,,0.0,29748.368029404737,0.0,0.0,5989.3681640625,0.7407766580581665,17840128.0,0.0
74.0126953125,849.37109375,0.0,74.0126953125,0.09765625,89.60546875,-3341.8466796875,-4.6013875007629395,18094080.0,1774323628.5853722,0.0,2027.763472407,,0.0,29743.97605362155,0.0,0.0,6904.85498046875,0.743954062461853,18094080.0,0.0
103.1904296875,748.1875,0.0,103.1904296875,0.1396484375,124.9873046875,-2937.527587890625,-4.724865913391113,18348032.0,1774323651.4291208,0.0,2050.462605425,,0.0,29802.60810363136,0.0,0.0,5425.0712890625,0.7536118626594543,18348032.0,0.0
101.9951171875,794.6591796875,0.0,101.9951171875,0.1337890625,122.6708984375,-3133.532470703125,-4.864161968231201,18601984.0,1774323674.1276462,0.0,2073.470006924,,0.0,29796.407088329302,0.0,0.0,6169.875,0.7471866011619568,18601984.0,0.0
76.9306640625,882.0537109375,0.0,76.9306640625,0.09765625,97.45703125,-3482.046142578125,-4.86073112487793,18855936.0,1774323746.3637886,0.0,2122.697684249,"{'sha256': '85b58a008b4ef1a989e08454e8caf412607d56fe5a8d89998d986ceba5ba76a6', 'path': 'media/html/render_18855936_85b58a008b4ef1a989e0.html', 'size': 3640193.0, '_type': 'html-file'}",0.0,29809.06530388793,0.0,0.0,7112.62890625,0.7805010080337524,18855936.0,0.0
94.75,849.224609375,0.0,94.75,0.1337890625,120.7109375,-3358.494140625,-4.791973114013672,19109888.0,1774323746.5832467,0.0,2145.858636357,,0.0,30007.898964486336,0.0,0.0,6729.6396484375,0.7600598335266113,19109888.0,0.0
100.4423828125,866.021484375,0.0,100.4423828125,0.126953125,125.671875,-3423.0732421875,-4.944709777832031,19363840.0,1774323769.5242596,0.0,2168.480950814,,0.0,29652.31230996518,0.0,0.0,6750.654296875,0.7640942931175232,19363840.0,0.0
110.5849609375,802.5380859375,0.0,110.5849609375,0.14453125,127.2578125,-3161.42431640625,-4.865306854248047,19617792.0,1774323792.1463745,0.0,2191.389991395,,0.0,30034.17654007746,0.0,0.0,6142.0380859375,0.790302574634552,19617792.0,0.0
114.587890625,801.515625,0.0,114.587890625,0.138671875,130.7158203125,-3147.09765625,-4.919297218322754,19871744.0,1774323815.0555995,0.0,2214.007132377,,0.0,29741.03439611609,0.0,0.0,6033.521484375,0.7796968221664429,19871744.0,0.0
100.8876953125,736.75,0.0,100.8876953125,0.1474609375,141.9765625,-2885.1328125,-4.886867523193359,20125696.0,1774323887.0952845,0.0,2263.429327213,"{'sha256': '4906034292d52368592117a8059e1b1c89d8c450878b755ea7f213f2e65e0e82', 'path': 'media/html/render_20125696_4906034292d523685921.html', 'size': 3816145.0, '_type': 'html-file'}",0.0,30076.04085556704,0.0,0.0,5430.4130859375,0.8039542436599731,20125696.0,0.0
125.9130859375,835.908203125,0.0,125.9130859375,0.150390625,142.890625,-3293.236083984375,-5.086283206939697,20379648.0,1774323887.316876,0.0,2286.278470645,,0.0,29749.252064045337,0.0,0.0,6403.83349609375,0.7918578386306763,20379648.0,0.0
124.3447265625,846.58984375,0.0,124.3447265625,0.1513671875,136.681640625,-3320.605224609375,-5.039926528930664,20633600.0,1774323909.9439378,0.0,2309.14241472,,0.0,30014.411609327824,0.0,0.0,6686.8115234375,0.7810009121894836,20633600.0,0.0
72.1474609375,745.84375,0.0,72.1474609375,0.0966796875,87.94140625,-2927.8759765625,-5.089890003204346,20887552.0,1774323932.8078692,0.0,2331.748125935,,0.0,29899.244634054416,0.0,0.0,5894.28173828125,0.7783396244049072,20887552.0,0.0
102.408203125,912.044921875,0.0,102.408203125,0.1376953125,116.353515625,-3583.2607421875,-5.119603633880615,21141504.0,1774323955.4137206,0.0,2354.626871496,,0.0,30089.365367016864,0.0,0.0,7592.462890625,0.7914706468582153,21141504.0,0.0
104.7958984375,942.146484375,0.0,104.7958984375,0.13671875,118.9794921875,-3694.160400390625,-5.369360446929932,21395456.0,1774324027.5428505,0.0,2403.876803366,"{'_type': 'html-file', 'sha256': 'db55c7939784333abeb992e14b549b52e55c75544b0cab96f374c56a12feb72e', 'path': 'media/html/render_21395456_db55c7939784333abeb9.html', 'size': 3688609.0}",0.0,29856.741696040997,0.0,0.0,7705.0458984375,0.7944263219833374,21395456.0,0.0
148.85546875,747.3134765625,0.0,148.85546875,0.177734375,159.833984375,-2870.787109375,-5.369531631469727,21649408.0,1774324027.7641785,0.0,2427.010271702,,0.0,30094.09801320821,0.0,0.0,5693.646484375,0.7724862694740295,21649408.0,0.0
127.59765625,680.498046875,0.0,127.59765625,0.1455078125,135.419921875,-2662.90576171875,-5.4556965827941895,21903360.0,1774324050.6757455,0.0,2449.604930482,,0.0,29778.372293210447,0.0,0.0,4925.1318359375,0.7719841599464417,21903360.0,0.0
122.796875,639.83984375,0.0,122.796875,0.1435546875,132.166015625,-2489.4716796875,-5.541357040405273,22157312.0,1774324073.2704422,0.0,2472.485728554,,0.0,30099.627411498237,0.0,0.0,4593.41455078125,0.7794026732444763,22157312.0,0.0
126.962890625,598.8173828125,0.0,126.962890625,0.1513671875,141.14453125,-2332.787109375,-5.465576171875,22411264.0,1774324096.1510746,0.0,2495.073675526,,0.0,29862.370905941116,0.0,0.0,3833.7109375,0.7769750952720642,22411264.0,0.0
143.0419921875,867.751953125,0.0,143.0419921875,0.1630859375,154.7314453125,-3414.716796875,-5.536065578460693,22665216.0,1774324168.387343,0.0,2544.721244196,"{'sha256': 'd016e07ce821a1d35a39c6d77adbee391306118107dac81a654a957b6334dc92', 'path': 'media/html/render_22665216_d016e07ce821a1d35a39.html', 'size': 3668821.0, '_type': 'html-file'}",0.0,30099.43603418458,0.0,0.0,6410.076171875,0.7842848300933838,22665216.0,0.0
131.6103515625,727.7509765625,0.0,131.6103515625,0.1484375,141.2265625,-2843.98291015625,-5.51636266708374,22919168.0,1774324168.6418326,0.0,2567.597124624,,0.0,29860.0787870721,0.0,0.0,5639.14599609375,0.7788790464401245,22919168.0,0.0
123.08203125,753.80078125,0.0,123.08203125,0.146484375,131.76953125,-2950.49658203125,-5.676991939544678,23173120.0,1774324191.2623239,0.0,2590.451087307,,0.0,30032.358406992815,0.0,0.0,5469.8203125,0.7618942260742188,23173120.0,0.0
136.23828125,700.4345703125,0.0,136.23828125,0.1572265625,147.6630859375,-2724.4033203125,-5.7254815101623535,23427072.0,1774324214.1164987,0.0,2613.031090204,,0.0,29930.034384508894,0.0,0.0,5368.109375,0.7646604180335999,23427072.0,0.0
117.7158203125,898.7861328125,0.0,117.7158203125,0.1572265625,137.1650390625,-3530.28564453125,-5.887324810028076,23681024.0,1774324236.6965094,0.0,2635.890262511,,0.0,30139.27365506471,0.0,0.0,7048.6171875,0.7739948034286499,23681024.0,0.0
138.310546875,872.7685546875,0.0,138.310546875,0.154296875,146.2158203125,-3360.95556640625,-5.865483283996582,23934976.0,1774324308.8325374,0.0,2685.166470215,"{'path': 'media/html/render_23934976_b847df661bd08fd3ba67.html', 'size': 3701889.0, '_type': 'html-file', 'sha256': 'b847df661bd08fd3ba675fdc29dc6db74c7d90c2a2efc8d80ee27c41260d7514'}",0.0,29909.12711015306,0.0,0.0,6917.15478515625,0.7856481075286865,23934976.0,0.0
