eval/episode_reward_near,_step,eval/episode_dist,eval/episode_success,eval/episode_success_any,_runtime,training/actor_loss,eval/episode_reward,training/critic_loss,eval/episode_reward_survive,eval/episode_success_hard,training/entropy,_timestamp,eval/episode_reward_dist,eval/episode_reward_ctrl,training/alpha_loss,eval/episode_success_easy,training/sps,training/log_alpha,render,step
0.0,11491328.0,6038.90087890625,12.1171875,0.025390625,1301.603566952,-0.14198431372642517,12.1171875,0.07425031810998917,705.140625,0.0,0.0,1774311457.7542658,0.0,-2793.404296875,0.0,29.2490234375,29890.561407476875,0.0,,11491328.0
0.0,11745280.0,7139.78125,18.564453125,0.0400390625,1324.263083618,-0.18462759256362915,18.564453125,0.08999946713447571,898.236328125,0.0,0.0,1774311480.6199698,0.0,-3520.061767578125,0.0,76.515625,29748.602326701606,0.0,,11745280.0
0.0,11999232.0,6404.74658203125,10.7919921875,0.0302734375,1347.090314115,-0.16825303435325623,10.7919921875,0.09416362643241882,756.25390625,0.0,0.0,1774311503.2794404,0.0,-2988.322265625,0.0,27.0107421875,29888.736297772157,0.0,,11999232.0
0.0,12253184.0,6371.458984375,15.78125,0.0341796875,1369.752891764,-0.21528664231300354,15.78125,0.11324667930603027,727.86328125,0.0,0.0,1774311526.1066272,0.0,-2851.1337890625,0.0,34.1064453125,29852.454039115488,0.0,,12253184.0
0.0,12507136.0,6563.8193359375,26.177734375,0.0576171875,1418.935919136,-0.1654658317565918,26.177734375,0.11260175704956055,770.33203125,0.0,0.0,1774311597.9529076,0.0,-3037.799072265625,0.0,51.3525390625,29888.797522563596,0.0,"{'_type': 'html-file', 'sha256': 'e6070d9cd0329305b8924e3ce8a6f0d27d41c7382b085911dd0a308a5540ebc6', 'path': 'media/html/render_12507136_e6070d9cd0329305b892.html', 'size': 3764453.0}",12507136.0
0.0,12761088.0,6791.904296875,8.2626953125,0.0166015625,1441.904010653,-0.12307948619127274,8.2626953125,0.12020059674978256,776.2529296875,0.0,0.0,1774311598.2002935,0.0,-3031.31982421875,0.0,36.0380859375,29842.154973455337,0.0,,12761088.0
0.0,13015040.0,6546.9833984375,10.0048828125,0.0234375,1464.747659953,-0.20071741938591003,10.0048828125,0.14326593279838562,776.0712890625,0.0,0.0,1774311620.9203224,0.0,-3035.15087890625,0.0,20.6943359375,29716.426019552127,0.0,,13015040.0
0.0,13268992.0,5219.37353515625,30.3955078125,0.05078125,1487.443706648,-0.10221587121486664,30.3955078125,0.12993305921554565,656.9990234375,0.0,0.0,1774311643.764015,0.0,-2591.96923828125,0.0,44.1201171875,29793.930904887755,0.0,,13268992.0
0.0,13522944.0,7046.84423828125,26.4794921875,0.046875,1510.291789612,-0.15361322462558746,26.4794921875,0.14510981738567352,861.6240234375,0.0,0.0,1774311666.4600472,0.0,-3392.939453125,0.0,48.0546875,29798.977053499497,0.0,,13522944.0
0.0,13776896.0,6812.125,25.376953125,0.056640625,1559.131619131,-0.2868005037307739,25.376953125,0.16128680109977722,797.65625,0.0,0.0,1774311738.1485229,0.0,-3123.44677734375,0.0,47.4345703125,29789.954537167177,0.0,"{'sha256': '689edfdf39b431ecb81cb0efaab826e0831456af4964ed696ff89ac9f3b28d95', 'path': 'media/html/render_13776896_689edfdf39b431ecb81c.html', 'size': 3671857.0, '_type': 'html-file'}",13776896.0
0.0,14030848.0,6139.84619140625,18.7734375,0.03515625,1582.219157226,-0.3328951597213745,18.7734375,0.17391285300254822,732.470703125,0.0,0.0,1774311738.3656437,0.0,-2911.10791015625,0.0,32.9873046875,29821.52721583647,0.0,,14030848.0
0.0,14284800.0,6735.32421875,15.4609375,0.0322265625,1604.868392093,-0.3438895344734192,15.4609375,0.1889188289642334,785.837890625,0.0,0.0,1774311761.2354503,0.0,-3109.70703125,0.0,30.1962890625,29745.00518977721,0.0,,14284800.0
0.0,14538752.0,7071.96875,14.0458984375,0.025390625,1627.702188772,-0.4067124128341675,14.0458984375,0.20678995549678802,866.9921875,0.0,0.0,1774311783.8847628,0.0,-3403.89404296875,0.0,51.6083984375,29911.22433468319,0.0,,14538752.0
0.0,14792704.0,6068.111328125,25.6025390625,0.0556640625,1650.361564432,-0.4661307632923126,25.6025390625,0.22856640815734863,780.8544921875,0.0,0.0,1774311806.718144,0.0,-3096.77685546875,0.0,64.2294921875,29854.51821981452,0.0,,14792704.0
0.0,15046656.0,6455.42236328125,46.099609375,0.080078125,1699.567802529,-0.490945965051651,46.099609375,0.23062415421009064,813.078125,0.0,0.0,1774311878.5847619,0.0,-3190.305908203125,0.0,88.8720703125,29912.772454787464,0.0,"{'_type': 'html-file', 'sha256': '96ed0f26eaa9a6d497a28e1ba28d3bdeda4461a00d9812997d273d0c39b9438e', 'path': 'media/html/render_15046656_96ed0f26eaa9a6d497a2.html', 'size': 3640069.0}",15046656.0
0.0,15300608.0,7397.009765625,60.962890625,0.0947265625,1722.460917515,-0.5103378295898438,60.962890625,0.23478642106056213,939.166015625,0.0,0.0,1774311878.8021333,0.0,-3715.15576171875,0.0,99.7998046875,29832.105310183746,0.0,,15300608.0
0.0,15554560.0,5108.35009765625,51.6748046875,0.0791015625,1745.276618197,-0.48737356066703796,51.6748046875,0.26079463958740234,648.3603515625,0.0,0.0,1774311901.4773521,0.0,-2539.749755859375,0.0,71.396484375,29869.529135687877,0.0,,15554560.0
0.0,15808512.0,6038.6123046875,51.2939453125,0.087890625,1767.917986917,-0.5626611709594727,51.2939453125,0.28634113073349,765.2080078125,0.0,0.0,1774311924.2931268,0.0,-3004.654296875,0.0,92.37890625,29895.264440441017,0.0,,15808512.0
0.0,16062464.0,7167.1513671875,47.1513671875,0.08984375,1790.748030481,-0.6639668345451355,47.1513671875,0.2870482802391052,856.9091796875,0.0,0.0,1774311946.9343848,0.0,-3375.151123046875,0.0,77.53515625,29925.382621754427,0.0,,16062464.0
0.0,16316416.0,7044.38525390625,41.189453125,0.068359375,1839.794090896,-0.6876696944236755,41.189453125,0.29152458906173706,838.611328125,0.0,0.0,1774312018.8109949,0.0,-3306.287109375,0.0,61.0693359375,29843.513668397474,0.0,"{'sha256': '93a03be1bb4d99702ac70e520038164e0a2b4d98a915abccebd94407cbc0de0e', 'path': 'media/html/render_16316416_93a03be1bb4d99702ac7.html', 'size': 3622145.0, '_type': 'html-file'}",16316416.0
0.0,16570368.0,7346.373046875,25.4150390625,0.052734375,1862.897062883,-0.7027832269668579,25.4150390625,0.30063116550445557,879.0400390625,0.0,0.0,1774312019.0307024,0.0,-3477.507568359375,0.0,56.974609375,29890.88183116917,0.0,,16570368.0
0.0,16824320.0,7739.666015625,44.7158203125,0.087890625,1885.563511679,-0.9608948230743408,44.7158203125,0.3407125473022461,920.599609375,0.0,0.0,1774312041.913346,0.0,-3637.2548828125,0.0,83.0029296875,29681.895564108978,0.0,,16824320.0
0.0,17078272.0,7186.0126953125,77.466796875,0.1103515625,1908.411079886,-0.9068008065223694,77.466796875,0.3209872543811798,855.7353515625,0.0,0.0,1774312064.5797818,0.0,-3362.2099609375,0.0,98.4833984375,29837.044880001315,0.0,,17078272.0
0.0,17332224.0,7074.97998046875,49.361328125,0.0830078125,1931.071903127,-0.9278100728988647,49.361328125,0.3464658260345459,833.9091796875,0.0,0.0,1774312087.4273717,0.0,-3298.78125,0.0,76.1376953125,29767.24327444964,0.0,,17332224.0
0.0,17586176.0,6869.763671875,68.7451171875,0.1103515625,1980.278816233,-1.0846126079559326,68.7451171875,0.36621686816215515,865.5703125,0.0,0.0,1774312159.2957056,0.0,-3428.48583984375,0.0,102.240234375,29861.785704086895,0.0,"{'sha256': '7335b059bb6ec751a01511ef564ad58713e720e9b5d91b96567f5346f0ac50ae', 'path': 'media/html/render_17586176_7335b059bb6ec751a015.html', 'size': 3681177.0, '_type': 'html-file'}",17586176.0
0.0,17840128.0,7031.4765625,28.0654296875,0.044921875,2003.18183174,-1.0673716068267822,28.0654296875,0.36844316124916077,799.4521484375,0.0,0.0,1774312159.5103815,0.0,-3155.686279296875,0.0,44.8779296875,29805.326759374413,0.0,,17840128.0
0.0,18094080.0,7655.40869140625,58.5302734375,0.0927734375,2026.045343627,-1.124045729637146,58.5302734375,0.3700539767742157,934.515625,0.0,0.0,1774312182.1982155,0.0,-3686.65576171875,0.0,85.5302734375,29770.00873235271,0.0,,18094080.0
0.0,18348032.0,4799.849609375,74.466796875,0.11328125,2048.730267133,-1.4355814456939697,74.466796875,0.4083210825920105,657.01953125,0.0,0.0,1774312205.0618587,0.0,-2571.895751953125,0.0,100.087890625,29738.96179889646,0.0,,18348032.0
0.0,18601984.0,7013.7998046875,57.3994140625,0.0849609375,2071.756886653,-1.5576345920562744,57.3994140625,0.4216681718826294,847.0107421875,0.0,0.0,1774312227.7465224,0.0,-3343.085693359375,0.0,86.6142578125,29806.24087283958,0.0,,18601984.0
0.0,18855936.0,6570.681640625,50.2763671875,0.0927734375,2120.980309644,-1.6187678575515747,50.2763671875,0.42475953698158264,831.40234375,0.0,0.0,1774312299.9972851,0.0,-3255.616943359375,0.0,92.857421875,29762.13385383841,0.0,"{'_type': 'html-file', 'sha256': '063f9a897201c6065c7156ef5bcd0a9b4495ddc937026ea614b9f243cbfb834b', 'path': 'media/html/render_18855936_063f9a897201c6065c71.html', 'size': 3816073.0}",18855936.0
0.0,19109888.0,3253.09423828125,60.677734375,0.0859375,2144.112973196,-1.7575312852859497,60.677734375,0.4488096535205841,450.4443359375,0.0,0.0,1774312300.2240458,0.0,-1743.75634765625,0.0,90.23046875,29995.51819367234,0.0,,19109888.0
0.0,19363840.0,2841.94482421875,53.2705078125,0.09765625,2166.719577506,-1.7525955438613892,53.2705078125,0.47343018651008606,411.2373046875,0.0,0.0,1774312323.129325,0.0,-1592.482421875,0.0,94.625,29771.301785154134,0.0,,19363840.0
0.0,19617792.0,4230.4775390625,39.69140625,0.0791015625,2189.621897285,-1.8690662384033203,39.69140625,0.4683917462825775,551.998046875,0.0,0.0,1774312345.7358775,0.0,-2177.08251953125,0.0,66.796875,30096.37007616602,0.0,,19617792.0
0.0,19871744.0,4523.517578125,50.4140625,0.0859375,2212.245429677,-1.900081753730774,50.4140625,0.48238444328308105,573.146484375,0.0,0.0,1774312368.6381361,0.0,-2241.367919921875,0.0,68.076171875,29757.962281168733,0.0,,19871744.0
0.0,20125696.0,4703.25048828125,57.798828125,0.0859375,2261.764152486,-2.002734661102295,57.798828125,0.5082080364227295,582.205078125,0.0,0.0,1774312440.7811909,0.0,-2264.01416015625,0.0,76.568359375,30040.16345407315,0.0,"{'size': 3710241.0, '_type': 'html-file', 'sha256': '18377c4736fea4507726d134040df29d5e57131b042f0308c7b0e7b4fcef4dfe', 'path': 'media/html/render_20125696_18377c4736fea4507726.html'}",20125696.0
0.0,20379648.0,6008.5400390625,58.2158203125,0.0859375,2284.625738012,-2.1709234714508057,58.2158203125,0.5278567671775818,706.109375,0.0,0.0,1774312441.0135875,0.0,-2757.249755859375,0.0,77.466796875,29773.41467876635,0.0,,20379648.0
0.0,20633600.0,6794.3251953125,43.2861328125,0.072265625,2307.498848534,-2.1731295585632324,43.2861328125,0.5210471153259277,804.9560546875,0.0,0.0,1774312463.6420643,0.0,-3190.575439453125,0.0,56.7802734375,29979.907021725634,0.0,,20633600.0
0.0,20887552.0,7297.8974609375,73.8115234375,0.111328125,2330.097076378,-2.019747495651245,73.8115234375,0.5147364139556885,921.419921875,0.0,0.0,1774312486.5150907,0.0,-3616.49951171875,0.0,105.833984375,29880.758253943437,0.0,,20887552.0
0.0,21141504.0,3167.22998046875,52.3955078125,0.0830078125,2352.966301836,-2.126950740814209,52.3955078125,0.5383570790290833,446.3017578125,0.0,0.0,1774312509.113343,0.0,-1744.38916015625,0.0,77.87890625,30085.475459486574,0.0,,21141504.0
0.0,21395456.0,6911.38720703125,57.734375,0.1015625,2402.18465664,-2.3576500415802,57.734375,0.5624228715896606,877.1748046875,0.0,0.0,1774312581.2016182,0.0,-3464.87353515625,0.0,101.328125,29901.75094584841,0.0,"{'size': 3787905.0, '_type': 'html-file', 'sha256': '016aee0b1c635c9fcbb1c42d9e492dd08c36946027629bdf9b1c0f9d03012ef9', 'path': 'media/html/render_21395456_016aee0b1c635c9fcbb1.html'}",21395456.0
0.0,21649408.0,7900.6552734375,52.4326171875,0.0810546875,2425.321214232,-2.393658399581909,52.4326171875,0.5878810286521912,929.521484375,0.0,0.0,1774312581.4364016,0.0,-3641.371337890625,0.0,70.41796875,30099.496424096305,0.0,,21649408.0
0.0,21903360.0,6163.1826171875,66.6181640625,0.09765625,2447.908410138,-2.3001232147216797,66.6181640625,0.5746974349021912,739.3486328125,0.0,0.0,1774312604.337632,0.0,-2899.92919921875,0.0,84.53515625,29803.165971372615,0.0,,21903360.0
0.0,22157312.0,6087.27197265625,80.1103515625,0.1103515625,2470.77366392,-2.410410165786743,80.1103515625,0.5942357778549194,764.23828125,0.0,0.0,1774312626.9247687,0.0,-3012.097412109375,0.0,104.017578125,30122.34373754007,0.0,,22157312.0
0.0,22411264.0,6139.970703125,67.32421875,0.107421875,2493.352651106,-2.5221450328826904,67.32421875,0.6423403024673462,766.0771484375,0.0,0.0,1774312649.7900262,0.0,-3009.58056640625,0.0,94.5693359375,29899.352902069302,0.0,,22411264.0
0.0,22665216.0,6186.24755859375,58.41796875,0.0908203125,2542.833353911,-2.6222665309906006,58.41796875,0.6314150094985962,790.7802734375,0.0,0.0,1774312721.8503742,0.0,-3120.74755859375,0.0,87.9853515625,30115.575562238406,0.0,"{'size': 3707385.0, '_type': 'html-file', 'sha256': '942c793fbd4986d77e274f0068628769b7f50b3d5d76dbbb8134f5872917de87', 'path': 'media/html/render_22665216_942c793fbd4986d77e27.html'}",22665216.0
0.0,22919168.0,6546.875,38.0322265625,0.06640625,2565.650254935,-2.594268321990967,38.0322265625,0.6281872987747192,800.1083984375,0.0,0.0,1774312722.0693467,0.0,-3163.49267578125,0.0,70.197265625,29901.61915676545,0.0,,22919168.0
0.0,23173120.0,5788.25927734375,46.892578125,0.0810546875,2588.520081708,-2.67494797706604,46.892578125,0.6238219141960144,747.404296875,0.0,0.0,1774312744.6668086,0.0,-2927.702392578125,0.0,83.3701171875,30065.15246300665,0.0,,23173120.0
0.0,23427072.0,7289.796875,66.880859375,0.0986328125,2611.110316099,-2.5337231159210205,66.880859375,0.6505937576293945,912.8017578125,0.0,0.0,1774312767.5365107,0.0,-3595.392578125,0.0,102.1708984375,29888.887263464596,0.0,,23427072.0
0.0,23681024.0,5890.0458984375,68.341796875,0.107421875,2633.985614498,-2.562737464904785,68.341796875,0.6651614308357239,756.638671875,0.0,0.0,1774312790.1266935,0.0,-2980.97216796875,0.0,93.6640625,30062.588988675867,0.0,,23681024.0
