eval/episode_reward_dist,eval/episode_reward_near,eval/episode_dist,training/alpha_loss,_timestamp,eval/episode_reward_ctrl,_runtime,training/sps,training/actor_loss,_step,training/critic_loss,eval/episode_success_hard,eval/episode_reward_survive,render,eval/episode_success_any,training/entropy,eval/episode_reward,eval/episode_success_easy,training/log_alpha,eval/episode_success,step
0.0,0.0,5813.103515625,0.0,1774282010.130583,-2737.01318359375,460.369719719,30277.043177548087,-0.0817025899887085,3872768.0,0.022397063672542572,0.0,705.138671875,,0.0,0.0,0.0,0.50390625,0.0,0.0,3872768.0
0.0,0.0,5572.7333984375,0.0,1774282032.9117596,-2783.81982421875,482.935679443,30045.023858919434,-0.07779588550329208,4126720.0,0.024008823558688164,0.0,721.78515625,,0.0,0.0,0.0,6.3623046875,0.0,0.0,4126720.0
0.0,0.0,5459.892578125,0.0,1774282055.4777803,-2648.4921875,505.68299717,30242.093882263674,-0.04334905371069908,4380672.0,0.0228944793343544,0.0,677.82421875,,0.0,0.0,0.0,10.5927734375,0.0,0.0,4380672.0
0.0,0.0,5184.2548828125,0.0,1774282078.22501,-2525.49658203125,528.239585678,30116.458565450288,-0.06349190324544907,4634624.0,0.02493979223072529,0.0,650.0654296875,,0.0068359375,0.0,0.521484375,14.94140625,0.0,0.521484375,4634624.0
0.0,0.0,4314.05810546875,0.0,1774282149.8076484,-2106.80859375,577.264796802,30278.043260102186,-0.039134591817855835,4888576.0,0.022673267871141434,0.0,535.7275390625,"{'path': 'media/html/render_4888576_6003544ffa6e462746a2.html', 'size': 3730093.0, '_type': 'html-file', 'sha256': '6003544ffa6e462746a2a1670de7c8bb5267ef28c8c4fbc9cb035cf1bdf0e34c'}",0.00390625,0.0,1.1728515625,16.53515625,0.0,1.1728515625,4888576.0
0.0,0.0,5036.9140625,0.0,1774282149.9999228,-2491.915283203125,600.093157865,30137.742080011227,-0.0506436862051487,5142528.0,0.024706432595849037,0.0,632.1064453125,,0.0029296875,0.0,1.025390625,10.7626953125,0.0,1.025390625,5142528.0
0.0,0.0,5183.25732421875,0.0,1774282172.6354344,-2407.286376953125,622.859344607,30060.319478076002,-0.0628945603966713,5396480.0,0.02725324034690857,0.0,619.791015625,,0.0078125,0.0,2.765625,13.78515625,0.0,2.765625,5396480.0
0.0,0.0,4316.5615234375,0.0,1774282195.4015124,-2057.7705078125,645.4288025,30057.61348158964,-0.08454352617263794,5650432.0,0.02936246246099472,0.0,529.611328125,,0.0087890625,0.0,1.224609375,15.8349609375,0.0,1.224609375,5650432.0
0.0,0.0,4983.962890625,0.0,1774282217.9711478,-2244.84912109375,668.168090425,30228.358415547,-0.07491203397512436,5904384.0,0.028120817616581917,0.0,571.6259765625,,0.00390625,0.0,0.6416015625,3.7822265625,0.0,0.6416015625,5904384.0
0.0,0.0,4692.373046875,0.0,1774282289.5874023,-2373.91015625,717.044693,30181.804548460575,-0.08303557336330414,6158336.0,0.03206166252493858,0.0,604.6396484375,"{'path': 'media/html/render_6158336_2c35de683af4159beb9b.html', 'size': 3733389.0, '_type': 'html-file', 'sha256': '2c35de683af4159beb9b692bfffbf924d7f66931389edfb6516464d263587b81'}",0.0029296875,0.0,1.48046875,16.4814453125,0.0,1.48046875,6158336.0
0.0,0.0,6838.3046875,0.0,1774282289.7763581,-3231.416748046875,740.014161941,30240.335485513595,-0.09900199621915817,6412288.0,0.045496877282857895,0.0,817.8916015625,,0.0009765625,0.0,0.828125,2.2861328125,0.0,0.828125,6412288.0
