eval/episode_reward,training/actor_loss,render,eval/episode_success,_runtime,_step,training/critic_loss,step,eval/episode_reward_ctrl,training/alpha_loss,training/entropy,eval/episode_reward_dist,training/sps,eval/episode_success_hard,eval/episode_reward_survive,training/log_alpha,eval/episode_success_any,eval/episode_success_easy,eval/episode_dist,eval/episode_reward_near,_timestamp
0.2900390625,-0.14119021594524384,"{'sha256': '15bce1c7c04d1fec51bf98f98c09bffb22192885671a4f1cb3a6e4bd5ef3a5d1', 'path': 'media/html/render_3618816_15bce1c7c04d1fec51bf.html', 'size': 3786501.0, '_type': 'html-file'}",0.2900390625,437.607280339,3618816.0,0.018108436837792397,3618816.0,-2134.17578125,0.0,0.0,0.0,29814.60143990428,0.0,540.7783203125,0.0,0.0029296875,11.279296875,4685.5751953125,0.0,1774316339.8641527
0.4375,-0.1331624686717987,,0.4375,460.649035962,3872768.0,0.016950540244579315,3872768.0,-1783.93115234375,0.0,0.0,0.0,29907.979094580114,0.0,463.115234375,0.0,0.0048828125,10.9189453125,4133.884765625,0.0,1774316340.0502949
0.2197265625,-0.10253346711397171,,0.2197265625,483.308855808,4126720.0,0.016274500638246536,4126720.0,-2727.25390625,0.0,0.0,0.0,29794.887658045984,0.0,694.1064453125,0.0,0.00390625,8.068359375,6116.66943359375,0.0,1774316362.9053268
0.001953125,-0.10917777568101883,,0.001953125,506.126594833,4380672.0,0.018577296286821365,4380672.0,-2283.642578125,0.0,0.0,0.0,29911.445244895996,0.0,581.69921875,0.0,0.0009765625,1.0283203125,4967.7060546875,0.0,1774316385.5652595
1.484375,-0.10210690647363663,,1.484375,528.784617951,4634624.0,0.02024274878203869,4634624.0,-3430.10888671875,0.0,0.0,0.0,29891.63678325867,0.0,868.837890625,0.0,0.0048828125,4.041015625,7598.0439453125,0.0,1774316408.382212
2.8544921875,-0.09167200326919556,"{'path': 'media/html/render_4888576_17632f16733a42461ff4.html', 'size': 3691985.0, '_type': 'html-file', 'sha256': '17632f16733a42461ff4bc4e8a70f7674650450c5f84b5cc57e9e8e7de7411c1'}",2.8544921875,577.830662076,4888576.0,0.020993607118725777,4888576.0,-2331.4912109375,0.0,0.0,0.0,29930.01924627626,0.0,588.1640625,0.0,0.01171875,14.4775390625,4858.34423828125,0.0,1774316480.0875
1.5810546875,-0.07105769217014313,,1.5810546875,600.73057412,5142528.0,0.020302994176745415,5142528.0,-3019.38720703125,0.0,0.0,0.0,29863.74567634626,0.0,766.8115234375,0.0,0.0087890625,12.48828125,6364.0107421875,0.0,1774316480.301793
0.783203125,-0.04916595667600632,,0.783203125,623.558832569,5396480.0,0.024827277287840843,5396480.0,-2638.285888671875,0.0,0.0,0.0,29856.55088418709,0.0,669.193359375,0.0,0.0029296875,1.4375,5979.46044921875,0.0,1774316502.9869838
2.78125,-0.06242457032203674,,2.78125,646.215774165,5650432.0,0.029443364590406418,5650432.0,-3069.78662109375,0.0,0.0,0.0,29858.095023782997,0.0,779.6904296875,0.0,0.0107421875,17.4697265625,6362.427734375,0.0,1774316525.8151677
0.505859375,-0.03782931715250015,,0.505859375,669.037923519,5904384.0,0.0272811409085989,5904384.0,-3296.5458984375,0.0,0.0,0.0,29906.87483211018,0.0,836.09375,0.0,0.001953125,5.0634765625,7094.447265625,0.0,1774316548.4721584
2.1494140625,-0.037613749504089355,"{'sha256': '364106fae4f4f5498619b10df270402332930152c8b5994b13787de8b8cf4ee7', 'path': 'media/html/render_6158336_364106fae4f4f5498619.html', 'size': 3763281.0, '_type': 'html-file'}",2.1494140625,717.892347624,6158336.0,0.030476855114102364,6158336.0,-2989.298828125,0.0,0.0,0.0,29892.281039198264,0.0,754.208984375,0.0,0.0068359375,6.0849609375,6390.6923828125,0.0,1774316620.1491954
0.0166015625,-0.018164586275815964,,0.0166015625,740.912195484,6412288.0,0.034803926944732666,6412288.0,-2115.189453125,0.0,0.0,0.0,29912.99170775653,0.0,538.6630859375,0.0,0.0009765625,1.3173828125,4355.76611328125,0.0,1774316620.3350766
0.064453125,-0.002779399510473013,,0.064453125,763.572185701,6666240.0,0.0363578125834465,6666240.0,-3129.1357421875,0.0,0.0,0.0,29841.681758605024,0.0,790.3623046875,0.0,0.001953125,3.1884765625,6663.67626953125,0.0,1774316643.1686242
0.33203125,-0.009634110145270824,,0.33203125,786.381991612,6920192.0,0.04153726249933243,6920192.0,-3203.77294921875,0.0,0.0,0.0,29950.238221098192,0.0,813.3896484375,0.0,0.005859375,12.134765625,6695.4130859375,0.0,1774316665.828483
2.2998046875,-0.03256068751215935,,2.2998046875,809.041114891,7174144.0,0.046165529638528824,7174144.0,-3263.694580078125,0.0,0.0,0.0,29928.17670132876,0.0,824.861328125,0.0,0.0048828125,4.9814453125,6739.15673828125,0.0,1774316688.6382742
0.0,-0.01178210973739624,"{'path': 'media/html/render_7428096_b850d34a003b38f323eb.html', 'size': 3675653.0, '_type': 'html-file', 'sha256': 'b850d34a003b38f323eb89b2a67fc4bdb80731e0d7d27477949ab2539927ebc5'}",0.0,857.563566861,7428096.0,0.042441122233867645,7428096.0,-3099.1318359375,0.0,0.0,0.0,29943.861141469264,0.0,790.1806640625,0.0,0.0,0.0,6285.7958984375,0.0,1774316759.8204613
3.6748046875,-0.05378073826432228,,3.6748046875,880.433608314,7682048.0,0.055206049233675,7682048.0,-3442.8896484375,0.0,0.0,0.0,29912.683410438076,0.0,868.51953125,0.0,0.0166015625,9.1025390625,7607.09033203125,0.0,1774316760.0104146
9.8759765625,-0.028126506134867668,,9.8759765625,903.261266691,7936000.0,0.04984867945313454,7936000.0,-3432.479248046875,0.0,0.0,0.0,29869.6623173012,0.0,865.8623046875,0.0,0.029296875,33.5419921875,7448.5244140625,0.0,1774316782.6900349
4.3330078125,-0.017835145816206932,,4.3330078125,925.92104718,8189952.0,0.05010052025318146,8189952.0,-3609.722900390625,0.0,0.0,0.0,29860.807907247894,0.0,910.53515625,0.0,0.0263671875,41.6376953125,7553.81640625,0.0,1774316805.517546
2.40625,-0.058305416256189346,,2.40625,948.740117572,8443904.0,0.061893656849861145,8443904.0,-3619.47802734375,0.0,0.0,0.0,29930.35733711981,0.0,909.572265625,0.0,0.009765625,9.615234375,7908.64208984375,0.0,1774316828.177351
1.2431640625,-0.06395410001277924,"{'path': 'media/html/render_8697856_0788af2cc60376083221.html', 'size': 3688497.0, '_type': 'html-file', 'sha256': '0788af2cc60376083221fa4420c12a9d9af4305f179fdfce448eb9ed1eb4549e'}",1.2431640625,997.796814455,8697856.0,0.06377778202295303,8697856.0,-3301.3056640625,0.0,0.0,0.0,29882.610054948105,0.0,834.9814453125,0.0,0.009765625,8.6611328125,6922.13427734375,0.0,1774316900.0536666
4.7890625,-0.08782806992530823,,4.7890625,1020.831256875,8951808.0,0.06967612355947495,8951808.0,-3361.677001953125,0.0,0.0,0.0,29961.930129628614,0.0,852.1572265625,0.0,0.01953125,11.6484375,7351.849609375,0.0,1774316900.2434068
5.9052734375,-0.06811168044805527,,5.9052734375,1043.492886811,9205760.0,0.07013709098100662,9205760.0,-3231.04150390625,0.0,0.0,0.0,29821.085546285958,0.0,817.7646484375,0.0,0.0126953125,19.1806640625,6840.68505859375,0.0,1774316923.0877032
3.08984375,-0.08306985348463058,,3.08984375,1066.347812355,9459712.0,0.07672832161188126,9459712.0,-2318.66064453125,0.0,0.0,0.0,29906.224908900098,0.0,585.9765625,0.0,0.009765625,13.2646484375,5142.6875,0.0,1774316945.7492006
4.0166015625,-0.03453359380364418,,4.0166015625,1089.003411193,9713664.0,0.07811181992292404,9713664.0,-2967.86279296875,0.0,0.0,0.0,29912.277677330854,0.0,746.265625,0.0,0.0078125,11.857421875,6379.8984375,0.0,1774316968.6041405
2.5771484375,-0.018807973712682724,"{'_type': 'html-file', 'sha256': '5b9e9661df7bac843c5267e7cbc19b5b2f1b9fa13c7babfad088be9e35cf96c6', 'path': 'media/html/render_9967616_5b9e9661df7bac843c52.html', 'size': 3719569.0}",2.5771484375,1137.885460393,9967616.0,0.07567734271287918,9967616.0,-2742.0009765625,0.0,0.0,0.0,29938.164986639644,0.0,692.93359375,0.0,0.0029296875,7.1865234375,5994.853515625,0.0,1774317040.142248
2.107421875,-0.04299336299300194,,2.107421875,1160.807796339,10221568.0,0.08394554257392883,10221568.0,-1784.7308349609375,0.0,0.0,0.0,29908.36287637326,0.0,450.7998046875,0.0,0.005859375,7.076171875,3586.24658203125,0.0,1774317040.345198
0.158203125,0.0014082182897254825,,0.158203125,1183.665427189,10475520.0,0.08347050845623016,10475520.0,-2111.078369140625,0.0,0.0,0.0,29742.429576144532,0.0,531.3955078125,0.0,0.0068359375,4.9765625,4627.6103515625,0.0,1774317063.0641541
0.3671875,-0.06631457060575485,,0.3671875,1206.352343018,10729472.0,0.09550890326499939,10729472.0,-3194.7578125,0.0,0.0,0.0,29747.917723686616,0.0,805.2373046875,0.0,0.0029296875,4.8046875,6574.5712890625,0.0,1774317085.9217246
4.404296875,-0.08218518644571304,,4.404296875,1229.208612188,10983424.0,0.10020353645086288,10983424.0,-2283.55029296875,0.0,0.0,0.0,29815.163095020896,0.0,577.24609375,0.0,0.01171875,10.1826171875,4830.146484375,0.0,1774317108.6086543
0.3447265625,-0.08035352826118469,"{'sha256': '0c00f8e8300ea5f4c0b2069489f035264a48994c937ab3830347b70f80edd2ac', 'path': 'media/html/render_11237376_0c00f8e8300ea5f4c0b2.html', 'size': 3737845.0, '_type': 'html-file'}",0.3447265625,1278.700625755,11237376.0,0.10035429894924164,11237376.0,-2995.736572265625,0.0,0.0,0.0,29765.72265795541,0.0,757.1650390625,0.0,0.0078125,3.82421875,6309.978515625,0.0,1774317180.9575105
1.42578125,-0.06975235790014267,,1.42578125,1301.778479712,11491328.0,0.10438728332519531,11491328.0,-2460.25341796875,0.0,0.0,0.0,29813.326319327967,0.0,623.326171875,0.0,0.00390625,6.2841796875,5209.7314453125,0.0,1774317181.1506119
2.9287109375,-0.1042562797665596,,2.9287109375,1324.46050569,11745280.0,0.11917725205421448,11745280.0,-1843.313720703125,0.0,0.0,0.0,29711.283472951804,0.0,465.7939453125,0.0,0.0078125,8.8955078125,4023.308349609375,0.0,1774317204.0348647
3.654296875,-0.1686941236257553,,3.654296875,1347.305798195,11999232.0,0.1299869567155838,11999232.0,-2367.35986328125,0.0,0.0,0.0,29826.891748190745,0.0,600.697265625,0.0,0.009765625,11.73046875,5269.09033203125,0.0,1774317226.716773
3.4072265625,-0.09918314963579178,,3.4072265625,1369.986048865,12253184.0,0.13614283502101898,12253184.0,-2032.2353515625,0.0,0.0,0.0,29797.263138418482,0.0,512.705078125,0.0,0.0078125,5.830078125,4255.6650390625,0.0,1774317249.5616508
0.9140625,-0.07408890128135681,"{'sha256': '477f4556defc15700e0e64192f2a706db60d95ea8819a58383ba67bd3bf291f7', 'path': 'media/html/render_12507136_477f4556defc15700e0e.html', 'size': 3714745.0, '_type': 'html-file'}",0.9140625,1418.885009426,12507136.0,0.14163996279239655,12507136.0,-2162.15283203125,0.0,0.0,0.0,29837.071625484026,0.0,544.693359375,0.0,0.0009765625,1.0302734375,4166.2509765625,0.0,1774317321.141873
3.3984375,-0.03885294497013092,,3.3984375,1441.847773592,12761088.0,0.1423206478357315,12761088.0,-2514.0068359375,0.0,0.0,0.0,29791.833430285165,0.0,638.18359375,0.0,0.0078125,6.8623046875,5181.42333984375,0.0,1774317321.3707917
0.0458984375,-0.026420515030622482,,0.0458984375,1464.698043093,13015040.0,0.14103609323501587,13015040.0,-2226.43896484375,0.0,0.0,0.0,29698.940007996658,0.0,571.8359375,0.0,0.0029296875,2.1240234375,5100.94677734375,0.0,1774317344.1041737
0.8291015625,-0.13031144440174103,,0.8291015625,1487.395977366,13268992.0,0.1639108806848526,13268992.0,-3238.273193359375,0.0,0.0,0.0,29772.220470063996,0.0,818.34375,0.0,0.0009765625,0.9814453125,6794.46240234375,0.0,1774317366.9542873
4.2216796875,-0.11590204387903214,,4.2216796875,1510.254308722,13522944.0,0.1637294739484787,13522944.0,-3363.24755859375,0.0,0.0,0.0,29812.137250845255,0.0,847.87109375,0.0,0.0087890625,7.642578125,6932.337890625,0.0,1774317389.6522965
5.771484375,-0.11211337149143219,"{'path': 'media/html/render_13776896_5995a6df69fc9151f82b.html', 'size': 3702625.0, '_type': 'html-file', 'sha256': '5995a6df69fc9151f82b613e39b06c25d7160e429ca1944920511f8d64a19bad'}",5.771484375,1559.245717303,13776896.0,0.16958540678024292,13776896.0,-2536.583984375,0.0,0.0,0.0,29758.808640848627,0.0,638.8095703125,0.0,0.0146484375,11.25,5881.6376953125,0.0,1774317461.5025635
6.8544921875,-0.12138593196868896,,6.8544921875,1582.337275333,14030848.0,0.17099931836128235,14030848.0,-2668.95556640625,0.0,0.0,0.0,29796.25455486897,0.0,677.95703125,0.0,0.01953125,17.27734375,5819.849609375,0.0,1774317461.7179234
14.3994140625,-0.16862119734287262,,14.3994140625,1605.007347809,14284800.0,0.16994422674179077,14284800.0,-3173.64697265625,0.0,0.0,0.0,29754.642987322306,0.0,802.4892578125,0.0,0.03125,33.16015625,6876.69970703125,0.0,1774317484.5934725
10.3740234375,-0.16268976032733917,,10.3740234375,1627.849774618,14538752.0,0.17154069244861603,14538752.0,-2013.239990234375,0.0,0.0,0.0,29860.42450781409,0.0,510.8046875,0.0,0.0234375,16.1689453125,4190.7177734375,0.0,1774317507.2637734
6.009765625,-0.1968340277671814,,6.009765625,1650.524742527,14792704.0,0.1922885924577713,14792704.0,-3251.35107421875,0.0,0.0,0.0,29828.491293408864,0.0,816.9033203125,0.0,0.0126953125,7.9912109375,7275.6787109375,0.0,1774317530.105604
9.5244140625,-0.20623105764389038,"{'sha256': '44e604900cf848a039ef9d5cf3254cfbea69c14e00de8da0611c4031b346abf3', 'path': 'media/html/render_15046656_44e604900cf848a039ef.html', 'size': 3708953.0, '_type': 'html-file'}",9.5244140625,1699.750623742,15046656.0,0.20324109494686127,15046656.0,-2371.25146484375,0.0,0.0,0.0,29872.99978396347,0.0,600.673828125,0.0,0.0234375,25.9951171875,4903.13037109375,0.0,1774317602.0074515
1.1630859375,-0.2208392173051834,,1.1630859375,1722.693467741,15300608.0,0.19976599514484406,15300608.0,-3630.74560546875,0.0,0.0,0.0,29824.590040589817,0.0,917.88671875,0.0,0.001953125,2.6279296875,7580.6337890625,0.0,1774317602.2347982
24.2822265625,-0.22098475694656372,,24.2822265625,1745.53815051,15554560.0,0.20682679116725922,15554560.0,-2777.26708984375,0.0,0.0,0.0,29740.57185639167,0.0,703.5986328125,0.0,0.046875,39.400390625,5852.490234375,0.0,1774317624.949754
3.8466796875,-0.3101155459880829,,3.8466796875,1768.212985098,15808512.0,0.2182961106300354,15808512.0,-2224.71044921875,0.0,0.0,0.0,29787.804307770577,0.0,560.9609375,0.0,0.0126953125,8.3271484375,4731.146484375,0.0,1774317647.794421
3.75390625,-0.3441680371761322,,3.75390625,1791.059685581,16062464.0,0.24787545204162598,16062464.0,-3073.6279296875,0.0,0.0,0.0,29837.59567945994,0.0,777.5869140625,0.0,0.01953125,13.6533203125,6497.26953125,0.0,1774317670.4691632
1.2587890625,-0.29408639669418335,"{'path': 'media/html/render_16316416_201bd837d85ed1fc14e2.html', 'size': 3760537.0, '_type': 'html-file', 'sha256': '201bd837d85ed1fc14e2d03a2c5b00e5813aada0bb62c7e89802e14940b1a8e0'}",1.2587890625,1840.111595695,16316416.0,0.23652365803718567,16316416.0,-3037.51513671875,0.0,0.0,0.0,29776.84388010136,0.0,763.13671875,0.0,0.0029296875,5.5888671875,6633.30419921875,0.0,1774317742.3684595
7.59765625,-0.20825882256031036,,7.59765625,1863.214524781,16570368.0,0.25675150752067566,16570368.0,-3009.80810546875,0.0,0.0,0.0,29791.385140688144,0.0,763.7041015625,0.0,0.01953125,16.30859375,6405.634765625,0.0,1774317742.6070273
5.052734375,-0.2162652611732483,,5.052734375,1885.872541865,16824320.0,0.2614292800426483,16824320.0,-2291.06689453125,0.0,0.0,0.0,29740.258799069175,0.0,580.1572265625,0.0,0.009765625,11.337890625,4791.3544921875,0.0,1774317765.4708273
10.9130859375,-0.10390792042016983,,10.9130859375,1908.707361793,17078272.0,0.2645187973976135,17078272.0,-2810.66650390625,0.0,0.0,0.0,29885.189042964117,0.0,715.0478515625,0.0,0.02734375,24.2109375,5970.984375,0.0,1774317788.1287813
0.5986328125,-0.11843913793563843,,0.5986328125,1931.37424278,17332224.0,0.2713717222213745,17332224.0,-3395.554931640625,0.0,0.0,0.0,29813.754407202065,0.0,859.4208984375,0.0,0.001953125,1.0869140625,7467.96484375,0.0,1774317810.9636204
1.8330078125,-0.19072885811328888,"{'path': 'media/html/render_17586176_0185235e1c89fa7bbf71.html', 'size': 3633437.0, '_type': 'html-file', 'sha256': '0185235e1c89fa7bbf71f0fb8bdaa50161e8f67cd4c99b4263e5fc00dd80e423'}",1.8330078125,1980.596304055,17586176.0,0.2713364362716675,17586176.0,-1983.28466796875,0.0,0.0,0.0,29857.315820099808,0.0,502.1279296875,0.0,0.009765625,5.0048828125,4089.388427734375,0.0,1774317882.8531706
2.990234375,-0.1646028310060501,,2.990234375,2003.522100483,17840128.0,0.26366543769836426,17840128.0,-3045.60400390625,0.0,0.0,0.0,29799.894946093384,0.0,768.39453125,0.0,0.017578125,9.740234375,6397.791015625,0.0,1774317883.075035
15.251953125,-0.1756725162267685,,15.251953125,2026.378407874,18094080.0,0.27949753403663635,18094080.0,-2574.3984375,0.0,0.0,0.0,29751.115023335373,0.0,658.7880859375,0.0,0.033203125,24.625,5727.9482421875,0.0,1774317905.7783973
4.3671875,-0.29357874393463135,,4.3671875,2049.080624933,18348032.0,0.30475640296936035,18348032.0,-1728.892578125,0.0,0.0,0.0,29761.678973382463,0.0,439.8359375,0.0,0.0068359375,7.140625,3977.37060546875,0.0,1774317928.6347837
4.2216796875,-0.2692963480949402,,4.2216796875,2072.112999198,18601984.0,0.30517593026161194,18601984.0,-1819.67333984375,0.0,0.0,0.0,29782.70531472503,0.0,461.681640625,0.0,0.0087890625,10.3056640625,3707.0029296875,0.0,1774317951.3368225
3.6435546875,-0.2581340968608856,"{'path': 'media/html/render_18855936_bce7ac3ecc0fcda02418.html', 'size': 3701533.0, '_type': 'html-file', 'sha256': 'bce7ac3ecc0fcda0241832b936522a6b81d12d59f2233d3e9e1cf4e69722ee20'}",3.6435546875,2121.188552551,18855936.0,0.3126320242881775,18855936.0,-2095.89404296875,0.0,0.0,0.0,29741.726156519413,0.0,533.015625,0.0,0.005859375,6.5771484375,4558.6064453125,0.0,1774318023.4454002
16.25,-0.3058841824531555,,16.25,2144.34800393,19109888.0,0.32003235816955566,19109888.0,-2488.114990234375,0.0,0.0,0.0,30002.60857052013,0.0,630.4150390625,0.0,0.025390625,22.65625,5301.18603515625,0.0,1774318023.6828983
8.0693359375,-0.364775151014328,,8.0693359375,2166.95111154,19363840.0,0.3174443542957306,19363840.0,-2867.126953125,0.0,0.0,0.0,29718.90343252656,0.0,731.8671875,0.0,0.015625,16.1806640625,6360.48779296875,0.0,1774318046.6042795
10.240234375,-0.5204880237579346,,10.240234375,2189.841359143,19617792.0,0.3176344335079193,19617792.0,-2886.334716796875,0.0,0.0,0.0,30112.144517682693,0.0,726.4033203125,0.0,0.0205078125,16.2509765625,6158.41015625,0.0,1774318069.2073696
15.646484375,-0.5308138728141785,,15.646484375,2212.436575569,19871744.0,0.32435107231140137,19871744.0,-2705.704345703125,0.0,0.0,0.0,29786.214120818866,0.0,683.0673828125,0.0,0.0205078125,17.841796875,6074.052734375,0.0,1774318092.0975332
25.5810546875,-0.5755219459533691,"{'path': 'media/html/render_20125696_a662717e86fc3dce54e0.html', 'size': 3718537.0, '_type': 'html-file', 'sha256': 'a662717e86fc3dce54e003b1a014a895c5b53d0d2582326a730277decdd06e51'}",25.5810546875,2261.961812197,20125696.0,0.3209059536457062,20125696.0,-2210.119384765625,0.0,0.0,0.0,30138.27504364829,0.0,559.126953125,0.0,0.044921875,35.55078125,4619.5263671875,0.0,1774318164.2186544
21.6318359375,-0.6441572904586792,,21.6318359375,2284.850321835,20379648.0,0.3324456214904785,20379648.0,-2805.1259765625,0.0,0.0,0.0,29781.06321430808,0.0,710.0849609375,0.0,0.046875,37.6513671875,5671.01708984375,0.0,1774318164.4757526
9.60546875,-0.6381681561470032,,9.60546875,2307.726826884,20633600.0,0.3541575074195862,20633600.0,-2973.2392578125,0.0,0.0,0.0,29982.800754501775,0.0,753.736328125,0.0,0.021484375,18.7294921875,6767.7255859375,0.0,1774318187.1064937
33.140625,-0.6819871068000793,,33.140625,2330.333876695,20887552.0,0.3425588607788086,20887552.0,-2902.310546875,0.0,0.0,0.0,29851.03931563934,0.0,737.57421875,0.0,0.0498046875,43.3271484375,6073.27685546875,0.0,1774318209.9830234
12.5537109375,-0.8236190676689148,,12.5537109375,2353.211000688,21141504.0,0.342618852853775,21141504.0,-2841.026123046875,0.0,0.0,0.0,30073.90517183572,0.0,718.8369140625,0.0,0.0302734375,18.5859375,5976.28173828125,0.0,1774318232.5901256
24.49609375,-0.7221403121948242,"{'path': 'media/html/render_21395456_884b1a38fe2f21f2bcb1.html', 'size': 3762973.0, '_type': 'html-file', 'sha256': '884b1a38fe2f21f2bcb193bb7091846f485a212811306e96e0ebe66b2ee572ea'}",24.49609375,2402.353758393,21395456.0,0.3457811176776886,21395456.0,-2975.56298828125,0.0,0.0,0.0,29863.509561829367,0.0,752.4462890625,0.0,0.046875,42.5927734375,6221.1650390625,0.0,1774318304.6105595
22.9150390625,-0.7948471903800964,,22.9150390625,2425.497528503,21649408.0,0.3404366672039032,21649408.0,-2491.9970703125,0.0,0.0,0.0,30064.112934624507,0.0,633.5029296875,0.0,0.041015625,37.048828125,4973.21533203125,0.0,1774318304.8656263
33.80078125,-0.9305346608161926,,33.80078125,2448.073425503,21903360.0,0.35728809237480164,21903360.0,-3169.663330078125,0.0,0.0,0.0,29836.902795428374,0.0,802.1572265625,0.0,0.0546875,46.9990234375,6777.2109375,0.0,1774318327.7537606
17.3955078125,-0.9398519992828369,,17.3955078125,2470.938685774,22157312.0,0.35657599568367004,22157312.0,-3456.53955078125,0.0,0.0,0.0,30158.696196644487,0.0,868.091796875,0.0,0.0322265625,22.90234375,7369.28955078125,0.0,1774318350.3297946
19.6728515625,-0.9981194138526917,,19.6728515625,2493.509711836,22411264.0,0.3489246964454651,22411264.0,-2682.4697265625,0.0,0.0,0.0,29901.44371959769,0.0,675.470703125,0.0,0.03125,28.0537109375,5481.0048828125,0.0,1774318373.1950057
13.662109375,-1.029996633529663,"{'size': 3660641.0, '_type': 'html-file', 'sha256': 'd50ed5f79b19d1cec378f7f08267f3ffc94ccab65a45a33e15447358e1d24e7b', 'path': 'media/html/render_22665216_d50ed5f79b19d1cec378.html'}",13.662109375,2542.957814659,22665216.0,0.36040958762168884,22665216.0,-2239.878662109375,0.0,0.0,0.0,30161.090758572103,0.0,567.705078125,0.0,0.02734375,20.1630859375,4434.36572265625,0.0,1774318445.2146947
21.2353515625,-1.1949474811553955,,21.2353515625,2565.806991235,22919168.0,0.40743863582611084,22919168.0,-2518.187744140625,0.0,0.0,0.0,29901.72072659298,0.0,637.611328125,0.0,0.046875,37.5869140625,5118.26953125,0.0,1774318445.4421666
15.5859375,-1.0859663486480713,,15.5859375,2588.686002806,23173120.0,0.41230109333992004,23173120.0,-2784.5078125,0.0,0.0,0.0,29998.40480271032,0.0,704.056640625,0.0,0.02734375,20.2255859375,5742.9423828125,0.0,1774318468.063363
31.3681640625,-1.1397892236709595,,31.3681640625,2611.285904991,23427072.0,0.4087511897087097,23427072.0,-3518.767822265625,0.0,0.0,0.0,29851.350526567192,0.0,886.666015625,0.0,0.048828125,41.9658203125,7326.29052734375,0.0,1774318490.9422343
26.8857421875,-1.1959056854248047,,26.8857421875,2634.162957169,23681024.0,0.4166897237300873,23681024.0,-2456.315185546875,0.0,0.0,0.0,30049.41703156691,0.0,620.9912109375,0.0,0.04296875,35.5380859375,4975.6279296875,0.0,1774318513.54228
