training/actor_loss,eval/episode_reward_survive,training/sps,render,_runtime,eval/episode_success,training/entropy,training/log_alpha,eval/episode_reward_dist,eval/episode_dist,_timestamp,eval/episode_reward_ctrl,eval/episode_success_any,eval/episode_reward,eval/episode_reward_near,training/critic_loss,eval/episode_success_easy,step,eval/episode_success_hard,training/alpha_loss,_step
0.07372912764549255,634.142578125,29834.885340522113,,1025.60103755,0.85546875,0.0,0.0,0.0,5098.05078125,1774535044.893946,-2523.59619140625,0.0029296875,0.85546875,0.0,0.012061276473104954,6.37109375,8951808.0,0.0,0.0,8951808.0
0.08373045921325684,683.3662109375,29662.615379696956,,1048.308496323,0.0,0.0,0.0,0.0,5301.1142578125,1774535067.7994795,-2716.85986328125,0.0,0.0,0.0,0.011568509042263031,1.8828125,9205760.0,0.0,0.0,9205760.0
0.09349074214696884,798.5400390625,29823.50862794268,,1071.220764525,0.0,0.0,0.0,0.0,5988.974609375,1774535090.5069425,-3171.7607421875,0.0,0.0,0.0,0.010342830792069435,0.0,9459712.0,0.0,0.0,9459712.0
0.09928544610738754,791.3046875,29629.989212549975,,1093.929396431,0.0625,0.0,0.0,0.0,6366.0908203125,1774535113.419257,-3153.0927734375,0.0029296875,0.0625,0.0,0.009338480420410633,5.5859375,9713664.0,0.0,0.0,9713664.0
0.10719877481460571,893.7177734375,29836.937898549942,"{'path': 'media/html/render_9967616_eb423f7fd845bc298e7a.html', 'size': 3765101.0, '_type': 'html-file', 'sha256': 'eb423f7fd845bc298e7a976cce8ac5a0b956a44bf26e7abe91d6ef1cc1747acb'}",1142.78623115,0.0,0.0,0.0,0.0,7198.22705078125,1774535184.9853356,-3569.955078125,0.0,0.0,0.0,0.009347757324576378,0.0078125,9967616.0,0.0,0.0,9967616.0
0.09993942081928253,794.076171875,29778.221609347383,,1165.751673438,0.0,0.0,0.0,0.0,6816.869140625,1774535185.1801155,-3158.14208984375,0.0,0.0,0.0,0.009019612334668636,0.8486328125,10221568.0,0.0,0.0,10221568.0
0.09803256392478943,928.712890625,29639.7101401494,,1188.651617693,0.0,0.0,0.0,0.0,7711.9033203125,1774535207.950216,-3701.23583984375,0.0,0.0,0.0,0.006991916336119175,1.1943359375,10475520.0,0.0,0.0,10475520.0
0.08416470140218735,989.9775390625,29650.539288892167,,1211.373476168,0.0,0.0,0.0,0.0,8241.9990234375,1774535230.8500373,-3950.305908203125,0.0,0.0,0.0,0.011124178767204285,0.8828125,10729472.0,0.0,0.0,10729472.0
0.08815594762563705,922.107421875,29739.810399531023,,1234.264268141,0.0,0.0,0.0,0.0,7759.5888671875,1774535253.571902,-3685.984375,0.0,0.0,0.0,0.01220828015357256,0.025390625,10983424.0,0.0,0.0,10983424.0
0.08572398871183395,857.744140625,29699.619046089465,"{'path': 'media/html/render_11237376_ae6346982f6c0f171a6d.html', 'size': 3652741.0, '_type': 'html-file', 'sha256': 'ae6346982f6c0f171a6d31e0af7ac6d831e70042d26b570f3e838bf3745c81ef'}",1283.84306092,0.0,0.0,0.0,0.0,7412.9169921875,1774535326.042204,-3405.83056640625,0.0,0.0,0.0,0.012043178081512451,1.896484375,11237376.0,0.0,0.0,11237376.0
0.09664615243673325,755.7138671875,29762.074810068898,,1306.94648795,0.0,0.0,0.0,0.0,6251.41650390625,1774535326.24415,-3014.3095703125,0.0,0.0,0.0,0.008791000582277775,1.0322265625,11491328.0,0.0,0.0,11491328.0
0.07862623780965805,880.7470703125,29664.393149944965,,1329.668052282,0.0,0.0,0.0,0.0,7422.509765625,1774535349.145108,-3513.343017578125,0.0,0.0,0.0,0.009260990656912327,0.044921875,11745280.0,0.0,0.0,11745280.0
0.07837089896202087,881.98828125,29762.362546705925,,1352.540589069,0.0,0.0,0.0,0.0,7304.8779296875,1774535371.8657577,-3523.03857421875,0.0,0.0,0.0,0.010412584990262985,1.025390625,11999232.0,0.0,0.0,11999232.0
0.08186350017786026,734.7431640625,29742.83320620667,,1375.257088793,0.0,0.0,0.0,0.0,6283.771484375,1774535394.739097,-2935.38916015625,0.0,0.0,0.0,0.01044794637709856,0.572265625,12253184.0,0.0,0.0,12253184.0
0.09126751124858856,702.9560546875,29796.206211256642,"{'path': 'media/html/render_12507136_09f5a0c160e7ed80e10c.html', 'size': 3728029.0, '_type': 'html-file', 'sha256': '09f5a0c160e7ed80e10c4969e40d458ed7d93583f3a9bf4777d4d4ee1c2d3a63'}",1424.357842659,0.0,0.0,0.0,0.0,5736.39501953125,1774535466.556987,-2803.84814453125,0.0,0.0,0.0,0.010912695899605751,0.0478515625,12507136.0,0.0,0.0,12507136.0
0.10496209561824799,699.369140625,29752.82280248496,,1447.293529064,0.0703125,0.0,0.0,0.0,5480.0732421875,1774535466.7413414,-2786.7265625,0.0048828125,0.0703125,0.0,0.010452719405293465,7.9833984375,12761088.0,0.0,0.0,12761088.0
0.11623400449752808,631.033203125,29701.686991147064,,1470.158258543,0.0,0.0,0.0,0.0,5348.8369140625,1774535489.4918773,-2518.63134765625,0.0,0.0,0.0,0.01117462944239378,0.7431640625,13015040.0,0.0,0.0,13015040.0
0.1327960044145584,543.5703125,29708.788271783877,,1492.871881356,0.0,0.0,0.0,0.0,4528.2568359375,1774535512.3560193,-2167.94677734375,0.0,0.0,0.0,0.00801174808293581,1.0322265625,13268992.0,0.0,0.0,13268992.0
0.14136143028736115,696.7890625,29790.133667531903,,1515.748366657,0.0,0.0,0.0,0.0,5614.8232421875,1774535535.0704489,-2781.93798828125,0.0,0.0,0.0,0.007760167587548494,0.01953125,13522944.0,0.0,0.0,13522944.0
0.15396647155284882,739.7392578125,29703.73120222024,"{'path': 'media/html/render_13776896_64ef2e61a69dcf22459f.html', 'size': 3773873.0, '_type': 'html-file', 'sha256': '64ef2e61a69dcf22459f61202916844d1c8a48e494afa04d4a317460e7b5574f'}",1564.728079733,0.005859375,0.0,0.0,0.0,6004.8857421875,1774535606.927231,-2950.48095703125,0.0009765625,0.005859375,0.0,0.006364991422742605,1.2021484375,13776896.0,0.0,0.0,13776896.0
0.15908518433570862,870.19921875,29778.267397100284,,1587.822381816,0.0,0.0,0.0,0.0,6962.87109375,1774535607.113438,-3456.26171875,0.0,0.0,0.0,0.0048765260726213455,0.0,14030848.0,0.0,0.0,14030848.0
0.15666285157203674,490.9130859375,29634.284103237245,,1610.548850108,0.0,0.0,0.0,0.0,3547.63330078125,1774535630.0208216,-1957.117431640625,0.0,0.0,0.0,0.004904477391391993,0.005859375,14284800.0,0.0,0.0,14284800.0
0.1396247297525406,644.4599609375,29752.71891737446,,1633.43438733,0.0,0.0,0.0,0.0,5537.953125,1774535652.7472441,-2565.8994140625,0.0,0.0,0.0,0.007370627485215664,1.7333984375,14538752.0,0.0,0.0,14538752.0
0.1278706043958664,800.7861328125,29716.642403619167,,1656.175059687,0.0,0.0,0.0,0.0,6701.609375,1774535675.6328964,-3188.150146484375,0.0,0.0,0.0,0.006670525297522545,0.033203125,14792704.0,0.0,0.0,14792704.0
0.10575691610574722,952.93359375,29738.637151383395,"{'path': 'media/html/render_15046656_cfac135cd2ea5191a5cf.html', 'size': 3751061.0, '_type': 'html-file', 'sha256': 'cfac135cd2ea5191a5cfcf53b2686131303c01bcd1a4506e5ea0fbca08e3b396'}",1705.326043032,0.0,0.0,0.0,0.0,7772.5771484375,1774535747.5252008,-3805.940185546875,0.0,0.0,0.0,0.007316151168197393,0.0,15046656.0,0.0,0.0,15046656.0
0.09084460139274597,820.771484375,29691.461050553193,,1728.263351871,0.30078125,0.0,0.0,0.0,6887.9677734375,1774535747.7154112,-3268.265625,0.00390625,0.30078125,0.0,0.0073564681224524975,6.7060546875,15300608.0,0.0,0.0,15300608.0
0.07990998774766922,718.669921875,29701.84021439384,,1751.169255313,0.0,0.0,0.0,0.0,6192.1826171875,1774535770.4618475,-2855.944091796875,0.0,0.0,0.0,0.007352348882704973,12.6005859375,15554560.0,0.0,0.0,15554560.0
0.07474254071712494,858.7041015625,29644.90219378845,,1773.895649411,0.0,0.0,0.0,0.0,7425.76611328125,1774535793.3677225,-3416.36328125,0.0,0.0,0.0,0.007331022527068853,1.65625,15808512.0,0.0,0.0,15808512.0
