eval/episode_reward,eval/episode_reward_dist,training/alpha_loss,eval/episode_success,eval/episode_reward_survive,_step,step,training/critic_loss,eval/episode_success_hard,eval/episode_success_easy,_runtime,render,training/log_alpha,training/entropy,eval/episode_reward_ctrl,_timestamp,eval/episode_reward_near,eval/episode_success_any,eval/episode_dist,training/sps,training/actor_loss
0.556640625,0.0,0.0,0.556640625,432.50390625,6158336.0,6158336.0,0.01825081929564476,0.0,9.6318359375,718.04374704,"{'_type': 'html-file', 'sha256': '30ef60d0f4152cd5e7915cb09e3bf93d10661519933fc2c48bd342b545c64246', 'path': 'media/html/render_6158336_30ef60d0f4152cd5e791.html', 'size': 3662813.0}",0.0,0.0,-1642.2984619140625,1774299453.4626646,0.0,0.0029296875,3592.559326171875,29948.25930133392,0.03780241683125496
0.0517578125,0.0,0.0,0.0517578125,773.0400390625,6412288.0,6412288.0,0.01968771405518055,0.0,3.599609375,741.078131937,,0.0,0.0,-2905.099609375,1774299453.6601698,0.0,0.0029296875,6327.05859375,29972.77845117648,0.03935956209897995
0.7626953125,0.0,0.0,0.7626953125,877.8056640625,6666240.0,6666240.0,0.02349591627717018,0.0,4.525390625,763.739444871,,0.0,0.0,-3360.821533203125,1774299476.4968727,0.0,0.00390625,7281.0546875,29838.464128411368,0.032394278794527054
3.794921875,0.0,0.0,3.794921875,852.685546875,6920192.0,6920192.0,0.02539287880063057,0.0,39.955078125,786.553983135,,0.0,0.0,-3325.58203125,1774299499.1579905,0.0,0.0126953125,6823.9150390625,29935.49523934709,0.039170410484075546
7.4365234375,0.0,0.0,7.4365234375,834.62109375,7174144.0,7174144.0,0.032287921756505966,0.0,23.216796875,809.211604159,,0.0,0.0,-3232.69140625,1774299521.9724317,0.0,0.0166015625,7186.6728515625,29917.148881753925,0.01490525621920824
6.6474609375,0.0,0.0,6.6474609375,898.9189453125,7428096.0,7428096.0,0.03464724123477936,0.0,25.2392578125,858.492369478,"{'path': 'media/html/render_7428096_fece452fb2ea7754fab7.html', 'size': 3704121.0, '_type': 'html-file', 'sha256': 'fece452fb2ea7754fab7f0f277d8a5df2b940700bd5566525a2b4bfb58eeeb7f'}",0.0,0.0,-3527.32763671875,1774299593.9114041,0.0,0.0234375,7588.19140625,29954.89097575181,-0.010445858351886272
0.2265625,0.0,0.0,0.2265625,750.43359375,7682048.0,7682048.0,0.03588509559631348,0.0,5.98828125,881.381786288,,0.0,0.0,-2931.207275390625,1774299594.1066253,0.0,0.00390625,5898.689453125,29879.510157220113,0.0006370155024342239
2.3515625,0.0,0.0,2.3515625,848.7109375,7936000.0,7936000.0,0.03609377145767212,0.0,6.2333984375,904.211381689,,0.0,0.0,-3331.912109375,1774299616.800311,0.0,0.00390625,6926.2177734375,29848.640197621942,0.013790843077003956
3.7802734375,0.0,0.0,3.7802734375,665.2939453125,8189952.0,8189952.0,0.04170207679271698,0.0,17.0283203125,926.874010155,,0.0,0.0,-2609.26416015625,1774299639.6299732,0.0,0.0078125,5538.81640625,29855.057949317266,0.0163994450122118
3.4541015625,0.0,0.0,3.4541015625,860.0830078125,8443904.0,8443904.0,0.04661082476377487,0.0,14.16796875,949.691727927,,0.0,0.0,-3386.779296875,1774299662.2926352,0.0,0.0146484375,7401.97998046875,29936.91882093915,0.012897306121885777
15.1064453125,0.0,0.0,15.1064453125,846.341796875,8697856.0,8697856.0,0.04768349602818489,0.0,50.611328125,998.177622115,"{'_type': 'html-file', 'sha256': 'b76e25e6fa59f7068299354bca64249362511b771ff510f060f90f59a172ab8d', 'path': 'media/html/render_8697856_b76e25e6fa59f7068299.html', 'size': 3659365.0}",0.0,0.0,-3314.62939453125,1774299733.5968103,0.0,0.0380859375,6964.814453125,29896.19750479534,0.016243286430835724
1.4892578125,0.0,0.0,1.4892578125,921.138671875,8951808.0,8951808.0,0.05254942551255226,0.0,4.0263671875,1021.213946369,,0.0,0.0,-3632.619140625,1774299733.793792,0.0,0.005859375,7997.1103515625,29949.53588516854,-0.016922902315855026
5.05078125,0.0,0.0,5.05078125,864.7802734375,9205760.0,9205760.0,0.06180465966463089,0.0,7.810546875,1043.86681122,,0.0,0.0,-3349.155517578125,1774299756.6325412,0.0,0.0107421875,7592.89501953125,29846.21721220994,-0.05171985179185867
2.6640625,0.0,0.0,2.6640625,807.4599609375,9459712.0,9459712.0,0.060785792768001556,0.0,4.4150390625,1066.720689871,,0.0,0.0,-3170.666015625,1774299779.2853193,0.0,0.005859375,6529.21435546875,29950.649195527803,-0.03901028633117676
4.0302734375,0.0,0.0,4.0302734375,837.3232421875,9713664.0,9713664.0,0.073318250477314,0.0,13.615234375,1089.375695658,,0.0,0.0,-3313.226806640625,1774299802.1392107,0.0,0.01171875,7073.892578125,29780.846723707262,-0.07248418778181076
6.5751953125,0.0,0.0,6.5751953125,736.671875,9967616.0,9967616.0,0.07711461186408997,0.0,28.046875,1138.281015752,"{'path': 'media/html/render_9967616_9e0439bf0006246a03b2.html', 'size': 3594205.0, '_type': 'html-file', 'sha256': '9e0439bf0006246a03b2a899154c24bb0d84d2192a8fbe0cf3faad603e0e397d'}",0.0,0.0,-2872.68115234375,1774299873.7001874,0.0,0.0166015625,6207.2841796875,29949.575464375055,-0.028105096891522408
9.1513671875,0.0,0.0,9.1513671875,823.5869140625,10221568.0,10221568.0,0.0767909586429596,0.0,33.3125,1161.199729307,,0.0,0.0,-3262.785888671875,1774299873.9268093,0.0,0.0166015625,6754.39599609375,29886.723567587702,-0.018233206123113632
14.349609375,0.0,0.0,14.349609375,682.2822265625,10475520.0,10475520.0,0.0852091908454895,0.0,31.5849609375,1184.027000809,,0.0,0.0,-2676.39990234375,1774299896.6182702,0.0,0.0361328125,5543.890625,29832.773740259694,-0.053638480603694916
1.1904296875,0.0,0.0,1.1904296875,844.638671875,10729472.0,10729472.0,0.091651052236557,0.0,5.4267578125,1206.695567639,,0.0,0.0,-3327.478271484375,1774299919.4455647,0.0,0.00390625,6795.4287109375,29860.287223074465,-0.0288906991481781
1.3427734375,0.0,0.0,1.3427734375,796.2958984375,10983424.0,10983424.0,0.10198697447776794,0.0,9.3046875,1229.531166195,,0.0,0.0,-3118.68603515625,1774299942.1139853,0.0,0.0068359375,6374.7421875,29876.37067850137,-0.06451773643493652
1.419921875,0.0,0.0,1.419921875,631.8818359375,11237376.0,11237376.0,0.11988972872495651,0.0,3.859375,1279.056906858,"{'path': 'media/html/render_11237376_dfe38312f908ffe59f19.html', 'size': 3717301.0, '_type': 'html-file', 'sha256': 'dfe38312f908ffe59f19249f44ecca2d36946f4f45986dce0bcc309de96eaddb'}",0.0,0.0,-2469.1728515625,1774300014.4761012,0.0,0.0048828125,5297.9384765625,29847.25594480261,-0.08327678591012955
1.759765625,0.0,0.0,1.759765625,726.6318359375,11491328.0,11491328.0,0.11497034132480621,0.0,27.4755859375,1302.129378155,,0.0,0.0,-2785.5087890625,1774300014.6837215,0.0,0.0078125,6058.24267578125,29892.06880077577,-0.019489014521241188
0.779296875,0.0,0.0,0.779296875,832.751953125,11745280.0,11745280.0,0.12095168232917786,0.0,6.0791015625,1324.819264314,,0.0,0.0,-3265.68798828125,1774300037.5480473,0.0,0.001953125,7049.771484375,29759.21354703269,0.018344921991229057
0.0634765625,0.0,0.0,0.0634765625,806.4580078125,11999232.0,11999232.0,0.12450539320707321,0.0,1.9736328125,1347.654453971,,0.0,0.0,-3091.66650390625,1774300060.2376208,0.0,0.0029296875,6532.46826171875,29815.094660427345,0.026500161737203598
5.0009765625,0.0,0.0,5.0009765625,930.23828125,12253184.0,12253184.0,0.12692853808403015,0.0,7.779296875,1370.331763446,,0.0,0.0,-3654.745849609375,1774300083.0729153,0.0,0.009765625,7689.501953125,29812.362540748247,0.035010021179914474
0.92578125,0.0,0.0,0.92578125,936.7080078125,12507136.0,12507136.0,0.13959622383117676,0.0,3.5439453125,1419.307380503,"{'_type': 'html-file', 'sha256': '8f6b9f91d8295af288a61fc9d796b14c7a92f5799daaa26044c1b12b5df4d30b', 'path': 'media/html/render_12507136_8f6b9f91d8295af288a6.html', 'size': 3719737.0}",0.0,0.0,-3678.146728515625,1774300154.726567,0.0,0.001953125,7627.50537109375,29861.319400860455,0.026126202195882797
4.935546875,0.0,0.0,4.935546875,836.974609375,12761088.0,12761088.0,0.1443081945180893,0.0,12.1962890625,1442.230525068,,0.0,0.0,-3295.60693359375,1774300154.9333272,0.0,0.0166015625,7107.6884765625,29819.6420710884,0.05092988908290863
6.3671875,0.0,0.0,6.3671875,832.96875,13015040.0,13015040.0,0.14296460151672363,0.0,21.6015625,1465.065527123,,0.0,0.0,-3229.64208984375,1774300177.6491745,0.0,0.021484375,6810.591796875,29765.14622852807,0.06511326879262924
1.3466796875,0.0,0.0,1.3466796875,849.0634765625,13268992.0,13268992.0,0.15054206550121307,0.0,3.185546875,1487.730258382,,0.0,0.0,-3301.154541015625,1774300200.4840965,0.0,0.005859375,7341.2353515625,29846.657117509316,-0.03405583277344704
3.845703125,0.0,0.0,3.845703125,596.9326171875,13522944.0,13522944.0,0.15602126717567444,0.0,10.7607421875,1510.563746182,,0.0,0.0,-2333.81396484375,1774300223.1489637,0.0,0.01171875,4950.9951171875,29922.57645491967,-0.06217198446393013
11.5673828125,0.0,0.0,11.5673828125,859.607421875,13776896.0,13776896.0,0.16921260952949524,0.0,20.091796875,1559.268875993,"{'path': 'media/html/render_13776896_b33fc80116932d775eed.html', 'size': 3647121.0, '_type': 'html-file', 'sha256': 'b33fc80116932d775eed00b4f93bc828c86735c93f26a0c0bfdbe37f7497d5f7'}",0.0,0.0,-3342.91064453125,1774300294.6880655,0.0,0.021484375,6789.125,29856.16257285862,-0.07121869176626205
1.1904296875,0.0,0.0,1.1904296875,812.201171875,14030848.0,14030848.0,0.16778580844402313,0.0,1.7880859375,1582.340920789,,0.0,0.0,-3215.468017578125,1774300294.886525,0.0,0.001953125,6521.5009765625,29885.114417096247,-0.09361453354358673
1.5712890625,0.0,0.0,1.5712890625,898.384765625,14284800.0,14284800.0,0.18129679560661316,0.0,7.0986328125,1605.026051238,,0.0,0.0,-3532.634521484375,1774300317.7596672,0.0,0.00390625,7349.50732421875,29738.102453283707,-0.1894693523645401
17.7705078125,0.0,0.0,17.7705078125,849.4853515625,14538752.0,14538752.0,0.19406643509864807,0.0,25.3115234375,1627.87195606,,0.0,0.0,-3344.907958984375,1774300340.4446638,0.0,0.0283203125,6993.1689453125,29815.612100512375,-0.15964078903198242
6.4560546875,0.0,0.0,6.4560546875,611.4990234375,14792704.0,14792704.0,0.19682340323925018,0.0,10.42578125,1650.560715882,,0.0,0.0,-2421.43798828125,1774300363.2906113,0.0,0.015625,4582.8984375,29802.596429492158,-0.13751718401908875
23.4365234375,0.0,0.0,23.4365234375,894.62109375,15046656.0,15046656.0,0.2138022780418396,0.0,37.185546875,1699.666354075,"{'path': 'media/html/render_15046656_ecf8456ee958dace6989.html', 'size': 3737377.0, '_type': 'html-file', 'sha256': 'ecf8456ee958dace698985d950b6ff67dc55bbdf8ef3922956960bc1f134efd4'}",0.0,0.0,-3530.515380859375,1774300435.0855336,0.0,0.046875,7437.880859375,29834.81597969124,-0.23508158326148987
4.8916015625,0.0,0.0,4.8916015625,543.4814453125,15300608.0,15300608.0,0.230786994099617,0.0,9.3564453125,1722.585865621,,0.0,0.0,-2154.1669921875,1774300435.2949836,0.0,0.01171875,4363.806640625,29796.646310617212,-0.2028152495622635
4.9736328125,0.0,0.0,4.9736328125,794.115234375,15554560.0,15554560.0,0.23688296973705292,0.0,9.5341796875,1745.415052665,,0.0,0.0,-3147.37646484375,1774300458.0045884,0.0,0.0126953125,6710.1923828125,29771.14368386805,-0.32231131196022034
8.734375,0.0,0.0,8.734375,726.6767578125,15808512.0,15808512.0,0.25872617959976196,0.0,9.701171875,1768.06866385,,0.0,0.0,-2864.458984375,1774300480.8336527,0.0,0.0126953125,6411.38916015625,29852.408022936383,-0.403276264667511
0.0,0.0,0.0,0.0,957.2314453125,16062464.0,16062464.0,0.24013273417949677,0.0,0.0,1790.896048555,,0.0,0.0,-3822.01611328125,1774300503.4872603,0.0,0.0,8068.5341796875,29914.61394356959,-0.33528995513916016
1.3857421875,0.0,0.0,1.3857421875,896.7119140625,16316416.0,16316416.0,0.25845038890838623,0.0,1.5478515625,1839.616187682,"{'path': 'media/html/render_16316416_f93f7e6843cb972bf0e6.html', 'size': 3727417.0, '_type': 'html-file', 'sha256': 'f93f7e6843cb972bf0e6aa6eaf7e7b6e55cf4cbaee9dcb1f5f19cfc60b39703a'}",0.0,0.0,-3549.28271484375,1774300575.0353744,0.0,0.001953125,7102.7607421875,29844.93854971256,-0.4200149178504944
4.42578125,0.0,0.0,4.42578125,732.9697265625,16570368.0,16570368.0,0.25779989361763,0.0,6.7890625,1862.712930097,,0.0,0.0,-2895.416259765625,1774300575.2338717,0.0,0.0078125,6312.4931640625,29908.854165033965,-0.39193975925445557
3.6279296875,0.0,0.0,3.6279296875,811.8916015625,16824320.0,16824320.0,0.281949907541275,0.0,7.443359375,1885.41167453,,0.0,0.0,-3201.469482421875,1774300598.1316285,0.0,0.0087890625,6988.7431640625,29633.16533329483,-0.4205196797847748
7.6923828125,0.0,0.0,7.6923828125,800.8583984375,17078272.0,17078272.0,0.2919781804084778,0.0,11.4921875,1908.26115863,,0.0,0.0,-3169.70654296875,1774300620.8302312,0.0,0.01171875,6792.7578125,29759.477947571668,-0.450517475605011
16.78125,0.0,0.0,16.78125,858.6240234375,17332224.0,17332224.0,0.2792576849460602,0.0,24.2783203125,1930.949282307,,0.0,0.0,-3384.1064453125,1774300643.6797807,0.0,0.025390625,7113.0595703125,29770.73429255215,-0.37091368436813354
12.3203125,0.0,0.0,12.3203125,866.39453125,17586176.0,17586176.0,0.3095351755619049,0.0,15.0283203125,1979.95303327,"{'path': 'media/html/render_17586176_4bfe803b885b90775ace.html', 'size': 3708701.0, '_type': 'html-file', 'sha256': '4bfe803b885b90775acee0714aa7a17b51f965ec1230c0ccda6d2b4d08ad6cba'}",0.0,0.0,-3439.6875,1774300715.3721826,0.0,0.021484375,7296.5791015625,29785.73684796295,-0.5181766748428345
6.1298828125,0.0,0.0,6.1298828125,931.412109375,17840128.0,17840128.0,0.2926234006881714,0.0,8.16796875,2002.829562222,,0.0,0.0,-3626.072265625,1774300715.5686157,0.0,0.013671875,7537.99560546875,29768.741583019582,-0.5077632665634155
6.2265625,0.0,0.0,6.2265625,912.728515625,18094080.0,18094080.0,0.3091687858104706,0.0,7.0810546875,2025.686235027,,0.0,0.0,-3612.8173828125,1774300738.2482321,0.0,0.009765625,7702.8916015625,29836.02106554084,-0.6502136588096619
5.412109375,0.0,0.0,5.412109375,753.6484375,18348032.0,18348032.0,0.3127497136592865,0.0,6.5791015625,2048.366365828,,0.0,0.0,-2976.31494140625,1774300761.1048942,0.0,0.01171875,6242.44140625,29771.718681333918,-0.6622371673583984
2.587890625,0.0,0.0,2.587890625,747.8974609375,18601984.0,18601984.0,0.3181876242160797,0.0,2.814453125,2071.372892084,,0.0,0.0,-2957.9169921875,1774300783.784887,0.0,0.0048828125,5817.38720703125,29858.192950216053,-0.6968812346458435
7.4638671875,0.0,0.0,7.4638671875,764.681640625,18855936.0,18855936.0,0.2875882387161255,0.0,11.1064453125,2120.295120702,"{'path': 'media/html/render_18855936_01155eeb5ed34dbcaca4.html', 'size': 3661017.0, '_type': 'html-file', 'sha256': '01155eeb5ed34dbcaca483d640e8a9f9fd195f8acf50405ef5bed301ebd8eaad'}",0.0,0.0,-3028.233642578125,1774300855.714277,0.0,0.015625,6529.9619140625,29811.65497501804,-0.6555366516113281
12.546875,0.0,0.0,12.546875,846.697265625,19109888.0,19109888.0,0.29844948649406433,0.0,21.6484375,2143.423957732,,0.0,0.0,-3339.012939453125,1774300855.9133492,0.0,0.021484375,7069.82421875,30005.670668946248,-0.5722900629043579
16.4130859375,0.0,0.0,16.4130859375,793.55859375,19363840.0,19363840.0,0.3008306324481964,0.0,24.91015625,2166.056085191,,0.0,0.0,-3146.1259765625,1774300878.8426893,0.0,0.0322265625,6837.8681640625,29698.49864988687,-0.6690155267715454
2.53515625,0.0,0.0,2.53515625,788.34765625,19617792.0,19617792.0,0.30758172273635864,0.0,4.064453125,2188.960877055,,0.0,0.0,-3107.456787109375,1774300901.4746234,0.0,0.0048828125,6612.88330078125,29998.354111192293,-0.6579794883728027
10.267578125,0.0,0.0,10.267578125,734.67578125,19871744.0,19871744.0,0.3192436993122101,0.0,12.23046875,2211.581817022,,0.0,0.0,-2882.248046875,1774300924.379451,0.0,0.0146484375,6359.18701171875,29738.86465298954,-0.8351765871047974
6.369140625,0.0,0.0,6.369140625,905.986328125,20125696.0,20125696.0,0.31260114908218384,0.0,8.9404296875,2260.80256448,"{'path': 'media/html/render_20125696_0f772d851ffbd5138d25.html', 'size': 3741533.0, '_type': 'html-file', 'sha256': '0f772d851ffbd5138d25745a3beb1c4f80e05c8e9c879aa6dd4f4d9e3de57326'}",0.0,0.0,-3606.287109375,1774300996.2217302,0.0,0.0126953125,7491.16015625,30050.392807238306,-0.7130945324897766
9.44921875,0.0,0.0,9.44921875,756.5751953125,20379648.0,20379648.0,0.3236940801143646,0.0,12.9814453125,2283.634332575,,0.0,0.0,-2905.177734375,1774300996.4207287,0.0,0.0185546875,6322.5927734375,29731.74151934387,-0.7913593649864197
2.9150390625,0.0,0.0,2.9150390625,643.6220703125,20633600.0,20633600.0,0.3045917749404907,0.0,4.1201171875,2306.509162033,,0.0,0.0,-2546.146484375,1774301019.0530736,0.0,0.00390625,5273.75390625,29990.846899525197,-0.7693045735359192
5.3203125,0.0,0.0,5.3203125,684.0087890625,20887552.0,20887552.0,0.320056289434433,0.0,8.08984375,2329.103730794,,0.0,0.0,-2689.97998046875,1774301041.9276938,0.0,0.0107421875,5689.76953125,29872.668014437688,-0.932582437992096
3.625,0.0,0.0,3.625,837.005859375,21141504.0,21141504.0,0.32372477650642395,0.0,4.6298828125,2351.976827774,,0.0,0.0,-3266.98583984375,1774301064.522367,0.0,0.0068359375,7185.7412109375,30121.36924627088,-0.9002699255943298
2.1552734375,0.0,0.0,2.1552734375,779.5126953125,21395456.0,21395456.0,0.3363129496574402,0.0,4.63671875,2401.094608674,"{'path': 'media/html/render_21395456_80c3248067921b9f7c51.html', 'size': 3734357.0, '_type': 'html-file', 'sha256': '80c3248067921b9f7c510d7e98d00007665f008d4467fe420d67dbc3f0ddb708'}",0.0,0.0,-3066.59814453125,1774301136.5137794,0.0,0.0029296875,6532.3310546875,29873.547722497657,-0.9756087064743042
11.5869140625,0.0,0.0,11.5869140625,646.3984375,21649408.0,21649408.0,0.3197149336338043,0.0,18.6103515625,2424.224869802,,0.0,0.0,-2538.20849609375,1774301136.7285497,0.0,0.0185546875,5443.755859375,30107.060687716235,-0.9723348617553711
34.5869140625,0.0,0.0,34.5869140625,553.29296875,21903360.0,21903360.0,0.3472748100757599,0.0,42.3798828125,2446.835248003,,0.0,0.0,-2170.41064453125,1774301159.6434758,0.0,0.0458984375,4330.04931640625,29758.228322245435,-1.0045596361160278
22.5869140625,0.0,0.0,22.5869140625,871.619140625,22157312.0,22157312.0,0.34139958024024963,0.0,34.63671875,2469.720752268,,0.0,0.0,-3453.29638671875,1774301182.2538958,0.0,0.0302734375,7156.724609375,30049.24155126653,-1.0318362712860107
37.5625,0.0,0.0,37.5625,852.80859375,22411264.0,22411264.0,0.34000563621520996,0.0,53.0048828125,2492.324081578,,0.0,0.0,-3341.619140625,1774301205.1393123,0.0,0.052734375,7128.32958984375,29831.139481635615,-1.0519505739212036
22.494140625,0.0,0.0,22.494140625,837.576171875,22665216.0,22665216.0,0.3512749969959259,0.0,34.5068359375,2541.809118605,"{'path': 'media/html/render_22665216_b3f550d627f40ddca2fe.html', 'size': 3693213.0, '_type': 'html-file', 'sha256': 'b3f550d627f40ddca2fe945b8077e6c3a1e805cdb5508e5471e81a1bd5e2b22a'}",0.0,0.0,-3306.020751953125,1774301277.2282763,0.0,0.037109375,7017.251953125,30039.346762136993,-1.2313352823257446
10.76171875,0.0,0.0,10.76171875,765.3857421875,22919168.0,22919168.0,0.32519829273223877,0.0,13.52734375,2564.627178307,,0.0,0.0,-3014.30517578125,1774301277.4339528,0.0,0.0205078125,6097.4541015625,29852.340253912742,-1.186621069908142
31.052734375,0.0,0.0,31.052734375,809.07421875,23173120.0,23173120.0,0.3344525992870331,0.0,54.1875,2587.484361443,,0.0,0.0,-3136.56689453125,1774301300.0458674,0.0,0.052734375,6674.3232421875,30053.628325746275,-1.314904808998108
57.4453125,0.0,0.0,57.4453125,668.943359375,23427072.0,23427072.0,0.3459565341472626,0.0,86.056640625,2610.060484799,,0.0,0.0,-2609.77880859375,1774301322.9029605,0.0,0.0830078125,5313.7080078125,29914.310653590088,-1.3780182600021362
22.955078125,0.0,0.0,22.955078125,807.43359375,23681024.0,23681024.0,0.3499922752380371,0.0,32.9736328125,2632.9160165,,0.0,0.0,-3191.6337890625,1774301345.4790401,0.0,0.0361328125,6566.568359375,30153.813459326026,-1.288844108581543
