step,success_rate
1333248,0.0
1587200,0.0
1841152,0.0
2095104,0.0
2349056,0.0
2603008,0.0
2856960,0.0
3110912,0.0
3364864,0.0
3618816,0.0
3872768,0.0
4126720,0.0
4380672,0.0
4634624,0.0
4888576,0.0
5142528,0.0
5396480,0.0
5650432,0.0
5904384,0.0
6158336,0.0
6412288,0.0
6666240,0.0
6920192,0.00390625
7174144,0.0
7428096,0.00390625
7682048,0.00390625
7936000,0.0
8189952,0.01953125
8443904,0.01171875
8697856,0.01171875
8951808,0.01953125
9205760,0.01953125
9459712,0.01953125
9713664,0.01171875
9967616,0.0078125
10221568,0.02734375
10475520,0.01171875
10729472,0.015625
10983424,0.0234375
11237376,0.03515625
11491328,0.0078125
11745280,0.01953125
11999232,0.0234375
12253184,0.01171875
12507136,0.0234375
12761088,0.0390625
13015040,0.01953125
13268992,0.0234375
13522944,0.0234375
13776896,0.01953125
14030848,0.03125
14284800,0.06640625
14538752,0.0390625
14792704,0.04296875
15046656,0.04296875
15300608,0.04296875
15554560,0.0234375
15808512,0.05078125
16062464,0.03515625
16316416,0.0546875
16570368,0.04296875
16824320,0.05859375
17078272,0.02734375
17332224,0.06640625
17586176,0.02734375
17840128,0.05859375
18094080,0.0703125
18348032,0.06640625
18601984,0.08203125
18855936,0.05859375
19109888,0.08984375
19363840,0.03515625
19617792,0.1015625
19871744,0.05859375
20125696,0.0859375
20379648,0.06640625
20633600,0.06640625
20887552,0.078125
21141504,0.0859375
21395456,0.0859375
21649408,0.0546875
21903360,0.07421875
22157312,0.078125
22411264,0.140625
22665216,0.078125
22919168,0.09765625
23173120,0.08984375
23427072,0.09375
23681024,0.1171875
23934976,0.07421875
24188928,0.0859375
24442880,0.08984375
24696832,0.0703125
24950784,0.078125
25204736,0.05859375
25458688,0.0625
25712640,0.046875
25966592,0.078125
26220544,0.05078125
26474496,0.09765625
26728448,0.10546875
26982400,0.078125
27236352,0.109375
27490304,0.09375
27744256,0.078125
27998208,0.08203125
28252160,0.10546875
28506112,0.07421875
28760064,0.13671875
29014016,0.09375
29267968,0.0703125
29521920,0.0859375
29775872,0.10546875
30029824,0.05859375
30283776,0.078125
30537728,0.1171875
30791680,0.1015625
31045632,0.0703125
31299584,0.109375
31553536,0.1171875
31807488,0.09375
32061440,0.0859375
32315392,0.08203125
32569344,0.11328125
32823296,0.1328125
33077248,0.06640625
33331200,0.06640625
33585152,0.1015625
33839104,0.12890625
34093056,0.12890625
34347008,0.1015625
34600960,0.16796875
34854912,0.109375
35108864,0.1171875
35362816,0.1484375
35616768,0.15625
35870720,0.140625
36124672,0.109375
36378624,0.12890625
36632576,0.12109375
36886528,0.09765625
37140480,0.171875
37394432,0.09375
37648384,0.16796875
37902336,0.140625
38156288,0.15234375
38410240,0.14453125
38664192,0.14453125
38918144,0.10546875
39172096,0.1015625
39426048,0.10546875
39680000,0.125
39933952,0.12109375
40187904,0.1484375
40441856,0.109375
40695808,0.12109375
40949760,0.1015625
41203712,0.1484375
41457664,0.18359375
41711616,0.16796875
41965568,0.1328125
42219520,0.171875
42473472,0.14453125
42727424,0.12109375
42981376,0.1796875
43235328,0.16015625
43489280,0.125
43743232,0.10546875
43997184,0.14453125
44251136,0.11328125
44505088,0.19921875
44759040,0.11328125
45012992,0.109375
45266944,0.140625
45520896,0.1796875
45774848,0.15234375
46028800,0.171875
46282752,0.19140625
46536704,0.171875
46790656,0.1328125
47044608,0.12890625
47298560,0.140625
47552512,0.1640625
47806464,0.12890625
48060416,0.1328125
48314368,0.1171875
48568320,0.171875
48822272,0.11328125
49076224,0.18359375
49330176,0.15625
49584128,0.2421875
49838080,0.14453125
50092032,0.14453125
50345984,0.16796875
50599936,0.15234375
50853888,0.15234375
51107840,0.17578125
51361792,0.12109375
51615744,0.12109375
51869696,0.18359375
