_runtime,training/actor_loss,training/log_alpha,eval/episode_success_any,_step,_timestamp,training/sps,eval/episode_dist,eval/episode_success_easy,eval/episode_reward_near,eval/episode_reward_dist,eval/episode_success,training/entropy,training/critic_loss,render,eval/episode_success_hard,training/alpha_loss,eval/episode_reward,step,eval/episode_reward_survive,eval/episode_reward_ctrl
371.194240928,-0.007480868604034185,0.0,0.0,3587072.0,1773979649.1663709,22295.038585806116,200.74240112304688,15.61328125,0.0,0.0,0.0,0.0,0.00010806501086335629,,0.0,7.836081749701407e-06,0.0,3587072.0,0.0,0.0
386.542087572,-0.005206728354096413,0.0,0.0,3841024.0,1773979664.5078535,22337.202460466324,180.0633544921875,15.521484375,0.0,0.0,0.0,0.0,6.581802881555632e-05,,0.0,5.632381999021163e-06,0.0,3841024.0,0.0,0.0
401.879328617,0.0011494499631226063,0.0,0.0,4094976.0,1773979679.8556,22317.977731594416,56.059776306152344,4.33984375,0.0,0.0,0.0,0.0,5.046332080382854e-05,,0.0,1.2779309145116713e-05,0.0,4094976.0,0.0,0.0
443.581256904,0.0008719860343262553,0.0,0.0,4348928.0,1773979736.8953903,22340.352168982907,153.61468505859375,13.37890625,0.0,0.0,0.0,0.0,5.360620707506314e-05,"{'path': 'media/html/render_4348928_9b5110965039954c77d7.html', 'size': 4766721.0, '_type': 'html-file', 'sha256': '9b5110965039954c77d7ec47c9745a7df65f02a08d2c94f3695e089f0170ce4d'}",0.0,4.908039841211576e-07,0.0,4348928.0,0.0,0.0
459.133728764,-0.0015830670017749071,0.0,0.0,4602880.0,1773979737.0866861,22313.972303363902,104.6797103881836,7.90625,0.0,0.0,0.0,0.0,4.595363134285435e-05,,0.0,4.4260357867642597e-07,0.0,4602880.0,0.0,0.0
474.483756413,-0.00291087431833148,0.0,0.0,4856832.0,1773979752.4472296,22298.717910424482,183.91580200195312,17.732421875,0.0,0.0,0.0,0.0,4.126377098145895e-05,,0.0,-2.9271134849295777e-08,0.0,4856832.0,0.0,0.0
490.050450358,-0.002615260658785701,0.0,0.0,5110784.0,1773979767.7972302,22320.451276709107,262.32781982421875,22.736328125,0.0,0.0,0.0,0.0,4.028795228805393e-05,,0.0,1.269277927207213e-08,0.0,5110784.0,0.0,0.0
505.609742589,-0.002785505959764123,0.0,0.0,5364736.0,1773979783.3635964,21900.230801849473,276.9075927734375,25.27734375,0.0,0.0,0.0,0.0,4.169008752796799e-05,,0.0,1.527988047200779e-08,0.0,5364736.0,0.0,0.0
546.83148659,-0.002305325586348772,0.0,0.0,5618688.0,1773979840.1456249,21911.357098328037,195.84939575195312,15.330078125,0.0,0.0,0.0,0.0,3.024373836524319e-05,"{'path': 'media/html/render_5618688_087ff887773a2745067f.html', 'size': 4721509.0, '_type': 'html-file', 'sha256': '087ff887773a2745067f2a3f76d576e292a0b17d640901917b2036c0406f82d4'}",0.0,-7.867782869652729e-09,0.0,5618688.0,0.0,0.0
562.607662163,-0.0026759940665215254,0.0,0.0,5872640.0,1773979840.3357265,21903.609798725895,214.86940002441406,23.423828125,0.0,0.0,0.0,0.0,3.840275894617662e-05,,0.0,7.184828731965354e-09,0.0,5872640.0,0.0,0.0
578.156283386,-0.0027289139106869698,0.0,0.0,6126592.0,1773979855.921364,21874.383112952797,228.2391357421875,18.685546875,0.0,0.0,0.0,0.0,3.7344852898968384e-05,,0.0,2.356409289916428e-09,0.0,6126592.0,0.0,0.0
593.705543562,-0.002490177284926176,0.0,0.0,6380544.0,1773979871.4699268,21938.32427230554,249.3388214111328,21.44140625,0.0,0.0,0.0,0.0,3.185229070368223e-05,,0.0,1.181563069607705e-09,0.0,6380544.0,0.0,0.0
609.26101841,-0.0020207283087074757,0.0,0.0,6634496.0,1773979887.0190883,21923.99594869397,252.262939453125,22.046875,0.0,0.0,0.0,0.0,2.0954532374162227e-05,,0.0,7.671373536410897e-10,0.0,6634496.0,0.0,0.0
651.112629551,-0.002458858536556363,0.0,0.0,6888448.0,1773979944.426788,21930.222863458803,257.01190185546875,20.392578125,0.0,0.0,0.0,0.0,4.0249156882055104e-05,"{'path': 'media/html/render_6888448_a89063138002f1ce3a7b.html', 'size': 4728153.0, '_type': 'html-file', 'sha256': 'a89063138002f1ce3a7b16daeabb2b9e767ca764436a5af342084850785e3ca7'}",0.0,5.650045986627106e-10,0.0,6888448.0,0.0,0.0
666.89748995,-0.0019934051670134068,0.0,0.0,7142400.0,1773979944.625397,21928.71760757508,274.1763916015625,19.8359375,0.0,0.0,0.0,0.0,2.3382252038572915e-05,,0.0,4.4484335659511487e-10,0.0,7142400.0,0.0,0.0
682.445336431,-0.0013695566449314356,0.0,0.0,7396352.0,1773979960.2111504,21879.576891822584,267.9855651855469,23.40625,0.0,0.0,0.0,0.0,1.2598306057043374e-05,,0.0,3.6519492985220836e-10,0.0,7396352.0,0.0,0.0
697.988747832,-0.0014742683852091432,0.0,0.0,7650304.0,1773979975.758935,21933.040694423362,304.1666259765625,21.396484375,0.0,0.0,0.0,0.0,2.200395283580292e-05,,0.0,3.0771379888605566e-10,0.0,7650304.0,0.0,0.0
713.54516224,-0.0011987321777269244,0.0,0.001953125,7904256.0,1773979991.3024006,21949.664364499255,282.564208984375,24.291015625,0.0,0.0,0.01953125,0.0,1.601625444891397e-05,,0.0,2.662648435070025e-10,0.01953125,7904256.0,0.0,0.0
755.051156888,-0.0012638276675716043,0.0,0.001953125,8158208.0,1773980048.3652782,21922.62690805395,284.944580078125,24.08984375,0.0,0.0,0.0078125,0.0,8.811319275991991e-06,"{'path': 'media/html/render_8158208_75547ddac3adefeb50fd.html', 'size': 4708269.0, '_type': 'html-file', 'sha256': '75547ddac3adefeb50fd8d76e4f2202402e4cf58af06d4dcbb0d54f3a436908a'}",0.0,2.362225415275532e-10,0.0078125,8158208.0,0.0,0.0
770.881609992,-0.0005587597261182964,0.0,0.0,8412160.0,1773980048.61702,21896.381556296205,294.9919738769531,21.61328125,0.0,0.0,0.0,0.0,5.625327958114212e-06,,0.0,2.1369574165763794e-10,0.0,8412160.0,0.0,0.0
786.43697666,-0.00022698593966197222,0.0,0.0,8666112.0,1773980064.195335,21884.2601014537,267.5246276855469,20.30859375,0.0,0.0,0.0,0.0,2.6920026812149445e-06,,0.0,1.9662113603935438e-10,0.0,8666112.0,0.0,0.0
801.978541525,-0.0004608151502907276,0.0,0.0,8920064.0,1773980079.7505388,21922.316483595463,244.04684448242188,22.931640625,0.0,0.0,0.0,0.0,5.870799668628024e-06,,0.0,1.8116799727074806e-10,0.0,8920064.0,0.0,0.0
817.537741066,-0.00036843441193923354,0.0,0.001953125,9174016.0,1773980095.2922122,21945.936989569604,255.59518432617188,19.974609375,0.0,0.0,0.005859375,0.0,4.036634436488384e-06,,0.0,1.671650179391193e-10,0.005859375,9174016.0,0.0,0.0
859.605528626,-0.0004361473838798702,0.0,0.0,9427968.0,1773980152.9196918,21918.388659145596,241.59060668945312,21.572265625,0.0,0.0,0.0,0.0,5.871373559784843e-06,"{'path': 'media/html/render_9427968_659bb216b0ee1edc7bec.html', 'size': 4702817.0, '_type': 'html-file', 'sha256': '659bb216b0ee1edc7becba8b6d222dfa5dd6b4d1c6f80b4d6eebf8461200d375'}",0.0,1.5689519128336826e-10,0.0,9427968.0,0.0,0.0
875.422117498,-0.00041532458271831274,0.0,0.0,9681920.0,1773980153.1449084,21941.427572849007,247.1851806640625,22.546875,0.0,0.0,0.0,0.0,4.2822921386687085e-06,,0.0,1.5083732873844014e-10,0.0,9681920.0,0.0,0.0
890.967165586,-0.00026197757688350976,0.0,0.0,9935872.0,1773980168.735693,21869.043178713324,253.77052307128906,20.791015625,0.0,0.0,0.0,0.0,2.324754404980922e-06,,0.0,1.4516116086937814e-10,0.0,9935872.0,0.0,0.0
906.530304546,-0.000252143683610484,0.0,0.0,10189824.0,1773980184.2807097,21935.12156735211,255.87008666992188,18.876953125,0.0,0.0,0.0,0.0,1.4692343484057346e-06,,0.0,1.3918963204240242e-10,0.0,10189824.0,0.0,0.0
922.067907297,-0.00014734946307726204,0.0,0.0,10443776.0,1773980199.8437986,21917.215592157092,254.47506713867188,17.84765625,0.0,0.0,0.0,0.0,1.4694788887936738e-06,,0.0,1.3305213875103306e-10,0.0,10443776.0,0.0,0.0
963.389537057,-0.0001533826143713668,0.0,0.001953125,10697728.0,1773980256.7036693,21946.863514281362,254.1343536376953,21.966796875,0.0,0.0,0.001953125,0.0,2.814026856867713e-06,"{'size': 4703105.0, '_type': 'html-file', 'sha256': '9be144930adc9a7a1651c70cee13f209afd5fb6f9383a59f12b20f4fa15cd66b', 'path': 'media/html/render_10697728_9be144930adc9a7a1651.html'}",0.0,1.2669559845690515e-10,0.001953125,10697728.0,0.0,0.0
979.159756926,-0.0003892943204846233,0.0,0.001953125,10951680.0,1773980256.924623,21968.399991106646,269.95355224609375,20.31640625,0.0,0.0,0.001953125,0.0,4.524917585513322e-06,,0.0,1.2020856532402036e-10,0.001953125,10951680.0,0.0,0.0
994.700067863,-0.0006765783182345331,0.0,0.0,11205632.0,1773980272.4733202,21935.646025881277,247.6514892578125,23.912109375,0.0,0.0,0.0,0.0,8.313469152199104e-06,,0.0,1.1378576553200404e-10,0.0,11205632.0,0.0,0.0
1010.241447061,-0.0005682026385329664,0.0,0.0,11459584.0,1773980288.0134974,21949.939377513478,247.40171813964844,22.740234375,0.0,0.0,0.0,0.0,5.38092263013823e-06,,0.0,1.0750920292901256e-10,0.0,11459584.0,0.0,0.0
1025.785948261,-0.000720191455911845,0.0,0.0,11713536.0,1773980303.5548687,21947.829462277998,250.7534942626953,23.0390625,0.0,0.0,0.0,0.0,1.1490593351481948e-05,,0.0,1.0133811845225438e-10,0.0,11713536.0,0.0,0.0
1068.297850578,-0.0010786144994199276,0.0,0.001953125,11967488.0,1773980361.6119301,21946.785735650978,250.59812927246094,22.609375,0.0,0.0,0.0078125,0.0,1.4544176337949466e-05,"{'size': 4710997.0, '_type': 'html-file', 'sha256': 'bc533cd48f1db7b19cd0ef681e5a5da780cb9ea2f46694317c36ff6766db3733', 'path': 'media/html/render_11967488_bc533cd48f1db7b19cd0.html'}",0.0,9.606960366115302e-11,0.0078125,11967488.0,0.0,0.0
1084.063801319,-0.0018102795584127307,0.0,0.00390625,12221440.0,1773980361.8150716,21941.861933228796,259.5697326660156,21.318359375,0.0,0.0,0.025390625,0.0,2.0777479221578687e-05,,0.0,9.299622183434053e-11,0.025390625,12221440.0,0.0,0.0
1099.602759736,-0.0016466255765408278,0.0,0.0,12475392.0,1773980377.3773634,21925.49288391755,254.00852966308594,21.986328125,0.0,0.0,0.0,0.0,1.6382829926442355e-05,,0.0,9.01943103537306e-11,0.0,12475392.0,0.0,0.0
1115.15051253,-0.0013501165667548776,0.0,0.0,12729344.0,1773980392.916424,21941.524748755928,258.39776611328125,22.111328125,0.0,0.0,0.0,0.0,1.1249233466514852e-05,,0.0,8.74306391174251e-11,0.0,12729344.0,0.0,0.0
1130.691276264,-0.001405480899848044,0.0,0.001953125,12983296.0,1773980408.4641626,21948.22292052264,257.53668212890625,20.125,0.0,0.0,0.005859375,0.0,1.6989537471090443e-05,,0.0,8.478755891827561e-11,0.005859375,12983296.0,0.0,0.0
1172.630184315,-0.001005807425826788,0.0,0.0,13237248.0,1773980465.9443066,21942.309419242083,260.4192199707031,20.349609375,0.0,0.0,0.0,0.0,7.950869076012168e-06,"{'_type': 'html-file', 'sha256': '968125f259281c364ee0742273980a8560b401ffd95f6bc493992a2b2fc00b67', 'path': 'media/html/render_13237248_968125f259281c364ee0.html', 'size': 4714533.0}",0.0,8.212863722434349e-11,0.0,13237248.0,0.0,0.0
1188.409356445,-0.001234271447174251,0.0,0.001953125,13491200.0,1773980466.1519313,21943.53309287612,250.4447021484375,23.208984375,0.0,0.0,0.0078125,0.0,1.820927172957454e-05,,0.0,7.955480024746109e-11,0.0078125,13491200.0,0.0,0.0
1203.955241001,-0.0016750021604821086,0.0,0.001953125,13745152.0,1773980481.722788,21894.818833732912,253.67172241210938,21.185546875,0.0,0.0,0.005859375,0.0,1.7847196431830525e-05,,0.0,7.711713906344286e-11,0.005859375,13745152.0,0.0,0.0
1219.494256592,-0.0015121446922421455,0.0,0.0,13999104.0,1773980497.268645,21940.674149793434,252.37869262695312,22.265625,0.0,0.0,0.0,0.0,1.4793105037824716e-05,,0.0,7.46549072561109e-11,0.0,13999104.0,0.0,0.0
1235.042611668,-0.0018404372967779636,0.0,0.0,14253056.0,1773980512.807855,21951.586885943496,257.8253479003906,20.8203125,0.0,0.0,0.0,0.0,2.322083128092345e-05,,0.0,7.23650306344581e-11,0.0,14253056.0,0.0,0.0
1276.680292352,-0.0016093668527901173,0.0,0.0,14507008.0,1773980569.994463,21938.408316935423,258.8536376953125,20.01171875,0.0,0.0,0.0,0.0,1.5402198187075555e-05,"{'_type': 'html-file', 'sha256': '61b1c39dc938c2cea25c8646140613b2b8ac2349923280736256affb808f1227', 'path': 'media/html/render_14507008_61b1c39dc938c2cea25c.html', 'size': 4710521.0}",0.0,7.01236568811936e-11,0.0,14507008.0,0.0,0.0
1292.457509333,-0.0015189007390290499,0.0,0.0,14760960.0,1773980570.194965,21930.102760472397,262.99224853515625,20.88671875,0.0,0.0,0.0,0.0,1.5034642274258658e-05,,0.0,6.800329049871934e-11,0.0,14760960.0,0.0,0.0
1307.987711662,-0.001713073579594493,0.0,0.001953125,15014912.0,1773980585.77115,21896.347796971066,215.28192138671875,19.240234375,0.0,0.0,0.01953125,0.0,2.3463428078684956e-05,,0.0,3.55213462810422e-11,0.01953125,15014912.0,0.0,0.0
1323.539677903,-0.001947813667356968,0.0,0.0,15268864.0,1773980601.3014357,21957.605423798246,260.99322509765625,21.79296875,0.0,0.0,0.0,0.0,1.8219581761513837e-05,,0.0,-8.17814496678615e-11,0.0,15268864.0,0.0,0.0
1339.0486914,-0.0017754598520696163,0.0,0.0,15522816.0,1773980616.8533306,21939.137634471856,249.10560607910156,23.30859375,0.0,0.0,0.0,0.0,1.9681972844409756e-05,,0.0,5.913476652796845e-11,0.0,15522816.0,0.0,0.0
1380.758227596,-0.0019483219366520643,0.0,0.0,15776768.0,1773980674.072363,21999.042618564436,265.433349609375,18.8125,0.0,0.0,0.0,0.0,2.2001648176228628e-05,"{'path': 'media/html/render_15776768_2b6246876f1730246796.html', 'size': 4720041.0, '_type': 'html-file', 'sha256': '2b6246876f173024679676dc466e4dcb5a9675d726132bbb1803bf578d71f98d'}",0.0,6.275908265296337e-11,0.0,15776768.0,0.0,0.0
1396.526822161,-0.0019406249048188329,0.0,0.0,16030720.0,1773980674.280751,21945.506989306563,258.9939270019531,16.90625,0.0,0.0,0.0,0.0,1.906924444483593e-05,,0.0,6.05413635890173e-11,0.0,16030720.0,0.0,0.0
1412.0624437,-0.0016820466844365,0.0,0.0,16284672.0,1773980689.840495,21912.870340182846,278.4190368652344,23.8671875,0.0,0.0,0.0,0.0,1.943789357028436e-05,,0.0,3.096986556094805e-11,0.0,16284672.0,0.0,0.0
1427.587069677,-0.001824036706238985,0.0,0.001953125,16538624.0,1773980705.376179,21966.191395170434,259.8138732910156,20.63671875,0.0,0.0,0.001953125,0.0,2.139259231626056e-05,,0.0,5.681908069044006e-11,0.001953125,16538624.0,0.0,0.0
1443.132140893,-0.0018684359965845942,0.0,0.001953125,16792576.0,1773980720.9007683,21970.84831391597,250.54904174804688,19.58203125,0.0,0.0,0.0078125,0.0,1.8705602997215465e-05,,0.0,5.36005753670743e-11,0.0078125,16792576.0,0.0,0.0
1485.014953049,-0.0015765741700306535,0.0,0.0,17046528.0,1773980778.3291054,21942.929149710788,250.05035400390625,22.720703125,0.0,0.0,0.0,0.0,1.5891879229457118e-05,"{'size': 4716109.0, '_type': 'html-file', 'sha256': '35e3d4cc77571241fd1abf687361ae20c66b5568a8b4da0da49edab87328dbc3', 'path': 'media/html/render_17046528_35e3d4cc77571241fd1a.html'}",0.0,5.062039676317909e-11,0.0,17046528.0,0.0,0.0
1500.813916384,-0.0016301790019497275,0.0,0.0,17300480.0,1773980778.54275,21990.44320977857,257.22320556640625,21.025390625,0.0,0.0,0.0,0.0,1.9557008272386156e-05,,0.0,4.885432336454443e-11,0.0,17300480.0,0.0,0.0
1516.360839885,-0.0016275440575554967,0.0,0.001953125,17554432.0,1773980794.1275883,21885.444482551877,260.02801513671875,19.90625,0.0,0.0,0.015625,0.0,1.882429569377564e-05,,0.0,4.812760606709432e-11,0.015625,17554432.0,0.0,0.0
1531.925453279,-0.00200541689991951,0.0,0.0,17808384.0,1773980809.674613,21931.210828165855,258.52020263671875,19.826171875,0.0,0.0,0.0,0.0,2.1882500732317567e-05,,0.0,4.697566641231887e-11,0.0,17808384.0,0.0,0.0
1547.439448728,-0.0018391323974356055,0.0,0.0,18062336.0,1773980825.2392051,21910.628725173116,251.56341552734375,21.970703125,0.0,0.0,0.0,0.0,2.0046270947204903e-05,,0.0,4.608608980549711e-11,0.0,18062336.0,0.0,0.0
1590.052568659,-0.0018035204848274589,0.0,0.0,18316288.0,1773980883.3667068,21990.02916903086,250.80767822265625,21.490234375,0.0,0.0,0.0,0.0,1.87034656846663e-05,"{'path': 'media/html/render_18316288_2de3ec0f7bddf20ce1aa.html', 'size': 4716589.0, '_type': 'html-file', 'sha256': '2de3ec0f7bddf20ce1aaad1e2cf5703e1526b234bd02501e2e9b740682113942'}",0.0,4.432566119705328e-11,0.0,18316288.0,0.0,0.0
1605.824858671,-0.001527866697870195,0.0,0.0,18570240.0,1773980883.5692174,21971.001040637504,248.05657958984375,22.076171875,0.0,0.0,0.0,0.0,1.3327424312592484e-05,,0.0,4.2629320212705935e-11,0.0,18570240.0,0.0,0.0
1621.384794176,-0.0014349315315485,0.0,0.001953125,18824192.0,1773980899.1384485,21897.034707195853,251.79800415039062,20.55859375,0.0,0.0,0.0078125,0.0,1.6500222045578994e-05,,0.0,4.195613648172447e-11,0.0078125,18824192.0,0.0,0.0
1636.937993177,-0.001288671512156725,0.0,0.0,19078144.0,1773980914.698522,21921.32300394221,258.01171875,18.056640625,0.0,0.0,0.0,0.0,1.2960564163222443e-05,,0.0,4.080489765523332e-11,0.0,19078144.0,0.0,0.0
1652.512167521,-0.001315775909461081,0.0,0.0,19332096.0,1773980930.2516422,21916.950868915075,254.12013244628906,18.271484375,0.0,0.0,0.0,0.0,1.5157436791923828e-05,,0.0,3.938569956285498e-11,0.0,19332096.0,0.0,0.0
1694.461910174,-0.0014890466118231416,0.0,0.0,19586048.0,1773980987.7760484,21941.80091382294,244.96798706054688,20.5078125,0.0,0.0,0.0,0.0,1.601527583261486e-05,"{'path': 'media/html/render_19586048_60385ce999d922cdfb07.html', 'size': 4721701.0, '_type': 'html-file', 'sha256': '60385ce999d922cdfb07364f145e19a6df0c8ad7de5801298786e463a0bef46b'}",0.0,3.8223833820349995e-11,0.0,19586048.0,0.0,0.0
1710.258432655,-0.0014033869374543428,0.0,0.0,19840000.0,1773980987.986714,21898.437920531396,255.67507934570312,18.064453125,0.0,0.0,0.0,0.0,1.7111999113694765e-05,,0.0,3.648018692681276e-11,0.0,19840000.0,0.0,0.0
1725.811803408,-0.001307802740484476,0.0,0.0,20093952.0,1773981003.572004,21874.35031986624,252.31948852539062,17.693359375,0.0,0.0,0.0,0.0,1.5280249499483034e-05,,0.0,3.588071853521946e-11,0.0,20093952.0,0.0,0.0
1741.365111784,-0.0010649805190041661,0.0,0.0,20347904.0,1773981019.1254482,21923.568161531715,257.4541015625,18.529296875,0.0,0.0,0.0,0.0,6.240698894544039e-06,,0.0,3.526420128130425e-11,0.0,20347904.0,0.0,0.0
1756.925875906,-0.0007055344176478684,0.0,0.001953125,20601856.0,1773981034.678865,21924.74145735761,253.79376220703125,17.919921875,0.0,0.0,0.005859375,0.0,8.191978849936277e-06,,0.0,3.4284807631790315e-11,0.005859375,20601856.0,0.0,0.0
1798.026124273,-0.0010017399908974767,0.0,0.0,20855808.0,1773981091.3402493,21900.65452663407,245.61709594726562,20.564453125,0.0,0.0,0.0,0.0,1.1003128747688606e-05,"{'path': 'media/html/render_20855808_db8659da0655ce876cdd.html', 'size': 4722177.0, '_type': 'html-file', 'sha256': 'db8659da0655ce876cddad339f3c890a88d6b539cc5dcdd811c35a8b7c84b4dc'}",0.0,3.359692038462647e-11,0.0,20855808.0,0.0,0.0
1813.813979256,-0.0007448919350281358,0.0,0.0,21109760.0,1773981091.5479517,21935.367305349264,249.93975830078125,20.328125,0.0,0.0,0.0,0.0,6.6049524320987985e-06,,0.0,3.2870220434411124e-11,0.0,21109760.0,0.0,0.0
1829.361903425,-0.0007489421986974776,0.0,0.0,21363712.0,1773981107.1274135,21881.6471824792,247.41188049316406,21.87109375,0.0,0.0,0.0,0.0,9.903636055241805e-06,,0.0,3.2249859033273154e-11,0.0,21363712.0,0.0,0.0
1844.917917605,-0.0005778273334726691,0.0,0.001953125,21617664.0,1773981122.675347,21936.080609140492,254.06549072265625,18.857421875,0.0,0.0,0.00390625,0.0,4.1594412323320284e-06,,0.0,3.181191074452805e-11,0.00390625,21617664.0,0.0,0.0
1860.465450298,-0.0005161543958820403,0.0,0.0,21871616.0,1773981138.2314432,21910.800447402056,253.1977081298828,20.345703125,0.0,0.0,0.0,0.0,4.769081442645984e-06,,0.0,3.1771286990167624e-11,0.0,21871616.0,0.0,0.0
1902.455562753,-0.0002055664808722213,0.0,0.0,22125568.0,1773981195.7697165,21933.624672085018,252.15756225585938,19.763671875,0.0,0.0,0.0,0.0,4.900684871245176e-07,"{'path': 'media/html/render_22125568_35bbe3fa7bf14828c568.html', 'size': 4723005.0, '_type': 'html-file', 'sha256': '35bbe3fa7bf14828c568ef9c2f2dfdb18b151f15b6b7b0092088ba6e09a0100f'}",0.0,3.175429710844391e-11,0.0,22125568.0,0.0,0.0
1918.225926241,-0.00015416106907650828,0.0,0.001953125,22379520.0,1773981195.9682353,21927.469404229974,260.5831298828125,18.1015625,0.0,0.0,0.00390625,0.0,2.0810443857044447e-06,,0.0,3.176028884332993e-11,0.00390625,22379520.0,0.0,0.0
1933.792274163,-0.0001706687471596524,0.0,0.0,22633472.0,1773981211.5393782,21908.70480895166,250.84739685058594,21.71484375,0.0,0.0,0.0,0.0,1.83545557774778e-06,,0.0,3.175867555049727e-11,0.0,22633472.0,0.0,0.0
1949.337754567,-0.00025533861480653286,0.0,0.0,22887424.0,1773981227.1058376,21900.369039695554,248.8125,21.609375,0.0,0.0,0.0,0.0,2.8148085675638868e-06,,0.0,3.17565938823261e-11,0.0,22887424.0,0.0,0.0
1964.868302747,-9.743577538756654e-05,0.0,0.0,23141376.0,1773981242.6511495,21933.151796826747,249.8103790283203,22.978515625,0.0,0.0,0.0,0.0,6.126393827798893e-07,,0.0,3.176042415176106e-11,0.0,23141376.0,0.0,0.0
2006.77784067,-5.016103750676848e-05,0.0,0.0,23395328.0,1773981300.0919545,21959.408912434446,252.33358764648438,20.716796875,0.0,0.0,0.0,0.0,2.450704243983637e-07,"{'path': 'media/html/render_23395328_a67a788a24f8fccf5da8.html', 'size': 4722173.0, '_type': 'html-file', 'sha256': 'a67a788a24f8fccf5da806b37fe386fc0d6457ffb65f1baa48caef6297e2d7db'}",0.0,3.175111909503592e-11,0.0,23395328.0,0.0,0.0
2022.566212934,-3.952264160034247e-05,0.0,0.0,23649280.0,1773981300.3004286,21926.70384962987,256.6961975097656,19.142578125,0.0,0.0,0.0,0.0,7.349693760261289e-07,,0.0,3.175415833056583e-11,0.0,23649280.0,0.0,0.0
2038.117864667,-0.00013149755250196904,0.0,0.0,23903232.0,1773981315.879741,21879.74498157413,258.857421875,19.4609375,0.0,0.0,0.0,0.0,1.5911549553493387e-06,,0.0,3.175435608904209e-11,0.0,23903232.0,0.0,0.0
