training/sps,training/critic_loss,eval/episode_reward_ctrl,eval/episode_reward_near,eval/episode_success_easy,training/alpha_loss,eval/episode_dist,_step,eval/episode_reward_dist,training/actor_loss,_runtime,step,eval/episode_reward_survive,training/entropy,eval/episode_reward,training/log_alpha,eval/episode_success_hard,render,eval/episode_success_any,eval/episode_success,_timestamp
21714.3173822522,0.11684150993824005,0.0,0.0,17.326171875,3.3250730666622985e-06,96.04782104492188,23903232.0,0.0,-1.7812714576721191,2049.264104473,23903232.0,0.0,0.0,4.923828125,0.0,0.0,,0.07421875,4.923828125,1774015547.6697142
21757.107756759255,0.11904633045196533,0.0,0.0,15.8359375,-2.0960092115274165e-06,127.63150024414062,24157184.0,0.0,-1.805830717086792,2064.908688997,24157184.0,0.0,0.0,4.373046875,0.0,0.0,,0.048828125,4.373046875,1774015563.312128
21742.247272323926,0.1234266608953476,0.0,0.0,13.984375,-3.9368522266158834e-05,80.93579864501953,24411136.0,0.0,-1.8450149297714233,2080.542032796,24411136.0,0.0,0.0,2.634765625,0.0,0.0,,0.05078125,2.634765625,1774015578.9572663
21772.15723478007,0.1165129616856575,0.0,0.0,17.72265625,2.8739987101289444e-05,130.9300994873047,24665088.0,0.0,-1.7651445865631104,2122.647608338,24665088.0,0.0,0.0,4.251953125,0.0,0.0,"{'sha256': '42691d7b60b13667fffad702fda9af75d6e6ab0830753e6aec8ced53bd0b7a73', 'path': 'media/html/render_24665088_42691d7b60b13667fffa.html', 'size': 4780797.0, '_type': 'html-file'}",0.072265625,4.251953125,1774015636.6966817
21790.44203756791,0.1206023320555687,0.0,0.0,17.12109375,9.228503586200532e-06,93.10903930664062,24919040.0,0.0,-1.754974603652954,2138.550180427,24919040.0,0.0,0.0,5.71875,0.0,0.0,,0.072265625,5.71875,1774015636.9298348
21719.051449724488,0.12206025421619415,0.0,0.0,16.65234375,5.536228400160326e-07,112.47256469726562,25172992.0,0.0,-1.782795786857605,2154.166238356,25172992.0,0.0,0.0,3.20703125,0.0,0.0,,0.064453125,3.20703125,1774015652.598602
21796.038012763085,0.11820337176322937,0.0,0.0,15.767578125,-7.305383860511938e-06,96.3577880859375,25426944.0,0.0,-1.90678870677948,2169.790084677,25426944.0,0.0,0.0,4.462890625,0.0,0.0,,0.060546875,4.462890625,1774015668.214705
21779.32906429388,0.12709729373455048,0.0,0.0,15.666015625,6.555513664352475e-06,88.3656005859375,25680896.0,0.0,-1.9504097700119019,2185.430503131,25680896.0,0.0,0.0,3.78515625,0.0,0.0,,0.05859375,3.78515625,1774015683.8386016
21758.175743526604,0.1316019892692566,0.0,0.0,16.666015625,1.3753949133388232e-05,112.36317443847656,25934848.0,0.0,-1.9313609600067139,2228.119822205,25934848.0,0.0,0.0,5.052734375,0.0,0.0,"{'sha256': 'b8ec3dddcde3fc84ebc4b4a7fa4078758f9304d1125dd8512c08323fa782fa8d', 'path': 'media/html/render_25934848_b8ec3dddcde3fc84ebc4.html', 'size': 4756321.0, '_type': 'html-file'}",0.07421875,5.052734375,1774015742.1688645
21779.749904913766,0.11893487721681595,0.0,0.0,17.447265625,-3.117494270554744e-05,83.59381103515625,26188800.0,0.0,-1.9656895399093628,2244.054005984,26188800.0,0.0,0.0,4.708984375,0.0,0.0,,0.09375,4.708984375,1774015742.4215696
21694.067718325205,0.11492051929235458,0.0,0.0,19.701171875,-5.2665072871604934e-06,116.73905944824219,26442752.0,0.0,-1.9402313232421875,2259.691339736,26442752.0,0.0,0.0,6.41796875,0.0,0.0,,0.083984375,6.41796875,1774015758.102587
21762.82668588769,0.12168097496032715,0.0,0.0,15.734375,1.9428061932558194e-05,109.12908172607422,26696704.0,0.0,-2.0144577026367188,2275.33615459,26696704.0,0.0,0.0,3.62890625,0.0,0.0,,0.072265625,3.62890625,1774015773.7393084
21742.662686646134,0.1262582540512085,0.0,0.0,18.78125,-3.5506041058397386e-06,112.75421142578125,26950656.0,0.0,-2.074580430984497,2290.971165893,26950656.0,0.0,0.0,5.248046875,0.0,0.0,,0.072265625,5.248046875,1774015789.3847024
21769.215969696015,0.131209135055542,0.0,0.0,17.06640625,-1.6679459804436192e-05,101.78945922851562,27204608.0,0.0,-2.1588282585144043,2333.499202706,27204608.0,0.0,0.0,4.294921875,0.0,0.0,"{'path': 'media/html/render_27204608_29ed476847e068d71d2d.html', 'size': 4780673.0, '_type': 'html-file', 'sha256': '29ed476847e068d71d2d823462f0e110cb2899824dc0ec4b4c279aead2e9ffc0'}",0.064453125,4.294921875,1774015847.5481167
21767.891102657246,0.13438349962234497,0.0,0.0,16.828125,2.0716226572403684e-05,118.58771514892578,27458560.0,0.0,-2.203935384750366,2349.416224932,27458560.0,0.0,0.0,4.6875,0.0,0.0,,0.07421875,4.6875,1774015847.8024988
21727.363640009382,0.13071714341640472,0.0,0.0,15.322265625,-7.361523330473574e-06,102.49421691894531,27712512.0,0.0,-2.1346499919891357,2365.040755179,27712512.0,0.0,0.0,3.84765625,0.0,0.0,,0.064453125,3.84765625,1774015863.4647372
21773.912583073008,0.12613023817539215,0.0,0.0,17.107421875,1.0258060683554504e-05,131.280029296875,27966464.0,0.0,-2.225663185119629,2380.66446877,27966464.0,0.0,0.0,4.58984375,0.0,0.0,,0.076171875,4.58984375,1774015879.089218
21784.43235273395,0.1346215009689331,0.0,0.0,14.642578125,-3.1986655812943354e-05,114.54978942871094,28220416.0,0.0,-2.249857187271118,2396.296883915,28220416.0,0.0,0.0,4.087890625,0.0,0.0,,0.0703125,4.087890625,1774015894.7129588
21764.54228385461,0.13437381386756897,0.0,0.0,14.0234375,3.7914810491201933e-06,119.53567504882812,28474368.0,0.0,-2.285062551498413,2438.611102863,28474368.0,0.0,0.0,3.609375,0.0,0.0,"{'sha256': '4f51c3fede5675f8c7ec11c15498db7e08873a4c9a63203a737cd313bed77509', 'path': 'media/html/render_28474368_4f51c3fede5675f8c7ec.html', 'size': 4778637.0, '_type': 'html-file'}",0.060546875,3.609375,1774015952.6601157
21787.768577427636,0.13187363743782043,0.0,0.0,19.0703125,1.6566997146583162e-05,122.93730163574219,28728320.0,0.0,-2.2856481075286865,2454.483010061,28728320.0,0.0,0.0,4.658203125,0.0,0.0,,0.0703125,4.658203125,1774015952.9037237
21794.204178275966,0.13605870306491852,0.0,0.0,16.185546875,4.837695087189786e-06,100.993896484375,28982272.0,0.0,-2.3746285438537598,2470.12920552,28982272.0,0.0,0.0,4.27734375,0.0,0.0,,0.06640625,4.27734375,1774015968.5314949
21793.922351695808,0.1367475688457489,0.0,0.0,20.375,6.63866694594617e-06,148.2183074951172,29236224.0,0.0,-2.4942822456359863,2485.737137683,29236224.0,0.0,0.0,6.935546875,0.0,0.0,,0.08203125,6.935546875,1774015984.1776884
21818.737615699123,0.14446744322776794,0.0,0.0,16.9765625,-1.7259357264265418e-05,112.68550109863281,29490176.0,0.0,-2.5615713596343994,2501.359021415,29490176.0,0.0,0.0,5.537109375,0.0,0.0,,0.078125,5.537109375,1774015999.7855432
21793.19641426392,0.1463519185781479,0.0,0.0,18.28515625,-1.809446075640153e-05,96.50786590576172,29744128.0,0.0,-2.5358169078826904,2544.165442619,29744128.0,0.0,0.0,6.013671875,0.0,0.0,"{'sha256': 'd329f6126d4a1984be5b78d06951873e1d8be7940f2d372c040cca88395e789f', 'path': 'media/html/render_29744128_d329f6126d4a1984be5b.html', 'size': 4761101.0, '_type': 'html-file'}",0.07421875,6.013671875,1774016058.2145565
21811.091391945487,0.14662052690982819,0.0,0.0,16.27734375,5.449729087558808e-06,85.80300903320312,29998080.0,0.0,-2.5453968048095703,2560.028530163,29998080.0,0.0,0.0,5.5625,0.0,0.0,,0.08984375,5.5625,1774016058.428547
21756.818000654206,0.16348685324192047,0.0,0.0,18.41796875,2.0301498807384633e-05,125.29421997070312,30252032.0,0.0,-2.6705524921417236,2575.65366724,30252032.0,0.0,0.0,6.1640625,0.0,0.0,,0.080078125,6.1640625,1774016074.077
21785.494557828875,0.16097119450569153,0.0,0.0,17.498046875,7.4511558523226995e-06,173.34884643554688,30505984.0,0.0,-2.7090559005737305,2591.286560795,30505984.0,0.0,0.0,4.513671875,0.0,0.0,,0.072265625,4.513671875,1774016089.702246
21772.238230931875,0.16565127670764923,0.0,0.0,15.685546875,-9.091319952858612e-06,118.39924621582031,30759936.0,0.0,-2.6594605445861816,2606.900115622,30759936.0,0.0,0.0,3.208984375,0.0,0.0,,0.06640625,3.208984375,1774016105.3350053
21802.64808535365,0.16639938950538635,0.0,0.0,20.498046875,-1.7880247469292954e-05,180.42324829101562,31013888.0,0.0,-2.646334171295166,2647.808101623,31013888.0,0.0,0.0,6.888671875,0.0,0.0,"{'_type': 'html-file', 'sha256': '7bf5c62fd6d5a777361f8b17ef6c9fbbde884b4b85af3f698b4f1858b3e37c70', 'path': 'media/html/render_31013888_7bf5c62fd6d5a777361f.html', 'size': 4760609.0}",0.095703125,6.888671875,1774016161.8571787
21793.07111914664,0.16253361105918884,0.0,0.0,17.759765625,4.37761154898908e-05,139.6457061767578,31267840.0,0.0,-2.6305019855499268,2663.657094895,31267840.0,0.0,0.0,4.73828125,0.0,0.0,,0.0625,4.73828125,1774016162.0688677
21772.227550086154,0.1547829955816269,0.0,0.0,20.28125,-1.636561137274839e-05,123.10098266601562,31521792.0,0.0,-2.7147834300994873,2679.277083699,31521792.0,0.0,0.0,6.482421875,0.0,0.0,,0.076171875,6.482421875,1774016177.7055979
21793.32438620898,0.17259131371974945,0.0,0.0,17.3046875,-5.839005552843446e-06,107.56622314453125,31775744.0,0.0,-2.791551351547241,2694.874713314,31775744.0,0.0,0.0,3.505859375,0.0,0.0,,0.0625,3.505859375,1774016193.325616
21830.112315344355,0.17727577686309814,0.0,0.0,16.794921875,-1.1836265912279487e-05,106.19363403320312,32029696.0,0.0,-2.822190046310425,2710.497285931,32029696.0,0.0,0.0,4.5,0.0,0.0,,0.06640625,4.5,1774016208.9233615
21791.14817590318,0.18091022968292236,0.0,0.0,17.3984375,-5.9599064115900546e-05,128.689208984375,32283648.0,0.0,-2.9186112880706787,2752.315737777,32283648.0,0.0,0.0,2.740234375,0.0,0.0,"{'path': 'media/html/render_32283648_3f0a737d7f123c57631b.html', 'size': 4761945.0, '_type': 'html-file', 'sha256': '3f0a737d7f123c57631b76eb4bcb3f47d001c53409340f1131aea5d6d6f8a162'}",0.052734375,2.740234375,1774016266.3647587
21814.244575227964,0.1791660189628601,0.0,0.0,18.15625,7.602791447425261e-05,191.93084716796875,32537600.0,0.0,-2.928396224975586,2768.178711951,32537600.0,0.0,0.0,4.978515625,0.0,0.0,,0.0625,4.978515625,1774016266.5656712
21718.747206567074,0.18052680790424347,0.0,0.0,21.91796875,-1.1124091543024406e-05,118.72639465332031,32791552.0,0.0,-2.751638650894165,2783.773239341,32791552.0,0.0,0.0,8.720703125,0.0,0.0,,0.099609375,8.720703125,1774016282.2269638
21839.633208157797,0.16662897169589996,0.0,0.0,19.265625,-2.03338004212128e-08,106.64892578125,33045504.0,0.0,-2.7755959033966064,2799.391658644,33045504.0,0.0,0.0,6.646484375,0.0,0.0,,0.08203125,6.646484375,1774016297.8216898
21795.753016772214,0.17013590037822723,0.0,0.0,15.521484375,-1.4162557818053756e-05,93.61837768554688,33299456.0,0.0,-2.8812191486358643,2815.019405935,33299456.0,0.0,0.0,5.36328125,0.0,0.0,,0.076171875,5.36328125,1774016313.4394178
21778.215807740457,0.17991743981838226,0.0,0.0,19.353515625,1.4192766684573144e-05,160.2598876953125,33553408.0,0.0,-2.851444959640503,2857.147544674,33553408.0,0.0,0.0,5.689453125,0.0,0.0,"{'sha256': 'c683ea4526e5903d0683c82c66f4f6a5f21e9901ce2a180670f6f01b13841e81', 'path': 'media/html/render_33553408_c683ea4526e5903d0683.html', 'size': 4751573.0, '_type': 'html-file'}",0.07421875,5.689453125,1774016371.1966186
21805.805970208836,0.19417515397071838,0.0,0.0,21.455078125,9.582484381098766e-06,129.7994384765625,33807360.0,0.0,-2.8816347122192383,2872.998632789,33807360.0,0.0,0.0,9.044921875,0.0,0.0,,0.080078125,9.044921875,1774016371.4009545
21756.38738045574,0.19275864958763123,0.0,0.0,20.5234375,-7.953793101478368e-06,157.7342529296875,34061312.0,0.0,-2.8183343410491943,2888.631129434,34061312.0,0.0,0.0,5.595703125,0.0,0.0,,0.087890625,5.595703125,1774016387.047218
21771.714436800994,0.18680115044116974,0.0,0.0,15.060546875,6.290647888818057e-06,109.37128448486328,34315264.0,0.0,-2.861229181289673,2904.236014819,34315264.0,0.0,0.0,3.8671875,0.0,0.0,,0.064453125,3.8671875,1774016402.6796443
21814.312928861484,0.1868143528699875,0.0,0.0,16.9296875,2.6814397642738186e-05,157.50772094726562,34569216.0,0.0,-2.916226625442505,2919.869804829,34569216.0,0.0,0.0,4.375,0.0,0.0,,0.05859375,4.375,1774016418.2844858
21774.24508077001,0.1891835629940033,0.0,0.0,20.0859375,-4.034052471979521e-05,162.90087890625,34823168.0,0.0,-2.935763359069824,2960.741190355,34823168.0,0.0,0.0,6.33984375,0.0,0.0,"{'sha256': '85ca09f8e1760cde4999f304d61d7a413f953a3ed0c53cedaaf2ac3af1b5aaea', 'path': 'media/html/render_34823168_85ca09f8e1760cde4999.html', 'size': 4758257.0, '_type': 'html-file'}",0.072265625,6.33984375,1774016474.7902343
21793.754240260314,0.1917935311794281,0.0,0.0,23.134765625,-1.089123725250829e-05,159.81361389160156,35077120.0,0.0,-2.9280776977539062,2976.613180567,35077120.0,0.0,0.0,8.173828125,0.0,0.0,,0.080078125,8.173828125,1774016474.9927893
21729.04572495885,0.19627253711223602,0.0,0.0,17.53125,-7.829979949747212e-06,104.650634765625,35331072.0,0.0,-2.973240375518799,2992.221838698,35331072.0,0.0,0.0,5.453125,0.0,0.0,,0.072265625,5.453125,1774016490.6615436
21809.990962900945,0.19660823047161102,0.0,0.0,20.015625,-0.0002164766046917066,127.10652160644531,35585024.0,0.0,-3.17560076713562,3007.846469084,35585024.0,0.0,0.0,8.287109375,0.0,0.0,,0.09375,8.287109375,1774016506.2702255
21784.005539424623,0.20057730376720428,0.0,0.0,16.796875,3.9766018744558096e-05,134.68418884277344,35838976.0,0.0,-3.185405969619751,3023.45650184,35838976.0,0.0,0.0,5.802734375,0.0,0.0,,0.064453125,5.802734375,1774016521.8948905
21814.13512095534,0.19696293771266937,0.0,0.0,20.716796875,7.279264536919072e-05,149.468017578125,36092928.0,0.0,-3.0170745849609375,3065.62724877,36092928.0,0.0,0.0,7.92578125,0.0,0.0,"{'sha256': 'eb23a773c7a077ae869da8737d418d8af0164129a665a0541e8eaf5ce45040ae', 'path': 'media/html/render_36092928_eb23a773c7a077ae869d.html', 'size': 4749765.0, '_type': 'html-file'}",0.087890625,7.92578125,1774016579.676254
21786.029264016815,0.19241328537464142,0.0,0.0,26.638671875,-0.00010765362821985036,148.89781188964844,36346880.0,0.0,-3.1618714332580566,3081.484736531,36346880.0,0.0,0.0,10.103515625,0.0,0.0,,0.107421875,10.103515625,1774016579.8873167
21765.60788728731,0.1967330425977707,0.0,0.0,21.208984375,2.368346758885309e-05,150.76641845703125,36600832.0,0.0,-3.246155023574829,3097.095848027,36600832.0,0.0,0.0,6.5390625,0.0,0.0,,0.080078125,6.5390625,1774016595.5331156
21804.114658467905,0.21153587102890015,0.0,0.0,26.986328125,9.979450987884775e-05,170.56463623046875,36854784.0,0.0,-3.269416570663452,3112.704430365,36854784.0,0.0,0.0,8.734375,0.0,0.0,,0.09765625,8.734375,1774016611.1443384
21811.669786956176,0.21705244481563568,0.0,0.0,19.69921875,5.685082942363806e-05,172.81756591796875,37108736.0,0.0,-3.4273247718811035,3128.328052525,37108736.0,0.0,0.0,6.984375,0.0,0.0,,0.06640625,6.984375,1774016626.752731
21793.932161992292,0.21671760082244873,0.0,0.0,20.96484375,1.590732608747203e-05,144.25588989257812,37362688.0,0.0,-3.3980791568756104,3170.869541742,37362688.0,0.0,0.0,6.28125,0.0,0.0,"{'sha256': 'f2f4e4b20cfb36f028ac6f91d803b87cc5696cb49fc13444b47480036c23d7cb', 'path': 'media/html/render_37362688_f2f4e4b20cfb36f028ac.html', 'size': 4751857.0, '_type': 'html-file'}",0.076171875,6.28125,1774016684.9185102
21790.32212341919,0.22552724182605743,0.0,0.0,24.30078125,-2.9212200388428755e-05,148.71298217773438,37616640.0,0.0,-3.5053937435150146,3186.745028703,37616640.0,0.0,0.0,6.7421875,0.0,0.0,,0.099609375,6.7421875,1774016685.1304555
21737.45162924069,0.23570473492145538,0.0,0.0,20.8125,1.4208043467078824e-05,130.03359985351562,37870592.0,0.0,-3.471925973892212,3202.371025353,37870592.0,0.0,0.0,6.98828125,0.0,0.0,,0.08203125,6.98828125,1774016700.7933881
21780.850847455895,0.22905521094799042,0.0,0.0,17.009765625,-5.839541699970141e-05,113.29356384277344,38124544.0,0.0,-3.4510743618011475,3217.974158285,38124544.0,0.0,0.0,5.044921875,0.0,0.0,,0.095703125,5.044921875,1774016716.419365
21818.31973627236,0.23737172782421112,0.0,0.0,22.294921875,-0.00012769481691066176,173.60638427734375,38378496.0,0.0,-3.6357624530792236,3233.585231373,38378496.0,0.0,0.0,5.673828125,0.0,0.0,,0.0703125,5.673828125,1774016732.0224128
21809.14740559854,0.23350125551223755,0.0,0.0,17.7265625,-1.3696866517420858e-05,144.55404663085938,38632448.0,0.0,-3.6682331562042236,3274.415185876,38632448.0,0.0,0.0,2.53515625,0.0,0.0,"{'sha256': '923092ad378996efabe71f39a708feb3b6bd47532b435a0f1e47e3454bf215c7', 'path': 'media/html/render_38632448_923092ad378996efabe7.html', 'size': 4743077.0, '_type': 'html-file'}",0.052734375,2.53515625,1774016788.4642136
21816.389207052107,0.2257106751203537,0.0,0.0,20.275390625,0.00011102714051958174,140.35572814941406,38886400.0,0.0,-3.5683810710906982,3290.258023394,38886400.0,0.0,0.0,6.267578125,0.0,0.0,,0.076171875,6.267578125,1774016788.6709344
21776.20021237865,0.2262258231639862,0.0,0.0,18.185546875,5.089967817184515e-05,149.00086975097656,39140352.0,0.0,-3.5157361030578613,3305.887547468,39140352.0,0.0,0.0,5.2109375,0.0,0.0,,0.083984375,5.2109375,1774016804.306547
21778.3422679549,0.2464294582605362,0.0,0.0,18.17578125,5.589456486632116e-05,173.84091186523438,39394304.0,0.0,-3.6373038291931152,3321.499579059,39394304.0,0.0,0.0,6.537109375,0.0,0.0,,0.064453125,6.537109375,1774016819.9359624
21807.54308521226,0.2653650641441345,0.0,0.0,16.90625,-2.8011601898469962e-05,115.87286376953125,39648256.0,0.0,-3.7945363521575928,3337.119642238,39648256.0,0.0,0.0,5.40234375,0.0,0.0,,0.0625,5.40234375,1774016835.5475702
21790.59717009761,0.26720142364501953,0.0,0.0,20.439453125,6.8912286224076524e-06,101.75406646728516,39902208.0,0.0,-3.6435177326202393,3379.49793583,39902208.0,0.0,0.0,7.220703125,0.0,0.0,"{'sha256': '0a4a9fbca0603d00bf2c8458442a0d405afa011fece74ded0d7d8dd9427dfbc4', 'path': 'media/html/render_39902208_0a4a9fbca0603d00bf2c.html', 'size': 4757349.0, '_type': 'html-file'}",0.09375,7.220703125,1774016893.5469959
21832.07480811779,0.27168306708335876,0.0,0.0,20.349609375,1.5506902855122462e-05,147.2969512939453,40156160.0,0.0,-3.6458487510681152,3395.377103344,40156160.0,0.0,0.0,7.7421875,0.0,0.0,,0.083984375,7.7421875,1774016893.7717254
21752.694256953768,0.27698346972465515,0.0,0.0,21.484375,-3.569529872038402e-05,152.16513061523438,40410112.0,0.0,-3.8083298206329346,3410.990433579,40410112.0,0.0,0.0,7.44921875,0.0,0.0,,0.078125,7.44921875,1774016909.4255483
21813.309558400608,0.2952190935611725,0.0,0.0,23.634765625,5.9189651437918656e-06,171.1318817138672,40664064.0,0.0,-3.9353866577148438,3426.615455313,40664064.0,0.0,0.0,8.21875,0.0,0.0,,0.07421875,8.21875,1774016925.0388448
21789.257664597895,0.29794758558273315,0.0,0.0,24.240234375,-9.224402674590237e-06,100.58716583251953,40918016.0,0.0,-3.9345123767852783,3442.229943977,40918016.0,0.0,0.0,9.4140625,0.0,0.0,,0.11328125,9.4140625,1774016940.6639118
21804.89756615072,0.2955862283706665,0.0,0.0,22.814453125,4.008050382253714e-06,159.92694091796875,41171968.0,0.0,-3.91975998878479,3484.521961674,41171968.0,0.0,0.0,8.44921875,0.0,0.0,"{'sha256': '740cf04d2c4bfb639cd995a3d4834a285000a39d4c687a155a9a13133c004881', 'path': 'media/html/render_41171968_740cf04d2c4bfb639cd9.html', 'size': 4734153.0, '_type': 'html-file'}",0.103515625,8.44921875,1774016998.571035
21770.158333918218,0.31652405858039856,0.0,0.0,19.775390625,1.2385574336803984e-05,177.38230895996094,41425920.0,0.0,-4.001339435577393,3500.377246714,41425920.0,0.0,0.0,6.63671875,0.0,0.0,,0.06640625,6.63671875,1774016998.7890432
21776.688159707614,0.304404079914093,0.0,0.0,21.990234375,-8.866132702678442e-05,135.22218322753906,41679872.0,0.0,-3.932293653488159,3516.013192458,41679872.0,0.0,0.0,6.09765625,0.0,0.0,,0.078125,6.09765625,1774017014.4256208
21774.763209871813,0.30826833844184875,0.0,0.0,26.32421875,-0.00010607325384626165,142.00030517578125,41933824.0,0.0,-3.945450782775879,3531.613580681,41933824.0,0.0,0.0,10.529296875,0.0,0.0,,0.103515625,10.529296875,1774017030.0616076
21829.844323307792,0.29340222477912903,0.0,0.0,23.791015625,1.507977594883414e-05,138.60369873046875,42187776.0,0.0,-3.785515308380127,3547.23789156,42187776.0,0.0,0.0,8.408203125,0.0,0.0,,0.10546875,8.408203125,1774017045.6615002
21790.309641724903,0.2840833365917206,0.0,0.0,20.001953125,6.300104723777622e-05,130.7340087890625,42441728.0,0.0,-3.8338570594787598,3588.183606153,42441728.0,0.0,0.0,6.5078125,0.0,0.0,"{'path': 'media/html/render_42441728_742a3528f69cc9c2274f.html', 'size': 4746353.0, '_type': 'html-file', 'sha256': '742a3528f69cc9c2274f6d1ade71c64ec3cebdc547dd29761a1cc4c201d0fd6a'}",0.072265625,6.5078125,1774017102.2326632
21805.8019525304,0.2897544205188751,0.0,0.0,23.283203125,7.540285878349096e-05,145.99835205078125,42695680.0,0.0,-3.840085029602051,3604.059756139,42695680.0,0.0,0.0,7.060546875,0.0,0.0,,0.078125,7.060546875,1774017102.4471323
21739.13572027661,0.2995566725730896,0.0,0.0,25.380859375,-2.9617765903822146e-05,126.87073516845703,42949632.0,0.0,-3.813929319381714,3619.689748855,42949632.0,0.0,0.0,11.619140625,0.0,0.0,,0.091796875,11.619140625,1774017118.108238
21775.78529626924,0.3034508526325226,0.0,0.0,23.576171875,2.520087582524866e-05,150.86753845214844,43203584.0,0.0,-3.8600685596466064,3635.311249669,43203584.0,0.0,0.0,7.107421875,0.0,0.0,,0.08984375,7.107421875,1774017133.7381682
21794.611769482803,0.30970656871795654,0.0,0.0,23.931640625,3.6759716749656945e-05,131.86099243164062,43457536.0,0.0,-3.906132221221924,3650.933979595,43457536.0,0.0,0.0,9.390625,0.0,0.0,,0.10546875,9.390625,1774017149.359709
21787.393329262843,0.29871681332588196,0.0,0.0,24.658203125,4.224117674311856e-06,132.13034057617188,43711488.0,0.0,-3.9018282890319824,3693.377852937,43711488.0,0.0,0.0,7.291015625,0.0,0.0,"{'path': 'media/html/render_43711488_b790c4d339084cb24408.html', 'size': 4736713.0, '_type': 'html-file', 'sha256': 'b790c4d339084cb244089999514b5a2560548a2916c0afb095022a17aa721069'}",0.09375,7.291015625,1774017207.4269092
21779.23376507864,0.30791807174682617,0.0,0.0,22.677734375,-1.6230022083618678e-05,148.47744750976562,43965440.0,0.0,-3.892580032348633,3709.272351899,43965440.0,0.0,0.0,6.72265625,0.0,0.0,,0.0859375,6.72265625,1774017207.646165
21710.756680094368,0.3082762360572815,0.0,0.0,25.783203125,3.934979031328112e-05,144.25167846679688,44219392.0,0.0,-3.8991000652313232,3724.896853949,44219392.0,0.0,0.0,9.087890625,0.0,0.0,,0.1171875,9.087890625,1774017223.3207793
21791.42725581738,0.3091230094432831,0.0,0.0,20.2578125,-6.772501365048811e-06,100.90269470214844,44473344.0,0.0,-3.955479621887207,3740.523788907,44473344.0,0.0,0.0,8.697265625,0.0,0.0,,0.080078125,8.697265625,1774017238.9454124
21778.080888778844,0.29593390226364136,0.0,0.0,17.958984375,2.7639111976895947e-06,162.78201293945312,44727296.0,0.0,-3.925664186477661,3756.145164266,44727296.0,0.0,0.0,5.89453125,0.0,0.0,,0.087890625,5.89453125,1774017254.5721312
21800.082280157465,0.28447824716567993,0.0,0.0,21.4453125,1.2313684237597045e-05,184.4346160888672,44981248.0,0.0,-3.8724119663238525,3798.770742968,44981248.0,0.0,0.0,6.44140625,0.0,0.0,"{'sha256': '7f808fe5adeab306ba46663aaf0fd7fcadb99ffe8c454665f25016fcf4f72841', 'path': 'media/html/render_44981248_7f808fe5adeab306ba46.html', 'size': 4744865.0, '_type': 'html-file'}",0.095703125,6.44140625,1774017312.8198233
21771.657030140716,0.31000053882598877,0.0,0.0,31.37109375,4.437034021975705e-06,163.13966369628906,45235200.0,0.0,-3.9881350994110107,3814.675937902,45235200.0,0.0,0.0,9.330078125,0.0,0.0,,0.140625,9.330078125,1774017313.0527406
21725.804564338374,0.31927478313446045,0.0,0.0,22.646484375,4.173256513695378e-07,129.91331481933594,45489152.0,0.0,-3.9816622734069824,3830.29473156,45489152.0,0.0,0.0,9.1640625,0.0,0.0,,0.09375,9.1640625,1774017328.7245393
21793.892920859347,0.3120284378528595,0.0,0.0,23.451171875,1.642147617531009e-05,160.8245086669922,45743104.0,0.0,-3.9572784900665283,3845.914593097,45743104.0,0.0,0.0,8.36328125,0.0,0.0,,0.107421875,8.36328125,1774017344.3431783
21798.244196303243,0.2942293584346771,0.0,0.0,22.99609375,-2.462712245687726e-06,128.01885986328125,45997056.0,0.0,-3.938385248184204,3861.529384037,45997056.0,0.0,0.0,8.974609375,0.0,0.0,,0.095703125,8.974609375,1774017359.9630048
21809.151871055652,0.3034607172012329,0.0,0.0,22.1484375,-1.1346225619490724e-05,142.76553344726562,46251008.0,0.0,-3.9991531372070312,3902.49409868,46251008.0,0.0,0.0,7.09375,0.0,0.0,"{'sha256': '220fffaa6897121e8a8ce52b92373cc5f19240ee1e22630d8b7c7df9e396d453', 'path': 'media/html/render_46251008_220fffaa6897121e8a8c.html', 'size': 4780377.0, '_type': 'html-file'}",0.099609375,7.09375,1774017416.5431767
21802.731093658585,0.2920413315296173,0.0,0.0,20.263671875,-1.7671451132628135e-05,98.28900909423828,46504960.0,0.0,-4.025254249572754,3918.380070378,46504960.0,0.0,0.0,6.6875,0.0,0.0,,0.06640625,6.6875,1774017416.7696433
21748.878043660905,0.31320977210998535,0.0,0.0,26.7578125,3.944283162127249e-05,149.27880859375,46758912.0,0.0,-4.05634880065918,3934.000410033,46758912.0,0.0,0.0,10.994140625,0.0,0.0,,0.08984375,10.994140625,1774017432.4286094
21793.971849190933,0.30880725383758545,0.0,0.0,24.00390625,-4.53681823273655e-05,117.2858657836914,47012864.0,0.0,-4.072878837585449,3949.613511635,47012864.0,0.0,0.0,8.943359375,0.0,0.0,,0.087890625,8.943359375,1774017448.0488937
21806.358638307047,0.30442824959754944,0.0,0.0,28.791015625,4.360217280918732e-05,180.16986083984375,47266816.0,0.0,-4.1307783126831055,3965.222617688,47266816.0,0.0,0.0,8.791015625,0.0,0.0,,0.091796875,8.791015625,1774017463.661897
