training/sps,training/critic_loss,eval/episode_reward_ctrl,eval/episode_reward_near,eval/episode_success_easy,training/alpha_loss,eval/episode_dist,_step,eval/episode_reward_dist,training/actor_loss,_runtime,step,eval/episode_reward_survive,training/entropy,eval/episode_reward,training/log_alpha,eval/episode_success_hard,render,eval/episode_success_any,eval/episode_success,_timestamp
21740.0342159345,0.019101331010460854,0.0,0.0,15.087890625,1.2494704151322367e-06,126.16739654541016,6126592.0,0.0,-0.39820024371147156,581.813737338,6126592.0,0.0,0.0,0.8203125,0.0,0.0,,0.025390625,0.8203125,1774014080.2367878
21795.789588610853,0.022445987910032272,0.0,0.0,14.783203125,6.350799139909213e-06,132.51475524902344,6380544.0,0.0,-0.40183305740356445,597.454694912,6380544.0,0.0,0.0,0.419921875,0.0,0.0,,0.021484375,0.419921875,1774014095.8623843
21753.814679966446,0.02240251563489437,0.0,0.0,15.66015625,4.272995283827186e-06,109.11280822753906,6634496.0,0.0,-0.38503292202949524,613.090299883,6634496.0,0.0,0.0,1.35546875,0.0,0.0,,0.03515625,1.35546875,1774014111.502775
21770.080912818292,0.026195844635367393,0.0,0.0,8.888671875,5.135493665875401e-06,108.26483154296875,6888448.0,0.0,-0.3804614543914795,655.404752911,6888448.0,0.0,0.0,0.298828125,0.0,0.0,"{'sha256': '62f0a0282ec6c4774c22874da563906d8cabde3386df426b1e1655d3aa1e81dd', 'path': 'media/html/render_6888448_62f0a0282ec6c4774c22.html', 'size': 4720321.0, '_type': 'html-file'}",0.021484375,0.298828125,1774014169.4538453
21763.43142776132,0.023306025192141533,0.0,0.0,14.45703125,7.781351996527519e-06,142.78677368164062,7142400.0,0.0,-0.3367914855480194,671.260973446,7142400.0,0.0,0.0,0.955078125,0.0,0.0,,0.0234375,0.955078125,1774014169.6569843
21752.82975003334,0.026149675250053406,0.0,0.0,10.361328125,-1.0388552027507103e-06,127.58383178710938,7396352.0,0.0,-0.38759809732437134,686.883969517,7396352.0,0.0,0.0,0.2421875,0.0,0.0,,0.013671875,0.2421875,1774014185.3096535
21785.58545602908,0.031151017174124718,0.0,0.0,10.791015625,1.0193160733251716e-06,160.9769287109375,7650304.0,0.0,-0.45376983284950256,702.50187438,7650304.0,0.0,0.0,0.6328125,0.0,0.0,,0.017578125,0.6328125,1774014200.9325511
21804.556989936144,0.03350723534822464,0.0,0.0,10.494140625,5.23845130828704e-07,131.12649536132812,7904256.0,0.0,-0.43272942304611206,718.12736376,7904256.0,0.0,0.0,1.009765625,0.0,0.0,,0.03125,1.009765625,1774014216.5503728
21787.897376986453,0.03328639641404152,0.0,0.0,15.19921875,5.886941835342441e-06,132.71282958984375,8158208.0,0.0,-0.41190412640571594,759.981760581,8158208.0,0.0,0.0,1.2265625,0.0,0.0,"{'sha256': 'e21b0324ac6e452f33966fdd8410f835dc0ae1e8fe754f65a0f645ff1162fc94', 'path': 'media/html/render_8158208_e21b0324ac6e452f3396.html', 'size': 4760133.0, '_type': 'html-file'}",0.02734375,1.2265625,1774014274.030815
21759.642118371918,0.03191867843270302,0.0,0.0,13.33984375,2.774015229078941e-06,165.47064208984375,8412160.0,0.0,-0.38625368475914,775.830011506,8412160.0,0.0,0.0,1.822265625,0.0,0.0,,0.0390625,1.822265625,1774014274.2273195
21751.75029463803,0.032471414655447006,0.0,0.0,11.16015625,-5.770458528786548e-07,136.4938201904297,8666112.0,0.0,-0.43781498074531555,791.473092717,8666112.0,0.0,0.0,0.921875,0.0,0.0,,0.03125,0.921875,1774014289.8785386
21761.616413756128,0.034605417400598526,0.0,0.0,11.9140625,-3.9097551507438766e-07,150.61065673828125,8920064.0,0.0,-0.44688454270362854,807.09414942,8920064.0,0.0,0.0,1.212890625,0.0,0.0,,0.041015625,1.212890625,1774014305.521585
21792.20613166512,0.03568572551012039,0.0,0.0,11.55078125,-8.366132533410564e-06,157.2096710205078,9174016.0,0.0,-0.4886898696422577,822.737147035,9174016.0,0.0,0.0,1.09375,0.0,0.0,,0.02734375,1.09375,1774014321.1426692
21768.562413718606,0.04272185638546944,0.0,0.0,12.765625,6.434448096115375e-06,127.9375,9427968.0,0.0,-0.5293799638748169,864.514319297,9427968.0,0.0,0.0,1.921875,0.0,0.0,"{'sha256': 'af3995dbb3afce78f5cfd5c2044b5e21dcfe6b01a9a57352bd345a135f08de1d', 'path': 'media/html/render_9427968_af3995dbb3afce78f5cf.html', 'size': 4738061.0, '_type': 'html-file'}",0.05859375,1.921875,1774014378.5633569
21794.505187815554,0.04543065279722214,0.0,0.0,9.908203125,-3.258585138610215e-06,122.59539794921875,9681920.0,0.0,-0.5001899003982544,880.413756099,9681920.0,0.0,0.0,0.8828125,0.0,0.0,,0.01953125,0.8828125,1774014378.7779722
21698.705878316996,0.04244166240096092,0.0,0.0,10.892578125,1.9539474749308283e-07,171.26885986328125,9935872.0,0.0,-0.516369640827179,896.036100473,9935872.0,0.0,0.0,0.783203125,0.0,0.0,,0.033203125,0.783203125,1774014394.4622428
21791.802642950308,0.053774479776620865,0.0,0.0,14.60546875,2.62147955254477e-06,158.64837646484375,10189824.0,0.0,-0.5945526361465454,911.674437456,10189824.0,0.0,0.0,2.162109375,0.0,0.0,,0.052734375,2.162109375,1774014410.084481
21771.483476962392,0.05345454066991806,0.0,0.0,11.43359375,1.2220262135542725e-07,180.98275756835938,10443776.0,0.0,-0.6310835480690002,927.291517487,10443776.0,0.0,0.0,0.541015625,0.0,0.0,,0.029296875,0.541015625,1774014425.723002
21797.722718765384,0.0565934032201767,0.0,0.0,11.439453125,-2.524463525332976e-06,105.51028442382812,10697728.0,0.0,-0.6181631088256836,968.68953985,10697728.0,0.0,0.0,1.37890625,0.0,0.0,"{'size': 4757657.0, '_type': 'html-file', 'sha256': '2b43713f0084f2200ec667516d266cd41faac3b5fe5c7dbb29a0b64280634393', 'path': 'media/html/render_10697728_2b43713f0084f2200ec6.html'}",0.025390625,1.37890625,1774014482.7385836
21815.380283973627,0.05327153950929642,0.0,0.0,15.57421875,2.862736891984241e-06,120.72869110107422,10951680.0,0.0,-0.6471816897392273,984.553452684,10951680.0,0.0,0.0,1.173828125,0.0,0.0,,0.04296875,1.173828125,1774014482.960194
21757.7144030462,0.05431148409843445,0.0,0.0,12.84765625,-1.359141492685012e-06,123.44483947753906,11205632.0,0.0,-0.6627072095870972,1000.182842102,11205632.0,0.0,0.0,1.025390625,0.0,0.0,,0.037109375,1.025390625,1774014498.6020246
21782.070387035918,0.050275735557079315,0.0,0.0,13.060546875,9.389397632730834e-07,117.46568298339844,11459584.0,0.0,-0.6607189774513245,1015.802634765,11459584.0,0.0,0.0,0.765625,0.0,0.0,,0.025390625,0.765625,1774014514.2312546
21795.23344232261,0.05796891078352928,0.0,0.0,16.677734375,-7.050703516142676e-06,167.32452392578125,11713536.0,0.0,-0.6951201558113098,1031.439507154,11713536.0,0.0,0.0,1.681640625,0.0,0.0,,0.03515625,1.681640625,1774014529.851116
21772.132758039585,0.057556696236133575,0.0,0.0,12.6953125,-2.3590289401909104e-06,123.30714416503906,11967488.0,0.0,-0.7256981730461121,1073.950427031,11967488.0,0.0,0.0,2.158203125,0.0,0.0,"{'sha256': 'a931e2e23dbf68494344c3becf3d225b9b1a60563caf11106e82505311e05921', 'path': 'media/html/render_11967488_a931e2e23dbf68494344.html', 'size': 4733741.0, '_type': 'html-file'}",0.046875,2.158203125,1774014587.9994977
21779.397644619014,0.05780868977308273,0.0,0.0,13.876953125,-5.097144821775146e-07,160.94131469726562,12221440.0,0.0,-0.762382447719574,1089.832244392,12221440.0,0.0,0.0,1.869140625,0.0,0.0,,0.056640625,1.869140625,1774014588.2129052
21730.143320521995,0.060378991067409515,0.0,0.0,13.12109375,-6.345562724163756e-05,137.37521362304688,12475392.0,0.0,-0.8274542689323425,1105.458306444,12475392.0,0.0,0.0,1.859375,0.0,0.0,,0.033203125,1.859375,1774014603.8803985
21778.504352912438,0.07365797460079193,0.0,0.0,11.05859375,-3.473950346233323e-05,152.4591522216797,12729344.0,0.0,-1.120485782623291,1121.096668356,12729344.0,0.0,0.0,1.765625,0.0,0.0,,0.03515625,1.765625,1774014619.506897
21774.811284956086,0.07253003120422363,0.0,0.0,10.912109375,3.3738302590791136e-05,128.99197387695312,12983296.0,0.0,-1.1588855981826782,1136.720647574,12983296.0,0.0,0.0,0.39453125,0.0,0.0,,0.017578125,0.39453125,1774014635.1451743
21783.95920579198,0.0750865563750267,0.0,0.0,13.546875,5.6372242397628725e-05,162.00137329101562,13237248.0,0.0,-0.9995717406272888,1178.913204295,13237248.0,0.0,0.0,1.669921875,0.0,0.0,"{'path': 'media/html/render_13237248_b6a165118fbea77f875e.html', 'size': 4775653.0, '_type': 'html-file', 'sha256': 'b6a165118fbea77f875e487885f0522a4162f3c74f88c98b40b527d217912eaf'}",0.03515625,1.669921875,1774014692.962221
21770.73100018851,0.08270570635795593,0.0,0.0,11.12890625,5.345123099687044e-06,110.36521911621094,13491200.0,0.0,-1.0192997455596924,1194.787068349,13491200.0,0.0,0.0,1.515625,0.0,0.0,,0.04296875,1.515625,1774014693.1708107
21712.26225651106,0.08586297184228897,0.0,0.0,11.666015625,-2.2561976948054507e-05,106.16519165039062,13745152.0,0.0,-1.0483742952346802,1210.430503564,13745152.0,0.0,0.0,1.697265625,0.0,0.0,,0.02734375,1.697265625,1774014708.83562
21764.43243834811,0.08192599564790726,0.0,0.0,14.1484375,-3.0693649023305625e-05,115.53592681884766,13999104.0,0.0,-1.0941441059112549,1226.049280917,13999104.0,0.0,0.0,1.9609375,0.0,0.0,,0.05078125,1.9609375,1774014724.47888
21792.639508562377,0.07536616176366806,0.0,0.0,13.943359375,5.687444968316413e-07,135.95364379882812,14253056.0,0.0,-1.0560352802276611,1241.686509056,14253056.0,0.0,0.0,1.697265625,0.0,0.0,,0.033203125,1.697265625,1774014740.0977333
21769.066925225867,0.0698639526963234,0.0,0.0,11.23046875,5.360903014661744e-05,103.62257385253906,14507008.0,0.0,-1.032488465309143,1283.380440085,14507008.0,0.0,0.0,1.8046875,0.0,0.0,"{'sha256': '7352d4167a1bbf229bd89d93bdd17c4877e125bae5577a883569f89b8c93f3d5', 'path': 'media/html/render_14507008_7352d4167a1bbf229bd8.html', 'size': 4776957.0, '_type': 'html-file'}",0.025390625,1.8046875,1774014797.4294953
21788.55209448133,0.06835395842790604,0.0,0.0,12.912109375,-5.174828402232379e-06,80.0395278930664,14760960.0,0.0,-0.9998087882995605,1299.237053401,14760960.0,0.0,0.0,2.666015625,0.0,0.0,,0.044921875,2.666015625,1774014797.6345387
21755.27780097556,0.06976485997438431,0.0,0.0,14.513671875,-1.6267244063783437e-05,117.71660614013672,15014912.0,0.0,-1.1293504238128662,1314.859719909,15014912.0,0.0,0.0,2.4375,0.0,0.0,,0.046875,2.4375,1774014813.285623
21791.232879913918,0.0832042247056961,0.0,0.0,14.146484375,2.595243313407991e-05,90.118408203125,15268864.0,0.0,-1.234317660331726,1330.490862281,15268864.0,0.0,0.0,3.171875,0.0,0.0,,0.06640625,3.171875,1774014828.9082286
21784.578488900457,0.08294122666120529,0.0,0.0,16.20703125,-1.392725607729517e-05,133.21121215820312,15522816.0,0.0,-1.2236008644104004,1346.078175861,15522816.0,0.0,0.0,2.740234375,0.0,0.0,,0.052734375,2.740234375,1774014844.5393407
21849.642426882034,0.08852668851613998,0.0,0.0,9.126953125,-2.7548383059183834e-06,151.70022583007812,15776768.0,0.0,-1.3214207887649536,1388.077057093,15776768.0,0.0,0.0,1.294921875,0.0,0.0,"{'sha256': '60f9b2f939237332cd043a63479783b9d575205342be4b666c11df6f94f25b32', 'path': 'media/html/render_15776768_60f9b2f939237332cd04.html', 'size': 4783073.0, '_type': 'html-file'}",0.01953125,1.294921875,1774014902.126096
21770.311397943173,0.07921513170003891,0.0,0.0,13.099609375,1.937134948093444e-05,106.12957763671875,16030720.0,0.0,-1.2586225271224976,1403.907503104,16030720.0,0.0,0.0,2.89453125,0.0,0.0,,0.068359375,2.89453125,1774014902.3373978
21802.324537510198,0.07420352846384048,0.0,0.0,13.392578125,-1.004306977847591e-05,95.86723327636719,16284672.0,0.0,-1.2300575971603394,1419.534302239,16284672.0,0.0,0.0,2.94921875,0.0,0.0,,0.05859375,2.94921875,1774014917.9560854
21794.513660796983,0.08104539662599564,0.0,0.0,13.7734375,-1.3738042980548926e-05,101.48898315429688,16538624.0,0.0,-1.3402721881866455,1435.13981227,16538624.0,0.0,0.0,3.369140625,0.0,0.0,,0.0625,3.369140625,1774014933.582716
21815.290477363546,0.07769152522087097,0.0,0.0,12.841796875,1.0518935596337542e-05,92.84256744384766,16792576.0,0.0,-1.369428277015686,1450.765057012,16792576.0,0.0,0.0,3.2421875,0.0,0.0,,0.060546875,3.2421875,1774014949.1883094
21796.51971307183,0.07646727561950684,0.0,0.0,9.58984375,-7.878771612013225e-06,114.03854370117188,17046528.0,0.0,-1.3683209419250488,1492.867916961,17046528.0,0.0,0.0,1.189453125,0.0,0.0,"{'size': 4724893.0, '_type': 'html-file', 'sha256': '2bb64acb4f714076f63b5d0312e270d9628c6498cf4606e3fe77eb07fe0549b7', 'path': 'media/html/render_17046528_2bb64acb4f714076f63b.html'}",0.03125,1.189453125,1774015006.9169867
21825.6007256295,0.08228208869695663,0.0,0.0,14.23828125,4.376976903586183e-06,148.2368621826172,17300480.0,0.0,-1.4622070789337158,1508.752882634,17300480.0,0.0,0.0,3.38671875,0.0,0.0,,0.068359375,3.38671875,1774015007.1268783
21723.68700838939,0.07907739281654358,0.0,0.0,15.638671875,1.8253239204568672e-06,93.09239959716797,17554432.0,0.0,-1.446267008781433,1524.375231068,17554432.0,0.0,0.0,3.279296875,0.0,0.0,,0.080078125,3.279296875,1774015022.8014808
21783.72843159581,0.07991603761911392,0.0,0.0,12.712890625,-5.7745255617192015e-06,108.28691864013672,17808384.0,0.0,-1.4416793584823608,1540.017955861,17808384.0,0.0,0.0,2.392578125,0.0,0.0,,0.05859375,2.392578125,1774015038.423862
21758.89490479553,0.08348120003938675,0.0,0.0,17.4140625,7.006997293501627e-06,104.56729888916016,18062336.0,0.0,-1.4556504487991333,1555.624255156,18062336.0,0.0,0.0,4.96875,0.0,0.0,,0.09375,4.96875,1774015054.0663278
21820.624752949952,0.08096642047166824,0.0,0.0,15.0625,-1.7363133792969165e-06,108.74864196777344,18316288.0,0.0,-1.5149407386779785,1597.564217291,18316288.0,0.0,0.0,2.787109375,0.0,0.0,"{'path': 'media/html/render_18316288_697c905a018439b24394.html', 'size': 4784753.0, '_type': 'html-file', 'sha256': '697c905a018439b24394df92c5c5140a554453ed13d925fb88f9cfda5b6d7f78'}",0.068359375,2.787109375,1774015111.6132798
21803.32109562912,0.08939763158559799,0.0,0.0,14.767578125,3.183318312949268e-06,101.998291015625,18570240.0,0.0,-1.5484822988510132,1613.430051277,18570240.0,0.0,0.0,1.4140625,0.0,0.0,,0.037109375,1.4140625,1774015111.8104699
21727.47887335608,0.08499716222286224,0.0,0.0,15.666015625,-1.6929596313275397e-05,89.02862548828125,18824192.0,0.0,-1.5558421611785889,1629.079470537,18824192.0,0.0,0.0,3.265625,0.0,0.0,,0.076171875,3.265625,1774015127.478572
21745.07027194386,0.08498664945363998,0.0,0.0,14.5625,-6.364347882481525e-06,96.54560852050781,19078144.0,0.0,-1.6004129648208618,1644.711747348,19078144.0,0.0,0.0,2.423828125,0.0,0.0,,0.0390625,2.423828125,1774015143.1274424
21766.408047935016,0.08951538801193237,0.0,0.0,15.07421875,1.034433807944879e-05,116.35139465332031,19332096.0,0.0,-1.5514651536941528,1660.37965305,19332096.0,0.0,0.0,2.7109375,0.0,0.0,,0.052734375,2.7109375,1774015158.7603152
21771.075415390627,0.08734632283449173,0.0,0.0,15.244140625,-0.0001965693081729114,128.9318389892578,19586048.0,0.0,-1.5955491065979004,1702.755277981,19586048.0,0.0,0.0,3.94140625,0.0,0.0,"{'size': 4744901.0, '_type': 'html-file', 'sha256': '15c0f272de04f2a729ebcc862762c66d63dbb3df2e254c4a71403b0c752aa532', 'path': 'media/html/render_19586048_15c0f272de04f2a729eb.html'}",0.05859375,3.94140625,1774015216.8043487
21723.99449141744,0.1026412844657898,0.0,0.0,16.900390625,-0.0002798869099933654,167.28085327148438,19840000.0,0.0,-2.3773999214172363,1718.641436126,19840000.0,0.0,0.0,3.8359375,0.0,0.0,,0.060546875,3.8359375,1774015217.0202494
21725.669850848946,0.10737644135951996,0.0,0.0,18.119140625,-2.4324121113750152e-05,176.6184539794922,20093952.0,0.0,-3.421595335006714,1734.28033839,20093952.0,0.0,0.0,3.19921875,0.0,0.0,,0.052734375,3.19921875,1774015232.6898825
21755.738149409113,0.10063342750072479,0.0,0.0,21.009765625,3.40504375344608e-05,205.1066131591797,20347904.0,0.0,-3.407029867172241,1749.91896772,20347904.0,0.0,0.0,2.359375,0.0,0.0,,0.05078125,2.359375,1774015248.3288455
21761.884956274553,0.09424827247858047,0.0,0.0,21.087890625,2.004109774134122e-05,209.61016845703125,20601856.0,0.0,-3.3852381706237793,1765.582734216,20601856.0,0.0,0.0,2.923828125,0.0,0.0,,0.046875,2.923828125,1774015263.9673576
21716.01648550888,0.09293898195028305,0.0,0.0,18.83984375,7.488651317544281e-05,181.43551635742188,20855808.0,0.0,-2.9901645183563232,1807.730222129,20855808.0,0.0,0.0,3.158203125,0.0,0.0,"{'sha256': 'b93f9458aab63ab871abc550d0f5a64641dee5b178eb101ef6651be1011bd801', 'path': 'media/html/render_20855808_b93f9458aab63ab871ab.html', 'size': 4762137.0, '_type': 'html-file'}",0.044921875,3.158203125,1774015321.779285
21765.007027112715,0.09046351909637451,0.0,0.0,17.255859375,0.00013183889677748084,170.39390563964844,21109760.0,0.0,-2.3851430416107178,1823.59620839,21109760.0,0.0,0.0,3.0078125,0.0,0.0,,0.0546875,3.0078125,1774015321.9840055
21740.13405337003,0.08845485001802444,0.0,0.0,22.837890625,5.648956721415743e-05,161.79074096679688,21363712.0,0.0,-1.8251121044158936,1839.22635328,21363712.0,0.0,0.0,3.263671875,0.0,0.0,,0.0625,3.263671875,1774015337.6447852
21771.92181532067,0.08896402269601822,0.0,0.0,19.724609375,5.393324317992665e-05,146.28750610351562,21617664.0,0.0,-1.6287626028060913,1854.868128789,21617664.0,0.0,0.0,3.7421875,0.0,0.0,,0.072265625,3.7421875,1774015353.2748616
21747.723938436706,0.08946659415960312,0.0,0.0,21.244140625,3.1800384022062644e-05,162.89344787597656,21871616.0,0.0,-1.6237759590148926,1870.502458802,21871616.0,0.0,0.0,3.583984375,0.0,0.0,,0.0625,3.583984375,1774015368.9166195
21775.1090881251,0.10264913737773895,0.0,0.0,15.80859375,-7.916034519439563e-06,98.47434997558594,22125568.0,0.0,-1.6784472465515137,1912.553793715,22125568.0,0.0,0.0,2.166015625,0.0,0.0,"{'sha256': '772377bca63550f1780bcef9dbac9ee5d834748f2399f4f89ea6423bdce28ae0', 'path': 'media/html/render_22125568_772377bca63550f1780b.html', 'size': 4765441.0, '_type': 'html-file'}",0.0703125,2.166015625,1774015426.6028085
21764.818014302207,0.11334589123725891,0.0,0.0,17.716796875,-1.4529513236993807e-06,95.78544616699219,22379520.0,0.0,-1.7292817831039429,1928.441357576,22379520.0,0.0,0.0,4.693359375,0.0,0.0,,0.068359375,4.693359375,1774015426.8143475
21729.208406800906,0.10471617430448532,0.0,0.0,15.853515625,1.140910285357677e-06,127.59072875976562,22633472.0,0.0,-1.7328530550003052,1944.099299238,22633472.0,0.0,0.0,3.986328125,0.0,0.0,,0.076171875,3.986328125,1774015442.487601
21717.76102133383,0.11507521569728851,0.0,0.0,19.7265625,1.541998813081591e-06,82.97132110595703,22887424.0,0.0,-1.7751585245132446,1959.72506996,22887424.0,0.0,0.0,6.150390625,0.0,0.0,,0.1015625,6.150390625,1774015458.1478841
21779.740107381094,0.10943681001663208,0.0,0.0,16.111328125,2.092426802846603e-05,98.82896423339844,23141376.0,0.0,-1.735153079032898,1975.337313325,23141376.0,0.0,0.0,3.5859375,0.0,0.0,,0.072265625,3.5859375,1774015473.773467
21811.030651083347,0.10021649301052094,0.0,0.0,14.205078125,-7.896742886259744e-07,115.33973693847656,23395328.0,0.0,-1.6614224910736084,2017.728171568,23395328.0,0.0,0.0,2.2109375,0.0,0.0,"{'size': 4788285.0, '_type': 'html-file', 'sha256': 'fb9ba420c6c93549df74715f6eb6a653984a93c222e12dcfb02ff4bded523e1e', 'path': 'media/html/render_23395328_fb9ba420c6c93549df74.html'}",0.03515625,2.2109375,1774015531.7772174
21766.07312083861,0.1061132475733757,0.0,0.0,16.447265625,-4.0503405784875213e-07,89.98580169677734,23649280.0,0.0,-1.7401745319366455,2033.621183037,23649280.0,0.0,0.0,4.677734375,0.0,0.0,,0.07421875,4.677734375,1774015531.9953516
