render,eval/episode_success,eval/episode_success_easy,eval/episode_reward,eval/episode_reward_near,eval/episode_reward_survive,_step,eval/episode_success_any,_runtime,eval/episode_reward_dist,eval/episode_success_hard,training/log_alpha,eval/episode_reward_ctrl,training/alpha_loss,_timestamp,training/critic_loss,training/sps,eval/episode_dist,step,training/actor_loss,training/entropy
,0.0,20.271484375,0.0,0.0,0.0,48028672.0,0.0,4002.365306611,0.0,0.0,0.0,0.0,3.0965559977280677e-11,1774021790.995383,6.625834066653624e-05,22009.636023442024,266.75592041015625,48028672.0,-0.005430718418210745,0.0
,0.0,19.767578125,0.0,0.0,0.0,48282624.0,0.0,4017.852717317,0.0,0.0,0.0,0.0,3.102568549295803e-11,1774021806.4602404,7.007427484495565e-05,22084.073282544166,268.79339599609375,48282624.0,-0.005966956727206707,0.0
,0.0,21.361328125,0.0,0.0,0.0,48536576.0,0.0,4033.341714073,0.0,0.0,0.0,0.0,3.108174828625465e-11,1774021821.947613,6.409747584257275e-05,22046.60039309382,273.28350830078125,48536576.0,-0.006043049972504377,0.0
"{'path': 'media/html/render_48790528_6b0a9f47a0efbff6d64e.html', 'size': 4721625.0, '_type': 'html-file', 'sha256': '6b0a9f47a0efbff6d64edacfb53eee5fca7ccd6adcfbe4aad26e784f5a5b37b5'}",0.005859375,21.3515625,0.005859375,0.0,0.0,48790528.0,0.001953125,4074.227358853,0.0,0.0,0.0,0.0,3.113164587231765e-11,1774021878.3227215,6.563399801962078e-05,22093.349143305797,266.7227478027344,48790528.0,-0.005279993172734976,0.0
,0.0078125,22.328125,0.0078125,0.0,0.0,49044480.0,0.001953125,4089.957136607,0.0,0.0,0.0,0.0,3.1179021170446575e-11,1774021878.544596,6.727586878696457e-05,22050.940872799183,274.3539733886719,49044480.0,-0.006464383564889431,0.0
,0.0,18.876953125,0.0,0.0,0.0,49298432.0,0.0,4105.431537409,0.0,0.0,0.0,0.0,3.1213157059006846e-11,1774021894.0518441,7.127568824216723e-05,22012.343286880616,285.635009765625,49298432.0,-0.005882719065994024,0.0
,0.0,22.900390625,0.0,0.0,0.0,49552384.0,0.0,4120.913051826,0.0,0.0,0.0,0.0,3.067588197347426e-11,1774021909.5263047,7.532048766734079e-05,22067.614425148106,266.68463134765625,49552384.0,-0.006698742974549532,0.0
,0.0,20.34765625,0.0,0.0,0.0,49806336.0,0.0,4136.377332906,0.0,0.0,0.0,0.0,3.069594925464436e-11,1774021925.00776,6.398864206857979e-05,22054.3117424596,260.1136779785156,49806336.0,-0.006074924953281879,0.0
"{'_type': 'html-file', 'sha256': 'd2e27f285b2f5ac03bd335780401302cb71b3fb75bb8f07d64ae77c83d1e1839', 'path': 'media/html/render_50060288_d2e27f285b2f5ac03bd3.html', 'size': 4718353.0}",0.0,20.58203125,0.0,0.0,0.0,50060288.0,0.0,4179.035088586,0.0,0.0,0.0,0.0,3.0852237431489016e-11,1774021983.1305263,7.26481230231002e-05,22086.26305732517,264.2327575683594,50060288.0,-0.006914671044796705,0.0
,0.0,20.94140625,0.0,0.0,0.0,50314240.0,0.0,4194.801215395,0.0,0.0,0.0,0.0,3.078802490730226e-11,1774021983.3592072,7.506819383706897e-05,22059.355588953513,262.9281311035156,50314240.0,-0.006488271057605743,0.0
,0.017578125,22.76171875,0.017578125,0.0,0.0,50568192.0,0.00390625,4210.289111365,0.0,0.0,0.0,0.0,3.081329982834724e-11,1774021998.8959062,7.473288133041933e-05,21969.814631897403,269.98858642578125,50568192.0,-0.0067389486357569695,0.0
,0.0,19.716796875,0.0,0.0,0.0,50822144.0,0.0,4225.768809942,0.0,0.0,0.0,0.0,3.097564912901696e-11,1774022014.3838594,6.839072739239782e-05,22042.905257996004,273.6866760253906,50822144.0,-0.0067177084274590015,0.0
,0.0390625,23.8203125,0.0390625,0.0,0.0,51076096.0,0.00390625,4226.572714862,0.0,0.0,0.0,0.0,3.1045190723721916e-11,1774022029.8635044,6.739427044522017e-05,22059.782295570654,260.0098876953125,51076096.0,-0.006225564517080784,0.0
