eval/episode_reward,eval/episode_success_any,eval/episode_reward_survive,training/sps,training/actor_loss,eval/episode_reward_near,_runtime,_timestamp,training/log_alpha,_step,eval/episode_success_hard,eval/episode_reward_ctrl,training/entropy,eval/episode_reward_dist,render,eval/episode_success_easy,training/alpha_loss,eval/episode_success,step,eval/episode_dist,training/critic_loss
0.0,0.0,0.0,22359.003905634443,-0.01557911466807127,0.0,299.76674341,1773988124.3027134,0.0,2825216.0,0.0,0.0,0.0,0.0,,16.15234375,1.9298089682706632e-05,0.0,2825216.0,153.02874755859375,0.00039220883627422154
0.0,0.0,0.0,22346.466253140465,0.00023409779532812536,0.0,341.259758566,1773988181.1244147,0.0,3079168.0,0.0,0.0,0.0,0.0,"{'size': 4724985.0, '_type': 'html-file', 'sha256': 'b113f1d9f929618efc5658948cefe1eec61ed931a5bd72218536fa90afdf7715', 'path': 'media/html/render_3079168_b113f1d9f929618efc56.html'}",14.6171875,1.652060564083513e-05,0.0,3079168.0,161.3311004638672,6.23333835392259e-05
0.03515625,0.00390625,0.0,22368.766344364358,0.003919247072190046,0.0,356.803351174,1773988181.3221164,0.0,3333120.0,0.0,0.0,0.0,0.0,,21.390625,1.5867142792558298e-05,0.03515625,3333120.0,237.30287170410156,3.301022297819145e-05
0.021484375,0.005859375,0.0,22318.68153008806,0.0002742767392192036,0.0,372.112265658,1773988196.667023,0.0,3587072.0,0.0,0.0,0.0,0.0,,18.205078125,1.175851366497227e-06,0.021484375,3587072.0,194.60684204101562,1.8097889551427215e-05
0.0,0.0,0.0,22381.47247718345,-0.0006409587222151458,0.0,387.444638757,1773988211.9764721,0.0,3841024.0,0.0,0.0,0.0,0.0,,23.015625,2.90820452164553e-08,0.0,3841024.0,282.4010314941406,1.648314719204791e-05
0.005859375,0.001953125,0.0,22342.48105597365,-0.0013632243499159813,0.0,402.75586456,1773988227.3086808,0.0,4094976.0,0.0,0.0,0.0,0.0,,16.13671875,3.89652488053116e-09,0.005859375,4094976.0,240.8829345703125,2.7988973670289852e-05
0.044921875,0.0078125,0.0,22381.963000431355,-0.0021358688827604055,0.0,444.421583629,1773988284.286241,0.0,4348928.0,0.0,0.0,0.0,0.0,"{'sha256': 'b3e7a87be56dcfc4bd83380fd27efb59fbc54210fa8687e06e3e8d4e3e3aaffd', 'path': 'media/html/render_4348928_b3e7a87be56dcfc4bd83.html', 'size': 4711313.0, '_type': 'html-file'}",13.923828125,1.9421282360099212e-09,0.044921875,4348928.0,210.59136962890625,3.5473203752189875e-05
0.05078125,0.0078125,0.0,22332.264411444976,-0.0026510856114327908,0.0,459.975239651,1773988284.4872963,0.0,4602880.0,0.0,0.0,0.0,0.0,,18.86328125,1.0600382793768404e-09,0.05078125,4602880.0,213.30056762695312,3.972151898778975e-05
0.0078125,0.00390625,0.0,22311.46374040097,-0.0030245352536439896,0.0,475.313505406,1773988299.839273,0.0,4856832.0,0.0,0.0,0.0,0.0,,16.263671875,1.1996517113033178e-09,0.0078125,4856832.0,206.32693481445312,3.546939115040004e-05
0.013671875,0.001953125,0.0,22331.656204600084,-0.002548922086134553,0.0,490.856034413,1773988315.1776202,0.0,5110784.0,0.0,0.0,0.0,0.0,,18.548828125,9.971572456635158e-10,0.013671875,5110784.0,231.22747802734375,3.882723467540927e-05
0.013671875,0.005859375,0.0,21935.14776709694,-0.0033572532702237368,0.0,506.396273181,1773988330.720246,0.0,5364736.0,0.0,0.0,0.0,0.0,,20.853515625,7.083241770899917e-10,0.013671875,5364736.0,251.8606719970703,4.735891707241535e-05
0.0,0.0,0.0,21935.160866992825,-0.004655716009438038,0.0,547.629107583,1773988387.493686,0.0,5618688.0,0.0,0.0,0.0,0.0,"{'size': 4691121.0, '_type': 'html-file', 'sha256': 'ee64da4e4237a737ff5c95c6215da27307cc36797c783a2eeb86d582453f5ff1', 'path': 'media/html/render_5618688_ee64da4e4237a737ff5c.html'}",24.0625,3.267651427218965e-10,0.0,5618688.0,304.01361083984375,7.101392839103937e-05
0.00390625,0.001953125,0.0,21942.35462086443,-0.005915473215281963,0.0,563.385604729,1773988387.68591,0.0,5872640.0,0.0,0.0,0.0,0.0,,18.404296875,2.9864458128692206e-10,0.00390625,5872640.0,210.93118286132812,7.050947897369042e-05
0.0,0.0,0.0,21893.351283896893,-0.004411729983985424,0.0,578.911705167,1773988403.2497954,0.0,6126592.0,0.0,0.0,0.0,0.0,,16.80078125,3.82009646138215e-10,0.0,6126592.0,217.87249755859375,5.4542662837775424e-05
0.001953125,0.001953125,0.0,21972.81488944526,-0.00408404553309083,0.0,594.432604359,1773988418.7757766,0.0,6380544.0,0.0,0.0,0.0,0.0,,19.005859375,3.336571297030133e-10,0.001953125,6380544.0,218.2039337158203,5.6002838391577825e-05
0.0,0.0,0.0,21965.36515466351,-0.005021069664508104,0.0,609.945654104,1773988434.2963588,0.0,6634496.0,0.0,0.0,0.0,0.0,,19.283203125,2.8811200647460566e-10,0.0,6634496.0,218.87705993652344,6.255105108721182e-05
0.0,0.0,0.0,21989.586544027825,-0.0052876160480082035,0.0,652.1450213,1773988492.0096617,0.0,6888448.0,0.0,0.0,0.0,0.0,"{'sha256': 'f5bb2a56c24faa4a7ef797e1f3c98ddeb66a68cbd346f8740df5bd6d097cda1b', 'path': 'media/html/render_6888448_f5bb2a56c24faa4a7ef7.html', 'size': 4704737.0, '_type': 'html-file'}",17.3671875,2.47740827852283e-10,0.0,6888448.0,236.67576599121094,6.907930946908891e-05
0.0,0.0,0.0,21976.290683284507,-0.005306115373969078,0.0,667.881806527,1773988492.2061741,0.0,7142400.0,0.0,0.0,0.0,0.0,,18.541015625,2.1371993064178696e-10,0.0,7142400.0,233.7176513671875,6.428112828871235e-05
0.01171875,0.00390625,0.0,21955.700403286224,-0.005821584723889828,0.0,683.395059701,1773988507.7458472,0.0,7396352.0,0.0,0.0,0.0,0.0,,20.08984375,2.2354006146141359e-10,0.01171875,7396352.0,260.4001770019531,7.010568515397608e-05
0.021484375,0.005859375,0.0,21986.491844721706,-0.005524388048797846,0.0,698.89930037,1773988523.2591834,0.0,7650304.0,0.0,0.0,0.0,0.0,,20.85546875,1.9715135080033974e-10,0.021484375,7650304.0,265.63580322265625,5.771131327492185e-05
0.0234375,0.001953125,0.0,22013.224018810048,-0.005013403482735157,0.0,714.432782873,1773988538.763246,0.0,7904256.0,0.0,0.0,0.0,0.0,,21.833984375,1.9446830257230374e-10,0.0234375,7904256.0,261.88983154296875,5.781180152553134e-05
0.0,0.0,0.0,21951.370189628466,-0.005867821630090475,0.0,755.909177353,1773988595.7738206,0.0,8158208.0,0.0,0.0,0.0,0.0,"{'sha256': 'cd4346db955a3c24584025a73a5adc3fb65781ce4732b8829bfab443f1db66e9', 'path': 'media/html/render_8158208_cd4346db955a3c245840.html', 'size': 4712305.0, '_type': 'html-file'}",18.341796875,1.7196816193276732e-10,0.0,8158208.0,257.3271484375,6.953606498427689e-05
0.0,0.0,0.0,21929.233633329823,-0.006385158747434616,0.0,771.664555764,1773988595.9689965,0.0,8412160.0,0.0,0.0,0.0,0.0,,20.74609375,1.79653750209674e-10,0.0,8412160.0,268.88018798828125,8.124751184368506e-05
