eval/episode_reward_survive,training/critic_loss,training/actor_loss,render,training/alpha_loss,_timestamp,_step,eval/episode_dist,eval/episode_success_easy,eval/episode_success,eval/episode_reward_ctrl,eval/episode_success_hard,step,training/log_alpha,eval/episode_success_any,training/entropy,eval/episode_reward_dist,eval/episode_reward_near,eval/episode_reward,_runtime,training/sps
0.0,5.748445801145863e-06,-0.0005181407323107123,"{'sha256': '7af5cda7190adbdab58f9a037174dc0d44b7d750795f2ac4bd5ee6c5e809f4dd', 'path': 'media/html/render_38632448_7af5cda7190adbdab58f.html', 'size': 4712457.0, '_type': 'html-file'}",3.1666738675717454e-11,1774003945.7669022,38632448.0,212.84378051757812,18.66796875,0.0,0.0,0.0,38632448.0,0.0,0.0,0.0,0.0,0.0,0.0,3267.4187536,21902.663502440144
0.0,7.092408850439824e-06,-0.0005253400304354727,,3.166237758089885e-11,1774003945.9931371,38886400.0,214.47122192382812,18.00390625,0.0,0.0,0.0,38886400.0,0.0,0.0,0.0,0.0,0.0,0.0,3283.242334852,21894.047006701727
0.0,8.070579497143626e-06,-0.0006083982298150659,,3.166426496004071e-11,1774003961.5900853,39140352.0,226.0107879638672,16.529296875,0.001953125,0.0,0.0,39140352.0,0.0,0.001953125,0.0,0.0,0.0,0.001953125,3298.82220879,21850.35554501509
0.0,9.536246579955332e-06,-0.0007040924392640591,,3.166038611834843e-11,1774003977.169887,39394304.0,217.42808532714844,21.30859375,0.0,0.0,0.0,39394304.0,0.0,0.0,0.0,0.0,0.0,0.0,3314.392631976,21860.395682988437
0.0,6.238063178898301e-06,-0.0007037357427179813,,3.166642642549178e-11,1774003992.740359,39648256.0,218.03643798828125,18.35546875,0.001953125,0.0,0.0,39648256.0,0.0,0.001953125,0.0,0.0,0.0,0.001953125,3329.969731093,21888.278254585366
0.0,7.214355719042942e-06,-0.0005703900242224336,"{'path': 'media/html/render_39902208_e223093ef363af90dc80.html', 'size': 4708497.0, '_type': 'html-file', 'sha256': 'e223093ef363af90dc8027e071d44587016acef91bd1e87aa25956ee10fccb49'}",3.1657024224251984e-11,1774004051.0758927,39902208.0,214.8331298828125,19.234375,0.0,0.0,0.0,39902208.0,0.0,0.0,0.0,0.0,0.0,0.0,3372.727683667,21869.645755648562
0.0,1.0513373126741499e-05,-0.0007334307301789522,,3.16572323910691e-11,1774004051.3095984,40156160.0,214.98330688476562,19.40234375,0.009765625,0.0,0.0,40156160.0,0.0,0.001953125,0.0,0.0,0.0,0.009765625,3388.573959899,21913.403202529727
0.0,8.680790415382944e-06,-0.0008052175398916006,,3.1651858217740525e-11,1774004066.9212134,40410112.0,218.6864013671875,18.158203125,0.0,0.0,0.0,40410112.0,0.0,0.0,0.0,0.0,0.0,0.0,3404.134281388,21834.15178356303
0.0,7.947563062771223e-06,-0.0006948413792997599,,3.165809975280709e-11,1774004082.4821174,40664064.0,213.71298217773438,18.400390625,0.0,0.0,0.0,40664064.0,0.0,0.0,0.0,0.0,0.0,0.0,3419.711706448,21899.903450782524
0.0,7.459341759386007e-06,-0.0006496462156064808,,3.16580268944211e-11,1774004098.0594175,40918016.0,212.33114624023438,20.962890625,0.025390625,0.0,0.0,40918016.0,0.0,0.00390625,0.0,0.0,0.0,0.025390625,3435.284713034,21883.837010810614
