_step,eval/episode_success_easy,eval/episode_reward_survive,eval/episode_success_any,_timestamp,eval/episode_reward_ctrl,training/critic_loss,training/log_alpha,training/entropy,eval/episode_reward_near,step,eval/episode_success_hard,eval/episode_dist,eval/episode_success,_runtime,training/sps,eval/episode_reward_dist,render,eval/episode_reward,training/actor_loss,training/alpha_loss
8666112.0,4.060546875,0.0,0.0,1774332519.091834,0.0,3.29039157032085e-11,0.0,0.0,0.0,8666112.0,0.0,50.51042175292969,0.0,651.286560698,33404.250723208665,0.0,,0.0,3.021874590558582e-06,0.0
8920064.0,4.224609375,0.0,0.0,1774332530.6381667,0.0,3.266594286732705e-11,0.0,0.0,0.0,8920064.0,0.0,50.69318389892578,0.0,662.832137129,33390.946375392006,0.0,,0.0,2.9150683076295536e-06,0.0
9174016.0,4.23046875,0.0,0.0,1774332542.1831338,0.0,3.262844161522338e-11,0.0,0.0,0.0,9174016.0,0.0,50.52538299560547,0.0,674.370462485,33405.44816310975,0.0,,0.0,2.882777380364132e-06,0.0
9427968.0,4.46875,0.0,0.0,1774332591.927536,0.0,3.31393211483455e-11,0.0,0.0,0.0,9427968.0,0.0,50.544288635253906,0.0,712.575501472,33415.930211636674,0.0,"{'_type': 'html-file', 'sha256': '46eb5cc72860f1e31c23de28de2f6808b8641863ac8946d543c55e443dd6478c', 'path': 'media/html/render_9427968_46eb5cc72860f1e31c23.html', 'size': 4763917.0}",0.0,3.4578440590848913e-06,0.0
9681920.0,4.19140625,0.0,0.0,1774332592.128225,0.0,3.35818768626428e-11,0.0,0.0,0.0,9681920.0,0.0,51.63207244873047,0.0,724.365094054,33418.0018284727,0.0,,0.0,3.902040589309763e-06,0.0
9935872.0,4.322265625,0.0,0.0,1774332603.7164614,0.0,3.2491599688544426e-11,0.0,0.0,0.0,9935872.0,0.0,51.04076385498047,0.0,735.924477952,33223.0627192234,0.0,,0.0,2.6209231691609602e-06,0.0
10189824.0,3.994140625,0.0,0.0,1774332615.2761433,0.0,3.3137267235749945e-11,0.0,0.0,0.0,10189824.0,0.0,52.353336334228516,0.0,747.496448516,33332.660184967695,0.0,,0.0,3.1975184811017243e-06,0.0
10443776.0,4.345703125,0.0,0.0,1774332626.8478305,0.0,3.3377654806709955e-11,0.0,0.0,0.0,10443776.0,0.0,50.582916259765625,0.0,759.061993488,33290.42312995056,0.0,,0.0,3.5995867619931232e-06,0.0
10697728.0,4.28125,0.0,0.0,1774332675.6701975,0.0,3.2537930683140814e-11,0.0,0.0,0.0,10697728.0,0.0,50.786720275878906,0.0,796.318157745,33314.12824316834,0.0,"{'size': 4763917.0, '_type': 'html-file', 'sha256': '46eb5cc72860f1e31c23de28de2f6808b8641863ac8946d543c55e443dd6478c', 'path': 'media/html/render_10697728_46eb5cc72860f1e31c23.html'}",0.0,2.6858092496695463e-06,0.0
10951680.0,4.09375,0.0,0.0,1774332675.8939867,0.0,3.2903079566493076e-11,0.0,0.0,0.0,10951680.0,0.0,52.221839904785156,0.0,808.121166541,33306.383172975286,0.0,,0.0,3.0785968192503788e-06,0.0
11205632.0,4.47265625,0.0,0.0,1774332687.472517,0.0,3.3192549403482374e-11,0.0,0.0,0.0,11205632.0,0.0,49.461273193359375,0.0,819.659276341,33308.65788121037,0.0,,0.0,3.4111558306904044e-06,0.0
11459584.0,3.892578125,0.0,0.0,1774332699.010725,0.0,3.3431514501192083e-11,0.0,0.0,0.0,11459584.0,0.0,51.729759216308594,0.0,831.19947195,33406.12287397213,0.0,,0.0,3.580351631171652e-06,0.0
11713536.0,3.9765625,0.0,0.0,1774332710.5509787,0.0,3.354296354562969e-11,0.0,0.0,0.0,11713536.0,0.0,52.37364196777344,0.0,842.736204267,33424.290590828634,0.0,,0.0,4.02872183258296e-06,0.0
11967488.0,4.474609375,0.0,0.0,1774332760.1258807,0.0,3.28492233414579e-11,0.0,0.0,0.0,11967488.0,0.0,51.159629821777344,0.0,880.773914726,33413.88610469785,0.0,"{'path': 'media/html/render_11967488_46eb5cc72860f1e31c23.html', 'size': 4763917.0, '_type': 'html-file', 'sha256': '46eb5cc72860f1e31c23de28de2f6808b8641863ac8946d543c55e443dd6478c'}",0.0,3.08940616378095e-06,0.0
12221440.0,4.025390625,0.0,0.0,1774332760.3179638,0.0,3.2710088110343705e-11,0.0,0.0,0.0,12221440.0,0.0,52.08928298950195,0.0,892.54393543,33406.51367393939,0.0,,0.0,3.0258304377639433e-06,0.0
12475392.0,4.162109375,0.0,0.0,1774332771.895483,0.0,3.293105718671363e-11,0.0,0.0,0.0,12475392.0,0.0,50.88560485839844,0.0,904.110699855,33257.420105774116,0.0,,0.0,3.2648906653776066e-06,0.0
12729344.0,4.4140625,0.0,0.0,1774332783.4620643,0.0,3.2997344440177656e-11,0.0,0.0,0.0,12729344.0,0.0,50.86601638793945,0.0,915.671182087,33331.68073729553,0.0,,0.0,3.2860582450666698e-06,0.0
12983296.0,3.908203125,0.0,0.0,1774332795.0226357,0.0,3.290891517626626e-11,0.0,0.0,0.0,12983296.0,0.0,51.227447509765625,0.0,927.21644316,33317.80359343674,0.0,,0.0,3.214500793546904e-06,0.0
13237248.0,4.154296875,0.0,0.0,1774332843.949941,0.0,3.280608076861036e-11,0.0,0.0,0.0,13237248.0,0.0,50.3533935546875,0.0,964.59792919,33407.765762217925,0.0,"{'path': 'media/html/render_13237248_46eb5cc72860f1e31c23.html', 'size': 4763917.0, '_type': 'html-file', 'sha256': '46eb5cc72860f1e31c23de28de2f6808b8641863ac8946d543c55e443dd6478c'}",0.0,3.1615231819159817e-06,0.0
13491200.0,4.04296875,0.0,0.0,1774332844.1465464,0.0,3.3010538746935936e-11,0.0,0.0,0.0,13491200.0,0.0,51.78226852416992,0.0,976.363499672,33312.40182751109,0.0,,0.0,3.249610472266795e-06,0.0
13745152.0,3.771484375,0.0,0.0,1774332855.714926,0.0,3.326631331512786e-11,0.0,0.0,0.0,13745152.0,0.0,52.706878662109375,0.0,987.904112062,33333.9808093751,0.0,,0.0,3.473735205261619e-06,0.0
13999104.0,3.70703125,0.0,0.0,1774332867.2557077,0.0,3.271240223146066e-11,0.0,0.0,0.0,13999104.0,0.0,50.56663513183594,0.0,999.447594939,33393.31012023514,0.0,,0.0,2.950579755633953e-06,0.0
14253056.0,4.216796875,0.0,0.0,1774332878.7991693,0.0,3.2315230352741864e-11,0.0,0.0,0.0,14253056.0,0.0,50.42881774902344,0.0,1011.003160835,33423.80078565169,0.0,,0.0,2.2444701244239695e-06,0.0
14507008.0,4.15625,0.0,0.0,1774332927.7033448,0.0,3.2913925057664883e-11,0.0,0.0,0.0,14507008.0,0.0,51.61304473876953,0.0,1048.351305019,33337.86818327642,0.0,"{'path': 'media/html/render_14507008_46eb5cc72860f1e31c23.html', 'size': 4763917.0, '_type': 'html-file', 'sha256': '46eb5cc72860f1e31c23de28de2f6808b8641863ac8946d543c55e443dd6478c'}",0.0,3.1105180369195295e-06,0.0
14760960.0,4.0625,0.0,0.0,1774332927.904937,0.0,3.2769956886946616e-11,0.0,0.0,0.0,14760960.0,0.0,51.705780029296875,0.0,1060.146563801,33422.559031291916,0.0,,0.0,3.136635086775641e-06,0.0
15014912.0,4.220703125,0.0,0.0,1774332939.49801,0.0,3.217062380378444e-11,0.0,0.0,0.0,15014912.0,0.0,51.52415466308594,0.0,1071.698865058,33221.130210942494,0.0,,0.0,1.6535205986656365e-06,0.0
15268864.0,4.44140625,0.0,0.0,1774332951.050515,0.0,3.321084726670698e-11,0.0,0.0,0.0,15268864.0,0.0,51.0894775390625,0.0,1083.259204767,33374.16482982449,0.0,,0.0,3.6531441764964256e-06,0.0
15522816.0,4.3671875,0.0,0.0,1774332962.610744,0.0,3.2773415925557714e-11,0.0,0.0,0.0,15522816.0,0.0,50.20341873168945,0.0,1094.795472816,33317.6483098944,0.0,,0.0,3.233797997381771e-06,0.0
15776768.0,4.56640625,0.0,0.0,1774333011.8523602,0.0,3.281136473631818e-11,0.0,0.0,0.0,15776768.0,0.0,51.17406463623047,0.0,1132.500380386,33439.566709125196,0.0,"{'sha256': '46eb5cc72860f1e31c23de28de2f6808b8641863ac8946d543c55e443dd6478c', 'path': 'media/html/render_15776768_46eb5cc72860f1e31c23.html', 'size': 4763917.0, '_type': 'html-file'}",0.0,3.0291371331259143e-06,0.0
16030720.0,4.53515625,0.0,0.0,1774333012.0514433,0.0,3.4211567606634574e-11,0.0,0.0,0.0,16030720.0,0.0,50.4454460144043,0.0,1144.269650551,33300.45726756844,0.0,,0.0,4.379775873530889e-06,0.0
16284672.0,3.826171875,0.0,0.0,1774333023.6210248,0.0,3.2675744054966316e-11,0.0,0.0,0.0,16284672.0,0.0,51.41973876953125,0.0,1155.821528551,33328.92836985642,0.0,,0.0,2.869816171369166e-06,0.0
16538624.0,4.0703125,0.0,0.0,1774333035.173198,0.0,3.230933229292354e-11,0.0,0.0,0.0,16538624.0,0.0,50.88504409790039,0.0,1167.383295273,33349.32587166386,0.0,,0.0,2.2890346826898167e-06,0.0
16792576.0,4.095703125,0.0,0.0,1774333046.7344947,0.0,3.295875725117803e-11,0.0,0.0,0.0,16792576.0,0.0,50.8076171875,0.0,1178.940321311,33346.35031184409,0.0,,0.0,3.314839659651625e-06,0.0
17046528.0,4.126953125,0.0,0.0,1774333095.7431698,0.0,3.2800481081229904e-11,0.0,0.0,0.0,17046528.0,0.0,51.948997497558594,0.0,1216.391109921,33340.584457796795,0.0,"{'path': 'media/html/render_17046528_46eb5cc72860f1e31c23.html', 'size': 4763917.0, '_type': 'html-file', 'sha256': '46eb5cc72860f1e31c23de28de2f6808b8641863ac8946d543c55e443dd6478c'}",0.0,2.904045459217741e-06,0.0
17300480.0,4.5078125,0.0,0.0,1774333096.0100048,0.0,3.3270369098614694e-11,0.0,0.0,0.0,17300480.0,0.0,49.75611877441406,0.0,1228.23503968,33422.43108549488,0.0,,0.0,3.5966581890534144e-06,0.0
17554432.0,3.861328125,0.0,0.0,1774333107.5865676,0.0,3.307566720511801e-11,0.0,0.0,0.0,17554432.0,0.0,52.45426940917969,0.0,1239.777046437,33279.369789490665,0.0,,0.0,3.3517596875753952e-06,0.0
17808384.0,4.447265625,0.0,0.0,1774333119.1279976,0.0,3.2937052391046606e-11,0.0,0.0,0.0,17808384.0,0.0,51.16987609863281,0.0,1251.32301359,33423.90986307816,0.0,,0.0,3.270719389547594e-06,0.0
18062336.0,4.392578125,0.0,0.0,1774333130.6746552,0.0,3.353616342960386e-11,0.0,0.0,0.0,18062336.0,0.0,50.50934600830078,0.0,1262.869929277,33375.68326286794,0.0,,0.0,3.629518005254795e-06,0.0
18316288.0,4.072265625,0.0,0.0,1774333179.9799356,0.0,3.262353581723332e-11,0.0,0.0,0.0,18316288.0,0.0,50.423248291015625,0.0,1300.627947597,33402.73597472517,0.0,"{'path': 'media/html/render_18316288_46eb5cc72860f1e31c23.html', 'size': 4763917.0, '_type': 'html-file', 'sha256': '46eb5cc72860f1e31c23de28de2f6808b8641863ac8946d543c55e443dd6478c'}",0.0,2.749364966803114e-06,0.0
18570240.0,4.822265625,0.0,0.0,1774333180.178178,0.0,3.262618300525766e-11,0.0,0.0,0.0,18570240.0,0.0,51.404380798339844,0.0,1312.387086541,33334.1925780002,0.0,,0.0,2.872343202398042e-06,0.0
18824192.0,4.5078125,0.0,0.0,1774333191.7386925,0.0,3.284779739876065e-11,0.0,0.0,0.0,18824192.0,0.0,50.09476089477539,0.0,1323.945136212,33359.62540722692,0.0,,0.0,3.0466383122984553e-06,0.0
19078144.0,4.189453125,0.0,0.0,1774333203.2965968,0.0,3.343390148069503e-11,0.0,0.0,0.0,19078144.0,0.0,51.250999450683594,0.0,1335.491507665,33345.31160109242,0.0,,0.0,3.90037166653201e-06,0.0
19332096.0,3.794921875,0.0,0.0,1774333214.8431141,0.0,3.262151312966033e-11,0.0,0.0,0.0,19332096.0,0.0,51.426170349121094,0.0,1347.036832471,33401.40989692854,0.0,,0.0,2.916963467214373e-06,0.0
19586048.0,5.173828125,0.0,0.0,1774333264.3246505,0.0,3.269351456225422e-11,0.0,0.0,0.0,19586048.0,0.0,49.17299270629883,0.0,1384.972614147,33385.93002234971,0.0,"{'size': 4763917.0, '_type': 'html-file', 'sha256': '46eb5cc72860f1e31c23de28de2f6808b8641863ac8946d543c55e443dd6478c', 'path': 'media/html/render_19586048_46eb5cc72860f1e31c23.html'}",0.0,2.870660409826087e-06,0.0
19840000.0,3.716796875,0.0,0.0,1774333264.5468638,0.0,3.2424025270261225e-11,0.0,0.0,0.0,19840000.0,0.0,52.407325744628906,0.0,1396.798920586,33411.409401508194,0.0,,0.0,2.709131649680785e-06,0.0
20093952.0,4.021484375,0.0,0.0,1774333276.1505415,0.0,3.232490664029086e-11,0.0,0.0,0.0,20093952.0,0.0,51.76051330566406,0.0,1408.344963872,33297.75064997944,0.0,,0.0,2.2415747480408754e-06,0.0
20347904.0,4.171875,0.0,0.0,1774333287.696468,0.0,3.359532096958162e-11,0.0,0.0,0.0,20347904.0,0.0,50.61941909790039,0.0,1419.892017649,33402.34735808175,0.0,,0.0,4.018240360892378e-06,0.0
20601856.0,4.017578125,0.0,0.0,1774333299.243575,0.0,3.376901536178423e-11,0.0,0.0,0.0,20601856.0,0.0,51.69282531738281,0.0,1431.450939962,33384.092570259025,0.0,,0.0,3.900338469975395e-06,0.0
20855808.0,3.4296875,0.0,0.0,1774333348.506605,0.0,3.332413511802912e-11,0.0,0.0,0.0,20855808.0,0.0,53.074012756347656,0.0,1469.154559013,33360.565748589535,0.0,"{'path': 'media/html/render_20855808_46eb5cc72860f1e31c23.html', 'size': 4763917.0, '_type': 'html-file', 'sha256': '46eb5cc72860f1e31c23de28de2f6808b8641863ac8946d543c55e443dd6478c'}",0.0,3.6480280414252775e-06,0.0
21109760.0,4.908203125,0.0,0.0,1774333348.7055957,0.0,3.239292167833696e-11,0.0,0.0,0.0,21109760.0,0.0,49.02625274658203,0.0,1480.929289778,33338.23964917023,0.0,,0.0,2.0425711682037218e-06,0.0
21363712.0,4.03515625,0.0,0.0,1774333360.2807448,0.0,3.2184824250158783e-11,0.0,0.0,0.0,21363712.0,0.0,52.048133850097656,0.0,1492.489625911,33312.937341045275,0.0,,0.0,2.311762273166096e-06,0.0
21617664.0,4.728515625,0.0,0.0,1774333371.8411233,0.0,3.31196008118706e-11,0.0,0.0,0.0,21617664.0,0.0,50.22473907470703,0.0,1504.033558471,33370.72481430352,0.0,,0.0,3.213346190023003e-06,0.0
21871616.0,4.423828125,0.0,0.0,1774333383.3851225,0.0,3.30413751914449e-11,0.0,0.0,0.0,21871616.0,0.0,50.86492156982422,0.0,1515.580378341,33408.769596169725,0.0,,0.0,3.322504198877141e-06,0.0
22125568.0,3.6875,0.0,0.0,1774333432.759934,0.0,3.2722144438501743e-11,0.0,0.0,0.0,22125568.0,0.0,53.32829284667969,0.0,1553.407926449,33375.64038510811,0.0,"{'path': 'media/html/render_22125568_46eb5cc72860f1e31c23.html', 'size': 4763917.0, '_type': 'html-file', 'sha256': '46eb5cc72860f1e31c23de28de2f6808b8641863ac8946d543c55e443dd6478c'}",0.0,3.190558572896407e-06,0.0
22379520.0,4.306640625,0.0,0.0,1774333432.9838016,0.0,3.365447504011243e-11,0.0,0.0,0.0,22379520.0,0.0,50.72338104248047,0.0,1565.220011227,33431.27423564564,0.0,,0.0,3.964242750953417e-06,0.0
22633472.0,4.509765625,0.0,0.0,1774333444.5714922,0.0,3.3395005510916675e-11,0.0,0.0,0.0,22633472.0,0.0,50.135501861572266,0.0,1576.777219429,33240.43844558293,0.0,,0.0,3.5021223538933555e-06,0.0
22887424.0,4.591796875,0.0,0.0,1774333456.1287174,0.0,3.2407933975298064e-11,0.0,0.0,0.0,22887424.0,0.0,50.968971252441406,0.0,1588.340782509,33351.387149661154,0.0,,0.0,2.679454155440908e-06,0.0
23141376.0,4.076171875,0.0,0.0,1774333467.6922967,0.0,3.326451614160675e-11,0.0,0.0,0.0,23141376.0,0.0,50.399566650390625,0.0,1599.91136497,33337.53324500303,0.0,,0.0,3.4387301184324315e-06,0.0
23395328.0,4.576171875,0.0,0.0,1774333517.4662883,0.0,3.2942096966914747e-11,0.0,0.0,0.0,23395328.0,0.0,49.58940124511719,0.0,1638.11427374,33313.25824067339,0.0,"{'path': 'media/html/render_23395328_46eb5cc72860f1e31c23.html', 'size': 4763917.0, '_type': 'html-file', 'sha256': '46eb5cc72860f1e31c23de28de2f6808b8641863ac8946d543c55e443dd6478c'}",0.0,3.178809492965229e-06,0.0
23649280.0,4.375,0.0,0.0,1774333517.669742,0.0,3.2510088371351387e-11,0.0,0.0,0.0,23649280.0,0.0,50.78938293457031,0.0,1649.906639133,33317.45238373179,0.0,,0.0,2.620391114760423e-06,0.0
23903232.0,4.671875,0.0,0.0,1774333529.258135,0.0,3.2329618149251615e-11,0.0,0.0,0.0,23903232.0,0.0,50.89540481567383,0.0,1661.484845078,33246.75705898114,0.0,,0.0,2.280592525494285e-06,0.0
24157184.0,4.087890625,0.0,0.0,1774333540.8363497,0.0,3.3089937040431394e-11,0.0,0.0,0.0,24157184.0,0.0,50.99051284790039,0.0,1673.035821765,33281.65224832996,0.0,,0.0,3.382523118489189e-06,0.0
24411136.0,3.896484375,0.0,0.0,1774333552.3874276,0.0,3.221076530501854e-11,0.0,0.0,0.0,24411136.0,0.0,52.075958251953125,0.0,1684.588872522,33381.00723584503,0.0,,0.0,1.9237249944126233e-06,0.0
24665088.0,4.373046875,0.0,0.0,1774333601.9703772,0.0,3.268910836462524e-11,0.0,0.0,0.0,24665088.0,0.0,51.31768035888672,0.0,1722.618320328,33324.96488340538,0.0,"{'path': 'media/html/render_24665088_46eb5cc72860f1e31c23.html', 'size': 4763917.0, '_type': 'html-file', 'sha256': '46eb5cc72860f1e31c23de28de2f6808b8641863ac8946d543c55e443dd6478c'}",0.0,2.9918357995484257e-06,0.0
24919040.0,3.904296875,0.0,0.0,1774333602.1765168,0.0,3.236862861077938e-11,0.0,0.0,0.0,24919040.0,0.0,51.89176940917969,0.0,1734.405653662,33394.91510320018,0.0,,0.0,2.3033865090837935e-06,0.0
25172992.0,4.435546875,0.0,0.0,1774333613.7571845,0.0,3.301310266823343e-11,0.0,0.0,0.0,25172992.0,0.0,49.8932991027832,0.0,1745.958227497,33276.15512112293,0.0,,0.0,3.1994366054277634e-06,0.0
