_timestamp,training/actor_loss,eval/episode_success_hard,training/log_alpha,eval/episode_reward_survive,eval/episode_success_any,render,_step,eval/episode_success_easy,eval/episode_reward_dist,training/sps,_runtime,eval/episode_reward_near,training/alpha_loss,eval/episode_reward_ctrl,training/critic_loss,eval/episode_success,eval/episode_dist,eval/episode_reward,training/entropy,step
1774349434.808106,2.3087139197741635e-05,0.0,0.0,0.0,0.0,,2825216.0,4.6640625,0.0,34273.11472889923,255.546353971,0.0,0.0,0.0,6.3308682740625954e-09,0.0,51.145381927490234,0.0,0.0,2825216.0
1774349483.8518045,3.3979908948822413e-06,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_3079168_3f3299ce491f370277de.html', 'size': 4795181.0, '_type': 'html-file', 'sha256': '3f3299ce491f370277de228e8db014cbec7d50645c3dc7ac09839812fd4f350f'}",3079168.0,4.11328125,0.0,34246.22869064633,293.23504354,0.0,0.0,0.0,9.802743079490028e-07,0.0,51.379432678222656,0.0,0.0,3079168.0
1774349484.0452464,-1.9966605577792507e-06,0.0,0.0,0.0,0.0,,3333120.0,3.974609375,0.0,34244.013486037926,304.819519515,0.0,0.0,0.0,1.9199335177244592e-10,0.0,51.94377136230469,0.0,0.0,3333120.0
1774349495.4358964,-7.126539458113257e-06,0.0,0.0,0.0,0.0,,3587072.0,4.451171875,0.0,34084.50816357962,316.181529593,0.0,0.0,0.0,9.796051472221734e-07,0.0,51.76890563964844,0.0,0.0,3587072.0
1774349506.7978957,-7.498420472984435e-06,0.0,0.0,0.0,0.0,,3841024.0,4.0703125,0.0,34221.29226644182,327.548478577,0.0,0.0,0.0,1.5444599765768174e-10,0.0,51.64992141723633,0.0,0.0,3841024.0
1774349518.1647954,-1.6963211635356856e-07,0.0,0.0,0.0,0.0,,4094976.0,4.015625,0.0,34194.98911656472,338.901611897,0.0,0.0,0.0,1.3621323513568484e-10,0.0,49.93985366821289,0.0,0.0,4094976.0
1774349566.437262,-5.40782912139548e-06,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_4348928_b3f1de0434808a9bc31f.html', 'size': 4791709.0, '_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d'}",4348928.0,3.65625,0.0,34232.74592344528,375.820490412,0.0,0.0,0.0,4.900310273114883e-07,0.0,52.95896911621094,0.0,0.0,4348928.0
1774349566.659012,-7.401502898574108e-06,0.0,0.0,0.0,0.0,,4602880.0,4.14453125,0.0,34279.88282805072,387.42989232,0.0,0.0,0.0,4.896609198112856e-07,0.0,50.617916107177734,0.0,0.0,4602880.0
1774349578.046254,-2.284689344378421e-06,0.0,0.0,0.0,0.0,,4856832.0,3.890625,0.0,34109.16255719475,398.789235725,0.0,0.0,0.0,1.3787636310436113e-10,0.0,51.957679748535156,0.0,0.0,4856832.0
1774349589.405149,1.7144728190032765e-05,0.0,0.0,0.0,0.0,,5110784.0,4.13671875,0.0,34239.32308668132,410.356136857,0.0,0.0,0.0,1.7311901912009375e-10,0.0,51.360565185546875,0.0,0.0,5110784.0
1774349600.9725082,3.698428599818726e-06,0.0,0.0,0.0,0.0,,5364736.0,3.65234375,0.0,33293.57083136414,421.92544773,0.0,0.0,0.0,9.823141605691532e-11,0.0,52.42387390136719,0.0,0.0,5364736.0
1774349649.9257863,2.1985158582538133e-06,0.0,0.0,0.0,0.0,"{'_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d', 'path': 'media/html/render_5618688_b3f1de0434808a9bc31f.html', 'size': 4791709.0}",5618688.0,4.310546875,0.0,33285.64600454051,459.309046061,0.0,0.0,0.0,6.281604403302055e-11,0.0,50.656837463378906,0.0,0.0,5618688.0
1774349650.1142573,2.7703849809768144e-06,0.0,0.0,0.0,0.0,,5872640.0,3.916015625,0.0,33312.933173558304,471.08394216,0.0,0.0,0.0,3.5059125741421227e-11,0.0,51.5567626953125,0.0,0.0,5872640.0
1774349661.7003329,4.121204256080091e-06,0.0,0.0,0.0,0.0,,6126592.0,4.435546875,0.0,33234.63345657516,482.656062604,0.0,0.0,0.0,3.469903531172491e-11,0.0,50.88572692871094,0.0,0.0,6126592.0
1774349673.272411,2.8427079996617977e-06,0.0,0.0,0.0,0.0,,6380544.0,4.095703125,0.0,33265.31902959944,494.23284859,0.0,0.0,0.0,3.3117588532638464e-11,0.0,51.645835876464844,0.0,0.0,6380544.0
1774349684.849184,2.9127027119102422e-06,0.0,0.0,0.0,0.0,,6634496.0,4.48046875,0.0,33259.67670671112,505.79585026,0.0,0.0,0.0,3.2780379105590285e-11,0.0,49.664085388183594,0.0,0.0,6634496.0
1774349734.213442,3.415533910811064e-06,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_6888448_b3f1de0434808a9bc31f.html', 'size': 4791709.0, '_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d'}",6888448.0,3.783203125,0.0,33292.62177573337,543.59665482,0.0,0.0,0.0,3.3106368341195846e-11,0.0,52.35620880126953,0.0,0.0,6888448.0
1774349734.407132,3.850404937111307e-06,0.0,0.0,0.0,0.0,,7142400.0,4.384765625,0.0,33302.172033372335,555.371661687,0.0,0.0,0.0,3.3224818729582495e-11,0.0,51.552764892578125,0.0,0.0,7142400.0
1774349745.9879248,3.2954087600955972e-06,0.0,0.0,0.0,0.0,,7396352.0,3.80859375,0.0,33244.05293795884,566.949612743,0.0,0.0,0.0,3.295956216287088e-11,0.0,51.31201171875,0.0,0.0,7396352.0
1774349757.5659864,3.305279051346588e-06,0.0,0.0,0.0,0.0,,7650304.0,4.03515625,0.0,33253.047969251216,578.530705897,0.0,0.0,0.0,3.2903305080544953e-11,0.0,51.99076843261719,0.0,0.0,7650304.0
1774349769.1470249,3.02900411952578e-06,0.0,0.0,0.0,0.0,,7904256.0,3.978515625,0.0,33241.294274733606,590.099653966,0.0,0.0,0.0,3.277328061712659e-11,0.0,51.802696228027344,0.0,0.0,7904256.0
1774349817.8606498,2.749987288552802e-06,0.0,0.0,0.0,0.0,"{'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d', 'path': 'media/html/render_8158208_b3f1de0434808a9bc31f.html', 'size': 4791709.0, '_type': 'html-file'}",8158208.0,4.470703125,0.0,33298.460574023615,627.24388309,0.0,0.0,0.0,3.259910397179766e-11,0.0,50.21802520751953,0.0,0.0,8158208.0
1774349818.0946238,3.0520052405336173e-06,0.0,0.0,0.0,0.0,,8412160.0,4.283203125,0.0,33327.28279852185,639.0871065,0.0,0.0,0.0,3.2752654754997224e-11,0.0,51.305267333984375,0.0,0.0,8412160.0
1774349829.7033863,2.334555119887227e-06,0.0,0.0,0.0,0.0,,8666112.0,4.171875,0.0,33158.66106824898,650.645850034,0.0,0.0,0.0,3.2254320742053366e-11,0.0,50.89936065673828,0.0,0.0,8666112.0
1774349841.2616255,2.3179641175374854e-06,0.0,0.0,0.0,0.0,,8920064.0,4.955078125,0.0,33320.9606445163,662.210830094,0.0,0.0,0.0,3.23560483961316e-11,0.0,48.368797302246094,0.0,0.0,8920064.0
1774349852.8272557,1.9842195797536988e-06,0.0,0.0,0.0,0.0,,9174016.0,4.125,0.0,33318.71239594353,673.776639302,0.0,0.0,0.0,3.210770538331076e-11,0.0,52.125579833984375,0.0,0.0,9174016.0
1774349902.1909962,3.173038521708804e-06,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_9427968_b3f1de0434808a9bc31f.html', 'size': 4791709.0, '_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d'}",9427968.0,4.671875,0.0,33311.64338644099,711.574227022,0.0,0.0,0.0,3.27718858994519e-11,0.0,49.711952209472656,0.0,0.0,9427968.0
1774349902.3830225,2.482916897861287e-06,0.0,0.0,0.0,0.0,,9681920.0,4.533203125,0.0,33294.8051008745,723.358360499,0.0,0.0,0.0,3.2424431195554604e-11,0.0,51.43312072753906,0.0,0.0,9681920.0
1774349913.974713,3.840421868517296e-06,0.0,0.0,0.0,0.0,,9935872.0,4.142578125,0.0,33211.13449545543,734.9894217,0.0,0.0,0.0,3.337015039295288e-11,0.0,51.45867919921875,0.0,0.0,9935872.0
1774349925.6057503,2.7191979370400077e-06,0.0,0.0,0.0,0.0,,10189824.0,4.068359375,0.0,33203.631822423995,746.546942026,0.0,0.0,0.0,3.2701973073923085e-11,0.0,50.86241149902344,0.0,0.0,10189824.0
1774349937.1627965,3.925691544282017e-06,0.0,0.0,0.0,0.0,,10443776.0,4.31640625,0.0,33337.58541563115,758.106277974,0.0,0.0,0.0,3.32672778213805e-11,0.0,49.91175842285156,0.0,0.0,10443776.0
1774349986.1860304,3.960932644986315e-06,0.0,0.0,0.0,0.0,"{'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d', 'path': 'media/html/render_10697728_b3f1de0434808a9bc31f.html', 'size': 4791709.0, '_type': 'html-file'}",10697728.0,4.28125,0.0,33345.33352296244,795.569295264,0.0,0.0,0.0,3.357889313826412e-11,0.0,51.041465759277344,0.0,0.0,10697728.0
1774349986.3864129,2.9815805646649096e-06,0.0,0.0,0.0,0.0,,10951680.0,4.84375,0.0,33286.32420625391,807.382755073,0.0,0.0,0.0,3.2598954785578727e-11,0.0,49.585601806640625,0.0,0.0,10951680.0
1774349997.99896,3.554751856427174e-06,0.0,0.0,0.0,0.0,,11205632.0,4.39453125,0.0,33141.22222171402,818.954376689,0.0,0.0,0.0,3.323518196762798e-11,0.0,50.4616584777832,0.0,0.0,11205632.0
1774350009.5706763,3.706801635416923e-06,0.0,0.0,0.0,0.0,,11459584.0,4.546875,0.0,33260.15963624257,830.541973298,0.0,0.0,0.0,3.332630699182104e-11,0.0,50.9655876159668,0.0,0.0,11459584.0
1774350021.158304,4.0858994907466695e-06,0.0,0.0,0.0,0.0,,11713536.0,4.236328125,0.0,33239.905260368345,842.118816039,0.0,0.0,0.0,3.3603869686871235e-11,0.0,51.18708801269531,0.0,0.0,11713536.0
1774350070.918509,2.6010629881056957e-06,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_11967488_b3f1de0434808a9bc31f.html', 'size': 4791709.0, '_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d'}",11967488.0,4.009765625,0.0,33241.861739691485,880.301786063,0.0,0.0,0.0,3.253920050072523e-11,0.0,50.78263854980469,0.0,0.0,11967488.0
1774350071.15661,1.9018790453628753e-06,0.0,0.0,0.0,0.0,,12221440.0,4.3125,0.0,33295.4201883952,892.145937011,0.0,0.0,0.0,3.209234961110141e-11,0.0,50.54181671142578,0.0,0.0,12221440.0
1774350082.7622764,3.5618163565231953e-06,0.0,0.0,0.0,0.0,,12475392.0,4.33984375,0.0,33144.88220799944,903.712817744,0.0,0.0,0.0,3.337836951278206e-11,0.0,50.251224517822266,0.0,0.0,12475392.0
1774350094.3290431,3.8697521631547716e-06,0.0,0.0,0.0,0.0,,12729344.0,3.8828125,0.0,33306.70602930828,915.299672137,0.0,0.0,0.0,3.323287825485188e-11,0.0,53.01648712158203,0.0,0.0,12729344.0
1774350105.916024,3.4367155876680044e-06,0.0,0.0,0.0,0.0,,12983296.0,4.2109375,0.0,33191.51585687853,926.858750121,0.0,0.0,0.0,3.2923271747753446e-11,0.0,51.190086364746094,0.0,0.0,12983296.0
1774350155.0462742,2.2864351194584742e-06,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_13237248_b3f1de0434808a9bc31f.html', 'size': 4791709.0, '_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d'}",13237248.0,4.478515625,0.0,33363.939920770536,964.42955483,0.0,0.0,0.0,3.228240244568248e-11,0.0,50.872581481933594,0.0,0.0,13237248.0
1774350155.2476172,2.7684752694767667e-06,0.0,0.0,0.0,0.0,,13491200.0,4.322265625,0.0,33137.55376526284,976.234979149,0.0,0.0,0.0,3.285388974760828e-11,0.0,50.91587448120117,0.0,0.0,13491200.0
1774350166.8512309,3.113802904408658e-06,0.0,0.0,0.0,0.0,,13745152.0,4.482421875,0.0,33209.355578079965,987.820825964,0.0,0.0,0.0,3.2786010017993306e-11,0.0,50.421627044677734,0.0,0.0,13745152.0
1774350178.4370506,2.787798166536959e-06,0.0,0.0,0.0,0.0,,13999104.0,4.552734375,0.0,33220.35312622258,999.393748321,0.0,0.0,0.0,3.2577746056361434e-11,0.0,50.26064682006836,0.0,0.0,13999104.0
1774350190.0095186,2.7430191948951688e-06,0.0,0.0,0.0,0.0,,14253056.0,4.521484375,0.0,33295.87085069916,1010.962947868,0.0,0.0,0.0,3.2531095872645466e-11,0.0,51.1124267578125,0.0,0.0,14253056.0
1774350239.3146994,4.788902515429072e-06,0.0,0.0,0.0,0.0,"{'_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d', 'path': 'media/html/render_14507008_b3f1de0434808a9bc31f.html', 'size': 4791709.0}",14507008.0,3.716796875,0.0,33281.40786988994,1048.697971892,0.0,0.0,0.0,3.452456723285202e-11,0.0,51.90260314941406,0.0,0.0,14507008.0
1774350239.516532,3.726511749846395e-06,0.0,0.0,0.0,0.0,,14760960.0,4.482421875,0.0,33286.36685483126,1060.486585776,0.0,0.0,0.0,3.329228212556323e-11,0.0,49.9869499206543,0.0,0.0,14760960.0
1774350251.1027594,3.5116377148369793e-06,0.0,0.0,0.0,0.0,,15014912.0,4.259765625,0.0,33229.56961951392,1072.045651351,0.0,0.0,0.0,3.3136823146540095e-11,0.0,50.647132873535156,0.0,0.0,15014912.0
1774350262.662001,2.482765012246091e-06,0.0,0.0,0.0,0.0,,15268864.0,4.126953125,0.0,33348.068763367264,1083.649502706,0.0,0.0,0.0,3.2526190074655403e-11,0.0,52.27458190917969,0.0,0.0,15268864.0
1774350274.265777,2.316703557880828e-06,0.0,0.0,0.0,0.0,,15522816.0,4.66796875,0.0,33145.962104786486,1095.201813201,0.0,0.0,0.0,3.222621822174254e-11,0.0,50.44171142578125,0.0,0.0,15522816.0
1774350323.4039254,2.4972403025458334e-06,0.0,0.0,0.0,0.0,"{'_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d', 'path': 'media/html/render_15776768_b3f1de0434808a9bc31f.html', 'size': 4791709.0}",15776768.0,3.654296875,0.0,33378.97576718548,1132.787168805,0.0,0.0,0.0,3.2225729029722316e-11,0.0,52.7851676940918,0.0,0.0,15776768.0
1774350323.6474607,2.809956413329928e-06,0.0,0.0,0.0,0.0,,16030720.0,4.111328125,0.0,33311.15687717879,1144.632808022,0.0,0.0,0.0,3.267100479042995e-11,0.0,50.44212341308594,0.0,0.0,16030720.0
1774350335.24911,2.871919832614367e-06,0.0,0.0,0.0,0.0,,16284672.0,4.455078125,0.0,33194.955229912564,1156.201298386,0.0,0.0,0.0,3.268997919581018e-11,0.0,49.88315963745117,0.0,0.0,16284672.0
1774350346.8170805,2.5434685539948987e-06,0.0,0.0,0.0,0.0,,16538624.0,3.955078125,0.0,33282.68907677299,1167.759967005,0.0,0.0,0.0,3.223124198092897e-11,0.0,50.82221221923828,0.0,0.0,16538624.0
1774350358.3763037,2.338546664759633e-06,0.0,0.0,0.0,0.0,,16792576.0,4.30859375,0.0,33341.32021339659,1179.329022201,0.0,0.0,0.0,3.232704728906022e-11,0.0,50.425254821777344,0.0,0.0,16792576.0
1774350407.5868552,3.331461584821227e-06,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_17046528_b3f1de0434808a9bc31f.html', 'size': 4791709.0, '_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d'}",17046528.0,3.431640625,0.0,33289.991342961155,1216.97012796,0.0,0.0,0.0,3.28683087691406e-11,0.0,52.29046630859375,0.0,0.0,17046528.0
1774350407.7831895,3.4837587463698583e-06,0.0,0.0,0.0,0.0,,17300480.0,4.5234375,0.0,33311.619425266676,1228.774703559,0.0,0.0,0.0,3.333937639848905e-11,0.0,51.86029052734375,0.0,0.0,17300480.0
1774350419.3910468,3.8233229133766145e-06,0.0,0.0,0.0,0.0,,17554432.0,3.921875,0.0,33133.64184623317,1240.323049255,0.0,0.0,0.0,3.3379125852217584e-11,0.0,51.05967712402344,0.0,0.0,17554432.0
1774350430.9392583,1.7458594356867252e-06,0.0,0.0,0.0,0.0,,17808384.0,3.912109375,0.0,33412.57486315424,1251.886211626,0.0,0.0,0.0,3.215173266513105e-11,0.0,52.787498474121094,0.0,0.0,17808384.0
1774350442.502531,3.1009374197310535e-06,0.0,0.0,0.0,0.0,,18062336.0,4.171875,0.0,33303.21847085174,1263.435326398,0.0,0.0,0.0,3.2790218457146025e-11,0.0,51.00860595703125,0.0,0.0,18062336.0
1774350491.8107598,2.9510940748878056e-06,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_18316288_b3f1de0434808a9bc31f.html', 'size': 4791709.0, '_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d'}",18316288.0,4.51171875,0.0,33392.811800747644,1301.194021113,0.0,0.0,0.0,3.260867270649115e-11,0.0,49.962562561035156,0.0,0.0,18316288.0
1774350492.0558672,3.5227749322075397e-06,0.0,0.0,0.0,0.0,,18570240.0,4.6015625,0.0,33290.36278314378,1313.012832398,0.0,0.0,0.0,3.306247289835973e-11,0.0,50.41891860961914,0.0,0.0,18570240.0
1774350503.629148,3.5468597161525395e-06,0.0,0.0,0.0,0.0,,18824192.0,4.7578125,0.0,33316.127858260814,1324.572551045,0.0,0.0,0.0,3.313862378950816e-11,0.0,49.831153869628906,0.0,0.0,18824192.0
1774350515.1887648,3.2710233881516615e-06,0.0,0.0,0.0,0.0,,19078144.0,4.318359375,0.0,33319.592063935714,1336.122143454,0.0,0.0,0.0,3.288531252865212e-11,0.0,51.00366973876953,0.0,0.0,19078144.0
1774350526.7385147,3.920064500562148e-06,0.0,0.0,0.0,0.0,,19332096.0,4.443359375,0.0,33381.127541692644,1347.687277573,0.0,0.0,0.0,3.3472700305958725e-11,0.0,51.24613952636719,0.0,0.0,19332096.0
1774350575.7955916,2.599007075332338e-06,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_19586048_b3f1de0434808a9bc31f.html', 'size': 4791709.0, '_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d'}",19586048.0,4.021484375,0.0,33312.91233613909,1385.178872728,0.0,0.0,0.0,3.252467045689045e-11,0.0,51.93008041381836,0.0,0.0,19586048.0
1774350575.998013,3.1005122309579747e-06,0.0,0.0,0.0,0.0,,19840000.0,3.986328125,0.0,33346.94746932918,1397.001035033,0.0,0.0,0.0,3.273732326891654e-11,0.0,51.45994186401367,0.0,0.0,19840000.0
1774350587.6174614,3.0565986435249215e-06,0.0,0.0,0.0,0.0,,20093952.0,4.0546875,0.0,33214.784047003224,1408.568569885,0.0,0.0,0.0,3.2723247722632465e-11,0.0,51.4708251953125,0.0,0.0,20093952.0
1774350599.1848252,3.799743581112125e-06,0.0,0.0,0.0,0.0,,20347904.0,4.142578125,0.0,33327.519508853075,1420.138303642,0.0,0.0,0.0,3.3366961971204034e-11,0.0,52.019134521484375,0.0,0.0,20347904.0
1774350610.7545123,4.189235369267408e-06,0.0,0.0,0.0,0.0,,20601856.0,4.384765625,0.0,33287.379010459525,1431.697374532,0.0,0.0,0.0,3.382271893115352e-11,0.0,50.447837829589844,0.0,0.0,20601856.0
1774350660.1166892,1.9403996702749282e-06,0.0,0.0,0.0,0.0,"{'_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d', 'path': 'media/html/render_20855808_b3f1de0434808a9bc31f.html', 'size': 4791709.0}",20855808.0,3.98046875,0.0,33348.647188469666,1469.499950288,0.0,0.0,0.0,3.236179033083708e-11,0.0,52.073143005371094,0.0,0.0,20855808.0
1774350660.335117,2.615568519104272e-06,0.0,0.0,0.0,0.0,,21109760.0,4.08203125,0.0,33326.98352639629,1481.305840359,0.0,0.0,0.0,3.232699871680289e-11,0.0,50.73235321044922,0.0,0.0,21109760.0
1774350671.9220798,2.548509883126826e-06,0.0,0.0,0.0,0.0,,21363712.0,4.259765625,0.0,33255.66218389107,1492.881915287,0.0,0.0,0.0,3.250629279638595e-11,0.0,50.77122497558594,0.0,0.0,21363712.0
1774350683.498182,2.428031166346045e-06,0.0,0.0,0.0,0.0,,21617664.0,4.568359375,0.0,33291.427208063316,1504.442135724,0.0,0.0,0.0,3.2550330486547097e-11,0.0,50.380897521972656,0.0,0.0,21617664.0
1774350695.0584364,3.560599452612223e-06,0.0,0.0,0.0,0.0,,21871616.0,4.646484375,0.0,33336.27806891482,1516.018421915,0.0,0.0,0.0,3.3050281261770564e-11,0.0,50.54608917236328,0.0,0.0,21871616.0
1774350744.2609227,3.919894425052917e-06,0.0,0.0,0.0,0.0,"{'_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d', 'path': 'media/html/render_22125568_b3f1de0434808a9bc31f.html', 'size': 4791709.0}",22125568.0,4.203125,0.0,33263.857367930555,1553.644191293,0.0,0.0,0.0,3.3404362609346094e-11,0.0,51.303707122802734,0.0,0.0,22125568.0
1774350744.4629025,3.4601293918967713e-06,0.0,0.0,0.0,0.0,,22379520.0,4.662109375,0.0,33333.47487059772,1565.437354452,0.0,0.0,0.0,3.315595714648012e-11,0.0,49.91569900512695,0.0,0.0,22379520.0
1774350756.0537257,2.6851635084312875e-06,0.0,0.0,0.0,0.0,,22633472.0,3.640625,0.0,33220.11586359938,1576.995707859,0.0,0.0,0.0,3.2494989338216484e-11,0.0,51.802276611328125,0.0,0.0,22633472.0
1774350767.6119754,2.7189448701392394e-06,0.0,0.0,0.0,0.0,,22887424.0,4.84765625,0.0,33363.18958129404,1588.590827919,0.0,0.0,0.0,3.252189142988193e-11,0.0,49.89748764038086,0.0,0.0,22887424.0
1774350779.2071168,4.069735041412059e-06,0.0,0.0,0.0,0.0,,23141376.0,4.2890625,0.0,33204.73314786017,1600.153273499,0.0,0.0,0.0,3.375669882510479e-11,0.0,51.78150939941406,0.0,0.0,23141376.0
1774350828.6237197,3.1521349228569306e-06,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_23395328_b3f1de0434808a9bc31f.html', 'size': 4791709.0, '_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d'}",23395328.0,3.85546875,0.0,33338.05287174508,1638.006998604,0.0,0.0,0.0,3.2714633085850764e-11,0.0,51.99590301513672,0.0,0.0,23395328.0
1774350828.8426685,3.280958708273829e-06,0.0,0.0,0.0,0.0,,23649280.0,4.791015625,0.0,33209.01907556468,1649.823162386,0.0,0.0,0.0,3.295714048889842e-11,0.0,49.07059860229492,0.0,0.0,23649280.0
1774350840.4389865,3.476428901194595e-06,0.0,0.0,0.0,0.0,,23903232.0,4.6953125,0.0,33226.738732142396,1661.385272135,0.0,0.0,0.0,3.2980597419740576e-11,0.0,50.087791442871094,0.0,0.0,23903232.0
1774350852.0016391,2.5476031169091584e-06,0.0,0.0,0.0,0.0,,24157184.0,3.904296875,0.0,33329.67404027747,1672.946014182,0.0,0.0,0.0,3.242951740478617e-11,0.0,52.439697265625,0.0,0.0,24157184.0
1774350863.5624447,3.081645218117046e-06,0.0,0.0,0.0,0.0,,24411136.0,4.435546875,0.0,33353.445549261996,1684.517540414,0.0,0.0,0.0,3.279558916102765e-11,0.0,50.91716003417969,0.0,0.0,24411136.0
1774350912.7887275,2.8695178571069846e-06,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_24665088_b3f1de0434808a9bc31f.html', 'size': 4791709.0, '_type': 'html-file', 'sha256': 'b3f1de0434808a9bc31fba251fe24b549d28ad1e8fcb063ec5a21aab98e9742d'}",24665088.0,4.30078125,0.0,33254.09858911897,1722.171957603,0.0,0.0,0.0,3.2539283767452076e-11,0.0,50.93740463256836,0.0,0.0,24665088.0
1774350913.0003412,3.5132245557178976e-06,0.0,0.0,0.0,0.0,,24919040.0,4.49609375,0.0,33325.99294271766,1733.978659446,0.0,0.0,0.0,3.339830148552103e-11,0.0,50.73614501953125,0.0,0.0,24919040.0
1774350924.5949392,3.856241164612584e-06,0.0,0.0,0.0,0.0,,25172992.0,4.453125,0.0,33238.856574377656,1745.539495565,0.0,0.0,0.0,3.3278008820802896e-11,0.0,51.00071716308594,0.0,0.0,25172992.0
