training/critic_loss,_step,eval/episode_reward_near,training/log_alpha,eval/episode_success,training/actor_loss,training/sps,training/alpha_loss,_timestamp,eval/episode_reward,eval/episode_dist,eval/episode_reward_survive,eval/episode_reward_dist,eval/episode_success_easy,step,_runtime,eval/episode_success_any,eval/episode_success_hard,training/entropy,eval/episode_reward_ctrl,render
2.742114313392108e-10,2825216.0,0.0,0.0,0.0,2.892754537242581e-06,34332.50383245987,0.0,1774335584.644231,0.0,48.4852180480957,0.0,0.0,4.103515625,2825216.0,255.192213531,0.0,0.0,0.0,0.0,
2.5305690876109566e-10,3079168.0,0.0,0.0,0.0,3.1007675715954974e-06,34287.46702379778,0.0,1774335633.658395,0.0,48.14668655395508,0.0,0.0,3.85546875,3079168.0,292.855365585,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_3079168_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file', 'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702'}"
1.6990581164222363e-10,3333120.0,0.0,0.0,0.0,1.7513556258563767e-06,34325.74702019271,0.0,1774335633.8421214,0.0,48.045379638671875,0.0,0.0,4.107421875,3333120.0,304.402948174,0.0,0.0,0.0,0.0,
1.0333758154734696e-10,3587072.0,0.0,0.0,0.0,8.960207082964189e-07,34225.28158917358,0.0,1774335645.2055442,0.0,47.207557678222656,0.0,0.0,3.970703125,3587072.0,315.737064569,0.0,0.0,0.0,0.0,
1.0215635282140312e-10,3841024.0,0.0,0.0,0.0,9.815393013923313e-07,34344.04756975063,0.0,1774335656.5397382,0.0,47.616424560546875,0.0,0.0,3.9453125,3841024.0,327.084849442,0.0,0.0,0.0,0.0,
8.96285060059121e-11,4094976.0,0.0,0.0,0.0,1.7141024954980821e-06,34281.468246723656,0.0,1774335667.887394,0.0,48.986595153808594,0.0,0.0,3.5234375,4094976.0,338.420268927,0.0,0.0,0.0,0.0,
1.0035832581634097e-10,4348928.0,0.0,0.0,0.0,1.52851691836986e-06,34330.33830924407,0.0,1774335715.9048514,0.0,48.67780685424805,0.0,0.0,3.66796875,4348928.0,375.101787557,0.0,0.0,0.0,0.0,"{'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702', 'path': 'media/html/render_4348928_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file'}"
1.0834574903917371e-10,4602880.0,0.0,0.0,0.0,6.603185624953767e-07,34324.103305394165,0.0,1774335716.0941749,0.0,48.308990478515625,0.0,0.0,3.7734375,4602880.0,386.66396818,0.0,0.0,0.0,0.0,
8.728692768578128e-11,4856832.0,0.0,0.0,0.0,7.089260520842799e-07,34191.2219672923,0.0,1774335727.465978,0.0,47.187171936035156,0.0,0.0,4.134765625,4856832.0,398.009384098,0.0,0.0,0.0,0.0,
9.048308630132951e-11,5110784.0,0.0,0.0,0.0,-2.6067837666232663e-07,34293.07042663447,0.0,1774335738.8119335,0.0,48.43577575683594,0.0,0.0,3.751953125,5110784.0,409.572024164,0.0,0.0,0.0,0.0,
6.933847246370917e-11,5364736.0,0.0,0.0,0.0,9.896421460098281e-08,33307.552775812095,0.0,1774335750.374552,0.0,49.391883850097656,0.0,0.0,3.443359375,5364736.0,421.137536591,0.0,0.0,0.0,0.0,
5.4067240268240724e-11,5618688.0,0.0,0.0,0.0,1.6650903944537276e-06,33319.95374185717,0.0,1774335799.5045068,0.0,47.55482864379883,0.0,0.0,4.37109375,5618688.0,458.701455325,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_5618688_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file', 'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702'}"
3.300141757089925e-11,5872640.0,0.0,0.0,0.0,1.9909662114514504e-06,33315.948622935415,0.0,1774335799.6938772,0.0,49.32343292236328,0.0,0.0,3.65234375,5872640.0,470.475690506,0.0,0.0,0.0,0.0,
3.2866830784739065e-11,6126592.0,0.0,0.0,0.0,3.0660135053039994e-06,33273.58965425767,0.0,1774335811.278123,0.0,47.905555725097656,0.0,0.0,3.6015625,6126592.0,482.0347413,0.0,0.0,0.0,0.0,
3.2930283500043345e-11,6380544.0,0.0,0.0,0.0,3.1029005640448304e-06,33321.49747566994,0.0,1774335822.837392,0.0,49.382781982421875,0.0,0.0,3.68359375,6380544.0,493.595253691,0.0,0.0,0.0,0.0,
3.232671075270588e-11,6634496.0,0.0,0.0,0.0,1.8620748960529454e-06,33335.3714377511,0.0,1774335834.397779,0.0,49.51094055175781,0.0,0.0,3.841796875,6634496.0,505.151075464,0.0,0.0,0.0,0.0,
3.206549609169329e-11,6888448.0,0.0,0.0,0.0,1.8487208990336512e-06,33335.4350776849,0.0,1774335883.6619072,0.0,47.80429458618164,0.0,0.0,3.82421875,6888448.0,542.858834859,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_6888448_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file', 'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702'}"
3.216187385857161e-11,7142400.0,0.0,0.0,0.0,1.4594647836929653e-06,33348.359017498944,0.0,1774335883.8555837,0.0,46.91944885253906,0.0,0.0,4.197265625,7142400.0,554.646270827,0.0,0.0,0.0,0.0,
3.252494454319965e-11,7396352.0,0.0,0.0,0.0,2.6932887067232514e-06,33185.428104130435,0.0,1774335895.4487295,0.0,47.72007751464844,0.0,0.0,4.23828125,7396352.0,566.210481503,0.0,0.0,0.0,0.0,
3.2983331343938715e-11,7650304.0,0.0,0.0,0.0,3.17681451633689e-06,33312.07365165544,0.0,1774335907.013083,0.0,46.68170166015625,0.0,0.0,4.703125,7650304.0,577.77970441,0.0,0.0,0.0,0.0,
3.392713193717256e-11,7904256.0,0.0,0.0,0.0,4.160277057962958e-06,33297.178152638386,0.0,1774335918.5821698,0.0,48.81620788574219,0.0,0.0,3.5078125,7904256.0,589.34284876,0.0,0.0,0.0,0.0,
3.333782902514848e-11,8158208.0,0.0,0.0,0.0,3.3746812277968274e-06,33320.675036544286,0.0,1774335967.1767623,0.0,47.754371643066406,0.0,0.0,4.412109375,8158208.0,626.37377653,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_8158208_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file', 'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702'}"
3.292402461774202e-11,8412160.0,0.0,0.0,0.0,3.262452537455829e-06,33296.48597759813,0.0,1774335967.3896713,0.0,47.58226013183594,0.0,0.0,4.271484375,8412160.0,638.175081903,0.0,0.0,0.0,0.0,
3.3527895737517355e-11,8666112.0,0.0,0.0,0.0,3.4809486351150554e-06,33233.884774115286,0.0,1774335978.9776511,0.0,49.03212356567383,0.0,0.0,3.609375,8666112.0,649.731020275,0.0,0.0,0.0,0.0,
3.254488345483253e-11,8920064.0,0.0,0.0,0.0,2.762484655249864e-06,33337.43307785478,0.0,1774335990.533504,0.0,47.312416076660156,0.0,0.0,4.01171875,8920064.0,661.28844924,0.0,0.0,0.0,0.0,
3.301622863993714e-11,9174016.0,0.0,0.0,0.0,3.2544646728638327e-06,33336.34797232958,0.0,1774336002.0909982,0.0,47.826438903808594,0.0,0.0,3.830078125,9174016.0,672.862623696,0.0,0.0,0.0,0.0,
3.398999831594196e-11,9427968.0,0.0,0.0,0.0,4.116982836421812e-06,33279.47584670129,0.0,1774336051.4581294,0.0,48.75724792480469,0.0,0.0,3.7421875,9427968.0,710.655026861,0.0,0.0,0.0,0.0,"{'size': 4726717.0, '_type': 'html-file', 'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702', 'path': 'media/html/render_9427968_7198552da2b597f5b07b.html'}"
3.272622797756419e-11,9681920.0,0.0,0.0,0.0,2.643560264914413e-06,33301.82844137746,0.0,1774336051.6555128,0.0,47.37910842895508,0.0,0.0,4.36328125,9681920.0,722.432594634,0.0,0.0,0.0,0.0,
3.3235404012232905e-11,9935872.0,0.0,0.0,0.0,3.420878329052357e-06,33274.78502112195,0.0,1774336063.23526,0.0,48.14450454711914,0.0,0.0,4.33203125,9935872.0,734.022581761,0.0,0.0,0.0,0.0,
3.367560744149678e-11,10189824.0,0.0,0.0,0.0,3.861543063976569e-06,33366.23713082508,0.0,1774336074.8251407,0.0,49.41205596923828,0.0,0.0,3.759765625,10189824.0,745.583610967,0.0,0.0,0.0,0.0,
3.284219424193324e-11,10443776.0,0.0,0.0,0.0,2.8688457405223744e-06,33317.11681342354,0.0,1774336086.3859978,0.0,47.65679168701172,0.0,0.0,3.896484375,10443776.0,757.125981936,0.0,0.0,0.0,0.0,
3.358678959952677e-11,10697728.0,0.0,0.0,0.0,3.69465510630107e-06,33410.03338105425,0.0,1774336135.1021655,0.0,47.62385177612305,0.0,0.0,3.78125,10697728.0,794.299100615,0.0,0.0,0.0,0.0,"{'size': 4726717.0, '_type': 'html-file', 'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702', 'path': 'media/html/render_10697728_7198552da2b597f5b07b.html'}"
3.252927094354874e-11,10951680.0,0.0,0.0,0.0,2.6879658889811253e-06,33392.661051563955,0.0,1774336135.3142369,0.0,47.85853958129883,0.0,0.0,4.337890625,10951680.0,806.073753595,0.0,0.0,0.0,0.0,
3.257106390153197e-11,11205632.0,0.0,0.0,0.0,2.7029514058085624e-06,33342.57263803438,0.0,1774336146.8763716,0.0,48.29326248168945,0.0,0.0,4.326171875,11205632.0,817.621269045,0.0,0.0,0.0,0.0,
3.243582138989787e-11,11459584.0,0.0,0.0,0.0,2.527762489989982e-06,33366.182780072995,0.0,1774336158.4237874,0.0,48.21088409423828,0.0,0.0,3.875,11459584.0,829.161277973,0.0,0.0,0.0,0.0,
3.331871584189017e-11,11713536.0,0.0,0.0,0.0,3.529414698277833e-06,33437.74644171871,0.0,1774336169.9638999,0.0,46.31487274169922,0.0,0.0,4.658203125,11713536.0,840.703111271,0.0,0.0,0.0,0.0,
3.279483976048603e-11,11967488.0,0.0,0.0,0.0,2.8313666007306892e-06,33393.43889008388,0.0,1774336219.8157504,0.0,48.00597381591797,0.0,0.0,3.796875,11967488.0,879.012657076,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_11967488_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file', 'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702'}"
3.231797815472781e-11,12221440.0,0.0,0.0,0.0,1.606246200935857e-06,33426.51429805904,0.0,1774336220.0194883,0.0,48.48044967651367,0.0,0.0,3.724609375,12221440.0,890.807531903,0.0,0.0,0.0,0.0,
3.280086272039462e-11,12475392.0,0.0,0.0,0.0,3.117575488431612e-06,33212.54492511405,0.0,1774336231.6097047,0.0,47.233314514160156,0.0,0.0,3.998046875,12475392.0,902.358164634,0.0,0.0,0.0,0.0,
3.304595833086843e-11,12729344.0,0.0,0.0,0.0,3.369759269844508e-06,33374.76821263808,0.0,1774336243.160908,0.0,47.42664337158203,0.0,0.0,4.2890625,12729344.0,913.913366895,0.0,0.0,0.0,0.0,
3.306056817198311e-11,12983296.0,0.0,0.0,0.0,2.9743764571321663e-06,33339.72976972324,0.0,1774336254.7159812,0.0,48.28809356689453,0.0,0.0,3.80078125,12983296.0,925.458201526,0.0,0.0,0.0,0.0,
3.430386877334435e-11,13237248.0,0.0,0.0,0.0,4.371656359580811e-06,33413.449012748286,0.0,1774336303.7477376,0.0,46.54154968261719,0.0,0.0,4.517578125,13237248.0,962.944648853,0.0,0.0,0.0,0.0,"{'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702', 'path': 'media/html/render_13237248_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file'}"
3.201758302928681e-11,13491200.0,0.0,0.0,0.0,8.481974305141193e-07,33325.2808015749,0.0,1774336303.9460495,0.0,48.38434982299805,0.0,0.0,3.845703125,13491200.0,974.715960973,0.0,0.0,0.0,0.0,
3.2419174983422394e-11,13745152.0,0.0,0.0,0.0,2.3726258859824156e-06,33321.58920777222,0.0,1774336315.5185003,0.0,48.12452697753906,0.0,0.0,4.03125,13745152.0,986.268261147,0.0,0.0,0.0,0.0,
3.2828843810062125e-11,13999104.0,0.0,0.0,0.0,2.9622142392327078e-06,33344.89509103846,0.0,1774336327.0708673,0.0,47.45252990722656,0.0,0.0,4.041015625,13999104.0,997.809726131,0.0,0.0,0.0,0.0,
3.405650761401091e-11,14253056.0,0.0,0.0,0.0,3.982348516728962e-06,33416.05810766593,0.0,1774336338.6118486,0.0,48.56721496582031,0.0,0.0,4.2265625,14253056.0,1009.358893866,0.0,0.0,0.0,0.0,
3.307508780747703e-11,14507008.0,0.0,0.0,0.0,3.4115591915906407e-06,33355.12712967169,0.0,1774336387.4944086,0.0,48.3829345703125,0.0,0.0,4.283203125,14507008.0,1046.691318069,0.0,0.0,0.0,0.0,"{'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702', 'path': 'media/html/render_14507008_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file'}"
3.317627075838381e-11,14760960.0,0.0,0.0,0.0,3.4626816614036215e-06,33390.65851967183,0.0,1774336387.700186,0.0,48.268795013427734,0.0,0.0,3.9921875,14760960.0,1058.461097422,0.0,0.0,0.0,0.0,
3.2668531074753204e-11,15014912.0,0.0,0.0,0.0,2.80093127003056e-06,33329.61459399899,0.0,1774336399.2636724,0.0,47.11489486694336,0.0,0.0,4.5859375,15014912.0,1069.996816934,0.0,0.0,0.0,0.0,
3.2876885242005827e-11,15268864.0,0.0,0.0,0.0,3.057360117963981e-06,33441.98879083917,0.0,1774336410.7994883,0.0,48.519065856933594,0.0,0.0,3.806640625,15268864.0,1081.556362971,0.0,0.0,0.0,0.0,
3.3023361822870356e-11,15522816.0,0.0,0.0,0.0,2.9648856525454903e-06,33330.465634618886,0.0,1774336422.3591347,0.0,48.053829193115234,0.0,0.0,3.658203125,15522816.0,1093.099964572,0.0,0.0,0.0,0.0,
3.30420829586231e-11,15776768.0,0.0,0.0,0.0,2.969125944218831e-06,33403.22097260072,0.0,1774336471.7096062,0.0,48.159828186035156,0.0,0.0,3.857421875,15776768.0,1130.906540263,0.0,0.0,0.0,0.0,"{'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702', 'path': 'media/html/render_15776768_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file'}"
3.24295729159374e-11,16030720.0,0.0,0.0,0.0,2.4266462332889205e-06,33331.42936543943,0.0,1774336471.9284403,0.0,47.50316619873047,0.0,0.0,3.708984375,16030720.0,1142.691099312,0.0,0.0,0.0,0.0,
3.241623289240714e-11,16284672.0,0.0,0.0,0.0,2.169016170228133e-06,33349.57542519968,0.0,1774336483.493827,0.0,47.38922119140625,0.0,0.0,3.923828125,16284672.0,1154.236755956,0.0,0.0,0.0,0.0,
3.315344873633386e-11,16538624.0,0.0,0.0,0.0,3.1881154427537695e-06,33371.86025469406,0.0,1774336495.0393367,0.0,48.79967498779297,0.0,0.0,4.0546875,16538624.0,1165.774836367,0.0,0.0,0.0,0.0,
3.27719656967318e-11,16792576.0,0.0,0.0,0.0,2.869790932891192e-06,33417.804720267915,0.0,1774336506.5775013,0.0,46.9537239074707,0.0,0.0,4.17578125,16792576.0,1177.33035944,0.0,0.0,0.0,0.0,
3.303341628013712e-11,17046528.0,0.0,0.0,0.0,3.2785685561975697e-06,33345.48280122471,0.0,1774336555.567636,0.0,47.25346374511719,0.0,0.0,4.205078125,17046528.0,1214.764571893,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_17046528_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file', 'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702'}"
3.309415935737192e-11,17300480.0,0.0,0.0,0.0,3.32882132170198e-06,33396.96631381924,0.0,1774336555.7624476,0.0,47.618446350097656,0.0,0.0,4.20703125,17300480.0,1226.539056973,0.0,0.0,0.0,0.0,
3.2271223887603284e-11,17554432.0,0.0,0.0,0.0,1.549910734865989e-06,33262.48724168921,0.0,1774336567.3416457,0.0,48.501853942871094,0.0,0.0,4.12890625,17554432.0,1238.096869253,0.0,0.0,0.0,0.0,
3.2181184800306184e-11,17808384.0,0.0,0.0,0.0,2.173363782276283e-06,33357.97157986662,0.0,1774336578.899365,0.0,46.7337646484375,0.0,0.0,4.138671875,17808384.0,1249.655314086,0.0,0.0,0.0,0.0,
3.278255444882916e-11,18062336.0,0.0,0.0,0.0,2.6839506972464733e-06,33319.66815114599,0.0,1774336590.457922,0.0,48.96500015258789,0.0,0.0,3.822265625,18062336.0,1261.206935722,0.0,0.0,0.0,0.0,
3.23903265320169e-11,18316288.0,0.0,0.0,0.0,2.43226827478793e-06,33373.94732455875,0.0,1774336639.6909914,0.0,47.3848876953125,0.0,0.0,4.01953125,18316288.0,1298.887914453,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_18316288_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file', 'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702'}"
3.2906732894133484e-11,18570240.0,0.0,0.0,0.0,3.021333441211027e-06,33325.58421377244,0.0,1774336639.9056427,0.0,47.665950775146484,0.0,0.0,4.19140625,18570240.0,1310.671752736,0.0,0.0,0.0,0.0,
3.306469334440898e-11,18824192.0,0.0,0.0,0.0,3.1024912914290326e-06,33329.395583223806,0.0,1774336651.4739847,0.0,48.52145767211914,0.0,0.0,4.087890625,18824192.0,1322.204801615,0.0,0.0,0.0,0.0,
3.3232066404265126e-11,19078144.0,0.0,0.0,0.0,3.441198487053043e-06,33418.49880309811,0.0,1774336663.0075693,0.0,48.258514404296875,0.0,0.0,3.908203125,19078144.0,1333.739007059,0.0,0.0,0.0,0.0,
3.2642499814272696e-11,19332096.0,0.0,0.0,0.0,2.917229267040966e-06,33439.47852551359,0.0,1774336674.5416615,0.0,47.56275177001953,0.0,0.0,4.759765625,19332096.0,1345.302193657,0.0,0.0,0.0,0.0,
3.313666702142726e-11,19586048.0,0.0,0.0,0.0,3.277124733358505e-06,33309.35056241307,0.0,1774336723.6698244,0.0,48.28404235839844,0.0,0.0,4.234375,19586048.0,1382.866738131,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_19586048_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file', 'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702'}"
3.3299779600426405e-11,19840000.0,0.0,0.0,0.0,3.6296059988671914e-06,33345.19364104857,0.0,1774336723.872837,0.0,48.04132080078125,0.0,0.0,4.626953125,19840000.0,1394.692745342,0.0,0.0,0.0,0.0,
3.2460183846394486e-11,20093952.0,0.0,0.0,0.0,2.316271547897486e-06,33219.073605932696,0.0,1774336735.4953482,0.0,47.37641906738281,0.0,0.0,3.9921875,20093952.0,1406.251036626,0.0,0.0,0.0,0.0,
3.356191019543431e-11,20347904.0,0.0,0.0,0.0,3.6780506889044773e-06,33348.354841144675,0.0,1774336747.0536253,0.0,49.022918701171875,0.0,0.0,3.705078125,20347904.0,1417.806453808,0.0,0.0,0.0,0.0,
3.241065749115535e-11,20601856.0,0.0,0.0,0.0,2.3097363737178966e-06,33351.70461329203,0.0,1774336758.6085746,0.0,48.367645263671875,0.0,0.0,4.052734375,20601856.0,1429.362121721,0.0,0.0,0.0,0.0,
3.302222731371707e-11,20855808.0,0.0,0.0,0.0,3.404424660402583e-06,33352.75834346664,0.0,1774336808.0082638,0.0,46.911102294921875,0.0,0.0,4.619140625,20855808.0,1467.205193166,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_20855808_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file', 'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702'}"
3.320703781395373e-11,21109760.0,0.0,0.0,0.0,3.233781626477139e-06,33340.90589029138,0.0,1774336808.217372,0.0,49.09992218017578,0.0,0.0,3.91015625,21109760.0,1478.998681771,0.0,0.0,0.0,0.0,
3.273491200328493e-11,21363712.0,0.0,0.0,0.0,2.8991116778342985e-06,33256.11592384243,0.0,1774336819.8007567,0.0,47.28926467895508,0.0,0.0,4.306640625,21363712.0,1490.559101073,0.0,0.0,0.0,0.0,
3.2784039372124596e-11,21617664.0,0.0,0.0,0.0,2.6815978344529867e-06,33348.89255535941,0.0,1774336831.361757,0.0,47.569480895996094,0.0,0.0,4.3046875,21617664.0,1502.112615835,0.0,0.0,0.0,0.0,
3.320595187705777e-11,21871616.0,0.0,0.0,0.0,3.2782565995148616e-06,33369.10124787341,0.0,1774336842.915328,0.0,48.08226013183594,0.0,0.0,4.22265625,21871616.0,1513.674463856,0.0,0.0,0.0,0.0,
3.260655981329741e-11,22125568.0,0.0,0.0,0.0,2.7807618607766926e-06,33305.226148947746,0.0,1774336892.0939593,0.0,48.36785888671875,0.0,0.0,3.900390625,22125568.0,1551.290910564,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_22125568_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file', 'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702'}"
3.2722397708129236e-11,22379520.0,0.0,0.0,0.0,2.773311962300795e-06,33378.036479592476,0.0,1774336892.2914166,0.0,46.761573791503906,0.0,0.0,4.380859375,22379520.0,1563.085792735,0.0,0.0,0.0,0.0,
3.408822182859872e-11,22633472.0,0.0,0.0,0.0,4.161941433267202e-06,33219.6019788824,0.0,1774336903.8884315,0.0,49.486480712890625,0.0,0.0,3.673828125,22633472.0,1574.649295346,0.0,0.0,0.0,0.0,
3.2214730882884623e-11,22887424.0,0.0,0.0,0.0,2.1291382381605217e-06,33328.414241713195,0.0,1774336915.4519594,0.0,47.74676513671875,0.0,0.0,4.4375,22887424.0,1586.2110973,0.0,0.0,0.0,0.0,
3.26076943224507e-11,23141376.0,0.0,0.0,0.0,2.7101609703095164e-06,33355.20337926144,0.0,1774336927.0132062,0.0,48.299034118652344,0.0,0.0,3.52734375,23141376.0,1597.767465458,0.0,0.0,0.0,0.0,
3.241163934464275e-11,23395328.0,0.0,0.0,0.0,2.501986728020711e-06,33355.55225169385,0.0,1774336976.69289,0.0,48.02864074707031,0.0,0.0,4.12109375,23395328.0,1635.889772215,0.0,0.0,0.0,0.0,"{'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702', 'path': 'media/html/render_23395328_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file'}"
3.255669345225698e-11,23649280.0,0.0,0.0,0.0,2.5642609671194805e-06,33380.7760418245,0.0,1774336976.901072,0.0,48.0137939453125,0.0,0.0,3.771484375,23649280.0,1647.672347388,0.0,0.0,0.0,0.0,
3.2474814504190874e-11,23903232.0,0.0,0.0,0.0,2.4635558020236203e-06,33298.60526900139,0.0,1774336988.474921,0.0,47.665931701660156,0.0,0.0,4.0625,23903232.0,1659.217945238,0.0,0.0,0.0,0.0,
3.328782041678302e-11,24157184.0,0.0,0.0,0.0,3.678832399600651e-06,33393.91105469268,0.0,1774337000.020541,0.0,46.53266143798828,0.0,0.0,4.56640625,24157184.0,1670.779487995,0.0,0.0,0.0,0.0,
3.2892348567070684e-11,24411136.0,0.0,0.0,0.0,3.0031296773813665e-06,33339.91969661932,0.0,1774337011.5820112,0.0,48.981849670410156,0.0,0.0,4.08984375,24411136.0,1682.327730316,0.0,0.0,0.0,0.0,
3.28869605159543e-11,24665088.0,0.0,0.0,0.0,3.0060768949624617e-06,33339.41983872094,0.0,1774337061.2614305,0.0,48.43551254272461,0.0,0.0,4.03125,24665088.0,1720.458382994,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_24665088_7198552da2b597f5b07b.html', 'size': 4726717.0, '_type': 'html-file', 'sha256': '7198552da2b597f5b07bac29b8b9610dd0352cc59368cdcfb2ca7f8c875ab702'}"
3.2823764539724465e-11,24919040.0,0.0,0.0,0.0,3.023640829269425e-06,33341.729328430556,0.0,1774337061.5103257,0.0,48.03742218017578,0.0,0.0,4.12890625,24919040.0,1732.296032398,0.0,0.0,0.0,0.0,
3.216941990569211e-11,25172992.0,0.0,0.0,0.0,1.8529177623349824e-06,33241.01521772007,0.0,1774337073.0987825,0.0,49.21443176269531,0.0,0.0,3.384765625,25172992.0,1743.844835011,0.0,0.0,0.0,0.0,
