_step,eval/episode_reward_survive,render,training/actor_loss,training/critic_loss,_timestamp,training/entropy,eval/episode_success_easy,eval/episode_reward,training/log_alpha,_runtime,eval/episode_success_any,eval/episode_dist,eval/episode_success,eval/episode_success_hard,step,training/alpha_loss,eval/episode_reward_ctrl,eval/episode_reward_dist,eval/episode_reward_near,training/sps
6634496.0,0.0,,7.05227557773469e-06,3.4342667598608045e-11,1774325450.1288443,0.0,10.861328125,0.0,0.0,504.578914228,0.0,128.29586791992188,0.0,0.0,6634496.0,0.0,0.0,0.0,0.0,33404.7965272496
6888448.0,0.0,"{'path': 'media/html/render_6888448_70ff973dabed4cf6dedf.html', 'size': 4738897.0, '_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c'}",5.726763902202947e-06,3.334775858232497e-11,1774325499.6498926,0.0,11.48046875,0.0,0.0,542.547675454,0.0,128.28280639648438,0.0,0.0,6888448.0,0.0,0.0,0.0,0.0,33366.530836991435
7142400.0,0.0,,5.815159056510311e-06,3.3423683959421524e-11,1774325499.850357,0.0,9.109375,0.0,0.0,554.333677698,0.0,132.95298767089844,0.0,0.0,7142400.0,0.0,0.0,0.0,0.0,33410.56365426447
7396352.0,0.0,,6.138561730040237e-06,3.37126715432845e-11,1774325511.4349918,0.0,10.13671875,0.0,0.0,565.889361805,0.0,129.4549102783203,0.0,0.0,7396352.0,0.0,0.0,0.0,0.0,33245.028280087594
7650304.0,0.0,,5.251686161500402e-06,3.339186566142516e-11,1774325522.9911203,0.0,10.37890625,0.0,0.0,577.449988815,0.0,131.76394653320312,0.0,0.0,7650304.0,0.0,0.0,0.0,0.0,33358.114703105944
7904256.0,0.0,,7.2981729317689314e-06,3.4404395998777204e-11,1774325534.5518003,0.0,10.494140625,0.0,0.0,589.000748024,0.0,129.24627685546875,0.0,0.0,7904256.0,0.0,0.0,0.0,0.0,33320.958559768835
8158208.0,0.0,"{'path': 'media/html/render_8158208_70ff973dabed4cf6dedf.html', 'size': 4738897.0, '_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c'}",4.674441242968896e-06,3.2774623293096994e-11,1774325583.2482076,0.0,10.9296875,0.0,0.0,626.145943824,0.0,127.23612213134766,0.0,0.0,8158208.0,0.0,0.0,0.0,0.0,33388.199910689116
8412160.0,0.0,,4.481314135773573e-06,3.2730904792055426e-11,1774325583.4502895,0.0,11.203125,0.0,0.0,637.949637952,0.0,128.7552947998047,0.0,0.0,8412160.0,0.0,0.0,0.0,0.0,33348.92492317613
8666112.0,0.0,,5.429016709967982e-06,3.320030708686694e-11,1774325595.0513232,0.0,9.935546875,0.0,0.0,649.50951701,0.0,129.75204467773438,0.0,0.0,8666112.0,0.0,0.0,0.0,0.0,33210.31128240962
8920064.0,0.0,,3.6714404814119916e-06,3.228950787304008e-11,1774325606.611372,0.0,10.69921875,0.0,0.0,661.065840664,0.0,129.94937133789062,0.0,0.0,8920064.0,0.0,0.0,0.0,0.0,33337.610457590636
9174016.0,0.0,,3.924263182852883e-06,3.2563698265652974e-11,1774325618.1675425,0.0,10.90625,0.0,0.0,672.60713983,0.0,128.58689880371094,0.0,0.0,9174016.0,0.0,0.0,0.0,0.0,33365.132382047894
9427968.0,0.0,"{'size': 4738897.0, '_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c', 'path': 'media/html/render_9427968_70ff973dabed4cf6dedf.html'}",5.416724889073521e-06,3.3338706795227324e-11,1774325667.4179811,0.0,9.59375,0.0,0.0,710.315726546,0.0,130.737548828125,0.0,0.0,9427968.0,0.0,0.0,0.0,0.0,33420.413446883365
9681920.0,0.0,,5.87025897402782e-06,3.329634484794397e-11,1774325667.610615,0.0,11.318359375,0.0,0.0,722.100150679,0.0,128.42620849609375,0.0,0.0,9681920.0,0.0,0.0,0.0,0.0,33331.379300128334
9935872.0,0.0,,4.3405893848103005e-06,3.259631453644829e-11,1774325679.2020679,0.0,10.65234375,0.0,0.0,733.660588638,0.0,128.6168975830078,0.0,0.0,9935872.0,0.0,0.0,0.0,0.0,33216.76139499111
10189824.0,0.0,,5.138770120538538e-06,3.303995618764155e-11,1774325690.762381,0.0,11.62890625,0.0,0.0,745.222802105,0.0,127.11551666259766,0.0,0.0,10189824.0,0.0,0.0,0.0,0.0,33360.65351648821
10443776.0,0.0,,5.59174122827244e-06,3.332243161957571e-11,1774325702.3246381,0.0,10.08984375,0.0,0.0,756.775784526,0.0,131.6029815673828,0.0,0.0,10443776.0,0.0,0.0,0.0,0.0,33319.54099189359
10697728.0,0.0,"{'path': 'media/html/render_10697728_70ff973dabed4cf6dedf.html', 'size': 4738897.0, '_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c'}",5.1315159907971974e-06,3.292618608319309e-11,1774325751.0241497,0.0,10.810546875,0.0,0.0,793.921898772,0.0,126.96934509277344,0.0,0.0,10697728.0,0.0,0.0,0.0,0.0,33363.56579185463
10951680.0,0.0,,4.38606048192014e-06,3.290269445788141e-11,1774325751.2264807,0.0,11.87890625,0.0,0.0,805.710515749,0.0,125.94708251953125,0.0,0.0,10951680.0,0.0,0.0,0.0,0.0,33333.54789174094
11205632.0,0.0,,6.7866176323150285e-06,3.406751269974251e-11,1774325762.8119082,0.0,11.638671875,0.0,0.0,817.246826346,0.0,125.01871490478516,0.0,0.0,11205632.0,0.0,0.0,0.0,0.0,33260.939623015875
11459584.0,0.0,,5.469641109812073e-06,3.319178265570599e-11,1774325774.3486834,0.0,10.703125,0.0,0.0,828.780275443,0.0,132.5059814453125,0.0,0.0,11459584.0,0.0,0.0,0.0,0.0,33404.589098660705
11713536.0,0.0,,5.134887032909319e-06,3.302731005350168e-11,1774325785.8820324,0.0,10.90234375,0.0,0.0,840.339488219,0.0,127.26101684570312,0.0,0.0,11713536.0,0.0,0.0,0.0,0.0,33474.74073135681
11967488.0,0.0,"{'path': 'media/html/render_11967488_70ff973dabed4cf6dedf.html', 'size': 4738897.0, '_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c'}",5.69701705899206e-06,3.3388042330884105e-11,1774325835.4125683,0.0,9.67578125,0.0,0.0,878.310351108,0.0,132.03289794921875,0.0,0.0,11967488.0,0.0,0.0,0.0,0.0,33324.962798156834
12221440.0,0.0,,4.294881819078e-06,3.255330380258492e-11,1774325835.6188917,0.0,12.4609375,0.0,0.0,890.097379798,0.0,125.40199279785156,0.0,0.0,12221440.0,0.0,0.0,0.0,0.0,33421.63092211564
12475392.0,0.0,,7.055409241729649e-06,3.438764203944622e-11,1774325847.1989622,0.0,12.5546875,0.0,0.0,901.623281325,0.0,125.6803207397461,0.0,0.0,12475392.0,0.0,0.0,0.0,0.0,33246.59309744332
12729344.0,0.0,,5.9088802117912564e-06,3.354020880474984e-11,1774325858.7251604,0.0,10.9375,0.0,0.0,913.172767754,0.0,127.76568603515625,0.0,0.0,12729344.0,0.0,0.0,0.0,0.0,33488.20039097322
12983296.0,0.0,,4.84211386719835e-06,3.281571542279593e-11,1774325870.2744532,0.0,8.666015625,0.0,0.0,924.695821507,0.0,133.57958984375,0.0,0.0,12983296.0,0.0,0.0,0.0,0.0,33361.41105623672
13237248.0,0.0,"{'path': 'media/html/render_13237248_70ff973dabed4cf6dedf.html', 'size': 4738897.0, '_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c'}",5.950217200734187e-06,3.352705613135498e-11,1774325919.10302,0.0,10.125,0.0,0.0,962.000797448,0.0,131.38668823242188,0.0,0.0,13237248.0,0.0,0.0,0.0,0.0,33492.23650322491
13491200.0,0.0,,6.197911261551781e-06,3.3744805560953495e-11,1774325919.29354,0.0,9.61328125,0.0,0.0,973.753037973,0.0,130.24990844726562,0.0,0.0,13491200.0,0.0,0.0,0.0,0.0,33378.569921516704
13745152.0,0.0,,5.40367409485043e-06,3.3085038181335236e-11,1774325930.8547542,0.0,10.5703125,0.0,0.0,985.293178531,0.0,127.74415588378906,0.0,0.0,13745152.0,0.0,0.0,0.0,0.0,33351.863347373874
13999104.0,0.0,,4.22585389969754e-06,3.247601493283625e-11,1774325942.3948314,0.0,11.6015625,0.0,0.0,996.827259416,0.0,128.20327758789062,0.0,0.0,13999104.0,0.0,0.0,0.0,0.0,33406.590158648956
14253056.0,0.0,,5.214997599978233e-06,3.3117023012785296e-11,1774325953.9288604,0.0,11.7578125,0.0,0.0,1008.350943775,0.0,128.1291046142578,0.0,0.0,14253056.0,0.0,0.0,0.0,0.0,33455.0270225619
14507008.0,0.0,"{'path': 'media/html/render_14507008_70ff973dabed4cf6dedf.html', 'size': 4738897.0, '_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c'}",5.749763658968732e-06,3.351756372449444e-11,1774326003.1488552,0.0,10.7734375,0.0,0.0,1046.046617864,0.0,129.46368408203125,0.0,0.0,14507008.0,0.0,0.0,0.0,0.0,33461.7113098373
14760960.0,0.0,,4.446985713002505e-06,3.256464889411781e-11,1774326003.389985,0.0,9.060546875,0.0,0.0,1057.855446119,0.0,132.66165161132812,0.0,0.0,14760960.0,0.0,0.0,0.0,0.0,33483.033734077
15014912.0,0.0,,5.72551380173536e-06,3.33185909417999e-11,1774326014.9571161,0.0,10.57421875,0.0,0.0,1069.398041702,0.0,130.40802001953125,0.0,0.0,15014912.0,0.0,0.0,0.0,0.0,33306.14676279149
15268864.0,0.0,,4.8666402108210605e-06,3.289687272589603e-11,1774326026.4995944,0.0,10.349609375,0.0,0.0,1080.930786846,0.0,129.57464599609375,0.0,0.0,15268864.0,0.0,0.0,0.0,0.0,33420.389328976315
15522816.0,0.0,,4.673284820455592e-06,3.265597167678713e-11,1774326038.032667,0.0,11.84375,0.0,0.0,1092.464960095,0.0,124.69020080566406,0.0,0.0,15522816.0,0.0,0.0,0.0,0.0,33385.59411765148
15776768.0,0.0,"{'_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c', 'path': 'media/html/render_15776768_70ff973dabed4cf6dedf.html', 'size': 4738897.0}",4.962962520949077e-06,3.3123181281125014e-11,1774326087.8548672,0.0,10.87109375,0.0,0.0,1130.752647012,0.0,126.09832763671875,0.0,0.0,15776768.0,0.0,0.0,0.0,0.0,33445.804779964266
16030720.0,0.0,,5.200156465434702e-06,3.289577291121226e-11,1774326088.0515635,0.0,11.0625,0.0,0.0,1142.493378109,0.0,128.7161407470703,0.0,0.0,16030720.0,0.0,0.0,0.0,0.0,33372.87552511311
16284672.0,0.0,,5.778155809821328e-06,3.343673254940782e-11,1774326099.5951834,0.0,10.96875,0.0,0.0,1154.079181955,0.0,129.8788604736328,0.0,0.0,16284672.0,0.0,0.0,0.0,0.0,33449.89370599513
16538624.0,0.0,,6.346819191094255e-06,3.388864536213454e-11,1774326111.1807723,0.0,9.849609375,0.0,0.0,1165.627857273,0.0,129.84983825683594,0.0,0.0,16538624.0,0.0,0.0,0.0,0.0,33230.621866487236
16792576.0,0.0,,5.920057446928695e-06,3.354038921599134e-11,1774326122.729678,0.0,10.51171875,0.0,0.0,1177.166016155,0.0,128.64691162109375,0.0,0.0,16792576.0,0.0,0.0,0.0,0.0,33392.91962912372
17046528.0,0.0,"{'path': 'media/html/render_17046528_70ff973dabed4cf6dedf.html', 'size': 4738897.0, '_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c'}",6.246176781132817e-06,3.359878347763967e-11,1774326171.7773867,0.0,10.939453125,0.0,0.0,1214.675229676,0.0,129.14520263671875,0.0,0.0,17046528.0,0.0,0.0,0.0,0.0,33419.05450952969
17300480.0,0.0,,5.2161963139951695e-06,3.29442306767902e-11,1774326172.0016365,0.0,9.7578125,0.0,0.0,1226.483838561,0.0,130.95159912109375,0.0,0.0,17300480.0,0.0,0.0,0.0,0.0,33503.94388697777
17554432.0,0.0,,2.4957128061942058e-06,3.194823572361116e-11,1774326183.5856884,0.0,11.201171875,0.0,0.0,1238.013218493,0.0,127.60150146484375,0.0,0.0,17554432.0,0.0,0.0,0.0,0.0,33246.00679251716
17808384.0,0.0,,4.705592345999321e-06,3.2783220582643935e-11,1774326195.1148534,0.0,10.1484375,0.0,0.0,1249.540301927,0.0,130.40573120117188,0.0,0.0,17808384.0,0.0,0.0,0.0,0.0,33473.322672044764
18062336.0,0.0,,6.253974788705818e-06,3.3706783891807035e-11,1774326206.6421473,0.0,10.396484375,0.0,0.0,1261.085115754,0.0,129.3173828125,0.0,0.0,18062336.0,0.0,0.0,0.0,0.0,33447.62382422461
18316288.0,0.0,"{'path': 'media/html/render_18316288_70ff973dabed4cf6dedf.html', 'size': 4738897.0, '_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c'}",4.805203843716299e-06,3.2882849221316235e-11,1774326255.693883,0.0,10.396484375,0.0,0.0,1298.591692778,0.0,130.81605529785156,0.0,0.0,18316288.0,0.0,0.0,0.0,0.0,33421.60365641077
18570240.0,0.0,,5.2813747970503755e-06,3.314538921106447e-11,1774326255.8952122,0.0,9.419921875,0.0,0.0,1310.347902503,0.0,133.9951171875,0.0,0.0,18570240.0,0.0,0.0,0.0,0.0,33403.57713551702
18824192.0,0.0,,5.697506821888965e-06,3.351158586739622e-11,1774326267.4495857,0.0,11.28515625,0.0,0.0,1321.880274853,0.0,130.14981079101562,0.0,0.0,18824192.0,0.0,0.0,0.0,0.0,33422.71739179071
19078144.0,0.0,,5.894110472581815e-06,3.348238700184858e-11,1774326278.9820657,0.0,10.099609375,0.0,0.0,1333.412999987,0.0,128.9925537109375,0.0,0.0,19078144.0,0.0,0.0,0.0,0.0,33442.09168721152
19332096.0,0.0,,5.800029612146318e-06,3.3281308264854204e-11,1774326290.5142567,0.0,12.271484375,0.0,0.0,1344.960049878,0.0,125.11495971679688,0.0,0.0,19332096.0,0.0,0.0,0.0,0.0,33473.170143147945
19586048.0,0.0,"{'path': 'media/html/render_19586048_70ff973dabed4cf6dedf.html', 'size': 4738897.0, '_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c'}",6.4129731072171126e-06,3.401148113146846e-11,1774326339.6346753,0.0,9.71875,0.0,0.0,1382.532463941,0.0,131.70399475097656,0.0,0.0,19586048.0,0.0,0.0,0.0,0.0,33377.962217460976
19840000.0,0.0,,5.426865300250938e-06,3.303439466417757e-11,1774326339.8416424,0.0,11.048828125,0.0,0.0,1394.351750345,0.0,128.94644165039062,0.0,0.0,19840000.0,0.0,0.0,0.0,0.0,33438.44555212642
20093952.0,0.0,,6.790909083065344e-06,3.415808261242326e-11,1774326351.4534914,0.0,11.76953125,0.0,0.0,1405.887035329,0.0,125.2934341430664,0.0,0.0,20093952.0,0.0,0.0,0.0,0.0,33258.46269419704
20347904.0,0.0,,5.677430181094678e-06,3.343994872673228e-11,1774326362.9888577,0.0,9.98046875,0.0,0.0,1417.441020383,0.0,132.26010131835938,0.0,0.0,20347904.0,0.0,0.0,0.0,0.0,33451.24044504219
20601856.0,0.0,,4.429587079357589e-06,3.2578741787636645e-11,1774326374.5427375,0.0,10.931640625,0.0,0.0,1428.989091746,0.0,128.12857055664062,0.0,0.0,20601856.0,0.0,0.0,0.0,0.0,33378.41825492116
20855808.0,0.0,"{'_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c', 'path': 'media/html/render_20855808_70ff973dabed4cf6dedf.html', 'size': 4738897.0}",5.144102033227682e-06,3.3022525686154935e-11,1774326423.7188067,0.0,11.15234375,0.0,0.0,1466.616543019,0.0,127.72480010986328,0.0,0.0,20855808.0,0.0,0.0,0.0,0.0,33406.56815616237
21109760.0,0.0,,5.438493644760456e-06,3.318408395291961e-11,1774326423.9379067,0.0,11.591796875,0.0,0.0,1478.398709379,0.0,128.85003662109375,0.0,0.0,21109760.0,0.0,0.0,0.0,0.0,33362.60960663544
21363712.0,0.0,,5.452037839859258e-06,3.319843358551289e-11,1774326435.5003307,0.0,10.3359375,0.0,0.0,1489.955920108,0.0,126.6701889038086,0.0,0.0,21363712.0,0.0,0.0,0.0,0.0,33374.23384651094
21617664.0,0.0,,4.268556040187832e-06,3.268252335431043e-11,1774326447.0577648,0.0,11.142578125,0.0,0.0,1501.498615312,0.0,131.800537109375,0.0,0.0,21617664.0,0.0,0.0,0.0,0.0,33372.89434636319
21871616.0,0.0,,5.776301804871764e-06,3.337926463009566e-11,1774326458.6004562,0.0,11.05859375,0.0,0.0,1513.046106023,0.0,129.3832550048828,0.0,0.0,21871616.0,0.0,0.0,0.0,0.0,33413.717346019155
22125568.0,0.0,"{'path': 'media/html/render_22125568_70ff973dabed4cf6dedf.html', 'size': 4738897.0, '_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c'}",5.937274636380607e-06,3.357514960500296e-11,1774326507.9595027,0.0,9.978515625,0.0,0.0,1550.8572737,0.0,129.97897338867188,0.0,0.0,22125568.0,0.0,0.0,0.0,0.0,33369.97521506388
22379520.0,0.0,,5.006268565921346e-06,3.303454038094955e-11,1774326508.165789,0.0,11.6796875,0.0,0.0,1562.629290375,0.0,127.2041015625,0.0,0.0,22379520.0,0.0,0.0,0.0,0.0,33422.63139451246
22633472.0,0.0,,6.1069467847119085e-06,3.359775305189494e-11,1774326519.731203,0.0,10.712890625,0.0,0.0,1574.169548646,0.0,128.60455322265625,0.0,0.0,22633472.0,0.0,0.0,0.0,0.0,33331.7693963235
22887424.0,0.0,,6.672731160506373e-06,3.407968351964996e-11,1774326531.271404,0.0,9.09375,0.0,0.0,1585.731178725,0.0,134.12722778320312,0.0,0.0,22887424.0,0.0,0.0,0.0,0.0,33426.64542210954
23141376.0,0.0,,5.76252068640315e-06,3.339139034719274e-11,1774326542.832976,0.0,11.380859375,0.0,0.0,1597.274275796,0.0,123.78856658935547,0.0,0.0,23141376.0,0.0,0.0,0.0,0.0,33347.341062092535
23395328.0,0.0,"{'size': 4738897.0, '_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c', 'path': 'media/html/render_23395328_70ff973dabed4cf6dedf.html'}",4.236696440784726e-06,3.2467660504575946e-11,1774326592.1621978,0.0,8.478515625,0.0,0.0,1635.059957199,0.0,133.13694763183594,0.0,0.0,23395328.0,0.0,0.0,0.0,0.0,33409.34069773033
23649280.0,0.0,,3.6297342376201414e-06,3.2315500969604116e-11,1774326592.4008148,0.0,10.52734375,0.0,0.0,1646.895401444,0.0,128.287841796875,0.0,0.0,23649280.0,0.0,0.0,0.0,0.0,33379.445430806554
23903232.0,0.0,,5.696779226127546e-06,3.340639570525994e-11,1774326603.9971502,0.0,8.599609375,0.0,0.0,1658.444175358,0.0,135.35870361328125,0.0,0.0,23903232.0,0.0,0.0,0.0,0.0,33237.059129064844
24157184.0,0.0,,6.76183071846026e-06,3.40790451414108e-11,1774326615.5454335,0.0,11.23828125,0.0,0.0,1669.983899671,0.0,128.89358520507812,0.0,0.0,24157184.0,0.0,0.0,0.0,0.0,33403.81597843293
24411136.0,0.0,,6.685255812044488e-06,3.4138525339955095e-11,1774326627.0857215,0.0,11.890625,0.0,0.0,1681.532186383,0.0,126.1895751953125,0.0,0.0,24411136.0,0.0,0.0,0.0,0.0,33435.26200209674
24665088.0,0.0,"{'path': 'media/html/render_24665088_70ff973dabed4cf6dedf.html', 'size': 4738897.0, '_type': 'html-file', 'sha256': '70ff973dabed4cf6dedf6dad9c159580cf76792aa0f98884c4101418cc8cf13c'}",5.063970547780627e-06,3.2949462602793744e-11,1774326676.36347,0.0,11.2265625,0.0,0.0,1719.261224173,0.0,127.26016235351562,0.0,0.0,24665088.0,0.0,0.0,0.0,0.0,33370.89836648779
24919040.0,0.0,,5.81105496166856e-06,3.341873652806804e-11,1774326676.5676143,0.0,10.798828125,0.0,0.0,1731.043298706,0.0,131.34878540039062,0.0,0.0,24919040.0,0.0,0.0,0.0,0.0,33370.63594792003
25172992.0,0.0,,4.652353254641639e-06,3.2600585425646145e-11,1774326688.145091,0.0,9.033203125,0.0,0.0,1742.598175098,0.0,133.68821716308594,0.0,0.0,25172992.0,0.0,0.0,0.0,0.0,33308.37769203544
