training/sps,training/actor_loss,training/entropy,_runtime,eval/episode_reward_ctrl,eval/episode_success_easy,eval/episode_reward_dist,eval/episode_success,eval/episode_reward,training/alpha_loss,render,_timestamp,eval/episode_dist,eval/episode_success_hard,eval/episode_reward_near,training/critic_loss,eval/episode_reward_survive,eval/episode_success_any,step,training/log_alpha,_step
33358.913917493344,-1.5260911823133938e-05,0.0,743.912778493,0.0,9.7421875,0.0,0.001953125,0.001953125,0.0,,1774339536.945272,124.88621520996094,0.0,0.0,3.021845274009394e-11,0.0,0.001953125,10189824.0,0.0,10189824.0
33393.76134251743,-1.2766432519129012e-05,0.0,755.467907532,0.0,9.794921875,0.0,0.00390625,0.00390625,0.0,,1774339548.4968057,124.58023071289062,0.0,0.0,4.898343490822299e-07,0.0,0.001953125,10443776.0,0.0,10443776.0
33374.79331048943,-1.2682702617894392e-05,0.0,792.851122882,0.0,10.388671875,0.0,0.001953125,0.001953125,0.0,"{'size': 4774997.0, '_type': 'html-file', 'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_10697728_4650afe520df3b1af9c4.html'}",1774339597.4356601,120.19573211669922,0.0,0.0,4.898840870737331e-07,0.0,0.001953125,10697728.0,0.0,10697728.0
33375.641430905824,-9.632016372052021e-06,0.0,804.661608993,0.0,9.974609375,0.0,0.0,0.0,0.0,,1774339597.6613255,121.00593566894531,0.0,0.0,4.898612360193511e-07,0.0,0.0,10951680.0,0.0,10951680.0
33285.26842875312,-3.005015241797082e-05,0.0,816.206937426,0.0,10.6953125,0.0,0.0,0.0,0.0,,1774339609.2457721,122.78240203857422,0.0,0.0,1.468841333007731e-06,0.0,0.0,11205632.0,0.0,11205632.0
33401.5533931578,-2.1033603843534365e-05,0.0,827.744014316,0.0,10.466796875,0.0,0.0,0.0,0.0,,1774339620.7906206,122.28752136230469,0.0,0.0,5.129238353496213e-11,0.0,0.0,11459584.0,0.0,11459584.0
33453.325898478455,-3.0017996323294938e-05,0.0,839.294985449,0.0,9.515625,0.0,0.0,0.0,0.0,,1774339632.3282177,125.71434783935547,0.0,0.0,1.4684973166367854e-06,0.0,0.0,11713536.0,0.0,11713536.0
33388.65204149232,-3.148945688735694e-05,0.0,877.210683418,0.0,9.23046875,0.0,0.0,0.0,0.0,"{'path': 'media/html/render_11967488_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file', 'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8'}",1774339681.7952194,126.306884765625,0.0,0.0,9.788790293896454e-07,0.0,0.0,11967488.0,0.0,11967488.0
33418.157000397325,-2.9650540454895236e-05,0.0,888.993754428,0.0,10.0390625,0.0,0.009765625,0.009765625,0.0,,1774339681.9956105,125.53903198242188,0.0,0.0,9.797406619327376e-07,0.0,0.00390625,12221440.0,0.0,12221440.0
33259.04216901215,-3.810895577771589e-05,0.0,900.558167095,0.0,9.396484375,0.0,0.005859375,0.005859375,0.0,,1774339693.5778606,128.15858459472656,0.0,0.0,9.796068525247392e-07,0.0,0.001953125,12475392.0,0.0,12475392.0
33342.25639193383,-3.282625402789563e-05,0.0,912.110271044,0.0,10.091796875,0.0,0.0078125,0.0078125,0.0,,1774339705.142382,122.29959106445312,0.0,0.0,1.4692179775011027e-06,0.0,0.001953125,12729344.0,0.0,12729344.0
33360.154081513574,-5.3402967751026154e-05,0.0,923.65189397,0.0,10.65625,0.0,0.001953125,0.001953125,0.0,,1774339716.6944366,121.92842102050781,0.0,0.0,2.2034714675100986e-06,0.0,0.001953125,12983296.0,0.0,12983296.0
33429.1317287797,-4.39104696852155e-05,0.0,961.072504367,0.0,8.84765625,0.0,0.00390625,0.00390625,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_13237248_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774339765.6570783,126.5706787109375,0.0,0.0,7.349133284151321e-07,0.0,0.001953125,13237248.0,0.0,13237248.0
33373.36279320467,-3.8295136619126424e-05,0.0,972.863663549,0.0,9.884765625,0.0,0.001953125,0.001953125,0.0,,1774339765.8626413,124.09074401855469,0.0,0.0,1.3472598539010505e-06,0.0,0.001953125,13491200.0,0.0,13491200.0
33277.269580052634,-3.204745735274628e-05,0.0,984.413397699,0.0,8.580078125,0.0,0.0078125,0.0078125,0.0,,1774339777.4473605,129.13134765625,0.0,0.0,4.898058136859618e-07,0.0,0.001953125,13745152.0,0.0,13745152.0
33373.28646056802,-2.025345020228997e-05,0.0,995.957479802,0.0,9.8984375,0.0,0.0,0.0,0.0,,1774339788.997576,123.79690551757812,0.0,0.0,9.797036000236403e-07,0.0,0.0,13999104.0,0.0,13999104.0
33421.21984390155,-1.9075167074333876e-05,0.0,1007.522221088,0.0,9.482421875,0.0,0.0078125,0.0078125,0.0,,1774339800.5416088,124.54045104980469,0.0,0.0,4.2524646998165494e-11,0.0,0.001953125,14253056.0,0.0,14253056.0
33321.2014346032,-1.6433165001217276e-05,0.0,1044.976050359,0.0,10.00390625,0.0,0.005859375,0.005859375,0.0,"{'_type': 'html-file', 'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_14507008_4650afe520df3b1af9c4.html', 'size': 4774997.0}",1774339849.5605645,124.08062744140625,0.0,0.0,4.900686008113553e-07,0.0,0.00390625,14507008.0,0.0,14507008.0
33395.7747172032,-2.7314566978020594e-05,0.0,1056.759577521,0.0,8.67578125,0.0,0.001953125,0.001953125,0.0,,1774339849.7585843,124.95906829833984,0.0,0.0,1.1019385510735447e-06,0.0,0.001953125,14760960.0,0.0,14760960.0
33283.404598866866,-2.263346868858207e-05,0.0,1068.320427551,0.0,9.123046875,0.0,0.005859375,0.005859375,0.0,,1774339861.3436608,128.23851013183594,0.0,0.0,9.797460052141105e-07,0.0,0.00390625,15014912.0,0.0,15014912.0
33359.01943754879,-2.943535946542397e-05,0.0,1079.880228179,0.0,10.013671875,0.0,0.005859375,0.005859375,0.0,,1774339872.9045608,123.53419494628906,0.0,0.0,7.350395208050031e-07,0.0,0.001953125,15268864.0,0.0,15268864.0
33340.745173269366,-1.308098217123188e-05,0.0,1091.41209559,0.0,8.775390625,0.0,0.005859375,0.005859375,0.0,,1774339884.4638946,126.06825256347656,0.0,0.0,3.585328908761731e-11,0.0,0.001953125,15522816.0,0.0,15522816.0
33481.85914213289,-6.6368547777528875e-06,0.0,1129.116752889,0.0,9.72265625,0.0,0.001953125,0.001953125,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_15776768_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774339933.7012966,121.1424560546875,0.0,0.0,3.385253882770556e-11,0.0,0.001953125,15776768.0,0.0,15776768.0
33255.34550773734,-5.467595656227786e-06,0.0,1140.888733652,0.0,11.66015625,0.0,0.0,0.0,0.0,,1774339933.9069998,120.06940460205078,0.0,0.0,1.2266728788290493e-07,0.0,0.0,16030720.0,0.0,16030720.0
33356.66367839843,-8.44046826387057e-06,0.0,1152.427444717,0.0,9.375,0.0,0.001953125,0.001953125,0.0,,1774339945.472879,126.93354797363281,0.0,0.0,3.676640574212797e-07,0.0,0.001953125,16284672.0,0.0,16284672.0
33425.8744274517,-8.70669919095235e-06,0.0,1163.976974361,0.0,9.455078125,0.0,0.0,0.0,0.0,,1774339957.011595,124.20770263671875,0.0,0.0,3.677129427615e-07,0.0,0.0,16538624.0,0.0,16538624.0
33419.235904497866,-5.8856890063907485e-06,0.0,1175.519624361,0.0,10.3828125,0.0,0.001953125,0.001953125,0.0,,1774339968.5610168,122.66455078125,0.0,0.0,1.226676289434181e-07,0.0,0.001953125,16792576.0,0.0,16792576.0
33413.79491190823,-8.322224857693072e-06,0.0,1212.952545918,0.0,9.5234375,0.0,0.0,0.0,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_17046528_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774340017.537078,125.58865356445312,0.0,0.0,2.45077842464525e-07,0.0,0.0,17046528.0,0.0,17046528.0
33455.29497325623,1.0764214266600902e-06,0.0,1224.786688979,0.0,9.609375,0.0,0.001953125,0.001953125,0.0,,1774340017.790935,123.93824768066406,0.0,0.0,3.202063267315758e-11,0.0,0.001953125,17300480.0,0.0,17300480.0
33283.39003851761,-5.092341780255083e-06,0.0,1236.329694448,0.0,9.728515625,0.0,0.001953125,0.001953125,0.0,,1774340029.3707764,124.4531478881836,0.0,0.0,4.903379249299178e-07,0.0,0.001953125,17554432.0,0.0,17554432.0
33419.99505856215,-1.0712460607464891e-05,0.0,1247.873435459,0.0,8.705078125,0.0,0.001953125,0.001953125,0.0,,1774340040.9138465,126.73249816894531,0.0,0.0,2.4452660341012233e-07,0.0,0.001953125,17808384.0,0.0,17808384.0
33396.973643762794,-1.030647945299279e-05,0.0,1259.413035668,0.0,9.353515625,0.0,0.0,0.0,0.0,,1774340052.4575112,125.3426513671875,0.0,0.0,4.899908390143537e-07,0.0,0.0,18062336.0,0.0,18062336.0
33433.44640098997,-1.0471133464307059e-05,0.0,1296.903625018,0.0,11.150390625,0.0,0.01171875,0.01171875,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_18316288_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774340101.4881642,119.36137390136719,0.0,0.0,2.448990983339172e-07,0.0,0.00390625,18316288.0,0.0,18316288.0
33354.93598497219,-2.887480877689086e-05,0.0,1308.672198222,0.0,9.572265625,0.0,0.00390625,0.00390625,0.0,,1774340101.6855588,124.11917114257812,0.0,0.0,1.8359353362029651e-06,0.0,0.001953125,18570240.0,0.0,18570240.0
33317.212689964705,-4.003704452770762e-05,0.0,1320.215552413,0.0,9.41015625,0.0,0.005859375,0.005859375,0.0,,1774340113.2563367,123.25650024414062,0.0,0.0,1.2243418723301147e-06,0.0,0.001953125,18824192.0,0.0,18824192.0
33408.58307548617,-4.375935532152653e-05,0.0,1331.759436631,0.0,9.97265625,0.0,0.0,0.0,0.0,,1774340124.7996578,123.68232727050781,0.0,0.0,1.1022831358786789e-06,0.0,0.0,19078144.0,0.0,19078144.0
33420.04643901981,-2.8081734853913076e-05,0.0,1343.294170245,0.0,10.04296875,0.0,0.0078125,0.0078125,0.0,,1774340136.3434863,121.97867584228516,0.0,0.0,8.57527027164906e-07,0.0,0.001953125,19332096.0,0.0,19332096.0
33444.56769084972,-3.633944288594648e-05,0.0,1380.904534457,0.0,10.443359375,0.0,0.0,0.0,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_19586048_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774340185.489035,122.498291015625,0.0,0.0,1.1019576504622819e-06,0.0,0.0,19586048.0,0.0,19586048.0
33407.78881409539,-5.059561226516962e-05,0.0,1392.736512164,0.0,11.076171875,0.0,0.0,0.0,0.0,,1774340185.7265122,120.31730651855469,0.0,0.0,2.2036458631191636e-06,0.0,0.0,19840000.0,0.0,19840000.0
33351.589740885705,-6.76860217936337e-05,0.0,1404.256999338,0.0,10.6171875,0.0,0.001953125,0.001953125,0.0,,1774340197.3205523,119.04690551757812,0.0,0.0,2.570346396169043e-06,0.0,0.001953125,20093952.0,0.0,20093952.0
33524.22703473348,-4.198483657091856e-05,0.0,1415.802837153,0.0,11.16796875,0.0,0.00390625,0.00390625,0.0,,1774340208.8410075,121.81060791015625,0.0,0.0,3.675309301343077e-07,0.0,0.001953125,20347904.0,0.0,20347904.0
33403.55827964281,-2.214602500316687e-05,0.0,1427.34990498,0.0,10.44921875,0.0,0.0,0.0,0.0,,1774340220.386991,122.50048828125,0.0,0.0,3.674302320177958e-07,0.0,0.0,20601856.0,0.0,20601856.0
33406.976778499265,-2.373765892116353e-05,0.0,1464.974442166,0.0,10.0859375,0.0,0.0,0.0,0.0,"{'size': 4774997.0, '_type': 'html-file', 'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_20855808_4650afe520df3b1af9c4.html'}",1774340269.5589395,125.606689453125,0.0,0.0,8.57160728173767e-07,0.0,0.0,20855808.0,0.0,20855808.0
33410.18323916821,-2.774399945337791e-05,0.0,1476.742859273,0.0,10.326171875,0.0,0.0,0.0,0.0,,1774340269.7713873,124.00314331054688,0.0,0.0,9.793578783501289e-07,0.0,0.0,21109760.0,0.0,21109760.0
33410.73342908666,-2.3246098862728104e-05,0.0,1488.312772641,0.0,8.1640625,0.0,0.0,0.0,0.0,,1774340281.326934,126.05933380126953,0.0,0.0,9.797713573789224e-07,0.0,0.0,21363712.0,0.0,21363712.0
33352.21841592164,-3.265901978011243e-05,0.0,1499.846996962,0.0,9.376953125,0.0,0.0,0.0,0.0,,1774340292.8968885,125.42339324951172,0.0,0.0,9.79634705799981e-07,0.0,0.0,21617664.0,0.0,21617664.0
33462.71418331189,-3.125637158518657e-05,0.0,1511.388619892,0.0,10.6640625,0.0,0.0,0.0,0.0,,1774340304.4311411,123.32839965820312,0.0,0.0,7.349532324951724e-07,0.0,0.0,21871616.0,0.0,21871616.0
33408.10316105365,-2.393990143900737e-05,0.0,1549.076393562,0.0,10.41796875,0.0,0.0,0.0,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_22125568_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774340353.6609192,122.08551788330078,0.0,0.0,9.797113307286054e-07,0.0,0.0,22125568.0,0.0,22125568.0
33483.39475873185,-5.504540604306385e-05,0.0,1560.879670822,0.0,9.5703125,0.0,0.0,0.0,0.0,,1774340353.8706675,125.81063842773438,0.0,0.0,2.4482421849825187e-06,0.0,0.0,22379520.0,0.0,22379520.0
33232.05054095623,-4.001835623057559e-05,0.0,1572.429097335,0.0,9.5,0.0,0.0,0.0,0.0,,1774340365.4638054,127.91934967041016,0.0,0.0,4.902936439066252e-07,0.0,0.0,22633472.0,0.0,22633472.0
33386.248143934456,-2.16927619476337e-05,0.0,1583.986364308,0.0,11.1484375,0.0,0.0,0.0,0.0,,1774340377.013317,122.166259765625,0.0,0.0,7.351446242864768e-07,0.0,0.0,22887424.0,0.0,22887424.0
33375.415540122405,-1.3941200450062752e-05,0.0,1595.552093532,0.0,11.115234375,0.0,0.005859375,0.005859375,0.0,,1774340388.570545,122.1194839477539,0.0,0.0,3.3137388666393264e-11,0.0,0.001953125,23141376.0,0.0,23141376.0
33337.01989473076,-5.579025128099602e-06,0.0,1633.533886965,0.0,11.23046875,0.0,0.00390625,0.00390625,0.0,"{'size': 4774997.0, '_type': 'html-file', 'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_23395328_4650afe520df3b1af9c4.html'}",1774340438.1184099,121.42002868652344,0.0,0.0,3.317953897741255e-11,0.0,0.001953125,23395328.0,0.0,23395328.0
33365.59643033389,-1.7071353795472533e-05,0.0,1645.330858249,0.0,9.51171875,0.0,0.0,0.0,0.0,,1774340438.3280988,128.84158325195312,0.0,0.0,7.348050417022023e-07,0.0,0.0,23649280.0,0.0,23649280.0
33280.71843006148,-9.83874542725971e-06,0.0,1656.899181349,0.0,9.576171875,0.0,0.0078125,0.0078125,0.0,,1774340449.9149566,124.86693572998047,0.0,0.0,4.900775252281164e-07,0.0,0.00390625,23903232.0,0.0,23903232.0
33327.55183519451,-1.413769496139139e-05,0.0,1668.446526409,0.0,10.244140625,0.0,0.001953125,0.001953125,0.0,,1774340461.4832785,123.90056610107422,0.0,0.0,9.795722917260719e-07,0.0,0.001953125,24157184.0,0.0,24157184.0
33408.96659780487,-1.9676894225995056e-05,0.0,1679.987089769,0.0,10.953125,0.0,0.005859375,0.005859375,0.0,,1774340473.0302384,120.80964660644531,0.0,0.0,2.451190539431991e-07,0.0,0.001953125,24411136.0,0.0,24411136.0
33401.82258284078,-8.930782314564567e-06,0.0,1717.930765528,0.0,9.697265625,0.0,0.0,0.0,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_24665088_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774340522.5153182,123.98722076416016,0.0,0.0,2.4511817287020676e-07,0.0,0.0,24665088.0,0.0,24665088.0
33376.30657152506,-1.16520068331738e-05,0.0,1729.731308147,0.0,10.37109375,0.0,0.00390625,0.00390625,0.0,,1774340522.717421,124.4486083984375,0.0,0.0,4.897328835795633e-07,0.0,0.001953125,24919040.0,0.0,24919040.0
33219.56882557563,-2.66543520410778e-05,0.0,1741.276842091,0.0,10.37890625,0.0,0.005859375,0.005859375,0.0,,1774340534.315405,120.42292785644531,0.0,0.0,7.350891451096686e-07,0.0,0.00390625,25172992.0,0.0,25172992.0
33410.51439892908,-1.9520335627021268e-05,0.0,1752.844086212,0.0,10.876953125,0.0,0.001953125,0.001953125,0.0,,1774340545.8611174,121.55580139160156,0.0,0.0,4.903008061774017e-07,0.0,0.001953125,25426944.0,0.0,25426944.0
33355.9094879145,-1.6929652701946907e-05,0.0,1764.405373494,0.0,10.646484375,0.0,0.0,0.0,0.0,,1774340557.4282522,120.96139526367188,0.0,0.0,9.796891617952497e-07,0.0,0.0,25680896.0,0.0,25680896.0
