training/sps,training/actor_loss,training/entropy,_runtime,eval/episode_reward_ctrl,eval/episode_success_easy,eval/episode_reward_dist,eval/episode_success,eval/episode_reward,training/alpha_loss,render,_timestamp,eval/episode_dist,eval/episode_success_hard,eval/episode_reward_near,training/critic_loss,eval/episode_reward_survive,eval/episode_success_any,step,training/log_alpha,_step
34405.56547135089,-5.3683743317378685e-05,0.0,408.539278556,0.0,9.4453125,0.0,0.0,0.0,0.0,,1774339201.5814905,125.6268081665039,0.0,0.0,2.692038378881989e-06,0.0,0.0,5110784.0,0.0,5110784.0
33421.382386374404,-8.016722131287679e-05,0.0,420.086974765,0.0,10.744140625,0.0,0.005859375,0.005859375,0.0,,1774339213.123473,122.63787841796875,0.0,0.0,2.3246709588420345e-06,0.0,0.00390625,5364736.0,0.0,5364736.0
33413.943755568784,-3.3629887184360996e-05,0.0,457.544234773,0.0,10.017578125,0.0,0.0,0.0,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_5618688_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774339262.1287687,123.80552673339844,0.0,0.0,7.352937814175675e-07,0.0,0.0,5618688.0,0.0,5618688.0
33366.515158595685,-3.256958007114008e-05,0.0,469.299288333,0.0,9.919921875,0.0,0.0,0.0,0.0,,1774339262.326172,125.44810485839844,0.0,0.0,1.7140117734015803e-06,0.0,0.0,5872640.0,0.0,5872640.0
33353.46121537774,-7.155252387747169e-05,0.0,480.858564372,0.0,7.541015625,0.0,0.0,0.0,0.0,,1774339273.8834136,129.51162719726562,0.0,0.0,3.1816030059417244e-06,0.0,0.0,6126592.0,0.0,6126592.0
33358.67676099301,-4.901278953184374e-05,0.0,492.414000612,0.0,9.23828125,0.0,0.0,0.0,0.0,,1774339285.4427197,127.02289581298828,0.0,0.0,7.35277637886611e-07,0.0,0.0,6380544.0,0.0,6380544.0
33373.71831967457,-7.854338764445856e-05,0.0,503.96162219,0.0,8.783203125,0.0,0.0,0.0,0.0,,1774339296.9981298,126.19351196289062,0.0,0.0,3.7926749882899458e-06,0.0,0.0,6634496.0,0.0,6634496.0
33394.84914195628,-5.6541652156738564e-05,0.0,541.527441009,0.0,11.517578125,0.0,0.0,0.0,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_6888448_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774339346.111978,119.30776977539062,0.0,0.0,1.5913318520688335e-06,0.0,0.0,6888448.0,0.0,6888448.0
33410.22410979625,-4.6126286179060116e-05,0.0,553.305522632,0.0,9.580078125,0.0,0.0,0.0,0.0,,1774339346.3126812,123.03492736816406,0.0,0.0,1.2248643770362833e-06,0.0,0.0,7142400.0,0.0,7142400.0
33289.49402146563,-4.2920346459141e-05,0.0,564.859005169,0.0,10.69140625,0.0,0.0,0.0,0.0,,1774339357.8892152,123.34439086914062,0.0,0.0,1.7133248775280663e-06,0.0,0.0,7396352.0,0.0,7396352.0
33372.213657985405,-5.216469071456231e-05,0.0,576.409662095,0.0,10.6015625,0.0,0.0,0.0,0.0,,1774339369.4431882,123.53324890136719,0.0,0.0,8.571968237447436e-07,0.0,0.0,7650304.0,0.0,7650304.0
33376.8169489692,-2.5072891730815172e-05,0.0,587.967765709,0.0,10.42578125,0.0,0.015625,0.015625,0.0,,1774339380.99381,121.34291076660156,0.0,0.0,4.903826038571424e-07,0.0,0.00390625,7904256.0,0.0,7904256.0
33370.160259444354,-1.6139532817760482e-05,0.0,624.953837212,0.0,10.5234375,0.0,0.0,0.0,0.0,"{'_type': 'html-file', 'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_8158208_4650afe520df3b1af9c4.html', 'size': 4774997.0}",1774339429.5384,123.21978759765625,0.0,0.0,2.4508440787940344e-07,0.0,0.0,8158208.0,0.0,8158208.0
33375.51070670008,-1.5295705452444963e-05,0.0,636.728386241,0.0,9.359375,0.0,0.0,0.0,0.0,,1774339429.7284038,124.42475128173828,0.0,0.0,3.675858977203461e-07,0.0,0.0,8412160.0,0.0,8412160.0
33282.165974709846,-1.59734354383545e-05,0.0,648.280825806,0.0,11.349609375,0.0,0.0,0.0,0.0,,1774339441.312508,121.73477935791016,0.0,0.0,6.121407523096423e-07,0.0,0.0,8666112.0,0.0,8666112.0
33368.04439415969,-2.749302439042367e-05,0.0,659.835172235,0.0,9.37890625,0.0,0.00390625,0.00390625,0.0,,1774339452.864991,123.10903930664062,0.0,0.0,1.1025204003090039e-06,0.0,0.001953125,8920064.0,0.0,8920064.0
33373.21953909164,-2.905290966737084e-05,0.0,671.388195738,0.0,8.98046875,0.0,0.0078125,0.0078125,0.0,,1774339464.418836,126.3631591796875,0.0,0.0,8.571619787289819e-07,0.0,0.00390625,9174016.0,0.0,9174016.0
33365.73021241699,-2.2733800506102853e-05,0.0,709.023110689,0.0,9.837890625,0.0,0.0078125,0.0078125,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_9427968_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774339513.6076045,126.21700286865234,0.0,0.0,4.897938197245821e-07,0.0,0.00390625,9427968.0,0.0,9427968.0
33385.16090474989,-2.6059542506118305e-05,0.0,720.802249587,0.0,10.12109375,0.0,0.005859375,0.005859375,0.0,,1774339513.7983305,124.6768798828125,0.0,0.0,1.2249839755895664e-06,0.0,0.00390625,9681920.0,0.0,9681920.0
33234.173043977455,-1.6087917174445465e-05,0.0,732.36106029,0.0,9.837890625,0.0,0.0,0.0,0.0,,1774339525.3865013,126.24386596679688,0.0,0.0,4.898240035799972e-07,0.0,0.0,9935872.0,0.0,9935872.0
