eval/episode_success_easy,eval/episode_reward_survive,eval/episode_dist,eval/episode_reward,training/alpha_loss,training/log_alpha,eval/episode_success,training/sps,eval/episode_reward_dist,eval/episode_success_any,training/actor_loss,_step,eval/episode_reward_ctrl,step,_runtime,training/entropy,render,eval/episode_success_hard,eval/episode_reward_near,training/critic_loss,_timestamp
10.7578125,0.0,121.7602767944336,0.0,0.0,0.0,0.0,33445.27863835019,0.0,0.0,0.0004668368783313781,5872640.0,0.0,5872640.0,469.343017523,0.0,,0.0,0.0,1.93340588339197e-06,1774328873.348171
9.7890625,0.0,124.78642272949219,0.0,0.0,0.0,0.0,33257.784588916686,0.0,0.0,0.00039688192191533744,6126592.0,0.0,6126592.0,480.894514206,0.0,,0.0,0.0,3.0187825359462295e-06,1774328884.927917
10.927734375,0.0,120.0260009765625,0.0,0.0,0.0,0.0,33364.51889658189,0.0,0.0,0.00041883924859575927,6380544.0,0.0,6380544.0,492.433345275,0.0,,0.0,0.0,2.726263517160987e-07,1774328896.479491
11.046875,0.0,122.0693359375,0.0,0.0,0.0,0.0,33408.76226104732,0.0,0.0,0.0002959710545837879,6634496.0,0.0,6634496.0,503.976937796,0.0,,0.0,0.0,5.107492029310379e-07,1774328908.0182962
9.552734375,0.0,125.58169555664062,0.0,0.0,0.0,0.0,33387.76872327518,0.0,0.0,0.0005890786414965987,6888448.0,0.0,6888448.0,541.616750827,0.0,"{'_type': 'html-file', 'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9', 'path': 'media/html/render_6888448_7aabfe03516ba81dc33a.html', 'size': 4677817.0}",0.0,0.0,1.6427090940851485e-06,1774328957.2020326
9.783203125,0.0,123.98887634277344,0.0,0.0,0.0,0.0,33394.90463314407,0.0,0.0,0.0009690453880466521,7142400.0,0.0,7142400.0,553.390753216,0.0,,0.0,0.0,1.6572845424889238e-06,1774328957.3948538
9.630859375,0.0,125.49540710449219,0.0,0.0,0.0,0.0,33240.685334803,0.0,0.0,0.0008169182692654431,7396352.0,0.0,7396352.0,564.939278752,0.0,,0.0,0.0,1.5090816987139988e-06,1774328968.9755511
10.412109375,0.0,125.90036010742188,0.0,0.0,0.0,0.0,33379.08350622434,0.0,0.0,0.0001610348845133558,7650304.0,0.0,7650304.0,576.474967243,0.0,,0.0,0.0,8.827112196740927e-07,1774328980.5240471
10.2421875,0.0,124.66580963134766,0.0,0.0,0.0,0.0,33438.83395942938,0.0,0.0,0.0002721802447922528,7904256.0,0.0,7904256.0,588.014473762,0.0,,0.0,0.0,7.57395184791676e-07,1774328992.0597146
8.833984375,0.0,126.72444915771484,0.0,0.0,0.0,0.0,33425.73177111503,0.0,0.0,0.0003712858015205711,8158208.0,0.0,8158208.0,624.938901403,0.0,"{'path': 'media/html/render_8158208_7aabfe03516ba81dc33a.html', 'size': 4677817.0, '_type': 'html-file', 'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9'}",0.0,0.0,5.065794539405033e-07,1774329040.524232
9.453125,0.0,124.79300689697266,0.0,0.0,0.0,0.0,33432.14621593754,0.0,0.0,0.0005096783861517906,8412160.0,0.0,8412160.0,636.689396715,0.0,,0.0,0.0,1.5060663827171084e-06,1774329040.7177234
10.865234375,0.0,120.40876007080078,0.0,0.0,0.0,0.0,33380.407811806974,0.0,0.0,0.002064970787614584,8666112.0,0.0,8666112.0,648.226446435,0.0,,0.0,0.0,2.062136672975612e-06,1774329052.274125
10.103515625,0.0,123.83424377441406,0.0,0.0,0.0,0.0,33429.20412046418,0.0,0.0,0.0023719717282801867,8920064.0,0.0,8920064.0,659.765700479,0.0,,0.0,0.0,7.630432605765236e-07,1774329063.8108592
10.265625,0.0,123.30581665039062,0.0,0.0,0.0,0.0,33422.31048174701,0.0,0.0,0.0011675984133034945,9174016.0,0.0,9174016.0,671.303088806,0.0,,0.0,0.0,1.1517643088154728e-06,1774329075.3506277
9.89453125,0.0,122.98849487304688,0.0,0.0,0.0,0.0,33421.38658103979,0.0,0.0,0.00021461461437866092,9427968.0,0.0,9427968.0,709.139455258,0.0,"{'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9', 'path': 'media/html/render_9427968_7aabfe03516ba81dc33a.html', 'size': 4677817.0, '_type': 'html-file'}",0.0,0.0,1.1166945341756218e-06,1774329124.724706
10.587890625,0.0,121.88160705566406,0.0,0.0,0.0,0.0,33391.73983612605,0.0,0.0,7.751887460472062e-05,9681920.0,0.0,9681920.0,720.88199417,0.0,,0.0,0.0,6.271495180953934e-07,1774329124.9208004
10.4140625,0.0,123.840087890625,0.0,0.0,0.0,0.0,33384.86059225951,0.0,0.0,0.00010430655675008893,9935872.0,0.0,9935872.0,732.426642456,0.0,,0.0,0.0,7.497256433453003e-07,1774329136.466929
9.6484375,0.0,126.47270202636719,0.0,0.0,0.0,0.0,33412.65137562071,0.0,0.0,0.00013522966764867306,10189824.0,0.0,10189824.0,743.950917027,0.0,,0.0,0.0,9.887344276648946e-07,1774329148.0113888
8.9375,0.0,127.09796142578125,0.0,0.0,0.0,0.0,33467.950285092134,0.0,0.0,0.0002211838582297787,10443776.0,0.0,10443776.0,755.493190508,0.0,,0.0,0.0,1.236958723893622e-06,1774329159.5358071
10.52734375,0.0,122.32691192626953,0.0,0.0,0.0,0.0,33403.823311383516,0.0,0.0,0.00010627383016981184,10697728.0,0.0,10697728.0,792.791062894,0.0,"{'path': 'media/html/render_10697728_7aabfe03516ba81dc33a.html', 'size': 4677817.0, '_type': 'html-file', 'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9'}",0.0,0.0,1.2485904221648525e-07,1774329208.376384
9.1796875,0.0,124.47055053710938,0.0,0.0,0.0,0.0,33393.32058929145,0.0,0.0,7.923592784209177e-05,10951680.0,0.0,10951680.0,804.576211531,0.0,,0.0,0.0,1.8452869881002698e-06,1774329208.5876174
8.970703125,0.0,125.75611877441406,0.0,0.0,0.0,0.0,33297.107372516366,0.0,0.0,0.00012183102808194235,11205632.0,0.0,11205632.0,816.091742721,0.0,,0.0,0.0,3.7045325029794185e-07,1774329220.1604338
9.814453125,0.0,124.60591125488281,0.0,0.0,0.0,0.0,33497.29644317302,0.0,0.0,0.00010437362652737647,11459584.0,0.0,11459584.0,827.615780314,0.0,,0.0,0.0,3.730291666670382e-07,1774329231.6765912
11.404296875,0.0,119.79360961914062,0.0,0.0,0.0,0.0,33483.17056466266,0.0,0.0,9.396977839060128e-05,11713536.0,0.0,11713536.0,839.160848288,0.0,,0.0,0.0,3.6994032370785135e-07,1774329243.2006853
10.22265625,0.0,126.8122329711914,0.0,0.0,0.0,0.0,33384.314393147644,0.0,0.0,0.00042417654185555875,11967488.0,0.0,11967488.0,877.297367537,0.0,"{'_type': 'html-file', 'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9', 'path': 'media/html/render_11967488_7aabfe03516ba81dc33a.html', 'size': 4677817.0}",0.0,0.0,3.8076166219980223e-07,1774329292.882693
11.134765625,0.0,122.60113525390625,0.0,0.0,0.0,0.0,33454.339827459895,0.0,0.0,0.0003484582994133234,12221440.0,0.0,12221440.0,889.063838807,0.0,,0.0,0.0,5.398959057600905e-09,1774329293.0733576
11.0390625,0.0,121.23872375488281,0.0,0.0,0.0,0.0,33288.52022993993,0.0,0.0,0.0003340519906487316,12475392.0,0.0,12475392.0,900.599577661,0.0,,0.0,0.0,4.701928180139703e-09,1774329304.6486342
10.630859375,0.0,119.05101013183594,0.0,0.0,0.0,0.0,33440.70473936656,0.0,0.0,0.0002474251959938556,12729344.0,0.0,12729344.0,912.130626437,0.0,,0.0,0.0,1.253809784884652e-07,1774329316.1844518
9.34375,0.0,124.22965240478516,0.0,0.0,0.0,0.0,33442.01818973808,0.0,0.0,0.0003419369168113917,12983296.0,0.0,12983296.0,923.651384864,0.0,,0.0,0.0,1.3556405065173749e-06,1774329327.7152736
9.51953125,0.0,126.94363403320312,0.0,0.0,0.0,0.0,33503.35268548641,0.0,0.0,0.0004380248428788036,13237248.0,0.0,13237248.0,961.008971086,0.0,"{'path': 'media/html/render_13237248_7aabfe03516ba81dc33a.html', 'size': 4677817.0, '_type': 'html-file', 'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9'}",0.0,0.0,1.8450438119543833e-06,1774329376.5943286
9.251953125,0.0,126.40332794189453,0.0,0.0,0.0,0.0,33434.35732533652,0.0,0.0,0.00024334339832421392,13491200.0,0.0,13491200.0,972.751912997,0.0,,0.0,0.0,2.484330252627842e-07,1774329376.795332
9.978515625,0.0,126.07652282714844,0.0,0.0,0.0,0.0,33410.420080607066,0.0,0.0,7.308947533601895e-05,13745152.0,0.0,13745152.0,984.278554856,0.0,,0.0,0.0,1.231740043294849e-07,1774329388.3368633
10.39453125,0.0,124.45649719238281,0.0,0.0,0.0,0.0,33472.661022273336,0.0,0.0,1.702058762020897e-05,13999104.0,0.0,13999104.0,995.810996611,0.0,,0.0,0.0,1.228479504788993e-07,1774329399.8634324
10.875,0.0,124.50717163085938,0.0,0.0,0.0,0.0,33461.563091498014,0.0,0.0,-2.8779279091395438e-05,14253056.0,0.0,14253056.0,1007.338991955,0.0,,0.0,0.0,2.326836010979605e-06,1774329411.395877
9.5546875,0.0,125.60869598388672,0.0,0.0,0.0,0.0,33458.49915544257,0.0,0.0,-4.945283581037074e-05,14507008.0,0.0,14507008.0,1044.936069742,0.0,"{'size': 4677817.0, '_type': 'html-file', 'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9', 'path': 'media/html/render_14507008_7aabfe03516ba81dc33a.html'}",0.0,0.0,2.0811432932532625e-06,1774329460.5213816
9.5234375,0.0,124.80419921875,0.0,0.0,0.0,0.0,33456.3184793385,0.0,0.0,-5.457971565192565e-05,14760960.0,0.0,14760960.0,1056.75510769,0.0,,0.0,0.0,2.326442654521088e-06,1774329460.7646954
10.30859375,0.0,121.46286010742188,0.0,0.0,0.0,0.0,33269.134291216586,0.0,0.0,-7.956161425681785e-05,15014912.0,0.0,15014912.0,1068.295747102,0.0,,0.0,0.0,2.202643145210459e-06,1774329472.340019
10.15234375,0.0,122.9294662475586,0.0,0.0,0.0,0.0,33410.4179846504,0.0,0.0,-3.8719590520486236e-05,15268864.0,0.0,15268864.0,1079.825857608,0.0,,0.0,0.0,9.800680800253758e-07,1774329483.8805578
9.65234375,0.0,125.8089370727539,0.0,0.0,0.0,0.0,33431.74747080954,0.0,0.0,-4.914430610369891e-05,15522816.0,0.0,15522816.0,1091.356554928,0.0,,0.0,0.0,2.0812535694858525e-06,1774329495.4107647
9.751953125,0.0,126.22521209716797,0.0,0.0,0.0,0.0,33475.463482880165,0.0,0.0,-5.859484008396976e-05,15776768.0,0.0,15776768.0,1129.018899471,0.0,"{'path': 'media/html/render_15776768_7aabfe03516ba81dc33a.html', 'size': 4677817.0, '_type': 'html-file', 'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9'}",0.0,0.0,1.5911685977698653e-06,1774329544.6042478
9.798828125,0.0,123.1024169921875,0.0,0.0,0.0,0.0,33391.45301351412,0.0,0.0,-5.3210540500003844e-05,16030720.0,0.0,16030720.0,1140.778393567,0.0,,0.0,0.0,2.570833203208167e-06,1774329544.8061016
10.80078125,0.0,120.97391510009766,0.0,0.0,0.0,0.0,33361.1487868578,0.0,0.0,-4.8594589316053316e-05,16284672.0,0.0,16284672.0,1152.33497331,0.0,,0.0,0.0,9.79749074758729e-07,1774329556.3634188
10.0,0.0,124.2742919921875,0.0,0.0,0.0,0.0,33341.70845497148,0.0,0.0,-2.7025966119254008e-05,16538624.0,0.0,16538624.0,1163.875213642,0.0,,0.0,0.0,4.902303203380143e-07,1774329567.9198573
11.2109375,0.0,122.03482055664062,0.0,0.0,0.0,0.0,33412.2918748847,0.0,0.0,-5.2259129006415606e-05,16792576.0,0.0,16792576.0,1175.414698935,0.0,,0.0,0.0,3.425752311159158e-06,1774329579.4601533
11.14453125,0.0,123.92033386230469,0.0,0.0,0.0,0.0,33399.45972735942,0.0,0.0,-8.184509351849556e-05,17046528.0,0.0,17046528.0,1212.979396215,0.0,"{'_type': 'html-file', 'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9', 'path': 'media/html/render_17046528_7aabfe03516ba81dc33a.html', 'size': 4677817.0}",0.0,0.0,2.5704234758450184e-06,1774329628.5647016
9.681640625,0.0,120.81471252441406,0.0,0.0,0.0,0.0,33427.672421254145,0.0,0.0,-8.413961040787399e-05,17300480.0,0.0,17300480.0,1224.732212877,0.0,,0.0,0.0,2.44795569415146e-06,1774329628.7675216
10.65234375,0.0,124.41752624511719,0.0,0.0,0.0,0.0,33386.01269152062,0.0,0.0,-5.87377799092792e-05,17554432.0,0.0,17554432.0,1236.267264513,0.0,,0.0,0.0,1.5912946764728986e-06,1774329640.3165607
10.11328125,0.0,122.43464660644531,0.0,0.0,0.0,0.0,33436.479509813886,0.0,0.0,-5.3236071835272014e-05,17808384.0,0.0,17808384.0,1247.801781084,0.0,,0.0,0.0,1.7146716118077165e-06,1774329651.852224
10.677734375,0.0,122.71820068359375,0.0,0.0,0.0,0.0,33416.140926108754,0.0,0.0,-6.440684228437021e-05,18062336.0,0.0,18062336.0,1259.348654919,0.0,,0.0,0.0,2.32559727919579e-06,1774329663.3867252
10.30859375,0.0,122.98117065429688,0.0,0.0,0.0,0.0,33406.60377925041,0.0,0.0,-4.321358574088663e-05,18316288.0,0.0,18316288.0,1296.736891654,0.0,"{'path': 'media/html/render_18316288_7aabfe03516ba81dc33a.html', 'size': 4677817.0, '_type': 'html-file', 'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9'}",0.0,0.0,4.902617547486443e-07,1774329712.3222098
9.765625,0.0,125.71571350097656,0.0,0.0,0.0,0.0,33417.288894906975,0.0,0.0,-3.061326788156293e-05,18570240.0,0.0,18570240.0,1308.514990199,0.0,,0.0,0.0,1.1027707387256669e-06,1774329712.5219145
9.3984375,0.0,122.36421203613281,0.0,0.0,0.0,0.0,33306.316519544096,0.0,0.0,-4.4749285734724253e-05,18824192.0,0.0,18824192.0,1320.060336734,0.0,,0.0,0.0,2.5697129331092583e-06,1774329724.0998912
10.49609375,0.0,122.95187377929688,0.0,0.0,0.0,0.0,33377.035537525684,0.0,0.0,-7.381599425571039e-05,19078144.0,0.0,19078144.0,1331.593168739,0.0,,0.0,0.0,1.9584899746405426e-06,1774329735.6452332
10.041015625,0.0,123.6156234741211,0.0,0.0,0.0,0.0,33453.73251339301,0.0,0.0,-6.45765830995515e-05,19332096.0,0.0,19332096.0,1343.127690923,0.0,,0.0,0.0,2.4481194031977793e-06,1774329747.1780195
11.376953125,0.0,123.40495300292969,0.0,0.0,0.0,0.0,33424.4426745858,0.0,0.0,-8.032826008275151e-05,19586048.0,0.0,19586048.0,1380.787764354,0.0,"{'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9', 'path': 'media/html/render_19586048_7aabfe03516ba81dc33a.html', 'size': 4677817.0, '_type': 'html-file'}",0.0,0.0,2.8152828690508613e-06,1774329796.3730838
9.998046875,0.0,125.23453521728516,0.0,0.0,0.0,0.0,33427.753199144696,0.0,0.0,-8.154567331075668e-05,19840000.0,0.0,19840000.0,1392.579488728,0.0,,0.0,0.0,2.8150582238595234e-06,1774329796.5757084
11.044921875,0.0,121.48394012451172,0.0,0.0,0.0,0.0,33336.335452293446,0.0,0.0,-7.714334788033739e-05,20093952.0,0.0,20093952.0,1404.113497536,0.0,,0.0,0.0,3.671217427836382e-06,1774329808.164317
10.53515625,0.0,123.64920043945312,0.0,0.0,0.0,0.0,33432.95842622212,0.0,0.0,-0.00011346983956173062,20347904.0,0.0,20347904.0,1415.672179955,0.0,,0.0,0.0,3.7924132811895106e-06,1774329819.6984346
10.353515625,0.0,121.43388366699219,0.0,0.0,0.0,0.0,33342.81582806,0.0,0.0,-0.00012067909847246483,20601856.0,0.0,20601856.0,1427.227952292,0.0,,0.0,0.0,3.5482846669765422e-06,1774329831.2570343
10.998046875,0.0,121.27149963378906,0.0,0.0,0.0,0.0,33346.09036710281,0.0,0.0,-8.47614137455821e-05,20855808.0,0.0,20855808.0,1464.866662867,0.0,"{'path': 'media/html/render_20855808_7aabfe03516ba81dc33a.html', 'size': 4677817.0, '_type': 'html-file', 'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9'}",0.0,0.0,2.447710357955657e-06,1774329880.4520054
10.80078125,0.0,119.862060546875,0.0,0.0,0.0,0.0,33373.37952369224,0.0,0.0,-5.384452742873691e-05,21109760.0,0.0,21109760.0,1476.657489223,0.0,,0.0,0.0,8.575354968343163e-07,1774329880.6556585
10.28125,0.0,122.0622329711914,0.0,0.0,0.0,0.0,33265.88419832547,0.0,0.0,-8.039566455408931e-05,21363712.0,0.0,21363712.0,1488.219316043,0.0,,0.0,0.0,3.426105195103446e-06,1774329892.242159
10.265625,0.0,123.53858947753906,0.0,0.0,0.0,0.0,33344.874213615374,0.0,0.0,-5.333139415597543e-05,21617664.0,0.0,21617664.0,1499.763510873,0.0,,0.0,0.0,9.80099457592587e-07,1774329903.803965
9.986328125,0.0,123.89591979980469,0.0,0.0,0.0,0.0,33399.97081315262,0.0,0.0,-8.96090641617775e-05,21871616.0,0.0,21871616.0,1511.306395629,0.0,,0.0,0.0,4.526200882537523e-06,1774329915.347805
10.576171875,0.0,123.30008697509766,0.0,0.0,0.0,0.0,33381.4800951271,0.0,0.0,-7.530436414526775e-05,22125568.0,0.0,22125568.0,1549.001564234,0.0,"{'path': 'media/html/render_22125568_7aabfe03516ba81dc33a.html', 'size': 4677817.0, '_type': 'html-file', 'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9'}",0.0,0.0,2.4478661089233356e-06,1774329964.5868504
9.56640625,0.0,125.05519104003906,0.0,0.0,0.0,0.0,33404.74938416228,0.0,0.0,-9.575790318194777e-05,22379520.0,0.0,22379520.0,1560.77462644,0.0,,0.0,0.0,3.915389697795035e-06,1774329964.7935045
10.39453125,0.0,124.01298522949219,0.0,0.0,0.0,0.0,33321.99262653481,0.0,0.0,-0.0001097600397770293,22633472.0,0.0,22633472.0,1572.311018076,0.0,,0.0,0.0,2.6929296836897265e-06,1774329976.3590813
9.951171875,0.0,124.45828247070312,0.0,0.0,0.0,0.0,33428.02281129377,0.0,0.0,-7.965022086864337e-05,22887424.0,0.0,22887424.0,1583.871582083,0.0,,0.0,0.0,2.6922039069177117e-06,1774329987.8960135
9.9921875,0.0,123.05374908447266,0.0,0.0,0.0,0.0,33369.24133044275,0.0,0.0,-7.556622585980222e-05,23141376.0,0.0,23141376.0,1595.41648156,0.0,,0.0,0.0,1.958664597623283e-06,1774329999.4564779
9.8359375,0.0,126.58438110351562,0.0,0.0,0.0,0.0,33399.58645004244,0.0,0.0,-6.276649219216779e-05,23395328.0,0.0,23395328.0,1633.038161738,0.0,"{'size': 4677817.0, '_type': 'html-file', 'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9', 'path': 'media/html/render_23395328_7aabfe03516ba81dc33a.html'}",0.0,0.0,1.468838490836788e-06,1774330048.6235077
10.30078125,0.0,123.10842895507812,0.0,0.0,0.0,0.0,33402.83758218514,0.0,0.0,-5.974596933810972e-05,23649280.0,0.0,23649280.0,1644.870619868,0.0,,0.0,0.0,2.203575832027127e-06,1774330048.878036
9.703125,0.0,125.1767578125,0.0,0.0,0.0,0.0,33300.34899441659,0.0,0.0,-4.541047746897675e-05,23903232.0,0.0,23903232.0,1656.406752691,0.0,,0.0,0.0,1.7144701587312738e-06,1774330060.4555216
10.4921875,0.0,124.06041717529297,0.0,0.0,0.0,0.0,33447.13753608753,0.0,0.0,-3.8013997254893184e-05,24157184.0,0.0,24157184.0,1667.936558709,0.0,,0.0,0.0,7.349957513724803e-07,1774330071.991175
9.93359375,0.0,125.5268325805664,0.0,0.0,0.0,0.0,33460.6517352497,0.0,0.0,-4.4061125663574785e-05,24411136.0,0.0,24411136.0,1679.462139173,0.0,,0.0,0.0,1.7142733668151777e-06,1774330083.5213292
10.072265625,0.0,122.48758697509766,0.0,0.0,0.0,0.0,33443.066084247934,0.0,0.0,-5.412081009126268e-05,24665088.0,0.0,24665088.0,1717.226547021,0.0,"{'path': 'media/html/render_24665088_7aabfe03516ba81dc33a.html', 'size': 4677817.0, '_type': 'html-file', 'sha256': '7aabfe03516ba81dc33ae5e44b361d5587b590193ac6720324d2b9eca05c98d9'}",0.0,0.0,1.713992674012843e-06,1774330132.8118656
9.6796875,0.0,123.34245300292969,0.0,0.0,0.0,0.0,33407.23767337374,0.0,0.0,-3.118485619779676e-05,24919040.0,0.0,24919040.0,1729.000074893,0.0,,0.0,0.0,9.797828397495323e-07,1774330133.0156012
9.900390625,0.0,125.0751724243164,0.0,0.0,0.0,0.0,33306.80288742874,0.0,0.0,-3.4153126762248576e-05,25172992.0,0.0,25172992.0,1740.54802283,0.0,,0.0,0.0,1.10172072709247e-06,1774330144.584993
