eval/episode_success,training/actor_loss,eval/episode_reward,_timestamp,training/entropy,_step,_runtime,training/sps,render,training/alpha_loss,eval/episode_success_any,eval/episode_success_hard,training/log_alpha,step,eval/episode_dist,eval/episode_reward_ctrl,training/critic_loss,eval/episode_reward_dist,eval/episode_reward_near,eval/episode_reward_survive,eval/episode_success_easy
0.0,3.2393945730291307e-06,0.0,1774344157.7817247,0.0,27204608.0,1888.291846987,33401.4455090164,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_27204608_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,27204608.0,55.29513931274414,0.0,3.293226108480596e-11,0.0,0.0,0.0,4.26171875
0.0,3.676561391330324e-06,0.0,1774344157.9901605,0.0,27458560.0,1900.062053121,33406.48433743139,,0.0,0.0,0.0,0.0,27458560.0,54.057552337646484,0.0,3.309959598074563e-11,0.0,0.0,0.0,4.3125
0.0,3.962260507250903e-06,0.0,1774344169.551461,0.0,27712512.0,1911.613982131,33384.0413002938,,0.0,0.0,0.0,0.0,27712512.0,54.939796447753906,0.0,3.3531073750925344e-11,0.0,0.0,0.0,4.271484375
0.0,3.0749092729820404e-06,0.0,1774344181.10341,0.0,27966464.0,1923.166510098,33398.78842736778,,0.0,0.0,0.0,0.0,27966464.0,52.94119644165039,0.0,3.279912105802474e-11,0.0,0.0,0.0,5.02734375
0.0,3.416939534872654e-06,0.0,1774344192.6559806,0.0,28220416.0,1934.693697811,33412.92179235108,,0.0,0.0,0.0,0.0,28220416.0,54.08990478515625,0.0,3.2740209848780566e-11,0.0,0.0,0.0,4.60546875
0.0,2.975384859382757e-06,0.0,1774344241.4119198,0.0,28474368.0,1971.922083324,33487.73292609673,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_28474368_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,28474368.0,54.88006591796875,0.0,3.2771639568718314e-11,0.0,0.0,0.0,3.82421875
0.0,3.093974783041631e-06,0.0,1774344241.6367393,0.0,28728320.0,1983.717735141,33474.75335556976,,0.0,0.0,0.0,0.0,28728320.0,53.74286651611328,0.0,3.2611951333860745e-11,0.0,0.0,0.0,4.576171875
0.0,3.8581570152018685e-06,0.0,1774344253.2071967,0.0,28982272.0,1995.266390615,33336.0704470681,,0.0,0.0,0.0,0.0,28982272.0,53.15324401855469,0.0,3.346045315821833e-11,0.0,0.0,0.0,4.68359375
0.0,4.317552793509094e-06,0.0,1774344264.7557123,0.0,29236224.0,2006.8215253,33378.69334776341,,0.0,0.0,0.0,0.0,29236224.0,53.920997619628906,0.0,3.3861285303471433e-11,0.0,0.0,0.0,4.189453125
0.0,2.3128393422666704e-06,0.0,1774344276.3109674,0.0,29490176.0,2018.390012821,33361.66601528298,,0.0,0.0,0.0,0.0,29490176.0,53.12197494506836,0.0,3.22642329519951e-11,0.0,0.0,0.0,4.814453125
0.0,3.5008476970688207e-06,0.0,1774344325.9845848,0.0,29744128.0,2056.494737947,33329.73348676801,"{'path': 'media/html/render_29744128_802407636c10f2b38582.html', 'size': 4743841.0, '_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60'}",0.0,0.0,0.0,0.0,29744128.0,54.13240051269531,0.0,3.3187862180650285e-11,0.0,0.0,0.0,4.6328125
0.0,3.3730977975210408e-06,0.0,1774344326.1989324,0.0,29998080.0,2068.315008682,33531.399232854325,,0.0,0.0,0.0,0.0,29998080.0,54.149261474609375,0.0,3.3069106480931865e-11,0.0,0.0,0.0,4.384765625
0.0,3.29095223605691e-06,0.0,1774344337.8044288,0.0,30252032.0,2079.870999337,33324.16312457862,,0.0,0.0,0.0,0.0,30252032.0,54.88804626464844,0.0,3.259931213861478e-11,0.0,0.0,0.0,4.626953125
0.0,3.6471994917519623e-06,0.0,1774344349.3602521,0.0,30505984.0,2091.402035253,33368.54406541583,,0.0,0.0,0.0,0.0,30505984.0,53.75563049316406,0.0,3.326137282266828e-11,0.0,0.0,0.0,4.30078125
0.0,2.8076071885152487e-06,0.0,1774344360.891363,0.0,30759936.0,2102.944887485,33442.13368591281,,0.0,0.0,0.0,0.0,30759936.0,53.81863021850586,0.0,3.259924621912269e-11,0.0,0.0,0.0,4.27734375
0.0,3.870964519592235e-06,0.0,1774344410.6376503,0.0,31013888.0,2141.147759563,33418.64139770275,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_31013888_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,31013888.0,53.811126708984375,0.0,3.326086281396634e-11,0.0,0.0,0.0,4.185546875
0.0,3.966229996876791e-06,0.0,1774344410.8490725,0.0,31267840.0,2152.953509847,33444.88588075066,,0.0,0.0,0.0,0.0,31267840.0,54.65998840332031,0.0,3.3406302030192236e-11,0.0,0.0,0.0,4.44921875
0.0,2.9603822895296616e-06,0.0,1774344422.4427288,0.0,31521792.0,2164.47452273,33241.976894908694,,0.0,0.0,0.0,0.0,31521792.0,53.69355010986328,0.0,3.2729624566130155e-11,0.0,0.0,0.0,4.228515625
0.0,2.76480909633392e-06,0.0,1774344433.964002,0.0,31775744.0,2176.01894299,33437.131332713514,,0.0,0.0,0.0,0.0,31775744.0,54.64075469970703,0.0,3.256040922994252e-11,0.0,0.0,0.0,4.568359375
0.0,4.048623395647155e-06,0.0,1774344445.50836,0.0,32029696.0,2187.549523049,33426.33492202419,,0.0,0.0,0.0,0.0,32029696.0,54.48679733276367,0.0,3.3791722892084763e-11,0.0,0.0,0.0,4.25
0.0,4.131505647819722e-06,0.0,1774344495.3431306,0.0,32283648.0,2225.853288587,33418.52816071135,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_32283648_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,32283648.0,54.06646728515625,0.0,3.372485277153281e-11,0.0,0.0,0.0,4.4609375
0.0,3.039726152564981e-06,0.0,1774344495.581524,0.0,32537600.0,2237.644668931,33421.94133481503,,0.0,0.0,0.0,0.0,32537600.0,53.87812805175781,0.0,3.2698524443652843e-11,0.0,0.0,0.0,4.4921875
0.0,3.660333959487616e-06,0.0,1774344507.1340976,0.0,32791552.0,2249.175439783,33375.23252899839,,0.0,0.0,0.0,0.0,32791552.0,53.107688903808594,0.0,3.364332423760885e-11,0.0,0.0,0.0,4.728515625
0.0,4.069070200785063e-06,0.0,1774344518.664919,0.0,33045504.0,2260.687781997,33459.073009505955,,0.0,0.0,0.0,0.0,33045504.0,54.14527130126953,0.0,3.35895963821109e-11,0.0,0.0,0.0,4.5703125
0.0,3.966958502132911e-06,0.0,1774344530.177165,0.0,33299456.0,2272.213586141,33500.007152190876,,0.0,0.0,0.0,0.0,33299456.0,53.93741989135742,0.0,3.3580426633816884e-11,0.0,0.0,0.0,4.439453125
0.0,3.592388338802266e-06,0.0,1774344578.837283,0.0,33553408.0,2309.34740313,33482.97163441092,"{'size': 4743841.0, '_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_33553408_802407636c10f2b38582.html'}",0.0,0.0,0.0,0.0,33553408.0,52.27159881591797,0.0,3.306104001676857e-11,0.0,0.0,0.0,4.97265625
0.0,2.0767674868693575e-06,0.0,1774344579.0511024,0.0,33807360.0,2321.147835713,33437.043161946094,,0.0,0.0,0.0,0.0,33807360.0,54.181800842285156,0.0,3.223134953378448e-11,0.0,0.0,0.0,4.701171875
0.0,2.6047816845675698e-06,0.0,1774344590.637227,0.0,34061312.0,2332.680599983,33265.11956286934,,0.0,0.0,0.0,0.0,34061312.0,53.813323974609375,0.0,3.257585520777262e-11,0.0,0.0,0.0,4.423828125
0.0,2.2418430489778984e-06,0.0,1774344602.1701353,0.0,34315264.0,2344.213508544,33471.575510470866,,0.0,0.0,0.0,0.0,34315264.0,53.42974090576172,0.0,3.2450965525843145e-11,0.0,0.0,0.0,4.921875
0.0,2.4424382445431547e-06,0.0,1774344613.7030258,0.0,34569216.0,2355.762320426,33467.10693069674,,0.0,0.0,0.0,0.0,34569216.0,54.2078971862793,0.0,3.2300367241999695e-11,0.0,0.0,0.0,4.224609375
0.0,4.206879111734452e-06,0.0,1774344663.4084604,0.0,34823168.0,2393.918601947,33399.19476485679,"{'path': 'media/html/render_34823168_802407636c10f2b38582.html', 'size': 4743841.0, '_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60'}",0.0,0.0,0.0,0.0,34823168.0,53.444602966308594,0.0,3.3910162872130556e-11,0.0,0.0,0.0,4.4296875
0.0,4.427354269864736e-06,0.0,1774344663.6489482,0.0,35077120.0,2405.760672945,33418.10667420982,,0.0,0.0,0.0,0.0,35077120.0,54.62797164916992,0.0,3.3891355000204015e-11,0.0,0.0,0.0,3.884765625
0.0,1.6998375258481246e-06,0.0,1774344675.2500203,0.0,35331072.0,2417.302389206,33220.51372075113,,0.0,0.0,0.0,0.0,35331072.0,54.105865478515625,0.0,3.243593241220033e-11,0.0,0.0,0.0,4.33984375
0.0,2.775140274025034e-06,0.0,1774344686.7918,0.0,35585024.0,2428.850661443,33414.718392929164,,0.0,0.0,0.0,0.0,35585024.0,53.604400634765625,0.0,3.2518630149747096e-11,0.0,0.0,0.0,4.7109375
0.0,3.3730741506587947e-06,0.0,1774344698.3395298,0.0,35838976.0,2440.386483062,33387.25382474034,,0.0,0.0,0.0,0.0,35838976.0,56.06531524658203,0.0,3.3293475615314705e-11,0.0,0.0,0.0,3.79296875
0.0,3.9281421777559444e-06,0.0,1774344748.0685978,0.0,36092928.0,2478.578744019,33435.89278597447,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_36092928_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,36092928.0,53.69267654418945,0.0,3.328723061080119e-11,0.0,0.0,0.0,5.1328125
0.0,2.877053930205875e-06,0.0,1774344748.278041,0.0,36346880.0,2490.380453451,33417.396881418696,,0.0,0.0,0.0,0.0,36346880.0,53.134483337402344,0.0,3.2855874271264796e-11,0.0,0.0,0.0,4.671875
0.0,3.822018243226921e-06,0.0,1774344759.8697615,0.0,36600832.0,2501.919159652,33236.503236118515,,0.0,0.0,0.0,0.0,36600832.0,53.35265350341797,0.0,3.342575521925184e-11,0.0,0.0,0.0,4.18359375
0.0,2.8219001251272857e-06,0.0,1774344771.4086585,0.0,36854784.0,2513.481880032,33427.952522882486,,0.0,0.0,0.0,0.0,36854784.0,54.024967193603516,0.0,3.239446905167753e-11,0.0,0.0,0.0,4.501953125
0.0,2.0160437088634353e-06,0.0,1774344782.9712243,0.0,37108736.0,2525.015163599,33338.894951883965,,0.0,0.0,0.0,0.0,37108736.0,53.10160827636719,0.0,3.24109281080176e-11,0.0,0.0,0.0,4.384765625
0.0,4.32286515206215e-06,0.0,1774344831.5685716,0.0,37362688.0,2562.078778317,33410.10464208765,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_37362688_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,37362688.0,54.419158935546875,0.0,3.3835129142900655e-11,0.0,0.0,0.0,4.333984375
0.0,3.253740487707546e-06,0.0,1774344831.8471894,0.0,37616640.0,2573.917700783,33461.82063484389,,0.0,0.0,0.0,0.0,37616640.0,53.40684127807617,0.0,3.2673679734029903e-11,0.0,0.0,0.0,4.955078125
0.0,3.877521976392018e-06,0.0,1774344843.407086,0.0,37870592.0,2585.444207158,33350.427485500266,,0.0,0.0,0.0,0.0,37870592.0,52.867828369140625,0.0,3.354408764644212e-11,0.0,0.0,0.0,4.783203125
0.0,3.921038569387747e-06,0.0,1774344854.9336722,0.0,38124544.0,2596.950488457,33465.22373285427,,0.0,0.0,0.0,0.0,38124544.0,53.01654052734375,0.0,3.336523418662196e-11,0.0,0.0,0.0,4.673828125
0.0,3.4987904200534103e-06,0.0,1774344866.4398556,0.0,38378496.0,2608.460462409,33515.927326560224,,0.0,0.0,0.0,0.0,38378496.0,53.16258239746094,0.0,3.304227724765241e-11,0.0,0.0,0.0,4.767578125
0.0,3.467063379503088e-06,0.0,1774344916.4557614,0.0,38632448.0,2646.965916391,33527.85074308055,"{'path': 'media/html/render_38632448_802407636c10f2b38582.html', 'size': 4743841.0, '_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60'}",0.0,0.0,0.0,0.0,38632448.0,53.85568618774414,0.0,3.2888445439249736e-11,0.0,0.0,0.0,4.61328125
0.0,3.2901477879931917e-06,0.0,1774344916.6718922,0.0,38886400.0,2658.709347785,33502.80365608467,,0.0,0.0,0.0,0.0,38886400.0,55.29044723510742,0.0,3.2921561310406133e-11,0.0,0.0,0.0,4.009765625
0.0,3.0273145057435613e-06,0.0,1774344928.1988482,0.0,39140352.0,2670.250097799,33511.34884545955,,0.0,0.0,0.0,0.0,39140352.0,54.7322883605957,0.0,3.2828576662646825e-11,0.0,0.0,0.0,4.34375
0.0,3.712784518938861e-06,0.0,1774344939.739494,0.0,39394304.0,2681.79345279,33389.618093476405,,0.0,0.0,0.0,0.0,39394304.0,53.118019104003906,0.0,3.340197562984315e-11,0.0,0.0,0.0,4.734375
0.0,3.933043444703799e-06,0.0,1774344951.2828858,0.0,39648256.0,2693.317948795,33413.628250509886,,0.0,0.0,0.0,0.0,39648256.0,53.44658660888672,0.0,3.333214954048813e-11,0.0,0.0,0.0,4.68359375
0.0,2.517610937502468e-06,0.0,1774345001.1982257,0.0,39902208.0,2731.708372018,33448.651062494835,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_39902208_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,39902208.0,54.649803161621094,0.0,3.2288574591810004e-11,0.0,0.0,0.0,4.232421875
0.0,3.3367450669175014e-06,0.0,1774345001.457307,0.0,40156160.0,2743.563770605,33494.94428676288,,0.0,0.0,0.0,0.0,40156160.0,56.33863067626953,0.0,3.2901282392971964e-11,0.0,0.0,0.0,3.96484375
0.0,3.7781587707286235e-06,0.0,1774345013.0532155,0.0,40410112.0,2755.072234328,33323.0966053362,,0.0,0.0,0.0,0.0,40410112.0,53.516334533691406,0.0,3.3385075953740184e-11,0.0,0.0,0.0,5.205078125
0.0,2.593350245660986e-06,0.0,1774345024.5611699,0.0,40664064.0,2766.589556917,33564.271626756505,,0.0,0.0,0.0,0.0,40664064.0,54.52159118652344,0.0,3.262997164132919e-11,0.0,0.0,0.0,4.1171875
0.0,3.419464519538451e-06,0.0,1774345036.0790398,0.0,40918016.0,2778.121761605,33461.912089965466,,0.0,0.0,0.0,0.0,40918016.0,52.938724517822266,0.0,3.291396669102831e-11,0.0,0.0,0.0,4.470703125
0.0,4.2527890400378965e-06,0.0,1774345084.5361416,0.0,41171968.0,2815.046313746,33475.06475583674,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_41171968_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,41171968.0,54.07307815551758,0.0,3.372034249049527e-11,0.0,0.0,0.0,4.3359375
0.0,3.8056925859564217e-06,0.0,1774345084.7497447,0.0,41425920.0,2826.831191256,33415.48467983605,,0.0,0.0,0.0,0.0,41425920.0,55.52001190185547,0.0,3.3331531978930684e-11,0.0,0.0,0.0,3.962890625
0.0,2.9465365969372215e-06,0.0,1774345096.3206007,0.0,41679872.0,2838.364766341,33334.03401207709,,0.0,0.0,0.0,0.0,41679872.0,53.02804946899414,0.0,3.275511806233311e-11,0.0,0.0,0.0,5.09375
0.0,2.6463280846655834e-06,0.0,1774345107.8542461,0.0,41933824.0,2849.887585855,33420.54452307385,,0.0,0.0,0.0,0.0,41933824.0,54.369075775146484,0.0,3.2263480082006524e-11,0.0,0.0,0.0,4.3828125
0.0,3.5130055948684458e-06,0.0,1774345119.3768835,0.0,42187776.0,2861.407419416,33494.819999285544,,0.0,0.0,0.0,0.0,42187776.0,54.257591247558594,0.0,3.3088271705894456e-11,0.0,0.0,0.0,4.80859375
0.0,3.3542078199388925e-06,0.0,1774345169.4939384,0.0,42441728.0,2900.004060607,33463.30605404059,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_42441728_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,42441728.0,54.555110931396484,0.0,3.279353524843209e-11,0.0,0.0,0.0,4.35546875
0.0,2.953693183371797e-06,0.0,1774345169.7467072,0.0,42695680.0,2911.824824497,33464.459368519245,,0.0,0.0,0.0,0.0,42695680.0,52.87631607055664,0.0,3.271347082112186e-11,0.0,0.0,0.0,4.9765625
0.0,3.922377800336108e-06,0.0,1774345181.3141806,0.0,42949632.0,2923.358292952,33296.55363253612,,0.0,0.0,0.0,0.0,42949632.0,53.64997100830078,0.0,3.343330126637234e-11,0.0,0.0,0.0,4.580078125
0.0,3.2326906875823624e-06,0.0,1774345192.847669,0.0,43203584.0,2934.880825015,33464.115573662486,,0.0,0.0,0.0,0.0,43203584.0,54.93604278564453,0.0,3.2885992540254705e-11,0.0,0.0,0.0,4.232421875
0.0,4.01639999836334e-06,0.0,1774345204.3703012,0.0,43457536.0,2946.437617381,33435.06259117995,,0.0,0.0,0.0,0.0,43457536.0,54.15808868408203,0.0,3.372878365492937e-11,0.0,0.0,0.0,4.814453125
0.0,2.7242010673944606e-06,0.0,1774345252.9284112,0.0,43711488.0,2983.438553365,33374.04561985659,"{'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_43711488_802407636c10f2b38582.html', 'size': 4743841.0, '_type': 'html-file'}",0.0,0.0,0.0,0.0,43711488.0,54.593955993652344,0.0,3.2216011108809894e-11,0.0,0.0,0.0,4.44921875
0.0,3.3542785331519553e-06,0.0,1774345253.141014,0.0,43965440.0,2995.252279752,33419.41415580683,,0.0,0.0,0.0,0.0,43965440.0,53.47026824951172,0.0,3.296238629268977e-11,0.0,0.0,0.0,4.828125
0.0,3.4638344459381187e-06,0.0,1774345264.7416973,0.0,44219392.0,3006.812555892,33203.75499335084,,0.0,0.0,0.0,0.0,44219392.0,53.258079528808594,0.0,3.301841439151687e-11,0.0,0.0,0.0,4.966796875
0.0,3.2950304102996597e-06,0.0,1774345276.301891,0.0,44473344.0,3018.347827613,33316.49258726167,,0.0,0.0,0.0,0.0,44473344.0,53.573307037353516,0.0,3.2799308408160144e-11,0.0,0.0,0.0,5.005859375
0.0,4.15757995142485e-06,0.0,1774345287.8373215,0.0,44727296.0,3029.891361217,33464.20493861859,,0.0,0.0,0.0,0.0,44727296.0,54.57902908325195,0.0,3.3890706213624e-11,0.0,0.0,0.0,4.4375
0.0,4.136825282330392e-06,0.0,1774345338.088207,0.0,44981248.0,3068.598394922,33361.434044187605,"{'path': 'media/html/render_44981248_802407636c10f2b38582.html', 'size': 4743841.0, '_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60'}",0.0,0.0,0.0,0.0,44981248.0,53.373756408691406,0.0,3.359783631862179e-11,0.0,0.0,0.0,4.88671875
0.0,3.7615184282913106e-06,0.0,1774345338.3194742,0.0,45235200.0,3080.387899593,33645.858983052516,,0.0,0.0,0.0,0.0,45235200.0,55.09436798095703,0.0,3.31554818322477e-11,0.0,0.0,0.0,4.140625
0.0,3.481237854430219e-06,0.0,1774345349.8768818,0.0,45489152.0,3091.949371403,33348.90195246101,,0.0,0.0,0.0,0.0,45489152.0,53.80390167236328,0.0,3.3037142466163516e-11,0.0,0.0,0.0,4.66796875
0.0,3.4366396448604064e-06,0.0,1774345361.4388068,0.0,45743104.0,3103.486986731,33352.498298811115,,0.0,0.0,0.0,0.0,45743104.0,52.66626739501953,0.0,3.2974505070892945e-11,0.0,0.0,0.0,5.154296875
0.0,2.5950926101359073e-06,0.0,1774345372.976469,0.0,45997056.0,3115.04554999,33390.728651335456,,0.0,0.0,0.0,0.0,45997056.0,54.065582275390625,0.0,3.244601809448966e-11,0.0,0.0,0.0,4.759765625
0.0,2.2235872165765613e-06,0.0,1774345423.3058803,0.0,46251008.0,3153.816020974,33369.7138564409,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_46251008_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,46251008.0,53.68683624267578,0.0,3.229892395206768e-11,0.0,0.0,0.0,3.947265625
0.0,3.989116521552205e-06,0.0,1774345423.5222435,0.0,46504960.0,3165.619936647,33479.66068748616,,0.0,0.0,0.0,0.0,46504960.0,53.25827407836914,0.0,3.3526122850124906e-11,0.0,0.0,0.0,5.14453125
0.0,2.9461189114954323e-06,0.0,1774345435.109371,0.0,46758912.0,3177.158206135,33292.27734019696,,0.0,0.0,0.0,0.0,46758912.0,53.47676467895508,0.0,3.2737510619051946e-11,0.0,0.0,0.0,4.634765625
0.0,1.9387130123504903e-06,0.0,1774345446.647572,0.0,47012864.0,3188.698012201,33395.10251831515,,0.0,0.0,0.0,0.0,47012864.0,52.72929382324219,0.0,3.216976338094035e-11,0.0,0.0,0.0,5.107421875
0.0,4.277036623534514e-06,0.0,1774345458.1869488,0.0,47266816.0,3200.224754017,33435.48660460921,,0.0,0.0,0.0,0.0,47266816.0,53.195045471191406,0.0,3.389475158876998e-11,0.0,0.0,0.0,5.138671875
0.0,4.508812253334327e-06,0.0,1774345506.7642298,0.0,47520768.0,3237.274364363,33447.736208159826,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_47520768_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,47520768.0,55.19984436035156,0.0,3.392304145921621e-11,0.0,0.0,0.0,4.2734375
0.0,3.0389137464226224e-06,0.0,1774345506.986824,0.0,47774720.0,3249.068642181,33459.05724402147,,0.0,0.0,0.0,0.0,47774720.0,54.876792907714844,0.0,3.2788070869482766e-11,0.0,0.0,0.0,4.28515625
0.0,3.899790044670226e-06,0.0,1774345518.5575824,0.0,48028672.0,3260.591080904,33277.41201162013,,0.0,0.0,0.0,0.0,48028672.0,54.3231315612793,0.0,3.352883248819438e-11,0.0,0.0,0.0,4.05078125
0.0,3.201083018211648e-06,0.0,1774345530.0805652,0.0,48282624.0,3272.116959916,33491.2676633148,,0.0,0.0,0.0,0.0,48282624.0,52.83032989501953,0.0,3.2708169506179274e-11,0.0,0.0,0.0,4.91796875
0.0,3.202938160029589e-06,0.0,1774345541.606363,0.0,48536576.0,3283.655152366,33450.43680065974,,0.0,0.0,0.0,0.0,48536576.0,53.717445373535156,0.0,3.278962865116419e-11,0.0,0.0,0.0,4.638671875
0.0,3.4958945889229653e-06,0.0,1774345591.913864,0.0,48790528.0,3322.424077938,33427.08810450309,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_48790528_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,48790528.0,55.09563446044922,0.0,3.285458363699867e-11,0.0,0.0,0.0,4.544921875
0.0,2.7359776595403673e-06,0.0,1774345592.156676,0.0,49044480.0,3334.23587943,33567.74637419977,,0.0,0.0,0.0,0.0,49044480.0,55.32854080200195,0.0,3.253139077563638e-11,0.0,0.0,0.0,4.0703125
0.0,2.2677736524201464e-06,0.0,1774345603.7252543,0.0,49298432.0,3345.766386842,33367.64613134446,,0.0,0.0,0.0,0.0,49298432.0,52.93040466308594,0.0,3.232339396141981e-11,0.0,0.0,0.0,4.72265625
0.0,2.9639973035955336e-06,0.0,1774345615.2558544,0.0,49552384.0,3357.294788466,33423.98957395543,,0.0,0.0,0.0,0.0,49552384.0,53.655181884765625,0.0,3.279939514433394e-11,0.0,0.0,0.0,4.81640625
0.0,2.7366106678528013e-06,0.0,1774345626.7841196,0.0,49806336.0,3368.819689979,33475.23834295994,,0.0,0.0,0.0,0.0,49806336.0,53.83637237548828,0.0,3.244098045751542e-11,0.0,0.0,0.0,4.3984375
0.0,2.465741999913007e-06,0.0,1774345675.782939,0.0,50060288.0,3406.293129862,33446.82140386782,"{'path': 'media/html/render_50060288_802407636c10f2b38582.html', 'size': 4743841.0, '_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60'}",0.0,0.0,0.0,0.0,50060288.0,55.05572509765625,0.0,3.23970780757854e-11,0.0,0.0,0.0,4.02734375
0.0,3.08771063828317e-06,0.0,1774345676.0089428,0.0,50314240.0,3418.082905135,33395.2480544085,,0.0,0.0,0.0,0.0,50314240.0,54.936248779296875,0.0,3.270567150437387e-11,0.0,0.0,0.0,4.048828125
0.0,3.373163053765893e-06,0.0,1774345687.5722308,0.0,50568192.0,3429.604551589,33326.96997064328,,0.0,0.0,0.0,0.0,50568192.0,52.82375717163086,0.0,3.304272480630921e-11,0.0,0.0,0.0,4.67578125
0.0,4.1234934542444535e-06,0.0,1774345699.0939748,0.0,50822144.0,3441.148618223,33501.67614732697,,0.0,0.0,0.0,0.0,50822144.0,55.197662353515625,0.0,3.354951733092193e-11,0.0,0.0,0.0,4.009765625
0.0,3.2192344860959565e-06,0.0,1774345710.6380134,0.0,51076096.0,3442.000285572,33383.50977605586,,0.0,0.0,0.0,0.0,51076096.0,54.76708221435547,0.0,3.311015697726738e-11,0.0,0.0,0.0,4.224609375
