eval/episode_success,training/actor_loss,eval/episode_reward,_timestamp,training/entropy,_step,_runtime,training/sps,render,training/alpha_loss,eval/episode_success_any,eval/episode_success_hard,training/log_alpha,step,eval/episode_dist,eval/episode_reward_ctrl,training/critic_loss,eval/episode_reward_dist,eval/episode_reward_near,eval/episode_reward_survive,eval/episode_success_easy
0.0,-4.062829975737259e-05,0.0,1774342595.7385042,0.0,4094976.0,337.590084553,34306.883633730744,,0.0,0.0,0.0,0.0,4094976.0,54.1180305480957,0.0,6.5881099544640165e-06,0.0,0.0,0.0,4.419921875
0.0,-3.676763299154118e-05,0.0,1774342643.7907445,0.0,4348928.0,374.300859498,34318.724171448266,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_4348928_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,4348928.0,53.760128021240234,0.0,5.4770507631474175e-06,0.0,0.0,0.0,4.447265625
0.0,-7.103937969077379e-05,0.0,1774342644.007657,0.0,4602880.0,385.88961913,34329.60362046064,,0.0,0.0,0.0,0.0,4602880.0,55.34449005126953,0.0,2.115629740728764e-06,0.0,0.0,0.0,3.986328125
0.0,-6.550650869030505e-05,0.0,1774342655.3791041,0.0,4856832.0,397.234113231,34194.08237833089,,0.0,0.0,0.0,0.0,4856832.0,54.02349090576172,0.0,7.213358912849799e-06,0.0,0.0,0.0,4.21875
0.0,-5.207482900004834e-05,0.0,1774342666.7230978,0.0,5110784.0,408.784241602,34318.52624617528,,0.0,0.0,0.0,0.0,5110784.0,54.67127227783203,0.0,1.2297659850446507e-05,0.0,0.0,0.0,4.189453125
0.0,-3.5931689126300626e-06,0.0,1774342678.273755,0.0,5364736.0,420.332660819,33368.30781730835,,0.0,0.0,0.0,0.0,5364736.0,54.098228454589844,0.0,6.286458074100665e-07,0.0,0.0,0.0,4.490234375
0.0,-4.215262833895395e-06,0.0,1774342727.2301984,0.0,5618688.0,457.740333113,33398.97902774229,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_5618688_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,5618688.0,54.518699645996094,0.0,7.349258908107004e-07,0.0,0.0,0.0,4.529296875
0.0,-1.9350102320458973e-06,0.0,1774342727.4173293,0.0,5872640.0,469.498600343,33445.2954410201,,0.0,0.0,0.0,0.0,5872640.0,55.02055358886719,0.0,2.7562216398102635e-11,0.0,0.0,0.0,4.111328125
0.0,3.0078153940849006e-06,0.0,1774342738.9881113,0.0,6126592.0,481.051543936,33314.41999070582,,0.0,0.0,0.0,0.0,6126592.0,54.00525665283203,0.0,3.268779344423045e-11,0.0,0.0,0.0,4.7890625
0.0,4.353682470537024e-06,0.0,1774342750.5409305,0.0,6380544.0,492.592106814,33391.00290037094,,0.0,0.0,0.0,0.0,6380544.0,54.32862091064453,0.0,3.3978552610447466e-11,0.0,0.0,0.0,4.53515625
0.0,2.2235929009184474e-06,0.0,1774342762.0816035,0.0,6634496.0,504.137340724,33422.60832214724,,0.0,0.0,0.0,0.0,6634496.0,54.426788330078125,0.0,3.225409869744844e-11,0.0,0.0,0.0,4.416015625
0.0,2.8689980808849214e-06,0.0,1774342811.3548446,0.0,6888448.0,541.864990903,33398.90990867375,"{'path': 'media/html/render_6888448_802407636c10f2b38582.html', 'size': 4743841.0, '_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60'}",0.0,0.0,0.0,0.0,6888448.0,52.87708282470703,0.0,3.27058206905928e-11,0.0,0.0,0.0,4.76171875
0.0,3.715077582455706e-06,0.0,1774342811.5570347,0.0,7142400.0,553.654710183,33407.059551933766,,0.0,0.0,0.0,0.0,7142400.0,52.99650573730469,0.0,3.332294162827765e-11,0.0,0.0,0.0,4.427734375
0.0,3.901895979652181e-06,0.0,1774342823.14371,0.0,7396352.0,565.203684485,33240.40110131434,,0.0,0.0,0.0,0.0,7396352.0,53.85908508300781,0.0,3.347180171919817e-11,0.0,0.0,0.0,4.9453125
0.0,3.3311616789433174e-06,0.0,1774342834.6930416,0.0,7650304.0,576.742326561,33390.17074640026,,0.0,0.0,0.0,0.0,7650304.0,54.16269302368164,0.0,3.292445135971711e-11,0.0,0.0,0.0,4.68359375
0.0,4.184595582046313e-06,0.0,1774342846.2317452,0.0,7904256.0,588.283800311,33397.76529660559,,0.0,0.0,0.0,0.0,7904256.0,55.711421966552734,0.0,3.3725730541611654e-11,0.0,0.0,0.0,3.865234375
0.0,3.4671959383558715e-06,0.0,1774342894.7476425,0.0,8158208.0,625.25776703,33420.012884417316,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_8158208_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,8158208.0,53.851593017578125,0.0,3.29201700621784e-11,0.0,0.0,0.0,4.42578125
0.0,3.6127937619312434e-06,0.0,1774342894.9562452,0.0,8412160.0,637.042873678,33354.76573224847,,0.0,0.0,0.0,0.0,8412160.0,54.90771484375,0.0,3.309140808593902e-11,0.0,0.0,0.0,3.91015625
0.0,3.901713171217125e-06,0.0,1774342906.5322998,0.0,8666112.0,648.587595414,33322.30223360546,,0.0,0.0,0.0,0.0,8666112.0,54.96500015258789,0.0,3.339393345180852e-11,0.0,0.0,0.0,4.294921875
0.0,2.8513950383057818e-06,0.0,1774342918.0770943,0.0,8920064.0,660.123635431,33373.84484709878,,0.0,0.0,0.0,0.0,8920064.0,54.229591369628906,0.0,3.2523300025344426e-11,0.0,0.0,0.0,4.328125
0.0,4.1745929593162145e-06,0.0,1774342929.6126432,0.0,9174016.0,671.661433884,33434.37516651633,,0.0,0.0,0.0,0.0,9174016.0,53.76683044433594,0.0,3.372862059092263e-11,0.0,0.0,0.0,4.638671875
0.0,3.828798980975989e-06,0.0,1774342979.014366,0.0,9427968.0,709.524471941,33415.587413173824,"{'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_9427968_802407636c10f2b38582.html', 'size': 4743841.0, '_type': 'html-file'}",0.0,0.0,0.0,0.0,9427968.0,54.48470687866211,0.0,3.345668880827546e-11,0.0,0.0,0.0,4.732421875
0.0,3.893958364642458e-06,0.0,1774342979.2114365,0.0,9681920.0,721.294812133,33407.89359575752,,0.0,0.0,0.0,0.0,9681920.0,54.156524658203125,0.0,3.335666812209759e-11,0.0,0.0,0.0,4.49609375
0.0,3.3966607588808984e-06,0.0,1774342990.7843528,0.0,9935872.0,732.838177705,33282.50500120972,,0.0,0.0,0.0,0.0,9935872.0,54.089088439941406,0.0,3.2951467943131973e-11,0.0,0.0,0.0,4.462890625
0.0,3.0952446650189813e-06,0.0,1774343002.3276668,0.0,10189824.0,744.384216666,33422.44052408578,,0.0,0.0,0.0,0.0,10189824.0,54.22377014160156,0.0,3.26623936230952e-11,0.0,0.0,0.0,3.90234375
0.0,2.4960661448858446e-06,0.0,1774343013.8737373,0.0,10443776.0,755.925364318,33387.85558780498,,0.0,0.0,0.0,0.0,10443776.0,53.379425048828125,0.0,3.2342368366800045e-11,0.0,0.0,0.0,4.6015625
0.0,3.5352811664779438e-06,0.0,1774343062.9504125,0.0,10697728.0,793.460554738,33430.09487859325,"{'path': 'media/html/render_10697728_802407636c10f2b38582.html', 'size': 4743841.0, '_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60'}",0.0,0.0,0.0,0.0,10697728.0,52.96745300292969,0.0,3.316735427971729e-11,0.0,0.0,0.0,5.14453125
0.0,2.1505165932467207e-06,0.0,1774343063.1662467,0.0,10951680.0,805.231384215,33391.92093469249,,0.0,0.0,0.0,0.0,10951680.0,54.452396392822266,0.0,3.249967309160162e-11,0.0,0.0,0.0,4.150390625
0.0,2.3579132175655104e-06,0.0,1774343074.72082,0.0,11205632.0,816.76626089,33395.98203633893,,0.0,0.0,0.0,0.0,11205632.0,53.983821868896484,0.0,3.218262115134429e-11,0.0,0.0,0.0,4.0
0.0,4.048563368996838e-06,0.0,1774343086.2555933,0.0,11459584.0,828.268379788,33429.59546065094,,0.0,0.0,0.0,0.0,11459584.0,54.473876953125,0.0,3.379413415771637e-11,0.0,0.0,0.0,4.203125
0.0,3.2530749649595236e-06,0.0,1774343097.7579184,0.0,11713536.0,839.819584401,33575.39758502175,,0.0,0.0,0.0,0.0,11713536.0,54.928314208984375,0.0,3.2750063078124114e-11,0.0,0.0,0.0,4.28125
0.0,2.905541350628482e-06,0.0,1774343147.3167334,0.0,11967488.0,877.826867131,33375.17710316824,"{'_type': 'html-file', 'sha256': '802407636c10f2b38582e34e3b46358d545d9d3a8453689233dd680f1851be60', 'path': 'media/html/render_11967488_802407636c10f2b38582.html', 'size': 4743841.0}",0.0,0.0,0.0,0.0,11967488.0,55.74066162109375,0.0,3.255492403431148e-11,0.0,0.0,0.0,3.966796875
0.0,3.465717327344464e-06,0.0,1774343147.5084662,0.0,12221440.0,889.588447319,33502.448535326126,,0.0,0.0,0.0,0.0,12221440.0,53.059593200683594,0.0,3.297252401668338e-11,0.0,0.0,0.0,4.615234375
0.0,1.2243903029229841e-06,0.0,1774343159.077848,0.0,12475392.0,901.125479035,33322.99026991684,,0.0,0.0,0.0,0.0,12475392.0,53.39152526855469,0.0,3.201234069494241e-11,0.0,0.0,0.0,4.716796875
