eval/episode_reward_dist,eval/episode_success_hard,render,eval/episode_reward_survive,eval/episode_dist,training/critic_loss,training/sps,eval/episode_reward_ctrl,eval/episode_reward,training/log_alpha,eval/episode_success,training/actor_loss,_runtime,eval/episode_success_any,eval/episode_reward_near,training/alpha_loss,_timestamp,training/entropy,eval/episode_success_easy,step,_step
0.0,0.0,,0.0,54.555423736572266,3.221202818370905e-11,32797.47911746656,0.0,0.0,0.0,0.0,2.3957134089869214e-06,1183.157460681,0.0,0.0,0.0,1774353825.6778853,0.0,4.05859375,16792576.0,16792576.0
0.0,0.0,"{'path': 'media/html/render_17046528_ae2ccbd7117ba4699c6c.html', 'size': 4780069.0, '_type': 'html-file', 'sha256': 'ae2ccbd7117ba4699c6c760276cc49cd7a4c571df2783eb54b0994907dc69e45'}",0.0,54.54042053222656,3.2241938285881844e-11,32795.242387801,0.0,0.0,0.0,0.0,2.2969218207435915e-06,1220.651231636,0.0,0.0,0.0,1774353874.8509748,0.0,4.109375,17046528.0,17046528.0
0.0,0.0,,0.0,53.36756134033203,3.2496661611647326e-11,32818.670976299116,0.0,0.0,0.0,0.0,2.75779393632547e-06,1232.554534427,0.0,0.0,0.0,1774353875.0561402,0.0,4.677734375,17300480.0,17300480.0
0.0,0.0,,0.0,55.937721252441406,3.264857828533252e-11,32752.330077713734,0.0,0.0,0.0,0.0,3.011349008374964e-06,1244.228082972,0.0,0.0,0.0,1774353886.7539117,0.0,3.48046875,17554432.0,17554432.0
0.0,0.0,,0.0,54.03052520751953,3.2968430069280075e-11,32846.03823202377,0.0,0.0,0.0,0.0,3.4439030969224405e-06,1255.913359779,0.0,0.0,0.0,1774353898.4275422,0.0,4.326171875,17808384.0,17808384.0
0.0,0.0,,0.0,52.66421127319336,3.263687584076358e-11,32791.74501671956,0.0,0.0,0.0,0.0,2.8758070129697444e-06,1267.591181486,0.0,0.0,0.0,1774353910.1126678,0.0,5.47265625,18062336.0,18062336.0
0.0,0.0,"{'path': 'media/html/render_18316288_ae2ccbd7117ba4699c6c.html', 'size': 4780069.0, '_type': 'html-file', 'sha256': 'ae2ccbd7117ba4699c6c760276cc49cd7a4c571df2783eb54b0994907dc69e45'}",0.0,54.77953338623047,3.298106232563214e-11,32831.57269436401,0.0,0.0,0.0,0.0,3.233691359127988e-06,1305.202163547,0.0,0.0,0.0,1774353959.4019318,0.0,4.216796875,18316288.0,18316288.0
0.0,0.0,,0.0,54.2542724609375,3.347108007423216e-11,32772.21122662617,0.0,0.0,0.0,0.0,3.9873953028291e-06,1317.156943083,0.0,0.0,0.0,1774353959.6767519,0.0,4.38671875,18570240.0,18570240.0
0.0,0.0,,0.0,53.63667297363281,3.2995314813710763e-11,32852.44488216784,0.0,0.0,0.0,0.0,3.4980096188519383e-06,1328.825446286,0.0,0.0,0.0,1774353971.3563867,0.0,4.369140625,18824192.0,18824192.0
0.0,0.0,,0.0,53.245513916015625,3.30959010197418e-11,32849.44791215244,0.0,0.0,0.0,0.0,3.599418960220646e-06,1340.470964366,0.0,0.0,0.0,1774353983.0244348,0.0,4.685546875,19078144.0,19078144.0
0.0,0.0,,0.0,54.114986419677734,3.2646493147714395e-11,32952.4650794052,0.0,0.0,0.0,0.0,3.137452267765184e-06,1352.144932524,0.0,0.0,0.0,1774353994.6704423,0.0,4.703125,19332096.0,19332096.0
0.0,0.0,"{'size': 4780069.0, '_type': 'html-file', 'sha256': 'ae2ccbd7117ba4699c6c760276cc49cd7a4c571df2783eb54b0994907dc69e45', 'path': 'media/html/render_19586048_ae2ccbd7117ba4699c6c.html'}",0.0,54.02417755126953,3.318874688962303e-11,32841.91838667488,0.0,0.0,0.0,0.0,3.6887568057863973e-06,1390.887617034,0.0,0.0,0.0,1774354045.087389,0.0,4.17578125,19586048.0,19586048.0
0.0,0.0,,0.0,53.545387268066406,3.2586825599034697e-11,32844.40353842587,0.0,0.0,0.0,0.0,2.7927833343710518e-06,1402.793126474,0.0,0.0,0.0,1774354045.2852604,0.0,4.978515625,19840000.0,19840000.0
0.0,0.0,,0.0,54.02512741088867,3.2423827511784964e-11,32804.752869698576,0.0,0.0,0.0,0.0,2.6840098144020885e-06,1414.442475907,0.0,0.0,0.0,1774354056.992584,0.0,4.33203125,20093952.0,20093952.0
0.0,0.0,,0.0,54.43267822265625,3.263253903207364e-11,32959.69453808253,0.0,0.0,0.0,0.0,2.9708585316257086e-06,1426.117401887,0.0,0.0,0.0,1774354068.6418207,0.0,4.69140625,20347904.0,20347904.0
0.0,0.0,,0.0,54.436126708984375,3.219904898266179e-11,32819.74084445938,0.0,0.0,0.0,0.0,1.9099763903795974e-06,1437.785836593,0.0,0.0,0.0,1774354080.3168082,0.0,4.4296875,20601856.0,20601856.0
0.0,0.0,"{'size': 4780069.0, '_type': 'html-file', 'sha256': 'ae2ccbd7117ba4699c6c760276cc49cd7a4c571df2783eb54b0994907dc69e45', 'path': 'media/html/render_20855808_ae2ccbd7117ba4699c6c.html'}",0.0,53.61538314819336,3.3109136959863505e-11,32865.512101037566,0.0,0.0,0.0,0.0,3.6496392112894682e-06,1474.817398009,0.0,0.0,0.0,1774354129.0172193,0.0,4.810546875,20855808.0,20855808.0
0.0,0.0,,0.0,53.93094253540039,3.2715063297272806e-11,32821.27801722425,0.0,0.0,0.0,0.0,3.126851879642345e-06,1486.755923654,0.0,0.0,0.0,1774354129.236595,0.0,4.42578125,21109760.0,21109760.0
0.0,0.0,,0.0,56.29283905029297,3.336248291518906e-11,32704.443071265225,0.0,0.0,0.0,0.0,3.840352746919962e-06,1498.446083848,0.0,0.0,0.0,1774354140.9553235,0.0,3.66015625,21363712.0,21363712.0
0.0,0.0,,0.0,55.20372009277344,3.276534946139442e-11,32768.922404996825,0.0,0.0,0.0,0.0,3.330826075398363e-06,1510.137609288,0.0,0.0,0.0,1774354152.6455348,0.0,4.72265625,21617664.0,21617664.0
0.0,0.0,,0.0,53.49625778198242,3.219779998175909e-11,32784.95433223862,0.0,0.0,0.0,0.0,2.4733396912779426e-06,1521.834593531,0.0,0.0,0.0,1774354164.33701,0.0,4.703125,21871616.0,21871616.0
0.0,0.0,"{'path': 'media/html/render_22125568_ae2ccbd7117ba4699c6c.html', 'size': 4780069.0, '_type': 'html-file', 'sha256': 'ae2ccbd7117ba4699c6c760276cc49cd7a4c571df2783eb54b0994907dc69e45'}",0.0,54.41716766357422,3.284949395832015e-11,32731.859460649117,0.0,0.0,0.0,0.0,3.1923682399792597e-06,1559.69720074,0.0,0.0,0.0,1774354213.8969114,0.0,4.6328125,22125568.0,22125568.0
0.0,0.0,,0.0,54.43266677856445,3.2594708182509535e-11,32790.066260905645,0.0,0.0,0.0,0.0,2.7345433863956714e-06,1571.625169356,0.0,0.0,0.0,1774354214.1070786,0.0,4.494140625,22379520.0,22379520.0
0.0,0.0,,0.0,53.189674377441406,3.2942468197738606e-11,32703.353596327823,0.0,0.0,0.0,0.0,3.310759893793147e-06,1583.30451221,0.0,0.0,0.0,1774354225.8245625,0.0,4.787109375,22633472.0,22633472.0
0.0,0.0,,0.0,55.020164489746094,3.2226492308051746e-11,32825.24499266052,0.0,0.0,0.0,0.0,2.3489487830374856e-06,1594.997459994,0.0,0.0,0.0,1774354237.5039074,0.0,4.28125,22887424.0,22887424.0
0.0,0.0,,0.0,54.62061309814453,3.284586838625536e-11,32791.67636909431,0.0,0.0,0.0,0.0,2.9631933102791663e-06,1606.681341482,0.0,0.0,0.0,1774354249.1966164,0.0,4.505859375,23141376.0,23141376.0
0.0,0.0,"{'path': 'media/html/render_23395328_ae2ccbd7117ba4699c6c.html', 'size': 4780069.0, '_type': 'html-file', 'sha256': 'ae2ccbd7117ba4699c6c760276cc49cd7a4c571df2783eb54b0994907dc69e45'}",0.0,53.981666564941406,3.3616404798708643e-11,32805.96530701789,0.0,0.0,0.0,0.0,4.139264092373196e-06,1644.548698632,0.0,0.0,0.0,1774354298.7485278,0.0,4.326171875,23395328.0,23395328.0
0.0,0.0,,0.0,53.84777069091797,3.257693767522163e-11,32805.015556845945,0.0,0.0,0.0,0.0,2.784406433420372e-06,1656.44929266,0.0,0.0,0.0,1774354298.9513633,0.0,4.513671875,23649280.0,23649280.0
0.0,0.0,,0.0,53.95787811279297,3.2969620089584595e-11,32779.26697755445,0.0,0.0,0.0,0.0,3.593333758544759e-06,1668.128708712,0.0,0.0,0.0,1774354310.6485615,0.0,5.134765625,23903232.0,23903232.0
0.0,0.0,,0.0,53.32323455810547,3.2997896082243017e-11,32828.598755224586,0.0,0.0,0.0,0.0,3.3151727620861493e-06,1679.800510268,0.0,0.0,0.0,1774354322.3281739,0.0,4.990234375,24157184.0,24157184.0
0.0,0.0,,0.0,54.34010314941406,3.2515871939420293e-11,32869.867107963226,0.0,0.0,0.0,0.0,1.8173567468693363e-06,1691.47918127,0.0,0.0,0.0,1774354333.9998176,0.0,4.197265625,24411136.0,24411136.0
