eval/episode_reward,eval/episode_dist,eval/episode_success,eval/episode_reward_survive,training/sps,training/critic_loss,eval/episode_success_hard,_timestamp,training/log_alpha,training/actor_loss,training/alpha_loss,eval/episode_reward_dist,eval/episode_success_easy,training/entropy,render,eval/episode_success_any,_step,eval/episode_reward_near,step,eval/episode_reward_ctrl,_runtime
0.0,51.39607238769531,0.0,0.0,33194.680053839395,9.293154107581358e-06,0.0,1774362784.2035093,0.0,-0.0001799887977540493,0.0,0.0,4.115234375,0.0,"{'path': 'media/html/render_6888448_f94447b6c646345518df.html', 'size': 4700829.0, '_type': 'html-file', 'sha256': 'f94447b6c646345518df537662b8e5e7c3dbc1d5df87860f3ebdd9655951e35f'}",0.0,6888448.0,0.0,6888448.0,0.0,540.716687245
0.0,52.068359375,0.0,0.0,33264.95957565836,2.8127406039857306e-06,0.0,1774362784.402935,0.0,-7.129401637939736e-05,0.0,0.0,3.80078125,0.0,,0.0,7142400.0,0.0,7142400.0,0.0,552.519911986
0.0,50.65991973876953,0.0,0.0,33160.088723370136,1.3657557029755907e-10,0.0,1774362796.0062785,0.0,-9.361109732708428e-06,0.0,0.0,4.349609375,0.0,,0.0,7396352.0,0.0,7396352.0,0.0,564.107005403
0.0,52.42900466918945,0.0,0.0,33222.38605669707,1.551548611811171e-10,0.0,1774362807.5933177,0.0,-6.195153332555492e-07,0.0,0.0,3.587890625,0.0,,0.0,7650304.0,0.0,7650304.0,0.0,575.692565977
0.0,50.393333435058594,0.0,0.0,33227.56690595734,1.4149728611023704e-10,0.0,1774362819.1788168,0.0,6.468154651884106e-07,0.0,0.0,4.283203125,0.0,,0.0,7904256.0,0.0,7904256.0,0.0,587.270377533
0.0,51.175323486328125,0.0,0.0,33259.462768218444,5.0123422773440396e-11,0.0,1774362868.6347446,0.0,2.0838324417127296e-06,0.0,0.0,4.26953125,0.0,"{'_type': 'html-file', 'sha256': 'f94447b6c646345518df537662b8e5e7c3dbc1d5df87860f3ebdd9655951e35f', 'path': 'media/html/render_8158208_f94447b6c646345518df.html', 'size': 4700829.0}",0.0,8158208.0,0.0,8158208.0,0.0,625.1480398
0.0,53.004005432128906,0.0,0.0,33209.2334009936,3.352806227097105e-11,0.0,1774362868.852197,0.0,3.9011142689560074e-06,0.0,0.0,3.962890625,0.0,,0.0,8412160.0,0.0,8412160.0,0.0,636.93985946
0.0,51.42483901977539,0.0,0.0,33302.629125834035,3.303349607741701e-11,0.0,1774362880.4261127,0.0,3.3979888485191623e-06,0.0,0.0,4.072265625,0.0,,0.0,8666112.0,0.0,8666112.0,0.0,648.498661454
0.0,49.44260025024414,0.0,0.0,33331.22910509744,3.294871320225212e-11,0.0,1774362891.9848766,0.0,3.224477950425353e-06,0.0,0.0,4.513671875,0.0,,0.0,8920064.0,0.0,8920064.0,0.0,660.056158093
0.0,51.48500442504883,0.0,0.0,33346.127949224436,3.286229621757286e-11,0.0,1774362903.5424771,0.0,2.9656002880074084e-06,0.0,0.0,4.052734375,0.0,,0.0,9174016.0,0.0,9174016.0,0.0,671.623849335
0.0,49.56697463989258,0.0,0.0,33306.179047684804,3.263860362534565e-11,0.0,1774362952.4148436,0.0,2.914600599979167e-06,0.0,0.0,4.498046875,0.0,"{'path': 'media/html/render_9427968_f94447b6c646345518df.html', 'size': 4700829.0, '_type': 'html-file', 'sha256': 'f94447b6c646345518df537662b8e5e7c3dbc1d5df87860f3ebdd9655951e35f'}",0.0,9427968.0,0.0,9427968.0,0.0,708.928062498
0.0,50.54972457885742,0.0,0.0,33342.971346287966,3.305147822096899e-11,0.0,1774362952.619961,0.0,3.315916956125875e-06,0.0,0.0,4.7578125,0.0,,0.0,9681920.0,0.0,9681920.0,0.0,720.769727313
0.0,51.73483657836914,0.0,0.0,33205.41530241486,3.300035592013195e-11,0.0,1774362964.2192748,0.0,3.071382707275916e-06,0.0,0.0,4.240234375,0.0,,0.0,9935872.0,0.0,9935872.0,0.0,732.343551872
0.0,51.38450622558594,0.0,0.0,33280.34928473075,3.300744400025479e-11,0.0,1774362975.8297882,0.0,3.332966116431635e-06,0.0,0.0,3.71875,0.0,,0.0,10189824.0,0.0,10189824.0,0.0,743.918676063
0.0,51.73431396484375,0.0,0.0,33260.99259281835,3.2911052355588666e-11,0.0,1774362987.4047103,0.0,2.8315339477558155e-06,0.0,0.0,3.546875,0.0,,0.0,10443776.0,0.0,10443776.0,0.0,755.485829638
0.0,50.310157775878906,0.0,0.0,33302.01377193637,3.280055047016894e-11,0.0,1774363036.0976117,0.0,3.0128160233289236e-06,0.0,0.0,4.501953125,0.0,"{'sha256': 'f94447b6c646345518df537662b8e5e7c3dbc1d5df87860f3ebdd9655951e35f', 'path': 'media/html/render_10697728_f94447b6c646345518df.html', 'size': 4700829.0, '_type': 'html-file'}",0.0,10697728.0,0.0,10697728.0,0.0,792.610829407
0.0,52.680015563964844,0.0,0.0,33257.59767348663,3.280555688212061e-11,0.0,1774363036.3036356,0.0,3.081405111515778e-06,0.0,0.0,4.13671875,0.0,,0.0,10951680.0,0.0,10951680.0,0.0,804.426631703
0.0,49.045753479003906,0.0,0.0,33144.390243969225,3.325242164953224e-11,0.0,1774363047.9127362,0.0,3.3265837373619433e-06,0.0,0.0,4.955078125,0.0,,0.0,11205632.0,0.0,11205632.0,0.0,815.996474705
0.0,49.58873748779297,0.0,0.0,33279.69836108517,3.26481897072739e-11,0.0,1774363059.482604,0.0,3.0619942208431894e-06,0.0,0.0,4.59765625,0.0,,0.0,11459584.0,0.0,11459584.0,0.0,827.560510177
0.0,49.76873016357422,0.0,0.0,33334.15502277681,3.259821579337796e-11,0.0,1774363071.0467203,0.0,2.8800022846553475e-06,0.0,0.0,4.61328125,0.0,,0.0,11713536.0,0.0,11713536.0,0.0,839.138433408
0.0,50.141998291015625,0.0,0.0,33243.200079297916,3.224057826267668e-11,0.0,1774363120.5179493,0.0,2.3488460101361852e-06,0.0,0.0,4.666015625,0.0,"{'path': 'media/html/render_11967488_f94447b6c646345518df.html', 'size': 4700829.0, '_type': 'html-file', 'sha256': 'f94447b6c646345518df537662b8e5e7c3dbc1d5df87860f3ebdd9655951e35f'}",0.0,11967488.0,0.0,11967488.0,0.0,877.031183598
0.0,51.319114685058594,0.0,0.0,33341.286816694206,3.283169569545663e-11,0.0,1774363120.7347116,0.0,3.036492216779152e-06,0.0,0.0,4.244140625,0.0,,0.0,12221440.0,0.0,12221440.0,0.0,888.846031592
0.0,50.49911880493164,0.0,0.0,33188.132002628125,3.354940977806642e-11,0.0,1774363132.332181,0.0,3.7013821838627337e-06,0.0,0.0,4.47265625,0.0,,0.0,12475392.0,0.0,12475392.0,0.0,900.420320595
0.0,51.05937194824219,0.0,0.0,33276.488827207904,3.297166706328625e-11,0.0,1774363143.9060585,0.0,3.2615680538583547e-06,0.0,0.0,4.41796875,0.0,,0.0,12729344.0,0.0,12729344.0,0.0,911.993360101
0.0,51.72205352783203,0.0,0.0,33255.59365673663,3.4659507902601305e-11,0.0,1774363155.4796703,0.0,4.73887484986335e-06,0.0,0.0,4.14453125,0.0,,0.0,12983296.0,0.0,12983296.0,0.0,923.55542123
0.0,52.05317687988281,0.0,0.0,33336.58585480297,3.301871623340169e-11,0.0,1774363204.271946,0.0,3.482150304989773e-06,0.0,0.0,3.919921875,0.0,"{'path': 'media/html/render_13237248_f94447b6c646345518df.html', 'size': 4700829.0, '_type': 'html-file', 'sha256': 'f94447b6c646345518df537662b8e5e7c3dbc1d5df87860f3ebdd9655951e35f'}",0.0,13237248.0,0.0,13237248.0,0.0,960.785156246
0.0,49.787986755371094,0.0,0.0,33251.680809404694,3.27107022024542e-11,0.0,1774363204.465587,0.0,2.993382167915115e-06,0.0,0.0,4.708984375,0.0,,0.0,13491200.0,0.0,13491200.0,0.0,972.56855099
0.0,50.33909606933594,0.0,0.0,33246.69894584601,3.3174865632368267e-11,0.0,1774363216.0547495,0.0,3.508158897602698e-06,0.0,0.0,4.01171875,0.0,,0.0,13745152.0,0.0,13745152.0,0.0,984.14958254
0.0,50.01531219482422,0.0,0.0,33242.345189473075,3.296115810846878e-11,0.0,1774363227.6357477,0.0,3.2202810871240217e-06,0.0,0.0,4.48046875,0.0,,0.0,13999104.0,0.0,13999104.0,0.0,995.705329102
0.0,51.02712631225586,0.0,0.0,33354.68008429608,3.2919521275598385e-11,0.0,1774363239.191484,0.0,3.2013633699534694e-06,0.0,0.0,4.23828125,0.0,,0.0,14253056.0,0.0,14253056.0,0.0,1007.27505555
0.0,51.25538635253906,0.0,0.0,33278.657560049964,3.2827424806258776e-11,0.0,1774363288.073793,0.0,3.0047615382500226e-06,0.0,0.0,3.9453125,0.0,"{'path': 'media/html/render_14507008_f94447b6c646345518df.html', 'size': 4700829.0, '_type': 'html-file', 'sha256': 'f94447b6c646345518df537662b8e5e7c3dbc1d5df87860f3ebdd9655951e35f'}",0.0,14507008.0,0.0,14507008.0,0.0,1044.587065419
0.0,52.010887145996094,0.0,0.0,33346.21355326215,3.294304412593263e-11,0.0,1774363288.2835445,0.0,3.1878400932328077e-06,0.0,0.0,4.193359375,0.0,,0.0,14760960.0,0.0,14760960.0,0.0,1056.40743366
0.0,50.898109436035156,0.0,0.0,33152.14269585656,3.276034304944275e-11,0.0,1774363299.893127,0.0,3.2466980428580428e-06,0.0,0.0,4.412109375,0.0,,0.0,15014912.0,0.0,15014912.0,0.0,1067.972820096
0.0,50.906375885009766,0.0,0.0,33315.60891476133,3.29729195336359e-11,0.0,1774363311.4590092,0.0,3.047347718165838e-06,0.0,0.0,4.25390625,0.0,,0.0,15268864.0,0.0,15268864.0,0.0,1079.548453646
0.0,49.67219161987305,0.0,0.0,33256.1034639988,3.285518385132136e-11,0.0,1774363323.03455,0.0,3.1539548217551783e-06,0.0,0.0,4.779296875,0.0,,0.0,15522816.0,0.0,15522816.0,0.0,1091.122871974
0.0,52.60929870605469,0.0,0.0,33290.737353066186,3.3247925246282506e-11,0.0,1774363372.030938,0.0,3.6994733818573877e-06,0.0,0.0,3.775390625,0.0,"{'_type': 'html-file', 'sha256': 'f94447b6c646345518df537662b8e5e7c3dbc1d5df87860f3ebdd9655951e35f', 'path': 'media/html/render_15776768_f94447b6c646345518df.html', 'size': 4700829.0}",0.0,15776768.0,0.0,15776768.0,0.0,1128.544163539
0.0,51.90950012207031,0.0,0.0,33264.06409124184,3.357670738668439e-11,0.0,1774363372.2310066,0.0,3.838839802483562e-06,0.0,0.0,3.513671875,0.0,,0.0,16030720.0,0.0,16030720.0,0.0,1140.330193945
0.0,50.34931945800781,0.0,0.0,33275.72682280931,3.219952776634116e-11,0.0,1774363383.8161995,0.0,2.496939487173222e-06,0.0,0.0,4.46484375,0.0,,0.0,16284672.0,0.0,16284672.0,0.0,1151.910797908
0.0,51.66896057128906,0.0,0.0,33226.83823519962,3.319487393294018e-11,0.0,1774363395.3970792,0.0,3.322410975670209e-06,0.0,0.0,4.310546875,0.0,,0.0,16538624.0,0.0,16538624.0,0.0,1163.47256253
0.0,50.58757781982422,0.0,0.0,33328.32872903724,3.406955967344416e-11,0.0,1774363406.9586656,0.0,4.3754557736974675e-06,0.0,0.0,3.982421875,0.0,,0.0,16792576.0,0.0,16792576.0,0.0,1175.054384302
0.0,49.398658752441406,0.0,0.0,33223.17463543701,3.360524705731116e-11,0.0,1774363456.0105736,0.0,3.7520389923884068e-06,0.0,0.0,4.6796875,0.0,"{'path': 'media/html/render_17046528_f94447b6c646345518df.html', 'size': 4700829.0, '_type': 'html-file', 'sha256': 'f94447b6c646345518df537662b8e5e7c3dbc1d5df87860f3ebdd9655951e35f'}",0.0,17046528.0,0.0,17046528.0,0.0,1212.523779422
0.0,51.416603088378906,0.0,0.0,33324.81683140701,3.2658747234348695e-11,0.0,1774363456.2257473,0.0,3.029815616173437e-06,0.0,0.0,4.216796875,0.0,,0.0,17300480.0,0.0,17300480.0,0.0,1224.341932719
0.0,51.484886169433594,0.0,0.0,33158.699261326416,3.331771317172105e-11,0.0,1774363467.8280442,0.0,3.5266582472104346e-06,0.0,0.0,4.080078125,0.0,,0.0,17554432.0,0.0,17554432.0,0.0,1235.906974467
0.0,51.51829528808594,0.0,0.0,33318.568568391405,3.291585753961712e-11,0.0,1774363479.3931966,0.0,3.386254093129537e-06,0.0,0.0,4.150390625,0.0,,0.0,17808384.0,0.0,17808384.0,0.0,1247.497677338
0.0,50.123146057128906,0.0,0.0,33202.56368934924,3.3238987950934273e-11,0.0,1774363490.9838078,0.0,3.5174653021385893e-06,0.0,0.0,4.662109375,0.0,,0.0,18062336.0,0.0,18062336.0,0.0,1259.060483505
0.0,50.28017807006836,0.0,0.0,33330.49588073477,3.3226969786692706e-11,0.0,1774363539.9817867,0.0,3.4179986414528685e-06,0.0,0.0,4.44921875,0.0,"{'path': 'media/html/render_18316288_f94447b6c646345518df.html', 'size': 4700829.0, '_type': 'html-file', 'sha256': 'f94447b6c646345518df537662b8e5e7c3dbc1d5df87860f3ebdd9655951e35f'}",0.0,18316288.0,0.0,18316288.0,0.0,1296.49499464
0.0,50.208492279052734,0.0,0.0,33260.367352182184,3.248263463762058e-11,0.0,1774363540.2302673,0.0,2.670243475222378e-06,0.0,0.0,4.58203125,0.0,,0.0,18570240.0,0.0,18570240.0,0.0,1308.327569317
0.0,51.098045349121094,0.0,0.0,33272.10855793724,3.3473286642493605e-11,0.0,1774363551.8137577,0.0,3.769507884499035e-06,0.0,0.0,4.212890625,0.0,,0.0,18824192.0,0.0,18824192.0,0.0,1319.899470136
0.0,52.00121307373047,0.0,0.0,33265.26500712384,3.293288558525731e-11,0.0,1774363563.3851407,0.0,3.2045381885836832e-06,0.0,0.0,3.748046875,0.0,,0.0,19078144.0,0.0,19078144.0,0.0,1331.449481879
0.0,51.61467742919922,0.0,0.0,33360.52081996297,3.329245559791083e-11,0.0,1774363574.935607,0.0,3.492364612611709e-06,0.0,0.0,3.9609375,0.0,,0.0,19332096.0,0.0,19332096.0,0.0,1343.026884617
0.0,50.68635559082031,0.0,0.0,33252.01610092137,3.247167812414631e-11,0.0,1774363623.9470599,0.0,2.2848357730254065e-06,0.0,0.0,4.263671875,0.0,"{'path': 'media/html/render_19586048_f94447b6c646345518df.html', 'size': 4700829.0, '_type': 'html-file', 'sha256': 'f94447b6c646345518df537662b8e5e7c3dbc1d5df87860f3ebdd9655951e35f'}",0.0,19586048.0,0.0,19586048.0,0.0,1380.460330327
