eval/episode_reward,eval/episode_dist,eval/episode_success,eval/episode_reward_survive,training/sps,training/critic_loss,eval/episode_success_hard,_timestamp,training/log_alpha,training/actor_loss,training/alpha_loss,eval/episode_reward_dist,eval/episode_success_easy,training/entropy,render,eval/episode_success_any,_step,eval/episode_reward_near,step,eval/episode_reward_ctrl,_runtime
0.0,49.635066986083984,0.0,0.0,34165.24335232757,7.029561675153673e-05,0.0,1774362534.2810998,0.0,-0.0024798582307994366,0.0,0.0,4.36328125,0.0,,0.0,3333120.0,0.0,3333120.0,0.0,302.187406106
0.0,50.655670166015625,0.0,0.0,34107.01310249412,3.286647188360803e-05,0.0,1774362545.6736076,0.0,-0.0007957828347571194,0.0,0.0,4.361328125,0.0,,0.0,3587072.0,0.0,3587072.0,0.0,313.56187216
0.0,51.76169204711914,0.0,0.0,34176.0081481953,4.791554601979442e-05,0.0,1774362557.048006,0.0,-0.00045487895840778947,0.0,0.0,4.27734375,0.0,,0.0,3841024.0,0.0,3841024.0,0.0,324.93146992
0.0,51.1077766418457,0.0,0.0,34193.5895105303,2.724212572502438e-05,0.0,1774362568.4176269,0.0,-1.8813567294273525e-05,0.0,0.0,3.953125,0.0,,0.0,4094976.0,0.0,4094976.0,0.0,336.29392857
0.0,50.41676330566406,0.0,0.0,34210.08469716557,2.532092184992507e-05,0.0,1774362616.7998502,0.0,-0.0002033975179074332,0.0,0.0,4.564453125,0.0,"{'sha256': 'f94447b6c646345518df537662b8e5e7c3dbc1d5df87860f3ebdd9655951e35f', 'path': 'media/html/render_4348928_f94447b6c646345518df.html', 'size': 4700829.0, '_type': 'html-file'}",0.0,4348928.0,0.0,4348928.0,0.0,373.313106454
0.0,50.00616455078125,0.0,0.0,34211.19226758729,1.7005226254696026e-05,0.0,1774362617.0002692,0.0,-0.0002448402810841799,0.0,0.0,4.01171875,0.0,,0.0,4602880.0,0.0,4602880.0,0.0,384.901590405
0.0,48.92995834350586,0.0,0.0,34133.71919364002,1.2026018339383882e-05,0.0,1774362628.387253,0.0,-0.00018665558309294283,0.0,0.0,4.8125,0.0,,0.0,4856832.0,0.0,4856832.0,0.0,396.264335822
0.0,50.45204162597656,0.0,0.0,34220.75903439769,2.5631024982430972e-05,0.0,1774362639.7505252,0.0,-0.00035515602212399244,0.0,0.0,4.55859375,0.0,,0.0,5110784.0,0.0,5110784.0,0.0,407.83761625
0.0,49.429100036621094,0.0,0.0,33272.80491662571,1.9553668607841246e-05,0.0,1774362651.32385,0.0,-0.00038551847683265805,0.0,0.0,4.66796875,0.0,,0.0,5364736.0,0.0,5364736.0,0.0,419.422847928
0.0,51.521568298339844,0.0,0.0,33246.421873513,1.4757568351342343e-05,0.0,1774362700.1820495,0.0,-0.0002819966757670045,0.0,0.0,4.04296875,0.0,"{'_type': 'html-file', 'sha256': 'f94447b6c646345518df537662b8e5e7c3dbc1d5df87860f3ebdd9655951e35f', 'path': 'media/html/render_5618688_f94447b6c646345518df.html', 'size': 4700829.0}",0.0,5618688.0,0.0,5618688.0,0.0,456.695309474
0.0,47.50542449951172,0.0,0.0,33275.7704837832,1.8571568944025785e-05,0.0,1774362700.3863392,0.0,-0.0003144217189401388,0.0,0.0,5.10546875,0.0,,0.0,5872640.0,0.0,5872640.0,0.0,468.518330458
0.0,50.895103454589844,0.0,0.0,33134.96633199108,1.2598131434060633e-05,0.0,1774362712.004506,0.0,-0.0002229463279945776,0.0,0.0,4.16015625,0.0,,0.0,6126592.0,0.0,6126592.0,0.0,480.118497811
0.0,50.66627502441406,0.0,0.0,33157.246954077316,3.427524688959238e-06,0.0,1774362723.604791,0.0,-0.00014095923688728362,0.0,0.0,4.26953125,0.0,,0.0,6380544.0,0.0,6380544.0,0.0,491.706185199
0.0,51.065391540527344,0.0,0.0,33221.86381227689,9.415124623046722e-06,0.0,1774362735.192466,0.0,-0.0001536758354632184,0.0,0.0,4.48046875,0.0,,0.0,6634496.0,0.0,6634496.0,0.0,503.29801861
