step,success_rate
1333248,0.0
1587200,0.0
1841152,0.0
2095104,0.0
2349056,0.0078125
2603008,0.0
2856960,0.0
3110912,0.0
3364864,0.0078125
3618816,0.0
3872768,0.0
4126720,0.0
4380672,0.0
4634624,0.0
4888576,0.0
5142528,0.0
5396480,0.0078125
5650432,0.00390625
5904384,0.00390625
6158336,0.0078125
6412288,0.0
6666240,0.00390625
6920192,0.015625
7174144,0.00390625
7428096,0.0
7682048,0.0
7936000,0.0
8189952,0.0078125
8443904,0.0078125
8697856,0.0
8951808,0.0
9205760,0.00390625
9459712,0.00390625
9713664,0.0
9967616,0.0
10221568,0.00390625
10475520,0.0
10729472,0.0234375
10983424,0.0
11237376,0.0
11491328,0.00390625
11745280,0.0078125
11999232,0.0
12253184,0.0
12507136,0.0
12761088,0.0
13015040,0.00390625
13268992,0.00390625
13522944,0.0
13776896,0.0
14030848,0.0
14284800,0.0
14538752,0.0
14792704,0.0
15046656,0.0
15300608,0.0
15554560,0.0
15808512,0.0
16062464,0.01171875
16316416,0.0
16570368,0.0
16824320,0.0078125
17078272,0.0
17332224,0.0
17586176,0.0
17840128,0.0
18094080,0.0
18348032,0.0
18601984,0.0
18855936,0.0
19109888,0.0
19363840,0.0
19617792,0.0
19871744,0.0
20125696,0.0
20379648,0.0
20633600,0.0
20887552,0.0
21141504,0.0
21395456,0.0
21649408,0.0
21903360,0.00390625
22157312,0.0
22411264,0.0
22665216,0.0
22919168,0.0
23173120,0.0
23427072,0.0
23681024,0.0
23934976,0.0
24188928,0.0
24442880,0.0
24696832,0.0
24950784,0.0
25204736,0.0
25458688,0.0
25712640,0.0
25966592,0.0
26220544,0.0
26474496,0.0
26728448,0.0
26982400,0.0
27236352,0.0
27490304,0.0
27744256,0.0
27998208,0.0
28252160,0.0
28506112,0.0
28760064,0.0
29014016,0.0
29267968,0.0
29521920,0.0
29775872,0.0
30029824,0.0
30283776,0.0
30537728,0.0
30791680,0.0
31045632,0.0
31299584,0.0
31553536,0.0
31807488,0.0
32061440,0.0
32315392,0.0
32569344,0.0
32823296,0.0
33077248,0.0
33331200,0.0
33585152,0.0
33839104,0.0
34093056,0.0
34347008,0.0
34600960,0.0
34854912,0.0
35108864,0.0
35362816,0.0
35616768,0.0
35870720,0.0
36124672,0.0
36378624,0.0
36632576,0.0
36886528,0.0
37140480,0.0
37394432,0.0
37648384,0.0
37902336,0.0
38156288,0.0
38410240,0.0
38664192,0.0
38918144,0.0
39172096,0.0
39426048,0.0
39680000,0.0
39933952,0.0
40187904,0.0
40441856,0.0
40695808,0.0
40949760,0.0
41203712,0.0
41457664,0.0
41711616,0.0
41965568,0.0
42219520,0.0
42473472,0.0
42727424,0.0
42981376,0.0
43235328,0.0
43489280,0.0
43743232,0.00390625
43997184,0.0
44251136,0.0
44505088,0.0
44759040,0.0
45012992,0.0
45266944,0.0
45520896,0.0
45774848,0.0
46028800,0.0
46282752,0.0
46536704,0.0
46790656,0.0
47044608,0.0
47298560,0.0
47552512,0.0
47806464,0.0
48060416,0.0
48314368,0.0
48568320,0.0
48822272,0.0
49076224,0.0
49330176,0.0
49584128,0.0
49838080,0.0
50092032,0.0
50345984,0.0
50599936,0.0
50853888,0.0
51107840,0.00390625
51361792,0.0
51615744,0.0
