eval/episode_reward_dist,training/alpha_loss,_runtime,eval/episode_reward,eval/episode_reward_ctrl,eval/episode_reward_survive,training/actor_loss,step,eval/episode_reward_near,training/log_alpha,eval/episode_success_any,training/entropy,render,eval/episode_success,_step,eval/episode_success_easy,eval/episode_success_hard,training/critic_loss,_timestamp,eval/episode_dist,training/sps
-21.416637420654297,-3.237741475459188e-05,364.477727663,955.7705078125,0.0,0.0,-77.95851135253906,8697856.0,0.0,0.0,1.0,0.0,"{'size': 909045, '_type': 'html-file', 'sha256': '376b242651bed2d1a52f04b539905015723d62a49b5014e5e81d685580a7815b', 'path': 'media/html/render_8697856_376b242651bed2d1a52f.html'}",955.7705078125,8697856.0,0.0,0.0,1.0781315565109253,1773908701.648864,21.416637420654297,33958.38639011882
-19.885570526123047,7.922335498733446e-05,372.859847089,969.232421875,0.0,0.0,-78.94363403320312,8951808.0,0.0,0.0,1.0,0.0,,969.232421875,8951808.0,0.0,0.0,1.0462138652801514,1773908701.7967813,19.885570526123047,33977.237967520734
-22.295948028564453,3.9615071727894247e-05,381.101778152,964.8984375,0.0,0.0,-79.1967544555664,9205760.0,0.0,0.0,1.0,0.0,,964.8984375,9205760.0,0.0,0.0,1.0311570167541504,1773908710.0304174,22.295948028564453,33808.9019256328
-21.416074752807617,4.135210838285275e-05,389.302227913,970.435546875,0.0,0.0,-79.79804992675781,9459712.0,0.0,0.0,1.0,0.0,,970.435546875,9459712.0,0.0,0.0,0.9616686105728149,1773908718.272393,21.416074752807617,33761.97497735418
-19.459558486938477,7.290290523087606e-05,397.504516721,969.6259765625,0.0,0.0,-80.7779769897461,9713664.0,0.0,0.0,1.0,0.0,,969.6259765625,9713664.0,0.0,0.0,0.8920654654502869,1773908726.4729288,19.459558486938477,33944.05508949596
-20.518447875976562,2.3774464352754876e-05,414.648820769,970.2646484375,0.0,0.0,-80.84548950195312,9967616.0,0.0,0.0,0.9990234375,0.0,"{'path': 'media/html/render_9967616_74e668ce150ceb195c63.html', 'size': 908945, '_type': 'html-file', 'sha256': '74e668ce150ceb195c63013e1cdf1e840a624b407d564e1a7949143a4a8897aa'}",970.2646484375,9967616.0,0.0,0.0,0.8881356120109558,1773908751.819874,20.518447875976562,33949.67881515752
-21.734210968017578,3.944680793210864e-05,423.037460974,966.828125,0.0,0.0,-81.61063385009766,10221568.0,0.0,0.0,0.9970703125,0.0,,966.828125,10221568.0,0.0,0.0,0.9045705199241638,1773908751.971643,21.734210968017578,33804.051020525716
-20.731895446777344,3.9435868529835716e-05,431.275402447,968.546875,0.0,0.0,-83.41734313964844,10475520.0,0.0,0.0,0.9990234375,0.0,,968.546875,10475520.0,0.0,0.0,0.8001490831375122,1773908760.2081823,20.731895446777344,33806.29765021971
-23.510669708251953,4.522817471297458e-05,439.547035016,967.501953125,0.0,0.0,-84.82046508789062,10729472.0,0.0,0.0,0.998046875,0.0,,967.501953125,10729472.0,0.0,0.0,0.7415839433670044,1773908768.4461868,23.510669708251953,33776.06401176673
-22.248409271240234,6.815246888436377e-05,447.821390474,957.75,0.0,0.0,-87.43943786621094,10983424.0,0.0,0.0,1.0,0.0,,957.75,10983424.0,0.0,0.0,0.6274740695953369,1773908776.7176874,22.248409271240234,33641.34268776717
-21.636011123657227,7.415003346977755e-05,465.425938918,969.3037109375,0.0,0.0,-89.24604797363281,11237376.0,0.0,0.0,0.9990234375,0.0,"{'size': 908405, '_type': 'html-file', 'sha256': 'f88908ab823c334b50c98f2e777e64748fc1a90be1a3d2d7d5a6b5826913108d', 'path': 'media/html/render_11237376_f88908ab823c334b50c9.html'}",969.3037109375,11237376.0,0.0,0.0,0.5275404453277588,1773908802.5970955,21.636011123657227,33754.60005339755
-24.401729583740234,6.330442556645721e-05,473.823877484,968.1181640625,0.0,0.0,-90.58130645751953,11491328.0,0.0,0.0,0.9990234375,0.0,,968.1181640625,11491328.0,0.0,0.0,0.41334983706474304,1773908802.7466772,24.401729583740234,33590.68081432635
-22.076553344726562,0.0001041432551573962,482.101204769,967.27734375,0.0,0.0,-91.88064575195312,11745280.0,0.0,0.0,0.9990234375,0.0,,967.27734375,11745280.0,0.0,0.0,0.30680903792381287,1773908810.9945612,22.076553344726562,33753.2244993439
-21.610179901123047,3.1768111512064934e-05,490.324424696,969.6845703125,0.0,0.0,-92.30215454101562,11999232.0,0.0,0.0,0.998046875,0.0,,969.6845703125,11999232.0,0.0,0.0,0.2884991765022278,1773908819.271845,21.610179901123047,33609.64906205533
-21.132854461669922,5.025693462812342e-05,498.608729137,971.8193359375,0.0,0.0,-93.20394134521484,12253184.0,0.0,0.0,1.0,0.0,,971.8193359375,12253184.0,0.0,0.0,0.20625357329845428,1773908827.4951954,21.132854461669922,33844.521040680236
-21.747135162353516,6.201738870004192e-05,515.771654893,961.162109375,0.0,0.0,-94.11038970947266,12507136.0,0.0,0.0,1.0,0.0,"{'_type': 'html-file', 'sha256': '286be44a11033cbcfb62e79485ae0208b721f692301809a1c09040bd36f0394e', 'path': 'media/html/render_12507136_286be44a11033cbcfb62.html', 'size': 908013}",961.162109375,12507136.0,0.0,0.0,0.14248792827129364,1773908852.942842,21.747135162353516,33577.88384169147
-20.2860107421875,5.008854350307956e-05,524.189661635,968.7998046875,0.0,0.0,-94.41830444335938,12761088.0,0.0,0.0,1.0,0.0,,968.7998046875,12761088.0,0.0,0.0,0.12095238268375397,1773908853.0909507,20.2860107421875,33698.99990277722
-21.03476333618164,1.8434622688801028e-05,532.45477599,970.111328125,0.0,0.0,-94.68479919433594,13015040.0,0.0,0.0,1.0,0.0,,970.111328125,13015040.0,0.0,0.0,0.0971389189362526,1773908861.3602257,21.03476333618164,33668.41183486118
-23.60092544555664,4.3242198444204405e-05,540.744235142,967.93359375,0.0,0.0,-95.488037109375,13268992.0,0.0,0.0,1.0,0.0,,967.93359375,13268992.0,0.0,0.0,0.06432527303695679,1773908869.6254616,23.60092544555664,33654.030713754866
-24.0900821685791,1.0052965990325902e-05,549.005790297,969.7392578125,0.0,0.0,-96.05386352539062,13522944.0,0.0,0.0,0.9990234375,0.0,,969.7392578125,13522944.0,0.0,0.0,0.05503648519515991,1773908877.9149046,24.0900821685791,33548.59185639496
-21.925994873046875,2.0646579287131317e-05,566.383949886,963.5244140625,0.0,0.0,-96.48095703125,13776896.0,0.0,0.0,0.9990234375,0.0,"{'_type': 'html-file', 'sha256': '1f6e11ac60c3b642bbe274afbc373eb9181526c757a2778659ef2a4474536701', 'path': 'media/html/render_13776896_1f6e11ac60c3b642bbe2.html', 'size': 908017}",963.5244140625,13776896.0,0.0,0.0,0.04652119800448418,1773908903.5551066,21.925994873046875,33668.870522362675
-23.184547424316406,1.2884315765404608e-05,574.815219161,957.0908203125,0.0,0.0,-96.72504425048828,14030848.0,0.0,0.0,0.994140625,0.0,,957.0908203125,14030848.0,0.0,0.0,0.04340324550867081,1773908903.7143512,23.184547424316406,33683.71916325255
-22.40509033203125,1.1069274478359148e-05,583.044677376,968.9462890625,0.0,0.0,-96.9044189453125,14284800.0,0.0,0.0,1.0,0.0,,968.9462890625,14284800.0,0.0,0.0,0.038179464638233185,1773908911.9858942,22.40509033203125,33642.04608745262
-21.940673828125,1.6137260899995454e-05,591.304945992,973.9189453125,0.0,0.0,-97.0769271850586,14538752.0,0.0,0.0,1.0,0.0,,973.9189453125,14538752.0,0.0,0.0,0.03659277409315109,1773908920.2153223,21.940673828125,33817.99481817101
-24.05670166015625,-8.569639248889871e-06,599.553301101,956.2060546875,0.0,0.0,-97.29640197753906,14792704.0,0.0,0.0,0.9951171875,0.0,,956.2060546875,14792704.0,0.0,0.0,0.0352967344224453,1773908928.475714,24.05670166015625,33673.025885268806
-25.152191162109375,1.8073918909067288e-05,616.794650167,958.6923828125,0.0,0.0,-97.4616928100586,15046656.0,0.0,0.0,0.9990234375,0.0,"{'_type': 'html-file', 'sha256': 'a655b9b19da9bea8f8a928f548387884db551f8756a616a8ef5d5a679e21df76', 'path': 'media/html/render_15046656_a655b9b19da9bea8f8a9.html', 'size': 909013}",958.6923828125,15046656.0,0.0,0.0,0.03329320251941681,1773908953.9657402,25.152191162109375,33745.722964374414
-25.000762939453125,-9.119304195337463e-06,625.217158121,969.59765625,0.0,0.0,-97.53895568847656,15300608.0,0.0,0.0,1.0,0.0,,969.59765625,15300608.0,0.0,0.0,0.033409684896469116,1773908954.1190608,25.000762939453125,33702.43435489988
-36.68342590332031,1.7924576241057366e-05,633.460318264,900.3232421875,0.0,0.0,-97.62915802001953,15554560.0,0.0,0.0,0.9970703125,0.0,,900.3232421875,15554560.0,0.0,0.0,0.03042394109070301,1773908962.387852,36.68342590332031,33660.819233267845
-26.66240692138672,-7.370282401097938e-05,641.723963738,932.67578125,0.0,0.0,-97.57868957519531,15808512.0,0.0,0.0,0.994140625,0.0,,932.67578125,15808512.0,0.0,0.0,0.04852066934108734,1773908970.6310265,26.66240692138672,33749.350874156225
-25.097522735595703,-0.00025327649200335145,649.984831901,958.8525390625,0.0,0.0,-97.48402404785156,16062464.0,0.0,0.0,0.9931640625,0.0,,958.8525390625,16062464.0,0.0,0.0,0.09690485149621964,1773908978.8947093,25.097522735595703,33677.74022805021
-28.111488342285156,2.3970753773028264e-06,667.715676694,908.8544921875,0.0,0.0,-97.312255859375,16316416.0,0.0,0.0,0.9873046875,0.0,"{'path': 'media/html/render_16316416_8244e04391a9a2d9dbfe.html', 'size': 913549, '_type': 'html-file', 'sha256': '8244e04391a9a2d9dbfee293bca4020b91681020e329531f77323caf32a300e7'}",908.8544921875,16316416.0,0.0,0.0,0.09199455380439758,1773909004.8868177,28.111488342285156,33676.494440060625
-27.505022048950195,-0.0001683701411820948,676.129696571,928.1357421875,0.0,0.0,-97.05924224853516,16570368.0,0.0,0.0,0.9892578125,0.0,,928.1357421875,16570368.0,0.0,0.0,0.38581758737564087,1773909005.0381806,27.505022048950195,33672.990756232735
-23.455806732177734,5.569692075368948e-05,684.376082157,964.2177734375,0.0,0.0,-96.93621063232422,16824320.0,0.0,0.0,0.994140625,0.0,,964.2177734375,16824320.0,0.0,0.0,0.4627839922904968,1773909013.300415,23.455806732177734,33693.661418132586
-22.65135955810547,-2.869829404517077e-05,692.622883185,975.734375,0.0,0.0,-96.8453598022461,17078272.0,0.0,0.0,0.9990234375,0.0,,975.734375,17078272.0,0.0,0.0,0.322020560503006,1773909021.5467193,22.65135955810547,33748.046319289635
-25.14020538330078,-3.566693703760393e-05,700.903090124,941.232421875,0.0,0.0,-96.60475158691406,17332224.0,0.0,0.0,0.998046875,0.0,,941.232421875,17332224.0,0.0,0.0,0.4546608030796051,1773909029.7936316,25.14020538330078,33738.74520053224
-25.59640121459961,3.892775930580683e-05,718.376047166,950.0927734375,0.0,0.0,-96.92642974853516,17586176.0,0.0,0.0,0.9853515625,0.0,"{'_type': 'html-file', 'sha256': '209ad57b050ff7faccddafba9408f33c3e0edfcc1ec2ae688a37cf1c66230b8d', 'path': 'media/html/render_17586176_209ad57b050ff7faccdd.html', 'size': 908909}",950.0927734375,17586176.0,0.0,0.0,0.23175179958343506,1773909055.547186,25.59640121459961,33592.90976584823
-22.817176818847656,-1.9070030248258263e-05,726.83277474,974.1611328125,0.0,0.0,-96.8019790649414,17840128.0,0.0,0.0,0.9990234375,0.0,,974.1611328125,17840128.0,0.0,0.0,0.23881015181541443,1773909055.729016,22.817176818847656,33827.83924470189
-23.512603759765625,2.457634218444582e-05,735.075548046,967.953125,0.0,0.0,-97.17715454101562,18094080.0,0.0,0.0,0.99609375,0.0,,967.953125,18094080.0,0.0,0.0,0.15508665144443512,1773909064.00336,23.512603759765625,33639.64806159353
-24.152587890625,-6.449381999118486e-06,743.315672603,957.55859375,0.0,0.0,-97.02356719970703,18348032.0,0.0,0.0,0.9892578125,0.0,,957.55859375,18348032.0,0.0,0.0,0.1661081612110138,1773909072.2462919,24.152587890625,33752.47793918316
-22.668045043945312,1.4383044799615163e-05,751.559100038,972.048828125,0.0,0.0,-97.0531997680664,18601984.0,0.0,0.0,0.9951171875,0.0,,972.048828125,18601984.0,0.0,0.0,0.16326962411403656,1773909080.4862976,22.668045043945312,33771.887464147454
-22.683704376220703,1.2306969438213855e-05,768.681207709,972.7919921875,0.0,0.0,-97.09074401855469,18855936.0,0.0,0.0,0.9951171875,0.0,"{'path': 'media/html/render_18855936_be60a301b0c67b7c3153.html', 'size': 908933, '_type': 'html-file', 'sha256': 'be60a301b0c67b7c31538181dbf493f4fa7f0fa1526106d2f754e4700ace18e9'}",972.7919921875,18855936.0,0.0,0.0,0.15736259520053864,1773909105.852393,22.683704376220703,33749.00654741922
-22.534282684326172,1.9286611859570257e-05,777.083664949,971.9697265625,0.0,0.0,-97.36202239990234,19109888.0,0.0,0.0,0.998046875,0.0,,971.9697265625,19109888.0,0.0,0.0,0.09240257740020752,1773909106.0009608,22.534282684326172,33780.11303617965
-24.484371185302734,-1.3671950682692113e-06,785.329151456,948.7255859375,0.0,0.0,-97.18183898925781,19363840.0,0.0,0.0,0.9892578125,0.0,,948.7255859375,19363840.0,0.0,0.0,0.13732163608074188,1773909114.2538538,24.484371185302734,33726.77065573826
-23.98100471496582,-4.263958089723019e-06,793.585368755,961.5751953125,0.0,0.0,-97.2901611328125,19617792.0,0.0,0.0,0.9951171875,0.0,,961.5751953125,19617792.0,0.0,0.0,0.09973015636205673,1773909122.499877,23.98100471496582,33742.67945791198
-24.955791473388672,3.3690307645883877e-06,801.85661572,964.4140625,0.0,0.0,-97.40515899658203,19871744.0,0.0,0.0,1.0,0.0,,964.4140625,19871744.0,0.0,0.0,0.12488240003585815,1773909130.7560863,24.955791473388672,33691.10150706168
-21.03289794921875,6.2350450207304675e-06,819.368397319,976.4599609375,0.0,0.0,-97.27933502197266,20125696.0,0.0,0.0,1.0,0.0,"{'path': 'media/html/render_20125696_77f2d6ccaf446a21d579.html', 'size': 906649, '_type': 'html-file', 'sha256': '77f2d6ccaf446a21d579e042db366e992130f2b0fe9e3e7f208f4c1fa519028f'}",976.4599609375,20125696.0,0.0,0.0,0.11953964084386826,1773909156.5395107,21.03289794921875,33643.90566937103
-22.482606887817383,-1.2223316844028886e-05,827.777569663,977.4609375,0.0,0.0,-97.28318786621094,20379648.0,0.0,0.0,0.9990234375,0.0,,977.4609375,20379648.0,0.0,0.0,0.10568095743656158,1773909156.7013733,22.482606887817383,33751.862960993414
-22.001543045043945,1.808201523090247e-05,836.047667477,976.7548828125,0.0,0.0,-97.42784881591797,20633600.0,0.0,0.0,0.998046875,0.0,,976.7548828125,20633600.0,0.0,0.0,0.11079757660627365,1773909164.948257,22.001543045043945,33742.867589915164
-23.909645080566406,2.3099508325685747e-05,844.304422447,974.2578125,0.0,0.0,-97.39239501953125,20887552.0,0.0,0.0,0.9970703125,0.0,,974.2578125,20887552.0,0.0,0.0,0.11034794896841049,1773909173.2182817,23.909645080566406,33629.47964169031
-21.769472122192383,-1.4393898482012446e-06,852.585961049,975.3759765625,0.0,0.0,-97.19850158691406,21141504.0,0.0,0.0,1.0,0.0,,975.3759765625,21141504.0,0.0,0.0,0.09358373284339905,1773909181.4750733,21.769472122192383,33702.81185678733
-22.58918571472168,3.710938926815288e-06,869.992132499,978.7939453125,0.0,0.0,-97.46599578857422,21395456.0,0.0,0.0,1.0,0.0,"{'path': 'media/html/render_21395456_29b34027ff5a778b1777.html', 'size': 914505, '_type': 'html-file', 'sha256': '29b34027ff5a778b17775374c140486fbc659d62f7f4550613fdf4e9a96dfc3b'}",978.7939453125,21395456.0,0.0,0.0,0.07769551128149033,1773909207.1630638,22.58918571472168,33582.57157980883
-21.08871078491211,-1.9323782908031717e-05,878.425800092,977.8251953125,0.0,0.0,-97.35625457763672,21649408.0,0.0,0.0,0.9990234375,0.0,,977.8251953125,21649408.0,0.0,0.0,0.08653797954320908,1773909207.3214176,21.08871078491211,33780.26408999859
-23.210609436035156,1.6945570678217337e-05,886.652540227,976.521484375,0.0,0.0,-97.54706573486328,21903360.0,0.0,0.0,1.0,0.0,,976.521484375,21903360.0,0.0,0.0,0.07360757887363434,1773909215.5964024,23.210609436035156,33632.27337970894
-21.98471450805664,9.919358490151353e-07,894.911773005,978.1015625,0.0,0.0,-97.56816101074219,22157312.0,0.0,0.0,1.0,0.0,,978.1015625,22157312.0,0.0,0.0,0.07594609260559082,1773909223.8231835,21.98471450805664,33833.54703899734
-21.789085388183594,8.367024747713003e-06,903.17582821,978.8583984375,0.0,0.0,-97.48477935791016,22411264.0,0.0,0.0,1.0,0.0,,978.8583984375,22411264.0,0.0,0.0,0.08085786551237106,1773909232.0823233,21.789085388183594,33685.603596084795
-22.33950424194336,-3.265286295572878e-06,920.725220324,974.830078125,0.0,0.0,-97.6195068359375,22665216.0,0.0,0.0,1.0,0.0,"{'path': 'media/html/render_22665216_dca1a60e239fdbfb2f33.html', 'size': 911173, '_type': 'html-file', 'sha256': 'dca1a60e239fdbfb2f331c67a1ae4656fcea91a4d5a8dc19f195f6c949dd5040'}",974.830078125,22665216.0,0.0,0.0,0.06838370114564896,1773909257.8963306,22.33950424194336,33667.48385567755
-22.94939613342285,-1.5941402580210706e-06,929.189769753,972.541015625,0.0,0.0,-97.31389617919922,22919168.0,0.0,0.0,1.0,0.0,,972.541015625,22919168.0,0.0,0.0,0.07776904106140137,1773909258.0800452,22.94939613342285,33615.11265778191
-23.024431228637695,1.2584154319483787e-05,937.459234006,979.9951171875,0.0,0.0,-97.61164855957031,23173120.0,0.0,0.0,1.0,0.0,,979.9951171875,23173120.0,0.0,0.0,0.06654076278209686,1773909266.3602903,23.024431228637695,33607.493175354575
-22.435752868652344,-3.773569233089802e-06,945.720560581,979.37890625,0.0,0.0,-97.5870361328125,23427072.0,0.0,0.0,1.0,0.0,,979.37890625,23427072.0,0.0,0.0,0.06543951481580734,1773909274.6298175,22.435752868652344,33631.95480004644
-22.156513214111328,3.838217992324644e-07,953.968175409,979.189453125,0.0,0.0,-97.5312728881836,23681024.0,0.0,0.0,1.0,0.0,,979.189453125,23681024.0,0.0,0.0,0.06454481929540634,1773909282.8912065,22.156513214111328,33668.8620083277
