eval/episode_reward,eval/episode_dist,eval/episode_success_easy,_runtime,eval/episode_success_any,step,training/entropy,eval/episode_success_hard,eval/episode_reward_ctrl,training/actor_loss,eval/episode_reward_near,eval/episode_success,_step,training/log_alpha,render,training/critic_loss,eval/episode_reward_dist,_timestamp,training/sps,training/alpha_loss,eval/episode_reward_survive
959.005859375,22.856550216674805,0.0,338.697533479,0.9970703125,8189952.0,0.0,0.0,0.0,-76.74317932128906,0.0,959.005859375,8189952.0,0.0,,1.4943093061447144,-22.856550216674805,1773891182.025737,33833.48363236068,8.029164746403694e-06,0.0
958.9521484375,24.854341506958008,0.0,346.883163831,0.99609375,8443904.0,0.0,0.0,0.0,-78.939453125,0.0,958.9521484375,8443904.0,0.0,,1.2965606451034546,-24.854341506958008,1773891190.2677798,33767.238789417075,6.927607319084927e-05,0.0
959.921875,21.62327766418457,0.0,364.061811757,0.99609375,8697856.0,0.0,0.0,0.0,-78.66150665283203,0.0,959.921875,8697856.0,0.0,"{'path': 'media/html/render_8697856_d6abf15eeef59467be11.html', 'size': 908973, '_type': 'html-file', 'sha256': 'd6abf15eeef59467be112374367229ddf308d6f47c2e9075a3a4a6df6dbe4ad0'}",1.3640793561935425,-21.62327766418457,1773891215.6327498,34029.40396647039,-5.623510332952719e-06,0.0
967.13671875,23.9788761138916,0.0,372.521538258,1.0,8951808.0,0.0,0.0,0.0,-79.88125610351562,0.0,967.13671875,8951808.0,0.0,,1.2813626527786255,-23.9788761138916,1773891215.8365793,33958.548786327156,1.3015323020226788e-05,0.0
963.712890625,23.28240966796875,0.0,380.767125633,0.998046875,9205760.0,0.0,0.0,0.0,-81.14961242675781,0.0,963.712890625,9205760.0,0.0,,1.1800676584243774,-23.28240966796875,1773891224.0919275,33727.8087041499,7.835753785911947e-05,0.0
969.4638671875,22.475393295288086,0.0,389.00049616,1.0,9459712.0,0.0,0.0,0.0,-80.71442413330078,0.0,969.4638671875,9459712.0,0.0,,1.1867104768753052,-22.475393295288086,1773891232.3375156,33752.15707820121,-1.4622133676311933e-05,0.0
964.158203125,21.20932388305664,0.0,397.231904593,0.9951171875,9713664.0,0.0,0.0,0.0,-81.62348175048828,0.0,964.158203125,9713664.0,0.0,,1.161850929260254,-21.20932388305664,1773891240.5708897,33802.59848769382,9.67647138168104e-05,0.0
961.251953125,23.990802764892578,0.0,414.922171359,0.9990234375,9967616.0,0.0,0.0,0.0,-82.1693115234375,0.0,961.251953125,9967616.0,0.0,"{'path': 'media/html/render_9967616_8d13c2739cbd8f7d0ebe.html', 'size': 909213, '_type': 'html-file', 'sha256': '8d13c2739cbd8f7d0ebe9fc8a0453b4be13e515b9a3de77a8ab2f6b3e620d2b1'}",1.0970264673233032,-23.990802764892578,1773891266.4930196,33810.358219911526,3.278236181358807e-05,0.0
962.2880859375,23.937252044677734,0.0,423.325639645,0.99609375,10221568.0,0.0,0.0,0.0,-83.24234008789062,0.0,962.2880859375,10221568.0,0.0,,0.9943938255310059,-23.937252044677734,1773891266.6480248,33696.15562733975,4.733804598799907e-05,0.0
965.1064453125,21.39560317993164,0.0,431.581672583,0.9990234375,10475520.0,0.0,0.0,0.0,-83.75237274169922,0.0,965.1064453125,10475520.0,0.0,,0.9792094826698303,-21.39560317993164,1773891274.895914,33751.05336300932,2.9794064175803214e-05,0.0
965.630859375,20.96636962890625,0.0,439.867588472,0.998046875,10729472.0,0.0,0.0,0.0,-86.50145721435547,0.0,965.630859375,10729472.0,0.0,,0.786884069442749,-20.96636962890625,1773891283.1522012,33701.06731430987,0.0001327891368418932,0.0
970.1689453125,21.824993133544922,0.0,448.160663411,1.0,10983424.0,0.0,0.0,0.0,-88.84225463867188,0.0,970.1689453125,10983424.0,0.0,,0.5976062417030334,-21.824993133544922,1773891291.4380283,33572.182614699,6.563815986737609e-05,0.0
970.3203125,20.91579818725586,0.0,465.547808779,1.0,11237376.0,0.0,0.0,0.0,-90.53003692626953,0.0,970.3203125,11237376.0,0.0,"{'sha256': '2e83b60a8e0c43cfca86ff309f58008f15763e1e5503cc753082d9b0e19ed972', 'path': 'media/html/render_11237376_2e83b60a8e0c43cfca86.html', 'size': 907849, '_type': 'html-file'}",0.43059787154197693,-20.91579818725586,1773891317.1186757,33679.135194066286,9.58138843998313e-05,0.0
973.4033203125,20.4837589263916,0.0,473.953233983,1.0,11491328.0,0.0,0.0,0.0,-91.66317749023438,0.0,973.4033203125,11491328.0,0.0,,0.3175436854362488,-20.4837589263916,1773891317.2734313,33609.86434777999,7.820579776307568e-05,0.0
974.8515625,20.73584747314453,0.0,482.253676393,1.0,11745280.0,0.0,0.0,0.0,-92.8346939086914,0.0,974.8515625,11745280.0,0.0,,0.22006647288799286,-20.73584747314453,1773891325.5236514,33741.53253943173,6.760407995898277e-05,0.0
970.78515625,21.948564529418945,0.0,490.507019974,0.9990234375,11999232.0,0.0,0.0,0.0,-94.05990600585938,0.0,970.78515625,11999232.0,0.0,,0.1346292346715927,-21.948564529418945,1773891333.8241792,33507.9479556413,4.47945567429997e-05,0.0
974.69921875,20.79277229309082,0.0,498.798108097,1.0,12253184.0,0.0,0.0,0.0,-95.0770492553711,0.0,974.69921875,12253184.0,0.0,,0.0861428752541542,-20.79277229309082,1773891342.077578,33720.438022315255,6.27965055173263e-05,0.0
966.69921875,23.26904296875,0.0,516.327657612,1.0,12507136.0,0.0,0.0,0.0,-95.60867309570312,0.0,966.69921875,12507136.0,0.0,"{'path': 'media/html/render_12507136_d829232d1bd78b36f70e.html', 'size': 906637, '_type': 'html-file', 'sha256': 'd829232d1bd78b36f70e4bc96aeb01a6cf19042a879cb9e826a40543256db2b8'}",0.06370159983634949,-23.26904296875,1773891367.8986197,33547.72964045552,2.616592973936349e-05,0.0
943.7216796875,24.874866485595703,0.0,524.732192872,1.0,12761088.0,0.0,0.0,0.0,-96.14242553710938,0.0,943.7216796875,12761088.0,0.0,,0.05294487252831459,-24.874866485595703,1773891368.047696,33540.13116597368,1.9984272512374446e-05,0.0
969.4921875,23.604366302490234,0.0,532.965900645,0.998046875,13015040.0,0.0,0.0,0.0,-96.6570816040039,0.0,969.4921875,13015040.0,0.0,,0.04460582137107849,-23.604366302490234,1773891376.3025882,33718.53474661697,4.144983904552646e-05,0.0
922.7255859375,28.311504364013672,0.0,541.240129992,0.998046875,13268992.0,0.0,0.0,0.0,-96.91184997558594,0.0,922.7255859375,13268992.0,0.0,,0.03755678981542587,-28.311504364013672,1773891384.536348,33809.412741175925,4.064746462972835e-06,0.0
969.3046875,23.51276969909668,0.0,549.469020799,0.9990234375,13522944.0,0.0,0.0,0.0,-97.24217987060547,0.0,969.3046875,13522944.0,0.0,,0.03639243170619011,-23.51276969909668,1773891392.8106918,33619.24945543004,1.1001466191373765e-05,0.0
970.7607421875,23.28719711303711,0.0,566.80255937,0.998046875,13776896.0,0.0,0.0,0.0,-97.31816101074219,0.0,970.7607421875,13776896.0,0.0,"{'path': 'media/html/render_13776896_7a0eca42c324acaaad81.html', 'size': 910129, '_type': 'html-file', 'sha256': '7a0eca42c324acaaad819ffa1cc4968ef79459dc58a2ec6e5b91ed55d64c8358'}",0.03633485734462738,-23.28719711303711,1773891418.3735178,33826.15800463654,2.186663550673984e-05,0.0
947.095703125,24.491466522216797,0.0,575.253329394,0.99609375,14030848.0,0.0,0.0,0.0,-97.43287658691406,0.0,947.095703125,14030848.0,0.0,,0.03717366233468056,-24.491466522216797,1773891418.527376,33668.256458634205,-2.2797095880378038e-05,0.0
934.0673828125,26.074501037597656,0.0,583.534739571,0.98828125,14284800.0,0.0,0.0,0.0,-97.46153259277344,0.0,934.0673828125,14284800.0,0.0,,0.04093701392412186,-26.074501037597656,1773891426.823614,33553.69632167843,1.585954123584088e-05,0.0
962.2451171875,23.16893768310547,0.0,591.794914354,1.0,14538752.0,0.0,0.0,0.0,-97.54075622558594,0.0,962.2451171875,14538752.0,0.0,,0.03966899961233139,-23.16893768310547,1773891435.1052241,33591.07276630564,-1.8288301362190396e-05,0.0
971.00390625,23.461143493652344,0.0,600.070916423,1.0,14792704.0,0.0,0.0,0.0,-97.58888244628906,0.0,971.00390625,14792704.0,0.0,,0.03829531744122505,-23.461143493652344,1773891443.365332,33687.465865721424,2.8093425498809665e-05,0.0
968.1728515625,23.212358474731445,0.0,617.423506422,1.0,15046656.0,0.0,0.0,0.0,-97.50580596923828,0.0,968.1728515625,15046656.0,0.0,"{'path': 'media/html/render_15046656_b8ac668e83804f8d98d8.html', 'size': 907045, '_type': 'html-file', 'sha256': 'b8ac668e83804f8d98d81e6ad25c07322b612c04738adf5f604c5ca5adfd2989'}",0.042539484798908234,-23.212358474731445,1773891468.9944282,33615.15933563573,-1.72984382516006e-05,0.0
965.041015625,23.50958824157715,0.0,625.852377414,0.998046875,15300608.0,0.0,0.0,0.0,-97.5062255859375,0.0,965.041015625,15300608.0,0.0,,0.048910222947597504,-23.50958824157715,1773891469.1577802,33680.44081656814,1.4681477296107914e-05,0.0
967.1279296875,22.08810043334961,0.0,634.115588475,0.99609375,15554560.0,0.0,0.0,0.0,-97.50064086914062,0.0,967.1279296875,15554560.0,0.0,,0.04715142399072647,-22.08810043334961,1773891477.4225879,33684.227268246745,-1.0183795893681236e-05,0.0
972.1396484375,22.391910552978516,0.0,642.39545439,0.99609375,15808512.0,0.0,0.0,0.0,-97.43140411376953,0.0,972.1396484375,15808512.0,0.0,,0.04735890403389931,-22.391910552978516,1773891485.6856744,33674.94851338241,4.903306489723036e-06,0.0
967.94140625,22.105979919433594,0.0,650.625208403,1.0,16062464.0,0.0,0.0,0.0,-97.5126953125,0.0,967.94140625,16062464.0,0.0,,0.043554820120334625,-22.105979919433594,1773891493.96587,33599.32812844078,-4.745717490095558e-07,0.0
976.4033203125,21.430896759033203,0.0,667.883520096,1.0,16316416.0,0.0,0.0,0.0,-97.58192443847656,0.0,976.4033203125,16316416.0,0.0,"{'path': 'media/html/render_16316416_b0d5a298324efcaf8289.html', 'size': 906557, '_type': 'html-file', 'sha256': 'b0d5a298324efcaf8289017245f407acbfa78e59f7ac8e4c512df2109abbdcf4'}",0.04414726421236992,-21.430896759033203,1773891519.454444,33821.219455712875,2.6789788535097614e-05,0.0
969.4462890625,20.89854621887207,0.0,676.31066639,0.9951171875,16570368.0,0.0,0.0,0.0,-97.58092498779297,0.0,969.4462890625,16570368.0,0.0,,0.04102182760834694,-20.89854621887207,1773891519.6047394,33710.3796740649,1.0904757800744846e-05,0.0
976.5185546875,23.049591064453125,0.0,684.574945494,1.0,16824320.0,0.0,0.0,0.0,-97.57618713378906,0.0,976.5185546875,16824320.0,0.0,,0.04752584174275398,-23.049591064453125,1773891527.880966,33632.7629422204,-2.1582722183666192e-05,0.0
976.8359375,21.955886840820312,0.0,692.842970169,1.0,17078272.0,0.0,0.0,0.0,-97.66724395751953,0.0,976.8359375,17078272.0,0.0,,0.042764801532030106,-21.955886840820312,1773891536.1453087,33668.285192485906,3.431376171647571e-06,0.0
977.2255859375,21.60770034790039,0.0,701.118722852,1.0,17332224.0,0.0,0.0,0.0,-97.76861572265625,0.0,977.2255859375,17332224.0,0.0,,0.044416774064302444,-21.60770034790039,1773891544.413272,33662.87664321336,1.3106054211675655e-05,0.0
976.4111328125,22.658918380737305,0.0,718.340443571,1.0,17586176.0,0.0,0.0,0.0,-97.6726303100586,0.0,976.4111328125,17586176.0,0.0,"{'_type': 'html-file', 'sha256': 'd46057b5792915bfa8258be9cda7531730e27eb5363c2befd04c5a1366ece5f4', 'path': 'media/html/render_17586176_d46057b5792915bfa825.html', 'size': 908345}",0.04657205194234848,-22.658918380737305,1773891569.9113572,33619.66541960229,-1.0788274266815279e-05,0.0
974.3623046875,23.771526336669922,0.0,726.771344704,1.0,17840128.0,0.0,0.0,0.0,-97.67786407470703,0.0,974.3623046875,17840128.0,0.0,,0.04598701372742653,-23.771526336669922,1773891570.06144,33633.07304124917,1.844280632212758e-05,0.0
971.763671875,24.129924774169922,0.0,735.018095804,1.0,18094080.0,0.0,0.0,0.0,-97.77881622314453,0.0,971.763671875,18094080.0,0.0,,0.04348456487059593,-24.129924774169922,1773891578.3415916,33615.934843492956,3.6379919947648887e-06,0.0
977.5400390625,22.32361602783203,0.0,743.251148319,1.0,18348032.0,0.0,0.0,0.0,-97.82852935791016,0.0,977.5400390625,18348032.0,0.0,,0.0427544005215168,-22.32361602783203,1773891586.5884447,33757.205998139216,2.8099930204916745e-06,0.0
977.92578125,23.690073013305664,0.0,751.52126099,1.0,18601984.0,0.0,0.0,0.0,-97.79266357421875,0.0,977.92578125,18601984.0,0.0,,0.04096289351582527,-23.690073013305664,1773891594.8214052,33814.568978995165,-2.197115645685699e-05,0.0
975.849609375,21.669940948486328,0.0,768.813515077,1.0,18855936.0,0.0,0.0,0.0,-97.82537841796875,0.0,975.849609375,18855936.0,0.0,"{'path': 'media/html/render_18855936_131b2944205ceac4cbe6.html', 'size': 911633, '_type': 'html-file', 'sha256': '131b2944205ceac4cbe673f3166120735a6374306ede4193b73d5a3b257ad824'}",0.04601501673460007,-21.669940948486328,1773891620.3844657,33645.551836548264,1.0344489965063985e-05,0.0
976.185546875,25.498382568359375,0.0,777.253633062,1.0,19109888.0,0.0,0.0,0.0,-97.88836669921875,0.0,976.185546875,19109888.0,0.0,,0.0441860668361187,-25.498382568359375,1773891620.5409055,33657.93034787826,-1.004451587505173e-05,0.0
976.4892578125,22.78880500793457,0.0,785.500180161,1.0,19363840.0,0.0,0.0,0.0,-97.85034942626953,0.0,976.4892578125,19363840.0,0.0,,0.04393717274069786,-22.78880500793457,1773891628.823637,33624.859471539305,6.986998869251693e-06,0.0
976.2373046875,22.678159713745117,0.0,793.754303054,1.0,19617792.0,0.0,0.0,0.0,-97.82512664794922,0.0,976.2373046875,19617792.0,0.0,,0.04229981452226639,-22.678159713745117,1773891637.0703735,33743.719554849165,-1.244028169367084e-07,0.0
976.6689453125,24.395713806152344,0.0,802.02962394,0.9990234375,19871744.0,0.0,0.0,0.0,-97.85667419433594,0.0,976.6689453125,19871744.0,0.0,,0.040373507887125015,-24.395713806152344,1773891645.3240058,33716.702126134776,-6.992802354943706e-06,0.0
978.375,22.955001831054688,0.0,819.448608967,1.0,20125696.0,0.0,0.0,0.0,-97.79317474365234,0.0,978.375,20125696.0,0.0,"{'_type': 'html-file', 'sha256': 'd2b697e151e2f47a51ff2307a6c245161a2ae5ef868c3ecaa1d67da6a9079515', 'path': 'media/html/render_20125696_d2b697e151e2f47a51ff.html', 'size': 910257}",0.048208486288785934,-22.955001831054688,1773891671.0195541,33609.6967852539,3.055791967199184e-05,0.0
968.3603515625,23.70144271850586,0.0,827.883692068,1.0,20379648.0,0.0,0.0,0.0,-97.75151062011719,0.0,968.3603515625,20379648.0,0.0,,0.048687778413295746,-23.70144271850586,1773891671.1972604,33719.30008740442,-6.090927399782231e-06,0.0
978.8037109375,23.29065704345703,0.0,836.114428953,1.0,20633600.0,0.0,0.0,0.0,-97.75898742675781,0.0,978.8037109375,20633600.0,0.0,,0.047636568546295166,-23.29065704345703,1773891679.4541743,33711.663180080126,-6.2665708355780225e-06,0.0
977.869140625,21.392913818359375,0.0,844.379512222,1.0,20887552.0,0.0,0.0,0.0,-97.85614013671875,0.0,977.869140625,20887552.0,0.0,,0.04243944585323334,-21.392913818359375,1773891687.684331,33822.10652679288,1.3773070349998306e-05,0.0
977.4873046875,22.332408905029297,0.0,852.648017434,1.0,21141504.0,0.0,0.0,0.0,-97.86885070800781,0.0,977.4873046875,21141504.0,0.0,,0.04167553409934044,-22.332408905029297,1773891695.9499378,33658.72910274263,7.505050234613009e-06,0.0
975.724609375,24.539464950561523,0.0,870.263855358,1.0,21395456.0,0.0,0.0,0.0,-97.95820617675781,0.0,975.724609375,21395456.0,0.0,"{'path': 'media/html/render_21395456_38feb936db1009bd704b.html', 'size': 912313, '_type': 'html-file', 'sha256': '38feb936db1009bd704b279ff3874352e2d53ee9a8a03bb225170046a3975efa'}",0.04042625054717064,-24.539464950561523,1773891721.834757,33649.410173877885,-2.8168178687337786e-06,0.0
974.8134765625,24.41762351989746,0.0,878.672720126,1.0,21649408.0,0.0,0.0,0.0,-97.82756042480469,0.0,974.8134765625,21649408.0,0.0,,0.04182979464530945,-24.41762351989746,1773891721.9872787,33785.63327001149,5.50005609056825e-07,0.0
978.0546875,24.22110939025879,0.0,886.924490977,1.0,21903360.0,0.0,0.0,0.0,-97.85416412353516,0.0,978.0546875,21903360.0,0.0,,0.03722785785794258,-24.22110939025879,1773891730.242432,33831.99418210795,3.202600055374205e-06,0.0
978.326171875,23.551273345947266,0.0,895.185079716,1.0,22157312.0,0.0,0.0,0.0,-97.84050750732422,0.0,978.326171875,22157312.0,0.0,,0.03978103771805763,-23.551273345947266,1773891738.4948232,33715.28697139041,6.949720500415424e-06,0.0
977.5654296875,23.721683502197266,0.0,903.441603277,1.0,22411264.0,0.0,0.0,0.0,-97.8847885131836,0.0,977.5654296875,22411264.0,0.0,,0.03890138491988182,-23.721683502197266,1773891746.7552912,33695.123790031175,-8.353544217243325e-06,0.0
978.5244140625,24.40469741821289,0.0,920.794906459,1.0,22665216.0,0.0,0.0,0.0,-97.94666290283203,0.0,978.5244140625,22665216.0,0.0,"{'path': 'media/html/render_22665216_cdfdf0ef02ce3137d274.html', 'size': 913337, '_type': 'html-file', 'sha256': 'cdfdf0ef02ce3137d274e14a4aadcfa402ec95afb3981d578596c129d329e11b'}",0.03812513127923012,-24.40469741821289,1773891772.3658102,33698.68432230141,2.554304046498146e-05,0.0
979.3876953125,24.746063232421875,0.0,929.204534848,1.0,22919168.0,0.0,0.0,0.0,-97.88652801513672,0.0,979.3876953125,22919168.0,0.0,,0.03910665214061737,-24.746063232421875,1773891772.5094254,33755.56707296764,3.680983354570344e-06,0.0
978.5390625,24.079715728759766,0.0,937.453641605,1.0,23173120.0,0.0,0.0,0.0,-97.95155334472656,0.0,978.5390625,23173120.0,0.0,,0.03405963256955147,-24.079715728759766,1773891780.7746916,33672.65117932945,5.911095286137424e-06,0.0
977.5595703125,22.72222900390625,0.0,945.743009336,1.0,23427072.0,0.0,0.0,0.0,-98.0587387084961,0.0,977.5595703125,23427072.0,0.0,,0.02826886810362339,-22.72222900390625,1773891789.0238605,33744.46465856913,2.3264516130439006e-05,0.0
977.6142578125,23.046903610229492,0.0,953.998692629,1.0,23681024.0,0.0,0.0,0.0,-98.16067504882812,0.0,977.6142578125,23681024.0,0.0,,0.026512708514928818,-23.046903610229492,1773891797.3135138,33552.7186382021,-3.6531662317429436e-06,0.0
