_runtime,eval/episode_reward_dist,_step,eval/episode_success_hard,eval/episode_reward,training/alpha_loss,training/entropy,eval/episode_success_any,training/sps,step,eval/episode_dist,eval/episode_reward_ctrl,eval/episode_success,eval/episode_success_easy,training/critic_loss,_timestamp,training/actor_loss,render,training/log_alpha,eval/episode_reward_survive,eval/episode_reward_near
880.928802159,-22.74227523803711,21649408.0,0.0,979.041015625,-8.007482392713428e-06,0.0,1.0,33672.75975803329,21649408.0,22.74227523803711,0.0,979.041015625,0.0,0.05999551713466644,1773894662.021968,-97.2719955444336,,0.0,0.0,0.0
889.221247658,-23.54848861694336,21903360.0,0.0,974.1044921875,1.957267159014009e-05,0.0,1.0,33844.31886893608,21903360.0,23.54848861694336,0.0,974.1044921875,0.0,0.05203992500901222,1773894670.270715,-97.4560546875,,0.0,0.0,0.0
897.456756963,-23.106033325195312,22157312.0,0.0,978.37890625,-1.3334379218576942e-06,0.0,1.0,33537.24817497587,22157312.0,23.106033325195312,0.0,978.37890625,0.0,0.04983746260404587,1773894678.5632002,-97.50276947021484,,0.0,0.0,0.0
905.718917876,-24.211610794067383,22411264.0,0.0,971.8818359375,1.7536396626383066e-05,0.0,1.0,33801.16753236619,22411264.0,24.211610794067383,0.0,971.8818359375,0.0,0.0487593337893486,1773894686.7985504,-97.47356414794922,,0.0,0.0,0.0
923.090262382,-22.788015365600586,22665216.0,0.0,977.2890625,9.551008588459808e-06,0.0,1.0,33674.33103413129,22665216.0,22.788015365600586,0.0,977.2890625,0.0,0.04521864652633667,1773894712.432676,-97.5210189819336,"{'sha256': 'c32f91b13dd4e923f9ebc72ecef49558066bc777eca3396a1ad91ad82c9cec8d', 'path': 'media/html/render_22665216_c32f91b13dd4e923f9eb.html', 'size': 908541, '_type': 'html-file'}",0.0,0.0,0.0
931.519149083,-23.455585479736328,22919168.0,0.0,976.12109375,5.798024176328909e-06,0.0,1.0,33539.03599343195,22919168.0,23.455585479736328,0.0,976.12109375,0.0,0.03695211187005043,1773894712.5833197,-97.64795684814453,,0.0,0.0,0.0
939.783451992,-23.841205596923828,23173120.0,0.0,976.1103515625,-3.4075962958013406e-06,0.0,1.0,33632.939230692915,23173120.0,23.841205596923828,0.0,976.1103515625,0.0,0.03473253548145294,1773894720.8609672,-97.72075653076172,,0.0,0.0,0.0
948.069690946,-22.95364761352539,23427072.0,0.0,976.2216796875,1.0876775377255399e-05,0.0,1.0,33674.63444783008,23427072.0,22.95364761352539,0.0,976.2216796875,0.0,0.03552022948861122,1773894729.1253078,-97.84204864501953,,0.0,0.0,0.0
956.324326122,-23.745040893554688,23681024.0,0.0,965.5830078125,1.0044760529126506e-05,0.0,1.0,33569.69085425076,23681024.0,23.745040893554688,0.0,965.5830078125,0.0,0.03074326552450657,1773894737.4116697,-97.94642639160156,,0.0,0.0,0.0
973.843642905,-23.387550354003906,23934976.0,0.0,978.6025390625,-6.506072168122046e-06,0.0,1.0,33716.91024714643,23934976.0,23.387550354003906,0.0,978.6025390625,0.0,0.031059565022587776,1773894763.1860359,-97.93794250488281,"{'_type': 'html-file', 'sha256': '13705ee5c4295e7e823fb0344a5526a7164d3fd4c744cee1a971cd2e8f043d98', 'path': 'media/html/render_23934976_13705ee5c4295e7e823f.html', 'size': 910533}",0.0,0.0,0.0
982.287793388,-23.465694427490234,24188928.0,0.0,979.96875,1.3869989743398037e-05,0.0,1.0,33656.25212894415,24188928.0,23.465694427490234,0.0,979.96875,0.0,0.03043603152036667,1773894763.3496997,-97.9849853515625,,0.0,0.0,0.0
990.604454536,-27.04889678955078,24442880.0,0.0,975.9091796875,8.787109436525498e-06,0.0,1.0,33628.464624174514,24442880.0,27.04889678955078,0.0,975.9091796875,0.0,0.02822139859199524,1773894771.629518,-98.03459167480469,,0.0,0.0,0.0
998.876169708,-25.14696502685547,24696832.0,0.0,979.322265625,-1.2626758689293638e-05,0.0,1.0,33431.67926535871,24696832.0,25.14696502685547,0.0,979.322265625,0.0,0.027235252782702446,1773894779.9463494,-98.052490234375,,0.0,0.0,0.0
1007.14711309,-23.56747817993164,24950784.0,0.0,978.845703125,1.8459815692040138e-05,0.0,1.0,33638.87145925175,24950784.0,23.56747817993164,0.0,978.845703125,0.0,0.02484024316072464,1773894788.217875,-98.16377258300781,,0.0,0.0,0.0
1024.809618467,-23.84246826171875,25204736.0,0.0,979.869140625,-4.888562671112595e-06,0.0,1.0,33626.920980680065,25204736.0,23.84246826171875,0.0,979.869140625,0.0,0.02450624480843544,1773894814.1519692,-98.2024154663086,"{'path': 'media/html/render_25204736_cdb5d27527e2c37f0b71.html', 'size': 910645, '_type': 'html-file', 'sha256': 'cdb5d27527e2c37f0b71f96e96df029ba7517a18160783c978cb9cf2450fb264'}",0.0,0.0,0.0
1033.263332648,-25.166919708251953,25458688.0,0.0,973.486328125,1.173363853013143e-05,0.0,1.0,33623.600610353365,25458688.0,25.166919708251953,0.0,973.486328125,0.0,0.02311578392982483,1773894814.314448,-98.28272247314453,,0.0,0.0,0.0
1041.543945846,-24.301712036132812,25712640.0,0.0,978.6513671875,-8.848411198414396e-06,0.0,1.0,33574.5096498451,25712640.0,24.301712036132812,0.0,978.6513671875,0.0,0.022990882396697998,1773894822.6050625,-98.27838134765625,,0.0,0.0,0.0
1049.848562596,-23.944530487060547,25966592.0,0.0,974.48828125,6.765131729480345e-06,0.0,1.0,33592.53684080657,25966592.0,23.944530487060547,0.0,974.48828125,0.0,0.02209770306944847,1773894830.8859344,-98.34503173828125,,0.0,0.0,0.0
1058.112236889,-23.454345703125,26220544.0,0.0,976.5771484375,5.05097250425024e-06,0.0,1.0,33485.70844847185,26220544.0,23.454345703125,0.0,976.5771484375,0.0,0.022891519591212273,1773894839.1903238,-98.38947296142578,,0.0,0.0,0.0
1075.63879558,-22.442564010620117,26474496.0,0.0,978.5986328125,4.447586889000377e-06,0.0,1.0,33688.17332645918,26474496.0,22.442564010620117,0.0,978.5986328125,0.0,0.022575009614229202,1773894864.9811807,-98.39468383789062,"{'_type': 'html-file', 'sha256': '9da03bc7c24822dbf013731fefc64b28ada1c7cb474d490b711f937156a92b77', 'path': 'media/html/render_26474496_9da03bc7c24822dbf013.html', 'size': 906553}",0.0,0.0,0.0
1084.093940216,-24.890926361083984,26728448.0,0.0,974.0830078125,1.8083147779179853e-06,0.0,1.0,33480.22895350228,26728448.0,24.890926361083984,0.0,974.0830078125,0.0,0.022426603361964226,1773894865.1474798,-98.42835998535156,,0.0,0.0,0.0
1092.368598574,-24.76371955871582,26982400.0,0.0,978.2685546875,-1.4937018022465054e-06,0.0,0.9990234375,33576.48454934379,26982400.0,24.76371955871582,0.0,978.2685546875,0.0,0.023395664989948273,1773894873.435765,-98.40886688232422,,0.0,0.0,0.0
1100.651103823,-24.854225158691406,27236352.0,0.0,978.13671875,-2.0553920876409393e-06,0.0,0.9990234375,33622.51271603606,27236352.0,24.854225158691406,0.0,978.13671875,0.0,0.020878249779343605,1773894881.7105184,-98.41925811767578,,0.0,0.0,0.0
1108.957227912,-24.533679962158203,27490304.0,0.0,975.7021484375,6.682795174128842e-06,0.0,1.0,33594.83385159774,27490304.0,24.533679962158203,0.0,975.7021484375,0.0,0.022777875885367393,1773894889.9928684,-98.41453552246094,,0.0,0.0,0.0
1126.373564321,-23.93018341064453,27744256.0,0.0,976.7568359375,4.164000984019367e-06,0.0,1.0,33478.14014459237,27744256.0,23.93018341064453,0.0,976.7568359375,0.0,0.02072698436677456,1773894915.715963,-98.46939086914062,"{'_type': 'html-file', 'sha256': '277628110efa127547507055c1da1985946331ee3590bbb158a599753762bd6d', 'path': 'media/html/render_27744256_277628110efa12754750.html', 'size': 906577}",0.0,0.0,0.0
1134.828686636,-22.12178611755371,27998208.0,0.0,978.083984375,3.489167056613951e-06,0.0,1.0,33494.506124847074,27998208.0,22.12178611755371,0.0,978.083984375,0.0,0.021190907806158066,1773894915.869521,-98.46769714355469,,0.0,0.0,0.0
1143.093154216,-22.38543128967285,28252160.0,0.0,978.7724609375,9.590076842869166e-06,0.0,1.0,33541.5115865776,28252160.0,22.38543128967285,0.0,978.7724609375,0.0,0.023621201515197754,1773894924.1703596,-98.40885162353516,,0.0,0.0,0.0
1151.372211203,-24.30877685546875,28506112.0,0.0,966.359375,-1.3198572560213506e-05,0.0,1.0,33672.33076978545,28506112.0,24.30877685546875,0.0,966.359375,0.0,0.0255887471139431,1773894932.435009,-98.29808044433594,,0.0,0.0,0.0
1159.633970573,-24.006446838378906,28760064.0,0.0,978.8173828125,5.3376456889964174e-06,0.0,1.0,33601.98329452989,28760064.0,24.006446838378906,0.0,978.8173828125,0.0,0.026228317990899086,1773894940.7142057,-98.28781127929688,,0.0,0.0,0.0
1176.660016852,-23.290109634399414,29014016.0,0.0,978.86328125,-2.0003406007162994e-06,0.0,1.0,33686.019073182135,29014016.0,23.290109634399414,0.0,978.86328125,0.0,0.025976598262786865,1773894966.002426,-98.26300811767578,"{'sha256': '46f8175d440032e8556cb7e9d8c31d499a1b71548cf9afebd8937a0e77f09247', 'path': 'media/html/render_29014016_46f8175d440032e8556c.html', 'size': 908521, '_type': 'html-file'}",0.0,0.0,0.0
1185.11137447,-26.203142166137695,29267968.0,0.0,966.7001953125,-1.1545473171281628e-05,0.0,1.0,33519.730673477745,29267968.0,26.203142166137695,0.0,966.7001953125,0.0,0.024813704192638397,1773894966.1699617,-98.28218078613281,,0.0,0.0,0.0
1193.416931293,-24.18647003173828,29521920.0,0.0,978.7861328125,-4.070186150784139e-06,0.0,1.0,33613.69116704831,29521920.0,24.18647003173828,0.0,978.7861328125,0.0,0.02788372151553631,1773894974.4531815,-98.31629943847656,,0.0,0.0,0.0
1201.704487787,-22.882116317749023,29775872.0,0.0,980.0595703125,1.6706166206859052e-05,0.0,1.0,33485.79055980604,29775872.0,22.882116317749023,0.0,980.0595703125,0.0,0.026829291135072708,1773894982.7588453,-98.3639144897461,,0.0,0.0,0.0
1210.01035854,-23.73716163635254,30029824.0,0.0,979.818359375,2.748869974311674e-06,0.0,1.0,33565.41604554817,30029824.0,23.73716163635254,0.0,979.818359375,0.0,0.027478372678160667,1773894991.046377,-98.3818588256836,,0.0,0.0,0.0
1227.494957803,-24.058134078979492,30283776.0,0.0,976.7578125,-8.36212439025985e-06,0.0,1.0,33476.437721364775,30283776.0,24.058134078979492,0.0,976.7578125,0.0,0.02523968182504177,1773895016.8373573,-98.4031982421875,"{'_type': 'html-file', 'sha256': '8f4b7cc111fcb21e8e60104de296801e14b2765798caf34385cbebb9fce639c0', 'path': 'media/html/render_30283776_8f4b7cc111fcb21e8e60.html', 'size': 906057}",0.0,0.0,0.0
1235.975414713,-24.611528396606445,30537728.0,0.0,978.8564453125,1.6328913261531852e-05,0.0,1.0,33538.344286780026,30537728.0,24.611528396606445,0.0,978.8564453125,0.0,0.028583703562617302,1773895017.0039456,-98.38542175292969,,0.0,0.0,0.0
1244.222349815,-23.14828109741211,30791680.0,0.0,979.8955078125,-1.0015954103437252e-05,0.0,1.0,33478.5599900377,30791680.0,23.14828109741211,0.0,979.8955078125,0.0,0.027593232691287994,1773895025.3172662,-98.39431762695312,,0.0,0.0,0.0
1252.505538489,-22.285335540771484,31045632.0,0.0,980.3583984375,9.486097951594274e-06,0.0,1.0,33749.24928634477,31045632.0,22.285335540771484,0.0,980.3583984375,0.0,0.024334203451871872,1773895033.5641792,-98.46794891357422,,0.0,0.0,0.0
1260.765225663,-23.361242294311523,31299584.0,0.0,980.4716796875,8.399902071687393e-06,0.0,1.0,33584.97524124999,31299584.0,23.361242294311523,0.0,980.4716796875,0.0,0.02382187359035015,1773895041.847466,-98.47569274902344,,0.0,0.0,0.0
1278.214402088,-24.886837005615234,31553536.0,0.0,978.1044921875,-1.2205957318656147e-05,0.0,1.0,33704.489389773415,31553536.0,24.886837005615234,0.0,978.1044921875,0.0,0.026179781183600426,1773895067.556681,-98.4952621459961,"{'sha256': '68450ebe0ec25f0cce9a78ae9dd3c6a33dab17f2965e9fa3173effa268b66157', 'path': 'media/html/render_31553536_68450ebe0ec25f0cce9a.html', 'size': 911149, '_type': 'html-file'}",0.0,0.0,0.0
1286.63525478,-24.022247314453125,31807488.0,0.0,980.5205078125,1.0157945325772744e-05,0.0,1.0,33693.00488428293,31807488.0,24.022247314453125,0.0,980.5205078125,0.0,0.021668754518032074,1773895067.713693,-98.53609466552734,,0.0,0.0,0.0
1294.890687747,-24.757171630859375,32061440.0,0.0,979.0146484375,-1.016692567645805e-05,0.0,1.0,33691.553353183735,32061440.0,24.757171630859375,0.0,979.0146484375,0.0,0.024914409965276718,1773895075.9771597,-98.50920867919922,,0.0,0.0,0.0
1303.140076342,-24.992530822753906,32315392.0,0.0,979.7548828125,8.955174052971415e-06,0.0,1.0,33700.862587669864,32315392.0,24.992530822753906,0.0,979.7548828125,0.0,0.024852270260453224,1773895084.2326663,-98.48869323730469,,0.0,0.0,0.0
1311.386303623,-24.718196868896484,32569344.0,0.0,977.431640625,-3.940504939237144e-06,0.0,1.0,33741.45344447946,32569344.0,24.718196868896484,0.0,977.431640625,0.0,0.025413792580366135,1773895092.482034,-98.46726989746094,,0.0,0.0,0.0
1329.072327485,-23.219375610351562,32823296.0,0.0,970.74609375,-1.5350623243648442e-06,0.0,1.0,33744.22519553574,32823296.0,23.219375610351562,0.0,970.74609375,0.0,0.030638672411441803,1773895118.4147317,-98.44744873046875,"{'path': 'media/html/render_32823296_dbeb2909e6e0d862b2c2.html', 'size': 909485, '_type': 'html-file', 'sha256': 'dbeb2909e6e0d862b2c2318b347eb2196fffe78d34067ff1ee61673064e815d6'}",0.0,0.0,0.0
1337.503699838,-23.402549743652344,33077248.0,0.0,980.521484375,-1.3577733852798701e-06,0.0,1.0,33638.827902590034,33077248.0,23.402549743652344,0.0,980.521484375,0.0,0.02455051802098751,1773895118.5747495,-98.52178192138672,,0.0,0.0,0.0
1345.815359631,-23.854503631591797,33331200.0,0.0,980.4716796875,6.77236869250919e-07,0.0,1.0,33657.74209825749,33331200.0,23.854503631591797,0.0,980.4716796875,0.0,0.025722641497850418,1773895126.8456194,-98.52873992919922,,0.0,0.0,0.0
1354.104395642,-22.917644500732422,33585152.0,0.0,977.3935546875,-1.4700310657644877e-06,0.0,1.0,33470.905515554885,33585152.0,22.917644500732422,0.0,977.3935546875,0.0,0.025142667815089226,1773895135.157259,-98.5302734375,,0.0,0.0,0.0
1362.381433237,-23.728073120117188,33839104.0,0.0,980.6435546875,2.062866224150639e-05,0.0,1.0,33562.79097887724,33839104.0,23.728073120117188,0.0,980.6435546875,0.0,0.0238106120377779,1773895143.446329,-98.56706237792969,,0.0,0.0,0.0
1380.001804165,-23.901891708374023,34093056.0,0.0,978.4462890625,-4.545219326246297e-06,0.0,1.0,33614.15897274126,34093056.0,23.901891708374023,0.0,978.4462890625,0.0,0.026086049154400826,1773895169.3440835,-98.55520629882812,"{'sha256': '50fe390b833e192487af16f9f4af0f8a4e3777bed7a86e7015f98dc21604fe2d', 'path': 'media/html/render_34093056_50fe390b833e192487af.html', 'size': 908853, '_type': 'html-file'}",0.0,0.0,0.0
1388.484881189,-25.831235885620117,34347008.0,0.0,980.6201171875,-2.3071081614034483e-06,0.0,1.0,33592.031498209515,34347008.0,25.831235885620117,0.0,980.6201171875,0.0,0.023829713463783264,1773895169.5060875,-98.6295166015625,,0.0,0.0,0.0
1396.77559287,-25.1761474609375,34600960.0,0.0,978.736328125,1.677430304880545e-06,0.0,1.0,33468.71586054855,34600960.0,25.1761474609375,0.0,978.736328125,0.0,0.02179473452270031,1773895177.8263159,-98.60590362548828,,0.0,0.0,0.0
1405.030941081,-24.795108795166016,34854912.0,0.0,976.1923828125,3.0594339932576986e-06,0.0,1.0,33547.54684791727,34854912.0,24.795108795166016,0.0,976.1923828125,0.0,0.02435937337577343,1773895186.1173167,-98.62435150146484,,0.0,0.0,0.0
1413.292598362,-23.834739685058594,35108864.0,0.0,980.3115234375,-3.607711960285087e-06,0.0,1.0,33716.685049653,35108864.0,23.834739685058594,0.0,980.3115234375,0.0,0.020820217207074165,1773895194.3727539,-98.60270690917969,,0.0,0.0,0.0
1430.941119811,-23.0485782623291,35362816.0,0.0,981.0625,5.0204080253024586e-06,0.0,1.0,33675.18486488154,35362816.0,23.0485782623291,0.0,981.0625,0.0,0.026562005281448364,1773895220.2835348,-98.56956481933594,"{'size': 905557, '_type': 'html-file', 'sha256': '6c8ec87b7b5d6fb0f981c4f8f4d57ea0c3787359737ebd40511f02fa819dd268', 'path': 'media/html/render_35362816_6c8ec87b7b5d6fb0f981.html'}",0.0,0.0,0.0
1439.403730069,-23.94464111328125,35616768.0,0.0,980.60546875,2.0991903966205427e-06,0.0,1.0,33728.371541062916,35616768.0,23.94464111328125,0.0,980.60546875,0.0,0.024562718346714973,1773895220.4477394,-98.53120422363281,,0.0,0.0,0.0
1447.660864779,-24.770660400390625,35870720.0,0.0,974.6552734375,-0.0006610136479139328,0.0,1.0,33546.45330410641,35870720.0,24.770660400390625,0.0,974.6552734375,0.0,0.47633424401283264,1773895228.7455997,-98.104736328125,,0.0,0.0,0.0
1455.943580017,-24.624216079711914,36124672.0,0.0,979.396484375,-6.78503856761381e-05,0.0,1.0,33703.962543245274,36124672.0,24.624216079711914,0.0,979.396484375,0.0,0.1157408133149147,1773895237.0023212,-98.03022003173828,,0.0,0.0,0.0
1464.178623256,-25.64276885986328,36378624.0,0.0,977.005859375,-0.0009968612575903535,0.0,0.9990234375,33582.677460733496,36378624.0,25.64276885986328,0.0,977.005859375,0.0,0.6604565978050232,1773895245.2855709,-98.22022247314453,,0.0,0.0,0.0
1481.881057677,-35.9562873840332,36632576.0,0.0,864.9111328125,-0.0006698875804431736,0.0,0.998046875,33811.74809452734,36632576.0,35.9562873840332,0.0,864.9111328125,0.0,1.2810412645339966,1773895271.2234735,-98.03986358642578,"{'sha256': '507824ac4ddcbb076e3010cf9c5c7e33de032b6a0a9984dd673ea26d9fab898f', 'path': 'media/html/render_36632576_507824ac4ddcbb076e30.html', 'size': 908781, '_type': 'html-file'}",0.0,0.0,0.0
1490.29708355,-27.584373474121094,36886528.0,0.0,968.52734375,2.949269583041314e-05,0.0,1.0,33720.633379090825,36886528.0,27.584373474121094,0.0,968.52734375,0.0,0.7130088806152344,1773895271.3832932,-97.86595153808594,,0.0,0.0,0.0
1498.565900251,-33.061241149902344,37140480.0,0.0,912.392578125,-0.0002496610686648637,0.0,0.9990234375,33730.26738233038,37140480.0,33.061241149902344,0.0,912.392578125,0.0,1.0372976064682007,1773895279.6389227,-97.64973449707031,,0.0,0.0,0.0
1506.829194259,-24.72478485107422,37394432.0,0.0,970.357421875,0.00015008948685135692,0.0,1.0,33641.287437074105,37394432.0,24.72478485107422,0.0,970.357421875,0.0,0.1560424119234085,1773895287.9077528,-97.95236206054688,,0.0,0.0,0.0
1515.129154807,-26.740764617919922,37648384.0,0.0,975.5068359375,-0.0003248339344281703,0.0,0.9990234375,33682.23647907967,37648384.0,26.740764617919922,0.0,975.5068359375,0.0,0.9616386294364929,1773895296.1710865,-97.62972259521484,,0.0,0.0,0.0
1532.540561137,-29.076889038085938,37902336.0,0.0,969.611328125,-3.2172408737096703e-06,0.0,1.0,33511.42264799326,37902336.0,29.076889038085938,0.0,969.611328125,0.0,0.27106982469558716,1773895321.8828647,-98.00576782226562,"{'sha256': 'fb4e91ae2105cc163b55dc0689e350c4191f9feab0afab3f5eb6f55f3032d60a', 'path': 'media/html/render_37902336_fb4e91ae2105cc163b55.html', 'size': 906957, '_type': 'html-file'}",0.0,0.0,0.0
1540.999883985,-26.78542137145996,38156288.0,0.0,975.9423828125,-1.070373400580138e-05,0.0,1.0,33723.9697390004,38156288.0,26.78542137145996,0.0,975.9423828125,0.0,0.5262412428855896,1773895322.041555,-97.93086242675781,,0.0,0.0,0.0
1549.24327643,-26.183818817138672,38410240.0,0.0,975.904296875,-7.83722207415849e-05,0.0,0.9990234375,33533.814577523015,38410240.0,26.183818817138672,0.0,975.904296875,0.0,0.2307359278202057,1773895330.34159,-98.118408203125,,0.0,0.0,0.0
1557.53751427,-23.901626586914062,38664192.0,0.0,978.2666015625,5.6318891438422725e-05,0.0,1.0,33777.35145342403,38664192.0,23.901626586914062,0.0,978.2666015625,0.0,0.03905928134918213,1773895338.5851226,-98.23917388916016,,0.0,0.0,0.0
1565.798672664,-27.438709259033203,38918144.0,0.0,977.7216796875,-0.00016992137534543872,0.0,1.0,33536.843751046894,38918144.0,27.438709259033203,0.0,977.7216796875,0.0,0.5356818437576294,1773895346.8793764,-98.13581848144531,,0.0,0.0,0.0
1582.659045913,-27.58971405029297,39172096.0,0.0,979.40625,-2.2255393560044467e-05,0.0,1.0,33688.06997567278,39172096.0,27.58971405029297,0.0,979.40625,0.0,0.5272284746170044,1773895372.001471,-97.99214935302734,"{'size': 906841, '_type': 'html-file', 'sha256': '415f0d37ed594748ea413e3687cfbc043d38deb1b6d0e00b04d278284e5bd0bc', 'path': 'media/html/render_39172096_415f0d37ed594748ea41.html'}",0.0,0.0,0.0
1591.103113097,-25.78329849243164,39426048.0,0.0,976.2978515625,4.2026447772514075e-05,0.0,1.0,33679.63357635494,39426048.0,25.78329849243164,0.0,976.2978515625,0.0,0.32399988174438477,1773895372.1566892,-98.1409912109375,,0.0,0.0,0.0
1599.395298843,-26.020647048950195,39680000.0,0.0,978.603515625,-9.668907296145335e-05,0.0,1.0,33602.97657228542,39680000.0,26.020647048950195,0.0,978.603515625,0.0,0.20871488749980927,1773895380.4448936,-98.27961730957031,,0.0,0.0,0.0
1607.694144901,-27.305269241333008,39933952.0,0.0,970.41796875,-9.911680535878986e-06,0.0,1.0,33544.832665954586,39933952.0,27.305269241333008,0.0,970.41796875,0.0,0.18153955042362213,1773895388.737141,-98.13859558105469,,0.0,0.0,0.0
1615.981214368,-26.981523513793945,40187904.0,0.0,968.4619140625,-0.0002369012509007007,0.0,1.0,33518.23813134242,40187904.0,26.981523513793945,0.0,968.4619140625,0.0,0.4428495466709137,1773895397.0360017,-97.91352081298828,,0.0,0.0,0.0
1633.655775379,-29.990726470947266,40441856.0,0.0,952.705078125,-7.320640725083649e-05,0.0,0.9970703125,33565.882508495604,40441856.0,29.990726470947266,0.0,952.705078125,0.0,0.33612141013145447,1773895422.998172,-98.02910614013672,"{'_type': 'html-file', 'sha256': 'f72cbe76c035865712e34a95a5f5b158152ce5bc7ab827233bafde9937be6eee', 'path': 'media/html/render_40441856_f72cbe76c035865712e3.html', 'size': 910889}",0.0,0.0,0.0
1642.122452769,-27.61800765991211,40695808.0,0.0,976.1748046875,-3.0808456358499825e-05,0.0,1.0,33600.7568842313,40695808.0,27.61800765991211,0.0,976.1748046875,0.0,0.29646363854408264,1773895423.1647484,-98.10404968261719,,0.0,0.0,0.0
1650.425132023,-26.331235885620117,40949760.0,0.0,977.19921875,4.6432396629825234e-05,0.0,1.0,33538.86491218447,40949760.0,26.331235885620117,0.0,977.19921875,0.0,0.1632172018289566,1773895431.464212,-98.1953125,,0.0,0.0,0.0
1658.692381869,-25.597469329833984,41203712.0,0.0,973.203125,1.2551812460515066e-06,0.0,0.998046875,33505.415131341375,41203712.0,25.597469329833984,0.0,973.203125,0.0,0.02920510433614254,1773895439.766553,-98.42967987060547,,0.0,0.0,0.0
1666.971487054,-27.057043075561523,41457664.0,0.0,967.287109375,-2.400932862656191e-05,0.0,1.0,33652.366705412445,41457664.0,27.057043075561523,0.0,967.287109375,0.0,0.3433188199996948,1773895448.0343242,-98.25066375732422,,0.0,0.0,0.0
1684.699617866,-25.941104888916016,41711616.0,0.0,973.7451171875,3.437021587160416e-05,0.0,0.9990234375,33607.512262168864,41711616.0,25.941104888916016,0.0,973.7451171875,0.0,0.14470647275447845,1773895474.0420187,-98.17122650146484,"{'sha256': '463d69dffa41c446f47ac36df07302e66bf9500411127ffb35cdb40bea05e025', 'path': 'media/html/render_41711616_463d69dffa41c446f47a.html', 'size': 905945, '_type': 'html-file'}",0.0,0.0,0.0
1693.170213142,-27.257055282592773,41965568.0,0.0,963.5146484375,8.976610843092203e-06,0.0,0.9970703125,33615.50836278768,41965568.0,27.257055282592773,0.0,963.5146484375,0.0,0.0665694922208786,1773895474.2053885,-98.25115966796875,,0.0,0.0,0.0
1701.456593153,-29.386465072631836,42219520.0,0.0,971.78515625,-2.9030139558017254e-05,0.0,1.0,33496.478997133265,42219520.0,29.386465072631836,0.0,971.78515625,0.0,0.14594095945358276,1773895482.5119038,-98.34640502929688,,0.0,0.0,0.0
1709.723177869,-28.00627899169922,42473472.0,0.0,959.845703125,2.762025542324409e-05,0.0,1.0,33560.17055234873,42473472.0,28.00627899169922,0.0,959.845703125,0.0,0.21205689013004303,1773895490.7986,-98.18885040283203,,0.0,0.0,0.0
1718.042561407,-25.871639251708984,42727424.0,0.0,971.5390625,-1.6455545846838504e-05,0.0,0.9951171875,33661.80960966086,42727424.0,25.871639251708984,0.0,971.5390625,0.0,0.16740483045578003,1773895499.064832,-98.14850616455078,,0.0,0.0,0.0
1735.899659748,-26.9581356048584,42981376.0,0.0,964.6943359375,-1.067382163455477e-05,0.0,0.998046875,33423.15892137101,42981376.0,26.9581356048584,0.0,964.6943359375,0.0,0.09556794911623001,1773895525.2420452,-98.09384155273438,"{'sha256': '74cb9610a1dc5bdd0302cd0ddfe400be28429a96665d51cf6f231051f91e628e', 'path': 'media/html/render_42981376_74cb9610a1dc5bdd0302.html', 'size': 907641, '_type': 'html-file'}",0.0,0.0,0.0
1744.331553094,-27.554895401000977,43235328.0,0.0,956.9775390625,2.3949189198901877e-05,0.0,0.9990234375,33569.34489382853,43235328.0,27.554895401000977,0.0,956.9775390625,0.0,0.169550359249115,1773895525.4107807,-98.09992218017578,,0.0,0.0,0.0
1752.606557519,-26.565584182739258,43489280.0,0.0,978.169921875,-3.1496017527388176e-06,0.0,1.0,33694.51729531775,43489280.0,26.565584182739258,0.0,978.169921875,0.0,0.16665557026863098,1773895533.6733587,-97.96394348144531,,0.0,0.0,0.0
1760.889443041,-26.06431770324707,43743232.0,0.0,976.904296875,-5.693457296729321e-06,0.0,1.0,33629.6792548549,43743232.0,26.06431770324707,0.0,976.904296875,0.0,0.1637754589319229,1773895541.9484417,-97.95211029052734,,0.0,0.0,0.0
1769.153351756,-25.237850189208984,43997184.0,0.0,980.220703125,-1.7271820979658514e-05,0.0,1.0,33588.7699146065,43997184.0,25.237850189208984,0.0,980.220703125,0.0,0.2201390564441681,1773895550.2310817,-97.90756225585938,,0.0,0.0,0.0
1786.87087225,-26.318031311035156,44251136.0,0.0,980.701171875,3.597085742512718e-05,0.0,1.0,33667.654123255415,44251136.0,26.318031311035156,0.0,980.701171875,0.0,0.08857864886522293,1773895576.2132893,-98.0117416381836,"{'path': 'media/html/render_44251136_908e226508a1b366a0aa.html', 'size': 909897, '_type': 'html-file', 'sha256': '908e226508a1b366a0aaee16f6d14b1a3a13a6333a949dad40d8e49a71322f63'}",0.0,0.0,0.0
1795.326435827,-24.810718536376953,44505088.0,0.0,980.8232421875,3.57475119017181e-06,0.0,1.0,33682.715780805804,44505088.0,24.810718536376953,0.0,980.8232421875,0.0,0.056559279561042786,1773895576.3770058,-98.0511474609375,,0.0,0.0,0.0
1803.607168461,-28.404869079589844,44759040.0,0.0,973.0380859375,1.8437586959407781e-06,0.0,1.0,33602.10837857141,44759040.0,28.404869079589844,0.0,973.0380859375,0.0,0.0338909849524498,1773895584.6681442,-98.16981506347656,,0.0,0.0,0.0
1811.871806147,-26.435766220092773,45012992.0,0.0,981.34375,-2.9985159926582128e-05,0.0,1.0,33594.0010429371,45012992.0,26.435766220092773,0.0,981.34375,0.0,0.3057345151901245,1773895592.9490204,-97.96369171142578,,0.0,0.0,0.0
