_timestamp,_step,eval/episode_success,eval/episode_success_easy,render,eval/episode_reward_ctrl,eval/episode_reward_near,eval/episode_reward_survive,training/alpha_loss,training/sps,eval/episode_reward,training/actor_loss,eval/episode_dist,eval/episode_reward_dist,eval/episode_success_hard,eval/episode_success_any,_runtime,step,training/entropy,training/log_alpha,training/critic_loss
1773899076.935168,28252160.0,980.5556640625,0.0,,0.0,0.0,0.0,4.296239694667747e-06,33782.79149576545,980.5556640625,-98.27986145019531,23.349756240844727,-23.349756240844727,0.0,1.0,1138.563185957,28252160.0,0.0,0.0,0.017304105684161186
1773899085.1816924,28506112.0,979.7412109375,0.0,,0.0,0.0,0.0,-5.399686415330507e-06,33757.74413947712,979.7412109375,-98.33251953125,22.603954315185547,-22.603954315185547,0.0,1.0,1146.79800251,28506112.0,0.0,0.0,0.016919700428843498
1773899093.4163597,28760064.0,976.59375,0.0,,0.0,0.0,0.0,5.794482603960205e-06,33799.85682353371,976.59375,-98.33978271484375,24.027868270874023,-24.027868270874023,0.0,0.9990234375,1155.049653515,28760064.0,0.0,0.0,0.016693076118826866
1773899119.2502701,29014016.0,979.5751953125,0.0,"{'_type': 'html-file', 'sha256': '6346beb16d529e244703d62ffd2f6ddaf2ffba119a783962cc6b4525fd8544e7', 'path': 'media/html/render_29014016_6346beb16d529e244703.html', 'size': 912181}",0.0,0.0,0.0,1.3978951756143942e-05,33725.94624306164,979.5751953125,-98.36014556884766,23.72687530517578,-23.72687530517578,0.0,1.0,1172.631292054,29014016.0,0.0,0.0,0.01607143133878708
1773899119.4220142,29267968.0,979.8349609375,0.0,,0.0,0.0,0.0,-2.1764280973002315e-06,33811.509822192056,979.8349609375,-98.41169738769531,24.73119354248047,-24.73119354248047,0.0,1.0,1181.068094051,29267968.0,0.0,0.0,0.014691597782075405
1773899127.6866128,29521920.0,979.9951171875,0.0,,0.0,0.0,0.0,-5.412834070739336e-06,33698.967918000366,979.9951171875,-98.36167907714844,23.76470947265625,-23.76470947265625,0.0,1.0,1189.312623726,29521920.0,0.0,0.0,0.01642494648694992
1773899135.931136,29775872.0,978.3017578125,0.0,,0.0,0.0,0.0,1.4367651601787657e-05,33754.65995565492,978.3017578125,-98.33848571777344,25.577152252197266,-25.577152252197266,0.0,1.0,1197.552666036,29775872.0,0.0,0.0,0.01502932608127594
1773899144.171073,30029824.0,980.4775390625,0.0,,0.0,0.0,0.0,-1.4016160093888175e-05,33778.345485503516,980.4775390625,-98.29948425292969,23.741344451904297,-23.741344451904297,0.0,1.0,1205.783172758,30029824.0,0.0,0.0,0.01637079566717148
1773899170.1112514,30283776.0,970.3212890625,0.0,"{'path': 'media/html/render_30283776_7b8ec6c1fcb782c8ef73.html', 'size': 912597, '_type': 'html-file', 'sha256': '7b8ec6c1fcb782c8ef73a10199578723bf92af24e7a89cb3c88a725a24fcdc03'}",0.0,0.0,0.0,1.1967323189310264e-05,33815.01448133403,970.3212890625,-98.3243637084961,24.700902938842773,-24.700902938842773,0.0,1.0,1223.492221214,30283776.0,0.0,0.0,0.016334936022758484
1773899170.2718651,30537728.0,980.9521484375,0.0,,0.0,0.0,0.0,-1.9269475615146803e-06,33895.17654523497,980.9521484375,-98.3526382446289,22.81429672241211,-22.81429672241211,0.0,1.0,1231.930224749,30537728.0,0.0,0.0,0.016338014975190163
1773899178.5485666,30791680.0,979.537109375,0.0,,0.0,0.0,0.0,-2.055545337498188e-06,33629.56564494409,979.537109375,-98.4123764038086,23.52191162109375,-23.52191162109375,0.0,1.0,1240.141343401,30791680.0,0.0,0.0,0.015384907834231853
1773899186.7597606,31045632.0,968.7607421875,0.0,,0.0,0.0,0.0,2.271940502396319e-06,33898.14837506539,968.7607421875,-98.4963150024414,25.01820945739746,-25.01820945739746,0.0,1.0,1248.375496889,31045632.0,0.0,0.0,0.01618892326951027
1773899194.993824,31299584.0,980.8125,0.0,,0.0,0.0,0.0,2.3787474674463738e-06,33795.30338311914,980.8125,-98.51097106933594,23.646934509277344,-23.646934509277344,0.0,1.0,1256.604683679,31299584.0,0.0,0.0,0.015869081020355225
1773899220.7832837,31553536.0,980.6279296875,0.0,"{'path': 'media/html/render_31553536_07ba51a71383daf07c9b.html', 'size': 911661, '_type': 'html-file', 'sha256': '07ba51a71383daf07c9b4a3bd46ef2de8db203af12b9d357564a460fee6d928d'}",0.0,0.0,0.0,-4.0560080378782e-06,33832.460561518434,980.6279296875,-98.47854614257812,23.330202102661133,-23.330202102661133,0.0,1.0,1274.164245052,31553536.0,0.0,0.0,0.018216758966445923
1773899220.9436073,31807488.0,973.82421875,0.0,,0.0,0.0,0.0,1.0967542038997635e-05,33854.10868956497,973.82421875,-98.47991943359375,23.117067337036133,-23.117067337036133,0.0,1.0,1282.580525337,31807488.0,0.0,0.0,0.01650959812104702
1773899229.19913,32061440.0,979.8251953125,0.0,,0.0,0.0,0.0,-8.300059562316164e-06,33722.64152175386,979.8251953125,-98.48101043701172,23.473873138427734,-23.473873138427734,0.0,1.0,1290.808764747,32061440.0,0.0,0.0,0.015979532152414322
1773899237.4274433,32315392.0,980.1484375,0.0,,0.0,0.0,0.0,3.134686721750768e-06,33829.73554026324,980.1484375,-98.47433471679688,23.006393432617188,-23.006393432617188,0.0,1.0,1299.065175305,32315392.0,0.0,0.0,0.018081599846482277
1773899245.6835186,32569344.0,980.9638671875,0.0,,0.0,0.0,0.0,-3.74535898117756e-06,33804.5842193632,980.9638671875,-98.4765396118164,23.686689376831055,-23.686689376831055,0.0,1.0,1307.308260868,32569344.0,0.0,0.0,0.01628112606704235
1773899271.525456,32823296.0,979.83203125,0.0,"{'size': 915197, '_type': 'html-file', 'sha256': 'a13b4523aa7e638e70575b85cbec463c2c48f7c824eb6c2eb0343199557d1a60', 'path': 'media/html/render_32823296_a13b4523aa7e638e7057.html'}",0.0,0.0,0.0,-6.713418315484887e-06,33760.5934718605,979.83203125,-98.49693298339844,24.58194351196289,-24.58194351196289,0.0,1.0,1324.906391091,32823296.0,0.0,0.0,0.01644657365977764
1773899271.6917744,33077248.0,980.744140625,0.0,,0.0,0.0,0.0,1.4421059859159868e-05,33665.543991051614,980.744140625,-98.4961166381836,24.998130798339844,-24.998130798339844,0.0,1.0,1333.304748074,33077248.0,0.0,0.0,0.017778171226382256
