training/alpha_loss,eval/episode_success_any,eval/episode_success_easy,_runtime,eval/episode_dist,eval/episode_reward_survive,training/critic_loss,_timestamp,training/entropy,render,eval/episode_reward_dist,eval/episode_reward_ctrl,eval/episode_reward_near,_step,eval/episode_reward,training/log_alpha,eval/episode_success_hard,training/sps,eval/episode_success,step,training/actor_loss
8.310274097311776e-06,0.943359375,0.0,171.456417096,33.437904357910156,0.0,2.2516324520111084,1773888941.1975267,0.0,,-33.437904357910156,0.0,0.0,3872768.0,844.8466796875,0.0,0.0,34336.902112810974,844.8466796875,3872768.0,-34.23237609863281
5.0956052291439846e-05,0.9619140625,0.0,179.61260727,32.9822998046875,0.0,2.208299398422241,1773888949.3701289,0.0,,-32.9822998046875,0.0,0.0,4126720.0,855.783203125,0.0,0.0,34098.52387596719,855.783203125,4126720.0,-37.12945556640625
-2.338510239496827e-05,0.974609375,0.0,187.711293585,28.649456024169922,0.0,2.2065577507019043,1773888957.5258098,0.0,,-28.649456024169922,0.0,0.0,4380672.0,894.36328125,0.0,0.0,34149.102298685924,894.36328125,4380672.0,-41.09356689453125
-3.1642430258216336e-06,0.9599609375,0.0,195.849633458,31.252424240112305,0.0,2.157508373260498,1773888965.6249764,0.0,,-31.252424240112305,0.0,0.0,4634624.0,865.736328125,0.0,0.0,34416.165336367296,865.736328125,4634624.0,-45.99400329589844
0.00010685868619475514,0.9609375,0.0,213.168630101,29.49839973449707,0.0,2.102146625518799,1773888991.082811,0.0,"{'path': 'media/html/render_4888576_ec401fe5fef133aeadde.html', 'size': 909165, '_type': 'html-file', 'sha256': 'ec401fe5fef133aeadde3493801006ad2140018b45474c3af18bbbd4cc0df421'}",-29.49839973449707,0.0,0.0,4888576.0,879.470703125,0.0,0.0,34239.08205182241,879.470703125,4888576.0,-50.34090042114258
-7.722273949184455e-06,0.9892578125,0.0,221.518301082,28.123062133789062,0.0,2.067244291305542,1773888991.2431648,0.0,,-28.123062133789062,0.0,0.0,5142528.0,926.267578125,0.0,0.0,33938.3813212453,926.267578125,5142528.0,-52.71418380737305
-1.9276365492260084e-05,0.978515625,0.0,229.646045749,28.795259475708008,0.0,2.0397675037384033,1773888999.431911,0.0,,-28.795259475708008,0.0,0.0,5396480.0,899.22265625,0.0,0.0,34018.806280975456,899.22265625,5396480.0,-54.92352294921875
0.0001834104914451018,0.9970703125,0.0,237.783813904,26.553142547607422,0.0,1.9740229845046997,1773889007.5597143,0.0,,-26.553142547607422,0.0,0.0,5650432.0,924.150390625,0.0,0.0,34282.63120097237,924.150390625,5650432.0,-58.28338623046875
-1.7010674127959646e-05,0.9912109375,0.0,245.994431318,26.16368293762207,0.0,1.9334495067596436,1773889015.6974032,0.0,,-26.16368293762207,0.0,0.0,5904384.0,930.998046875,0.0,0.0,34248.20081618705,930.998046875,5904384.0,-60.241119384765625
7.162962447182508e-06,0.990234375,0.0,263.495409127,25.823219299316406,0.0,1.8695213794708252,1773889041.409593,0.0,"{'size': 909313, '_type': 'html-file', 'sha256': '20b34e48538b06b1629a73cbf68b165b90f024d92c4ad90a9bfeb2e57bbae069', 'path': 'media/html/render_6158336_20b34e48538b06b1629a.html'}",-25.823219299316406,0.0,0.0,6158336.0,935.0654296875,0.0,0.0,33905.95420184796,935.0654296875,6158336.0,-62.855987548828125
9.638968913350254e-05,0.990234375,0.0,271.811869981,25.148338317871094,0.0,1.86505925655365,1773889041.5656846,0.0,,-25.148338317871094,0.0,0.0,6412288.0,940.2607421875,0.0,0.0,34099.38952894649,940.2607421875,6412288.0,-63.918434143066406
-1.6635915017104708e-05,0.986328125,0.0,279.969066098,25.773517608642578,0.0,1.8562145233154297,1773889049.7253842,0.0,,-25.773517608642578,0.0,0.0,6666240.0,940.9609375,0.0,0.0,34147.83672108511,940.9609375,6666240.0,-65.19415283203125
8.689430978847668e-05,1.0,0.0,288.175102149,24.652496337890625,0.0,1.7564305067062378,1773889057.882455,0.0,,-24.652496337890625,0.0,0.0,6920192.0,949.9208984375,0.0,0.0,34163.96014131535,949.9208984375,6920192.0,-66.79811096191406
0.00017393312009517103,0.990234375,0.0,296.378036187,24.706106185913086,0.0,1.6685417890548706,1773889066.0886424,0.0,,-24.706106185913086,0.0,0.0,7174144.0,936.20703125,0.0,0.0,33933.64021561387,936.20703125,7174144.0,-69.0262680053711
-7.946771802380681e-05,0.994140625,0.0,313.514041882,25.365114212036133,0.0,1.6443289518356323,1773889091.4281883,0.0,"{'path': 'media/html/render_7428096_799e5acb59b54868dd3d.html', 'size': 908913, '_type': 'html-file', 'sha256': '799e5acb59b54868dd3d00d48c44698e8b68a66879fe7cadb10662fa86a07cac'}",-25.365114212036133,0.0,0.0,7428096.0,944.685546875,0.0,0.0,33950.67760536445,944.685546875,7428096.0,-69.8878173828125
9.167114330921322e-05,0.9951171875,0.0,321.832387492,23.58041763305664,0.0,1.5295171737670898,1773889091.5809932,0.0,,-23.58041763305664,0.0,0.0,7682048.0,954.525390625,0.0,0.0,34076.61119501791,954.525390625,7682048.0,-72.0044937133789
0.0001031835563480854,0.998046875,0.0,330.022455939,26.713159561157227,0.0,1.4669711589813232,1773889099.7458959,0.0,,-26.713159561157227,0.0,0.0,7936000.0,952.8505859375,0.0,0.0,34139.58430287679,952.8505859375,7936000.0,-73.25281524658203
-8.62916131154634e-05,1.0,0.0,338.186220166,22.11733627319336,0.0,1.4729748964309692,1773889107.9358861,0.0,,-22.11733627319336,0.0,0.0,8189952.0,965.375,0.0,0.0,34001.92839761708,965.375,8189952.0,-72.58784484863281
