eval/episode_success_any,training/critic_loss,training/log_alpha,eval/episode_reward_ctrl,eval/episode_success,_runtime,_timestamp,training/alpha_loss,eval/episode_success_hard,training/entropy,eval/episode_success_easy,render,training/actor_loss,eval/episode_reward_survive,eval/episode_dist,eval/episode_reward,step,training/sps,eval/episode_reward_dist,eval/episode_reward_near,_step
1.0,0.02470008283853531,0.0,0.0,965.033203125,1096.021233387,1773905276.3709562,-3.851754684092157e-07,0.0,0.0,0.0,,-98.05020904541016,0.0,23.20893096923828,965.033203125,27236352.0,33805.74293881278,-23.20893096923828,0.0,27236352.0
1.0,0.02596963569521904,0.0,0.0,977.5390625,1104.275206072,1773905284.6091263,-4.498128873819951e-06,0.0,0.0,0.0,,-98.0974349975586,0.0,22.33077049255371,977.5390625,27490304.0,33788.68988962603,-22.33077049255371,0.0,27490304.0
1.0,0.02044595405459404,0.0,0.0,977.505859375,1121.650484612,1773905310.2390206,1.423746198270237e-05,0.0,0.0,0.0,"{'path': 'media/html/render_27744256_4a6d1aadfe0fa8090b3e.html', 'size': 910065, '_type': 'html-file', 'sha256': '4a6d1aadfe0fa8090b3ed37ec799989f93e2feba46aee56bb93afe5e8805a1c4'}",-98.21846771240234,0.0,21.24365234375,977.505859375,27744256.0,33708.82316740029,-21.24365234375,0.0,27744256.0
1.0,0.02097640000283718,0.0,0.0,976.8955078125,1130.04655073,1773905310.3908024,1.6694558553354e-06,0.0,0.0,0.0,,-98.2279281616211,0.0,23.067035675048828,976.8955078125,27998208.0,33746.18269168441,-23.067035675048828,0.0,27998208.0
1.0,0.01969439908862114,0.0,0.0,977.0576171875,1138.306549405,1773905318.634174,-1.102477085623832e-06,0.0,0.0,0.0,,-98.27540588378906,0.0,23.229061126708984,977.0576171875,28252160.0,33778.649705289215,-23.229061126708984,0.0,28252160.0
1.0,0.020178120583295822,0.0,0.0,971.3759765625,1146.558653817,1773905326.894318,6.203681550687179e-06,0.0,0.0,0.0,,-98.33357238769531,0.0,23.216121673583984,971.3759765625,28506112.0,33691.34980779375,-23.216121673583984,0.0,28506112.0
1.0,0.01836683787405491,0.0,0.0,978.0185546875,1154.804815447,1773905335.1465364,9.104970558837522e-06,0.0,0.0,0.0,,-98.37838745117188,0.0,21.34113311767578,978.0185546875,28760064.0,33714.57943856486,-21.34113311767578,0.0,28760064.0
1.0,0.01716046966612339,0.0,0.0,976.7822265625,1172.124083275,1773905360.7126396,-1.4080959545026417e-06,0.0,0.0,0.0,"{'size': 909013, '_type': 'html-file', 'sha256': '395aad0c63691d5a5d56342f0de492c5458b3728f49f7b1cf36a941d7f025007', 'path': 'media/html/render_29014016_395aad0c63691d5a5d56.html'}",-98.36450958251953,0.0,21.35498809814453,976.7822265625,29014016.0,33745.509141986426,-21.35498809814453,0.0,29014016.0
1.0,0.018054353073239326,0.0,0.0,974.81640625,1180.535714213,1773905360.8813221,-6.3519601098960266e-06,0.0,0.0,0.0,,-98.36050415039062,0.0,21.902565002441406,974.81640625,29267968.0,33960.46842719837,-21.902565002441406,0.0,29267968.0
1.0,0.01714729703962803,0.0,0.0,974.5654296875,1188.804902473,1773905369.123514,1.6757660432631383e-06,0.0,0.0,0.0,,-98.3952407836914,0.0,22.65005111694336,974.5654296875,29521920.0,33792.574695147196,-22.65005111694336,0.0,29521920.0
1.0,0.017117688432335854,0.0,0.0,975.55078125,1197.057383253,1773905377.3927512,1.425914069841383e-05,0.0,0.0,0.0,,-98.39203643798828,0.0,22.56062126159668,975.55078125,29775872.0,33642.83877552097,-22.56062126159668,0.0,29775872.0
1.0,0.01599876582622528,0.0,0.0,976.453125,1205.300106859,1773905385.6447105,1.7388725126465943e-08,0.0,0.0,0.0,,-98.46712493896484,0.0,21.571056365966797,976.453125,30029824.0,33721.44045074546,-21.571056365966797,0.0,30029824.0
1.0,0.016596363857388496,0.0,0.0,976.416015625,1222.788835471,1773905411.3773468,-5.244317890173988e-06,0.0,0.0,0.0,"{'size': 909821, '_type': 'html-file', 'sha256': 'adcaabd8eb30c7454732ca223317fec040da25cb45f814c259dbfefc1c8944f6', 'path': 'media/html/render_30283776_adcaabd8eb30c7454732.html'}",-98.49427795410156,0.0,22.862346649169922,976.416015625,30283776.0,33760.1183713893,-22.862346649169922,0.0,30283776.0
1.0,0.015098527073860168,0.0,0.0,976.5517578125,1231.206698538,1773905411.5379403,4.429158252605703e-06,0.0,0.0,0.0,,-98.49705505371094,0.0,23.43950653076172,976.5517578125,30537728.0,33918.39980868292,-23.43950653076172,0.0,30537728.0
1.0,0.014858436770737171,0.0,0.0,977.2578125,1239.438235072,1773905419.7947328,3.4851773307309486e-06,0.0,0.0,0.0,,-98.51922607421875,0.0,22.626953125,977.2578125,30791680.0,33721.641157102174,-22.626953125,0.0,30791680.0
1.0,0.016122765839099884,0.0,0.0,973.271484375,1247.693199562,1773905428.0256007,3.4844758829422062e-06,0.0,0.0,0.0,,-98.53128814697266,0.0,23.736879348754883,973.271484375,31045632.0,33813.345249848484,-23.736879348754883,0.0,31045632.0
1.0,0.016212519258260727,0.0,0.0,972.4345703125,1255.931518156,1773905436.281087,-4.656726559915114e-06,0.0,0.0,0.0,,-98.52681732177734,0.0,22.28125762939453,972.4345703125,31299584.0,33700.52884592781,-22.28125762939453,0.0,31299584.0
