step,success_rate
793600,0.0
1047552,0.0
1301504,0.01171875
1555456,0.0234375
1809408,0.03125
2063360,0.0390625
2317312,0.07421875
2571264,0.078125
2825216,0.07421875
3079168,0.078125
3333120,0.06640625
3587072,0.13671875
3841024,0.125
4094976,0.109375
4348928,0.0625
4602880,0.12109375
4856832,0.1328125
5110784,0.125
5364736,0.15234375
5618688,0.14453125
5872640,0.13671875
6126592,0.13671875
6380544,0.15234375
6634496,0.12109375
6888448,0.1171875
7142400,0.1171875
7396352,0.15625
7650304,0.15625
7904256,0.140625
8158208,0.16015625
8412160,0.15625
8666112,0.14453125
8920064,0.16015625
9174016,0.23046875
9427968,0.1484375
9681920,0.21484375
9935872,0.1875
10189824,0.140625
10443776,0.203125
10697728,0.1640625
10951680,0.1796875
11205632,0.21484375
11459584,0.21484375
11713536,0.203125
11967488,0.17578125
12221440,0.21875
12475392,0.24609375
12729344,0.2265625
12983296,0.1953125
13237248,0.234375
13491200,0.20703125
13745152,0.1640625
13999104,0.1640625
14253056,0.171875
14507008,0.2421875
14760960,0.1015625
15014912,0.140625
15268864,0.16015625
15522816,0.18359375
15776768,0.19921875
16030720,0.1796875
16284672,0.17578125
16538624,0.1328125
16792576,0.15234375
17046528,0.22265625
17300480,0.20703125
17554432,0.21484375
17808384,0.19140625
18062336,0.23046875
18316288,0.21484375
18570240,0.203125
18824192,0.1875
19078144,0.1796875
19332096,0.20703125
19586048,0.2265625
19840000,0.2265625
20093952,0.1328125
20347904,0.21484375
20601856,0.23828125
20855808,0.20703125
21109760,0.171875
21363712,0.2109375
21617664,0.18359375
21871616,0.234375
22125568,0.25
22379520,0.22265625
22633472,0.19921875
22887424,0.16015625
23141376,0.15625
23395328,0.2109375
23649280,0.22265625
23903232,0.18359375
24157184,0.203125
24411136,0.1953125
24665088,0.1875
24919040,0.22265625
25172992,0.1875
25426944,0.23046875
25680896,0.16015625
25934848,0.171875
26188800,0.20703125
26442752,0.21875
26696704,0.19140625
26950656,0.23046875
27204608,0.2421875
27458560,0.21484375
27712512,0.2265625
27966464,0.171875
28220416,0.1953125
28474368,0.23046875
28728320,0.16796875
28982272,0.22265625
29236224,0.22265625
29490176,0.203125
29744128,0.17578125
29998080,0.16015625
30252032,0.125
30505984,0.1953125
30759936,0.19921875
31013888,0.30078125
31267840,0.22265625
31521792,0.26171875
31775744,0.21875
32029696,0.203125
32283648,0.2265625
32537600,0.1328125
32791552,0.2421875
33045504,0.234375
33299456,0.22265625
33553408,0.18359375
33807360,0.12890625
34061312,0.1875
34315264,0.20703125
34569216,0.19140625
34823168,0.19921875
35077120,0.1875
35331072,0.2421875
35585024,0.203125
35838976,0.24609375
36092928,0.203125
36346880,0.1640625
36600832,0.16015625
36854784,0.22265625
37108736,0.23828125
37362688,0.20703125
37616640,0.23828125
37870592,0.2109375
38124544,0.15234375
38378496,0.25
38632448,0.1640625
38886400,0.1953125
39140352,0.25
39394304,0.2109375
39648256,0.203125
39902208,0.20703125
40156160,0.22265625
40410112,0.203125
40664064,0.22265625
40918016,0.1875
41171968,0.1796875
41425920,0.16015625
41679872,0.19140625
41933824,0.19921875
42187776,0.23828125
42441728,0.16015625
42695680,0.2265625
42949632,0.15234375
43203584,0.12109375
43457536,0.18359375
43711488,0.23828125
43965440,0.171875
44219392,0.1875
44473344,0.17578125
44727296,0.2109375
44981248,0.265625
45235200,0.22265625
45489152,0.20703125
45743104,0.203125
45997056,0.18359375
46251008,0.22265625
46504960,0.125
46758912,0.140625
47012864,0.20703125
47266816,0.24609375
47520768,0.1875
47774720,0.22265625
48028672,0.16796875
48282624,0.17578125
48536576,0.203125
48790528,0.2578125
49044480,0.1875
49298432,0.14453125
49552384,0.171875
49806336,0.1796875
50060288,0.234375
50314240,0.21875
50568192,0.23046875
50822144,0.203125
51076096,0.14453125
51330048,0.19140625
