training/alpha_loss,eval/episode_dist,eval/episode_reward_near,eval/episode_success_any,eval/episode_reward_ctrl,eval/episode_reward_dist,step,_step,eval/episode_success_hard,render,training/actor_loss,eval/episode_success,_timestamp,training/entropy,eval/episode_success_easy,training/log_alpha,eval/episode_reward,training/critic_loss,eval/episode_reward_survive,_runtime,training/sps
-1.2499932608989184e-06,7111.09765625,0.0,0.0029296875,-1830.843994140625,0.0,9205760.0,9205760.0,0.0,,-0.7473700046539307,1.5595703125,1773552468.7835095,0.0,6.6455078125,0.0,1.5595703125,0.035833690315485,873.310546875,1053.912351677,29124.786326547513
1.112029963223904e-06,5555.150390625,0.0,0.0146484375,-1530.140380859375,0.0,9459712.0,9459712.0,0.0,,-0.8235681653022766,2.3818359375,1773552491.7925189,0.0,22.205078125,0.0,2.3818359375,0.04177413508296013,726.501953125,1076.803304203,29049.301209151326
-1.1833149983431213e-05,6444.958984375,0.0,0.0009765625,-1827.9088134765625,0.0,9713664.0,9713664.0,0.0,,-0.8904089331626892,0.0224609375,1773552514.6829407,0.0,6.0576171875,0.0,0.0224609375,0.05074303597211838,822.6923828125,1099.805489852,29204.009733939783
-5.408403922047e-06,7069.84033203125,0.0,0.0009765625,-1860.99072265625,0.0,9967616.0,9967616.0,0.0,"{'path': 'media/html/render_9967616_a2fbe70202f56b0718b0.html', 'size': 3854601.0, '_type': 'html-file', 'sha256': 'a2fbe70202f56b0718b0d08b32371b4052d86dea2534faa6b800b413e40cfdb0'}",-0.9410398602485657,0.0107421875,1773552586.7757232,0.0,0.375,0.0,0.0107421875,0.05152582749724388,887.26171875,1148.895059259,29067.842868823307
8.531013918400276e-06,7523.388671875,0.0,0.0341796875,-1905.82568359375,0.0,10221568.0,10221568.0,0.0,,-0.8761587142944336,7.103515625,1773552587.0053768,0.0,28.939453125,0.0,7.103515625,0.04923921078443527,916.5849609375,1172.195396294,29233.369103873334
6.988379482208984e-06,7312.0244140625,0.0,0.0087890625,-1925.091796875,0.0,10475520.0,10475520.0,0.0,,-0.8399222493171692,2.0791015625,1773552610.0753639,0.0,19.7314453125,0.0,2.0791015625,0.05164996534585953,904.453125,1195.062359586,28873.07070432277
-9.092909749597311e-06,6990.025390625,0.0,0.01953125,-1874.898193359375,0.0,10729472.0,10729472.0,0.0,,-0.9593921303749084,4.7158203125,1773552632.942382,0.0,32.4873046875,0.0,4.7158203125,0.05829368159174919,885.939453125,1218.078966193,29156.42692729142
6.248283170862123e-06,7039.34765625,0.0,0.0185546875,-1727.48193359375,0.0,10983424.0,10983424.0,0.0,,-1.0286123752593994,3.8017578125,1773552655.9588552,0.0,27.6064453125,0.0,3.8017578125,0.061526697129011154,834.443359375,1240.952815924,29041.076068126375
4.940026883559767e-06,7125.2392578125,0.0,0.0087890625,-1790.7442626953125,0.0,11237376.0,11237376.0,0.0,"{'_type': 'html-file', 'sha256': 'c2ba09d7cae0855a501db4843c111efc77a1c5c1a142c4f120ea8aafbff5adc8', 'path': 'media/html/render_11237376_c2ba09d7cae0855a501d.html', 'size': 3862489.0}",-1.0479378700256348,0.90625,1773552728.7856655,0.0,9.0908203125,0.0,0.90625,0.06240931898355484,884.2353515625,1290.904918672,29170.867706221085
-1.2752961083606351e-05,7387.1923828125,0.0,0.0068359375,-1930.183349609375,0.0,11491328.0,11491328.0,0.0,,-1.0439653396606445,1.734375,1773552729.0001118,0.0,8.1318359375,0.0,1.734375,0.07137889415025711,924.7724609375,1314.038253978,29025.63078438525
1.5257627637765836e-05,7454.12109375,0.0,0.021484375,-1890.188720703125,0.0,11745280.0,11745280.0,0.0,,-0.946543276309967,3.453125,1773552751.9181929,0.0,14.11328125,0.0,3.453125,0.0815277025103569,934.9091796875,1337.067101792,29083.091716192343
-3.261531276166352e-07,7685.6201171875,0.0,0.009765625,-1883.568115234375,0.0,11999232.0,11999232.0,0.0,,-0.9289459586143494,1.5859375,1773552774.9472046,0.0,18.7216796875,0.0,1.5859375,0.07255617529153824,940.357421875,1359.957044988,28990.593483141707
5.995393166813301e-06,7052.99755859375,0.0,0.0146484375,-1742.5145263671875,0.0,12253184.0,12253184.0,0.0,,-0.9863234162330627,6.556640625,1773552797.8367982,0.0,29.3876953125,0.0,6.556640625,0.07924278825521469,883.6865234375,1382.981916699,29128.781457790716
-1.1753750186471734e-05,6816.958984375,0.0,0.037109375,-1940.9268798828125,0.0,12507136.0,12507136.0,0.0,"{'size': 3860277.0, '_type': 'html-file', 'sha256': '526b3127cd27122ec87dc144ecae40a89e263437f58546a77a871acb6e5681fa', 'path': 'media/html/render_12507136_526b3127cd27122ec87d.html'}",-1.084649682044983,15.6806640625,1773552870.2335165,0.0,73.3642578125,0.0,15.6806640625,0.08980076760053635,913.845703125,1432.352805061,28982.75878989068
1.05590816019685e-05,7134.6728515625,0.0,0.0068359375,-1843.211181640625,0.0,12761088.0,12761088.0,0.0,,-1.3416041135787964,2.251953125,1773552870.4571033,0.0,23.46484375,0.0,2.251953125,0.10082615911960602,902.6142578125,1455.649288753,29164.610541987928
-8.634271580376662e-06,7151.392578125,0.0,0.0205078125,-1903.972900390625,0.0,13015040.0,13015040.0,0.0,,-1.1769345998764038,1.8916015625,1773552893.5294669,0.0,18.66015625,0.0,1.8916015625,0.10377305746078491,941.7646484375,1478.530897386,28903.41742471238
7.3451310527161695e-06,7210.22900390625,0.0,0.015625,-1830.986328125,0.0,13268992.0,13268992.0,0.0,,-1.2009366750717163,4.462890625,1773552916.410977,0.0,16.984375,0.0,4.462890625,0.11054746061563492,915.7041015625,1501.568679622,29141.715004683076
6.472859695350053e-06,6797.806640625,0.0,0.0361328125,-1794.98876953125,0.0,13522944.0,13522944.0,0.0,,-1.2018088102340698,14.275390625,1773552939.4488058,0.0,58.4716796875,0.0,14.275390625,0.10616528987884521,840.9873046875,1524.441716995,28962.368386043716
-9.415495696885046e-06,6718.146484375,0.0,0.0537109375,-1698.232177734375,0.0,13776896.0,13776896.0,0.0,"{'path': 'media/html/render_13776896_9ffcaea01378889d7ab6.html', 'size': 3868053.0, '_type': 'html-file', 'sha256': '9ffcaea01378889d7ab692e4dd0ce73d8847fc4c3533b910e5982673cdcdc57d'}",-1.3242682218551636,17.8505859375,1773553011.9854326,0.0,66.59765625,0.0,17.8505859375,0.10917550325393677,839.5498046875,1574.104731393,29198.86129736247
1.0834665999936988e-06,7436.775390625,0.0,0.0400390625,-1917.3681640625,0.0,14030848.0,14030848.0,0.0,,-1.4082200527191162,14.01171875,1773553012.1950436,0.0,48.8955078125,0.0,14.01171875,0.11931157857179642,939.7548828125,1597.23387118,28943.065977791306
5.6056574067042675e-06,6904.7197265625,0.0,0.044921875,-1852.571044921875,0.0,14284800.0,14284800.0,0.0,,-1.3577991724014282,13.400390625,1773553035.1138356,0.0,63.4345703125,0.0,13.400390625,0.115038201212883,907.615234375,1620.283506602,29101.68609179024
-5.5239165703824256e-06,6692.880859375,0.0,0.0390625,-1910.038330078125,0.0,14538752.0,14538752.0,0.0,,-1.3952974081039429,8.01171875,1773553058.1636207,0.0,38.4375,0.0,8.01171875,0.11763822287321091,901.46875,1643.179089332,28956.430983366972
3.1210702218231745e-06,6476.0224609375,0.0,0.0185546875,-1786.213623046875,0.0,14792704.0,14792704.0,0.0,,-1.4420757293701172,8.2080078125,1773553081.0591292,0.0,31.9892578125,0.0,8.2080078125,0.12984836101531982,832.052734375,1666.21180778,29124.838090577745
-6.116209078754764e-06,7117.08154296875,0.0,0.0302734375,-1779.7047119140625,0.0,15046656.0,15046656.0,0.0,"{'size': 3862145.0, '_type': 'html-file', 'sha256': '798275ecb8677eb1b763079ace6c72adbd6ea1fc2a450c3946015e8c27c5057d', 'path': 'media/html/render_15046656_798275ecb8677eb1b763.html'}",-1.5527100563049316,9.5888671875,1773553153.760745,0.0,30.0908203125,0.0,9.5888671875,0.13171622157096863,889.95703125,1715.880039286,28964.814601667
4.340256055002101e-06,6909.3466796875,0.0,0.041015625,-1670.833984375,0.0,15300608.0,15300608.0,0.0,,-1.646241545677185,13.673828125,1773553153.971119,0.0,39.5810546875,0.0,13.673828125,0.13062900304794312,850.248046875,1739.150520606,29159.7418115106
-1.7578262259121402e-06,7072.2939453125,0.0,0.0283203125,-1723.7479248046875,0.0,15554560.0,15554560.0,0.0,,-1.8275442123413086,9.29296875,1773553177.0306005,0.0,23.0361328125,0.0,9.29296875,0.15328823029994965,894.078125,1762.013934378,28903.175859754327
-6.87638157614856e-06,7101.31005859375,0.0,0.046875,-1975.54345703125,0.0,15808512.0,15808512.0,0.0,,-1.5678824186325073,15.30078125,1773553199.8941867,0.0,31.6943359375,0.0,15.30078125,0.13819865882396698,898.0380859375,1785.033061538,29195.67115451153
1.7836383676694822e-06,6029.4775390625,0.0,0.0341796875,-1673.79931640625,0.0,16062464.0,16062464.0,0.0,,-1.9748445749282837,11.90625,1773553222.9130125,0.0,35.6357421875,0.0,11.90625,0.14523133635520935,786.5361328125,1807.910094501,28998.90452610527
-1.1343266805852181e-06,5500.84912109375,0.0,0.03125,-1365.15869140625,0.0,16316416.0,16316416.0,0.0,"{'path': 'media/html/render_16316416_1f9290332b61fdb1ed11.html', 'size': 3864809.0, '_type': 'html-file', 'sha256': '1f9290332b61fdb1ed11722c82cf180a7edc58e3c0e6ff2f8e336383c8e52383'}",-1.9074302911758423,12.5546875,1773553295.4375358,0.0,27.8662109375,0.0,12.5546875,0.1478332281112671,693.791015625,1857.55685941,29154.23231876201
8.673330739839002e-06,6343.7841796875,0.0,0.048828125,-1650.699462890625,0.0,16570368.0,16570368.0,0.0,,-1.9302600622177124,16.9541015625,1773553295.655345,0.0,31.6591796875,0.0,16.9541015625,0.15406817197799683,807.52734375,1880.70906857,28980.328466212137
1.2214817616040818e-05,7393.654296875,0.0,0.015625,-1843.2646484375,0.0,16824320.0,16824320.0,0.0,,-1.9896777868270874,4.2646484375,1773553318.5889945,0.0,11.4560546875,0.0,4.2646484375,0.1459452211856842,922.4111328125,1903.740232542,28987.311420762726
-6.787763595639262e-06,7287.9658203125,0.0,0.05078125,-1915.155517578125,0.0,17078272.0,17078272.0,0.0,,-2.0186307430267334,19.3974609375,1773553341.6202888,0.0,51.37890625,0.0,19.3974609375,0.14282828569412231,905.3251953125,1926.630551876,28983.66730885133
1.1182876733073499e-05,8062.220703125,0.0,0.001953125,-2012.268310546875,0.0,17332224.0,17332224.0,0.0,,-1.9621778726577759,0.505859375,1773553364.510473,0.0,0.9833984375,0.0,0.505859375,0.1578098088502884,959.583984375,1949.653661892,29121.02476867055
-1.0709145499276929e-05,7278.89404296875,0.0,0.0478515625,-1936.5926513671875,0.0,17586176.0,17586176.0,0.0,"{'path': 'media/html/render_17586176_2cf9e5b5254ae7ed625c.html', 'size': 3859601.0, '_type': 'html-file', 'sha256': '2cf9e5b5254ae7ed625cbb8f09450caadba343093a511648bde337b5e1876151'}",-2.2138631343841553,16.1142578125,1773553437.0219414,0.0,38.2353515625,0.0,16.1142578125,0.15614554286003113,932.1357421875,1999.141236115,28983.694912315466
-9.63122602115618e-06,6885.16357421875,0.0,0.041015625,-1671.361572265625,0.0,17840128.0,17840128.0,0.0,,-2.100700855255127,18.328125,1773553437.223902,0.0,40.94140625,0.0,18.328125,0.15210369229316711,849.6669921875,2022.418460112,29143.749044460754
1.0876626220124308e-05,7438.3232421875,0.0,0.0693359375,-1874.676025390625,0.0,18094080.0,18094080.0,0.0,,-1.8710136413574219,23.900390625,1773553460.2986562,0.0,41.4130859375,0.0,23.900390625,0.14522665739059448,927.478515625,2045.309514682,28893.594164901333
1.726412847347092e-05,7362.4384765625,0.0,0.0380859375,-1960.41259765625,0.0,18348032.0,18348032.0,0.0,,-2.01924204826355,9.0966796875,1773553483.1896522,0.0,29.1513671875,0.0,9.0966796875,0.1514495313167572,944.25,2068.329094743,29144.367844364453
1.0413551763122086e-06,7709.26025390625,0.0,0.009765625,-1925.741455078125,0.0,18601984.0,18601984.0,0.0,,-1.9603477716445923,3.75390625,1773553506.2089179,0.0,15.59375,0.0,3.75390625,0.1549367755651474,978.4931640625,2091.199920924,29016.97715330161
9.107615369430277e-06,7380.830078125,0.0,0.0615234375,-1948.077880859375,0.0,18855936.0,18855936.0,0.0,"{'sha256': '5b840178dfa8c0033c269319570ea9710518dcbaeece44de9defc3a967681775', 'path': 'media/html/render_18855936_5b840178dfa8c0033c26.html', 'size': 3868377.0, '_type': 'html-file'}",-2.0175728797912598,20.673828125,1773553578.8677526,0.0,59.3095703125,0.0,20.673828125,0.14836274087429047,917.8349609375,2140.987089679,29192.108878658033
1.2031223377562128e-05,6634.07470703125,0.0,0.0673828125,-1749.556396484375,0.0,19109888.0,19109888.0,0.0,,-1.970443606376648,27.884765625,1773553579.0685759,0.0,76.609375,0.0,27.884765625,0.14657853543758392,852.306640625,2164.099970989,28991.73133304215
-4.840796464122832e-06,6788.166015625,0.0,0.029296875,-1592.610595703125,0.0,19363840.0,19363840.0,0.0,,-2.3589842319488525,9.974609375,1773553601.9801822,0.0,20.6396484375,0.0,9.974609375,0.14506638050079346,842.7421875,2187.130816601,29084.444113963636
-1.2784418686351273e-05,7200.56689453125,0.0,0.06640625,-1895.9088134765625,0.0,19617792.0,19617792.0,0.0,,-2.495516300201416,31.439453125,1773553625.0108607,0.0,58.9111328125,0.0,31.439453125,0.14738985896110535,914.3203125,2209.986010954,28989.45730052253
2.800088395815692e-06,7850.044921875,0.0,0.00390625,-1976.4700927734375,0.0,19871744.0,19871744.0,0.0,,-2.7599151134490967,2.5625,1773553647.866063,0.0,2.6875,0.0,2.5625,0.15891264379024506,973.9453125,2233.02519576,29182.06685400617
-2.4176079023163766e-06,7627.23388671875,0.0,0.0654296875,-1857.41943359375,0.0,20125696.0,20125696.0,0.0,"{'size': 3858397.0, '_type': 'html-file', 'sha256': '99442d9dd3da9ea87d8a542e4513382182c031e166930fa4cf2ee8520db3b63b', 'path': 'media/html/render_20125696_99442d9dd3da9ea87d8a.html'}",-2.6533117294311523,21.349609375,1773553720.4464695,0.0,58.15625,0.0,21.349609375,0.15561063587665558,944.9228515625,2282.565783666,28999.71615390092
-2.63645392806211e-06,7284.36669921875,0.0,0.0556640625,-1950.539794921875,0.0,20379648.0,20379648.0,0.0,,-2.746638774871826,21.2099609375,1773553720.6495092,0.0,59.4228515625,0.0,21.2099609375,0.1627221703529358,952.2578125,2305.833900395,29121.66728605407
-3.139548789476976e-05,7878.650390625,0.0,0.0595703125,-1961.948974609375,0.0,20633600.0,20633600.0,0.0,,-2.771435260772705,23.9951171875,1773553743.713952,0.0,43.021484375,0.0,23.9951171875,0.1759728193283081,970.732421875,2328.73367692,28931.72964331911
-5.572444024437573e-06,7358.5537109375,0.0,0.0712890625,-2057.649658203125,0.0,20887552.0,20887552.0,0.0,,-2.5760996341705322,29.0771484375,1773553766.6135662,0.0,99.24609375,0.0,29.0771484375,0.1578189730644226,955.0693359375,2351.776703276,29143.9093238729
4.326444468460977e-06,7138.5751953125,0.0,0.041015625,-1815.287841796875,0.0,21141504.0,21141504.0,0.0,,-2.631626605987549,14.591796875,1773553789.656506,0.0,41.1328125,0.0,14.591796875,0.1543997824192047,883.0224609375,2374.679252138,29008.419532328404
4.378277935757069e-06,7536.50048828125,0.0,0.005859375,-1980.6956787109375,0.0,21395456.0,21395456.0,0.0,"{'path': 'media/html/render_21395456_5e7f939af05c8e9fb88c.html', 'size': 3864373.0, '_type': 'html-file', 'sha256': '5e7f939af05c8e9fb88c4e7d85991c023710c4fb3da78c47c228796fa74a4ecf'}",-2.696248769760132,2.552734375,1773553862.4174244,0.0,9.884765625,0.0,2.552734375,0.1562386304140091,956.0322265625,2424.536716774,29117.451233392436
2.5402841856703162e-05,7635.05029296875,0.0,0.0234375,-1864.05078125,0.0,21649408.0,21649408.0,0.0,,-2.660569429397583,6.1484375,1773553862.6180894,0.0,23.5498046875,0.0,6.1484375,0.1593797653913498,953.431640625,2447.664530276,29029.26646903417
-1.611940751899965e-05,7944.4296875,0.0,0.005859375,-2074.70849609375,0.0,21903360.0,21903360.0,0.0,,-2.8041369915008545,1.966796875,1773553885.5447097,0.0,8.607421875,0.0,1.966796875,0.16132330894470215,961.7666015625,2470.693277341,29049.621279901436
6.928118182258913e-06,6999.44921875,0.0,0.033203125,-1903.4761962890625,0.0,22157312.0,22157312.0,0.0,,-2.9090864658355713,15.7490234375,1773553908.5728385,0.0,51.55859375,0.0,15.7490234375,0.1656419187784195,894.8447265625,2493.553307795,29016.936048219326
7.154430932132527e-06,7212.60986328125,0.0,0.0263671875,-1840.552978515625,0.0,22411264.0,22411264.0,0.0,,-2.813148021697998,4.966796875,1773553931.4335475,0.0,13.9755859375,0.0,4.966796875,0.1577933430671692,874.90234375,2516.5826673,29199.979532993053
-6.155187747935997e-06,7518.43359375,0.0,0.025390625,-1907.1336669921875,0.0,22665216.0,22665216.0,0.0,"{'path': 'media/html/render_22665216_2ae3b36c0f90c3616d4c.html', 'size': 3846869.0, '_type': 'html-file', 'sha256': '2ae3b36c0f90c3616d4cc8488df539ea5ea2da465af33b9e0fa027fcbf619299'}",-2.7231061458587646,9.029296875,1773554004.4101496,0.0,21.255859375,0.0,9.029296875,0.16037137806415558,925.2744140625,2566.529443748,28985.326764807058
1.9377495846129023e-05,7598.0419921875,0.0,0.0419921875,-2018.7991943359375,0.0,22919168.0,22919168.0,0.0,,-2.613480567932129,19.3466796875,1773554004.6098843,0.0,39.197265625,0.0,19.3466796875,0.1500379592180252,935.365234375,2589.746173567,29217.53993462678
