eval/episode_success_easy,eval/episode_success_hard,_timestamp,_runtime,eval/episode_reward_dist,training/entropy,eval/episode_reward_near,training/sps,eval/episode_success_any,render,eval/episode_reward_survive,training/alpha_loss,training/log_alpha,eval/episode_reward_ctrl,step,eval/episode_reward,eval/episode_success,_step,eval/episode_dist,training/critic_loss,training/actor_loss
23.671875,0.0,1773621443.8039296,445.338769886,0.0,0.0,0.0,29410.860205126544,0.0205078125,"{'_type': 'html-file', 'sha256': 'c740b42b29188421c6a2fe68020ddcfb47b27a5fa580aac4cfe0c78b51182574', 'path': 'media/html/render_3618816_c740b42b29188421c6a2.html', 'size': 3864821.0}",877.5234375,1.4183393432176672e-05,0.0,-1621.845458984375,3618816.0,1.26953125,1.26953125,3618816.0,6945.869140625,0.03296923637390137,-1.4409570693969727
70.3525390625,0.0,1773621444.006082,468.374009127,0.0,0.0,0.0,29205.764988372553,0.0244140625,,893.8701171875,-2.111628418788314e-06,0.0,-1712.2982177734375,3872768.0,7.6162109375,7.6162109375,3872768.0,7237.9658203125,0.0330967977643013,-1.3642866611480713
99.7099609375,0.0,1773621466.8384762,491.368118709,0.0,0.0,0.0,29274.376826618656,0.03515625,,749.927734375,-6.046399903425481e-06,0.0,-1483.165771484375,4126720.0,11.73828125,11.73828125,4126720.0,5285.763671875,0.0499546080827713,-1.5739288330078125
77.9013671875,0.0,1773621489.832551,514.163023047,0.0,0.0,0.0,29197.936836516677,0.0419921875,,865.91796875,-1.840791264839936e-05,0.0,-1547.8900146484375,4380672.0,12.7548828125,12.7548828125,4380672.0,6532.73046875,0.07126566022634506,-1.827473759651184
94.486328125,0.0,1773621512.6274846,537.154166967,0.0,0.0,0.0,29391.20535261975,0.0556640625,,800.7822265625,-1.8891834770329297e-05,0.0,-1597.6986083984375,4634624.0,21.0576171875,21.0576171875,4634624.0,5859.9345703125,0.08178923279047012,-2.0745937824249268
82.796875,0.0,1773621584.5780828,586.112888089,0.0,0.0,0.0,29196.00086100845,0.029296875,"{'path': 'media/html/render_4888576_fb20f8e283a165c16d21.html', 'size': 3867157.0, '_type': 'html-file', 'sha256': 'fb20f8e283a165c16d2169c126c122e475403aa3d912e5a8f80adee4750d6e01'}",807.357421875,2.6801710191648453e-05,0.0,-1629.03759765625,4888576.0,12.6416015625,12.6416015625,4888576.0,5876.7734375,0.1003485843539238,-2.183542490005493
121.8515625,0.0,1773621584.7764459,609.335751241,0.0,0.0,0.0,29377.125763772197,0.046875,,784.7841796875,-1.3759654393652454e-05,0.0,-1546.212646484375,5142528.0,17.94140625,17.94140625,5142528.0,5557.2626953125,0.12923197448253632,-2.4972028732299805
72.826171875,0.0,1773621607.7998774,632.132587987,0.0,0.0,0.0,29113.93507496029,0.072265625,,825.1962890625,-2.169474282709416e-05,0.0,-1621.3475341796875,5396480.0,30.63671875,30.63671875,5396480.0,6457.14990234375,0.17995961010456085,-3.1725704669952393
96.66015625,0.0,1773621630.5970695,655.132019546,0.0,0.0,0.0,29392.43083148077,0.04296875,,852.1865234375,-4.2171777749899775e-06,0.0,-1823.554931640625,5650432.0,13.0673828125,13.0673828125,5650432.0,6387.86181640625,0.20035238564014435,-3.1759583950042725
108.0546875,0.0,1773621653.5962532,677.923053833,0.0,0.0,0.0,29194.20277062538,0.1015625,,775.6005859375,1.2468936802179087e-05,0.0,-1518.729248046875,5904384.0,53.4140625,53.4140625,5904384.0,5905.7138671875,0.23264959454536438,-3.4887561798095703
117.861328125,0.0,1773621726.1652064,727.700047619,0.0,0.0,0.0,29421.691782477916,0.0888671875,"{'path': 'media/html/render_6158336_b399fba8772091795c5c.html', 'size': 3860885.0, '_type': 'html-file', 'sha256': 'b399fba8772091795c5cf7c7846aff498fecca0817312be14d5ec260bf359552'}",789.32421875,-6.654225217062049e-06,0.0,-1518.771484375,6158336.0,38.642578125,38.642578125,6158336.0,5716.0380859375,0.24585530161857605,-3.8299553394317627
119.2529296875,0.0,1773621726.3736074,750.721405701,0.0,0.0,0.0,29240.6696077579,0.0791015625,,758.521484375,-8.051334589254111e-06,0.0,-1508.071533203125,6412288.0,44.5029296875,44.5029296875,6412288.0,5672.79296875,0.2728295922279358,-4.093205451965332
110.763671875,0.0,1773621749.1859343,773.720619182,0.0,0.0,0.0,29314.087065284886,0.0888671875,,843.7880859375,-1.5663362091800082e-06,0.0,-1637.08203125,6666240.0,43.96875,43.96875,6666240.0,6194.0751953125,0.28756722807884216,-4.43543815612793
102.7158203125,0.0,1773621772.1849422,796.532800052,0.0,0.0,0.0,29202.684624588317,0.09765625,,834.3369140625,1.5078848264238331e-05,0.0,-1623.1641845703125,6920192.0,43.9580078125,43.9580078125,6920192.0,6348.0703125,0.2950159013271332,-4.339698314666748
111.298828125,0.0,1773621794.99725,819.539582623,0.0,0.0,0.0,29339.474189516885,0.1103515625,,889.9638671875,-1.3743348972639069e-05,0.0,-1685.522216796875,7174144.0,54.61328125,54.61328125,7174144.0,6823.740234375,0.3127552568912506,-4.516911029815674
103.7607421875,0.0,1773621867.9553854,869.490238246,0.0,0.0,0.0,29151.725283101572,0.1171875,"{'size': 3853621.0, '_type': 'html-file', 'sha256': 'fdf789638457d40c85736a5b0ef9504b7e686271cbe4d2d3a0d77071254686c7', 'path': 'media/html/render_7428096_fdf789638457d40c8573.html'}",847.2880859375,-1.533822614874225e-05,0.0,-1550.17138671875,7428096.0,69.412109375,69.412109375,7428096.0,6584.82177734375,0.340106725692749,-5.010651588439941
106.0712890625,0.0,1773621868.15471,892.704805187,0.0,0.0,0.0,29334.024216093898,0.1171875,,801.083984375,2.068174035230186e-05,0.0,-1539.4232177734375,7682048.0,55.1943359375,55.1943359375,7682048.0,6059.26220703125,0.35515597462654114,-5.576016426086426
124.3818359375,0.0,1773621891.169299,915.502829182,0.0,0.0,0.0,29132.61593464153,0.09375,,883.57421875,-3.5463483072817326e-05,0.0,-1781.470703125,7936000.0,55.5400390625,55.5400390625,7936000.0,6858.1162109375,0.35037800669670105,-5.129724502563477
57.49609375,0.0,1773621913.9673,938.479887917,0.0,0.0,0.0,29367.01760187234,0.0654296875,,766.1015625,4.2469178879400715e-05,0.0,-1527.742431640625,8189952.0,21.8486328125,21.8486328125,8189952.0,6108.7919921875,0.3493492603302002,-5.328644752502441
118.580078125,0.0,1773621936.9443111,961.281276956,0.0,0.0,0.0,29238.861998223903,0.0966796875,,887.912109375,-2.85740115941735e-05,0.0,-1779.396484375,8443904.0,51.166015625,51.166015625,8443904.0,6827.4580078125,0.3485754430294037,-5.5977983474731445
119.7060546875,0.0,1773622009.1041327,1010.638953861,0.0,0.0,0.0,29359.962212032937,0.1142578125,"{'path': 'media/html/render_8697856_8b0e8993a1e9591f314f.html', 'size': 3847701.0, '_type': 'html-file', 'sha256': '8b0e8993a1e9591f314f8f132d4692d984c4762398b91988b331f4cc27954346'}",947.8369140625,9.716702152218204e-06,0.0,-1906.704345703125,8697856.0,68.677734375,68.677734375,8697856.0,7377.0751953125,0.342827707529068,-5.799439907073975
120.4501953125,0.0,1773622009.2968695,1033.663617099,0.0,0.0,0.0,29202.52690054747,0.1181640625,,962.78125,1.7118361938628368e-05,0.0,-1860.473876953125,8951808.0,83.845703125,83.845703125,8951808.0,6824.33740234375,0.34781885147094727,-5.926168441772461
120.693359375,0.0,1773622032.127977,1056.666175599,0.0,0.0,0.0,29310.069980209857,0.1201171875,,900.822265625,-1.7153837688965723e-05,0.0,-1874.570556640625,9205760.0,71.224609375,71.224609375,9205760.0,6664.685546875,0.3478528559207916,-6.434053897857666
124.8134765625,0.0,1773622055.1304758,1079.525140029,0.0,0.0,0.0,29156.212240096433,0.1455078125,,956.6875,2.3055538349581184e-06,0.0,-1925.77294921875,9459712.0,80.0107421875,80.0107421875,9459712.0,6976.63671875,0.372672438621521,-6.2852277755737305
137.3681640625,0.0,1773622077.9889233,1102.532661243,0.0,0.0,0.0,29341.564219745516,0.138671875,,962.9619140625,3.0118853828753345e-05,0.0,-1946.0838623046875,9713664.0,91.9208984375,91.9208984375,9713664.0,7396.79296875,0.36874550580978394,-6.516541004180908
111.8212890625,0.0,1773622150.3726504,1151.907487049,0.0,0.0,0.0,29165.919420278442,0.1328125,"{'size': 3859633.0, '_type': 'html-file', 'sha256': '6ccf704e746a6de2b0dc617f565e117050abc56e4a40e292ead03a7efd9a2300', 'path': 'media/html/render_9967616_6ccf704e746a6de2b0dc.html'}",935.7978515625,1.3573261639976408e-05,0.0,-1733.418212890625,9967616.0,80.3232421875,80.3232421875,9967616.0,7124.7890625,0.3511815369129181,-6.881089210510254
134.8212890625,0.0,1773622150.5953534,1175.193245712,0.0,0.0,0.0,29365.182194290774,0.11328125,,884.0341796875,-1.2528659681265708e-05,0.0,-1825.6773681640625,10221568.0,67.1416015625,67.1416015625,10221568.0,6612.150390625,0.3465478718280792,-7.016301155090332
128.419921875,0.0,1773622173.6575334,1198.029088535,0.0,0.0,0.0,29003.1684481376,0.11328125,,844.94140625,2.0053321350133047e-05,0.0,-1641.9635009765625,10475520.0,54.673828125,54.673828125,10475520.0,6176.03125,0.3439182937145233,-7.094810962677002
146.521484375,0.0,1773622196.4933517,1221.037890783,0.0,0.0,0.0,29253.46812639607,0.13671875,,938.1220703125,1.1876728422066662e-05,0.0,-1846.7232666015625,10729472.0,97.474609375,97.474609375,10729472.0,6837.802734375,0.34446898102760315,-7.382609844207764
159.7705078125,0.0,1773622219.5023046,1243.884511167,0.0,0.0,0.0,29160.350912655904,0.1591796875,,955.3095703125,1.4269490748120006e-05,0.0,-2017.4970703125,10983424.0,109.5625,109.5625,10983424.0,7260.7666015625,0.32258090376853943,-7.893246650695801
134.5322265625,0.0,1773622292.7106645,1294.245512793,0.0,0.0,0.0,29270.398769158764,0.13671875,"{'path': 'media/html/render_11237376_07d8df9c38dfac19d665.html', 'size': 3858525.0, '_type': 'html-file', 'sha256': '07d8df9c38dfac19d665e6faae19f27254b75efaf4678262b9b67feec6c55bc9'}",932.49609375,-2.9519409508793615e-05,0.0,-1935.562255859375,11237376.0,101.1904296875,101.1904296875,11237376.0,6954.1572265625,0.3448529839515686,-8.145811080932617
104.177734375,0.0,1773622292.9617548,1317.335273013,0.0,0.0,0.0,29115.75035084943,0.1103515625,,806.298828125,3.345552977407351e-05,0.0,-1607.1943359375,11491328.0,63.8447265625,63.8447265625,11491328.0,6194.009765625,0.3180781304836273,-8.120014190673828
107.1884765625,0.0,1773622315.7991061,1340.341173017,0.0,0.0,0.0,29271.52812187377,0.111328125,,952.9873046875,2.848653275577817e-05,0.0,-1856.8624267578125,11745280.0,80.560546875,80.560546875,11745280.0,7512.1962890625,0.3374449610710144,-8.617230415344238
122.7412109375,0.0,1773622338.8055673,1363.173368353,0.0,0.0,0.0,29149.67018657808,0.1279296875,,961.1279296875,-4.4520093069877476e-05,0.0,-1872.125,11999232.0,96.294921875,96.294921875,11999232.0,7415.69873046875,0.351156622171402,-9.25407886505127
113.9150390625,0.0,1773622361.6376665,1386.183953568,0.0,0.0,0.0,29276.543693710642,0.111328125,,955.986328125,4.689891284215264e-06,0.0,-1926.436767578125,12253184.0,59.8818359375,59.8818359375,12253184.0,7300.080078125,0.3415316641330719,-9.593701362609863
