training/critic_loss,eval/episode_success,eval/episode_reward_near,eval/episode_success_easy,training/alpha_loss,training/sps,eval/episode_dist,eval/episode_success_hard,training/actor_loss,eval/episode_reward_survive,_timestamp,eval/episode_success_any,training/entropy,_runtime,step,_step,render,eval/episode_reward_dist,eval/episode_reward,eval/episode_reward_ctrl,training/log_alpha
0.04755337908864021,2.5810546875,0.0,30.15234375,1.7731397747411393e-05,28998.038471452302,6504.3896484375,0.0,-1.6296489238739014,794.29296875,1773633043.7324364,0.01953125,0.0,493.453862957,4126720.0,4126720.0,,0.0,2.5810546875,-1693.0191650390625,0.0
0.04313389211893082,4.3427734375,0.0,44.5537109375,1.9708191757672466e-05,28916.17747809627,6820.41796875,0.0,-1.6833194494247437,818.7802734375,1773633066.8187034,0.0341796875,0.0,516.34527912,4380672.0,4380672.0,,0.0,4.3427734375,-1477.1229248046875,0.0
0.043511807918548584,11.755859375,0.0,80.6474609375,-5.762829005107051e-06,29082.191246269136,6881.9931640625,0.0,-1.7456995248794556,880.1484375,1773633089.7098558,0.0390625,0.0,539.428310042,4634624.0,4634624.0,,0.0,11.755859375,-1771.3455810546875,0.0
0.04370824247598648,8.2060546875,0.0,137.697265625,1.7440652300138026e-05,28911.640099292028,6786.85009765625,0.0,-1.681544303894043,923.4638671875,1773633161.775635,0.0478515625,0.0,588.410028834,4888576.0,4888576.0,"{'path': 'media/html/render_4888576_80a387919563e67120e9.html', 'size': 3862045.0, '_type': 'html-file', 'sha256': '80a387919563e67120e9ce492f3db1f53b731dac99d84942c3997a0f2e0df771'}",0.0,8.2060546875,-1941.0467529296875,0.0
0.0445660836994648,9.0537109375,0.0,89.26171875,-4.481571977521526e-06,29088.668089505056,7030.1513671875,0.0,-1.648593783378601,909.3447265625,1773633161.9904363,0.033203125,0.0,611.742916559,5142528.0,5142528.0,,0.0,9.0537109375,-1907.987548828125,0.0
0.0592038668692112,3.962890625,0.0,62.966796875,-7.57743373469566e-06,28816.46938878812,5821.546875,0.0,-1.8320478200912476,810.7314453125,1773633185.1077852,0.01171875,0.0,634.631277981,5396480.0,5396480.0,,0.0,3.962890625,-1762.66748046875,0.0
0.06491446495056152,10.123046875,0.0,122.208984375,-1.5698029756094911e-06,29101.270257551863,6669.705078125,0.0,-1.8316168785095215,909.3955078125,1773633207.9960933,0.0478515625,0.0,657.730857028,5650432.0,5650432.0,,0.0,10.123046875,-1989.670654296875,0.0
0.08516209572553635,22.8369140625,0.0,78.654296875,-5.496937319549033e-06,28878.486177555296,7391.53515625,0.0,-2.170630693435669,923.12109375,1773633231.0955257,0.0625,0.0,680.618589255,5904384.0,5904384.0,,0.0,22.8369140625,-1871.1488037109375,0.0
0.09690036624670029,7.4306640625,0.0,134.1337890625,-2.5052383989532245e-06,29125.458476887925,7346.52783203125,0.0,-2.3056554794311523,946.001953125,1773633304.0047843,0.02734375,0.0,730.639186869,6158336.0,6158336.0,"{'size': 3860517.0, '_type': 'html-file', 'sha256': '0aa4caf4f0cee9ea995706d77f3d796330f1f9f0818e7908c3c4f763a1fbca5d', 'path': 'media/html/render_6158336_0aa4caf4f0cee9ea9957.html'}",0.0,7.4306640625,-2055.580078125,0.0
0.1044590175151825,41.0458984375,0.0,104.923828125,6.155775281513343e-06,28924.466324190078,6800.9453125,0.0,-2.454099655151367,898.2275390625,1773633304.2042422,0.0859375,0.0,753.749990239,6412288.0,6412288.0,,0.0,41.0458984375,-1769.5052490234375,0.0
0.11878199130296707,28.6123046875,0.0,76.8193359375,-2.5327608454972506e-05,29018.13051452815,7600.396484375,0.0,-2.561302661895752,919.76171875,1773633327.1148062,0.0625,0.0,776.849190774,6666240.0,6666240.0,,0.0,28.6123046875,-1809.200439453125,0.0
0.13541698455810547,29.6298828125,0.0,97.0712890625,6.223879154276801e-06,28882.750001918463,6788.5859375,0.0,-2.7716071605682373,896.6884765625,1773633350.2138078,0.0634765625,0.0,799.747012507,6920192.0,6920192.0,,0.0,29.6298828125,-1807.85107421875,0.0
0.1599116027355194,45.1806640625,0.0,142.67578125,-1.5487508790101856e-05,29072.033457821224,6350.08349609375,0.0,-3.1129887104034424,866.0546875,1773633373.1117008,0.0966796875,0.0,822.851489619,7174144.0,7174144.0,,0.0,45.1806640625,-1788.1082763671875,0.0
0.19019560515880585,47.6318359375,0.0,110.5458984375,1.608081402082462e-05,28834.97798060871,7147.72802734375,0.0,-3.5349225997924805,897.03125,1773633445.4213164,0.1025390625,0.0,872.055714009,7428096.0,7428096.0,"{'sha256': '5b505c477b884f764772f9926bcbcdc21e1515c65c947e99511de103d01435ed', 'path': 'media/html/render_7428096_5b505c477b884f764772.html', 'size': 3847905.0, '_type': 'html-file'}",0.0,47.6318359375,-1854.4351806640625,0.0
0.20310606062412262,40.7275390625,0.0,74.3427734375,-3.474882760201581e-05,29058.429954057945,7570.34326171875,0.0,-3.651367425918579,931.962890625,1773633445.6171615,0.0947265625,0.0,895.361364593,7682048.0,7682048.0,,0.0,40.7275390625,-1846.8060302734375,0.0
0.2120879888534546,65.4033203125,0.0,136.2109375,-1.0610230674501508e-05,28840.812573472664,7074.2021484375,0.0,-3.9474377632141113,927.0537109375,1773633468.7260618,0.11328125,0.0,918.24533912,7936000.0,7936000.0,,0.0,65.4033203125,-1861.82421875,0.0
0.2090541124343872,38.2919921875,0.0,79.814453125,7.37868613214232e-05,29101.59704024592,7306.2548828125,0.0,-3.994837999343872,909.361328125,1773633491.6100967,0.0908203125,0.0,941.319051057,8189952.0,8189952.0,,0.0,38.2919921875,-1821.4423828125,0.0
0.22661052644252777,56.7412109375,0.0,97.1376953125,-3.400031346245669e-05,28944.355045777596,7511.10400390625,0.0,-4.460481643676758,926.1435546875,1773633514.684003,0.0966796875,0.0,964.202660347,8443904.0,8443904.0,,0.0,56.7412109375,-1861.6290283203125,0.0
0.2233840376138687,32.638671875,0.0,81.740234375,-1.8406159142614342e-05,29097.796160567428,7593.708984375,0.0,-4.853222370147705,932.091796875,1773633587.9086304,0.0732421875,0.0,1014.543021518,8697856.0,8697856.0,"{'sha256': '3ad59f54b52659cafe8f2c3355e8f1cbd573441f5a295103b7eb1ca71621647b', 'path': 'media/html/render_8697856_3ad59f54b52659cafe8f.html', 'size': 3849417.0, '_type': 'html-file'}",0.0,32.638671875,-1841.8377685546875,0.0
0.24116331338882446,36.228515625,0.0,89.7685546875,3.1671777833253145e-05,28885.89405725615,7637.7568359375,0.0,-4.967785835266113,930.390625,1773633588.1466155,0.0732421875,0.0,1037.702442449,8951808.0,8951808.0,,0.0,36.228515625,-1839.51025390625,0.0
0.23493105173110962,63.4501953125,0.0,129.6669921875,-8.541120223526377e-06,29022.774926797425,6437.6064453125,0.0,-4.723262786865234,850.380859375,1773633611.0673409,0.1171875,0.0,1060.800007998,9205760.0,9205760.0,,0.0,63.4501953125,-1777.804443359375,0.0
0.2418561577796936,71.21484375,0.0,122.4599609375,4.4493197492556646e-05,28864.362300421235,7270.171875,0.0,-5.216403007507324,914.5859375,1773633634.1650896,0.115234375,0.0,1083.755835481,9459712.0,9459712.0,,0.0,71.21484375,-1810.3521728515625,0.0
0.259117066860199,50.384765625,0.0,97.25390625,-1.633793544897344e-05,29044.21746670303,7047.0625,0.0,-5.678097248077393,887.9794921875,1773633657.1207595,0.1044921875,0.0,1106.859193767,9713664.0,9713664.0,,0.0,50.384765625,-1779.353759765625,0.0
0.2638081908226013,73.3984375,0.0,120.3720703125,-3.655743785202503e-05,28870.004559129808,6975.79296875,0.0,-5.432432174682617,890.462890625,1773633729.6335216,0.12890625,0.0,1156.267876575,9967616.0,9967616.0,"{'size': 3864665.0, '_type': 'html-file', 'sha256': 'b5a8510b16ebdabdc282673e31099f75996127ac91e3cfd05e126c6bb05cc5a0', 'path': 'media/html/render_9967616_b5a8510b16ebdabdc282.html'}",0.0,73.3984375,-1849.0146484375,0.0
0.2659284174442291,52.9189453125,0.0,96.0263671875,1.4824072422925383e-05,29067.968204013738,7483.173828125,0.0,-5.906820774078369,913.583984375,1773633729.8523507,0.1083984375,0.0,1179.639271072,10221568.0,10221568.0,,0.0,52.9189453125,-1768.537353515625,0.0
0.2550339102745056,91.3173828125,0.0,127.2216796875,5.913804125157185e-05,28732.17488617882,6647.40234375,0.0,-6.104779243469238,870.0205078125,1773633753.0041769,0.1337890625,0.0,1202.562494277,10475520.0,10475520.0,,0.0,91.3173828125,-1802.661376953125,0.0
0.2769591212272644,65.515625,0.0,109.4931640625,-3.4476033761166036e-05,28996.432815099863,6494.5732421875,0.0,-6.223390579223633,857.125,1773633775.9274163,0.11328125,0.0,1225.670441563,10729472.0,10729472.0,,0.0,65.515625,-1707.59716796875,0.0
0.2706262767314911,74.197265625,0.0,120.8896484375,7.088086931616999e-06,28835.72815527252,7477.240234375,0.0,-6.4710798263549805,945.7275390625,1773633799.0351477,0.1181640625,0.0,1248.600534883,10983424.0,10983424.0,,0.0,74.197265625,-1868.1629638671875,0.0
0.273053377866745,81.8583984375,0.0,130.18359375,-1.0616919325912022e-06,29018.45622326477,7492.5908203125,0.0,-6.6180033683776855,958.056640625,1773633872.7168279,0.1220703125,0.0,1299.351231179,11237376.0,11237376.0,"{'path': 'media/html/render_11237376_cc176f3b1b72ddac9cc6.html', 'size': 3870433.0, '_type': 'html-file', 'sha256': 'cc176f3b1b72ddac9cc6cf4e3db1eca1058b8750c742e94f854d711f1d49b455'}",0.0,81.8583984375,-1944.9417724609375,0.0
0.28162598609924316,97.9541015625,0.0,128.51171875,2.5483095669187605e-05,28809.113433272367,7232.4375,0.0,-7.053091526031494,925.12109375,1773633872.9346921,0.1416015625,0.0,1322.502152887,11491328.0,11491328.0,,0.0,97.9541015625,-1792.75390625,0.0
0.2823314368724823,81.7421875,0.0,126.8046875,-2.2414640625356697e-05,28980.65253838668,6858.345703125,0.0,-7.388911247253418,907.408203125,1773633895.86713,0.1455078125,0.0,1345.60989062,11745280.0,11745280.0,,0.0,81.7421875,-1771.279052734375,0.0
0.2907910645008087,107.2119140625,0.0,131.6279296875,-3.2011216717364732e-06,28832.076787955077,6928.97802734375,0.0,-7.806913375854492,940.3662109375,1773633918.9748333,0.1455078125,0.0,1368.538743469,11999232.0,11999232.0,,0.0,107.2119140625,-1988.993408203125,0.0
0.2983821630477905,98.326171875,0.0,135.1796875,-4.471141892281594e-06,28971.25108305069,7279.20849609375,0.0,-7.41796875,949.28125,1773633941.9036565,0.1376953125,0.0,1391.654588533,12253184.0,12253184.0,,0.0,98.326171875,-1869.8111572265625,0.0
0.3045797348022461,65.431640625,0.0,99.716796875,5.945629709458444e-06,28798.530349052224,7269.9169921875,0.0,-8.217414855957031,913.4482421875,1773634014.6763701,0.0947265625,0.0,1441.310827214,12507136.0,12507136.0,"{'_type': 'html-file', 'sha256': 'f438c73d03cb0c76dfd6ed88309afde63ab75893883febf836b941f44fcbe341', 'path': 'media/html/render_12507136_f438c73d03cb0c76dfd6.html', 'size': 3854905.0}",0.0,65.431640625,-1794.6134033203125,0.0
0.32238584756851196,102.126953125,0.0,131.9697265625,-1.2713939213426784e-05,29013.424365148094,7375.7177734375,0.0,-8.085189819335938,936.5537109375,1773634014.8734777,0.1357421875,0.0,1464.649451066,12761088.0,12761088.0,,0.0,102.126953125,-2002.5211181640625,0.0
0.3163152039051056,77.1044921875,0.0,128.33203125,-3.6895053199259564e-06,28724.311133721727,7257.64794921875,0.0,-8.805910110473633,940.66796875,1773634038.0142026,0.1259765625,0.0,1487.574394302,13015040.0,13015040.0,,0.0,77.1044921875,-1874.84130859375,0.0
0.3320346772670746,73.79296875,0.0,97.01171875,-2.6535572033026256e-05,29000.794710159877,6704.5693359375,0.0,-9.150121688842773,843.896484375,1773634060.939325,0.1083984375,0.0,1510.694904441,13268992.0,13268992.0,,0.0,73.79296875,-1716.9140625,0.0
0.3310180604457855,61.5283203125,0.0,101.705078125,4.7887104301480576e-05,28785.6599592491,7271.58349609375,0.0,-9.065142631530762,921.4775390625,1773634084.0597498,0.099609375,0.0,1533.607859672,13522944.0,13522944.0,,0.0,61.5283203125,-1856.80126953125,0.0
0.3376288115978241,70.4208984375,0.0,109.3037109375,-1.7096569138175255e-07,29033.69602037226,7360.9775390625,0.0,-9.408316612243652,927.6767578125,1773634156.6338022,0.1123046875,0.0,1583.268250984,13776896.0,13776896.0,"{'path': 'media/html/render_13776896_626d81fb2cfc253373d7.html', 'size': 3860617.0, '_type': 'html-file', 'sha256': '626d81fb2cfc253373d70a358d75f1d63c807a86241b222893ed6f333a234d11'}",0.0,70.4208984375,-1847.5623779296875,0.0
0.3263987898826599,85.0126953125,0.0,108.5771484375,-3.792535062530078e-05,28790.28549965781,6805.58837890625,0.0,-9.864782333374023,892.01171875,1773634156.840455,0.1123046875,0.0,1606.398976649,14030848.0,14030848.0,,0.0,85.0126953125,-1810.2978515625,0.0
0.3322684168815613,88.787109375,0.0,123.4375,2.310657919224468e-06,29024.42937342795,7203.1396484375,0.0,-10.354117393493652,930.8642578125,1773634179.764042,0.1259765625,0.0,1629.535067645,14284800.0,14284800.0,,0.0,88.787109375,-1881.6326904296875,0.0
0.31830769777297974,78.2646484375,0.0,102.533203125,2.4766721253399737e-05,28777.74280413838,7404.9892578125,0.0,-10.60552978515625,897.5791015625,1773634202.899428,0.1064453125,0.0,1652.464777314,14538752.0,14538752.0,,0.0,78.2646484375,-1768.547607421875,0.0
0.3278403580188751,79.6396484375,0.0,104.5654296875,1.0425128493807279e-05,28991.438576718454,6637.009765625,0.0,-10.664752006530762,826.5146484375,1773634225.8297567,0.109375,0.0,1675.586507542,14792704.0,14792704.0,,0.0,79.6396484375,-1716.95068359375,0.0
0.3404881954193115,100.99609375,0.0,134.2265625,-8.692630331097462e-07,28773.469506389527,7138.47021484375,0.0,-10.958426475524902,925.3642578125,1773634298.9007137,0.1455078125,0.0,1725.53522161,15046656.0,15046656.0,"{'path': 'media/html/render_15046656_0748b9ec808c84ff8e12.html', 'size': 3851133.0, '_type': 'html-file', 'sha256': '0748b9ec808c84ff8e12a867aec80d53a8e6dc0bd7ccb008d864ad10256cf002'}",0.0,100.99609375,-1796.53515625,0.0
0.32119208574295044,66.5947265625,0.0,125.42578125,3.613920171119389e-06,29019.725134064272,7607.88720703125,0.0,-10.84435749053955,967.1279296875,1773634299.111098,0.0986328125,0.0,1748.88000228,15300608.0,15300608.0,,0.0,66.5947265625,-1948.579345703125,0.0
0.3169706165790558,83.63671875,0.0,120.521484375,4.6988308895379305e-05,28745.391560655153,6847.03955078125,0.0,-11.277166366577148,872.8525390625,1773634322.2448316,0.12109375,0.0,1771.790492032,15554560.0,15554560.0,,0.0,83.63671875,-1782.382568359375,0.0
0.3086335361003876,55.806640625,0.0,89.919921875,-1.6525429600733332e-05,29015.423146026304,7521.373046875,0.0,-11.69629955291748,894.4638671875,1773634345.1554651,0.0888671875,0.0,1794.902177889,15808512.0,15808512.0,,0.0,55.806640625,-1774.3720703125,0.0
0.31325283646583557,86.4052734375,0.0,128.4736328125,4.538043140200898e-05,28810.868295737175,7191.03955078125,0.0,-11.753240585327148,919.6142578125,1773634368.267173,0.1220703125,0.0,1817.807361732,16062464.0,16062464.0,,0.0,86.4052734375,-1928.41845703125,0.0
0.3210959732532501,57.228515625,0.0,100.521484375,-4.46591257059481e-05,29015.107780330894,7522.0791015625,0.0,-12.042830467224121,944.0517578125,1773634441.1614347,0.099609375,0.0,1867.79581702,16316416.0,16316416.0,"{'sha256': '3b31b62dba0b52a8fa15c3d29a40081784cb87540e3c57062a471f46e69ac120', 'path': 'media/html/render_16316416_3b31b62dba0b52a8fa15.html', 'size': 3866393.0, '_type': 'html-file'}",0.0,57.228515625,-1938.656494140625,0.0
0.33591657876968384,94.1552734375,0.0,123.9912109375,-6.872050289530307e-05,28823.99368159912,6918.96484375,0.0,-11.884455680847168,877.5927734375,1773634441.3652608,0.13671875,0.0,1890.953791463,16570368.0,16570368.0,,0.0,94.1552734375,-1811.110107421875,0.0
0.31581610441207886,82.88671875,0.0,125.125,-3.7982361391186714e-05,28903.239387809772,7675.529296875,0.0,-12.014228820800781,930.478515625,1773634464.318879,0.1259765625,0.0,1914.059371908,16824320.0,16824320.0,,0.0,82.88671875,-1984.6903076171875,0.0
0.3155338764190674,68.939453125,0.0,137.05859375,8.649092706036754e-06,28802.938827685288,7645.916015625,0.0,-12.335144996643066,969.1083984375,1773634487.424257,0.107421875,0.0,1936.986714505,17078272.0,17078272.0,,0.0,68.939453125,-2020.207763671875,0.0
0.31874585151672363,85.7099609375,0.0,118.71875,1.7706950529827736e-05,29002.040755697933,7259.724609375,0.0,-12.325071334838867,934.298828125,1773634510.351731,0.123046875,0.0,1960.09746283,17332224.0,17332224.0,,0.0,85.7099609375,-1845.679931640625,0.0
0.34093573689460754,48.65625,0.0,116.916015625,-5.321908975020051e-05,28792.972029764824,6700.2578125,0.0,-12.40110969543457,871.2314453125,1773634583.3513377,0.08984375,0.0,2009.985758719,17586176.0,17586176.0,"{'_type': 'html-file', 'sha256': 'a55042b70b3fbe17aefcd0e3d20e472cce856029f1e3b2cf0c3461c256886df2', 'path': 'media/html/render_17586176_a55042b70b3fbe17aefc.html', 'size': 3840813.0}",0.0,48.65625,-1863.9951171875,0.0
0.31347596645355225,68.9462890625,0.0,106.4287109375,4.037395410705358e-05,28988.970505084595,7520.5390625,0.0,-12.073953628540039,939.3232421875,1773634583.56355,0.107421875,0.0,2033.346066997,17840128.0,17840128.0,,0.0,68.9462890625,-2025.441650390625,0.0
0.31210651993751526,81.22265625,0.0,133.1552734375,6.230746657820418e-05,28711.408694014233,7075.6865234375,0.0,-12.314488410949707,921.552734375,1773634606.7109141,0.12890625,0.0,2056.269140386,18094080.0,18094080.0,,0.0,81.22265625,-1936.113525390625,0.0
0.30695539712905884,51.2998046875,0.0,114.7880859375,-4.111344605917111e-05,29004.99205234946,7243.5546875,0.0,-12.327449798583984,941.251953125,1773634629.6340508,0.0966796875,0.0,2079.375508604,18348032.0,18348032.0,,0.0,51.2998046875,-1953.4923095703125,0.0
0.32193806767463684,76.0185546875,0.0,109.931640625,8.272138802567497e-05,28825.54519283502,7319.1875,0.0,-11.880353927612305,936.884765625,1773634652.7397325,0.109375,0.0,2102.285340362,18601984.0,18601984.0,,0.0,76.0185546875,-1895.11767578125,0.0
0.30788323283195496,70.978515625,0.0,117.0498046875,-2.8200172891956754e-05,29024.487899372798,7377.3544921875,0.0,-12.093539237976074,940.2998046875,1773634725.5966873,0.10546875,0.0,2152.231126376,18855936.0,18855936.0,"{'path': 'media/html/render_18855936_b721964a4c678bbd116d.html', 'size': 3841245.0, '_type': 'html-file', 'sha256': 'b721964a4c678bbd116d242b2d446ab7a024eb63f2b97fc49e2eb2d794fbdd1b'}",0.0,70.978515625,-1948.1578369140625,0.0
0.2990930378437042,87.84375,0.0,119.9736328125,-2.1500763978110626e-05,28799.713909776143,7318.58642578125,0.0,-12.363100051879883,944.47265625,1773634725.8686094,0.1240234375,0.0,2175.433601464,19109888.0,19109888.0,,0.0,87.84375,-1997.561279296875,0.0
0.3082539439201355,89.0283203125,0.0,113.1142578125,4.161360993748531e-05,28974.169319070825,7590.1787109375,0.0,-12.307969093322754,953.091796875,1773634748.7979083,0.1201171875,0.0,2198.536958573,19363840.0,19363840.0,,0.0,89.0283203125,-1912.10009765625,0.0
0.29831939935684204,69.990234375,0.0,106.357421875,1.4119367733655963e-05,28794.166809504117,7400.14794921875,0.0,-12.43375301361084,940.740234375,1773634771.9017441,0.10546875,0.0,2221.433997344,19617792.0,19617792.0,,0.0,69.990234375,-1927.003662109375,0.0
0.29865267872810364,76.734375,0.0,112.2958984375,-3.7004880141466856e-05,29045.14964335052,7580.6484375,0.0,-12.56845760345459,939.4541015625,1773634794.7988741,0.126953125,0.0,2244.527774826,19871744.0,19871744.0,,0.0,76.734375,-1961.357177734375,0.0
0.28198015689849854,80.8544921875,0.0,116.5341796875,5.202572083362611e-06,28828.523876046147,5745.0341796875,0.0,-12.852592468261719,776.0498046875,1773634867.8148258,0.1259765625,0.0,2294.449244876,20125696.0,20125696.0,"{'sha256': '2212446744497d478bad1a31a4a6237806e25194262ddca0e3eba7359efcab12', 'path': 'media/html/render_20125696_2212446744497d478bad.html', 'size': 3858441.0, '_type': 'html-file'}",0.0,80.8544921875,-1667.439208984375,0.0
0.2892327308654785,68.61328125,0.0,110.56640625,7.017841562628746e-05,28998.0266296779,7336.142578125,0.0,-13.008834838867188,912.2998046875,1773634868.0662057,0.107421875,0.0,2317.842266086,20379648.0,20379648.0,,0.0,68.61328125,-1818.6883544921875,0.0
0.2881881296634674,103.958984375,0.0,128.9775390625,-3.459819345152937e-05,28746.92143210288,7764.142578125,0.0,-13.160215377807617,943.1025390625,1773634891.206899,0.138671875,0.0,2340.769275456,20633600.0,20633600.0,,0.0,103.958984375,-1898.994140625,0.0
0.3048577308654785,94.3125,0.0,124.33984375,1.3450943697534967e-05,28992.848753845938,7241.66015625,0.0,-12.901625633239746,940.287109375,1773634914.13405,0.1396484375,0.0,2363.877722488,20887552.0,20887552.0,,0.0,94.3125,-1988.8192138671875,0.0
0.30608227849006653,98.47265625,0.0,132.3291015625,2.5157065465464257e-05,28828.338177959697,7206.8681640625,0.0,-12.89859676361084,944.3193359375,1773634937.2423203,0.14453125,0.0,2386.804963224,21141504.0,21141504.0,,0.0,98.47265625,-1947.664306640625,0.0
0.3017112612724304,72.703125,0.0,134.4541015625,-7.655166700715199e-05,28993.85576897767,7435.623046875,0.0,-13.061627388000488,961.890625,1773635010.446626,0.123046875,0.0,2437.081033442,21395456.0,21395456.0,"{'size': 3859921.0, '_type': 'html-file', 'sha256': '1fc917634e3d84bbbd8dfc42d754c4a49a6966fe08c36bd7010efab72fdf37dc', 'path': 'media/html/render_21395456_1fc917634e3d84bbbd8d.html'}",0.0,72.703125,-1897.275146484375,0.0
0.295086145401001,86.7197265625,0.0,124.3369140625,4.645648368750699e-05,28820.874003744935,7578.7763671875,0.0,-12.982728958129883,955.1259765625,1773635010.6750946,0.1240234375,0.0,2460.252767311,21649408.0,21649408.0,,0.0,86.7197265625,-1943.4207763671875,0.0
0.2946724593639374,95.4619140625,0.0,132.146484375,-3.847289553959854e-05,28946.050120778855,7615.0048828125,0.0,-12.931244850158691,959.8154296875,1773635033.6175427,0.130859375,0.0,2483.360870167,21903360.0,21903360.0,,0.0,95.4619140625,-2039.79052734375,0.0
0.30738744139671326,110.5439453125,0.0,146.3896484375,4.4327967771096155e-05,28833.544092491968,7530.07470703125,0.0,-12.676804542541504,959.4501953125,1773635056.7258427,0.1591796875,0.0,2506.291495626,22157312.0,22157312.0,,0.0,110.5439453125,-1972.03662109375,0.0
0.2911158502101898,102.53125,0.0,134.69140625,-4.422035999596119e-06,28965.494354383212,7369.8447265625,0.0,-13.054643630981445,958.90234375,1773635079.6564887,0.1416015625,0.0,2529.397515818,22411264.0,22411264.0,,0.0,102.53125,-1965.7421875,0.0
0.28736793994903564,100.576171875,0.0,138.705078125,6.056257007003296e-06,28799.38997822482,7150.19384765625,0.0,-13.059654235839844,937.734375,1773635152.9440093,0.1455078125,0.0,2579.578442554,22665216.0,22665216.0,"{'path': 'media/html/render_22665216_76bc8c58dd4522ce59f2.html', 'size': 3845949.0, '_type': 'html-file', 'sha256': '76bc8c58dd4522ce59f203b45395e5fe544fac0d7b43c4c93ee480fbbb4a70e5'}",0.0,100.576171875,-1899.6209716796875,0.0
