training/actor_loss,eval/episode_reward_ctrl,_step,eval/episode_reward_near,eval/episode_success_hard,eval/episode_reward_dist,render,eval/episode_reward_survive,training/entropy,step,eval/episode_success_any,eval/episode_success,training/log_alpha,eval/episode_reward,_runtime,eval/episode_dist,eval/episode_success_easy,training/alpha_loss,training/critic_loss,_timestamp,training/sps
-1.2230677604675293,-1466.518310546875,3364864.0,0.0,0.0,0.0,,746.1806640625,0.0,3364864.0,0.009765625,0.923828125,0.0,0.923828125,395.068805516,5787.6904296875,43.439453125,7.1656845648249146e-06,0.020399218425154686,1773604021.642401,29122.347254783108
-1.1594555377960205,-1477.572265625,3618816.0,0.0,0.0,0.0,"{'path': 'media/html/render_3618816_b9c53636f1a8c51246d3.html', 'size': 3875461.0, '_type': 'html-file', 'sha256': 'b9c53636f1a8c51246d347310249e7bf7b3b3465ba2b508956fbd334942f37a1'}",747.720703125,0.0,3618816.0,0.0146484375,0.6923828125,0.0,0.6923828125,444.748983782,6163.28173828125,19.138671875,1.3794042388326488e-06,0.02321707271039486,1773604094.148485,29333.099254836226
-1.265140414237976,-1339.542724609375,3872768.0,0.0,0.0,0.0,,690.779296875,0.0,3872768.0,0.0400390625,7.6767578125,0.0,7.6767578125,467.817899927,5351.09765625,55.1171875,9.153743121714797e-06,0.031091008335351944,1773604094.355641,29095.757402974363
-1.3068032264709473,-1394.1339111328125,4126720.0,0.0,0.0,0.0,,726.3173828125,0.0,4126720.0,0.03515625,8.26171875,0.0,8.26171875,490.83634825,5475.3935546875,71.21875,-1.0922670298896264e-05,0.035669922828674316,1773604117.2166955,29169.742113208853
-1.447351336479187,-1355.8321533203125,4380672.0,0.0,0.0,0.0,,675.73828125,0.0,4380672.0,0.0341796875,4.7939453125,0.0,4.7939453125,513.661386299,5283.66162109375,62.185546875,-1.3101503100187983e-05,0.042245496064424515,1773604140.2353528,29121.248492076185
-1.480055809020996,-1695.95751953125,4634624.0,0.0,0.0,0.0,,834.7197265625,0.0,4634624.0,0.0380859375,12.740234375,0.0,12.740234375,536.677256692,6372.9853515625,96.591796875,9.110646715271287e-06,0.04578055813908577,1773604163.0601585,29290.550370926358
-1.4402459859848022,-1771.3485107421875,4888576.0,0.0,0.0,0.0,"{'path': 'media/html/render_4888576_56cad4d6250065c7fed7.html', 'size': 3856757.0, '_type': 'html-file', 'sha256': '56cad4d6250065c7fed77ed9235a451210c57b83779d1511e098cc64baa04b9a'}",885.712890625,0.0,4888576.0,0.025390625,6.943359375,0.0,6.943359375,585.795323889,6539.31640625,102.685546875,-1.5550033367617289e-06,0.04731019213795662,1773604235.1948302,29123.52573012384
-1.4558285474777222,-1551.495361328125,5142528.0,0.0,0.0,0.0,,810.1865234375,0.0,5142528.0,0.03515625,17.00390625,0.0,17.00390625,609.030921625,6539.763671875,52.2509765625,-2.383617356827017e-06,0.04985908791422844,1773604235.3899632,29302.353490982092
-1.5209853649139404,-1807.01171875,5396480.0,0.0,0.0,0.0,,896.2421875,0.0,5396480.0,0.013671875,6.6201171875,0.0,6.6201171875,631.852946568,7166.53271484375,104.1611328125,4.556517524179071e-06,0.0552755668759346,1773604258.4296846,29055.53514281405
-1.7377912998199463,-1642.75634765625,5650432.0,0.0,0.0,0.0,,773.6240234375,0.0,5650432.0,0.0400390625,21.0439453125,0.0,21.0439453125,654.87197801,6151.5693359375,96.5869140625,-2.972533593492699e-06,0.06913475692272186,1773604281.2517853,29318.76537231353
-1.974586009979248,-1748.2606201171875,5904384.0,0.0,0.0,0.0,,869.2568359375,0.0,5904384.0,0.033203125,14.1162109375,0.0,14.1162109375,677.692573559,6971.482421875,106.6240234375,-8.993242772703525e-06,0.08854097872972488,1773604304.2708411,29124.391333237432
-2.2825512886047363,-1841.881591796875,6158336.0,0.0,0.0,0.0,"{'size': 3859121.0, '_type': 'html-file', 'sha256': '2ff2126a912e303be98d23df7a2a0b499f40d0f6d92adaca935c1f0d380a659e', 'path': 'media/html/render_6158336_2ff2126a912e303be98d.html'}",921.81640625,0.0,6158336.0,0.0693359375,42.482421875,0.0,42.482421875,727.532660518,7030.2138671875,137.205078125,-2.0886001948383637e-05,0.10633383691310883,1773604376.9321258,29335.03729736201
-2.6111912727355957,-1782.877197265625,6412288.0,0.0,0.0,0.0,,862.8623046875,0.0,6412288.0,0.0732421875,48.669921875,0.0,48.669921875,750.572928249,6786.3603515625,110.8076171875,4.77879029858741e-06,0.1305411159992218,1773604377.119546,29162.81871121898
-3.032588005065918,-1743.773193359375,6666240.0,0.0,0.0,0.0,,860.2958984375,0.0,6666240.0,0.056640625,30.330078125,0.0,30.330078125,773.591864253,6697.669921875,97.4072265625,-1.908546983031556e-05,0.14513565599918365,1773604399.9717968,29220.17373258767
-3.4019744396209717,-1931.1488037109375,6920192.0,0.0,0.0,0.0,,908.896484375,0.0,6920192.0,0.0615234375,33.9404296875,0.0,33.9404296875,796.421531234,6961.2431640625,117.10546875,-1.9940656784456223e-05,0.1688222885131836,1773604422.9905322,29121.080500158285
-3.893364906311035,-1825.19091796875,7174144.0,0.0,0.0,0.0,,925.3388671875,0.0,7174144.0,0.087890625,57.8984375,0.0,57.8984375,819.442052788,7067.9609375,139.92578125,2.9206623366917484e-05,0.18466974794864655,1773604445.8203106,29284.187015417534
-4.4010162353515625,-1814.0360107421875,7428096.0,0.0,0.0,0.0,"{'path': 'media/html/render_7428096_480fb491e428fd593137.html', 'size': 3873345.0, '_type': 'html-file', 'sha256': '480fb491e428fd593137a4b42a4ba47ac8576466df6fce242f8d33c3e3c1d594'}",904.70703125,0.0,7428096.0,0.0654296875,40.3173828125,0.0,40.3173828125,868.665481739,6998.7568359375,109.375,-1.330355280515505e-05,0.21273589134216309,1773604518.0649278,29081.166175984003
-4.538243293762207,-1875.378662109375,7682048.0,0.0,0.0,0.0,,902.197265625,0.0,7682048.0,0.119140625,78.2333984375,0.0,78.2333984375,891.930119705,6830.9931640625,135.810546875,3.744185278264922e-06,0.2326228767633438,1773604518.2906218,29263.450824069016
-4.747852802276611,-1635.0810546875,7936000.0,0.0,0.0,0.0,,860.6728515625,0.0,7936000.0,0.107421875,71.5029296875,0.0,71.5029296875,914.749246342,6485.3349609375,127.033203125,-1.0066732102131937e-05,0.2412281483411789,1773604541.3289254,29047.533024598906
-4.996018409729004,-1757.805419921875,8189952.0,0.0,0.0,0.0,,868.568359375,0.0,8189952.0,0.0927734375,49.4775390625,0.0,49.4775390625,937.750646221,6572.83984375,125.5390625,-2.6387799607618945e-06,0.2534426748752594,1773604564.147878,29299.270450642693
-5.216713905334473,-1684.93310546875,8443904.0,0.0,0.0,0.0,,869.3857421875,0.0,8443904.0,0.0654296875,34.0869140625,0.0,34.0869140625,960.570043488,7161.9345703125,66.421875,-1.2899313333036844e-05,0.2634130120277405,1773604587.1489532,29156.055815729786
-5.789494514465332,-1801.251953125,8697856.0,0.0,0.0,0.0,"{'path': 'media/html/render_8697856_372fb660b2ef5a67420d.html', 'size': 3859057.0, '_type': 'html-file', 'sha256': '372fb660b2ef5a67420d803db99e5cb554da48fb9e815082655e33daf025edcd'}",937.4638671875,0.0,8697856.0,0.0908203125,61.5478515625,0.0,61.5478515625,1010.438592627,7304.85693359375,103.3154296875,-2.8415748602128588e-05,0.2828020453453064,1773604659.8380191,29295.068888271227
-5.948845863342285,-1731.6517333984375,8951808.0,0.0,0.0,0.0,,827.408203125,0.0,8951808.0,0.1083984375,75.158203125,0.0,75.158203125,1033.490055631,6294.5517578125,122.6982421875,4.5877332013333216e-05,0.28143832087516785,1773604660.0384588,29116.47938987997
-6.235273838043213,-1924.3065185546875,9205760.0,0.0,0.0,0.0,,968.2490234375,0.0,9205760.0,0.1279296875,89.017578125,0.0,89.017578125,1056.517796471,7532.462890625,136.23046875,-2.5483121135039255e-05,0.299053430557251,1773604682.8887808,29240.555622224278
-6.385791301727295,-1940.39013671875,9459712.0,0.0,0.0,0.0,,956.4150390625,0.0,9459712.0,0.1005859375,74.33203125,0.0,74.33203125,1079.382076529,7058.20263671875,156.5361328125,1.635868102312088e-05,0.2948818802833557,1773604705.916286,29079.932376220353
-6.8781046867370605,-1717.198974609375,9713664.0,0.0,0.0,0.0,,895.96875,0.0,9713664.0,0.0810546875,55.21875,0.0,55.21875,1102.418589883,6977.30615234375,94.9111328125,-1.5167131095950026e-05,0.30798065662384033,1773604728.780651,29171.931866932955
-6.8571271896362305,-1713.765869140625,9967616.0,0.0,0.0,0.0,"{'sha256': 'f97b44c65e6ab87e554bdf2c3032fade8b8be2aad0b6e6bfb2191bb2f1e965f7', 'path': 'media/html/render_9967616_f97b44c65e6ab87e554b.html', 'size': 3863749.0, '_type': 'html-file'}",895.146484375,0.0,9967616.0,0.09765625,67.7451171875,0.0,67.7451171875,1151.816389998,6597.529296875,110.556640625,2.6330200853408314e-05,0.32167360186576843,1773604801.2158325,29074.42045973015
-7.499658584594727,-1739.459228515625,10221568.0,0.0,0.0,0.0,,924.703125,0.0,10221568.0,0.1025390625,70.1181640625,0.0,70.1181640625,1175.094918186,6901.33984375,115.609375,3.430094147915952e-05,0.299436092376709,1773604801.414077,29294.538742209726
-7.456667900085449,-1492.429443359375,10475520.0,0.0,0.0,0.0,,848.9736328125,0.0,10475520.0,0.1103515625,72.4501953125,0.0,72.4501953125,1197.952830984,6431.9931640625,106.853515625,-4.035620077047497e-05,0.2980661988258362,1773604824.4936326,28964.062421189556
-7.627516269683838,-1815.8115234375,10729472.0,0.0,0.0,0.0,,888.818359375,0.0,10729472.0,0.1259765625,94.748046875,0.0,94.748046875,1220.988928352,6437.33349609375,131.11328125,2.8818250939366408e-05,0.3071104884147644,1773604847.3515007,29172.22748090984
-8.088953971862793,-1751.9609375,10983424.0,0.0,0.0,0.0,,881.623046875,0.0,10983424.0,0.119140625,95.5126953125,0.0,95.5126953125,1243.858268208,6696.81640625,123.625,2.15467912312306e-06,0.308255136013031,1773604870.387767,29070.23870325814
-8.197550773620605,-1780.326171875,11237376.0,0.0,0.0,0.0,"{'sha256': 'b47ae52d0e1b49828b79369cf0a7fda59ae49df295d8ca9da746a1196bccf1ce', 'path': 'media/html/render_11237376_b47ae52d0e1b49828b79.html', 'size': 3857321.0, '_type': 'html-file'}",877.384765625,0.0,11237376.0,0.107421875,82.1865234375,0.0,82.1865234375,1294.027552646,6672.4306640625,123.896484375,-6.316576673270902e-06,0.3137270510196686,1773604943.4270604,29189.19137267523
-8.650880813598633,-1680.01708984375,11491328.0,0.0,0.0,0.0,,840.01953125,0.0,11491328.0,0.125,97.4619140625,0.0,97.4619140625,1317.109969025,5970.0546875,142.888671875,-5.006684295949526e-05,0.30349433422088623,1773604943.6442251,29026.09982829627
-8.90355396270752,-1807.669677734375,11745280.0,0.0,0.0,0.0,,940.923828125,0.0,11745280.0,0.1455078125,118.4345703125,0.0,118.4345703125,1340.138669786,7160.31591796875,150.6103515625,5.0651222409214824e-05,0.314874529838562,1773604966.5087001,29184.505544498228
-9.68428897857666,-1838.8936767578125,11999232.0,0.0,0.0,0.0,,882.1884765625,0.0,11999232.0,0.1259765625,103.828125,0.0,103.828125,1362.997507539,6278.4560546875,121.720703125,2.1025580281275325e-06,0.31427550315856934,1773604989.5374465,29066.23819793845
-10.08699893951416,-1797.3193359375,12253184.0,0.0,0.0,0.0,,916.4287109375,0.0,12253184.0,0.12109375,98.2412109375,0.0,98.2412109375,1386.037809691,7143.6748046875,122.5068359375,-3.909458428097423e-06,0.30800363421440125,1773605012.3962648,29198.13132861144
-9.881172180175781,-1894.49658203125,12507136.0,0.0,0.0,0.0,"{'sha256': '59dd5b9be83d5168e35f3680f76adfd5748183273f7e83f2a6a32a9b3ff11967', 'path': 'media/html/render_12507136_59dd5b9be83d5168e35f.html', 'size': 3846041.0, '_type': 'html-file'}",912.400390625,0.0,12507136.0,0.1328125,99.3984375,0.0,99.3984375,1435.478209168,6958.9443359375,133.3173828125,6.1384448599710595e-06,0.3049319386482239,1773605084.8777163,29035.95958552703
-10.584179878234863,-1836.5870361328125,12761088.0,0.0,0.0,0.0,,937.6123046875,0.0,12761088.0,0.099609375,74.2958984375,0.0,74.2958984375,1458.752666993,7339.5966796875,100.966796875,-1.0486008250154555e-05,0.31745511293411255,1773605085.0783403,29258.201041707125
-10.687769889831543,-1432.1014404296875,13015040.0,0.0,0.0,0.0,,664.5712890625,0.0,13015040.0,0.12890625,106.865234375,0.0,106.865234375,1481.604710418,4672.44140625,132.0341796875,1.342584982921835e-05,0.3135611116886139,1773605108.1514604,28944.098638726253
-11.397809982299805,-1722.479736328125,13268992.0,0.0,0.0,0.0,,812.5625,0.0,13268992.0,0.1025390625,70.580078125,0.0,70.580078125,1504.649036649,5815.09375,110.76953125,1.137000072048977e-05,0.30461958050727844,1773605131.003452,29221.429883191577
-12.186515808105469,-1580.2884521484375,13522944.0,0.0,0.0,0.0,,867.9677734375,0.0,13522944.0,0.0654296875,49.4326171875,0.0,49.4326171875,1527.484861674,7013.224609375,67.890625,4.2907668102998286e-05,0.2861255705356598,1773605154.0478477,29026.977843310953
-12.0279541015625,-1859.084716796875,13776896.0,0.0,0.0,0.0,"{'_type': 'html-file', 'sha256': 'ba15d07a1f21b7c9c6a7596af8350a17f119929bc78fb5503855849f514f3c46', 'path': 'media/html/render_13776896_ba15d07a1f21b7c9c6a7.html', 'size': 3847885.0}",933.5947265625,0.0,13776896.0,0.1328125,107.9267578125,0.0,107.9267578125,1576.995397628,6872.142578125,131.302734375,-6.554719789164665e-07,0.29088258743286133,1773605226.3948774,29259.110033149827
-12.37370777130127,-1751.8267822265625,14030848.0,0.0,0.0,0.0,,851.1875,0.0,14030848.0,0.0986328125,72.7841796875,0.0,72.7841796875,1600.074893488,6499.09228515625,101.828125,2.3101574697648175e-06,0.28207069635391235,1773605226.5989568,29028.603497804932
-12.5587797164917,-1844.51953125,14284800.0,0.0,0.0,0.0,,879.8798828125,0.0,14284800.0,0.126953125,92.095703125,0.0,92.095703125,1623.13053182,6125.1953125,145.2587890625,1.2787616469722707e-05,0.2785011827945709,1773605249.4736288,29182.737653147113
-12.939093589782715,-1889.3670654296875,14538752.0,0.0,0.0,0.0,,905.3486328125,0.0,14538752.0,0.1552734375,126.4130859375,0.0,126.4130859375,1645.991318113,6571.47265625,152.4384765625,-2.9342860216274858e-05,0.2721411883831024,1773605272.5293605,29005.586017129317
-13.063865661621094,-1729.366943359375,14792704.0,0.0,0.0,0.0,,833.6650390625,0.0,14792704.0,0.12109375,97.2197265625,0.0,97.2197265625,1669.039574196,6246.22998046875,127.5,4.9363232392352074e-05,0.2617094814777374,1773605295.3901656,29206.167797780436
-13.384196281433105,-1940.4505615234375,15046656.0,0.0,0.0,0.0,"{'size': 3855693.0, '_type': 'html-file', 'sha256': '8cd5dd59db736da8158c8f2a0eae4f80d8b6e0a7e153f8a632fabc0635f7d4a4', 'path': 'media/html/render_15046656_8cd5dd59db736da8158c.html'}",936.119140625,0.0,15046656.0,0.146484375,125.7685546875,0.0,125.7685546875,1718.698791054,6768.4482421875,142.619140625,-1.774496467987774e-06,0.24902601540088654,1773605368.0982811,28993.34436070177
-13.509777069091797,-1686.8082275390625,15300608.0,0.0,0.0,0.0,,863.498046875,0.0,15300608.0,0.12109375,94.4921875,0.0,94.4921875,1741.990359873,6544.7978515625,119.931640625,2.4324834157596342e-05,0.2430802285671234,1773605368.319223,29227.72589070867
-13.743819236755371,-1776.148681640625,15554560.0,0.0,0.0,0.0,,885.2724609375,0.0,15554560.0,0.1298828125,104.7763671875,0.0,104.7763671875,1764.8250943,6425.8212890625,132.978515625,-3.4365380997769535e-05,0.2375286966562271,1773605391.3891594,28943.126535461863
-13.746503829956055,-1913.3902587890625,15808512.0,0.0,0.0,0.0,,901.70703125,0.0,15808512.0,0.1162109375,73.01953125,0.0,73.01953125,1787.869392229,6498.6064453125,122.130859375,-1.2399432307574898e-05,0.2453823983669281,1773605414.223893,29248.15767435121
-13.85470962524414,-1828.1270751953125,16062464.0,0.0,0.0,0.0,,911.21875,0.0,16062464.0,0.1572265625,126.3544921875,0.0,126.3544921875,1810.703111636,6639.6904296875,148.23046875,5.392637103796005e-05,0.22800861299037933,1773605437.2680442,29022.653934995145
-14.138643264770508,-1917.6961669921875,16316416.0,0.0,0.0,0.0,"{'sha256': 'd4667c272d8548f1a9fccb78036d2a24b02603abb75d0d93c0331072fd3f53d9', 'path': 'media/html/render_16316416_d4667c272d8548f1a9fc.html', 'size': 3868845.0, '_type': 'html-file'}",941.9765625,0.0,16316416.0,0.16015625,122.4404296875,0.0,122.4404296875,1860.542085359,6894.66455078125,169.2685546875,-3.700979505083524e-05,0.2350766360759735,1773605509.9415634,29238.509652767407
-14.415727615356445,-1711.99609375,16570368.0,0.0,0.0,0.0,,818.7041015625,0.0,16570368.0,0.0966796875,75.2890625,0.0,75.2890625,1883.629592193,6611.56884765625,93.99609375,3.873800960718654e-05,0.2192043513059616,1773605510.157569,29042.080893319355
-14.612166404724121,-1922.64892578125,16824320.0,0.0,0.0,0.0,,907.423828125,0.0,16824320.0,0.1455078125,116.6943359375,0.0,116.6943359375,1906.658583766,6660.103515625,164.9765625,2.5057961465790868e-05,0.22356276214122772,1773605533.0283527,29155.971219577757
-14.54466438293457,-2002.515869140625,17078272.0,0.0,0.0,0.0,,945.0830078125,0.0,17078272.0,0.126953125,105.03515625,0.0,105.03515625,1929.511379872,7320.64794921875,125.8486328125,-3.6572768294718117e-05,0.22446191310882568,1773605556.0573819,29056.246902179657
-14.80688190460205,-1814.083984375,17332224.0,0.0,0.0,0.0,,909.9140625,0.0,17332224.0,0.1337890625,108.7216796875,0.0,108.7216796875,1952.55095051,7008.0419921875,132.6611328125,7.0654714363627136e-06,0.21307232975959778,1773605578.9098895,29219.555717271953
-14.868021965026855,-1871.708251953125,17586176.0,0.0,0.0,0.0,"{'path': 'media/html/render_17586176_6b08d63afafb45f0808f.html', 'size': 3857849.0, '_type': 'html-file', 'sha256': '6b08d63afafb45f0808f1c4ebc929fa1fd237e201c642d27eabdc0b944c6cde7'}",922.3408203125,0.0,17586176.0,0.1455078125,108.705078125,0.0,108.705078125,2002.142477417,6820.0625,153.1533203125,1.6005813449737616e-05,0.21392130851745605,1773605651.5419352,29027.170855534932
-15.064729690551758,-1978.3389892578125,17840128.0,0.0,0.0,0.0,,953.9306640625,0.0,17840128.0,0.1435546875,117.28125,0.0,117.28125,2025.407368639,7197.96923828125,153.4130859375,-1.6845560821820982e-05,0.19392099976539612,1773605651.7502837,29190.845647775
-15.08647346496582,-1848.498291015625,18094080.0,0.0,0.0,0.0,,914.0048828125,0.0,18094080.0,0.1533203125,120.5849609375,0.0,120.5849609375,2048.260492476,6734.80908203125,143.564453125,1.8444479792378843e-05,0.1915062814950943,1773605674.8059714,28990.65108366026
-15.01909351348877,-1904.7486572265625,18348032.0,0.0,0.0,0.0,,935.31640625,0.0,18348032.0,0.134765625,109.765625,0.0,109.765625,2071.290180072,7252.37353515625,138.708984375,1.580679054313805e-05,0.20904624462127686,1773605697.6589658,29219.22547855981
-15.177238464355469,-1934.776611328125,18601984.0,0.0,0.0,0.0,,962.724609375,0.0,18601984.0,0.1513671875,114.564453125,0.0,114.564453125,2094.126432049,7037.833984375,156.6337890625,7.918056326161604e-06,0.20712916553020477,1773605720.6889262,29045.5559548697
-15.314094543457031,-1966.7103271484375,18855936.0,0.0,0.0,0.0,"{'_type': 'html-file', 'sha256': '312d818ff67b601c6ed899ff42c4643a1fb96fa11afac297a573bd5aa2b9f1cc', 'path': 'media/html/render_18855936_312d818ff67b601c6ed8.html', 'size': 3850545.0}",922.779296875,0.0,18855936.0,0.1357421875,110.224609375,0.0,110.224609375,2144.113477313,7282.2080078125,132.515625,-2.9058533982606605e-05,0.2204178273677826,1773605793.5129192,29257.372470068553
-15.211918830871582,-2074.20263671875,19109888.0,0.0,0.0,0.0,,983.6201171875,0.0,19109888.0,0.15234375,121.9482421875,0.0,121.9482421875,2167.180830175,7492.474609375,153.197265625,5.9471072745509446e-05,0.2057008296251297,1773605793.7145355,29035.738753669943
-15.186529159545898,-2000.880126953125,19363840.0,0.0,0.0,0.0,,965.138671875,0.0,19363840.0,0.1474609375,106.0986328125,0.0,106.0986328125,2190.219745595,7166.306640625,154.5615234375,-1.2329036508162972e-05,0.22268009185791016,1773605816.5794282,29185.585894713422
-15.209956169128418,-1914.8536376953125,19617792.0,0.0,0.0,0.0,,924.232421875,0.0,19617792.0,0.1396484375,99.888671875,0.0,99.888671875,2213.044935088,6843.7978515625,147.259765625,6.538899697261513e-07,0.20391245186328888,1773605839.617985,29007.961329540776
-15.146610260009766,-1962.5283203125,19871744.0,0.0,0.0,0.0,,935.4912109375,0.0,19871744.0,0.111328125,75.2548828125,0.0,75.2548828125,2236.076227574,7139.09375,153.533203125,-3.4662120015127584e-05,0.21460549533367157,1773605862.4438105,29262.77630926756
-15.151643753051758,-2067.830078125,20125696.0,0.0,0.0,0.0,"{'path': 'media/html/render_20125696_e70921bdde9be37d65ad.html', 'size': 3861169.0, '_type': 'html-file', 'sha256': 'e70921bdde9be37d65ade7d119034a45f8678525b049ac7ed58596637ca6d2b2'}",905.205078125,0.0,20125696.0,0.1435546875,109.462890625,0.0,109.462890625,2285.740787647,7253.60546875,142.0888671875,4.432841524248943e-05,0.20714277029037476,1773605935.1402433,29038.11584081683
-15.178817749023438,-1784.1875,20379648.0,0.0,0.0,0.0,,893.796875,0.0,20379648.0,0.1298828125,103.697265625,0.0,103.697265625,2309.016130298,6605.06591796875,152.9619140625,2.5890178221743554e-05,0.20091696083545685,1773605935.3464038,29220.88476309206
-15.171538352966309,-2162.99853515625,20633600.0,0.0,0.0,0.0,,969.443359375,0.0,20633600.0,0.1396484375,113.2509765625,0.0,113.2509765625,2331.879476062,7442.47265625,137.5859375,-9.233523087459616e-06,0.20406779646873474,1773605958.414559,28970.034471274488
-15.363934516906738,-1865.563720703125,20887552.0,0.0,0.0,0.0,,924.6435546875,0.0,20887552.0,0.14453125,118.10546875,0.0,118.10546875,2354.915312995,6796.927734375,150.7939453125,-6.283628408709774e-06,0.19271743297576904,1773605981.278261,29183.34291793184
-15.493205070495605,-1826.6998291015625,21141504.0,0.0,0.0,0.0,,896.5166015625,0.0,21141504.0,0.12890625,113.1318359375,0.0,113.1318359375,2377.778800198,6900.72216796875,125.2001953125,2.2367730707628652e-05,0.18996186554431915,1773606004.3138328,29054.805189752104
-15.420025825500488,-2001.36181640625,21395456.0,0.0,0.0,0.0,"{'path': 'media/html/render_21395456_e2c20c1721d084ed20da.html', 'size': 3856329.0, '_type': 'html-file', 'sha256': 'e2c20c1721d084ed20dadf7dd7f6e75a562614b0c5ecda8172db9d2f9c506994'}",917.3994140625,0.0,21395456.0,0.1611328125,136.107421875,0.0,136.107421875,2427.801641859,6603.7705078125,154.1904296875,-3.8317637518048286e-05,0.19881388545036316,1773606077.201093,29183.494837737562
-15.415782928466797,-1897.9542236328125,21649408.0,0.0,0.0,0.0,,960.2509765625,0.0,21649408.0,0.1318359375,100.1220703125,0.0,100.1220703125,2450.88741506,7377.427734375,143.564453125,4.56045672763139e-05,0.20119021832942963,1773606077.4148765,29033.171335202693
-15.251736640930176,-1891.041748046875,21903360.0,0.0,0.0,0.0,,878.6484375,0.0,21903360.0,0.150390625,117.1962890625,0.0,117.1962890625,2473.916214891,6200.76025390625,155.443359375,-1.6403098925366066e-05,0.20383594930171967,1773606100.2859843,29196.243344082413
-15.295137405395508,-1888.450439453125,22157312.0,0.0,0.0,0.0,,895.60546875,0.0,22157312.0,0.1328125,94.84375,0.0,94.84375,2496.776547417,6669.650390625,156.177734375,6.795972694817465e-06,0.20291155576705933,1773606123.3148186,29072.90711217878
-15.35072135925293,-1804.7008056640625,22411264.0,0.0,0.0,0.0,,955.8125,0.0,22411264.0,0.1484375,128.99609375,0.0,128.99609375,2519.80441922,7025.791015625,157.1142578125,2.0486842913669534e-05,0.19455526769161224,1773606146.174683,29195.724771323174
-15.178814888000488,-1886.90185546875,22665216.0,0.0,0.0,0.0,"{'path': 'media/html/render_22665216_8bee68aadfebc565d440.html', 'size': 3848277.0, '_type': 'html-file', 'sha256': '8bee68aadfebc565d4401d6654ca63a8366bd9f8dc26bda572e892891d8f6684'}",938.64453125,0.0,22665216.0,0.126953125,105.115234375,0.0,105.115234375,2569.622783863,7036.4697265625,130.3037109375,2.7234435037826188e-05,0.20143760740756989,1773606219.022284,29025.06842625603
