training/actor_loss,_runtime,_timestamp,eval/episode_reward_survive,_step,render,training/alpha_loss,training/sps,eval/episode_reward,eval/episode_reward_ctrl,training/entropy,eval/episode_success_hard,step,eval/episode_success_any,eval/episode_reward_dist,eval/episode_success_easy,training/log_alpha,training/critic_loss,eval/episode_reward_near,eval/episode_success,eval/episode_dist
-1.2049640417099,396.165566147,1773598237.748187,855.4384765625,3364864.0,,-5.22607660968788e-06,29053.892205627708,0.3056640625,-1765.981201171875,0.0,0.0,3364864.0,0.001953125,0.0,9.9072265625,0.0,0.013903769664466381,0.0,0.3056640625,6880.197265625
-1.2502821683883667,445.910247849,1773598310.3472564,798.7822265625,3618816.0,"{'_type': 'html-file', 'sha256': '94bcf0d10ada6248839321342f0bb1e700babcaba9846f6c8adf3bf89739c148', 'path': 'media/html/render_3618816_94bcf0d10ada62488393.html', 'size': 3860881.0}",2.833576400007587e-05,29241.907451551764,0.8828125,-1525.300048828125,0.0,0.0,3618816.0,0.0107421875,0.0,37.1025390625,0.0,0.016170116141438484,0.0,0.8828125,6431.35595703125
-1.1404712200164795,468.976334636,1773598310.542222,809.3681640625,3872768.0,,8.709251233085524e-06,29033.41745212895,1.2919921875,-1517.4049072265625,0.0,0.0,3872768.0,0.009765625,0.0,32.2197265625,0.0,0.014353030361235142,0.0,1.2919921875,6326.544921875
-1.1064321994781494,492.019919524,1773598333.41274,844.8330078125,4126720.0,,1.8212223267255467e-06,29155.27770925516,3.2646484375,-1663.518310546875,0.0,0.0,4126720.0,0.0185546875,0.0,29.7490234375,0.0,0.015235044993460178,0.0,3.2646484375,6799.435546875
-1.088208556175232,514.868805252,1773598356.456078,735.068359375,4380672.0,,9.250557923223823e-06,29042.216300611966,5.8525390625,-1462.7822265625,0.0,0.0,4380672.0,0.0302734375,0.0,36.4970703125,0.0,0.017097432166337967,0.0,5.8525390625,5984.7978515625
-1.041741967201233,537.911775014,1773598379.3047047,686.525390625,4634624.0,,9.169176337309182e-06,29221.823504614276,4.6611328125,-1285.48681640625,0.0,0.0,4634624.0,0.017578125,0.0,59.1875,0.0,0.020480379462242126,0.0,4.6611328125,5544.3125
-1.175132393836975,586.830593062,1773598451.2675986,540.25390625,4888576.0,"{'path': 'media/html/render_4888576_92c30a9953c5be4e3169.html', 'size': 3870997.0, '_type': 'html-file', 'sha256': '92c30a9953c5be4e3169ef6d5123898022d3837a3793392a71602513186881a5'}",-1.0599113011267036e-05,29025.679823679835,3.12890625,-1141.8179931640625,0.0,0.0,4888576.0,0.01171875,0.0,33.6435546875,0.0,0.028206033632159233,0.0,3.12890625,4176.31494140625
-1.2549554109573364,610.117213135,1773598451.4821157,730.0888671875,5142528.0,,-1.3153799955034629e-05,29211.896421433165,4.76953125,-1397.6212158203125,0.0,0.0,5142528.0,0.0205078125,0.0,46.47265625,0.0,0.029480984434485435,0.0,4.76953125,5754.888671875
-1.245542287826538,632.967365469,1773598474.5530016,778.662109375,5396480.0,,1.0409300557512324e-05,28976.837462116146,7.1865234375,-1475.207763671875,0.0,0.0,5396480.0,0.01953125,0.0,26.1689453125,0.0,0.03448920696973801,0.0,7.1865234375,6281.998046875
-1.3439127206802368,656.017997164,1773598497.4037728,783.23828125,5650432.0,,-7.137770694498613e-07,29225.10035354585,6.748046875,-1475.3302001953125,0.0,0.0,5650432.0,0.0205078125,0.0,37.79296875,0.0,0.042459115386009216,0.0,6.748046875,6191.21923828125
-1.2935936450958252,678.858772706,1773598520.4542031,800.1953125,5904384.0,,5.853516086062882e-06,29028.180256353957,1.8837890625,-1483.476806640625,0.0,0.0,5904384.0,0.0126953125,0.0,18.2578125,0.0,0.03861529007554054,0.0,1.8837890625,6492.4189453125
