eval/episode_reward_survive,eval/episode_reward_ctrl,eval/episode_success,training/entropy,step,_step,training/critic_loss,eval/episode_dist,_timestamp,render,eval/episode_success_easy,eval/episode_reward,training/sps,training/log_alpha,training/actor_loss,eval/episode_success_hard,eval/episode_reward_near,eval/episode_reward_dist,_runtime,eval/episode_success_any,training/alpha_loss
820.7880859375,-2438.93359375,60.6220703125,-3.999342918395996,9205760.0,9205760.0,3.784348964691162,5935.06787109375,1774855454.8596823,,137.228515625,60.6220703125,27694.974835696015,-4.863008499145508,3.5168304443359375,0.0,0.0,0.0,1020.256413333,0.14453125,5.983477876725374e-06
931.3818359375,-2736.00439453125,76.826171875,-4.002490997314453,9459712.0,9459712.0,3.7676491737365723,7178.908203125,1774855478.2684908,,122.142578125,76.826171875,27745.02683116331,-4.860434532165527,3.5098183155059814,0.0,0.0,0.0,1043.652740248,0.1396484375,-1.853887442848645e-05
759.4208984375,-2133.094970703125,80.240234375,-4.000653266906738,9713664.0,9713664.0,3.7638590335845947,5059.78125,1774855501.6649323,,180.044921875,80.240234375,27793.132865864703,-4.852288722991943,3.50601863861084,0.0,0.0,0.0,1067.077003054,0.19921875,-4.2875790313701145e-06
873.77734375,-2524.6611328125,65.6494140625,-4.002479553222656,9967616.0,9967616.0,3.7582690715789795,6235.88232421875,1774855574.4578426,"{'path': 'media/html/render_9967616_b8d0c336bca5bc60ae7a.html', 'size': 3746217.0, '_type': 'html-file', 'sha256': 'b8d0c336bca5bc60ae7a20967dbebb58fe3298dc82ae7d6ff6fc310abca48670'}",175.4580078125,65.6494140625,27743.444205887743,-4.82091760635376,3.4943368434906006,0.0,0.0,0.0,1116.445081191,0.173828125,-1.930252074089367e-05
741.3095703125,-2116.005615234375,98.8037109375,-3.9983866214752197,10221568.0,10221568.0,3.7484118938446045,4987.41162109375,1774855574.6423993,,176.982421875,98.8037109375,27854.24181858444,-4.829941749572754,3.4873080253601074,0.0,0.0,0.0,1140.031711562,0.2021484375,1.4067389201954938e-05
777.6494140625,-2170.57080078125,67.1767578125,-4.000913143157959,10475520.0,10475520.0,3.7458033561706543,5414.5263671875,1774855598.043894,,130.5146484375,67.1767578125,27693.19559275592,-4.815349102020264,3.4883415699005127,0.0,0.0,0.0,1163.275219796,0.1806640625,-6.497030881291721e-06
795.5107421875,-2307.05810546875,96.439453125,-4.0009379386901855,10729472.0,10729472.0,3.7495689392089844,5611.70654296875,1774855621.2873251,,171.3212890625,96.439453125,27898.814752539143,-4.821918487548828,3.499799966812134,0.0,0.0,0.0,1186.769149534,0.1953125,-6.810083959862823e-06
824.3447265625,-2324.63818359375,116.4833984375,-4.001976490020752,10983424.0,10983424.0,3.7412500381469727,5665.32373046875,1774855644.7813601,,193.16796875,116.4833984375,27591.61634461092,-4.8010101318359375,3.493723154067993,0.0,0.0,0.0,1210.342620101,0.224609375,-1.5600284314132296e-05
712.48046875,-1859.53271484375,102.2314453125,-3.9988367557525635,11237376.0,11237376.0,3.7378814220428467,4300.7529296875,1774855719.0595229,"{'size': 3814005.0, '_type': 'html-file', 'sha256': '2ba4579c4dcbe0056617576e42656140f3e1e6e745ac68574deab467b7566b62', 'path': 'media/html/render_11237376_2ba4579c4dcbe0056617.html'}",204.810546875,102.2314453125,27780.868461244383,-4.788527011871338,3.4898526668548584,0.0,0.0,0.0,1261.04673142,0.212890625,1.075662385119358e-05
872.1923828125,-2188.83642578125,91.5615234375,-4.002955436706543,11491328.0,11491328.0,3.7196614742279053,5766.8193359375,1774855719.2578156,,194.708984375,91.5615234375,27667.19118799121,-4.765477180480957,3.4707846641540527,0.0,0.0,0.0,1284.715274125,0.201171875,-2.430233325867448e-05
841.09765625,-2086.570556640625,114.9423828125,-4.00013542175293,11745280.0,11745280.0,3.7078468799591064,5590.3994140625,1774855742.7274213,,224.8623046875,114.9423828125,27581.38447475455,-4.741832256317139,3.460071325302124,0.0,0.0,0.0,1308.263698703,0.236328125,-1.8621976494159753e-07
756.314453125,-1888.116943359375,96.275390625,-4.001808166503906,11999232.0,11999232.0,3.6673598289489746,4574.9453125,1774855766.2758243,,205.5654296875,96.275390625,27658.256200298027,-4.7232208251953125,3.4245994091033936,0.0,0.0,0.0,1331.497148206,0.220703125,-1.5006781723059248e-05
863.068359375,-2179.822265625,129.3115234375,-4.003857135772705,12253184.0,12253184.0,3.65285587310791,5877.7939453125,1774855789.509279,,212.9296875,129.3115234375,27756.767741739284,-4.7056565284729,3.416313648223877,0.0,0.0,0.0,1355.037152736,0.2392578125,-3.44512372976169e-05
868.8916015625,-2102.95849609375,112.46875,-3.999197244644165,12507136.0,12507136.0,3.636256694793701,6159.53564453125,1774855862.5496037,"{'path': 'media/html/render_12507136_9b31b0b2857117b11eaa.html', 'size': 3744009.0, '_type': 'html-file', 'sha256': '9b31b0b2857117b11eaa7ada24ba2c949f79ff0195da26b00f302896a5098a00'}",182.1171875,112.46875,27642.798668808846,-4.700113296508789,3.397961378097534,0.0,0.0,0.0,1404.53684238,0.22265625,8.559094567317516e-06
838.5634765625,-2195.239013671875,93.8876953125,-4.000575065612793,12761088.0,12761088.0,3.6254312992095947,5972.2060546875,1774855862.775565,,156.263671875,93.8876953125,27622.548097237315,-4.681661128997803,3.386000156402588,0.0,0.0,0.0,1428.322163793,0.2080078125,-4.398776127345627e-06
790.1484375,-1894.7705078125,107.5146484375,-4.001358509063721,13015040.0,13015040.0,3.6121468544006348,5086.10546875,1774855886.334163,,217.5986328125,107.5146484375,27600.160027213766,-4.665638446807861,3.367279052734375,0.0,0.0,0.0,1451.768158831,0.208984375,-1.1805002941400744e-05
791.580078125,-1880.380615234375,132.0068359375,-4.002043724060059,13268992.0,13268992.0,3.599853992462158,4862.380859375,1774855909.7803273,,215.052734375,132.0068359375,27615.283510004032,-4.658888339996338,3.3571062088012695,0.0,0.0,0.0,1475.206220864,0.248046875,-1.8825934603228234e-05
847.048828125,-2006.80712890625,123.380859375,-3.9987833499908447,13522944.0,13522944.0,3.573652744293213,5601.220703125,1774855933.2182426,,211.7724609375,123.380859375,27711.19152677741,-4.648869514465332,3.3339648246765137,0.0,0.0,0.0,1498.595994992,0.23828125,1.2951898497703951e-05
723.33203125,-1615.157958984375,143.3623046875,-4.00089693069458,13776896.0,13776896.0,3.579895257949829,3882.651611328125,1774856007.1231048,"{'path': 'media/html/render_13776896_da4aa27ad429cb990c8f.html', 'size': 3817305.0, '_type': 'html-file', 'sha256': 'da4aa27ad429cb990c8f463c80d66cef9f76c7406563a9189537c2f4d05344cb'}",277.3662109375,143.3623046875,27744.60622546027,-4.631698131561279,3.3342864513397217,0.0,0.0,0.0,1549.110340378,0.2431640625,-7.642080163350329e-06
766.9814453125,-1809.3212890625,128.751953125,-4.001461505889893,14030848.0,14030848.0,3.5797770023345947,4535.2158203125,1774856007.346071,,235.61328125,128.751953125,27667.287487685917,-4.623682022094727,3.3329386711120605,0.0,0.0,0.0,1572.758275708,0.255859375,-1.3450347069010604e-05
837.208984375,-1961.5589599609375,124.62890625,-3.9973464012145996,14284800.0,14284800.0,3.5684385299682617,5150.306640625,1774856030.770322,,230.080078125,124.62890625,27627.628560207166,-4.624512672424316,3.3268959522247314,0.0,0.0,0.0,1596.279702579,0.234375,2.7418524041422643e-05
861.5625,-1963.01611328125,124.76171875,-4.00216817855835,14538752.0,14538752.0,3.565992832183838,5441.90283203125,1774856054.291877,,229.3046875,124.76171875,27724.263999283907,-4.6130170822143555,3.3248298168182373,0.0,0.0,0.0,1619.683063689,0.2353515625,-2.0255884010111913e-05
744.36328125,-1552.72998046875,78.7255859375,-3.999760866165161,14792704.0,14792704.0,3.5571823120117188,4320.00341796875,1774856077.695157,,204.40234375,78.7255859375,27713.004087384412,-4.607545375823975,3.3113327026367188,0.0,0.0,0.0,1643.084314208,0.1357421875,3.4456165849405807e-06
867.8857421875,-1953.77783203125,124.2900390625,-4.0012102127075195,15046656.0,15046656.0,3.5507469177246094,5595.26171875,1774856150.8145323,"{'sha256': '0e787f6b06ec658b6a15ed7c88846432ad14207d1c3750ea03d9f33c1b457cdc', 'path': 'media/html/render_15046656_0e787f6b06ec658b6a15.html', 'size': 3819393.0, '_type': 'html-file'}",227.05078125,124.2900390625,27676.370699169387,-4.611810207366943,3.3071086406707764,0.0,0.0,0.0,1692.801752285,0.2041015625,-1.1077128874603659e-05
726.3046875,-1578.314208984375,114.4853515625,-3.996962785720825,15300608.0,15300608.0,3.5475690364837646,4291.107421875,1774856151.021333,,200.681640625,114.4853515625,27816.88853390489,-4.610634803771973,3.307535409927368,0.0,0.0,0.0,1716.47520755,0.1806640625,3.13329765049275e-05
848.1865234375,-1893.68212890625,121.123046875,-4.004684925079346,15554560.0,15554560.0,3.5423524379730225,4975.8291015625,1774856174.487364,,235.490234375,121.123046875,27582.438676033897,-4.602680683135986,3.301891803741455,0.0,0.0,0.0,1739.987288917,0.2138671875,-4.582784458762035e-05
800.4052734375,-1793.048828125,147.6025390625,-3.997358560562134,15808512.0,15808512.0,3.537200689315796,4396.2392578125,1774856197.9994688,,258.3486328125,147.6025390625,27723.748772240808,-4.598209381103516,3.2995362281799316,0.0,0.0,0.0,1763.432021971,0.20703125,2.8075459340470843e-05
849.5087890625,-1967.6827392578125,124.6005859375,-4.004428386688232,16062464.0,16062464.0,3.5258829593658447,4746.01171875,1774856221.4441936,,254.6953125,124.6005859375,27578.214499950365,-4.579726696014404,3.290041208267212,0.0,0.0,0.0,1787.010525329,0.228515625,-4.436074959812686e-05
792.5810546875,-1767.416015625,148.9052734375,-3.998565673828125,16316416.0,16316416.0,3.5120198726654053,3950.355224609375,1774856294.8512363,"{'size': 3836629.0, '_type': 'html-file', 'sha256': 'e3128ed8a69f110223fc4e4a7c6c08e10304d0bec2ca51373aad56205a935863', 'path': 'media/html/render_16316416_e3128ed8a69f110223fc.html'}",285.8046875,148.9052734375,27809.161256088883,-4.570255279541016,3.282357931137085,0.0,0.0,0.0,1836.838457283,0.2685546875,1.627866004128009e-05
819.736328125,-1844.791748046875,174.587890625,-4.000905990600586,16570368.0,16570368.0,3.5059995651245117,4536.64453125,1774856295.0573912,,269.9521484375,174.587890625,27616.911694203198,-4.5677266120910645,3.275031328201294,0.0,0.0,0.0,1860.638433624,0.279296875,-8.396788871323224e-06
852.6591796875,-1911.79541015625,143.8564453125,-3.9978082180023193,16824320.0,16824320.0,3.4980454444885254,5360.3046875,1774856318.6506336,,257.1796875,143.8564453125,27765.934419802354,-4.561898708343506,3.2700259685516357,0.0,0.0,0.0,1884.105202123,0.2314453125,2.4016111638047732e-05
834.138671875,-1975.48583984375,115.408203125,-4.000965595245361,17078272.0,17078272.0,3.485445261001587,5023.990234375,1774856342.1173847,,215.3759765625,115.408203125,27521.55520367439,-4.564034461975098,3.2605018615722656,0.0,0.0,0.0,1907.536081812,0.177734375,-8.797293048701249e-06
928.791015625,-2155.52490234375,172.9267578125,-3.9976158142089844,17332224.0,17332224.0,3.484736680984497,5659.5888671875,1774856365.5482974,,280.7451171875,172.9267578125,27775.766979265074,-4.581810474395752,3.254659414291382,0.0,0.0,0.0,1931.179568647,0.2578125,2.541602407291066e-05
814.4296875,-1837.388427734375,168.92578125,-4.002588748931885,17586176.0,17586176.0,3.46388578414917,4718.38623046875,1774856439.1495488,"{'size': 3807553.0, '_type': 'html-file', 'sha256': '5d37b9e073229ac1ac3a21ad8f27371eb4e29b12014a8c7958f08a441e68cf78', 'path': 'media/html/render_17586176_5d37b9e073229ac1ac3a.html'}",274.88671875,168.92578125,27636.776813866047,-4.564259052276611,3.237562417984009,0.0,0.0,0.0,1981.136721755,0.2646484375,-2.5331664801342413e-05
837.134765625,-1930.1685791015625,175.0439453125,-4.000339508056641,17840128.0,17840128.0,3.465134620666504,4553.99609375,1774856439.3599892,,278.697265625,175.0439453125,27635.638866212015,-4.570184707641602,3.2358014583587646,0.0,0.0,0.0,2004.893429619,0.271484375,-2.4630517145851627e-06
868.759765625,-2017.78173828125,157.490234375,-4.001864433288574,18094080.0,18094080.0,3.4559075832366943,4990.6142578125,1774856462.9057019,,266.271484375,157.490234375,27616.121206128162,-4.5549092292785645,3.2304670810699463,0.0,0.0,0.0,2028.34043393,0.25,-1.864215482783038e-05
912.8935546875,-2080.47607421875,190.2509765625,-3.9986395835876465,18348032.0,18348032.0,3.4540512561798096,5146.0341796875,1774856486.3525183,,307.27734375,190.2509765625,27626.44264119787,-4.55598258972168,3.2297558784484863,0.0,0.0,0.0,2051.842200004,0.2880859375,1.5591111150570214e-05
831.6005859375,-1842.032470703125,142.716796875,-4.00162410736084,18601984.0,18601984.0,3.4591662883758545,4211.6533203125,1774856509.8544416,,302.087890625,142.716796875,27719.86353799404,-4.5631632804870605,3.2272634506225586,0.0,0.0,0.0,2075.092311739,0.21875,-1.6052063074312173e-05
936.3916015625,-2039.9508056640625,166.5517578125,-3.9989023208618164,18855936.0,18855936.0,3.457873821258545,5391.71923828125,1774856583.1376584,"{'path': 'media/html/render_18855936_4dd5b508b20a429a1000.html', 'size': 3821205.0, '_type': 'html-file', 'sha256': '4dd5b508b20a429a1000a957a512f27bb9824a75adab45e7ef8b1320c3891f13'}",306.26171875,166.5517578125,27670.02727922402,-4.555068492889404,3.232116937637329,0.0,0.0,0.0,2125.124891723,0.22265625,1.2886977856396697e-05
807.740234375,-1842.418212890625,142.3740234375,-3.99934983253479,19109888.0,19109888.0,3.4489669799804688,4117.3125,1774856583.3300378,,291.5673828125,142.3740234375,27828.741977660546,-4.550164222717285,3.22579026222229,0.0,0.0,0.0,2148.610031459,0.2021484375,7.966304110595956e-06
910.7099609375,-2073.4443359375,123.3740234375,-4.0009942054748535,19363840.0,19363840.0,3.4542040824890137,5677.212890625,1774856606.6222966,,218.2783203125,123.3740234375,27522.18596923696,-4.5428619384765625,3.229687213897705,0.0,0.0,0.0,2172.201616595,0.1708984375,-9.37653112487169e-06
864.517578125,-1938.4451904296875,114.86328125,-4.000940322875977,19617792.0,19617792.0,3.448563814163208,5024.91943359375,1774856630.2136729,,231.890625,114.86328125,27822.050917018554,-4.546820163726807,3.221775531768799,0.0,0.0,0.0,2195.863418887,0.1591796875,-8.989855814434122e-06
844.9912109375,-1982.16552734375,164.51953125,-3.999363660812378,19871744.0,19871744.0,3.4552528858184814,4546.66845703125,1774856653.8756387,,269.7763671875,164.51953125,27532.9966775643,-4.537295818328857,3.2290213108062744,0.0,0.0,0.0,2219.611176533,0.23828125,7.99219651526073e-06
799.9267578125,-1886.908447265625,148.869140625,-4.001490592956543,20125696.0,20125696.0,3.442134380340576,4473.65576171875,1774856727.6726964,"{'path': 'media/html/render_20125696_e708defdbde5774c34db.html', 'size': 3720177.0, '_type': 'html-file', 'sha256': 'e708defdbde5774c34db3c405e7835bb50f218619e8e4b9b448f71f4b2f4ee84'}",251.998046875,148.869140625,27562.227914418057,-4.533181667327881,3.216120958328247,0.0,0.0,0.0,2269.65994548,0.224609375,-1.4969685253163334e-05
925.900390625,-2325.286376953125,152.1435546875,-3.996755599975586,20379648.0,20379648.0,3.4486372470855713,5291.38037109375,1774856727.875705,,279.0224609375,152.1435546875,27558.348601016878,-4.532358169555664,3.222559690475464,0.0,0.0,0.0,2293.406246258,0.1953125,3.5791643313132226e-05
881.1298828125,-2068.8662109375,139.7294921875,-4.00232458114624,20633600.0,20633600.0,3.4414567947387695,5013.04736328125,1774856751.4184783,,235.7822265625,139.7294921875,27857.94332106634,-4.536064147949219,3.2157914638519287,0.0,0.0,0.0,2316.799952623,0.1875,-2.3477401555282995e-05
811.658203125,-1844.3173828125,141.611328125,-4.00010871887207,20887552.0,20887552.0,3.438075304031372,4431.2890625,1774856774.812111,,253.40625,141.611328125,27624.233735432954,-4.531612396240234,3.211179494857788,0.0,0.0,0.0,2340.349557265,0.20703125,1.4628476208145003e-08
748.9423828125,-1851.8232421875,167.0830078125,-3.9983527660369873,21141504.0,21141504.0,3.438476324081421,4009.537841796875,1774856798.3617578,,272.0419921875,167.0830078125,27787.370821055807,-4.52212381362915,3.2154812812805176,0.0,0.0,0.0,2363.744573192,0.2294921875,1.883985532913357e-05
843.14453125,-1924.033935546875,182.619140625,-4.001986503601074,21395456.0,21395456.0,3.451507091522217,4318.0693359375,1774856871.831563,"{'size': 3748797.0, '_type': 'html-file', 'sha256': '3289e09b4d2c0196fe4d5c512fbfc25fbedb64407e20bb6251ac721c4b2a5be8', 'path': 'media/html/render_21395456_3289e09b4d2c0196fe4d.html'}",280.560546875,182.619140625,27629.20086599616,-4.524606704711914,3.229201078414917,0.0,0.0,0.0,2413.818782217,0.263671875,-2.006970316870138e-05
840.681640625,-1996.3294677734375,147.5146484375,-4.002072334289551,21649408.0,21649408.0,3.4492743015289307,4625.0849609375,1774856872.0354755,,266.494140625,147.5146484375,27764.07657319518,-4.5334954261779785,3.221446990966797,0.0,0.0,0.0,2437.427544546,0.2060546875,-2.1666459360858425e-05
