eval/episode_reward_ctrl,training/actor_loss,training/alpha_loss,eval/episode_success_hard,_timestamp,eval/episode_reward_survive,eval/episode_reward_near,step,training/entropy,eval/episode_dist,training/log_alpha,eval/episode_success_easy,training/critic_loss,eval/episode_success,_runtime,training/sps,_step,render,eval/episode_reward,eval/episode_reward_dist,eval/episode_success_any
-1741.91455078125,3.2783408164978027,2.7054575184592977e-06,0.0,1774879981.038945,796.349609375,0.0,19109888.0,-3.999845027923584,4362.939453125,-4.570388317108154,249.861328125,3.508781671524048,161.49609375,2149.13958619,27846.130511234598,19109888.0,,161.49609375,0.0,0.2607421875
-1728.604736328125,3.285916328430176,1.7541289707878605e-05,0.0,1774880004.328172,848.83984375,0.0,19363840.0,-3.9984099864959717,4906.7578125,-4.582616806030273,265.5205078125,3.5177557468414307,165.6630859375,2172.717540848,27556.534113319543,19363840.0,,165.6630859375,0.0,0.25390625
-1453.87890625,3.282069683074951,5.827002951264149e-06,0.0,1774880027.9061205,693.2958984375,0.0,19617792.0,-3.9995334148406982,3470.48095703125,-4.57839298248291,230.6396484375,3.511422634124756,125.1845703125,2196.374442019,27839.12766988496,19617792.0,,125.1845703125,0.0,0.236328125
-1625.24560546875,3.2854974269866943,-7.685320269956719e-06,0.0,1774880051.562999,774.4033203125,0.0,19871744.0,-4.000854969024658,4407.96484375,-4.586488723754883,231.095703125,3.509744882583618,142.3525390625,2220.113467861,27549.046977902195,19871744.0,,142.3525390625,0.0,0.232421875
-1869.9124755859375,3.282045841217041,-7.525513410655549e-06,0.0,1774880125.3681946,907.916015625,0.0,20125696.0,-4.0008344650268555,5472.4921875,-4.580417633056641,219.1181640625,3.5061960220336914,145.4267578125,2270.179046168,27576.791497534792,20125696.0,"{'sha256': '99b58f0db68d6b0c1b6266a0a28385cec5e745e8a843e96b786de419d6e207fb', 'path': 'media/html/render_20125696_99b58f0db68d6b0c1b62.html', 'size': 3773857.0, '_type': 'html-file'}",145.4267578125,0.0,0.2353515625
-1826.935302734375,3.3098034858703613,1.201153099827934e-05,0.0,1774880125.5936713,926.6767578125,0.0,20379648.0,-3.9989383220672607,5538.01025390625,-4.585377216339111,259.7568359375,3.536886215209961,162.583984375,2293.966019034,27564.745773814266,20379648.0,,162.583984375,0.0,0.232421875
-1722.3629150390625,3.3027586936950684,-2.793118983390741e-05,0.0,1774880149.1544561,778.8251953125,0.0,20633600.0,-4.002771854400635,4417.4560546875,-4.594764709472656,225.744140625,3.5322864055633545,121.6669921875,2317.350292672,27805.899513262528,20633600.0,,121.6669921875,0.0,0.2255859375
-1631.3150634765625,3.312804698944092,3.3947366318898275e-05,0.0,1774880172.5388145,784.705078125,0.0,20887552.0,-3.996849298477173,4226.837890625,-4.5834455490112305,260.23828125,3.5363967418670654,154.080078125,2340.892265934,27648.65449055118,20887552.0,,154.080078125,0.0,0.244140625
-1578.74658203125,3.3122639656066895,6.378785656124819e-06,0.0,1774880196.080748,816.22265625,0.0,21141504.0,-3.999478816986084,4506.4345703125,-4.585203647613525,211.6181640625,3.54081130027771,114.4501953125,2364.280084888,27794.50357935633,21141504.0,,114.4501953125,0.0,0.2109375
-1812.9649658203125,3.29768443107605,-6.868928267067531e-06,0.0,1774880270.1114938,903.9775390625,0.0,21395456.0,-4.00078821182251,4893.1787109375,-4.571038722991943,287.5546875,3.523432493209839,158.5947265625,2414.92233332,27644.239253582207,21395456.0,"{'sha256': 'd01056e56b49b7064a83dbe511690d9b2d6c840bf98e0bd1eb6e2539aa0a66c0', 'path': 'media/html/render_21395456_d01056e56b49b7064a83.html', 'size': 3813025.0, '_type': 'html-file'}",158.5947265625,0.0,0.22265625
-1958.8687744140625,3.2979438304901123,-3.337497764732689e-05,0.0,1774880270.3587375,888.1982421875,0.0,21649408.0,-4.003294467926025,5278.892578125,-4.572174549102783,237.8701171875,3.525813579559326,152.357421875,2438.593702946,27754.539393448893,21649408.0,,152.357421875,0.0,0.2392578125
-1950.784423828125,3.2853035926818848,3.128624666715041e-05,0.0,1774880293.7822275,912.9794921875,0.0,21903360.0,-3.9971182346343994,5185.25048828125,-4.568875789642334,288.3955078125,3.511277437210083,160.5126953125,2462.144141737,27561.307904920475,21903360.0,,160.5126953125,0.0,0.275390625
-1936.783203125,3.2890594005584717,1.6150337614817545e-05,0.0,1774880317.332711,904.6650390625,0.0,22157312.0,-3.9985172748565674,5288.00341796875,-4.591195106506348,274.5927734375,3.5134291648864746,161.0771484375,2485.511654866,27767.65859649366,22157312.0,,161.0771484375,0.0,0.2587890625
-1707.5872802734375,3.2922067642211914,-2.693718852242455e-05,0.0,1774880340.7001445,836.0498046875,0.0,22411264.0,-4.002735614776611,5119.69140625,-4.572149276733398,210.8212890625,3.525763988494873,118.68359375,2509.066922843,27705.559250033963,22411264.0,,118.68359375,0.0,0.1923828125
-1933.181396484375,3.2914998531341553,-8.710194379091263e-06,0.0,1774880414.266794,954.3330078125,0.0,22665216.0,-4.000933647155762,5515.40234375,-4.570056438446045,285.4228515625,3.524250030517578,165.740234375,2559.077691164,27766.31224372937,22665216.0,"{'sha256': 'c3dbf78cde25810e9c9bebd25e91a9e8c33b127a8f396aa62507dd0e27fbd387', 'path': 'media/html/render_22665216_c3dbf78cde25810e9c9b.html', 'size': 3802885.0, '_type': 'html-file'}",165.740234375,0.0,0.2529296875
-1876.64111328125,3.2870936393737793,2.215469976363238e-05,0.0,1774880414.4877264,937.9306640625,0.0,22919168.0,-3.9979751110076904,5506.0166015625,-4.577664375305176,274.1591796875,3.516852855682373,160.4658203125,2582.882710721,27665.10078745986,22919168.0,,160.4658203125,0.0,0.244140625
-1799.171142578125,3.298668622970581,-3.5771416150964797e-05,0.0,1774880438.0713124,896.3447265625,0.0,23173120.0,-4.003505229949951,5136.7744140625,-4.5661211013793945,282.818359375,3.5327720642089844,179.47265625,2606.275701254,27713.824648230973,23173120.0,,179.47265625,0.0,0.283203125
-1526.570068359375,3.289483070373535,9.788340321392752e-06,0.0,1774880461.4642005,805.96484375,0.0,23427072.0,-3.999185562133789,4426.76171875,-4.551124572753906,254.9619140625,3.526540994644165,187.5048828125,2629.842016461,27636.943175753782,23427072.0,,187.5048828125,0.0,0.3017578125
-1865.23046875,3.2943215370178223,3.062733594560996e-05,0.0,1774880485.030618,916.9560546875,0.0,23681024.0,-3.9971659183502197,5407.15380859375,-4.575645446777344,265.0361328125,3.534518241882324,172.6181640625,2653.239624218,27712.604640374597,23681024.0,,172.6181640625,0.0,0.2763671875
-1561.3165283203125,3.2831645011901855,-1.648121360631194e-05,0.0,1774880558.7638378,833.9833984375,0.0,23934976.0,-4.0016913414001465,4765.36474609375,-4.572569847106934,260.5986328125,3.528231382369995,178.74609375,2703.574705544,27624.162093414758,23934976.0,"{'_type': 'html-file', 'sha256': '699b3869dfd0eec800f922e423cb8113b15b5bd8af40e0fc19edf8e8e5aa3033', 'path': 'media/html/render_23934976_699b3869dfd0eec800f9.html', 'size': 3811669.0}",178.74609375,0.0,0.2666015625
-1669.79833984375,3.284475326538086,2.134708483936265e-05,0.0,1774880558.988603,880.185546875,0.0,24188928.0,-3.998040199279785,5058.6962890625,-4.582930564880371,272.8017578125,3.528350830078125,176.8388671875,2727.235976375,27699.19380075901,24188928.0,,176.8388671875,0.0,0.2978515625
-1764.23779296875,3.286703109741211,-2.2782556698075496e-05,0.0,1774880582.4245508,916.9111328125,0.0,24442880.0,-4.00229024887085,5268.0419921875,-4.574601650238037,285.9091796875,3.528348207473755,169.0166015625,2750.810066341,27542.39785161662,24442880.0,,169.0166015625,0.0,0.2822265625
-1682.6265869140625,3.285771131515503,2.359272912144661e-05,0.0,1774880605.9985702,871.8486328125,0.0,24696832.0,-3.9978420734405518,5026.8759765625,-4.573125839233398,267.591796875,3.526599645614624,180.76953125,2774.184254194,27710.738784129917,24696832.0,,180.76953125,0.0,0.2890625
-1373.3388671875,3.2832162380218506,-2.7884618702955777e-06,0.0,1774880629.3726797,728.2275390625,0.0,24950784.0,-4.000377178192139,3805.684814453125,-4.571621417999268,260.6708984375,3.528104543685913,136.5322265625,2797.747642033,27702.658230897312,24950784.0,,136.5322265625,0.0,0.236328125
-1289.1619873046875,3.2924726009368896,-1.0212528650299646e-05,0.0,1774880703.4009306,689.6103515625,0.0,25204736.0,-4.001087188720703,3721.076904296875,-4.569892406463623,244.3349609375,3.536125421524048,147.681640625,2848.211771588,27737.88332443287,25204736.0,"{'sha256': '8d9e60c8394acec7167a72e2d131024be75245ae992899fd949d86020f027ffe', 'path': 'media/html/render_25204736_8d9e60c8394acec7167a.html', 'size': 3833025.0, '_type': 'html-file'}",147.681640625,0.0,0.2314453125
-1620.20703125,3.283252239227295,2.3060124476614874e-06,0.0,1774880703.6595724,839.7021484375,0.0,25458688.0,-3.9998786449432373,4661.7109375,-4.573112964630127,254.30859375,3.5281121730804443,148.4677734375,2872.069822411,27674.613978805566,25458688.0,,148.4677734375,0.0,0.259765625
-1503.412841796875,3.287733316421509,1.3963385754323099e-05,0.0,1774880727.258424,866.78125,0.0,25712640.0,-3.9987545013427734,5291.70263671875,-4.5761799812316895,248.314453125,3.5294642448425293,129.2958984375,2895.457843,27646.078226102654,25712640.0,,129.2958984375,0.0,0.208984375
-1363.98828125,3.2826943397521973,8.818955393508077e-06,0.0,1774880750.6464562,752.1396484375,0.0,25966592.0,-3.999236583709717,4086.09912109375,-4.573304653167725,237.7529296875,3.5229384899139404,115.8798828125,2919.01721101,27645.81632081102,25966592.0,,115.8798828125,0.0,0.2109375
-1353.788330078125,3.2787349224090576,-2.0130364930537326e-07,0.0,1774880774.2057781,741.3251953125,0.0,26220544.0,-4.000119686126709,3683.4951171875,-4.593084812164307,290.7861328125,3.516361951828003,166.9013671875,2942.371526141,27747.951188284398,26220544.0,,166.9013671875,0.0,0.26953125
-1217.2900390625,3.2791213989257812,-1.7193650592162157e-06,0.0,1774880848.0714931,660.37109375,0.0,26474496.0,-4.0002760887146,2967.798828125,-4.580344200134277,281.3935546875,3.517167568206787,179.8349609375,2992.882307238,27752.806722047986,26474496.0,"{'path': 'media/html/render_26474496_1405889fb1f714d1c83c.html', 'size': 3835185.0, '_type': 'html-file', 'sha256': '1405889fb1f714d1c83cec24463b86e509c62db3e83f8fba0811d0f339d93b4b'}",179.8349609375,0.0,0.2861328125
-1464.2630615234375,3.285048723220825,-2.7215278350922745e-06,0.0,1774880848.293107,846.3515625,0.0,26728448.0,-4.000368595123291,4809.8408203125,-4.59332275390625,271.458984375,3.5191030502319336,142.4482421875,3016.510726462,27721.594984194697,26728448.0,,142.4482421875,0.0,0.25
-1300.6168212890625,3.282984495162964,1.5466641343664378e-05,0.0,1774880871.6993356,720.1943359375,0.0,26982400.0,-3.9985804557800293,3673.09814453125,-4.587368488311768,278.244140625,3.517716646194458,177.5546875,3040.077552455,27619.04065207528,26982400.0,,177.5546875,0.0,0.283203125
-1292.375,3.280653238296509,-2.784800381050445e-05,0.0,1774880895.266091,705.3779296875,0.0,27236352.0,-4.002826690673828,3602.6484375,-4.5836076736450195,276.4501953125,3.513965129852295,164.82421875,3063.454138426,27724.14493250953,27236352.0,,164.82421875,0.0,0.2470703125
-1452.0213623046875,3.28364634513855,1.115269787987927e-05,0.0,1774880918.6427476,744.4580078125,0.0,27490304.0,-3.999027729034424,3831.729736328125,-4.584049224853516,315.0703125,3.518545389175415,159.30859375,3087.001869639,27682.15298412118,27490304.0,,159.30859375,0.0,0.2529296875
-1441.046875,3.2822861671447754,-7.816749530320521e-06,0.0,1774880991.3706355,777.8251953125,0.0,27744256.0,-4.000857830047607,4114.9111328125,-4.586686134338379,278.39453125,3.513448715209961,154.0263671875,3136.181464298,27790.145324030327,27744256.0,"{'path': 'media/html/render_27744256_8bba8d21d97b701af5e8.html', 'size': 3833481.0, '_type': 'html-file', 'sha256': '8bba8d21d97b701af5e850f607cbeb35051d9dffc61d8ae1dc7c1c36b5df5322'}",154.0263671875,0.0,0.236328125
-1184.92333984375,3.276702642440796,2.7905613023904152e-05,0.0,1774880991.5906491,698.1015625,0.0,27998208.0,-3.997358560562134,3531.8115234375,-4.604449272155762,272.65625,3.506201982498169,157.5087890625,3159.98880804,27708.98923145496,27998208.0,,157.5087890625,0.0,0.2783203125
-1482.827880859375,3.2863547801971436,1.2092650081285683e-07,0.0,1774881015.1774876,812.0224609375,0.0,28252160.0,-4.000089645385742,4372.93359375,-4.600329875946045,294.046875,3.5140881538391113,173.71875,3183.36157006,27681.892553125414,28252160.0,,173.71875,0.0,0.296875
-1434.7237548828125,3.2736029624938965,-2.396734089415986e-05,0.0,1774881038.5502067,827.6025390625,0.0,28506112.0,-4.002462387084961,4452.724609375,-4.583619594573975,271.109375,3.498577117919922,172.48828125,3206.935909574,27692.568483913667,28506112.0,,172.48828125,0.0,0.3037109375
-1183.3203125,3.278294801712036,1.8022237782133743e-05,0.0,1774881062.1244147,659.18359375,0.0,28760064.0,-3.9983341693878174,3371.9755859375,-4.59572172164917,243.2587890625,3.5065274238586426,148.2314453125,3230.32284906,27701.959367774867,28760064.0,,148.2314453125,0.0,0.25
-1240.78955078125,3.281357526779175,-1.7043807019945234e-05,0.0,1774881136.1771255,660.02734375,0.0,29014016.0,-4.001775741577148,2781.79443359375,-4.587298393249512,316.7255859375,3.5063300132751465,220.1787109375,3280.988058698,27652.391285925685,29014016.0,"{'sha256': '10c5716808b9fbac88c0a1d8e4dca4e85bba5731841c1f5398edf018a2749616', 'path': 'media/html/render_29014016_10c5716808b9fbac88c0.html', 'size': 3853641.0, '_type': 'html-file'}",220.1787109375,0.0,0.3447265625
-1504.0166015625,3.274622678756714,1.999325286305975e-05,0.0,1774881136.3894997,868.7138671875,0.0,29267968.0,-3.9981367588043213,4519.50537109375,-4.595128536224365,313.029296875,3.494636297225952,203.5146484375,3304.581376021,27770.885307555196,29267968.0,,203.5146484375,0.0,0.3271484375
-1458.34375,3.2773306369781494,5.847319243912352e-06,0.0,1774881159.7700815,855.54296875,0.0,29521920.0,-3.999509334564209,4732.572265625,-4.5959625244140625,259.279296875,3.5016541481018066,179.1953125,3328.146904259,27709.954449718065,29521920.0,,179.1953125,0.0,0.2822265625
-1597.1185302734375,3.27359938621521,4.212899511912838e-06,0.0,1774881183.3352854,826.060546875,0.0,29775872.0,-3.99967885017395,3799.0517578125,-4.591907501220703,334.4609375,3.4945287704467773,227.849609375,3351.519551695,27746.912486656354,29775872.0,,227.849609375,0.0,0.330078125
-1647.054443359375,3.267092704772949,1.6404346752096899e-06,0.0,1774881206.7081866,897.57421875,0.0,30029824.0,-3.99993634223938,4580.7509765625,-4.599984645843506,311.1279296875,3.48809552192688,204.4609375,3375.104690562,27688.95398193175,30029824.0,,204.4609375,0.0,0.2880859375
-1455.90966796875,3.270242691040039,1.3249182302388363e-05,0.0,1774881280.5124297,766.8115234375,0.0,30283776.0,-3.9987454414367676,3833.32275390625,-4.604615211486816,284.375,3.4911341667175293,194.22265625,3425.323388029,27685.660646894852,30283776.0,"{'sha256': '6b7037f61ff6ec35bd5c81f20e504d1a3a55d9cb455dab611c449fd4eb29d004', 'path': 'media/html/render_30283776_6b7037f61ff6ec35bd5c.html', 'size': 3760097.0, '_type': 'html-file'}",194.22265625,0.0,0.294921875
-1463.2840576171875,3.2727580070495605,-3.9507071051048115e-05,0.0,1774881280.7273512,901.23046875,0.0,30537728.0,-4.004040241241455,4700.658203125,-4.605998516082764,303.3388671875,3.492291212081909,218.669921875,3449.13512112,27697.470193203782,30537728.0,,218.669921875,0.0,0.3388671875
-1381.193359375,3.27143931388855,3.5389693948673084e-05,0.0,1774881304.323754,793.7880859375,0.0,30791680.0,-3.996584892272949,4096.96435546875,-4.608977794647217,275.447265625,3.4858548641204834,178.1826171875,3472.504011953,27664.385136801397,30791680.0,,178.1826171875,0.0,0.271484375
-1564.1627197265625,3.267864465713501,-1.4561750276698149e-06,0.0,1774881327.6924813,850.0908203125,0.0,31045632.0,-4.000248432159424,4318.68408203125,-4.620411396026611,293.962890625,3.4831628799438477,206.564453125,3496.04746448,27708.886153866966,31045632.0,,206.564453125,0.0,0.326171875
-1627.92626953125,3.2708303928375244,2.5048422685358673e-05,0.0,1774881351.2360647,876.802734375,0.0,31299584.0,-3.9975130558013916,5024.74609375,-4.624973773956299,263.822265625,3.4879298210144043,187.537109375,3519.394584301,27796.612856566313,31299584.0,,187.537109375,0.0,0.2939453125
-1503.891845703125,3.275968551635742,-6.7768323788186535e-06,0.0,1774881425.2977533,829.6591796875,0.0,31553536.0,-4.000814437866211,4318.060546875,-4.641950607299805,271.7890625,3.4870553016662598,201.1630859375,3570.108571714,27772.492065057315,31553536.0,"{'path': 'media/html/render_31553536_2b450c8a2f2caeea6c2a.html', 'size': 3755353.0, '_type': 'html-file', 'sha256': '2b450c8a2f2caeea6c2a561625929745e25984775f462645e03c5f78cc38a704'}",201.1630859375,0.0,0.306640625
-1533.38134765625,3.271301031112671,1.0542130439716857e-05,0.0,1774881425.5144475,849.22265625,0.0,31807488.0,-3.9989941120147705,4310.96240234375,-4.643573760986328,278.076171875,3.485576868057251,199.77734375,3593.726834803,27790.696375668078,31807488.0,,199.77734375,0.0,0.3125
-1616.03466796875,3.278129816055298,-9.973196938517503e-06,0.0,1774881448.9152906,856.015625,0.0,32061440.0,-4.001140117645264,4364.0615234375,-4.647207736968994,288.1962890625,3.4944064617156982,226.03515625,3617.301248129,27625.02110569654,32061440.0,,226.03515625,0.0,0.326171875
-1544.989990234375,3.2807369232177734,3.6563778849085793e-07,0.0,1774881472.4897573,876.990234375,0.0,32315392.0,-4.00006103515625,4568.259765625,-4.6512556076049805,287.7607421875,3.4946482181549072,188.8212890625,3640.667154421,27709.316489858742,32315392.0,,188.8212890625,0.0,0.2724609375
-1429.621826171875,3.3025031089782715,-9.208913979819044e-06,0.0,1774881495.8557556,778.5888671875,0.0,32569344.0,-4.001046657562256,3999.76220703125,-4.663793563842773,276.705078125,3.5187909603118896,179.8251953125,3664.213754618,27712.241254541852,32569344.0,,179.8251953125,0.0,0.2890625
-1499.4493408203125,3.2895359992980957,1.6563501048949547e-05,0.0,1774881569.841063,768.0,0.0,32823296.0,-3.998387575149536,3908.1494140625,-4.672321796417236,280.4111328125,3.502655029296875,207.5791015625,3714.651901175,27796.74052598391,32823296.0,"{'_type': 'html-file', 'sha256': 'a7f52e5d717469fa61fa6e30e0fabdd80fda4eeed06a8756e2d5f51811996e88', 'path': 'media/html/render_32823296_a7f52e5d717469fa61fa.html', 'size': 3795285.0}",207.5791015625,0.0,0.306640625
-1584.697509765625,3.29207181930542,1.658637120272033e-05,0.0,1774881570.0555148,854.994140625,0.0,33077248.0,-3.9983391761779785,4245.7060546875,-4.672310829162598,316.1318359375,3.5054142475128174,189.7421875,3738.439886547,27746.722391715037,33077248.0,,189.7421875,0.0,0.2744140625
-1779.353271484375,3.279522657394409,7.929461389721837e-06,0.0,1774881593.6285183,801.9638671875,0.0,33331200.0,-3.999250888824463,3909.06640625,-4.670286655426025,306.4716796875,3.4886765480041504,230.875,3761.820249031,27752.197156636572,33331200.0,,230.875,0.0,0.333984375
-1365.170654296875,3.2961435317993164,-4.631659066944849e-06,0.0,1774881617.0088258,808.4443359375,0.0,33585152.0,-4.0006022453308105,3737.233154296875,-4.684618949890137,324.7255859375,3.507131814956665,216.2802734375,3785.35160771,27664.633742170434,33585152.0,,216.2802734375,0.0,0.326171875
-1683.609619140625,3.305448532104492,-4.855663974012714e-06,0.0,1774881640.5402715,842.7763671875,0.0,33839104.0,-4.000628471374512,4410.37109375,-4.683920860290527,274.142578125,3.517612934112549,188.8740234375,3808.707717423,27830.340894172386,33839104.0,,188.8740234375,0.0,0.279296875
-1628.396240234375,3.303734064102173,1.3633417438541073e-05,0.0,1774881713.1827443,825.947265625,0.0,34093056.0,-3.998631477355957,4281.076171875,-4.684354305267334,303.357421875,3.512500286102295,220.4384765625,3857.993594572,27734.108224253152,34093056.0,"{'sha256': '2a237c43253a23db461c2d67baab60986bf58af000e06f5f878157fdc440c986', 'path': 'media/html/render_34093056_2a237c43253a23db461c.html', 'size': 3794825.0, '_type': 'html-file'}",220.4384765625,0.0,0.3173828125
-1619.3560791015625,3.309805393218994,-8.915199600778578e-07,0.0,1774881713.3941915,844.0478515625,0.0,34347008.0,-4.000196933746338,4416.14306640625,-4.690683841705322,288.00390625,3.5195512771606445,178.8408203125,3881.596391781,27752.638239250584,34347008.0,,178.8408203125,0.0,0.279296875
-1567.808837890625,3.309089422225952,1.029676332109375e-05,0.0,1774881736.7850208,861.78125,0.0,34600960.0,-3.9989726543426514,4555.09521484375,-4.706030368804932,294.01953125,3.516069173812866,185.1328125,3905.172175224,27680.69765494244,34600960.0,,185.1328125,0.0,0.2900390625
-1418.892578125,3.3082799911499023,1.0662733075150754e-05,0.0,1774881760.3607426,722.6435546875,0.0,34854912.0,-3.998927593231201,3459.172607421875,-4.7088942527771,267.6298828125,3.5172250270843506,176.4951171875,3928.560237949,27693.831370437012,34854912.0,,176.4951171875,0.0,0.310546875
-1477.662353515625,3.3095204830169678,-9.458791282668244e-06,0.0,1774881783.7488217,787.0654296875,0.0,35108864.0,-4.001153945922852,3961.796875,-4.709450721740723,327.201171875,3.5177576541900635,227.375,3952.108468214,27662.827503130844,35108864.0,,227.375,0.0,0.3349609375
-1586.550537109375,3.3140504360198975,8.10386973171262e-06,0.0,1774881857.9406362,777.6455078125,0.0,35362816.0,-3.9991953372955322,4022.642578125,-4.7210540771484375,277.2685546875,3.5199086666107178,189.5224609375,4002.751480318,27772.765065769436,35362816.0,"{'sha256': '5eaed0847a5d1d1dc26993c841f89e732a66fba4d9be0a8241c724f1506ef742', 'path': 'media/html/render_35362816_5eaed0847a5d1d1dc269.html', 'size': 3851577.0, '_type': 'html-file'}",189.5224609375,0.0,0.2939453125
-1434.2379150390625,3.313098430633545,4.189161700196564e-06,0.0,1774881858.1782742,729.4580078125,0.0,35616768.0,-3.999633550643921,3126.1591796875,-4.727511882781982,340.376953125,3.5170233249664307,239.060546875,4026.582588918,27715.25461685911,35616768.0,,239.060546875,0.0,0.3564453125
-1669.145263671875,3.3174924850463867,-3.048325879717595e-06,0.0,1774881881.7711785,847.306640625,0.0,35870720.0,-4.000436782836914,4325.02734375,-4.7367472648620605,315.0400390625,3.52616810798645,188.76953125,4049.936566267,27668.323111099024,35870720.0,,188.76953125,0.0,0.2939453125
-1629.2398681640625,3.3146841526031494,8.606590199633501e-06,0.0,1774881905.1251214,782.513671875,0.0,36124672.0,-3.999145984649658,3923.302001953125,-4.719022750854492,314.7099609375,3.5190656185150146,195.642578125,4073.489706616,27754.44465498914,36124672.0,,195.642578125,0.0,0.3056640625
-1465.9337158203125,3.3230998516082764,-1.5756408174638636e-05,0.0,1774881928.6782956,786.7490234375,0.0,36378624.0,-4.001854419708252,3562.49951171875,-4.7138776779174805,343.646484375,3.5333476066589355,223.8955078125,4096.863957694,27763.283427315808,36378624.0,,223.8955078125,0.0,0.3349609375
-1612.5474853515625,3.318721055984497,-3.977398137067212e-06,0.0,1774882001.6709437,789.5087890625,0.0,36632576.0,-4.000542163848877,4134.98095703125,-4.707707405090332,293.974609375,3.5307397842407227,202.3544921875,4146.481780985,27696.33372354893,36632576.0,"{'size': 3829241.0, '_type': 'html-file', 'sha256': '83b9e8236b74306dc3d2ce140a76a48e064088d1e6ce95cfb9d40cf66b390be9', 'path': 'media/html/render_36632576_83b9e8236b74306dc3d2.html'}",202.3544921875,0.0,0.3115234375
-1800.6138916015625,3.316175937652588,3.4723639146250207e-06,0.0,1774882001.953642,845.103515625,0.0,36886528.0,-3.99971079826355,4659.2509765625,-4.716254234313965,275.0185546875,3.5234534740448,199.3876953125,4170.215187273,27734.031678423176,36886528.0,,199.3876953125,0.0,0.2939453125
-1317.2764892578125,3.3117384910583496,1.974713450181298e-05,0.0,1774882025.4036036,712.7255859375,0.0,37140480.0,-3.997903823852539,2963.20263671875,-4.716043949127197,309.677734375,3.5202414989471436,208.763671875,4193.771425912,27571.65120565415,37140480.0,,208.763671875,0.0,0.3125
-1423.9560546875,3.3163490295410156,-4.41286920249695e-06,0.0,1774882048.9600942,722.958984375,0.0,37394432.0,-4.0005974769592285,3168.287353515625,-4.7160773277282715,323.1767578125,3.524109125137329,239.5390625,4217.133121037,27745.015990650038,37394432.0,,239.5390625,0.0,0.35546875
-1366.4617919921875,3.314469575881958,-8.947135029302444e-06,0.0,1774882072.321618,720.87109375,0.0,37648384.0,-4.001086235046387,3401.634765625,-4.712838649749756,299.9150390625,3.523460865020752,212.4375,4240.686007404,27724.935843703843,37648384.0,,212.4375,0.0,0.3173828125
-1469.010986328125,3.319239377975464,1.8668510165298358e-05,0.0,1774882146.4978037,800.29296875,0.0,37902336.0,-3.998013973236084,3819.390625,-4.713486671447754,306.5703125,3.52534556388855,204.4189453125,4291.308626415,27754.357872234814,37902336.0,"{'_type': 'html-file', 'sha256': '01bf455ced214f70bef386f05846b32aecec4cbb38c9062d7d9396f92d3d986d', 'path': 'media/html/render_37902336_01bf455ced214f70bef3.html', 'size': 3829933.0}",204.4189453125,0.0,0.2880859375
-1338.833984375,3.3148982524871826,-2.1472737898875494e-06,0.0,1774882146.795466,705.4873046875,0.0,38156288.0,-4.000347137451172,3122.989501953125,-4.7215895652771,315.23828125,3.5227606296539307,219.9423828125,4315.195247509,27678.13699243814,38156288.0,,219.9423828125,0.0,0.3515625
-1806.607177734375,3.3144354820251465,-3.051723433600273e-05,0.0,1774882170.383655,845.5859375,0.0,38410240.0,-4.0034613609313965,4527.6376953125,-4.709414482116699,294.9599609375,3.5260114669799805,217.478515625,4338.56344,27669.34874934454,38410240.0,,217.478515625,0.0,0.326171875
-1470.9693603515625,3.313499927520752,1.1296541742922273e-05,0.0,1774882193.7521338,762.861328125,0.0,38664192.0,-3.9988796710968018,3978.72021484375,-4.70569372177124,288.2216796875,3.52655291557312,218.0400390625,4362.120422208,27694.675999074272,38664192.0,,218.0400390625,0.0,0.2958984375
-1409.15087890625,3.3051655292510986,2.5358915536344284e-06,0.0,1774882217.3088765,714.6201171875,0.0,38918144.0,-3.9998180866241455,3269.51220703125,-4.706789493560791,304.130859375,3.5119755268096924,234.2236328125,4385.489364148,27742.813374088182,38918144.0,,234.2236328125,0.0,0.3369140625
-1362.966796875,3.305596113204956,5.866184437763877e-06,0.0,1774882291.6133292,679.0595703125,0.0,39172096.0,-3.9994640350341797,2741.631103515625,-4.712839603424072,309.427734375,3.516016721725464,219.5693359375,4436.424141736,27693.316553871275,39172096.0,"{'sha256': 'cad5bf970686fb8c43f0b68d76ce2bbd5ccb12d4362ad613f82f5638f54b4c1c', 'path': 'media/html/render_39172096_cad5bf970686fb8c43f0.html', 'size': 3820889.0, '_type': 'html-file'}",219.5693359375,0.0,0.3251953125
-1478.748291015625,3.2991065979003906,-7.865882253099699e-06,0.0,1774882291.8708363,757.7158203125,0.0,39426048.0,-4.000968933105469,3863.65478515625,-4.709832668304443,272.23046875,3.504991292953491,195.9599609375,4460.084439964,27783.685873454775,39426048.0,,195.9599609375,0.0,0.2890625
-1556.734619140625,3.3066298961639404,2.1400135665317066e-05,0.0,1774882315.2729964,816.7646484375,0.0,39680000.0,-3.997727155685425,3959.7392578125,-4.714385509490967,299.73828125,3.514039993286133,210.3828125,4483.641014254,27654.948622693053,39680000.0,,210.3828125,0.0,0.3037109375
-1398.72021484375,3.3060221672058105,-1.2186386811663397e-05,0.0,1774882338.829623,703.07421875,0.0,39933952.0,-4.0014729499816895,3112.19677734375,-4.723494052886963,308.8916015625,3.5099527835845947,216.748046875,4507.018063321,27743.556934866323,39933952.0,,216.748046875,0.0,0.3369140625
