eval/episode_reward_ctrl,render,training/critic_loss,eval/episode_success,step,training/actor_loss,training/alpha_loss,eval/episode_success_easy,training/entropy,eval/episode_success_any,eval/episode_success_hard,_timestamp,eval/episode_dist,_step,training/log_alpha,eval/episode_reward_survive,_runtime,eval/episode_reward,eval/episode_reward_near,eval/episode_reward_dist,training/sps
-1601.8961181640625,,3.566192150115967,93.8271484375,12761088.0,3.3053629398345947,3.372645005583763e-05,238.505859375,-3.9969217777252197,0.1845703125,0.0,1774873409.1925704,4569.0048828125,12761088.0,-4.5619916915893555,789.248046875,1427.76738016,93.8271484375,0.0,0.0,27644.877090313264
-2012.6259765625,,3.557858943939209,99.93359375,13015040.0,3.298797369003296,-3.0501576475217007e-05,201.953125,-4.002995491027832,0.193359375,0.0,1774873432.7367215,5550.97509765625,13015040.0,-4.522312164306641,887.236328125,1451.209964759,99.93359375,0.0,0.0,27670.39243407631
-1596.6417236328125,,3.5364089012145996,129.1640625,13268992.0,3.285043478012085,-1.8139298845198937e-05,241.3525390625,-4.001766681671143,0.2373046875,0.0,1774873456.1792238,4429.12548828125,13268992.0,-4.516390323638916,775.150390625,1474.640747766,129.1640625,0.0,0.0,27640.90059761745
-1920.9384765625,,3.5421454906463623,131.37109375,13522944.0,3.2868449687957764,-8.906762559490744e-06,237.306640625,-4.000908374786377,0.2236328125,0.0,1774873479.6099262,5269.552734375,13522944.0,-4.4978179931640625,892.259765625,1498.034330142,131.37109375,0.0,0.0,27743.580781498415
-1661.829833984375,"{'sha256': '22f283fa76c759a3bfb5df35c7bb3f7e24066e6b73ac1b28168dd7061c56e92e', 'path': 'media/html/render_13776896_22f283fa76c759a3bfb5.html', 'size': 3814025.0, '_type': 'html-file'}",3.5235302448272705,139.2314453125,13776896.0,3.2715845108032227,1.8656409110917593e-06,282.3134765625,-3.999939441680908,0.2724609375,0.0,1774873553.3555987,4084.23828125,13776896.0,-4.498992443084717,765.9365234375,1548.385772838,139.2314453125,0.0,0.0,27762.062679101673
-1592.7872314453125,,3.530984401702881,122.396484375,14030848.0,3.275859832763672,-2.011666219914332e-05,246.8583984375,-4.001879692077637,0.2158203125,0.0,1774873553.600767,4701.04638671875,14030848.0,-4.500074863433838,790.8857421875,1572.043721306,122.396484375,0.0,0.0,27711.748824265807
-1976.935302734375,,3.5206358432769775,158.9013671875,14284800.0,3.2618496417999268,-5.7210104387195315e-06,271.1259765625,-4.000600814819336,0.2724609375,0.0,1774873577.0129738,5232.27880859375,14284800.0,-4.483669281005859,894.046875,1595.561500224,158.9013671875,0.0,0.0,27692.896794529806
-1546.260498046875,,3.5074901580810547,117.701171875,14538752.0,3.2538421154022217,-2.3068225345923565e-05,216.7529296875,-4.002075672149658,0.1875,0.0,1774873600.5308166,4827.630859375,14538752.0,-4.468325138092041,798.6162109375,1618.968457383,117.701171875,0.0,0.0,27746.074787436763
-1470.399169921875,,3.4966650009155273,129.51171875,14792704.0,3.243755340576172,3.6032091884408146e-05,242.2236328125,-3.9970145225524902,0.2265625,0.0,1774873623.9376924,4004.565185546875,14792704.0,-4.472949028015137,721.955078125,1642.368421098,129.51171875,0.0,0.0,27731.370168289533
-1367.8623046875,"{'size': 3819573.0, '_type': 'html-file', 'sha256': 'aa35d953c5fecdb8e0fb1a271aa5a0ad1a8cdf5ef16ba2fbe99ec07f90983a4e', 'path': 'media/html/render_15046656_aa35d953c5fecdb8e0fb.html'}",3.496170997619629,129.1298828125,15046656.0,3.2408196926116943,-3.4534939914010465e-05,289.2041015625,-4.003068447113037,0.22265625,0.0,1774873697.0440865,3858.40087890625,15046656.0,-4.459683418273926,743.869140625,1692.07430965,129.1298828125,0.0,0.0,27703.065316905704
-1442.3701171875,,3.491192579269409,153.642578125,15300608.0,3.2395591735839844,1.4135544915916398e-05,304.5361328125,-3.9989089965820312,0.2548828125,0.0,1774873697.252022,3679.55126953125,15300608.0,-4.434638500213623,742.6259765625,1715.767706085,153.642578125,0.0,0.0,27847.435108663107
-1643.5550537109375,,3.4875645637512207,144.171875,15554560.0,3.2399020195007324,-1.4058704437047709e-05,288.25390625,-4.0012993812561035,0.251953125,0.0,1774873720.736941,4458.83740234375,15554560.0,-4.416824817657471,805.6630859375,1739.286586862,144.171875,0.0,0.0,27591.80146123476
-1800.2174072265625,,3.497446060180664,152.52734375,15808512.0,3.246042490005493,3.709972361320979e-06,254.5791015625,-3.9998092651367188,0.234375,0.0,1774873744.2558057,4655.7236328125,15808512.0,-4.422328948974609,818.15625,1762.729354837,152.52734375,0.0,0.0,27741.347324854913
-1616.3536376953125,,3.483248710632324,167.7880859375,16062464.0,3.2378954887390137,8.91720389972761e-07,306.6298828125,-4.000042915344238,0.27734375,0.0,1774873767.698634,4244.638671875,16062464.0,-4.423564910888672,811.275390625,1786.325462039,167.7880859375,0.0,0.0,27603.622618422414
-1764.45458984375,"{'sha256': 'cbf8c040c7d72b9e25365bc9e214a068af9aacab8619ed932caf1a163e413953', 'path': 'media/html/render_16316416_cbf8c040c7d72b9e2536.html', 'size': 3839177.0, '_type': 'html-file'}",3.4689829349517822,149.984375,16316416.0,3.2307732105255127,-2.7258385671302676e-05,315.890625,-4.002364158630371,0.2548828125,0.0,1774873840.94943,5362.90234375,16316416.0,-4.41713809967041,936.1904296875,1835.979547967,149.984375,0.0,0.0,27805.644733168876
-1805.8699951171875,,3.464280605316162,140.8515625,16570368.0,3.2218008041381836,-6.474534075096017e-06,294.8828125,-4.000630855560303,0.2470703125,0.0,1774873841.1592677,4853.8955078125,16570368.0,-4.399487018585205,868.755859375,1859.794073678,140.8515625,0.0,0.0,27626.229114935933
-1790.958251953125,,3.4479596614837646,156.3671875,16824320.0,3.2028825283050537,4.5809696302967495e-07,278.4189453125,-4.000064849853516,0.236328125,0.0,1774873864.7633905,5120.88623046875,16824320.0,-4.396326065063477,912.708984375,1883.265230299,156.3671875,0.0,0.0,27789.97058721931
-1561.03076171875,,3.4422364234924316,139.1650390625,17078272.0,3.1973695755004883,-1.105836963688489e-05,278.46484375,-4.000988960266113,0.224609375,0.0,1774873888.2344792,4472.9912109375,17078272.0,-4.3871917724609375,812.6025390625,1906.704904895,139.1650390625,0.0,0.0,27538.207288972946
-1538.6328125,,3.431185483932495,182.9296875,17332224.0,3.1908648014068604,-9.67164396570297e-06,309.6220703125,-4.0008721351623535,0.26953125,0.0,1774873911.6741729,4261.642578125,17332224.0,-4.393192768096924,805.3388671875,1930.346941927,182.9296875,0.0,0.0,27789.01283651055
-1333.784423828125,"{'sha256': '867ba697ded11fac755e00658fbd33503cee3ab0321ac118ed766ea2b1b63042', 'path': 'media/html/render_17586176_867ba697ded11fac755e.html', 'size': 3799501.0, '_type': 'html-file'}",3.4107935428619385,172.8955078125,17586176.0,3.172635555267334,5.29610247212986e-07,316.7333984375,-4.000074863433838,0.271484375,0.0,1774873985.1984673,3351.81396484375,17586176.0,-4.374736785888672,742.6474609375,1980.228611735,172.8955078125,0.0,0.0,27657.73552391523
-1303.968017578125,,3.4049265384674072,145.2080078125,17840128.0,3.1647839546203613,2.1080521037220024e-05,278.8798828125,-3.9984278678894043,0.2177734375,0.0,1774873985.4017415,3535.098388671875,17840128.0,-4.377211570739746,715.5703125,2003.981842452,145.2080078125,0.0,0.0,27659.826248039193
-1674.760986328125,,3.3963892459869385,167.7822265625,18094080.0,3.157834529876709,-7.491811174986651e-06,293.1015625,-4.000711917877197,0.248046875,0.0,1774874008.9512255,4312.7587890625,18094080.0,-4.385194778442383,814.6904296875,2027.434856683,167.7822265625,0.0,0.0,27633.85433426436
-1394.008544921875,,3.3905110359191895,167.5,18348032.0,3.1518707275390625,4.81369943372556e-06,285.626953125,-3.999720811843872,0.267578125,0.0,1774874032.4039934,3504.25927734375,18348032.0,-4.382974147796631,716.0947265625,2050.941677465,167.5,0.0,0.0,27650.41868336891
-1383.8592529296875,,3.3727304935455322,171.685546875,18601984.0,3.1351232528686523,-7.964262067616801e-07,320.595703125,-4.0001678466796875,0.2646484375,0.0,1774874055.9109578,3404.4072265625,18601984.0,-4.3730974197387695,740.8134765625,2074.199724964,171.685546875,0.0,0.0,27736.762315026408
-1407.72705078125,"{'sha256': 'b136b79b3ce6919f9f20089f4e5eca605558fd183263491073f6b6bfda4795ac', 'path': 'media/html/render_18855936_b136b79b3ce6919f9f20.html', 'size': 3815205.0, '_type': 'html-file'}",3.3761157989501953,182.478515625,18855936.0,3.138822317123413,-7.991730853973422e-06,319.296875,-4.000738143920898,0.2958984375,0.0,1774874129.24363,3589.62841796875,18855936.0,-4.378854751586914,771.7275390625,2124.273739045,182.478515625,0.0,0.0,27696.200493353703
-1596.41455078125,,3.3552067279815674,157.4462890625,19109888.0,3.124626636505127,2.1661851860699244e-05,293.3916015625,-3.998380661010742,0.2490234375,0.0,1774874129.454917,4117.55908203125,19109888.0,-4.384242057800293,813.5107421875,2147.79062127,157.4462890625,0.0,0.0,27861.47527179767
-1484.75732421875,,3.3555009365081787,162.431640625,19363840.0,3.125062942504883,2.477295538483304e-06,289.212890625,-3.99989914894104,0.28515625,0.0,1774874152.759968,4011.61669921875,19363840.0,-4.3786725997924805,784.1591796875,2171.387658181,162.431640625,0.0,0.0,27540.896650470273
-1573.2340087890625,,3.343026638031006,168.763671875,19617792.0,3.111111879348755,-1.2059336768288631e-05,296.3525390625,-4.001071929931641,0.2705078125,0.0,1774874176.3568456,4166.50537109375,19617792.0,-4.382891654968262,806.078125,2195.053789526,168.763671875,0.0,0.0,27835.064551364052
-1553.0029296875,,3.3371059894561768,163.81640625,19871744.0,3.106991767883301,-9.649219464336056e-06,281.017578125,-4.000864505767822,0.2509765625,0.0,1774874200.023125,4244.8388671875,19871744.0,-4.386092662811279,812.4521484375,2218.801708631,163.81640625,0.0,0.0,27559.514419578612
-1428.9468994140625,"{'sha256': 'e7cb4e94e5b1a6b0856ed3881cef2a5a72bd18c8367963013353c59424151b41', 'path': 'media/html/render_20125696_e7cb4e94e5b1a6b0856e.html', 'size': 3749581.0, '_type': 'html-file'}",3.338549852371216,179.5166015625,20125696.0,3.1054770946502686,2.222049624833744e-05,288.0625,-3.9983365535736084,0.2724609375,0.0,1774874273.6710193,4163.86474609375,20125696.0,-4.399216651916504,834.1552734375,2268.701146864,179.5166015625,0.0,0.0,27585.343145961466
-1485.5068359375,,3.3445544242858887,169.4638671875,20379648.0,3.1116907596588135,3.331145489937626e-05,284.861328125,-3.997375249862671,0.2900390625,0.0,1774874273.8887618,3788.041015625,20379648.0,-4.405987739562988,781.4951171875,2292.476226787,169.4638671875,0.0,0.0,27579.561953699922
-1555.1552734375,,3.353243827819824,146.87890625,20633600.0,3.120633840560913,-1.4351011486724019e-05,249.4736328125,-4.001294136047363,0.24609375,0.0,1774874297.44554,4641.9970703125,20633600.0,-4.41274881362915,841.306640625,2315.876984219,146.87890625,0.0,0.0,27847.732154626316
-1619.102783203125,,3.3480985164642334,161.0068359375,20887552.0,3.112105131149292,3.5876316815119935e-06,275.3017578125,-3.999814987182617,0.2568359375,0.0,1774874320.84613,5023.7509765625,20887552.0,-4.408382892608643,912.6650390625,2339.419519882,161.0068359375,0.0,0.0,27653.96210379308
-1693.9786376953125,,3.3436174392700195,178.0947265625,21141504.0,3.111189365386963,-3.479674660411547e-06,292.005859375,-4.000384330749512,0.2666015625,0.0,1774874344.388737,4810.54736328125,21141504.0,-4.410698890686035,921.53515625,2362.824273683,178.0947265625,0.0,0.0,27811.32649434145
-1662.9697265625,"{'size': 3830137.0, '_type': 'html-file', 'sha256': 'b97d437acd961fa246f847a2767f2aa875d4b63318a657d08f1738edc671b27f', 'path': 'media/html/render_21395456_b97d437acd961fa246f8.html'}",3.342940330505371,187.033203125,21395456.0,3.105868101119995,2.1857758838450536e-05,303.5966796875,-3.998296022415161,0.26953125,0.0,1774874417.8503242,4185.3798828125,21395456.0,-4.420922756195068,839.8662109375,2412.88051494,187.033203125,0.0,0.0,27642.5439993701
-1818.052001953125,,3.3595054149627686,174.107421875,21649408.0,3.1197402477264404,-7.90088415669743e-06,303.4296875,-4.00075626373291,0.2607421875,0.0,1774874418.0513992,4885.5654296875,21649408.0,-4.424261569976807,911.982421875,2436.504302837,174.107421875,0.0,0.0,27775.40990223485
