eval/episode_reward_dist,render,training/log_alpha,eval/episode_success_hard,training/sps,eval/episode_success,training/entropy,eval/episode_reward_near,training/actor_loss,eval/episode_reward,eval/episode_success_any,training/alpha_loss,eval/episode_reward_ctrl,training/critic_loss,step,_runtime,eval/episode_reward_survive,_timestamp,eval/episode_dist,eval/episode_success_easy,_step
0.0,,-4.67437744140625,0.0,27910.85807906084,65.1552734375,-3.999828577041626,0.0,3.2288451194763184,65.1552734375,0.12109375,2.8888293854834046e-06,-2695.703369140625,3.407928466796875,4380672.0,467.502671451,889.6318359375,1774822689.227813,6704.283203125,111.87890625,4380672.0
0.0,,-4.690661430358887,0.0,27870.996396179147,59.9228515625,-3.999525785446167,0.0,3.2230896949768066,59.9228515625,0.109375,5.5629284361202735e-06,-2585.3046875,3.396231174468994,4634624.0,491.010047943,915.3779296875,1774822712.5035498,6298.328125,121.4375,4634624.0
0.0,"{'_type': 'html-file', 'sha256': 'fc540f0dd9764e84a4213341a8b382e7372a51912be8176396bfbb9cd7fec4fe', 'path': 'media/html/render_4888576_fc540f0dd9764e84a421.html', 'size': 3733901.0}",-4.671692848205566,0.0,27796.337936063657,57.359375,-4.001593589782715,0.0,3.2207794189453125,57.359375,0.1181640625,-1.3723477422900032e-05,-2718.13232421875,3.392852783203125,4888576.0,540.399715491,950.46484375,1774822785.4012322,6923.48779296875,132.701171875,4888576.0
0.0,,-4.656744480133057,0.0,27999.36547522829,44.275390625,-4.000906467437744,0.0,3.2306177616119385,44.275390625,0.1220703125,-7.521185580117162e-06,-2757.81396484375,3.394552707672119,5142528.0,563.842735011,953.615234375,1774822785.5891435,7424.71875,121.27734375,5142528.0
0.0,,-4.665700912475586,0.0,27892.315647491927,37.2314453125,-4.0017476081848145,0.0,3.2269768714904785,37.2314453125,0.1142578125,-1.5752573744975962e-05,-2419.861572265625,3.383559226989746,5396480.0,587.237745211,930.4208984375,1774822808.8436394,7296.05029296875,114.4638671875,5396480.0
0.0,,-4.674508571624756,0.0,27803.062354028636,37.56640625,-3.9949288368225098,0.0,3.2402873039245605,37.56640625,0.1259765625,4.929018177790567e-05,-2174.130859375,3.398270845413208,5650432.0,610.569652886,804.26953125,1774822832.2384477,5881.19287109375,128.5185546875,5650432.0
0.0,,-4.691906452178955,0.0,27734.82243165233,56.8037109375,-4.000861644744873,0.0,3.245215654373169,56.8037109375,0.142578125,-6.763146757293725e-06,-2218.32568359375,3.3946337699890137,5904384.0,633.898917623,835.1982421875,1774822855.5705981,6047.02490234375,125.52734375,5904384.0
0.0,"{'path': 'media/html/render_6158336_60bd4ef27c61cd31e67e.html', 'size': 3736985.0, '_type': 'html-file', 'sha256': '60bd4ef27c61cd31e67efa97ec87cf554283e18cb088b6eb3be78027fca3aaae'}",-4.695652008056641,0.0,27992.559755803028,43.033203125,-3.9994916915893555,0.0,3.231140375137329,43.033203125,0.1298828125,5.792395768366987e-06,-2346.87109375,3.3893630504608154,6158336.0,683.460576668,858.2333984375,1774822928.4619772,5928.79736328125,119.4423828125,6158336.0
0.0,,-4.7059502601623535,0.0,27826.83791433184,49.6767578125,-4.000382423400879,0.0,3.258392095565796,49.6767578125,0.16796875,-2.3750346827000612e-06,-2054.8232421875,3.4157183170318604,6412288.0,707.057042837,812.9912109375,1774822928.652476,5143.41162109375,182.6259765625,6412288.0
0.0,,-4.698472023010254,0.0,27745.128732402165,45.2841796875,-3.9975080490112305,0.0,3.246239423751831,45.2841796875,0.1435546875,2.3739037715131417e-05,-1805.704833984375,3.4033594131469727,6666240.0,730.39734644,732.66796875,1774822952.05798,4826.494140625,115.8564453125,6666240.0
0.0,,-4.6885294914245605,0.0,27762.181348194714,76.0224609375,-4.002493858337402,0.0,3.2596957683563232,76.0224609375,0.169921875,-2.1519539586734027e-05,-1609.616455078125,3.423247814178467,6920192.0,754.018263733,682.12109375,1774822975.3981664,4208.4287109375,163.884765625,6920192.0
0.0,,-4.683210372924805,0.0,27768.048773657578,62.7314453125,-4.000789165496826,0.0,3.278555154800415,62.7314453125,0.1474609375,-6.154667971713934e-06,-1956.8321533203125,3.445587396621704,7174144.0,777.458989969,784.96484375,1774822999.019188,5586.54736328125,120.8017578125,7174144.0
0.0,"{'path': 'media/html/render_7428096_ef792843d838e596acef.html', 'size': 3705729.0, '_type': 'html-file', 'sha256': 'ef792843d838e596acefb0c1280e62592c6801be1be0f704ca8d4dabe5d21d9c'}",-4.696372985839844,0.0,27846.36637805649,54.5048828125,-3.9996211528778076,0.0,3.264411449432373,54.5048828125,0.158203125,4.6667864808114246e-06,-1831.6878662109375,3.4375181198120117,7428096.0,827.268872836,740.748046875,1774823072.2703445,5210.1396484375,129.6494140625,7428096.0
0.0,,-4.688533306121826,0.0,27773.050382594178,77.8369140625,-4.000490188598633,0.0,3.280799150466919,77.8369140625,0.197265625,-3.3989581424975768e-06,-2038.377685546875,3.4552297592163086,7682048.0,850.896529797,806.2451171875,1774823072.4638817,5528.65087890625,185.2568359375,7682048.0
0.0,,-4.681272983551025,0.0,27879.368110865016,63.201171875,-3.9995498657226562,0.0,3.2901949882507324,63.201171875,0.1396484375,5.366741334000835e-06,-1976.760498046875,3.455754280090332,7936000.0,874.275839521,759.998046875,1774823095.8974836,5335.662109375,139.3447265625,7936000.0
0.0,,-4.674787998199463,0.0,27807.08927470865,81.44140625,-4.000181674957275,0.0,3.2915096282958984,81.44140625,0.181640625,-6.113316999289964e-07,-1815.900146484375,3.461188793182373,8189952.0,897.635233108,720.9609375,1774823119.2767339,4649.09521484375,188.931640625,8189952.0
0.0,,-4.6620283126831055,0.0,27714.009966150017,65.7880859375,-4.000638008117676,0.0,3.2884163856506348,65.7880859375,0.158203125,-4.781213192472933e-06,-2238.91552734375,3.4597043991088867,8443904.0,921.049235887,831.609375,1774823142.6359444,5600.708984375,156.8125,8443904.0
0.0,"{'sha256': '3a34bbef951a7998f73225d46dc72ee3cbe1ad6176365c9477f1576c6a49afd1', 'path': 'media/html/render_8697856_3a34bbef951a7998f732.html', 'size': 3718097.0, '_type': 'html-file'}",-4.661187648773193,0.0,27776.330498813142,69.5068359375,-3.9998092651367188,0.0,3.284388780593872,69.5068359375,0.1611328125,2.9708883175771916e-06,-2142.80810546875,3.4561948776245117,8697856.0,970.752331815,826.6689453125,1774823215.7538273,5642.625,146.0419921875,8697856.0
0.0,,-4.637083530426025,0.0,27764.336381744233,77.001953125,-4.004180908203125,0.0,3.2799477577209473,77.001953125,0.1552734375,-3.9407637814292684e-05,-2400.929931640625,3.444517135620117,8951808.0,994.415543593,870.9453125,1774823215.9789004,6234.40576171875,127.46484375,8951808.0
0.0,,-4.627272605895996,0.0,27683.07100648986,74.205078125,-3.9992666244506836,0.0,3.270900249481201,74.205078125,0.1669921875,8.307852112920955e-06,-2122.310791015625,3.4421193599700928,9205760.0,1017.83074187,844.8671875,1774823239.4163852,5717.439453125,162.6259765625,9205760.0
0.0,,-4.628684043884277,0.0,27751.347569802794,53.341796875,-4.000089645385742,0.0,3.2743778228759766,53.341796875,0.12890625,2.356432560191024e-07,-2365.06884765625,3.450648784637451,9459712.0,1041.237395545,850.958984375,1774823262.8316534,5843.5703125,144.6328125,9459712.0
0.0,,-4.598672866821289,0.0,27776.91215029584,64.939453125,-4.002009868621826,0.0,3.2745680809020996,64.939453125,0.1767578125,-1.8823795471689664e-05,-2135.973388671875,3.4483652114868164,9713664.0,1064.667782832,837.904296875,1774823286.2383034,5546.87451171875,181.55078125,9713664.0
0.0,"{'path': 'media/html/render_9967616_0138c88d248d1135841f.html', 'size': 3767205.0, '_type': 'html-file', 'sha256': '0138c88d248d1135841fdc1c4cac3d109707a38bcc3539ac22523375e7df0544'}",-4.596687316894531,0.0,27745.03550358003,74.7314453125,-4.000605583190918,0.0,3.2675278186798096,74.7314453125,0.2158203125,-5.0705266403383575e-06,-2124.00830078125,3.438145637512207,9967616.0,1113.887748103,866.521484375,1774823358.8892152,5708.62353515625,185.6220703125,9967616.0
0.0,,-4.5967302322387695,0.0,27846.556384791118,99.2529296875,-3.9993202686309814,0.0,3.2580647468566895,99.2529296875,0.2431640625,8.075505320448428e-06,-2208.14404296875,3.4250030517578125,10221568.0,1137.505932305,938.255859375,1774823359.0938706,5978.13671875,237.9501953125,10221568.0
0.0,,-4.584208011627197,0.0,27666.488364251225,57.5478515625,-4.001877307891846,0.0,3.2819607257843018,57.5478515625,0.1943359375,-1.8029308193945326e-05,-2116.492431640625,3.455470561981201,10475520.0,1160.736631817,891.6591796875,1774823382.5068197,5884.76416015625,173.373046875,10475520.0
0.0,,-4.575066089630127,0.0,27921.94267611613,49.8447265625,-4.000921726226807,0.0,3.2960121631622314,49.8447265625,0.1689453125,-8.501556294504553e-06,-2112.278076171875,3.4725558757781982,10729472.0,1184.229423397,845.5986328125,1774823405.737589,5996.146484375,143.8544921875,10729472.0
0.0,,-4.571768760681152,0.0,27592.94652350603,57.0673828125,-3.999926805496216,0.0,3.308302402496338,57.0673828125,0.1376953125,1.894973820526502e-06,-2057.4638671875,3.50022292137146,10983424.0,1207.79275021,852.466796875,1774823429.230288,6016.25439453125,143.6845703125,10983424.0
0.0,"{'_type': 'html-file', 'sha256': '164a27d6a21814b616fbc1d1007844480384ab07ce03b7978e00058606358e74', 'path': 'media/html/render_11237376_164a27d6a21814b616fb.html', 'size': 3748961.0}",-4.541871070861816,0.0,27805.877011128963,75.8076171875,-4.003489017486572,0.0,3.3172414302825928,75.8076171875,0.201171875,-3.6063567677047104e-05,-1895.9613037109375,3.512852430343628,11237376.0,1257.822793407,808.6044921875,1774823502.8241503,5128.7255859375,193.64453125,11237376.0
0.0,,-4.518177509307861,0.0,27671.72734396443,73.458984375,-3.9990053176879883,0.0,3.3095784187316895,73.458984375,0.201171875,1.2094690646335948e-05,-1552.5064697265625,3.5058939456939697,11491328.0,1281.495216452,700.5966796875,1774823503.022403,4193.431640625,201.6845703125,11491328.0
0.0,,-4.524093151092529,0.0,27581.995844542693,81.02734375,-3.999177932739258,0.0,3.2912261486053467,81.02734375,0.2138671875,1.0152124559681397e-05,-1650.58349609375,3.4976415634155273,11745280.0,1305.047461023,738.91796875,1774823526.4961672,4817.419921875,184.919921875,11745280.0
0.0,,-4.518280029296875,0.0,27663.257128109963,93.341796875,-4.003283977508545,0.0,3.2845120429992676,93.341796875,0.2431640625,-3.4704087738646194e-05,-1584.1583251953125,3.488830804824829,11999232.0,1328.2710826,706.8916015625,1774823550.0481842,3913.22705078125,229.3544921875,11999232.0
0.0,,-4.501404762268066,0.0,27768.209480612746,97.0595703125,-4.001743793487549,0.0,3.294130563735962,97.0595703125,0.25,-1.832779889809899e-05,-1765.78564453125,3.4992754459381104,12253184.0,1351.812908205,755.060546875,1774823573.2718785,4328.8232421875,210.4990234375,12253184.0
0.0,"{'size': 3771089.0, '_type': 'html-file', 'sha256': 'c9ab1a6654899d4cd3f14882ff76b4320c32581ef45902fcf042f4d4fb42cab0', 'path': 'media/html/render_12507136_c9ab1a6654899d4cd3f1.html'}",-4.492567539215088,0.0,27640.719842526934,75.0859375,-3.9976606369018555,0.0,3.2659265995025635,75.0859375,0.2041015625,2.7720425350707956e-05,-1546.7708740234375,3.473722219467163,12507136.0,1401.058992474,713.380859375,1774823646.0604494,3797.60205078125,248.62109375,12507136.0
0.0,,-4.488199234008789,0.0,27644.0484105174,114.0146484375,-4.002334117889404,0.0,3.2527008056640625,114.0146484375,0.2265625,-2.5036481019924395e-05,-2055.87890625,3.4609148502349854,12761088.0,1424.799848365,871.2783203125,1774823646.255543,5274.22119140625,246.037109375,12761088.0
0.0,,-4.475590705871582,0.0,27642.73338689982,106.3916015625,-3.9991602897644043,0.0,3.2582476139068604,106.3916015625,0.20703125,1.0730357644206379e-05,-1867.0352783203125,3.468496322631836,13015040.0,1448.230516612,790.248046875,1774823669.800688,4739.625,241.7294921875,13015040.0
0.0,,-4.468283653259277,0.0,27637.949277609405,94.2001953125,-4.002954959869385,0.0,3.2539336681365967,94.2001953125,0.189453125,-3.258546348661184e-05,-1810.6053466796875,3.4632837772369385,13268992.0,1471.651956715,793.7783203125,1774823693.2313044,5137.52734375,216.349609375,13268992.0
0.0,,-4.447400093078613,0.0,27747.17341969558,70.541015625,-4.001832962036133,0.0,3.2464029788970947,70.541015625,0.150390625,-2.0449449948500842e-05,-1640.24560546875,3.459397315979004,13522944.0,1495.031681685,776.44140625,1774823716.6528947,4357.7177734375,256.041015625,13522944.0
0.0,"{'path': 'media/html/render_13776896_6f506e6b129a0056e515.html', 'size': 3795729.0, '_type': 'html-file', 'sha256': '6f506e6b129a0056e515a34bf793252de79fa8c1903b6e816cc251b5c2d6c68a'}",-4.436600208282471,0.0,27764.438424871973,100.0927734375,-4.000107288360596,0.0,3.2224063873291016,100.0927734375,0.212890625,1.4007687809680647e-07,-1860.77978515625,3.4329445362091064,13776896.0,1545.051537448,852.0322265625,1774823790.0529876,5189.99853515625,257.78125,13776896.0
0.0,,-4.423403739929199,0.0,27710.013561610125,120.7021484375,-3.99996280670166,0.0,3.22501802444458,120.7021484375,0.220703125,1.913807182063465e-06,-1835.39208984375,3.4356982707977295,14030848.0,1568.67134558,866.041015625,1774823790.2606304,5043.4814453125,271.962890625,14030848.0
0.0,,-4.395064830780029,0.0,27665.49383625371,95.1162109375,-4.003330230712891,0.0,3.2195239067077637,95.1162109375,0.193359375,-3.928000296582468e-05,-2063.674560546875,3.434769868850708,14284800.0,1592.17970566,892.2724609375,1774823813.6720788,5212.74267578125,276.2041015625,14284800.0
0.0,,-4.40944766998291,0.0,27742.320579285402,125.2333984375,-3.99804949760437,0.0,3.2070071697235107,125.2333984375,0.248046875,2.5658739104983397e-05,-1890.629150390625,3.423039674758911,14538752.0,1615.576081757,833.251953125,1774823837.1806085,4819.39794921875,267.65234375,14538752.0
0.0,,-4.405688762664795,0.0,27724.935122048973,121.080078125,-3.9994759559631348,0.0,3.2171778678894043,121.080078125,0.2431640625,7.829413334548008e-06,-1767.677001953125,3.4410336017608643,14792704.0,1638.960564098,805.84765625,1774823860.5768805,4523.8017578125,258.1923828125,14792704.0
0.0,"{'path': 'media/html/render_15046656_3376008ea56923a54235.html', 'size': 3836801.0, '_type': 'html-file', 'sha256': '3376008ea56923a54235ce613cae61fd20f3f4066cbe944dc3044ed27558a4d1'}",-4.403260707855225,0.0,27700.908977988718,107.830078125,-4.002706527709961,0.0,3.2198703289031982,107.830078125,0.1904296875,-3.1835406844038516e-05,-1798.75244140625,3.4416990280151367,15046656.0,1688.466951623,833.0576171875,1774823933.4684293,4832.958984375,228.478515625,15046656.0
0.0,,-4.379265308380127,0.0,27846.77114648259,150.728515625,-4.000875473022461,0.0,3.217099905014038,150.728515625,0.265625,-9.544346539769322e-06,-1911.3319091796875,3.4388413429260254,15300608.0,1712.162963642,835.5732421875,1774823933.677773,4547.0625,297.986328125,15300608.0
0.0,,-4.384007930755615,0.0,27560.8892852721,132.31640625,-3.9982523918151855,0.0,3.1982696056365967,132.31640625,0.2451171875,2.3443959435098805e-05,-1796.6839599609375,3.418987274169922,15554560.0,1735.675966434,836.7841796875,1774823957.1638193,4582.85302734375,268.048828125,15554560.0
0.0,,-4.3774542808532715,0.0,27727.679125344323,121.201171875,-4.004261493682861,0.0,3.1976211071014404,121.201171875,0.224609375,-5.279295874061063e-05,-1809.861328125,3.4203743934631348,15808512.0,1759.111013351,868.4736328125,1774823980.6768444,4647.68310546875,304.4541015625,15808512.0
0.0,,-4.363494396209717,0.0,27597.39472681996,160.69140625,-3.9996681213378906,0.0,3.2034695148468018,160.69140625,0.279296875,5.872352630831301e-06,-1858.075927734375,3.4187123775482178,16062464.0,1782.69434408,813.775390625,1774824004.1118443,4648.431640625,278.623046875,16062464.0
0.0,"{'_type': 'html-file', 'sha256': 'adf25898089bbda1646ca4a551b145807bad98be7af0dfc39cc487300a617ffb', 'path': 'media/html/render_16316416_adf25898089bbda1646c.html', 'size': 3766989.0}",-4.356415271759033,0.0,27806.917228471215,136.1533203125,-3.998440742492676,0.0,3.1829750537872314,136.1533203125,0.26953125,2.157302515115589e-05,-1591.1329345703125,3.4061996936798096,16316416.0,1832.267571579,768.8974609375,1774824077.2689953,3789.95458984375,301.658203125,16316416.0
0.0,,-4.342660427093506,0.0,27635.175683101854,117.1708984375,-4.002575397491455,0.0,3.191542387008667,117.1708984375,0.2216796875,-3.181428473908454e-05,-1787.645263671875,3.416297674179077,16570368.0,1856.082466986,789.29296875,1774824077.4734402,4533.64208984375,231.8740234375,16570368.0
0.0,,-4.331503391265869,0.0,27745.284837879288,166.734375,-4.001518249511719,0.0,3.189326524734497,166.734375,0.31640625,-1.853949470387306e-05,-1812.326416015625,3.414003849029541,16824320.0,1879.555966323,862.2041015625,1774824101.08336,4445.880859375,323.267578125,16824320.0
0.0,,-4.337684631347656,0.0,27499.30775931938,135.0693359375,-3.996932029724121,0.0,3.186405658721924,135.0693359375,0.2197265625,4.191998596070334e-05,-1584.30322265625,3.4087889194488525,17078272.0,1902.993751146,773.08984375,1774824124.5566535,4225.146484375,243.08984375,17078272.0
0.0,,-4.368899345397949,0.0,27764.32624984341,141.9755859375,-3.999192476272583,0.0,3.183969259262085,141.9755859375,0.2255859375,1.187591624329798e-05,-1515.67041015625,3.4096007347106934,17332224.0,1926.629189893,721.1923828125,1774824147.9946654,3690.742919921875,264.02734375,17332224.0
0.0,"{'path': 'media/html/render_17586176_9594e7b4f2451838b0a1.html', 'size': 3746237.0, '_type': 'html-file', 'sha256': '9594e7b4f2451838b0a107d190550057dd3505ffd47d63015e69185273de1848'}",-4.360890865325928,0.0,27630.94179068575,148.666015625,-4.001216888427734,0.0,3.1833395957946777,148.666015625,0.255859375,-1.420061835233355e-05,-1729.570556640625,3.4092583656311035,17586176.0,1976.35435269,824.2197265625,1774824221.3557868,4484.255859375,282.9833984375,17586176.0
0.0,,-4.336138725280762,0.0,27642.516739257502,154.158203125,-4.001033306121826,0.0,3.1947851181030273,154.158203125,0.2744140625,-1.1930116670555435e-05,-1446.203125,3.424467086791992,17840128.0,2000.115364468,717.951171875,1774824221.560859,3407.264404296875,296.533203125,17840128.0
0.0,,-4.351417541503906,0.0,27579.028526216513,149.896484375,-3.998318672180176,0.0,3.18149471282959,149.896484375,0.2548828125,2.347645568079315e-05,-1538.380615234375,3.4094138145446777,18094080.0,2023.550496667,745.73828125,1774824245.1162136,3957.50732421875,264.6005859375,18094080.0
0.0,,-4.349649429321289,0.0,27661.06244489027,174.609375,-3.999951124191284,0.0,3.1919171810150146,174.609375,0.3212890625,2.1175496840442065e-06,-1583.76904296875,3.4203617572784424,18348032.0,2047.044934715,786.0078125,1774824268.5512505,3736.472412109375,315.1396484375,18348032.0
0.0,,-4.328719139099121,0.0,27737.661571181903,130.912109375,-4.001209259033203,0.0,3.1840312480926514,130.912109375,0.2373046875,-1.4212604583008215e-05,-1627.396240234375,3.409728527069092,18601984.0,2070.285817158,811.560546875,1774824292.0457969,4021.559814453125,298.08984375,18601984.0
0.0,"{'sha256': 'd34949f33e76bcf39b3e948e4e3ef2875b8205e54b4cedc5fdb5b59ac0cc380c', 'path': 'media/html/render_18855936_d34949f33e76bcf39b3e.html', 'size': 3794161.0, '_type': 'html-file'}",-4.354583263397217,0.0,27698.646371854324,153.3671875,-3.998502731323242,0.0,3.186206340789795,153.3671875,0.26171875,2.0803805455216207e-05,-1753.55322265625,3.415200710296631,18855936.0,2120.08317792,825.70703125,1774824365.0846267,4076.972900390625,318.38671875,18855936.0
0.0,,-4.358798027038574,0.0,27861.873191571063,128.8466796875,-3.9999403953552246,0.0,3.1864078044891357,128.8466796875,0.2451171875,2.167693764931755e-06,-1883.1217041015625,3.4215753078460693,19109888.0,2143.588346251,890.3720703125,1774824365.291406,4831.69287109375,305.849609375,19109888.0
0.0,,-4.358950138092041,0.0,27544.340113179456,142.181640625,-3.999652147293091,0.0,3.1943459510803223,142.181640625,0.2578125,5.838411652803188e-06,-1960.617919921875,3.4349379539489746,19363840.0,2167.171581683,875.5732421875,1774824388.5892,4657.337890625,287.884765625,19363840.0
0.0,,-4.380259990692139,0.0,27833.400361097978,157.7978515625,-3.999920129776001,0.0,3.1878185272216797,157.7978515625,0.2431640625,2.3949403384904144e-06,-1570.04345703125,3.4239439964294434,19617792.0,2190.827014702,774.41796875,1774824412.1723933,3706.49658203125,295.359375,19617792.0
0.0,,-4.3612565994262695,0.0,27549.97757022225,145.251953125,-3.999969244003296,0.0,3.1946120262145996,145.251953125,0.236328125,1.904975079014548e-06,-1835.1533203125,3.432067632675171,19871744.0,2214.56884235,885.7880859375,1774824435.8278854,4295.7822265625,351.7587890625,19871744.0
0.0,"{'_type': 'html-file', 'sha256': '2a2dde6069fbc009b1992fddaa621f54e0aa2bcb2ee85a1fdbf37d1d9d691a24', 'path': 'media/html/render_20125696_2a2dde6069fbc009b199.html', 'size': 3831109.0}",-4.3679585456848145,0.0,27567.383243300057,142.9111328125,-3.9997305870056152,0.0,3.1982216835021973,142.9111328125,0.2734375,4.938708570989547e-06,-1471.1728515625,3.437587022781372,20125696.0,2264.336120911,797.6943359375,1774824509.3375714,4323.2216796875,282.677734375,20125696.0
0.0,,-4.380497455596924,0.0,27570.74198537049,149.501953125,-3.9999749660491943,0.0,3.1954126358032227,149.501953125,0.2783203125,1.7998390831053257e-06,-1943.155029296875,3.4309756755828857,20379648.0,2288.102398906,909.1259765625,1774824509.5366375,5288.619140625,280.822265625,20379648.0
0.0,,-4.375244140625,0.0,27796.141360357942,134.7431640625,-4.00017786026001,0.0,3.2010183334350586,134.7431640625,0.2353515625,-8.236993380705826e-07,-1677.4180908203125,3.4396185874938965,20633600.0,2311.492782604,821.7587890625,1774824533.1032562,4236.625,291.0556640625,20633600.0
0.0,,-4.37650203704834,0.0,27640.78870133028,132.884765625,-4.000129699707031,0.0,3.19423770904541,132.884765625,0.2451171875,-1.9362745717899088e-07,-1775.57177734375,3.429797887802124,20887552.0,2335.04164691,872.888671875,1774824556.4935875,4523.693359375,294.67578125,20887552.0
0.0,,-4.3804497718811035,0.0,27788.367606410033,144.7490234375,-4.0010600090026855,0.0,3.199784755706787,144.7490234375,0.2353515625,-1.2093560144421645e-05,-1744.643310546875,3.4375298023223877,21141504.0,2358.437702625,856.69921875,1774824580.0425467,4680.572265625,309.884765625,21141504.0
0.0,"{'path': 'media/html/render_21395456_7f6bedd9bae0ea698d0f.html', 'size': 3811745.0, '_type': 'html-file', 'sha256': '7f6bedd9bae0ea698d0f1c01425f01958d44bdb5c9435850b364f34a3ad77695'}",-4.36865234375,0.0,27625.981199323116,136.044921875,-3.999509334564209,0.0,3.189868211746216,136.044921875,0.21484375,7.770914635329973e-06,-1796.7119140625,3.427797317504883,21395456.0,2408.241403692,888.142578125,1774824653.2428615,4738.52490234375,279.96484375,21395456.0
0.0,,-4.384439945220947,0.0,27771.2719550594,130.83984375,-3.99971079826355,0.0,3.189209222793579,130.83984375,0.2294921875,5.017322564526694e-06,-1560.3040771484375,3.4309844970703125,21649408.0,2431.885578069,787.6318359375,1774824653.4510028,3871.8046875,281.5185546875,21649408.0
0.0,,-4.390878200531006,0.0,27538.667939245694,162.1572265625,-3.996797561645508,0.0,3.1948838233947754,162.1572265625,0.2724609375,4.144899139646441e-05,-1511.4239501953125,3.4369852542877197,21903360.0,2455.434873089,797.525390625,1774824676.886466,3825.2666015625,332.17578125,21903360.0
