training/alpha_loss,eval/episode_reward,training/critic_loss,eval/episode_success_hard,training/log_alpha,training/sps,_timestamp,eval/episode_reward_ctrl,training/entropy,eval/episode_reward_survive,training/actor_loss,eval/episode_success_any,_step,eval/episode_dist,render,eval/episode_success,step,eval/episode_reward_near,_runtime,eval/episode_success_easy,eval/episode_reward_dist
1.2625725503312424e-05,52.9267578125,4.022215843200684,0.0,-4.9865570068359375,27867.343918570936,1774849002.6540298,-2280.116455078125,-3.99829363822937,861.04296875,3.7769947052001953,0.1005859375,3618816.0,6284.69189453125,"{'path': 'media/html/render_3618816_97a6dc8c76288c730560.html', 'size': 3776297.0, '_type': 'html-file', 'sha256': '97a6dc8c76288c7305608ace5bc51128083aa60d8a38fd35e07a877a6b42b49b'}",52.9267578125,3618816.0,0.0,398.337482541,137.5625,0.0
-4.466218342713546e-06,74.9033203125,4.004207134246826,0.0,-4.999165058135986,27776.691221272045,1774849002.8469179,-2351.066162109375,-4.000804901123047,844.96875,3.7620351314544678,0.1416015625,3872768.0,6351.548828125,,74.9033203125,3872768.0,0.0,421.895723507,134.0380859375,0.0
1.0679519846235053e-06,81.28125,3.9888551235198975,0.0,-4.99102783203125,27606.81060113124,1774849026.2116127,-2582.43798828125,-3.99998140335083,925.21875,3.7539894580841064,0.1376953125,4126720.0,6897.84619140625,,81.28125,4126720.0,0.0,445.247234418,143.3017578125,0.0
-7.0468431658810005e-06,91.0703125,3.968787431716919,0.0,-4.994899749755859,27886.4934262974,1774849049.5633106,-2509.36083984375,-4.0011701583862305,944.3935546875,3.7345404624938965,0.1630859375,4380672.0,6854.4892578125,,91.0703125,4380672.0,0.0,468.521584005,145.4013671875,0.0
1.6834108464536257e-05,57.580078125,3.946627140045166,0.0,-5.006291389465332,27852.872490108017,1774849072.8374977,-2810.46240234375,-3.9976558685302734,949.6337890625,3.7079761028289795,0.13671875,4634624.0,7331.8720703125,,57.580078125,4634624.0,0.0,492.01781756,139.453125,0.0
-5.7864135669660755e-06,91.9052734375,3.9370405673980713,0.0,-5.002957820892334,27803.495620242644,1774849145.8368402,-2704.24755859375,-4.000990390777588,962.59375,3.7026116847991943,0.1494140625,4888576.0,7366.498046875,"{'path': 'media/html/render_4888576_56c74208c617944b0f93.html', 'size': 3706029.0, '_type': 'html-file', 'sha256': '56c74208c617944b0f930e98bbeb3ec4c26b540989f1ae0d4e07bc4e8951e7dc'}",91.9052734375,4888576.0,0.0,541.520308311,142.59375,0.0
-1.0068913070426788e-05,92.7724609375,3.9124860763549805,0.0,-4.985489368438721,27986.13676227864,1774849146.0424137,-2614.6533203125,-4.001600742340088,960.2880859375,3.675607919692993,0.1435546875,5142528.0,7177.259765625,,92.7724609375,5142528.0,0.0,564.990281096,141.154296875,0.0
-1.4368004030984594e-06,59.21875,3.8787755966186523,0.0,-4.973865509033203,27856.82715729187,1774849169.3061922,-2479.1953125,-4.000343322753906,859.17578125,3.6423518657684326,0.1162109375,5396480.0,6458.76171875,,59.21875,5396480.0,0.0,588.382225346,139.3564453125,0.0
-2.4371973267989233e-05,71.845703125,3.846851348876953,0.0,-4.947531223297119,27794.15327304767,1774849192.6982417,-2380.864501953125,-4.0035576820373535,900.67578125,3.6127846240997314,0.138671875,5650432.0,6690.7578125,,71.845703125,5650432.0,0.0,611.708108116,144.794921875,0.0
-4.432856712810462e-06,96.5546875,3.8201699256896973,0.0,-4.939305782318115,27710.839712738107,1774849216.0240903,-2496.564453125,-4.000721454620361,949.28515625,3.591505527496338,0.1416015625,5904384.0,7136.0,,96.5546875,5904384.0,0.0,635.039837265,138.5986328125,0.0
8.478086783725303e-06,66.7783203125,3.7933385372161865,0.0,-4.916957855224609,27983.99715460409,1774849288.9559438,-2391.96435546875,-3.9989612102508545,891.1904296875,3.5640549659729004,0.119140625,6158336.0,6954.029296875,"{'path': 'media/html/render_6158336_3ccc53eddab20dec8a2a.html', 'size': 3763941.0, '_type': 'html-file', 'sha256': '3ccc53eddab20dec8a2a37b2cf235cf1f8dd4502d1fa27fe19724be67e6263f9'}",66.7783203125,6158336.0,0.0,684.639377402,131.9755859375,0.0
-2.1060155631857924e-05,84.2763671875,3.7829463481903076,0.0,-4.909296989440918,27822.42082209929,1774849289.155222,-2241.857666015625,-4.002959251403809,869.22265625,3.5522422790527344,0.15234375,6412288.0,6141.5576171875,,84.2763671875,6412288.0,0.0,708.23567507,160.96484375,0.0
