eval/episode_reward_survive,training/actor_loss,eval/episode_success_any,training/entropy,eval/episode_reward,training/log_alpha,eval/episode_reward_ctrl,_step,render,_runtime,training/sps,eval/episode_success,eval/episode_reward_dist,eval/episode_success_easy,eval/episode_reward_near,step,eval/episode_success_hard,_timestamp,eval/episode_dist,training/alpha_loss,training/critic_loss
799.318359375,3.5923686027526855,0.1533203125,-3.997422695159912,80.0556640625,-4.957159042358398,-2091.42919921875,4888576.0,"{'path': 'media/html/render_4888576_05557396dc45763d96af.html', 'size': 3795325.0, '_type': 'html-file', 'sha256': '05557396dc45763d96afd729d3b900b843e4f2c5928314e4e654051a42eae678'}",542.482174469,27825.837640293736,80.0556640625,0.0,162.3037109375,0.0,4888576.0,0.0,1774860851.2852695,4885.6552734375,1.949308716575615e-05,3.831766128540039
867.21484375,3.5552685260772705,0.15625,-4.001476287841797,79.30078125,-4.946704864501953,-2111.09423828125,5142528.0,,565.932046042,28017.94222035334,79.30078125,0.0,145.36328125,0.0,5142528.0,0.0,1774860851.4734519,5961.3984375,-9.774998943612445e-06,3.799014091491699
953.162109375,3.5603911876678467,0.16015625,-3.9995663166046143,97.3564453125,-4.932223796844482,-2326.46728515625,5396480.0,,589.324209599,27882.231083615734,97.3564453125,0.0,175.7421875,0.0,5396480.0,0.0,1774860874.7345395,6418.814453125,3.987995114584919e-06,3.7980995178222656
910.267578125,3.531926393508911,0.15625,-4.002347469329834,95.87109375,-4.922842502593994,-2321.1298828125,5650432.0,,612.647673476,27797.330286867207,95.87109375,0.0,180.4609375,0.0,5650432.0,0.0,1774860898.1266832,5984.029296875,-1.6325000615324825e-05,3.76737904548645
908.4150390625,3.525752305984497,0.1513671875,-4.001392841339111,91.212890625,-4.917009353637695,-2543.96240234375,5904384.0,,635.969677408,27743.32208386139,91.212890625,0.0,169.9228515625,0.0,5904384.0,0.0,1774860921.4501874,6272.1015625,-9.59221779339714e-06,3.7640461921691895
915.701171875,3.512183427810669,0.1708984375,-3.9987621307373047,127.7353515625,-4.911511421203613,-2369.6474609375,6158336.0,"{'sha256': '826a7dbe58be33e0be0c3e65e83f805092dcae82ae72158c4455dd785a895813', 'path': 'media/html/render_6158336_826a7dbe58be33e0be0c.html', 'size': 3783041.0, '_type': 'html-file'}",685.742483422,28001.252736942453,127.7353515625,0.0,182.7216796875,0.0,6158336.0,0.0,1774860994.545563,6302.20751953125,1.0124396794708446e-05,3.7472500801086426
900.3154296875,3.4862914085388184,0.158203125,-4.00179386138916,97.2333984375,-4.887200832366943,-2143.3291015625,6412288.0,,709.350457009,27835.407888103924,97.2333984375,0.0,161.810546875,0.0,6412288.0,0.0,1774860994.7648077,6432.015625,-1.2671469448832795e-05,3.7185189723968506
859.591796875,3.476303815841675,0.1982421875,-4.000886917114258,117.779296875,-4.890619277954102,-1919.795654296875,6666240.0,,732.675783554,27774.81310432732,117.779296875,0.0,182.3671875,0.0,6666240.0,0.0,1774861018.1528618,5883.06396484375,-5.873786903975997e-06,3.712188720703125
937.0595703125,3.469782829284668,0.162109375,-4.00180721282959,86.3720703125,-4.85959005355835,-2311.19775390625,6920192.0,,756.295364098,27790.64634507794,86.3720703125,0.0,174.87890625,0.0,6920192.0,0.0,1774861041.4783163,6526.9423828125,-1.3189783203415573e-05,3.7078864574432373
914.7607421875,3.4574315547943115,0.1572265625,-3.999168634414673,105.8720703125,-4.880214214324951,-2199.158447265625,7174144.0,,779.725275632,27763.86887459345,105.8720703125,0.0,151.08203125,0.0,7174144.0,0.0,1774861065.0978594,6568.0234375,7.459309017576743e-06,3.690747022628784
899.828125,3.4364070892333984,0.197265625,-3.998495101928711,86.4033203125,-4.87310266494751,-1873.818115234375,7428096.0,"{'_type': 'html-file', 'sha256': '1352df136ec21b9035f92c1e46fbf3e4a3663ba286b4f674769c5b6f2351fb16', 'path': 'media/html/render_7428096_1352df136ec21b9035f9.html', 'size': 3784629.0}",829.70027908,27865.823125183342,86.4033203125,0.0,195.7919921875,0.0,7428096.0,0.0,1774861138.5033343,6173.9814453125,1.2448036613932345e-05,3.6721277236938477
917.130859375,3.4254150390625,0.146484375,-4.002049446105957,53.5830078125,-4.846113204956055,-2142.4638671875,7682048.0,,853.312715957,27773.592066198005,53.5830078125,0.0,159.390625,0.0,7682048.0,0.0,1774861138.6972938,6422.1611328125,-1.4962712157284841e-05,3.6583774089813232
925.708984375,3.4192447662353516,0.2275390625,-4.0008931159973145,143.9658203125,-4.857076644897461,-2157.263671875,7936000.0,,876.681593264,27902.08152087568,143.9658203125,0.0,208.064453125,0.0,7936000.0,0.0,1774861162.1152909,6269.970703125,-6.167701940285042e-06,3.650372266769409
871.640625,3.4074440002441406,0.193359375,-4.001595973968506,100.5830078125,-4.8387651443481445,-1975.0743408203125,8189952.0,,900.016903678,27818.034918799636,100.5830078125,0.0,158.1650390625,0.0,8189952.0,0.0,1774861185.4840918,6195.93310546875,-1.1909191925951745e-05,3.642439603805542
892.32421875,3.4191184043884277,0.181640625,-3.9990172386169434,110.67578125,-4.828426361083984,-2031.7784423828125,8443904.0,,923.424359931,27751.456024800063,110.67578125,0.0,149.7451171875,0.0,8443904.0,0.0,1774861208.8193734,6327.298828125,8.866904863680247e-06,3.6544487476348877
903.6328125,3.3830034732818604,0.2490234375,-4.000331878662109,132.744140625,-4.819847583770752,-2156.962890625,8697856.0,"{'size': 3809061.0, '_type': 'html-file', 'sha256': 'ab2d55afc2929898e7f7fff0a165b19ed49197ffdf1bb234b1c527bfb60ad7bd', 'path': 'media/html/render_8697856_ab2d55afc2929898e7f7.html'}",973.485573989,27794.556524970303,132.744140625,0.0,222.19140625,0.0,8697856.0,0.0,1774861282.2886188,5817.04296875,-1.7898173609864898e-06,3.614720106124878
943.0205078125,3.3919544219970703,0.158203125,-4.003225803375244,97.306640625,-4.800856113433838,-2211.23486328125,8951808.0,,997.087552292,27780.670655158676,97.306640625,0.0,135.3056640625,0.0,8951808.0,0.0,1774861282.4709964,6960.8251953125,-2.561699329817202e-05,3.6306509971618652
827.3779296875,3.380471706390381,0.2373046875,-3.999872922897339,138.3447265625,-4.804465293884277,-1969.525634765625,9205760.0,,1020.502747453,27714.257300930403,138.3447265625,0.0,214.0009765625,0.0,9205760.0,0.0,1774861305.89009,5017.60107421875,1.976564817596227e-06,3.621041774749756
807.37890625,3.378432512283325,0.23046875,-3.9976727962493896,129.126953125,-4.8062310218811035,-1977.31640625,9459712.0,,1043.900005396,27750.372235952284,129.126953125,0.0,189.49609375,0.0,9459712.0,0.0,1774861329.3052125,4845.30810546875,2.0178511476842687e-05,3.613422393798828
912.955078125,3.361393928527832,0.248046875,-4.001224517822266,140.568359375,-4.805430889129639,-2070.60009765625,9713664.0,,1067.324754389,27792.51355078,140.568359375,0.0,220.7265625,0.0,9713664.0,0.0,1774861352.70251,5803.1171875,-9.114345630223397e-06,3.594736337661743
880.3505859375,3.361527442932129,0.265625,-4.00216817855835,147.9375,-4.796022415161133,-2086.4052734375,9967616.0,"{'size': 3824689.0, '_type': 'html-file', 'sha256': 'c66ca4b4cc9a06a5e4643e6833cf2263556d0bfdab90401ccf6a3f98640a985e', 'path': 'media/html/render_9967616_c66ca4b4cc9a06a5e464.html'}",1117.104474732,27754.14308725164,147.9375,0.0,233.0966796875,0.0,9967616.0,0.0,1774861425.9075782,4994.0849609375,-1.721821718092542e-05,3.6029841899871826
888.068359375,3.3551430702209473,0.1923828125,-3.997328758239746,119.0498046875,-4.807611465454102,-2190.40771484375,10221568.0,,1140.73327154,27855.96459590721,119.0498046875,0.0,184.4990234375,0.0,10221568.0,0.0,1774861426.1196892,5652.4677734375,2.321712781849783e-05,3.5860915184020996
783.958984375,3.3410117626190186,0.212890625,-4.0038371086120605,122.4736328125,-4.778200149536133,-1839.4866943359375,10475520.0,,1163.968669878,27671.98327031992,122.4736328125,0.0,181.98828125,0.0,10475520.0,0.0,1774861449.5355945,4838.91064453125,-3.1435531127499416e-05,3.572115421295166
837.0009765625,3.35801362991333,0.2373046875,-3.9991631507873535,138.8740234375,-4.762405872344971,-1965.626220703125,10729472.0,,1187.470318897,27904.85266159138,138.8740234375,0.0,203.4462890625,0.0,10729472.0,0.0,1774861472.7712245,5249.240234375,8.156386684277095e-06,3.5878238677978516
859.728515625,3.3721415996551514,0.2353515625,-4.0015645027160645,133.2646484375,-4.75101375579834,-2029.80029296875,10983424.0,,1211.043599533,27589.966843609265,133.2646484375,0.0,201.08203125,0.0,10983424.0,0.0,1774861496.2727368,5510.296875,-1.2502880963438656e-05,3.593787431716919
902.33203125,3.3655917644500732,0.2724609375,-4.0036396980285645,152.234375,-4.720209121704102,-2041.8525390625,11237376.0,"{'size': 3809005.0, '_type': 'html-file', 'sha256': '2cbd6958fa75f860e9a6ca70047ac2cb827d90384534e4729d3d8daf75a09967', 'path': 'media/html/render_11237376_2cbd6958fa75f860e9a6.html'}",1261.117308368,27787.31790281424,152.234375,0.0,242.1630859375,0.0,11237376.0,0.0,1774861569.9204478,5546.2978515625,-3.13598065986298e-05,3.590651273727417
894.9814453125,3.3513028621673584,0.224609375,-4.000072002410889,119.5693359375,-4.7153215408325195,-2171.55078125,11491328.0,,1284.778464159,27652.297243534387,119.5693359375,0.0,222.416015625,0.0,11491328.0,0.0,1774861570.1305027,5431.6240234375,4.5550623894996534e-07,3.5760300159454346
874.1953125,3.341525077819824,0.265625,-4.001820087432861,149.896484375,-4.686728477478027,-1926.580322265625,11745280.0,,1308.32643182,27639.48761486397,149.896484375,0.0,254.158203125,0.0,11745280.0,0.0,1774861593.580914,4823.658203125,-1.568497100379318e-05,3.5612244606018066
916.865234375,3.325592041015625,0.2373046875,-3.9991660118103027,137.205078125,-4.683107852935791,-1962.64306640625,11999232.0,,1331.556714545,27682.0098184093,137.205078125,0.0,235.4619140625,0.0,11999232.0,0.0,1774861617.1289556,5690.75341796875,8.860631169227418e-06,3.542034149169922
900.783203125,3.298915147781372,0.19921875,-4.001324653625488,104.5009765625,-4.680868625640869,-2193.16455078125,12253184.0,,1355.09488075,27766.774766327682,104.5009765625,0.0,184.9423828125,0.0,12253184.0,0.0,1774861640.3592172,6258.203125,-1.1169224308105186e-05,3.522346019744873
858.6923828125,3.273585557937622,0.224609375,-4.000076770782471,124.44921875,-4.669501304626465,-2046.353515625,12507136.0,"{'_type': 'html-file', 'sha256': 'f6025a4e062555eba5a86549dfb30167ae1aad94b5deadd804337e0be6652917', 'path': 'media/html/render_12507136_f6025a4e062555eba5a8.html', 'size': 3800505.0}",1404.687421787,27648.01935012695,124.44921875,0.0,250.8740234375,0.0,12507136.0,0.0,1774861713.4904704,4956.43359375,4.035609890706837e-07,3.498292922973633
879.40234375,3.2660462856292725,0.181640625,-4.001188278198242,91.4990234375,-4.669341087341309,-2056.907958984375,12761088.0,,1428.415325128,27648.269096778607,91.4990234375,0.0,243.1591796875,0.0,12761088.0,0.0,1774861713.6813316,5154.54638671875,-1.0063120498671196e-05,3.485387086868286
854.123046875,3.2602267265319824,0.203125,-4.001590728759766,117.431640625,-4.651613712310791,-1911.2811279296875,13015040.0,,1451.861244063,27658.353155996472,117.431640625,0.0,262.7861328125,0.0,13015040.0,0.0,1774861737.2178462,4902.9814453125,-1.4130499039310962e-05,3.484269380569458
886.0654296875,3.2503180503845215,0.220703125,-4.0007004737854,136.9609375,-4.644309043884277,-1971.1473388671875,13268992.0,,1475.284749538,27626.239862823248,136.9609375,0.0,251.1103515625,0.0,13268992.0,0.0,1774861760.663737,5151.537109375,-5.669709025823977e-06,3.479494333267212
919.9140625,3.2330524921417236,0.2236328125,-4.000823974609375,118.2734375,-4.629132270812988,-2065.0537109375,13522944.0,,1498.675475831,27737.03822517227,118.2734375,0.0,274.189453125,0.0,13522944.0,0.0,1774861784.0873306,5142.255859375,-6.996589036134537e-06,3.4680631160736084
899.6123046875,3.219883441925049,0.2412109375,-4.001718044281006,131.1904296875,-4.617140293121338,-2053.4384765625,13776896.0,"{'path': 'media/html/render_13776896_c0c153a387976e5e37a2.html', 'size': 3820817.0, '_type': 'html-file', 'sha256': 'c0c153a387976e5e37a28a41a5ee0ff7022d188beaa68c88a39a87ea7edcdddb'}",1548.959891669,27743.778782390575,131.1904296875,0.0,250.373046875,0.0,13776896.0,0.0,1774861857.7630057,5266.322265625,-1.5935736882966012e-05,3.4536612033843994
853.69140625,3.2203755378723145,0.2919921875,-3.9997215270996094,117.4482421875,-4.6081342697143555,-1920.4306640625,14030848.0,,1572.600962239,27698.508797729264,117.4482421875,0.0,251.82421875,0.0,14030848.0,0.0,1774861857.9867373,4775.7578125,4.1166199480358046e-06,3.4544386863708496
846.7294921875,3.2249460220336914,0.220703125,-4.000228404998779,138.1455078125,-4.609959602355957,-1805.567626953125,14284800.0,,1596.121061215,27654.67290726753,138.1455078125,0.0,218.8828125,0.0,14284800.0,0.0,1774861881.4033778,4776.4970703125,-9.834291176957777e-07,3.4627938270568848
913.1650390625,3.196819305419922,0.203125,-4.001565933227539,128.236328125,-4.573545455932617,-1930.5699462890625,14538752.0,,1619.5352568,27733.290794396788,128.236328125,0.0,243.4931640625,0.0,14538752.0,0.0,1774861904.9236226,5326.7138671875,-1.4768912478757557e-05,3.4384186267852783
911.2421875,3.1894655227661133,0.2470703125,-3.999279022216797,130.6435546875,-4.585278511047363,-1976.6480712890625,14792704.0,,1642.938287065,27708.78596030316,130.6435546875,0.0,278.326171875,0.0,14792704.0,0.0,1774861928.3376672,5210.0830078125,8.727700333110988e-06,3.429506540298462
927.8310546875,3.1932172775268555,0.255859375,-3.9988155364990234,143.8828125,-4.5724029541015625,-2021.05322265625,15046656.0,"{'size': 3811209.0, '_type': 'html-file', 'sha256': 'cbb52e1f8ccf168185d713f02c8c91e6deb2e4cefb510357c53d4ebf7ecf9f91', 'path': 'media/html/render_15046656_cbb52e1f8ccf168185d7.html'}",1692.80049952,27678.211072366565,143.8828125,0.0,254.556640625,0.0,15046656.0,0.0,1774862001.6035767,5260.400390625,1.335354863840621e-05,3.433371067047119
896.3251953125,3.1807687282562256,0.19140625,-4.00356388092041,130.462890625,-4.561284065246582,-2104.15771484375,15300608.0,,1716.483230643,27826.405374218575,130.462890625,0.0,240.216796875,0.0,15300608.0,0.0,1774862001.8176868,5239.4541015625,-3.568608735804446e-05,3.413595199584961
938.3994140625,3.1874804496765137,0.173828125,-3.9995687007904053,106.0537109375,-4.559462547302246,-2060.322021484375,15554560.0,,1739.996217499,27592.627011552435,106.0537109375,0.0,268.6865234375,0.0,15554560.0,0.0,1774862025.2857983,5608.59375,5.8244559113518335e-06,3.4191787242889404
943.345703125,3.167651891708374,0.1845703125,-4.001923084259033,114.1767578125,-4.546040058135986,-2117.235595703125,15808512.0,,1763.434639557,27734.737215894555,114.1767578125,0.0,192.6640625,0.0,15808512.0,0.0,1774862048.7986965,5825.8798828125,-1.9363189494470134e-05,3.3958845138549805
867.26953125,3.1707890033721924,0.20703125,-4.001718521118164,116.9345703125,-4.527900695800781,-2009.572265625,16062464.0,,1787.022288222,27588.391139727344,116.9345703125,0.0,228.1240234375,0.0,16062464.0,0.0,1774862072.237153,5049.55859375,-1.7530070181237534e-05,3.3981502056121826
885.4365234375,3.1651716232299805,0.234375,-3.999267339706421,137.177734375,-4.519259452819824,-1883.2987060546875,16316416.0,"{'size': 3711309.0, '_type': 'html-file', 'sha256': 'f003a926c3ec2051effdae1f744f568a8b9ee7128020a5b2801283d19ae7f2cb', 'path': 'media/html/render_16316416_f003a926c3ec2051effd.html'}",1836.529688973,27793.73190179581,137.177734375,0.0,254.841796875,0.0,16316416.0,0.0,1774862145.3327765,5203.0869140625,9.426637916476466e-06,3.3911995887756348
951.2138671875,3.155454635620117,0.232421875,-4.0006103515625,140.171875,-4.523776531219482,-2272.9521484375,16570368.0,,1860.32311983,27636.158710948996,140.171875,0.0,252.7490234375,0.0,16570368.0,0.0,1774862145.535112,5807.9443359375,-5.3742783165944275e-06,3.3768577575683594
886.7138671875,3.157618522644043,0.220703125,-4.000001430511475,124.8994140625,-4.509223937988281,-2199.952880859375,16824320.0,,1883.783498346,27804.135021015103,124.8994140625,0.0,246.76953125,0.0,16824320.0,0.0,1774862169.1257088,5251.61865234375,1.3263487517178874e-06,3.3755247592926025
919.66015625,3.1424856185913086,0.2197265625,-3.9997847080230713,138.94921875,-4.510572910308838,-1989.2481689453125,17078272.0,,1907.214741855,27532.28428682864,138.94921875,0.0,246.634765625,0.0,17078272.0,0.0,1774862192.5860138,5251.4189453125,3.673427045214339e-06,3.3609488010406494
925.1572265625,3.1451475620269775,0.240234375,-3.9980530738830566,151.21875,-4.518341541290283,-1944.24560546875,17332224.0,,1930.841345729,27778.861548511457,151.21875,0.0,268.35546875,0.0,17332224.0,0.0,1774862216.0173259,5100.8759765625,2.2438387532019988e-05,3.3637795448303223
942.80078125,3.1416587829589844,0.2548828125,-4.002344131469727,147.232421875,-4.517988204956055,-2121.97509765625,17586176.0,"{'size': 3795069.0, '_type': 'html-file', 'sha256': '5e34a1f5a8f420c1bb7a9f8866767af94cf7eaa9a5d2da20d9c2134bc2f35f80', 'path': 'media/html/render_17586176_5e34a1f5a8f420c1bb7a.html'}",1980.778942093,27656.838570164105,147.232421875,0.0,302.9990234375,0.0,17586176.0,0.0,1774862289.5820293,5202.01171875,-2.4263055820483714e-05,3.3643741607666016
864.2998046875,3.12369441986084,0.20703125,-4.002145290374756,132.93359375,-4.483474254608154,-1802.367919921875,17840128.0,,2004.541865263,27658.396965831325,132.93359375,0.0,229.0751953125,0.0,17840128.0,0.0,1774862289.7936127,4884.55859375,-2.277339262946043e-05,3.338066816329956
958.787109375,3.1164112091064453,0.2373046875,-3.9996490478515625,171.7509765625,-4.4981560707092285,-2236.978271484375,18094080.0,,2027.978307557,27611.32339901204,171.7509765625,0.0,261.6875,0.0,18094080.0,0.0,1774862313.3444114,5613.693359375,5.287279236654285e-06,3.331972599029541
920.28515625,3.1095259189605713,0.22265625,-3.9992570877075195,154.5078125,-4.477182388305664,-2110.9306640625,18348032.0,,2051.48080934,27653.651946455106,154.5078125,0.0,271.58984375,0.0,18348032.0,0.0,1774862336.7808366,5336.783203125,9.605677405488677e-06,3.323331356048584
851.162109375,3.1062557697296143,0.2353515625,-4.00135612487793,163.2265625,-4.489971160888672,-1797.4825439453125,18601984.0,,2074.723495193,27735.07302678774,163.2265625,0.0,272.8095703125,0.0,18601984.0,0.0,1774862360.2828763,4316.1015625,-1.4026491953700315e-05,3.3137636184692383
888.4248046875,3.1009230613708496,0.205078125,-4.002448081970215,136.7119140625,-4.45058012008667,-2055.66796875,18855936.0,"{'size': 3763121.0, '_type': 'html-file', 'sha256': 'eb5eac2a7ef8625bf54f80c7fd687f2008dc9cdb23a860cc0b317aa346e1a09d', 'path': 'media/html/render_18855936_eb5eac2a7ef8625bf54f.html'}",2124.738378437,27698.640609559883,136.7119140625,0.0,220.4697265625,0.0,18855936.0,0.0,1774862433.5414984,5258.50732421875,-2.6997005988960154e-05,3.3130195140838623
920.6552734375,3.105584144592285,0.2158203125,-4.000490188598633,138.7333984375,-4.449894428253174,-1972.145751953125,19109888.0,,2148.261825417,27838.820621113395,138.7333984375,0.0,242.50390625,0.0,19109888.0,0.0,1774862433.7691236,4853.69140625,-4.472376986086601e-06,3.3199820518493652
919.7841796875,3.088418960571289,0.2431640625,-3.9984867572784424,131.5869140625,-4.460911750793457,-1938.713134765625,19363840.0,,2171.848418572,27547.03423483945,131.5869140625,0.0,226.4990234375,0.0,19363840.0,0.0,1774862457.0643966,4999.0830078125,1.8971117242472246e-05,3.3038735389709473
920.2109375,3.0818498134613037,0.2119140625,-3.9976766109466553,145.111328125,-4.464592456817627,-1892.08154296875,19617792.0,,2195.516487209,27839.83856471675,145.111328125,0.0,271.623046875,0.0,19617792.0,0.0,1774862480.6510098,4904.09375,2.772042171272915e-05,3.3021585941314697
857.8076171875,3.088639259338379,0.20703125,-4.004368305206299,147.9990234375,-4.456630706787109,-1773.2371826171875,19871744.0,,2219.263363673,27537.871244709313,147.9990234375,0.0,266.576171875,0.0,19871744.0,0.0,1774862504.3190384,4391.40283203125,-4.912085205432959e-05,3.311291456222534
906.8505859375,3.091916561126709,0.1962890625,-3.9995150566101074,141.4951171875,-4.451107978820801,-1827.6719970703125,20125696.0,"{'sha256': '8d18f4089cf49067758dd1f841bc5ecc36176519006e6e11d6807318a1c86fce', 'path': 'media/html/render_20125696_8d18f4089cf49067758d.html', 'size': 3782701.0, '_type': 'html-file'}",2269.145636601,27577.18703891337,141.4951171875,0.0,219.443359375,0.0,20125696.0,0.0,1774862577.94876,4978.939453125,7.100923539837822e-06,3.3154678344726562
902.3583984375,3.094618558883667,0.2255859375,-3.9989304542541504,157.0595703125,-4.446567535400391,-1837.736083984375,20379648.0,,2292.892974618,27560.734534720305,157.0595703125,0.0,261.7685546875,0.0,20379648.0,0.0,1774862578.146976,4601.2939453125,1.3741076145379338e-05,3.316345691680908
930.0146484375,3.086923599243164,0.2236328125,-3.999605894088745,156.8896484375,-4.458367824554443,-1801.118408203125,20633600.0,,2316.291398944,27837.91915923387,156.8896484375,0.0,239.25390625,0.0,20633600.0,0.0,1774862601.6955478,5039.63671875,5.7768083934206516e-06,3.3086557388305664
896.470703125,3.090336799621582,0.2216796875,-4.003063201904297,156.212890625,-4.441390037536621,-1849.7418212890625,20887552.0,,2339.83730364,27642.654475113726,156.212890625,0.0,290.84765625,0.0,20887552.0,0.0,1774862625.093978,4916.90283203125,-3.488801667117514e-05,3.31353759765625
936.6650390625,3.0916433334350586,0.2041015625,-4.000222206115723,149.615234375,-4.434176445007324,-1968.883544921875,21141504.0,,2363.239039726,27796.08768334223,149.615234375,0.0,274.98828125,0.0,21141504.0,0.0,1774862648.6397855,5300.2001953125,-1.4445503211391042e-06,3.321445941925049
925.8310546875,3.082627534866333,0.169921875,-3.9972596168518066,130.8935546875,-4.444782257080078,-1983.784912109375,21395456.0,"{'path': 'media/html/render_21395456_643014505795a8aaf372.html', 'size': 3809981.0, '_type': 'html-file', 'sha256': '643014505795a8aaf372e844315775c03edc1aab828c33a92ea7eb863f182702'}",2413.536777773,27623.924244579142,130.8935546875,0.0,212.462890625,0.0,21395456.0,0.0,1774862722.3398752,5299.0576171875,3.37138153554406e-05,3.312455415725708
909.703125,3.076279401779175,0.1806640625,-4.000369548797607,115.736328125,-4.437370777130127,-1861.2139892578125,21649408.0,,2437.166128325,27767.907613677464,115.736328125,0.0,194.4052734375,0.0,21649408.0,0.0,1774862722.5530932,5550.3935546875,-2.9925081435067113e-06,3.3051507472991943
