eval/episode_reward_survive,training/actor_loss,eval/episode_success_any,training/entropy,eval/episode_reward,training/log_alpha,eval/episode_reward_ctrl,_step,render,_runtime,training/sps,eval/episode_success,eval/episode_reward_dist,eval/episode_success_easy,eval/episode_reward_near,step,eval/episode_success_hard,_timestamp,eval/episode_dist,training/alpha_loss,training/critic_loss
925.853515625,3.0779948234558105,0.23046875,-4.001298904418945,168.6494140625,-4.4393110275268555,-1851.859619140625,21903360.0,,2460.717658392,27597.20452999089,168.6494140625,0.0,268.4580078125,0.0,21903360.0,0.0,1774862745.9686956,5082.45068359375,-1.4008655853103846e-05,3.3017029762268066
903.712890625,3.0818727016448975,0.1845703125,-4.001044273376465,128.203125,-4.443110942840576,-1775.371826171875,22157312.0,,2484.093073497,27781.685075159607,128.203125,0.0,211.9326171875,0.0,22157312.0,0.0,1774862769.5200927,4878.14697265625,-1.1206979252165183e-05,3.304304361343384
921.892578125,3.0772852897644043,0.2509765625,-3.9977691173553467,173.37109375,-4.455591201782227,-1787.42578125,22411264.0,,2507.643874754,27712.691883233238,173.37109375,0.0,243.3125,0.0,22411264.0,0.0,1774862792.895637,4762.3828125,2.7804302590084262e-05,3.309056520462036
946.3076171875,3.085714340209961,0.2314453125,-4.000442028045654,155.869140625,-4.455135345458984,-1797.62158203125,22665216.0,"{'_type': 'html-file', 'sha256': '61434012562c82c6d032e7f86979bf96687d5de4c2b5279495064445921a3b47', 'path': 'media/html/render_22665216_61434012562c82c6d032.html', 'size': 3808673.0}",2557.706598784,27772.60430607971,155.869140625,0.0,218.52734375,0.0,22665216.0,0.0,1774862866.5097084,5062.70849609375,-3.882065811922075e-06,3.317077398300171
904.240234375,3.0715019702911377,0.2763671875,-3.9992878437042236,177.0625,-4.449820041656494,-1933.7772216796875,22919168.0,,2581.481969394,27667.49589976828,177.0625,0.0,300.6025390625,0.0,22919168.0,0.0,1774862866.7200408,4776.8935546875,9.55135783442529e-06,3.2972586154937744
867.79296875,3.070911169052124,0.205078125,-3.9995477199554443,146.908203125,-4.443735599517822,-1681.7576904296875,23173120.0,,2604.878547751,27767.67669352222,146.908203125,0.0,238.0537109375,0.0,23173120.0,0.0,1774862890.2846243,4444.82275390625,6.482924163719872e-06,3.3004491329193115
871.8427734375,3.0778863430023193,0.197265625,-3.9999866485595703,145.359375,-4.454514980316162,-1696.5859375,23427072.0,,2628.455053171,27637.877564432543,145.359375,0.0,235.6552734375,0.0,23427072.0,0.0,1774862913.6811235,4520.72607421875,1.4518293482979061e-06,3.3038063049316406
865.55859375,3.074925422668457,0.21484375,-3.998599052429199,151.216796875,-4.4542646408081055,-1814.25634765625,23681024.0,,2651.850748747,27713.373982699955,151.216796875,0.0,248.5888671875,0.0,23681024.0,0.0,1774862937.257425,4508.3271484375,1.730615804262925e-05,3.2991812229156494
833.970703125,3.0762338638305664,0.212890625,-4.003805160522461,141.4775390625,-4.440949440002441,-1640.4908447265625,23934976.0,"{'size': 3805677.0, '_type': 'html-file', 'sha256': 'f27b07a8db3661ffbddd634a066910c9a70b7b8e40749e4964e2791f05c1e3ac', 'path': 'media/html/render_23934976_f27b07a8db3661ffbddd.html'}",2702.036499013,27631.448556386164,141.4775390625,0.0,220.0732421875,0.0,23934976.0,0.0,1774863010.8396385,4198.8515625,-4.2993942770408466e-05,3.3047218322753906
815.4658203125,3.0638811588287354,0.2392578125,-4.000121116638184,169.6982421875,-4.450412273406982,-1538.446044921875,24188928.0,,2725.66736803,27696.653481247216,169.6982421875,0.0,223.9111328125,0.0,24188928.0,0.0,1774863011.0603468,4261.84619140625,-1.6890079734821484e-07,3.292245388031006
874.8623046875,3.067944049835205,0.2412109375,-3.9982502460479736,167.9736328125,-4.4415812492370605,-1769.715576171875,24442880.0,,2749.238470447,27601.124115309292,167.9736328125,0.0,274.5791015625,0.0,24442880.0,0.0,1774863034.4699516,4229.462890625,2.1942818420939147e-05,3.2916953563690186
812.7314453125,3.062622547149658,0.2392578125,-4.000469207763672,163.1220703125,-4.44564962387085,-1599.857666015625,24696832.0,,2772.61358935,27735.645007288098,163.1220703125,0.0,263.6953125,0.0,24696832.0,0.0,1774863058.0410638,3862.859375,-4.2996189222321846e-06,3.2923436164855957
859.3896484375,3.0662569999694824,0.2333984375,-3.9991371631622314,161.5595703125,-4.448427677154541,-1791.9127197265625,24950784.0,,2796.180501984,27702.05518918924,161.5595703125,0.0,282.732421875,0.0,24950784.0,0.0,1774863081.4161725,4232.81494140625,1.1341903700667899e-05,3.298502206802368
868.3935546875,3.0796608924865723,0.2578125,-4.000003814697266,179.7900390625,-4.453402042388916,-1789.802001953125,25204736.0,"{'sha256': 'bf7ef19cbcc6f87be6c8440e1541bfa6b97220e13aaedf0a3b49e3570fa0fc2e', 'path': 'media/html/render_25204736_bf7ef19cbcc6f87be6c8.html', 'size': 3803001.0, '_type': 'html-file'}",2845.998869019,27745.37373206094,179.7900390625,0.0,312.9375,0.0,25204736.0,0.0,1774863154.801877,4099.35791015625,1.2404060498738545e-06,3.313868284225464
828.64453125,3.0697579383850098,0.25,-3.9997897148132324,158.240234375,-4.456061363220215,-1593.158447265625,25458688.0,,2869.775955494,27684.66545963143,158.240234375,0.0,275.611328125,0.0,25458688.0,0.0,1774863154.994261,3959.26806640625,3.7457475627888925e-06,3.2987663745880127
897.650390625,3.083695888519287,0.236328125,-4.00113582611084,163.76953125,-4.458554267883301,-1807.7109375,25712640.0,,2893.177571174,27692.966633537777,163.76953125,0.0,239.5380859375,0.0,25712640.0,0.0,1774863178.578602,4563.22314453125,-1.1955507943639532e-05,3.3150200843811035
874.7685546875,3.093059539794922,0.28125,-3.9984517097473145,199.6396484375,-4.455019474029541,-1645.0123291015625,25966592.0,,2916.736258604,27628.763698294177,199.6396484375,0.0,316.7802734375,0.0,25966592.0,0.0,1774863201.9801018,3787.0595703125,1.9304126908537e-05,3.3205790519714355
831.5087890625,3.0963962078094482,0.30078125,-4.00057315826416,186.83203125,-4.449522495269775,-1648.7684326171875,26220544.0,,2940.104376768,27764.491256005855,186.83203125,0.0,318.2646484375,0.0,26220544.0,0.0,1774863225.538776,3943.4130859375,-5.306966613716213e-06,3.3261144161224365
785.4140625,3.092345952987671,0.255859375,-4.001824378967285,149.06640625,-4.462190628051758,-1556.036865234375,26474496.0,"{'size': 3826201.0, '_type': 'html-file', 'sha256': '383e9c0dc8ace62d3917964f854ca07fd95dc263cf28547274b1e992246e89c3', 'path': 'media/html/render_26474496_383e9c0dc8ace62d3917.html'}",2990.279215881,27725.953414441916,149.06640625,0.0,277.4736328125,0.0,26474496.0,0.0,1774863299.0823374,3758.863525390625,-2.00444737856742e-05,3.3265838623046875
859.6689453125,3.0965020656585693,0.2177734375,-3.996964693069458,153.369140625,-4.469327449798584,-1730.181884765625,26728448.0,,3013.895410104,27732.71385657129,153.369140625,0.0,283.3837890625,0.0,26728448.0,0.0,1774863299.279066,4324.60205078125,3.65028390660882e-05,3.32914400100708
776.1708984375,3.1240856647491455,0.283203125,-3.9990508556365967,181.69921875,-4.490327835083008,-1492.275146484375,26982400.0,,3037.463547683,27586.191172237654,181.69921875,0.0,285.4375,0.0,26982400.0,0.0,1774863322.6979797,3604.394287109375,1.2054951184836682e-05,3.358306884765625
813.083984375,3.119821310043335,0.26171875,-3.9995126724243164,184.427734375,-4.4824323654174805,-1661.2427978515625,27236352.0,,3060.850495119,27730.12984514267,184.427734375,0.0,312.0185546875,0.0,27236352.0,0.0,1774863346.2660856,3699.201416015625,6.748465693817707e-06,3.3535215854644775
858.5654296875,3.139167070388794,0.265625,-4.001089096069336,176.701171875,-4.480602264404297,-1801.994384765625,27490304.0,,3084.389573111,27671.803546260748,176.701171875,0.0,274.8193359375,0.0,27490304.0,0.0,1774863369.6528885,4591.892578125,-1.0917955478362273e-05,3.3785240650177
907.0224609375,3.134885311126709,0.2294921875,-3.9987921714782715,148.3232421875,-4.50754451751709,-1928.31396484375,27744256.0,"{'size': 3818877.0, '_type': 'html-file', 'sha256': '13445a20bba5e70d28f21c5bb480dd09a69dcc0c414766fa2a405cd33cdafa69', 'path': 'media/html/render_27744256_13445a20bba5e70d28f2.html'}",3134.714749934,27812.354047623157,148.3232421875,0.0,303.1875,0.0,27744256.0,0.0,1774863443.5178375,4528.5517578125,1.4737468518433161e-05,3.3702242374420166
884.0693359375,3.1434991359710693,0.3076171875,-4.002830505371094,200.4619140625,-4.488313674926758,-1815.5264892578125,27998208.0,,3158.524751445,27697.353517118205,200.4619140625,0.0,330.576171875,0.0,27998208.0,0.0,1774863443.7581809,3924.89404296875,-3.071920946240425e-05,3.3775925636291504
813.9736328125,3.1423845291137695,0.291015625,-3.9954464435577393,183.9091796875,-4.501239776611328,-1588.80517578125,28252160.0,,3181.89711043,27731.93260981796,183.9091796875,0.0,286.232421875,0.0,28252160.0,0.0,1774863467.3272574,3848.30859375,5.222455729381181e-05,3.383693218231201
884.55078125,3.142045259475708,0.3115234375,-4.002702713012695,194.5205078125,-4.5058512687683105,-1717.5185546875,28506112.0,,3205.481088178,27704.066871461993,194.5205078125,0.0,330.7763671875,0.0,28506112.0,0.0,1774863490.699736,4202.2353515625,-2.8624846891034395e-05,3.3824355602264404
871.20703125,3.1420376300811768,0.3046875,-3.998501777648926,197.498046875,-4.498477458953857,-1811.477294921875,28760064.0,,3228.872955775,27698.376987153166,197.498046875,0.0,310.0546875,0.0,28760064.0,0.0,1774863514.2836008,4010.22607421875,1.7876596757560037e-05,3.3818132877349854
868.65625,3.148139238357544,0.3212890625,-4.000566005706787,188.7119140625,-4.496599197387695,-1723.940185546875,29014016.0,"{'size': 3833429.0, '_type': 'html-file', 'sha256': '451cf81246a92344bf1eeb858a652876bf16c3ae7391e340a19b69d54a9777c1', 'path': 'media/html/render_29014016_451cf81246a92344bf1e.html'}",3279.343167417,27659.859288470176,188.7119140625,0.0,356.482421875,0.0,29014016.0,0.0,1774863588.1462502,3960.302734375,-5.016483555664308e-06,3.389814615249634
873.0732421875,3.1386537551879883,0.283203125,-3.99980092048645,189.5791015625,-4.491112232208252,-1739.8057861328125,29267968.0,,3302.948834902,27785.67391318922,189.5791015625,0.0,330.4052734375,0.0,29267968.0,0.0,1774863588.3686254,3880.747802734375,3.5249915981694357e-06,3.385493516921997
909.0048828125,3.1459333896636963,0.3330078125,-4.00131893157959,177.482421875,-4.49070930480957,-1896.504150390625,29521920.0,,3326.503320704,27695.123176269688,177.482421875,0.0,323.14453125,0.0,29521920.0,0.0,1774863611.7513914,4270.30029296875,-1.3421135918179061e-05,3.387359857559204
792.1728515625,3.145214557647705,0.328125,-4.000110149383545,193.6396484375,-4.503540515899658,-1541.71630859375,29775872.0,,3349.879682704,27772.526823470504,193.6396484375,0.0,309.029296875,0.0,29775872.0,0.0,1774863635.3058932,3548.16845703125,-4.299186429079782e-08,3.38820743560791
871.701171875,3.1385066509246826,0.2734375,-3.998832941055298,186.5361328125,-4.503569602966309,-1826.766357421875,30029824.0,,3373.452840216,27693.043672852073,186.5361328125,0.0,292.654296875,0.0,30029824.0,0.0,1774863658.682218,4074.357421875,1.4291626939666457e-05,3.3736963272094727
854.6572265625,3.1448612213134766,0.259765625,-4.000034332275391,164.0537109375,-4.5022501945495605,-1698.3818359375,30283776.0,"{'size': 3835945.0, '_type': 'html-file', 'sha256': 'dcb80bd0d6c46dd411aab6451dc89f98125b4e0206b48ca59a04f8205c062b37', 'path': 'media/html/render_30283776_dcb80bd0d6c46dd411aa.html'}",3422.617368681,27719.14577267707,164.0537109375,0.0,273.8037109375,0.0,30283776.0,0.0,1774863731.4204693,3993.5810546875,8.744293609197484e-07,3.3844590187072754
886.9873046875,3.1338398456573486,0.2763671875,-4.001102924346924,190.5380859375,-4.494030952453613,-1761.006103515625,30537728.0,,3446.414461652,27703.4695327268,190.5380859375,0.0,308.37890625,0.0,30537728.0,0.0,1774863731.6363046,3849.59716796875,-1.0957752238027751e-05,3.377267837524414
841.8154296875,3.1393938064575195,0.2666015625,-3.998847484588623,175.73046875,-4.497566223144531,-1714.9169921875,30791680.0,,3469.7782373,27702.408221172784,175.73046875,0.0,300.4091796875,0.0,30791680.0,0.0,1774863755.216981,3853.63623046875,1.4122198990662582e-05,3.382425308227539
877.90625,3.1293647289276123,0.328125,-4.000555038452148,186.3779296875,-4.520644664764404,-1886.642822265625,31045632.0,,3493.319386836,27735.379957835215,186.3779296875,0.0,321.3583984375,0.0,31045632.0,0.0,1774863778.5808063,3974.60888671875,-4.9556501835468225e-06,3.368121862411499
853.9775390625,3.1366071701049805,0.3154296875,-4.000064849853516,195.3056640625,-4.50302267074585,-1918.752197265625,31299584.0,,3516.668286019,27807.323028704082,195.3056640625,0.0,335.7783203125,0.0,31299584.0,0.0,1774863802.1219249,3821.8154296875,5.740377559959597e-07,3.381228446960449
811.79296875,3.1237237453460693,0.306640625,-3.9996800422668457,199.2041015625,-4.504440784454346,-1769.0177001953125,31553536.0,"{'size': 3803797.0, '_type': 'html-file', 'sha256': '1ef086f3f13802bcd8d89a2b98747a006182c58ff9e58a6e05dd0ae02a579f9b', 'path': 'media/html/render_31553536_1ef086f3f13802bcd8d8.html'}",3567.359499287,27781.013375915423,199.2041015625,0.0,309.9111328125,0.0,31553536.0,0.0,1774863876.162623,3681.44775390625,4.712837835540995e-06,3.3644838333129883
868.279296875,3.1201491355895996,0.322265625,-3.999156951904297,205.3037109375,-4.504927635192871,-1763.1888427734375,31807488.0,,3590.974064251,27789.03821134033,205.3037109375,0.0,325.978515625,0.0,31807488.0,0.0,1774863876.3803296,4061.966552734375,1.0575789929134771e-05,3.366321086883545
807.37109375,3.1317713260650635,0.30078125,-3.998465061187744,193.47265625,-4.517658710479736,-1774.763427734375,32061440.0,,3614.545310123,27642.818038225785,193.47265625,0.0,285.3037109375,0.0,32061440.0,0.0,1774863899.7766416,3646.4697265625,1.7976535673369654e-05,3.372346878051758
823.068359375,3.1322522163391113,0.287109375,-4.001711845397949,182.5400390625,-4.524982452392578,-1665.581298828125,32315392.0,,3637.917710012,27731.07993139294,182.5400390625,0.0,323.8515625,0.0,32315392.0,0.0,1774863923.3478372,3614.423828125,-1.7441301679355092e-05,3.3718206882476807
824.4833984375,3.1400811672210693,0.2900390625,-4.000399589538574,183.11328125,-4.51096773147583,-1676.614990234375,32569344.0,,3661.462995006,27710.24640724799,183.11328125,0.0,341.53125,0.0,32569344.0,0.0,1774863946.7202027,3519.00439453125,-3.3030328268068843e-06,3.375478982925415
859.5888671875,3.1187045574188232,0.2978515625,-4.00093936920166,183.109375,-4.500600337982178,-1791.8695068359375,32823296.0,"{'size': 3827581.0, '_type': 'html-file', 'sha256': 'cef97ad1b2b904bdda04ae59f590035c3041927a0fb76ad7f5dff6a8431c0735', 'path': 'media/html/render_32823296_cef97ad1b2b904bdda04.html'}",3711.656149361,27805.878462878416,183.109375,0.0,310.93359375,0.0,32823296.0,0.0,1774864020.4592695,3943.9921875,-9.301490536017809e-06,3.3550052642822266
759.2568359375,3.1250545978546143,0.3486328125,-3.999253988265991,211.3115234375,-4.500922679901123,-1462.16357421875,33077248.0,,3735.426808638,27751.99108186014,211.3115234375,0.0,341.1025390625,0.0,33077248.0,0.0,1774864020.658168,2953.2158203125,9.535569006402511e-06,3.362226963043213
878.943359375,3.128999948501587,0.3349609375,-3.9984147548675537,203.544921875,-4.518084526062012,-1902.2889404296875,33331200.0,,3758.815583496,27757.53013452873,203.544921875,0.0,344.509765625,0.0,33331200.0,0.0,1774864044.2294214,3806.448486328125,1.8548078514868394e-05,3.3696448802948
819.595703125,3.118739128112793,0.2841796875,-4.00013542175293,165.5712890625,-4.516152858734131,-1677.9146728515625,33585152.0,,3782.352496785,27657.4676525308,165.5712890625,0.0,304.0439453125,0.0,33585152.0,0.0,1774864067.618062,3917.269287109375,-3.399858599095751e-07,3.3530633449554443
797.4990234375,3.123120069503784,0.30078125,-4.000741481781006,186.43359375,-4.514659404754639,-1573.7772216796875,33839104.0,,3805.715168655,27831.500750768522,186.43359375,0.0,314.9140625,0.0,33839104.0,0.0,1774864091.1551232,3401.387939453125,-7.001942321949173e-06,3.351992607116699
897.23046875,3.1196460723876953,0.3046875,-4.000659942626953,183.40625,-4.518013954162598,-1881.8006591796875,34093056.0,"{'size': 3817085.0, '_type': 'html-file', 'sha256': '88bd4a00346e629eef991efdf872f8926ee8359fd268e88dbf1c34203338940c', 'path': 'media/html/render_34093056_88bd4a00346e629eef99.html'}",3855.037563089,27731.363670382078,183.40625,0.0,328.841796875,0.0,34093056.0,0.0,1774864163.8406544,4189.3388671875,-6.183739515108755e-06,3.3552310466766357
866.87109375,3.1172080039978027,0.349609375,-3.999110221862793,206.623046875,-4.518390655517578,-1723.68603515625,34347008.0,,3878.646968851,27773.178559827335,206.623046875,0.0,345.81640625,0.0,34347008.0,0.0,1774864164.065108,3773.43701171875,1.0958507118630223e-05,3.3453845977783203
732.138671875,3.1210684776306152,0.3427734375,-3.9998996257781982,187.7724609375,-4.516512393951416,-1423.28564453125,34600960.0,,3902.226242439,27717.65193009132,187.7724609375,0.0,311.2509765625,0.0,34600960.0,0.0,1774864187.4494967,3044.4609375,2.2052488475310383e-06,3.343876600265503
815.8740234375,3.113206386566162,0.32421875,-4.000635623931885,193.95703125,-4.517408847808838,-1627.2335205078125,34854912.0,,3925.611554216,27698.261023694602,193.95703125,0.0,294.4287109375,0.0,34854912.0,0.0,1774864211.0288012,3773.451171875,-5.810031780129066e-06,3.339153528213501
884.787109375,3.1201934814453125,0.25,-4.00295877456665,163.44921875,-4.507523059844971,-1853.58447265625,35108864.0,,3949.164465451,27675.69617271121,163.44921875,0.0,320.3388671875,0.0,35108864.0,0.0,1774864234.414103,4295.501953125,-3.215779361198656e-05,3.3444466590881348
861.857421875,3.1061413288116455,0.3369140625,-3.997857093811035,206.28515625,-4.506673812866211,-1735.02490234375,35362816.0,"{'size': 3849285.0, '_type': 'html-file', 'sha256': '27783a11eb501e82a3b87a990c400e304d68cfcf03026ba53c02764175c805e5', 'path': 'media/html/render_35362816_27783a11eb501e82a3b8.html'}",3999.505919137,27779.74759733581,206.28515625,0.0,349.6162109375,0.0,35362816.0,0.0,1774864308.3089323,4067.040283203125,2.5444265702390112e-05,3.333998918533325
758.5478515625,3.1050610542297363,0.345703125,-3.9989676475524902,192.2724609375,-4.510982990264893,-1532.987060546875,35616768.0,,4023.323132639,27716.45033678361,192.2724609375,0.0,351.265625,0.0,35616768.0,0.0,1774864308.5310814,2904.048828125,1.2561186849779915e-05,3.327526807785034
772.6884765625,3.1018474102020264,0.3046875,-3.998936414718628,181.3798828125,-4.517441749572754,-1516.9072265625,35870720.0,,4046.690131687,27683.766758356607,181.3798828125,0.0,331.5869140625,0.0,35870720.0,0.0,1774864332.1256807,3077.600830078125,1.2704475921054836e-05,3.3181517124176025
720.9130859375,3.102292776107788,0.4013671875,-4.002396583557129,235.4873046875,-4.527869701385498,-1522.689697265625,36124672.0,,4070.240827459,27751.943359716763,235.4873046875,0.0,343.1201171875,0.0,36124672.0,0.0,1774864355.4926648,3008.8544921875,-2.5333267331006937e-05,3.318218469619751
790.283203125,3.0966978073120117,0.3681640625,-3.9980759620666504,233.8193359375,-4.520514965057373,-1586.608642578125,36378624.0,,4093.612979142,27775.9169108969,233.8193359375,0.0,348.4765625,0.0,36378624.0,0.0,1774864379.043332,3423.427734375,2.2494723452837206e-05,3.313612699508667
868.3828125,3.0951499938964844,0.353515625,-4.001731872558594,220.9287109375,-4.507504463195801,-1776.050537109375,36632576.0,"{'sha256': '80dcaf4956fc87cc8d918964191deb923458076ecb7da1204d418f50209d4c85', 'path': 'media/html/render_36632576_80dcaf4956fc87cc8d91.html', 'size': 3754057.0, '_type': 'html-file'}",4144.375212101,27708.291490449286,220.9287109375,0.0,340.0556640625,0.0,36632576.0,0.0,1774864453.1783233,4182.9619140625,-1.802885344659444e-05,3.310338020324707
865.8447265625,3.087629556655884,0.37890625,-3.9971601963043213,228.3447265625,-4.522116184234619,-1776.70068359375,36886528.0,,4168.070057766,27745.0275538645,228.3447265625,0.0,346.2373046875,0.0,36886528.0,0.0,1774864453.4274309,3913.8974609375,3.2234544050879776e-05,3.296546697616577
876.00390625,3.0753676891326904,0.3701171875,-4.0029096603393555,232.31640625,-4.512845039367676,-1800.0732421875,37140480.0,,4191.627969949,27594.858031436605,232.31640625,0.0,310.4384765625,0.0,37140480.0,0.0,1774864476.8725052,4341.837890625,-3.0666353268316016e-05,3.2868967056274414
796.8408203125,3.07771372795105,0.3994140625,-3.9985849857330322,234.802734375,-4.503607273101807,-1643.5498046875,37394432.0,,4214.997651926,27760.334132760385,234.802734375,0.0,360.978515625,0.0,37394432.0,0.0,1774864500.4304748,3335.17919921875,1.6832807887112722e-05,3.283982515335083
826.5478515625,3.076556444168091,0.3505859375,-4.0000200271606445,209.2607421875,-4.507824420928955,-1610.5206298828125,37648384.0,,4238.553955575,27730.400569774567,209.2607421875,0.0,335.5166015625,0.0,37648384.0,0.0,1774864523.800138,3809.097412109375,9.213549105879792e-07,3.271888256072998
866.78515625,3.073052406311035,0.3251953125,-3.99989914894104,201.890625,-4.500699996948242,-1935.48681640625,37902336.0,"{'size': 3789321.0, '_type': 'html-file', 'sha256': '2e1932597d6c8ec805b500b01802d3866a40c2904aae82e7debea87a37785aa5', 'path': 'media/html/render_37902336_2e1932597d6c8ec805b5.html'}",4287.733056648,27768.874769283986,201.890625,0.0,348.69921875,0.0,37902336.0,0.0,1774864596.5361328,4343.7861328125,2.3908205548650585e-06,3.2705414295196533
901.4521484375,3.0619442462921143,0.34375,-3.9997057914733887,209.978515625,-4.516213417053223,-1995.208984375,38156288.0,,4311.54355833,27682.10622128862,209.978515625,0.0,337.0283203125,0.0,38156288.0,0.0,1774864596.765479,4313.26953125,4.343059117672965e-06,3.249368906021118
783.1767578125,3.068619728088379,0.32421875,-4.000608921051025,200.5927734375,-4.521684646606445,-1633.1005859375,38410240.0,,4334.926605551,27686.530684830184,200.5927734375,0.0,325.337890625,0.0,38410240.0,0.0,1774864620.3460882,3418.53076171875,-5.6064181990223005e-06,3.260162353515625
825.3984375,3.0589020252227783,0.3232421875,-3.9993479251861572,182.1015625,-4.522223949432373,-1719.2559814453125,38664192.0,,4358.489036338,27692.789516739776,182.1015625,0.0,321.958984375,0.0,38664192.0,0.0,1774864643.7291534,3857.6083984375,8.302956302941311e-06,3.2461016178131104
833.423828125,3.0631184577941895,0.33984375,-3.9977142810821533,210.53515625,-4.540132999420166,-1715.45068359375,38918144.0,,4381.8697066,27740.38064084007,210.53515625,0.0,331.0810546875,0.0,38918144.0,0.0,1774864667.2915182,3829.052490234375,2.5613739126129076e-05,3.2512829303741455
791.08203125,3.0598411560058594,0.3603515625,-4.001299858093262,185.662109375,-4.526520729064941,-1699.03173828125,39172096.0,"{'sha256': 'ae866b7e929cf9c999f11a8bf744ad6dfacea7228d4e605cbd84667efcc65dcd', 'path': 'media/html/render_39172096_ae866b7e929cf9c999f1.html', 'size': 3786865.0, '_type': 'html-file'}",4432.684167729,27695.79865004185,185.662109375,0.0,323.927734375,0.0,39172096.0,0.0,1774864741.4872718,3438.271484375,-1.2760259778588079e-05,3.2434921264648438
840.6552734375,3.0555310249328613,0.4013671875,-4.001698970794678,221.0791015625,-4.532107830047607,-1667.712890625,39426048.0,,4456.285934689,27784.83604622915,221.0791015625,0.0,354.0625,0.0,39426048.0,0.0,1774864741.6911712,3687.3896484375,-1.7385036699124612e-05,3.238818407058716
786.294921875,3.0470519065856934,0.37109375,-4.001119613647461,193.0009765625,-4.513210296630859,-1726.8203125,39680000.0,,4479.857044871,27670.99912998158,193.0009765625,0.0,341.9755859375,0.0,39680000.0,0.0,1774864765.088546,3446.541015625,-1.1322594218654558e-05,3.233384132385254
757.099609375,3.0544257164001465,0.322265625,-3.9989070892333984,186.2021484375,-4.525171756744385,-1633.8353271484375,39933952.0,,4503.229634928,27733.579633363846,186.2021484375,0.0,321.1943359375,0.0,39933952.0,0.0,1774864788.6594415,3341.58837890625,1.3301642866281327e-05,3.2335715293884277
830.5869140625,3.0542519092559814,0.3876953125,-3.998905658721924,202.9853515625,-4.523952484130859,-1741.302490234375,40187904.0,,4526.789436322,27705.79130016026,202.9853515625,0.0,360.39453125,0.0,40187904.0,0.0,1774864812.0322046,3477.28564453125,1.3096630937070586e-05,3.2325258255004883
812.5263671875,3.0481905937194824,0.408203125,-3.9989051818847656,228.416015625,-4.543724536895752,-1675.335205078125,40441856.0,"{'size': 3803449.0, '_type': 'html-file', 'sha256': '02f364a95fd11e0c5af527ebc5cbcaf4b327618d5433ebbf75c79e276042711b', 'path': 'media/html/render_40441856_02f364a95fd11e0c5af5.html'}",4577.262793132,27758.834400701602,228.416015625,0.0,373.40234375,0.0,40441856.0,0.0,1774864886.0658827,3245.04931640625,1.2909040378872305e-05,3.226203441619873
853.71875,3.05171799659729,0.4052734375,-4.001215934753418,219.5849609375,-4.540159225463867,-1789.939208984375,40695808.0,,4601.037712613,27731.488575136438,219.5849609375,0.0,346.34765625,0.0,40695808.0,0.0,1774864886.2787771,3986.200439453125,-1.1886963875440415e-05,3.2277774810791016
830.9580078125,3.0412635803222656,0.3701171875,-3.99969744682312,214.87890625,-4.534555435180664,-1784.3828125,40949760.0,,4624.422286506,27767.761387929393,214.87890625,0.0,375.45703125,0.0,40949760.0,0.0,1774864909.8401947,3405.88134765625,4.42087184637785e-06,3.2152552604675293
858.8984375,3.0526483058929443,0.3955078125,-4.000469207763672,217.615234375,-4.53660249710083,-1769.6876220703125,41203712.0,,4647.993442264,27672.067381981564,217.615234375,0.0,378.0634765625,0.0,41203712.0,0.0,1774864933.2247484,3648.47998046875,-3.88668513551238e-06,3.2245893478393555
888.8984375,3.046138048171997,0.3857421875,-3.9986977577209473,221.66015625,-4.544569969177246,-1948.946533203125,41457664.0,,4671.373970572,27714.75414711017,221.66015625,0.0,336.0654296875,0.0,41457664.0,0.0,1774864956.796029,4067.065185546875,1.5151326806517318e-05,3.220067262649536
759.1962890625,3.042736530303955,0.3154296875,-4.000360488891602,167.79296875,-4.5392255783081055,-1643.4730224609375,41711616.0,"{'_type': 'html-file', 'sha256': '8be9f33f940a7bdcc4fa07b0f0ded690d213fad87769bd69f551a8f0e319c1fb', 'path': 'media/html/render_41711616_8be9f33f940a7bdcc4fa.html', 'size': 3744993.0}",4721.181629848,27681.33645582794,167.79296875,0.0,317.2568359375,0.0,41711616.0,0.0,1774865029.9846823,3341.8505859375,-2.7262062758381944e-06,3.211233615875244
854.400390625,3.0425586700439453,0.4306640625,-4.000113487243652,244.5166015625,-4.544789791107178,-1838.6622314453125,41965568.0,,4744.787635284,27766.347710487975,244.5166015625,0.0,383.7265625,0.0,41965568.0,0.0,1774865030.2072587,3604.91162109375,6.626560633549161e-08,3.2177743911743164
843.974609375,3.042912244796753,0.39453125,-4.000997066497803,233.80078125,-4.5509843826293945,-1848.205078125,42219520.0,,4768.347532601,27728.446417537416,233.80078125,0.0,335.857421875,0.0,42219520.0,0.0,1774865053.590212,3906.445556640625,-9.594063158147037e-06,3.2038216590881348
849.935546875,3.03338360786438,0.37109375,-3.998082399368286,206.517578125,-4.538917541503906,-1747.3544921875,42473472.0,,4791.737865034,27763.31743902846,206.517578125,0.0,338.41796875,0.0,42473472.0,0.0,1774865077.1499653,3886.626220703125,2.1659636331605725e-05,3.193812847137451
774.1025390625,3.033191680908203,0.3154296875,-4.0012898445129395,183.3955078125,-4.542300224304199,-1693.352294921875,42727424.0,,4815.299781517,27660.05609615103,183.3955078125,0.0,297.017578125,0.0,42727424.0,0.0,1774865100.5402358,3602.81591796875,-1.2543441698653623e-05,3.1941823959350586
