_runtime,training/alpha_loss,eval/episode_reward_survive,eval/episode_reward,eval/episode_reward_dist,render,eval/episode_success,training/sps,eval/episode_reward_near,step,eval/episode_success_hard,eval/episode_dist,eval/episode_reward_ctrl,_timestamp,_step,training/actor_loss,training/log_alpha,eval/episode_success_easy,eval/episode_success_any,training/entropy,training/critic_loss
589.426880622,-1.025273923005443e-05,746.791015625,46.0341796875,0.0,,46.0341796875,27771.127866060568,0.0,5396480.0,0.0,4953.32421875,-2107.38623046875,1774843318.9300866,5396480.0,3.582822561264038,-4.8801589012146,146.1044921875,0.115234375,-4.001481533050537,3.822401762008667
612.780895405,1.3664096059073927e-06,854.5576171875,51.3388671875,0.0,,51.3388671875,27728.305659909467,0.0,5650432.0,0.0,6545.6806640625,-2423.365478515625,1774843342.3395548,5650432.0,3.581731081008911,-4.87166166305542,115.564453125,0.099609375,-3.9999325275421143,3.8179771900177
636.131988956,-3.067156649194658e-05,910.890625,55.9716796875,0.0,,55.9716796875,27640.179743187466,0.0,5904384.0,0.0,6483.47265625,-2489.272216796875,1774843365.6935306,5904384.0,3.5538406372070312,-4.828987121582031,166.111328125,0.1123046875,-4.0040283203125,3.780349016189575
685.922457933,-2.4227556423284113e-05,920.9501953125,33.2939453125,0.0,"{'path': 'media/html/render_6158336_9a365a9aaa56f46e1dc7.html', 'size': 3790533.0, '_type': 'html-file', 'sha256': '9a365a9aaa56f46e1dc793b8d27e905ad50743806812359f5018c5eb4c308414'}",33.2939453125,27900.096520777828,0.0,6158336.0,0.0,6711.22998046875,-2606.970947265625,1774843438.8357341,6158336.0,3.535827875137329,-4.807250499725342,151.814453125,0.09765625,-4.003063678741455,3.7585721015930176
709.54688897,-1.3482456040492252e-07,907.4609375,36.3349609375,0.0,,36.3349609375,27752.346833919193,0.0,6412288.0,0.0,6639.6005859375,-2475.48388671875,1774843439.0324821,6412288.0,3.5105087757110596,-4.779370307922363,141.1943359375,0.0927734375,-4.00014066696167,3.727466583251953
732.924267444,-1.3671004126081243e-05,783.0751953125,52.3916015625,0.0,,52.3916015625,27643.3238048316,0.0,6666240.0,0.0,5600.4853515625,-2185.022705078125,1774843462.4595115,6666240.0,3.488771915435791,-4.736372470855713,162.62890625,0.1396484375,-4.001725196838379,3.7012386322021484
756.560930497,-3.8293357647489756e-05,967.158203125,37.201171875,0.0,,37.201171875,27644.487497000417,0.0,6920192.0,0.0,6732.12109375,-2863.77001953125,1774843485.8369112,6920192.0,3.4669439792633057,-4.727184295654297,161.3134765625,0.0859375,-4.004424095153809,3.6735005378723145
780.010810734,-1.5043806342873722e-05,917.5361328125,88.0087890625,0.0,,88.0087890625,27678.14202698382,0.0,7174144.0,0.0,6395.328125,-2523.144775390625,1774843509.473515,7174144.0,3.441225290298462,-4.694174766540527,151.9755859375,0.1552734375,-4.001735210418701,3.635334014892578
829.977803456,-2.0848721760557964e-05,853.9560546875,47.0849609375,0.0,"{'path': 'media/html/render_7428096_47226c9ca21ed0776eff.html', 'size': 3745001.0, '_type': 'html-file', 'sha256': '47226c9ca21ed0776eff82ed352ea8343264d192062745e9e7eb3eadbf4a3b03'}",47.0849609375,27766.40851085638,0.0,7428096.0,0.0,5843.8583984375,-2525.038330078125,1774843582.8910794,7428096.0,3.425321340560913,-4.663679122924805,139.9638671875,0.1103515625,-4.002296447753906,3.621495485305786
853.614895245,-3.392018470549374e-06,890.880859375,53.013671875,0.0,,53.013671875,27691.880928788953,0.0,7682048.0,0.0,6217.9853515625,-2480.90771484375,1774843583.0739052,7682048.0,3.413888454437256,-4.643974781036377,142.525390625,0.1064453125,-4.00045919418335,3.60725474357605
877.014621309,6.0059328461647965e-06,910.0634765625,52.3798828125,0.0,,52.3798828125,27785.30933337966,0.0,7936000.0,0.0,6831.744140625,-2580.095703125,1774843606.5275266,7936000.0,3.403895139694214,-4.628036022186279,136.94921875,0.1201171875,-3.9995005130767822,3.602569580078125
900.384371041,-2.8788741474272683e-05,792.9130859375,54.1328125,0.0,,54.1328125,27707.588739316703,0.0,8189952.0,0.0,5496.00341796875,-2036.894775390625,1774843629.9270797,8189952.0,3.3938863277435303,-4.607101917266846,170.578125,0.1337890625,-4.003025531768799,3.5946497917175293
923.824301141,-1.9105002138530836e-05,843.625,90.322265625,0.0,,90.322265625,27651.056087477646,0.0,8443904.0,0.0,5646.8759765625,-2313.90087890625,1774843653.2970319,8443904.0,3.372410535812378,-4.590293884277344,189.673828125,0.19140625,-4.001975059509277,3.5735700130462646
973.795642177,-1.2308426448726095e-05,863.904296875,44.9677734375,0.0,"{'path': 'media/html/render_8697856_e204814b49b9656272b4.html', 'size': 3791881.0, '_type': 'html-file', 'sha256': 'e204814b49b9656272b43868f900b69ab6cb0ec6c4fd9ae27e0a3affc10c209f'}",44.9677734375,27689.16559973732,0.0,8697856.0,0.0,6069.298828125,-2181.896728515625,1774843726.708909,8697856.0,3.376546859741211,-4.577691078186035,155.5791015625,0.10546875,-4.001286029815674,3.5742528438568115
997.471445741,2.1276919142110273e-05,880.5869140625,75.3525390625,0.0,,75.3525390625,27644.747942142007,0.0,8951808.0,0.0,5916.25830078125,-2289.25,1774843726.9075153,8951808.0,3.3635363578796387,-4.569540977478027,220.154296875,0.1826171875,-3.998081922531128,3.560094118118286
1020.912016,-3.659578942460939e-05,836.9150390625,105.6435546875,0.0,,105.6435546875,27553.07548473887,0.0,9205760.0,0.0,5883.58251953125,-2346.984130859375,1774843750.3840275,9205760.0,3.3293206691741943,-4.559438228607178,186.5634765625,0.1982421875,-4.003572463989258,3.5192413330078125
1044.335845301,3.7929185054963455e-05,822.822265625,106.1796875,0.0,,106.1796875,27656.470182475518,0.0,9459712.0,0.0,5421.4287109375,-2105.097412109375,1774843773.8245804,9459712.0,3.339125394821167,-4.557537078857422,192.087890625,0.1806640625,-3.996534824371338,3.5351126194000244
1067.801018821,-2.750891144387424e-05,823.94921875,102.357421875,0.0,,102.357421875,27680.54659147606,0.0,9713664.0,0.0,5300.546875,-2089.139404296875,1774843797.2484276,9713664.0,3.319762945175171,-4.552642345428467,170.294921875,0.177734375,-4.002712249755859,3.5091614723205566
1117.156929779,-2.7064479581895284e-05,824.3046875,98.720703125,0.0,"{'size': 3714965.0, '_type': 'html-file', 'sha256': '8fb3def628ea0f7cfa6f55040915d4d0c0b4c547129e473d413ce15d1e65640c', 'path': 'media/html/render_9967616_8fb3def628ea0f7cfa6f.html'}",98.720703125,27621.467190609645,0.0,9967616.0,0.0,5628.181640625,-2094.4951171875,1774843870.070176,9967616.0,3.3074982166290283,-4.535873889923096,185.9921875,0.169921875,-4.002574920654297,3.4951331615448
1140.803151017,3.8814647268736735e-05,816.3515625,108.5751953125,0.0,,108.5751953125,27735.13585682566,0.0,10221568.0,0.0,5054.55615234375,-2155.017333984375,1774843870.2688682,10221568.0,3.297410011291504,-4.533741474151611,191.2294921875,0.171875,-3.996553897857666,3.4852473735809326
1164.073332347,-4.161566903349012e-05,847.830078125,89.353515625,0.0,,89.353515625,27550.51343750857,0.0,10475520.0,0.0,5801.80810546875,-2147.04736328125,1774843893.7157247,10475520.0,3.2980475425720215,-4.519306182861328,177.7421875,0.1611328125,-4.003914833068848,3.483937978744507
1187.588646646,-3.200591208951664e-06,802.2099609375,96.978515625,0.0,,96.978515625,27793.39466894855,0.0,10729472.0,0.0,5141.779296875,-2073.90869140625,1774843916.9858613,10729472.0,3.2993783950805664,-4.511618137359619,166.265625,0.1650390625,-4.00039529800415,3.48244047164917
1211.181763214,1.0201515578955878e-06,794.220703125,102.783203125,0.0,,102.783203125,27515.540560854664,0.0,10983424.0,0.0,5260.58642578125,-2034.2626953125,1774843940.501253,10983424.0,3.3016364574432373,-4.478193759918213,152.0146484375,0.17578125,-4.000027656555176,3.48606014251709
1261.302233015,-5.022899495088495e-05,808.4013671875,104.646484375,0.0,"{'_type': 'html-file', 'sha256': '19d1b796961f02c1de45e01a27b135b54a5b39b4622296d38e0ab015d45d1dfc', 'path': 'media/html/render_11237376_19d1b796961f02c1de45.html', 'size': 3779705.0}",104.646484375,27698.394273714624,0.0,11237376.0,0.0,5313.220703125,-1828.989013671875,1774844014.215506,11237376.0,3.2879605293273926,-4.445765495300293,174.9501953125,0.17578125,-4.00442361831665,3.4679276943206787
1285.003525354,-1.353112565993797e-05,854.7783203125,135.1005859375,0.0,,135.1005859375,27572.723220569125,0.0,11491328.0,0.0,5155.15283203125,-2089.0771484375,1774844014.4101405,11491328.0,3.2691924571990967,-4.417784690856934,210.8623046875,0.2080078125,-4.001229763031006,3.4449806213378906
1308.583741451,2.2141714453027816e-06,882.578125,134.7880859375,0.0,,134.7880859375,27477.440031377082,0.0,11745280.0,0.0,5933.599609375,-2144.66943359375,1774844037.9162133,11745280.0,3.25653338432312,-4.415785789489746,202.4267578125,0.205078125,-3.999932289123535,3.4325032234191895
1331.847543333,-3.37370001943782e-05,786.3203125,124.6142578125,0.0,,124.6142578125,27562.07600163962,0.0,11999232.0,0.0,4829.6806640625,-1921.1934814453125,1774844061.4963439,11999232.0,3.2049217224121094,-4.379769802093506,193.5859375,0.189453125,-4.002828598022461,3.3785767555236816
1355.412004606,-2.8898948585265316e-05,862.583984375,114.390625,0.0,,114.390625,27662.443150955878,0.0,12253184.0,0.0,5673.01806640625,-1905.7569580078125,1774844084.7601745,12253184.0,3.1965103149414062,-4.374560832977295,206.46484375,0.193359375,-4.0023417472839355,3.3674752712249756
1404.822429957,1.17403692456719e-06,838.865234375,152.7236328125,0.0,"{'path': 'media/html/render_12507136_d5c345932c8436b387b9.html', 'size': 3771249.0, '_type': 'html-file', 'sha256': 'd5c345932c8436b387b9aa564910ca668c5d36d791a1a8be4bb2be8d214a9ba1'}",152.7236328125,27546.046139073474,0.0,12507136.0,0.0,5206.61328125,-1857.2701416015625,1774844157.7357087,12507136.0,3.1660845279693604,-4.357020854949951,211.97265625,0.2177734375,-4.0000224113464355,3.3392341136932373
1428.632966097,1.8223463484901004e-05,825.3046875,140.2373046875,0.0,,140.2373046875,27536.411113713555,0.0,12761088.0,0.0,4956.0927734375,-1796.7857666015625,1774844157.9584172,12761088.0,3.121333360671997,-4.352632999420166,225.453125,0.22265625,-3.998716115951538,3.3012707233428955
1452.103266025,-4.5211942051537335e-05,954.392578125,135.568359375,0.0,,135.568359375,27503.698833805473,0.0,13015040.0,0.0,6148.5537109375,-2052.6328125,1774844181.545471,13015040.0,3.1112139225006104,-4.327924728393555,210.8603515625,0.2109375,-4.003525257110596,3.2873849868774414
1475.569760958,-2.7964439141214825e-05,936.125,138.7373046875,0.0,,138.7373046875,27526.183149126733,0.0,13268992.0,0.0,6165.6220703125,-2104.490966796875,1774844205.015921,13268992.0,3.0951929092407227,-4.3138604164123535,223.6240234375,0.2216796875,-4.002140045166016,3.2744295597076416
1498.983277091,6.35599426459521e-05,860.9638671875,139.0546875,0.0,,139.0546875,27625.473917659245,0.0,13522944.0,0.0,5501.728515625,-2032.8876953125,1774844228.4822981,13522944.0,3.0648021697998047,-4.312636852264404,228.1435546875,0.2236328125,-3.995420217514038,3.2471280097961426
1548.654071531,-3.714992999448441e-05,873.634765625,116.7861328125,0.0,"{'path': 'media/html/render_13776896_7f91e5a53980b00cb672.html', 'size': 3759121.0, '_type': 'html-file', 'sha256': '7f91e5a53980b00cb672f6f982f21c13955825e753e67f4fa1aefb03e31ac5bd'}",116.7861328125,27651.98425209115,0.0,13776896.0,0.0,5600.537109375,-1875.94482421875,1774844301.567348,13776896.0,3.0485219955444336,-4.292228698730469,216.783203125,0.22265625,-4.002883434295654,3.2383692264556885
1572.331426949,-1.2676507139985915e-05,877.5888671875,134.8408203125,0.0,,134.8408203125,27595.373483358217,0.0,14030848.0,0.0,5613.853515625,-1838.41162109375,1774844301.7963722,14030848.0,3.049877405166626,-4.281007289886475,216.044921875,0.205078125,-4.0010271072387695,3.2370235919952393
1595.877180102,1.3284943634062074e-06,870.2431640625,143.08203125,0.0,,143.08203125,27545.166387431265,0.0,14284800.0,0.0,5340.869140625,-1857.126953125,1774844325.2439625,14284800.0,3.0349812507629395,-4.2835693359375,237.9951171875,0.212890625,-4.000010013580322,3.2252840995788574
1619.308215795,-1.5212252947094385e-05,842.939453125,103.62109375,0.0,,103.62109375,27633.078647366638,0.0,14538752.0,0.0,5481.3271484375,-1933.769775390625,1774844348.7898164,14538752.0,3.027250289916992,-4.265863418579102,190.220703125,0.1767578125,-4.001193046569824,3.2121593952178955
1642.744294388,6.5050076045736205e-06,795.1708984375,138.8916015625,0.0,,138.8916015625,27614.85394196123,0.0,14792704.0,0.0,4656.6279296875,-1611.82666015625,1774844372.2207565,14792704.0,3.024385690689087,-4.268941879272461,235.478515625,0.224609375,-3.999652147293091,3.209317922592163
1693.09712739,2.4241360733867623e-05,877.873046875,150.3115234375,0.0,"{'path': 'media/html/render_15046656_c89c244cad1d1ef76b5d.html', 'size': 3745789.0, '_type': 'html-file', 'sha256': 'c89c244cad1d1ef76b5d80ecea72da7a24f3bb63558601361631211a67ac858a'}",150.3115234375,27568.84880150974,0.0,15046656.0,0.0,5160.1748046875,-1818.8653564453125,1774844446.0104187,15046656.0,3.019994020462036,-4.28525972366333,249.28515625,0.2392578125,-3.998366117477417,3.204918622970581
1716.817724538,-2.159712676075287e-05,852.5390625,165.9658203125,0.0,,165.9658203125,27714.982024466368,0.0,15300608.0,0.0,5061.0498046875,-1764.740478515625,1774844446.2268276,15300608.0,3.007087469100952,-4.264307022094727,247.1611328125,0.248046875,-4.001657962799072,3.1993660926818848
1740.358240654,1.8317152353120036e-05,773.234375,142.1865234375,0.0,,142.1865234375,27499.0713457061,0.0,15554560.0,0.0,4561.53076171875,-1696.688232421875,1774844469.730309,15554560.0,2.9996190071105957,-4.274905681610107,219.798828125,0.2216796875,-3.9987995624542236,3.195979595184326
1763.825921644,-2.335323006263934e-05,802.6943359375,144.2421875,0.0,,144.2421875,27630.602045872347,0.0,15808512.0,0.0,4841.92724609375,-1703.54638671875,1774844493.2708023,15808512.0,3.000737428665161,-4.266993045806885,225.697265625,0.2255859375,-4.001759052276611,3.193398952484131
1787.436796501,5.377143224905012e-06,791.76171875,141.2119140625,0.0,,141.2119140625,27491.03286266277,0.0,16062464.0,0.0,4679.96875,-1709.862060546875,1774844516.7385182,16062464.0,3.0022804737091064,-4.276334762573242,224.1806640625,0.2265625,-3.999716281890869,3.2022647857666016
1837.206274303,1.8444459783495404e-05,831.068359375,149.669921875,0.0,"{'sha256': '94adbe8d57cafce5efc70d4d6fd9220dcf5f34ad8553f13230175ebad103ddeb', 'path': 'media/html/render_16316416_94adbe8d57cafce5efc7.html', 'size': 3800157.0, '_type': 'html-file'}",149.669921875,27716.050069229503,0.0,16316416.0,0.0,5208.30859375,-1532.73681640625,1774844590.119533,16316416.0,3.0050151348114014,-4.280995845794678,232.6083984375,0.232421875,-3.99880051612854,3.1977221965789795
1861.047750519,5.652863546856679e-05,783.205078125,124.1318359375,0.0,,124.1318359375,27540.42666856966,0.0,16570368.0,0.0,4548.38671875,-1632.979736328125,1774844590.3329968,16570368.0,3.015353202819824,-4.308409690856934,228.162109375,0.212890625,-3.9959444999694824,3.2178516387939453
1884.537640934,-1.8499949874239974e-05,699.6943359375,130.091796875,0.0,,130.091796875,27680.068234709932,0.0,16824320.0,0.0,4415.73876953125,-1408.963134765625,1774844613.960399,16824320.0,3.005854368209839,-4.301685333251953,200.31640625,0.2099609375,-4.001493453979492,3.211024522781372
1907.995516604,1.2425444765540306e-05,843.09375,146.9912109375,0.0,,146.9912109375,27432.57652817646,0.0,17078272.0,0.0,5343.3349609375,-1758.0335693359375,1774844637.4503298,17078272.0,3.0060973167419434,-4.327388286590576,211.4033203125,0.22265625,-3.9991846084594727,3.2122883796691895
1931.644750541,-1.7076137737603858e-05,878.33203125,141.3037109375,0.0,,141.3037109375,27685.102959029708,0.0,17332224.0,0.0,5217.72705078125,-1753.279052734375,1774844660.9082232,17332224.0,2.9946978092193604,-4.33107852935791,242.740234375,0.228515625,-4.001372814178467,3.2014405727386475
1981.550936921,4.6414959797402844e-05,739.1708984375,170.529296875,0.0,"{'path': 'media/html/render_17586176_f04273cee1883738e4bd.html', 'size': 3772101.0, '_type': 'html-file', 'sha256': 'f04273cee1883738e4bd40190a0ebc166e373a5352f263bfd812e655a23c80ac'}",170.529296875,27576.217482936187,0.0,17586176.0,0.0,4089.07763671875,-1541.50634765625,1774844734.4642427,17586176.0,2.992417573928833,-4.34316873550415,235.5087890625,0.2392578125,-3.996598482131958,3.1950039863586426
2005.336556723,1.5359346434706822e-05,880.3427734375,149.931640625,0.0,,149.931640625,27552.944341961243,0.0,17840128.0,0.0,5395.9208984375,-1726.898193359375,1774844734.6746325,17840128.0,2.99698805809021,-4.347651958465576,230.654296875,0.21875,-3.9989020824432373,3.202976942062378
2028.808886257,-1.1584708772716112e-05,773.4130859375,135.6787109375,0.0,,135.6787109375,27512.234338369068,0.0,18094080.0,0.0,4290.041015625,-1542.292236328125,1774844758.2492354,18094080.0,3.0020298957824707,-4.3580827713012695,238.2236328125,0.2158203125,-4.001004695892334,3.2089645862579346
2052.336401049,1.9218136003473774e-05,828.0029296875,138.056640625,0.0,,138.056640625,27547.83003472911,0.0,18348032.0,0.0,4813.2626953125,-1644.8865966796875,1774844781.72156,18348032.0,3.0073530673980713,-4.374433994293213,234.908203125,0.2001953125,-3.998602867126465,3.2148656845092773
2075.620493331,2.569115167716518e-06,767.326171875,134.3857421875,0.0,,134.3857421875,27629.16789876913,0.0,18601984.0,0.0,4118.337890625,-1620.935546875,1774844805.2490597,18601984.0,3.0107274055480957,-4.369443893432617,247.5634765625,0.1982421875,-3.999892473220825,3.2120909690856934
2125.683472174,1.5460633221664466e-05,781.05078125,127.7421875,0.0,"{'sha256': 'acb07cabd0951dd59176e1466cabb5d1b9e71133d89c6bef0f6e2ac36b9c4ea2', 'path': 'media/html/render_18855936_acb07cabd0951dd59176.html', 'size': 3780737.0, '_type': 'html-file'}",127.7421875,27571.82249405284,0.0,18855936.0,0.0,4239.27099609375,-1556.64990234375,1774844878.5967672,18855936.0,3.0010128021240234,-4.387843608856201,235.8642578125,0.1982421875,-3.9988625049591064,3.200828790664673
2149.21207516,2.873415178328287e-05,834.6884765625,133.9111328125,0.0,,133.9111328125,27763.462894314303,0.0,19109888.0,0.0,4607.5185546875,-1657.339599609375,1774844878.8051097,19109888.0,3.018537998199463,-4.398922443389893,266.65625,0.224609375,-3.9977478981018066,3.2243435382843018
2172.824654519,-4.133267339057056e-06,733.7021484375,147.951171875,0.0,,147.951171875,27454.446472095067,0.0,19363840.0,0.0,4077.025634765625,-1541.995361328125,1774844902.1248085,19363840.0,3.012866497039795,-4.411609649658203,236.4013671875,0.2255859375,-4.000439167022705,3.220954418182373
2196.515033622,2.310224408574868e-05,853.28125,157.966796875,0.0,,157.966796875,27751.13716952555,0.0,19617792.0,0.0,4585.76171875,-1636.4212646484375,1774844925.7373548,19617792.0,3.0094165802001953,-4.425168037414551,260.6826171875,0.2158203125,-3.9981582164764404,3.2163376808166504
2220.290999384,-4.0213817555923015e-06,826.8779296875,165.5625,0.0,,165.5625,27439.895154050722,0.0,19871744.0,0.0,4255.0419921875,-1585.8739013671875,1774844949.4276843,19871744.0,3.0195374488830566,-4.453487873077393,255.51171875,0.240234375,-4.000445365905762,3.2319653034210205
2270.188342941,1.9015496945939958e-05,732.77734375,145.8857421875,0.0,"{'path': 'media/html/render_20125696_b942c2f6fab8f0b52573.html', 'size': 3794921.0, '_type': 'html-file', 'sha256': 'b942c2f6fab8f0b5257364e9ee3da3c94ef57bc2af9bd0f1d2ed48598109cdd6'}",145.8857421875,27483.41533467872,0.0,20125696.0,0.0,3728.797607421875,-1385.1666259765625,1774845023.1015706,20125696.0,3.0289347171783447,-4.449796676635742,259.541015625,0.224609375,-3.998481035232544,3.241607189178467
2293.979524857,8.844262083584908e-06,761.08984375,154.947265625,0.0,,154.947265625,27469.045817534115,0.0,20379648.0,0.0,3884.26318359375,-1486.7645263671875,1774845023.301034,20379648.0,3.032406806945801,-4.4650774002075195,261.869140625,0.232421875,-3.9993317127227783,3.2494089603424072
2317.404209516,1.7802058209781535e-05,810.9482421875,129.1171875,0.0,,129.1171875,27727.24172283496,0.0,20633600.0,0.0,4303.52880859375,-1551.26513671875,1774845046.892344,20633600.0,3.039062976837158,-4.4790778160095215,252.0517578125,0.1875,-3.998532772064209,3.254648208618164
2340.97863446,-2.8765607567038387e-06,805.126953125,152.2470703125,0.0,,152.2470703125,27542.928438600455,0.0,20887552.0,0.0,4139.8642578125,-1512.42578125,1774845070.3168845,20887552.0,3.0574891567230225,-4.485289096832275,250.6142578125,0.2431640625,-4.0003581047058105,3.2689781188964844
2364.4025215,6.8053022914682515e-06,709.4384765625,155.072265625,0.0,,155.072265625,27704.228279835123,0.0,21141504.0,0.0,3475.1171875,-1278.57666015625,1774845093.8913448,21141504.0,3.056126832962036,-4.495899200439453,241.404296875,0.2197265625,-3.999492645263672,3.270404577255249
2414.4235011,-4.039523446408566e-06,767.2392578125,157.0654296875,0.0,"{'path': 'media/html/render_21395456_12771e01284444b1e579.html', 'size': 3841429.0, '_type': 'html-file', 'sha256': '12771e01284444b1e579a49d7f41ae8853a56d82c92108c151b05cda01f38403'}",157.0654296875,27543.1549235652,0.0,21395456.0,0.0,3757.072265625,-1458.939697265625,1774845167.3367815,21395456.0,3.057769536972046,-4.506408214569092,265.95703125,0.25390625,-4.000463485717773,3.2781267166137695
2438.07994518,4.2336607293691486e-05,796.548828125,160.126953125,0.0,,160.126953125,27678.706626940784,0.0,21649408.0,0.0,3934.69384765625,-1527.215576171875,1774845167.5448158,21649408.0,3.0634682178497314,-4.527026653289795,271.0400390625,0.2587890625,-3.996243476867676,3.279843330383301
2461.670710898,-3.493874828564003e-06,783.1171875,142.4736328125,0.0,,142.4736328125,27488.229796703075,0.0,21903360.0,0.0,3873.8505859375,-1584.9654541015625,1774845190.9926255,21903360.0,3.0666842460632324,-4.531177520751953,271.73828125,0.2333984375,-4.000431060791016,3.280527114868164
