training/alpha_loss,eval/episode_success_any,training/actor_loss,training/sps,_step,eval/episode_reward_dist,_timestamp,eval/episode_success,eval/episode_reward,eval/episode_success_easy,_runtime,render,eval/episode_success_hard,eval/episode_reward_survive,step,training/log_alpha,eval/episode_dist,eval/episode_reward_ctrl,training/entropy,training/critic_loss,eval/episode_reward_near
-6.222651791176759e-06,0.10546875,3.6869540214538574,27712.136710779832,4888576.0,0.0,1774884256.8979342,23.2421875,23.2421875,85.94921875,543.721343968,"{'sha256': '343986a38071ff6be1481d1d3b15e0d3cc1aa0536256b2daa59b677a4ad1a41b', 'path': 'media/html/render_4888576_343986a38071ff6be148.html', 'size': 3787637.0, '_type': 'html-file'}",0.0,766.71875,4888576.0,-4.92256498336792,5440.3193359375,-2006.941162109375,-4.000980854034424,3.9086196422576904,0.0
-1.759044243954122e-05,0.0693359375,3.6569502353668213,27856.979422407618,5142528.0,0.0,1774884257.1089342,25.1123046875,25.1123046875,140.095703125,567.227639449,,0.0,754.236328125,5142528.0,-4.907625198364258,4965.9267578125,-2114.615478515625,-4.002490520477295,3.8742311000823975,0.0
9.329783097200561e-06,0.119140625,3.649116277694702,27761.224064855774,5396480.0,0.0,1774884280.4036734,40.7216796875,40.7216796875,127.982421875,590.64792954,,0.0,481.6708984375,5396480.0,-4.922725200653076,2903.018310546875,-1268.86083984375,-3.998875856399536,3.862137794494629,0.0
-8.23798563942546e-06,0.1298828125,3.6327996253967285,27701.05954337583,5650432.0,0.0,1774884303.8239732,48.9755859375,48.9755859375,127.4912109375,614.016116791,,0.0,623.9921875,5650432.0,-4.892927169799805,4105.3974609375,-1517.9842529296875,-4.001230716705322,3.847567319869995,0.0
-5.113238785270369e-06,0.1083984375,3.628600597381592,27608.321859145217,5904384.0,0.0,1774884327.192165,35.126953125,35.126953125,100.7607421875,637.380328849,,0.0,675.806640625,5904384.0,-4.873420238494873,4595.0859375,-1721.564697265625,-4.000802040100098,3.8450798988342285,0.0
-1.0834538443305064e-05,0.125,3.621793031692505,27866.256162580943,6158336.0,0.0,1774884400.5056355,54.8857421875,54.8857421875,152.7041015625,687.329046409,"{'sha256': 'ffad1130b6372037171cbf0436caece756eeb196c34365df081f41a77e6c1441', 'path': 'media/html/render_6158336_ffad1130b6372037171c.html', 'size': 3796901.0, '_type': 'html-file'}",0.0,862.56640625,6158336.0,-4.870798587799072,5692.13427734375,-2300.41259765625,-4.00153112411499,3.83841609954834,0.0
-5.818668569190777e-07,0.12109375,3.59083890914917,27726.243544038352,6412288.0,0.0,1774884400.699234,60.298828125,60.298828125,114.66015625,710.946461212,,0.0,713.5615234375,6412288.0,-4.855201244354248,5019.6083984375,-1669.4456787109375,-4.000195503234863,3.807769536972046,0.0
1.0874068721022923e-05,0.1494140625,3.5940940380096436,27677.33364625481,6666240.0,0.0,1774884424.1224036,52.8427734375,52.8427734375,133.26171875,734.327553533,,0.0,714.9326171875,6666240.0,-4.852938652038574,4683.5537109375,-1781.790283203125,-3.9987165927886963,3.809349298477173,0.0
-1.690679528110195e-05,0.1259765625,3.5705254077911377,27627.225837924507,6920192.0,0.0,1774884447.5034778,47.9423828125,47.9423828125,133.9306640625,757.973846172,,0.0,743.89453125,6920192.0,-4.861665725708008,5314.5625,-1847.5826416015625,-4.002284526824951,3.788205623626709,0.0
1.5139818287934759e-09,0.134765625,3.568929433822632,27665.038992870217,7174144.0,0.0,1774884471.1497638,63.40625,63.40625,156.8310546875,781.443194868,,0.0,601.509765625,7174144.0,-4.843916893005371,3896.421875,-1645.402587890625,-4.000133514404297,3.787335157394409,0.0
1.1230927157157566e-05,0.19140625,3.5373942852020264,27723.344685998767,7428096.0,0.0,1774884544.8708923,57.8359375,57.8359375,163.67578125,831.694403921,"{'_type': 'html-file', 'sha256': 'b48cd14d1d098d2638bc16501b407c517565320513a63c44714fc77b6f19aea5', 'path': 'media/html/render_7428096_b48cd14d1d098d2638bc.html', 'size': 3756085.0}",0.0,696.3759765625,7428096.0,-4.844405174255371,4427.2333984375,-1734.996337890625,-3.9987034797668457,3.7548155784606934,0.0
4.757100668939529e-07,0.1279296875,3.5227365493774414,27683.137198543736,7682048.0,0.0,1774884545.0679374,70.439453125,70.439453125,115.796875,855.371234932,,0.0,876.66015625,7682048.0,-4.844347953796387,6529.4033203125,-2228.706787109375,-4.000061511993408,3.7363662719726562,0.0
-5.034513378632255e-06,0.1474609375,3.534266233444214,27714.662564544815,7936000.0,0.0,1774884568.5472927,65.84765625,65.84765625,179.701171875,878.776430478,,0.0,691.3828125,7936000.0,-4.838156700134277,4070.806884765625,-1608.8775634765625,-4.000774383544922,3.7479326725006104,0.0
-2.3575186787638813e-05,0.1650390625,3.5274384021759033,27687.572787345365,8189952.0,0.0,1774884591.952239,77.681640625,77.681640625,169.888671875,902.155778883,,0.0,893.666015625,8189952.0,-4.824976444244385,6019.556640625,-2321.745361328125,-4.003048419952393,3.7459311485290527,0.0
1.027661346597597e-05,0.123046875,3.4985625743865967,27608.66248749266,8443904.0,0.0,1774884615.3318033,50.4912109375,50.4912109375,93.962890625,925.589389855,,0.0,737.6142578125,8443904.0,-4.811072826385498,5321.6396484375,-1638.1612548828125,-3.9988582134246826,3.7137339115142822,0.0
5.2655336730822455e-06,0.1435546875,3.486185312271118,27694.119388053998,8697856.0,0.0,1774884688.7182307,65.486328125,65.486328125,168.1279296875,975.541623694,"{'size': 3781841.0, '_type': 'html-file', 'sha256': 'bb44cdea06eb02fd9d94b63a75cb9dccb0d08bae303b0fc891ed92ea88938e98', 'path': 'media/html/render_8697856_bb44cdea06eb02fd9d94.html'}",0.0,636.23046875,8697856.0,-4.817329406738281,4082.280029296875,-1439.124267578125,-3.9994709491729736,3.7095754146575928,0.0
-1.1425476259319112e-05,0.13671875,3.475260019302368,27666.966251763777,8951808.0,0.0,1774884688.9083247,77.25390625,77.25390625,148.2646484375,999.205832351,,0.0,751.0390625,8951808.0,-4.816679000854492,4998.373046875,-1740.4365234375,-4.001537799835205,3.693915367126465,0.0
-8.495246675011003e-07,0.1357421875,3.4790914058685303,27563.859834288487,9205760.0,0.0,1774884712.3818717,65.7255859375,65.7255859375,130.0927734375,1022.65536412,,0.0,874.6494140625,9205760.0,-4.798717021942139,6407.97265625,-2190.577880859375,-4.000227451324463,3.698009729385376,0.0
6.988398581597721e-06,0.140625,3.4666898250579834,27635.13481474932,9459712.0,0.0,1774884735.8314028,45.6748046875,45.6748046875,138.556640625,1046.095122916,,0.0,733.9951171875,9459712.0,-4.795526027679443,4833.8505859375,-1704.065185546875,-3.999272108078003,3.685650587081909,0.0
-3.075707718380727e-05,0.1640625,3.455561876296997,27669.10005922681,9713664.0,0.0,1774884759.270976,74.4697265625,74.4697265625,175.099609375,1069.563362883,,0.0,860.29296875,9713664.0,-4.787878513336182,5912.541015625,-2067.5048828125,-4.003817558288574,3.6784112453460693,0.0
1.0486591236258391e-05,0.173828125,3.457306146621704,27606.14089196588,9967616.0,0.0,1774884832.4336548,77.310546875,77.310546875,179.0400390625,1119.257061728,"{'path': 'media/html/render_9967616_aae566762ca535591e9a.html', 'size': 3758477.0, '_type': 'html-file', 'sha256': 'aae566762ca535591e9a22516be6f78e7a5d4cd4b1914ecd9640365a9d9b29d8'}",0.0,820.71875,9967616.0,-4.787683963775635,5566.337890625,-2121.61962890625,-3.9988770484924316,3.677403450012207,0.0
-1.5488692952203564e-05,0.17578125,3.4593396186828613,27731.726835880538,10221568.0,0.0,1774884832.6549003,81.60546875,81.60546875,169.5830078125,1142.937225837,,0.0,779.4990234375,10221568.0,-4.762970447540283,4914.17578125,-1976.4072265625,-4.0019330978393555,3.6769490242004395,0.0
-2.081549837384955e-06,0.2333984375,3.4531376361846924,27543.65847423892,10475520.0,0.0,1774884856.1131487,111.8984375,111.8984375,218.1103515625,1166.215470709,,0.0,843.37890625,10475520.0,-4.754209041595459,5249.439453125,-2183.77392578125,-4.000363349914551,3.6772871017456055,0.0
-1.8540862583904527e-05,0.18359375,3.4741482734680176,27777.706799477153,10729472.0,0.0,1774884879.391501,81.7294921875,81.7294921875,219.3720703125,1189.755023559,,0.0,853.4912109375,10729472.0,-4.741668224334717,5614.490234375,-2293.970703125,-4.00223445892334,3.700144052505493,0.0
-1.2767830412485637e-05,0.1884765625,3.4543445110321045,27472.69666312367,10983424.0,0.0,1774884902.9309123,89.591796875,89.591796875,205.41015625,1213.354436795,,0.0,933.2216796875,10983424.0,-4.720759868621826,6548.6181640625,-2269.60888671875,-4.00153923034668,3.6854827404022217,0.0
7.1116087383416016e-06,0.1533203125,3.4523961544036865,27684.159618188773,11237376.0,0.0,1774884977.11291,74.8515625,74.8515625,183.4912109375,1263.93633022,"{'_type': 'html-file', 'sha256': 'ece5e071d5f5a7918f1652efb00ff7ef1f8bbfbb1643b40548e33518efca7d4e', 'path': 'media/html/render_11237376_ece5e071d5f5a7918f16.html', 'size': 3801481.0}",0.0,849.6650390625,11237376.0,-4.708871841430664,5531.953125,-2172.740234375,-3.9993319511413574,3.6868486404418945,0.0
-2.6539009922998957e-05,0.146484375,3.4281551837921143,27544.501090309317,11491328.0,0.0,1774884977.3370657,71.1025390625,71.1025390625,166.357421875,1287.6693384,,0.0,914.6669921875,11491328.0,-4.693374156951904,6144.82666015625,-2154.353515625,-4.003015518188477,3.664208173751831,0.0
-1.4513822861772496e-05,0.1650390625,3.41141939163208,27458.381527727863,11745280.0,0.0,1774885000.8453643,85.4921875,85.4921875,218.158203125,1311.257026651,,0.0,855.0732421875,11745280.0,-4.663753032684326,5458.22412109375,-1875.7335205078125,-4.00166130065918,3.6375975608825684,0.0
9.37700860959012e-06,0.119140625,3.384814977645874,27549.147444642967,11999232.0,0.0,1774885024.4330325,66.2724609375,66.2724609375,212.255859375,1334.527170551,,0.0,936.9580078125,11999232.0,-4.664149284362793,6022.17578125,-2077.81787109375,-3.9991350173950195,3.6139285564422607,0.0
-2.9007784178247675e-05,0.1865234375,3.3566172122955322,27640.5885813834,12253184.0,0.0,1774885047.703167,91.10546875,91.10546875,222.96484375,1358.107471855,,0.0,931.591796875,12253184.0,-4.650639057159424,5724.08935546875,-2212.44970703125,-4.003133773803711,3.585341453552246,0.0
3.87578393201693e-06,0.2216796875,3.3451287746429443,27515.78720903976,12507136.0,0.0,1774885120.87198,96.7158203125,96.7158203125,204.2158203125,1407.695444171,"{'size': 3755685.0, '_type': 'html-file', 'sha256': 'cf065e6e13cac6fbf948ab30a94ba3a0e33193d022f9ea4d301d7d917fd0409b', 'path': 'media/html/render_12507136_cf065e6e13cac6fbf948.html'}",0.0,864.5107421875,12507136.0,-4.645667552947998,5513.53125,-1909.322265625,-3.9997215270996094,3.5729846954345703,0.0
-2.483374009898398e-05,0.2001953125,3.3241701126098633,27530.318820454,12761088.0,0.0,1774885121.080281,106.2451171875,106.2451171875,225.91796875,1431.500148313,,0.0,881.3173828125,12761088.0,-4.623652935028076,5576.13671875,-2035.2110595703125,-4.002620220184326,3.555299758911133,0.0
-2.2395315681933425e-06,0.19921875,3.301499843597412,27476.860930931885,13015040.0,0.0,1774885144.6761832,90.8193359375,90.8193359375,252.6240234375,1454.974233721,,0.0,908.138671875,13015040.0,-4.5995564460754395,5369.4580078125,-2029.672119140625,-4.000334739685059,3.537031650543213,0.0
-6.441297045967076e-06,0.1240234375,3.2817842960357666,27523.354419710835,13268992.0,0.0,1774885168.150119,68.16015625,68.16015625,210.3623046875,1478.435266026,,0.0,904.5966796875,13268992.0,-4.5957465171813965,5849.14404296875,-1994.065185546875,-4.000746250152588,3.5188944339752197,0.0
4.97468590765493e-06,0.1787109375,3.2536444664001465,27613.485856808016,13522944.0,0.0,1774885191.6112764,83.462890625,83.462890625,253.2578125,1501.862856649,,0.0,917.5439453125,13522944.0,-4.589148998260498,5319.42529296875,-2094.732666015625,-3.999626874923706,3.493567705154419,0.0
-1.3222123016021214e-05,0.21484375,3.250216007232666,27627.41573219992,13776896.0,0.0,1774885265.5685732,99.326171875,99.326171875,275.8583984375,1552.391952045,"{'path': 'media/html/render_13776896_f7722fe75bdecccf7263.html', 'size': 3822617.0, '_type': 'html-file', 'sha256': 'f7722fe75bdecccf726354e9f772aad8ebbfcc5254847175fc8660ee620da57a'}",0.0,867.66015625,13776896.0,-4.574185848236084,5089.3740234375,-1945.72998046875,-4.001399993896484,3.4898393154144287,0.0
-2.0532520466076676e-06,0.193359375,3.2314491271972656,27580.995954768543,14030848.0,0.0,1774885265.766386,98.9560546875,98.9560546875,259.1484375,1576.048080625,,0.0,822.7109375,14030848.0,-4.576925754547119,4522.25927734375,-1925.958984375,-4.000304698944092,3.466343641281128,0.0
7.466629995178664e-06,0.21875,3.212000846862793,27546.32539183004,14284800.0,0.0,1774885289.2241752,107.9560546875,107.9560546875,280.38671875,1599.607213491,,0.0,846.2109375,14284800.0,-4.5610575675964355,4774.24462890625,-1953.32763671875,-3.9993908405303955,3.4559006690979004,0.0
-3.494188058539294e-05,0.216796875,3.209199905395508,27597.412602596563,14538752.0,0.0,1774885312.7832127,117.525390625,117.525390625,264.1767578125,1623.038936978,,0.0,889.263671875,14538752.0,-4.548393249511719,5007.7529296875,-1959.03759765625,-4.003414154052734,3.4515340328216553,0.0
2.2210202587302774e-05,0.1884765625,3.209211826324463,27619.4288122964,14792704.0,0.0,1774885336.214962,110.5947265625,110.5947265625,235.2646484375,1646.473110934,,0.0,884.4541015625,14792704.0,-4.537644386291504,5229.7626953125,-1972.6328125,-3.9980320930480957,3.4530882835388184,0.0
-1.6553552995901555e-05,0.23828125,3.1918466091156006,27564.92339656291,15046656.0,0.0,1774885409.8551066,134.77734375,134.77734375,258.0498046875,1696.67848805,"{'path': 'media/html/render_15046656_4e3afaf6b4cb90440760.html', 'size': 3771133.0, '_type': 'html-file', 'sha256': '4e3afaf6b4cb90440760ca3f9524ba8cee61a8ea49f21aab1354b4e731795b9c'}",0.0,901.2802734375,15046656.0,-4.523323059082031,5269.0126953125,-2081.408203125,-4.001657485961914,3.4336142539978027,0.0
-2.6141875423491e-05,0.173828125,3.182948112487793,27709.420291495873,15300608.0,0.0,1774885410.074921,101.7119140625,101.7119140625,239.8447265625,1720.415840155,,0.0,820.3720703125,15300608.0,-4.514581680297852,4620.650390625,-1873.5015869140625,-4.002492904663086,3.4233407974243164,0.0
2.1232081053312868e-05,0.162109375,3.16871976852417,27450.448167311184,15554560.0,0.0,1774885433.5917447,95.5400390625,95.5400390625,227.1767578125,1743.969048389,,0.0,821.9873046875,15554560.0,-4.506984710693359,4982.8916015625,-1731.548095703125,-3.99818754196167,3.413754463195801,0.0
-2.914126071118517e-06,0.2451171875,3.1635053157806396,27609.230697179857,15808512.0,0.0,1774885457.1451535,137.8046875,137.8046875,294.9326171875,1767.451207828,,0.0,784.142578125,15808512.0,-4.506838798522949,3685.219482421875,-1628.26806640625,-4.000373363494873,3.413116216659546,0.0
-2.978473639814183e-05,0.220703125,3.1283557415008545,27471.985972250855,16062464.0,0.0,1774885480.6271253,124.9326171875,124.9326171875,255.67578125,1791.069154366,,0.0,852.1484375,16062464.0,-4.494514465332031,4853.9951171875,-1774.079345703125,-4.002782344818115,3.3701093196868896,0.0
1.6844632000356796e-07,0.185546875,3.119109869003296,27680.796206759213,16316416.0,0.0,1774885553.9879444,102.0146484375,102.0146484375,239.4541015625,1840.811374661,"{'path': 'media/html/render_16316416_7f0dd7dc92927c1a98a0.html', 'size': 3763289.0, '_type': 'html-file', 'sha256': '7f0dd7dc92927c1a98a04a73055f2bae0ae2cc2c0dfc8d2a968222b9562c7e63'}",0.0,858.0576171875,16316416.0,-4.479559898376465,5194.47900390625,-1888.74267578125,-4.000089168548584,3.3634982109069824,0.0
-1.0839968126674648e-05,0.216796875,3.105247974395752,27514.607318260354,16570368.0,0.0,1774885554.2138267,117.2236328125,117.2236328125,259.7197265625,1864.681045549,,0.0,872.0673828125,16570368.0,-4.462990760803223,5016.21142578125,-1982.5506591796875,-4.001051902770996,3.3527305126190186,0.0
-7.737566193100065e-06,0.240234375,3.1029529571533203,27633.287978172557,16824320.0,0.0,1774885577.8571029,156.6416015625,156.6416015625,282.830078125,1888.184118556,,0.0,942.5341796875,16824320.0,-4.45202112197876,5660.5205078125,-2228.888671875,-4.000776767730713,3.3465659618377686,0.0
8.937014172261115e-06,0.205078125,3.0858662128448486,27410.50438990615,17078272.0,0.0,1774885601.3601735,133.181640625,133.181640625,264.4765625,1911.656373755,,0.0,794.8271484375,17078272.0,-4.456964492797852,4330.5380859375,-1717.7281494140625,-3.9993326663970947,3.3280951976776123,0.0
-1.7208893041242845e-05,0.2021484375,3.084730863571167,27657.171779177264,17332224.0,0.0,1774885624.8323612,143.8310546875,143.8310546875,290.91796875,1935.320384722,,0.0,888.5322265625,17332224.0,-4.458807945251465,5162.9052734375,-1952.9970703125,-4.001569747924805,3.3271782398223877,0.0
4.190307663520798e-06,0.17578125,3.0769901275634766,27541.35169368476,17586176.0,0.0,1774885698.6657267,113.294921875,113.294921875,214.1767578125,1985.489116404,"{'path': 'media/html/render_17586176_f871167d1387f52886c5.html', 'size': 3797189.0, '_type': 'html-file', 'sha256': 'f871167d1387f52886c51a319dbe190ea0f3207580dfaa61487b36903ec17435'}",0.0,888.3291015625,17586176.0,-4.450789451599121,5395.85205078125,-1993.515380859375,-3.9997482299804688,3.3194785118103027,0.0
-1.1935863994949614e-06,0.1962890625,3.062326192855835,27513.44245308245,17840128.0,0.0,1774885698.8773427,120.20703125,120.20703125,251.5224609375,2009.279863545,,0.0,806.892578125,17840128.0,-4.43818998336792,4576.2822265625,-1725.0155029296875,-4.000207424163818,3.2938406467437744,0.0
2.6947749574901536e-05,0.1943359375,3.069974422454834,27524.478871385443,18094080.0,0.0,1774885722.4558864,126.201171875,126.201171875,253.615234375,2032.75992622,,0.0,925.3720703125,18094080.0,-4.453735828399658,5666.3916015625,-1940.37890625,-3.997781753540039,3.3033623695373535,0.0
-5.302736099110916e-05,0.2109375,3.052417039871216,27522.882191627345,18348032.0,0.0,1774885745.9359064,141.1005859375,141.1005859375,255.154296875,2056.307256451,,0.0,921.4638671875,18348032.0,-4.437100887298584,5765.39013671875,-2147.66796875,-4.004581928253174,3.283234119415283,0.0
1.9316614270792343e-05,0.22265625,3.0319602489471436,27591.702112622024,18601984.0,0.0,1774885769.4832323,153.5048828125,153.5048828125,273.482421875,2079.627444385,,0.0,937.986328125,18601984.0,-4.435405254364014,5712.8505859375,-1913.946533203125,-3.998500347137451,3.271571159362793,0.0
1.1389992323529441e-05,0.2412109375,3.02420973777771,27550.32317373159,18855936.0,0.0,1774885843.0536592,141.6572265625,141.6572265625,223.05078125,2129.877089022,"{'path': 'media/html/render_18855936_53ae49aeeb7e141471ce.html', 'size': 3789221.0, '_type': 'html-file', 'sha256': '53ae49aeeb7e141471cebb2760f8c8a19fda7a93317dc6ea0274e3abac399ed7'}",0.0,870.435546875,18855936.0,-4.428710460662842,5370.7197265625,-1884.64453125,-3.9991514682769775,3.2584152221679688,0.0
-3.0104993129498325e-05,0.2001953125,3.0179600715637207,27751.5189290869,19109888.0,0.0,1774885843.26435,131.8369140625,131.8369140625,226.580078125,2153.425770819,,0.0,886.3388671875,19109888.0,-4.423849582672119,5694.76708984375,-1938.9267578125,-4.002602577209473,3.2470409870147705,0.0
5.062866875960026e-06,0.2421875,3.022026777267456,27399.9207395514,19363840.0,0.0,1774885866.601913,159.845703125,159.845703125,241.927734375,2177.050909282,,0.0,925.3916015625,19363840.0,-4.42512321472168,5497.3564453125,-1879.340576171875,-3.999680757522583,3.2517898082733154,0.0
1.6612058971077204e-05,0.2841796875,3.000617027282715,27715.620966403985,19617792.0,0.0,1774885890.2269936,182.740234375,182.740234375,266.5234375,2200.744713891,,0.0,928.3662109375,19617792.0,-4.423589706420898,5574.36767578125,-2100.937744140625,-3.9987316131591797,3.234487295150757,0.0
-1.9996485207229853e-05,0.220703125,3.0044288635253906,27420.12701992518,19871744.0,0.0,1774885913.9207792,151.8271484375,151.8271484375,229.1884765625,2224.520416021,,0.0,925.0458984375,19871744.0,-4.417664527893066,5936.255859375,-2096.85693359375,-4.001745700836182,3.230898857116699,0.0
1.7836684492067434e-05,0.220703125,2.995905876159668,27469.4368572472,20125696.0,0.0,1774885987.8853815,142.3955078125,142.3955078125,217.275390625,2274.708774202,"{'path': 'media/html/render_20125696_5f7119362d3ed2ca76b2.html', 'size': 3792061.0, '_type': 'html-file', 'sha256': '5f7119362d3ed2ca76b2eee7d5f6e8df76841d1726a2fb33e1738abfca077da1'}",0.0,920.9453125,20125696.0,-4.418603897094727,5823.78857421875,-2038.4345703125,-3.998642921447754,3.221689462661743,0.0
3.1328049772127997e-06,0.2373046875,3.0016026496887207,27438.42489650298,20379648.0,0.0,1774885988.0846305,145.9365234375,145.9365234375,248.96484375,2298.500759885,,0.0,895.263671875,20379648.0,-4.417412281036377,5603.865234375,-2014.506591796875,-3.9998440742492676,3.227327346801758,0.0
-2.380888872721698e-05,0.248046875,2.990307569503784,27696.336604215958,20633600.0,0.0,1774886011.6768389,158.642578125,158.642578125,235.375,2321.937388148,,0.0,798.6162109375,20633600.0,-4.41029691696167,4712.51171875,-1570.775146484375,-4.002053737640381,3.211838722229004,0.0
1.1408046702854335e-05,0.2392578125,2.997288703918457,27513.517786102235,20887552.0,0.0,1774886035.113365,157.6298828125,157.6298828125,258.27734375,2345.51854173,,0.0,804.7919921875,20887552.0,-4.421943187713623,4539.8759765625,-1887.558349609375,-3.999173402786255,3.2199196815490723,0.0
1.9588938812376e-05,0.2392578125,2.984119415283203,27682.72422285922,21141504.0,0.0,1774886058.6945627,161.3544921875,161.3544921875,261.4052734375,2368.956085923,,0.0,783.6474609375,21141504.0,-4.407382965087891,4301.7490234375,-1642.33642578125,-3.9984805583953857,3.2022461891174316,0.0
-1.874716326710768e-05,0.2109375,2.9919509887695312,27511.105202367497,21395456.0,0.0,1774886132.7511258,142.3720703125,142.3720703125,238.4423828125,2419.574539524,"{'path': 'media/html/render_21395456_79f954892c170d727bd9.html', 'size': 3771797.0, '_type': 'html-file', 'sha256': '79f954892c170d727bd90f408fca7d25e0daf462d94f45ccb34a1eb5cddb81d5'}",0.0,838.1435546875,21395456.0,-4.420664310455322,4909.7724609375,-1829.67138671875,-4.001648902893066,3.211484909057617,0.0
-5.8269311011827085e-06,0.2314453125,2.9932861328125,27662.731952901006,21649408.0,0.0,1774886132.965249,159.296875,159.296875,248.4912109375,2443.244142931,,0.0,787.7109375,21649408.0,-4.408778667449951,4516.0166015625,-1624.098876953125,-4.000577449798584,3.208728790283203,0.0
