eval/episode_reward_ctrl,step,_step,eval/episode_reward_near,render,training/log_alpha,eval/episode_success,eval/episode_reward_survive,_runtime,eval/episode_success_hard,eval/episode_dist,training/alpha_loss,training/critic_loss,training/entropy,eval/episode_success_easy,eval/episode_reward,_timestamp,training/actor_loss,eval/episode_reward_dist,eval/episode_success_any,training/sps
-2570.8017578125,3618816.0,3618816.0,0.0,"{'sha256': '3fd9bd8e1722f9194ab793635e399bc8c788eb63f87c962ced92102123242c3e', 'path': 'media/html/render_3618816_3fd9bd8e1722f9194ab7.html', 'size': 3703917.0, '_type': 'html-file'}",-4.601595401763916,16.666015625,788.5966796875,398.589842822,0.0,6119.564453125,2.6505867936066352e-05,3.929954767227173,-3.9974706172943115,88.3564453125,16.666015625,1774831822.997827,3.593203067779541,0.0,0.0390625,27731.29869147503
-2737.8408203125,3872768.0,3872768.0,0.0,,-4.647459983825684,23.0908203125,894.1083984375,422.194746824,0.0,6842.91748046875,2.635299097164534e-05,3.9217820167541504,-3.997387409210205,105.7109375,23.0908203125,1774831823.1966884,3.6044397354125977,0.0,0.0673828125,27636.23256633962
-2463.59033203125,4126720.0,4126720.0,0.0,,-4.6605353355407715,29.8720703125,830.451171875,445.591664146,0.0,5601.15234375,9.574345085638925e-07,3.9271621704101562,-4.00001859664917,113.310546875,29.8720703125,1774831846.6021807,3.61671781539917,0.0,0.080078125,27459.550229993143
-2493.2021484375,4380672.0,4380672.0,0.0,,-4.683802604675293,60.3291015625,876.546875,468.904410074,0.0,6448.59716796875,-7.404900088658906e-07,3.921603202819824,-4.000189304351807,133.7529296875,60.3291015625,1774831869.9990244,3.6296627521514893,0.0,0.126953125,27767.213417018644
-2110.4462890625,4634624.0,4634624.0,0.0,,-4.699234962463379,37.0947265625,740.4306640625,492.446539382,0.0,4905.9775390625,2.9012415325269103e-05,3.90079927444458,-3.9970009326934814,124.2900390625,37.0947265625,1774831893.3117812,3.6104042530059814,0.0,0.1171875,27724.57429931966
-2179.072509765625,4888576.0,4888576.0,0.0,"{'path': 'media/html/render_4888576_322f2bc5c89b933ea249.html', 'size': 3842893.0, '_type': 'html-file', 'sha256': '322f2bc5c89b933ea249a89e77e325a00c441257bc98adb3938dbf109d5f16ad'}",-4.714529991149902,37.7255859375,764.134765625,542.049436146,0.0,4936.4970703125,2.7519645300344564e-06,3.8893845081329346,-3.999817132949829,114.8154296875,37.7255859375,1774831966.4573808,3.6057307720184326,0.0,0.1103515625,27678.469276381922
-1788.528564453125,5142528.0,5142528.0,0.0,,-4.726088047027588,29.4404296875,645.580078125,565.550530755,0.0,4200.66259765625,3.917562935384922e-05,3.89320969581604,-3.995706796646118,98.6572265625,29.4404296875,1774831966.6432674,3.6242432594299316,0.0,0.08984375,27846.40641757421
-2304.318359375,5396480.0,5396480.0,0.0,,-4.765371799468994,30.6279296875,835.7060546875,588.986653511,0.0,5914.349609375,5.333504304871894e-07,3.859525442123413,-4.000056743621826,142.9892578125,30.6279296875,1774831989.9579856,3.6023895740509033,0.0,0.0908203125,27712.154014520453
-2000.6112060546875,5650432.0,5650432.0,0.0,,-4.7482452392578125,18.1826171875,746.5537109375,612.355230835,0.0,4547.7763671875,-7.971503691805992e-06,3.839111566543579,-4.001022815704346,131.7138671875,18.1826171875,1774832013.3938582,3.587240695953369,0.0,0.0537109375,27650.875917346002
-2053.208740234375,5904384.0,5904384.0,0.0,,-4.756574630737305,39.576171875,673.7705078125,635.721024077,0.0,4431.1689453125,9.355848078484996e-07,3.8148274421691895,-4.000002861022949,102.6845703125,39.576171875,1774832036.762637,3.5760624408721924,0.0,0.0888671875,27592.957245511992
-1804.670166015625,6158336.0,6158336.0,0.0,"{'path': 'media/html/render_6158336_305e47075de63ce31bfd.html', 'size': 3801289.0, '_type': 'html-file', 'sha256': '305e47075de63ce31bfd32e833ca3ade22124f973b896e040f2eefdee2504e17'}",-4.777064800262451,42.8095703125,645.236328125,685.434685282,0.0,4097.09228515625,7.158852895372547e-06,3.8129258155822754,-3.9992926120758057,121.302734375,42.8095703125,1774832109.8426712,3.5850446224212646,0.0,0.107421875,27844.92576001494
-2184.37939453125,6412288.0,6412288.0,0.0,,-4.768116474151611,41.77734375,785.2021484375,709.096136805,0.0,5110.3212890625,8.606791197962593e-06,3.788273334503174,-3.9991300106048584,145.30078125,41.77734375,1774832110.0624373,3.5709595680236816,0.0,0.1171875,27684.759002748484
-1750.2384033203125,6666240.0,6666240.0,0.0,,-4.758589744567871,51.44921875,676.3369140625,732.482708234,0.0,3968.68310546875,-1.3031958587816916e-05,3.7737958431243896,-4.0016045570373535,170.900390625,51.44921875,1774832133.503466,3.5509073734283447,0.0,0.1318359375,27607.08894067396
-1795.484375,6920192.0,6920192.0,0.0,,-4.768494129180908,37.5849609375,696.5556640625,756.146158082,0.0,4089.2001953125,1.5813317077117972e-05,3.7713205814361572,-3.9982969760894775,174.37109375,37.5849609375,1774832156.8900645,3.55435848236084,0.0,0.1181640625,27606.302592271662
-2089.61572265625,7174144.0,7174144.0,0.0,,-4.769889831542969,59.9892578125,763.919921875,779.619201791,0.0,4576.6845703125,-9.399237569596153e-06,3.75726056098938,-4.0012030601501465,186.611328125,59.9892578125,1774832180.5535192,3.541142702102661,0.0,0.140625,27615.513334394585
-2075.674560546875,7428096.0,7428096.0,0.0,"{'_type': 'html-file', 'sha256': 'd427a85cee3dbddab08029dc44978e7ed6417a170c078bdc497d04e37d39755c', 'path': 'media/html/render_7428096_d427a85cee3dbddab080.html', 'size': 3763077.0}",-4.766068935394287,57.171875,765.3642578125,829.570645425,0.0,4553.3896484375,1.0849528734979685e-05,3.744452714920044,-3.998852252960205,183.6611328125,57.171875,1774832253.9786215,3.5315680503845215,0.0,0.150390625,27718.4381429598
-1769.8648681640625,7682048.0,7682048.0,0.0,,-4.7594194412231445,27.55078125,721.8310546875,853.233498334,0.0,4482.37890625,1.2358742424112279e-05,3.732999563217163,-3.9986627101898193,176.3916015625,27.55078125,1774832254.1678839,3.51971697807312,0.0,0.126953125,27637.351201104982
-1627.4085693359375,7936000.0,7936000.0,0.0,,-4.769349575042725,33.080078125,682.541015625,876.649748496,0.0,3990.185791015625,-6.472779205068946e-06,3.725263833999634,-4.000879764556885,162.466796875,33.080078125,1774832277.6409538,3.5112993717193604,0.0,0.111328125,27718.477815433387
-1670.8834228515625,8189952.0,8189952.0,0.0,,-4.7569780349731445,36.4384765625,641.994140625,900.041081779,0.0,3970.11083984375,1.6049657460825983e-06,3.7120561599731445,-3.9999263286590576,143.671875,36.4384765625,1774832301.056942,3.4986891746520996,0.0,0.1396484375,27647.134508216583
-1925.84033203125,8443904.0,8443904.0,0.0,,-4.7648515701293945,82.326171875,802.171875,923.499409864,0.0,4927.09912109375,-2.328827577002812e-06,3.7102534770965576,-4.000382423400879,183.5048828125,82.326171875,1774832324.4484487,3.495682954788208,0.0,0.2041015625,27586.193315588316
-1835.6075439453125,8697856.0,8697856.0,0.0,"{'sha256': '3fc1c93334132536150428e7bea58429a124572ba93e4e11026df17acc0da4e2', 'path': 'media/html/render_8697856_3fc1c933341325361504.html', 'size': 3808049.0, '_type': 'html-file'}",-4.761306285858154,75.2958984375,770.4052734375,973.296726293,0.0,4449.4208984375,-7.371007086476311e-06,3.6998534202575684,-4.000967502593994,190.837890625,75.2958984375,1774832397.7047212,3.484173059463501,0.0,0.1884765625,27634.691723528937
-1976.2186279296875,8951808.0,8951808.0,0.0,,-4.761599540710449,64.5869140625,832.384765625,996.995175223,0.0,5037.169921875,9.998749192163814e-06,3.679837465286255,-3.9989466667175293,198.8564453125,64.5869140625,1774832397.9192104,3.4691672325134277,0.0,0.1875,27600.24799388414
-2276.09423828125,9205760.0,9205760.0,0.0,,-4.747149467468262,66.52734375,853.2392578125,1020.453696005,0.0,5411.98291015625,-2.654845047800336e-05,3.6751766204833984,-4.003142356872559,202.8720703125,66.52734375,1774832421.402472,3.4506022930145264,0.0,0.16796875,27531.466613034918
-2044.3922119140625,9459712.0,9459712.0,0.0,,-4.753190040588379,59.650390625,871.9453125,1043.900057098,0.0,5081.19140625,1.8163422282668762e-05,3.68125581741333,-3.9980504512786865,214.3857421875,59.650390625,1774832444.8610797,3.460533857345581,0.0,0.169921875,27599.02795336217
-1914.46630859375,9713664.0,9713664.0,0.0,,-4.744112968444824,71.8271484375,782.1728515625,1067.375805295,0.0,4787.4560546875,2.4761927761574043e-06,3.654716730117798,-3.999833822250366,203.7919921875,71.8271484375,1774832468.3073988,3.437845468521118,0.0,0.1884765625,27631.308065022735
-2299.40966796875,9967616.0,9967616.0,0.0,"{'size': 3849649.0, '_type': 'html-file', 'sha256': '975852452c3d6f0100227655f56d29da1fd22c2a2a4443e0633af03040e77fe8', 'path': 'media/html/render_9967616_975852452c3d6f010022.html'}",-4.7237091064453125,80.919921875,936.5537109375,1116.747258098,0.0,6072.3349609375,-1.3061274330539163e-05,3.6626768112182617,-4.0016021728515625,198.14453125,80.919921875,1774832541.1552184,3.449031114578247,0.0,0.193359375,27594.22178585528
-1915.6148681640625,10221568.0,10221568.0,0.0,,-4.712852478027344,107.1064453125,807.8369140625,1140.405546577,0.0,4527.3779296875,-2.2474299839814194e-05,3.659398317337036,-4.0025811195373535,231.263671875,107.1064453125,1774832541.3583367,3.4415199756622314,0.0,0.2099609375,27702.810256307825
-2253.179931640625,10475520.0,10475520.0,0.0,,-4.7139434814453125,108.169921875,899.140625,1163.693653308,0.0,5718.314453125,1.9133180103381164e-05,3.664320945739746,-3.9980175495147705,221.3935546875,108.169921875,1774832564.812971,3.4388084411621094,0.0,0.25,27553.619312948493
-2265.007080078125,10729472.0,10729472.0,0.0,,-4.700920581817627,77.4521484375,918.4453125,1187.238128941,0.0,5778.39599609375,-1.6843525372678414e-05,3.6859147548675537,-4.001959323883057,198.2861328125,77.4521484375,1774832588.1009333,3.4569919109344482,0.0,0.1787109375,27749.840133119797
-2196.63623046875,10983424.0,10983424.0,0.0,,-4.69256591796875,77.953125,901.8603515625,1210.854609317,0.0,5807.67041015625,3.6184837881592102e-06,3.6832990646362305,-3.999725341796875,203.642578125,77.953125,1774832611.6454642,3.4480843544006348,0.0,0.1796875,27441.78551472534
-2049.555419921875,11237376.0,11237376.0,0.0,"{'path': 'media/html/render_11237376_e49a2b61e82d1745cb5f.html', 'size': 3783069.0, '_type': 'html-file', 'sha256': 'e49a2b61e82d1745cb5fb950beb22db612949dc3fb536ff801931863463e0053'}",-4.682406902313232,104.0595703125,879.1015625,1260.952063614,0.0,4952.50537109375,-3.844566435873276e-06,3.680330753326416,-4.000547409057617,261.2080078125,104.0595703125,1774832685.3600638,3.4391114711761475,0.0,0.24609375,27634.85519242221
-1952.493896484375,11491328.0,11491328.0,0.0,,-4.679296970367432,103.6123046875,870.66796875,1284.64527821,0.0,5110.25,-4.475337846088223e-06,3.668361186981201,-4.000606060028076,222.40625,103.6123046875,1774832685.5510404,3.425841808319092,0.0,0.2275390625,27518.458685066184
-1895.731689453125,11745280.0,11745280.0,0.0,,-4.65221643447876,73.017578125,908.8564453125,1308.243756883,0.0,5007.43505859375,-2.6524436179897748e-05,3.6547114849090576,-4.002917766571045,249.4775390625,73.017578125,1774832709.0526423,3.4117653369903564,0.0,0.1865234375,27485.570569603024
-2229.98388671875,11999232.0,11999232.0,0.0,,-4.666497230529785,62.08984375,950.5146484375,1331.521870842,0.0,5711.13232421875,1.157627411885187e-05,3.6375863552093506,-3.9989194869995117,184.47265625,62.08984375,1774832732.65115,3.3900506496429443,0.0,0.1376953125,27512.32103483235
-2124.407958984375,12253184.0,12253184.0,0.0,,-4.650678634643555,116.123046875,885.046875,1355.112125505,0.0,4896.685546875,3.2955488222796703e-06,3.6198580265045166,-3.9997808933258057,271.4794921875,116.123046875,1774832755.929255,3.370927572250366,0.0,0.248046875,27623.70860806035
-1833.886474609375,12507136.0,12507136.0,0.0,"{'path': 'media/html/render_12507136_06818e6473672679272e.html', 'size': 3834625.0, '_type': 'html-file', 'sha256': '06818e6473672679272e53f62c05da1a876fccc749a5667733e4ccbfbe4a41ef'}",-4.6542792320251465,103.7802734375,832.353515625,1404.515969787,0.0,4284.86328125,-1.473637530580163e-05,3.6001977920532227,-4.001661777496338,267.015625,103.7802734375,1774832828.9239635,3.3520448207855225,0.0,0.2236328125,27493.08568532825
-1982.7025146484375,12761088.0,12761088.0,0.0,,-4.632709503173828,112.4365234375,898.4970703125,1428.357557947,0.0,4748.4306640625,3.9628398553759325e-06,3.586757183074951,-3.9997100830078125,285.12109375,112.4365234375,1774832829.1604426,3.3378233909606934,0.0,0.2451171875,27492.312204223937
-2129.5703125,13015040.0,13015040.0,0.0,,-4.634324550628662,104.19140625,920.1806640625,1451.841147799,0.0,5002.208984375,-1.3462708920997102e-05,3.5699102878570557,-4.001509666442871,264.84375,104.19140625,1774832852.7648227,3.313774585723877,0.0,0.244140625,27464.29897338135
-1821.1951904296875,13268992.0,13268992.0,0.0,,-4.6101484298706055,102.1728515625,892.1826171875,1475.327199507,0.0,4585.21484375,-1.606962723599281e-05,3.5487866401672363,-4.001746654510498,276.4228515625,102.1728515625,1774832876.2485359,3.2904250621795654,0.0,0.2548828125,27491.121554159916
-1845.3701171875,13522944.0,13522944.0,0.0,,-4.612842082977295,112.330078125,861.16015625,1498.760097021,0.0,4460.18310546875,1.1351166904205456e-05,3.5359628200531006,-3.998988389968872,273.7412109375,112.330078125,1774832899.7344635,3.2747092247009277,0.0,0.2119140625,27557.57928609244
-1827.357666015625,13776896.0,13776896.0,0.0,"{'path': 'media/html/render_13776896_51f8f15d011d5e2f6990.html', 'size': 3818021.0, '_type': 'html-file', 'sha256': '51f8f15d011d5e2f6990086ee5842bbe3b359a32e812156d50d6a91a92685756'}",-4.621466159820557,126.5166015625,827.8359375,1549.228360254,0.0,4195.52880859375,2.6227911803289317e-05,3.5275983810424805,-3.9974467754364014,275.8359375,126.5166015625,1774832973.636362,3.2721645832061768,0.0,0.25390625,27598.614622946436
-1474.2740478515625,14030848.0,14030848.0,0.0,,-4.60895299911499,131.4501953125,718.9736328125,1572.913195083,0.0,3058.324462890625,-2.546268660807982e-05,3.51326847076416,-4.002740383148193,296.3154296875,131.4501953125,1774832973.8444192,3.2550675868988037,0.0,0.2509765625,27533.68348275572
-2010.073486328125,14284800.0,14284800.0,0.0,,-4.614098072052002,103.810546875,875.8466796875,1596.486421935,0.0,4807.634765625,-1.2817245078622364e-06,3.5055787563323975,-4.000255584716797,254.4990234375,103.810546875,1774832997.3205752,3.252915382385254,0.0,0.1875,27472.109968508812
-2185.404052734375,14538752.0,14538752.0,0.0,,-4.596897125244141,110.92578125,931.6494140625,1619.926198154,0.0,5179.5986328125,-2.6845658794627525e-05,3.4910566806793213,-4.002765655517578,262.6416015625,110.92578125,1774833020.893758,3.2353806495666504,0.0,0.203125,27571.12379349207
-1733.741943359375,14792704.0,14792704.0,0.0,,-4.578786849975586,115.5205078125,826.5107421875,1643.371075319,0.0,4009.375732421875,-2.0131194105488248e-05,3.4829869270324707,-4.002041339874268,295.7294921875,115.5205078125,1774833044.3335526,3.2286500930786133,0.0,0.2119140625,27584.018700385466
-2104.1884765625,15046656.0,15046656.0,0.0,"{'size': 3829229.0, '_type': 'html-file', 'sha256': '20af2c33dbfb4f965a20336992fa2b6ad4561629b411944fdcf391cdcab5a1bb', 'path': 'media/html/render_15046656_20af2c33dbfb4f965a20.html'}",-4.5527424812316895,110.501953125,922.7568359375,1693.07978798,0.0,5051.38623046875,-4.40138364865561e-06,3.467942953109741,-4.000532627105713,248.8017578125,110.501953125,1774833117.4877458,3.212459087371826,0.0,0.1953125,27542.32805780323
-1966.4051513671875,15300608.0,15300608.0,0.0,,-4.548333644866943,139.841796875,910.8544921875,1716.811257417,0.0,4612.0732421875,-7.214388915599557e-06,3.4559292793273926,-4.0007829666137695,295.431640625,139.841796875,1774833117.6878147,3.1982524394989014,0.0,0.228515625,27691.265397930692
-1700.47216796875,15554560.0,15554560.0,0.0,,-4.520870208740234,120.740234375,771.5966796875,1740.373295837,0.0,3653.60595703125,-9.64535320235882e-06,3.4437246322631836,-4.000999450683594,272.318359375,120.740234375,1774833141.2186744,3.1891815662384033,0.0,0.1982421875,27398.686630164302
-1818.2568359375,15808512.0,15808512.0,0.0,,-4.533782958984375,125.0234375,819.9990234375,1763.860474911,0.0,3886.4462890625,1.3780627341475338e-05,3.455744743347168,-3.9988484382629395,291.171875,125.0234375,1774833164.780541,3.19543719291687,0.0,0.21484375,27563.934017056046
-1763.59912109375,16062464.0,16062464.0,0.0,,-4.508282661437988,124.255859375,807.1533203125,1787.496734368,0.0,4095.20263671875,-3.9855771319707856e-05,3.428720235824585,-4.003726482391357,268.8193359375,124.255859375,1774833188.2678137,3.173130750656128,0.0,0.216796875,27440.505215812114
-1672.7791748046875,16316416.0,16316416.0,0.0,"{'sha256': '81c7dcc731ce13720a5163cfcbfda729e67144ff6d524561662689c32b2ddfaf', 'path': 'media/html/render_16316416_81c7dcc731ce13720a51.html', 'size': 3826201.0, '_type': 'html-file'}",-4.501519203186035,136.369140625,786.6796875,1837.208252228,0.0,3498.60888671875,1.895825334941037e-05,3.4463231563568115,-3.9984207153320312,317.8212890625,136.369140625,1774833261.6162877,3.1888890266418457,0.0,0.2314453125,27636.35016214516
-1783.263671875,16570368.0,16570368.0,0.0,,-4.481804847717285,129.970703125,852.123046875,1861.053662289,0.0,4241.0478515625,-1.2816437447327189e-05,3.4309964179992676,-4.001263618469238,295.8125,129.970703125,1774833261.8153944,3.1748178005218506,0.0,0.2451171875,27466.791888988097
-1846.7708740234375,16824320.0,16824320.0,0.0,,-4.5015764236450195,126.2197265625,813.2431640625,1884.569347233,0.0,3808.5849609375,2.389274595770985e-05,3.427865982055664,-3.9979681968688965,303.7734375,126.2197265625,1774833285.4610982,3.174304723739624,0.0,0.2265625,27619.031342093254
-1896.5643310546875,17078272.0,17078272.0,0.0,,-4.500552177429199,139.015625,891.228515625,1908.051130111,0.0,4269.47265625,-2.6393052394269034e-05,3.4367926120758057,-4.0024733543396,288.7607421875,139.015625,1774833308.976703,3.181683301925659,0.0,0.2314453125,27367.17806722214
-1834.3194580078125,17332224.0,17332224.0,0.0,,-4.47896146774292,132.1259765625,849.1123046875,1931.7327056,0.0,4050.27099609375,-1.817568227124866e-05,3.426478624343872,-4.001699924468994,289.2919921875,132.1259765625,1774833332.4585958,3.1704180240631104,0.0,0.2001953125,27628.592418327196
-1854.5455322265625,17586176.0,17586176.0,0.0,"{'sha256': '1e4dc398efd4e027c5c885ea02f6dd09e2fb84b296c776602a206333567843a9', 'path': 'media/html/render_17586176_1e4dc398efd4e027c5c8.html', 'size': 3811877.0, '_type': 'html-file'}",-4.471177101135254,126.208984375,866.57421875,1981.462636729,0.0,4311.255859375,-7.428506705764448e-06,3.4111263751983643,-4.000747203826904,304.244140625,126.208984375,1774833405.8706627,3.1581170558929443,0.0,0.220703125,27500.201624103287
-1792.2491455078125,17840128.0,17840128.0,0.0,,-4.470831871032715,142.3388671875,916.3408203125,2005.266759775,0.0,4466.93994140625,-7.848136078791867e-07,3.4123854637145996,-4.000180244445801,263.111328125,142.3388671875,1774833406.0795312,3.1589863300323486,0.0,0.216796875,27493.36883287133
-1830.0311279296875,18094080.0,18094080.0,0.0,,-4.454610824584961,124.2255859375,867.119140625,2028.757499947,0.0,4438.599609375,7.642539458174724e-06,3.4093058109283447,-3.9994583129882812,250.7158203125,124.2255859375,1774833429.6741693,3.157832622528076,0.0,0.1904296875,27491.666487277937
-1864.8292236328125,18348032.0,18348032.0,0.0,,-4.455185413360596,127.3515625,899.22265625,2052.309559917,0.0,4681.181640625,1.9703180441865698e-05,3.403313636779785,-3.9984090328216553,255.658203125,127.3515625,1774833453.1647956,3.1530773639678955,0.0,0.2119140625,27486.843018986492
-1801.3369140625,18601984.0,18601984.0,0.0,,-4.467352390289307,135.669921875,863.0341796875,2075.60087872,0.0,4386.3486328125,-9.01797648111824e-06,3.3928093910217285,-4.000900745391846,290.5439453125,135.669921875,1774833476.7169626,3.148214340209961,0.0,0.2099609375,27583.003663950713
-1680.318115234375,18855936.0,18855936.0,0.0,"{'_type': 'html-file', 'sha256': '027f2b2fb8b9091dc5b559a3f018ae5d65961f31932721dbf25114c865c7ac45', 'path': 'media/html/render_18855936_027f2b2fb8b9091dc5b5.html', 'size': 3805673.0}",-4.436431884765625,134.2509765625,808.0048828125,2125.501187279,0.0,4013.351318359375,-6.907428542035632e-06,3.3863916397094727,-4.000706195831299,277.314453125,134.2509765625,1774833549.909209,3.1424005031585693,0.0,0.1953125,27537.372177156132
-1623.3804931640625,19109888.0,19109888.0,0.0,,-4.436053276062012,120.3154296875,863.0498046875,2149.064395387,0.0,4247.3779296875,-2.3940299797686748e-05,3.373511552810669,-4.0021209716796875,296.3955078125,120.3154296875,1774833550.125582,3.136516809463501,0.0,0.181640625,27683.045105337547
-1422.9390869140625,19363840.0,19363840.0,0.0,,-4.441964149475098,144.6923828125,725.537109375,2172.702096048,0.0,3314.98095703125,2.1249725250527263e-05,3.3682994842529297,-3.9983367919921875,298.7177734375,144.6923828125,1774833573.4715948,3.131044864654541,0.0,0.236328125,27388.10435565353
-1437.60302734375,19617792.0,19617792.0,0.0,,-4.421036720275879,160.794921875,807.703125,2196.416123875,0.0,3597.385498046875,-1.672336111369077e-05,3.3462064266204834,-4.0015177726745605,316.1005859375,160.794921875,1774833597.1095445,3.1190528869628906,0.0,0.263671875,27673.00702308314
-1553.991943359375,19871744.0,19871744.0,0.0,,-4.427579879760742,119.0419921875,851.052734375,2220.210338485,0.0,4304.6171875,1.4615499139836174e-06,3.3494324684143066,-3.9999911785125732,277.12890625,119.0419921875,1774833620.8233683,3.124195098876953,0.0,0.1884765625,27390.272136599182
-1823.35791015625,20125696.0,20125696.0,0.0,"{'path': 'media/html/render_20125696_0ed50df00af2264f829b.html', 'size': 3820469.0, '_type': 'html-file', 'sha256': '0ed50df00af2264f829b3c9af046d7e88268f3b2bc4098113ad32fe5a62ddf7f'}",-4.40656852722168,149.8662109375,906.056640625,2270.084353158,0.0,4795.107421875,1.046858756126312e-06,3.3461873531341553,-4.000029563903809,246.6083984375,149.8662109375,1774833694.4923656,3.1177167892456055,0.0,0.2294921875,27411.063061442954
-1557.2059326171875,20379648.0,20379648.0,0.0,,-4.420655727386475,136.6376953125,821.4404296875,2293.93689925,0.0,3914.1484375,1.4662298326584278e-06,3.3433997631073,-3.999990463256836,304.265625,136.6376953125,1774833694.7385254,3.114123821258545,0.0,0.216796875,27400.065231358367
-1648.425048828125,20633600.0,20633600.0,0.0,,-4.431464672088623,132.2060546875,800.5908203125,2317.371931309,0.0,3873.100830078125,-6.9296233959903475e-06,3.334820508956909,-4.000688552856445,281.1015625,132.2060546875,1774833718.3442872,3.110919952392578,0.0,0.2197265625,27658.638999715404
-1394.90478515625,20887552.0,20887552.0,0.0,,-4.421525955200195,138.2275390625,748.4443359375,2340.973552146,0.0,3585.44580078125,2.256868901895359e-05,3.3432116508483887,-3.99823260307312,272.693359375,138.2275390625,1774833741.7793484,3.117739677429199,0.0,0.2333984375,27488.853360266676
-1714.4044189453125,21141504.0,21141504.0,0.0,,-4.4243083000183105,141.283203125,859.087890625,2364.418550729,0.0,4276.86669921875,-9.898869393509813e-06,3.351522922515869,-4.000940322875977,295.095703125,141.283203125,1774833765.3809135,3.1305274963378906,0.0,0.234375,27616.485655605626
-1424.79833984375,21395456.0,21395456.0,0.0,"{'path': 'media/html/render_21395456_29afd168fbcf5ae567af.html', 'size': 3826093.0, '_type': 'html-file', 'sha256': '29afd168fbcf5ae567af65bd4fee7cdc9b9b1ff49149bd0c9d4d3590527fd382'}",-4.431067943572998,119.1591796875,728.2802734375,2414.421136552,0.0,3344.64892578125,-2.1107089196448214e-06,3.354356288909912,-4.000281810760498,265.033203125,119.1591796875,1774833838.8291566,3.1302263736724854,0.0,0.2041015625,27476.779419365077
-1640.81640625,21649408.0,21649408.0,0.0,,-4.431412696838379,170.2685546875,809.3349609375,2438.097358697,0.0,3712.50439453125,2.9372309654718265e-05,3.3423373699188232,-3.997645139694214,315.85546875,170.2685546875,1774833839.0322247,3.1167473793029785,0.0,0.26953125,27595.703783062065
-1663.4803466796875,21903360.0,21903360.0,0.0,,-4.442127704620361,146.9423828125,808.9677734375,2461.705262568,0.0,3979.2568359375,-1.7625265172682703e-05,3.358822822570801,-4.001598834991455,290.541015625,146.9423828125,1774833862.504821,3.134706497192383,0.0,0.265625,27416.79428650619
