eval/episode_reward_ctrl,eval/episode_success,eval/episode_success_easy,_step,training/actor_loss,eval/episode_reward_near,eval/episode_reward,eval/episode_dist,eval/episode_reward_dist,training/critic_loss,training/entropy,render,_runtime,eval/episode_success_hard,eval/episode_reward_survive,_timestamp,training/log_alpha,training/alpha_loss,eval/episode_success_any,step,training/sps
-2269.5908203125,84.318359375,138.0302734375,5396480.0,3.616767644882202,0.0,84.318359375,5055.93017578125,0.0,3.8221325874328613,-3.998975992202759,,589.993755049,0.0,757.1015625,1774866721.526345,-4.960906982421875,8.047072697081603e-06,0.1318359375,5396480.0,27903.19765933676
-2755.013916015625,69.44140625,105.1630859375,5650432.0,3.598966121673584,0.0,69.44140625,6604.517578125,0.0,3.802208185195923,-4.002538681030273,,613.305733651,0.0,898.72265625,1774866744.907016,-4.949191093444824,-1.7133274013758637e-05,0.123046875,5650432.0,27817.501670979724
-2435.018798828125,89.40234375,127.8720703125,5904384.0,3.5976850986480713,0.0,89.40234375,5733.71142578125,0.0,3.8075389862060547,-4.000741004943848,,636.624392871,0.0,833.337890625,1774866768.219136,-4.931827545166016,-4.416305273480248e-06,0.15234375,5904384.0,27755.490429851434
-2600.171142578125,72.8408203125,114.4970703125,6158336.0,3.5818097591400146,0.0,72.8408203125,6094.822265625,0.0,3.7892415523529053,-4.001692771911621,"{'_type': 'html-file', 'sha256': '872afd8aa6eef0f493e534dfb4c1e5857d2d33ad68c767575d9a8fa2847a075d', 'path': 'media/html/render_6158336_872afd8aa6eef0f493e5.html', 'size': 3758281.0}",686.446800867,0.0,861.7880859375,1774866841.3607197,-4.910211086273193,-1.1582577826629858e-05,0.138671875,6158336.0,27999.043105727265
-2067.654296875,55.5791015625,95.892578125,6412288.0,3.577871799468994,0.0,55.5791015625,5136.47119140625,0.0,3.786442279815674,-4.000387668609619,,710.051666378,0.0,741.22265625,1774866841.5648208,-4.906651496887207,-1.9783471998380264e-06,0.1220703125,6412288.0,27849.15631594031
-2525.87890625,83.09765625,147.8447265625,6666240.0,3.5752885341644287,0.0,83.09765625,5967.265625,0.0,3.7834668159484863,-4.00147819519043,,733.395518773,0.0,847.7099609375,1774866864.9649582,-4.891990661621094,-1.0270470738760196e-05,0.16015625,6666240.0,27727.836478137062
-2854.37939453125,101.5107421875,145.78515625,6920192.0,3.5621602535247803,0.0,101.5107421875,6617.5048828125,0.0,3.7711751461029053,-3.998904228210449,,757.009590289,0.0,925.498046875,1774866888.3087335,-4.886166572570801,9.293663424614351e-06,0.171875,6920192.0,27747.497243698792
-2552.77880859375,79.173828125,113.89453125,7174144.0,3.5528066158294678,0.0,79.173828125,6515.80419921875,0.0,3.758862257003784,-4.003039836883545,,780.439242769,0.0,900.2138671875,1774866911.922911,-4.878183841705322,-2.2374832042260095e-05,0.1171875,7174144.0,27755.88966759622
-2378.93017578125,59.76171875,93.4833984375,7428096.0,3.5345189571380615,0.0,59.76171875,6141.7099609375,0.0,3.7436363697052,-4.000612258911133,"{'size': 3727581.0, '_type': 'html-file', 'sha256': 'f04b4ece5934d2dae6a0f234d2168f000a82cb3c21a0c9cd6a4a92d758c159b6', 'path': 'media/html/render_7428096_f04b4ece5934d2dae6a0.html'}",830.690935781,0.0,859.7880859375,1774866985.6048765,-4.859931945800781,-3.889775598509004e-06,0.111328125,7428096.0,27840.41996833754
-2390.61083984375,68.50390625,121.568359375,7682048.0,3.528381824493408,0.0,68.50390625,5941.12060546875,0.0,3.737592935562134,-4.00246524810791,,854.292530022,0.0,827.59375,1774866985.80865,-4.851907730102539,-1.8899765564128757e-05,0.1455078125,7682048.0,27764.892923941323
-2566.1337890625,101.09375,136.0458984375,7936000.0,3.5134596824645996,0.0,101.09375,6027.66748046875,0.0,3.7228801250457764,-3.9954254627227783,,877.653725488,0.0,908.8505859375,1774867009.205862,-4.837166786193848,3.737406586878933e-05,0.173828125,7936000.0,27950.89042401805
-2380.521240234375,98.5927734375,145.81640625,8189952.0,3.4810078144073486,0.0,98.5927734375,6135.125,0.0,3.688345193862915,-4.0028605461120605,,900.990354394,0.0,859.841796875,1774867032.5670035,-4.8325276374816895,-2.1622510757879354e-05,0.1640625,8189952.0,27815.927474135726
-2717.416748046875,89.7021484375,136.7890625,8443904.0,3.4658401012420654,0.0,89.7021484375,6545.607421875,0.0,3.675168991088867,-4.0037407875061035,,924.398033792,0.0,905.580078125,1774867055.9037182,-4.788079261779785,-2.9922281100880355e-05,0.1669921875,8443904.0,27751.531943802536
-2432.22607421875,83.361328125,126.7705078125,8697856.0,3.4600727558135986,0.0,83.361328125,6032.416015625,0.0,3.6651833057403564,-4.003091335296631,"{'_type': 'html-file', 'sha256': '175981b9dcbb951af89e5cb94c8ae0186f5c4585a78230a70ae22cfbe744f282', 'path': 'media/html/render_8697856_175981b9dcbb951af89e.html', 'size': 3715917.0}",974.597557023,0.0,850.970703125,1774867129.5114646,-4.766973972320557,-2.569870775914751e-05,0.1572265625,8697856.0,27783.75544641763
-2853.717041015625,122.875,193.916015625,8951808.0,3.454460859298706,0.0,122.875,6580.3818359375,0.0,3.659078359603882,-3.99873685836792,,998.246970648,0.0,944.7587890625,1774867129.7347655,-4.749691009521484,1.212231109093409e-05,0.2265625,8951808.0,27781.4647948055
-2537.7802734375,104.4404296875,189.87890625,9205760.0,3.435941696166992,0.0,104.4404296875,6052.30029296875,0.0,3.630774736404419,-4.001298427581787,,1021.652824975,0.0,914.771484375,1774867153.1601102,-4.739040851593018,-1.030955263559008e-05,0.201171875,9205760.0,27697.274293175993
-2571.49267578125,114.94921875,174.7705078125,9459712.0,3.409548759460449,0.0,114.94921875,6243.5283203125,0.0,3.6050963401794434,-4.004525661468506,,1045.050124751,0.0,895.0576171875,1774867176.566148,-4.706925868988037,-4.014007208752446e-05,0.189453125,9459712.0,27768.457783754864
-2698.79248046875,110.931640625,164.0400390625,9713664.0,3.397465229034424,0.0,110.931640625,6612.7060546875,0.0,3.5904629230499268,-3.9995152950286865,,1068.471445972,0.0,939.13671875,1774867199.9633486,-4.6865739822387695,5.535101536224829e-06,0.1787109375,9713664.0,27783.092343281296
-2655.250732421875,126.509765625,205.2685546875,9967616.0,3.385403871536255,0.0,126.509765625,6205.76171875,0.0,3.5723884105682373,-4.003026485443115,"{'_type': 'html-file', 'sha256': '869019251aad3eafdd5b681fdcd334cf0d5ff13e1f7c779360fc81350608e966', 'path': 'media/html/render_9967616_869019251aad3eafdd5b.html', 'size': 3726189.0}",1118.726881216,0.0,919.53515625,1774867273.6407828,-4.65726375579834,-2.7652084099827334e-05,0.2216796875,9967616.0,27747.84420637555
-2355.10302734375,118.556640625,183.716796875,10221568.0,3.357653856277466,0.0,118.556640625,5534.447265625,0.0,3.538757085800171,-3.9999115467071533,,1142.359611579,0.0,845.5703125,1774867273.8638518,-4.627359867095947,1.8951873244077433e-06,0.19140625,10221568.0,27856.410440223608
-2643.5986328125,112.2802734375,145.0224609375,10475520.0,3.363138198852539,0.0,112.2802734375,6234.32958984375,0.0,3.5414178371429443,-4.0049238204956055,,1165.592837515,0.0,903.1162109375,1774867297.272847,-4.627265930175781,-4.801789327757433e-05,0.1533203125,10475520.0,27686.33350022476
-2470.07080078125,134.708984375,180.8564453125,10729472.0,3.36033296585083,0.0,134.708984375,5510.00732421875,0.0,3.530313491821289,-4.001045227050781,,1189.092072172,0.0,861.1650390625,1774867320.5061944,-4.591367721557617,-9.681369192549028e-06,0.1865234375,10729472.0,27900.702368989783
-2415.463134765625,124.6162109375,177.5009765625,10983424.0,3.3534998893737793,0.0,124.6162109375,6153.9609375,0.0,3.520671844482422,-4.002795696258545,,1212.655518655,0.0,904.4462890625,1774867344.0053291,-4.560804843902588,-2.8544092856463976e-05,0.1796875,10983424.0,27590.07189693446
-2714.33056640625,126.923828125,154.9150390625,11237376.0,3.330518960952759,0.0,126.923828125,6448.3134765625,0.0,3.4893994331359863,-4.002988815307617,"{'_type': 'html-file', 'sha256': 'e0be07b860d953644a171580a0c4ef13d847334da25b2f4d6f3871ba9a305610', 'path': 'media/html/render_11237376_e0be07b860d953644a17.html', 'size': 3760641.0}",1262.461235301,0.0,947.2138671875,1774867417.375129,-4.496096611022949,-3.165529415127821e-05,0.173828125,11237376.0,27786.657529107786
-2258.188232421875,155.5166015625,235.3671875,11491328.0,3.299189805984497,0.0,155.5166015625,5607.8203125,0.0,3.4483394622802734,-3.997976779937744,,1286.126814652,0.0,893.896484375,1774867417.5742671,-4.496347904205322,2.378791214141529e-05,0.23828125,11491328.0,27668.79746832056
-2429.94677734375,142.8095703125,203.4404296875,11745280.0,3.2816386222839355,0.0,142.8095703125,6255.37353515625,0.0,3.427095413208008,-4.008799076080322,,1309.676854763,0.0,953.36328125,1774867441.0402167,-4.473362922668457,-0.00010161129466723651,0.2197265625,11745280.0,27582.161547564843
-2254.2197265625,147.5380859375,183.228515625,11999232.0,3.2505600452423096,0.0,147.5380859375,6100.59130859375,0.0,3.391014575958252,-3.9959068298339844,,1332.908627027,0.0,918.3583984375,1774867464.5902052,-4.441595077514648,5.0851980631705374e-05,0.19140625,11999232.0,27659.38380117811
-2208.194091796875,125.0048828125,203.31640625,12253184.0,3.2418642044067383,0.0,125.0048828125,6581.912109375,0.0,3.381713628768921,-4.003384113311768,,1356.453488373,0.0,922.462890625,1774867487.8219688,-4.418108940124512,-3.95977585867513e-05,0.208984375,12253184.0,27753.211667610314
-2220.97119140625,154.7060546875,237.9609375,12507136.0,3.2145276069641113,0.0,154.7060546875,5194.2900390625,0.0,3.3537731170654297,-4.0024542808532715,"{'_type': 'html-file', 'sha256': '30dd52a057ddbc0e54c23c37261d5fef35f4ec14bc06819f212fb26b8309d86f', 'path': 'media/html/render_12507136_30dd52a057ddbc0e54c2.html', 'size': 3717421.0}",1406.122750585,0.0,906.212890625,1774867561.0366728,-4.39763879776001,-2.9407876354525797e-05,0.23046875,12507136.0,27637.65238747611
-2436.26318359375,150.6689453125,233.435546875,12761088.0,3.185924530029297,0.0,150.6689453125,6376.759765625,0.0,3.3275306224823,-3.998444080352783,,1429.871852929,0.0,970.1220703125,1774867561.247067,-4.383502960205078,2.1038973500253633e-05,0.197265625,12761088.0,27631.31236575756
-2220.7744140625,168.4404296875,234.8125,13015040.0,3.1465137004852295,0.0,168.4404296875,5897.51123046875,0.0,3.293163299560547,-4.004119396209717,,1453.309528157,0.0,935.5087890625,1774867584.78522,-4.33487606048584,-5.1500344852684066e-05,0.236328125,13015040.0,27659.30623078423
-2046.747802734375,123.2548828125,218.32421875,13268992.0,3.126232385635376,0.0,123.2548828125,5760.439453125,0.0,3.274012327194214,-3.998945474624634,,1476.723348578,0.0,924.2607421875,1774867608.2227647,-4.323005199432373,1.5366436855401844e-05,0.2021484375,13268992.0,27638.474229396776
-2373.02587890625,98.70703125,167.6552734375,13522944.0,3.127775192260742,0.0,98.70703125,6232.70263671875,0.0,3.274617910385132,-4.002737998962402,,1500.106514329,0.0,955.2958984375,1774867631.636782,-4.29918098449707,-3.497799116303213e-05,0.1474609375,13522944.0,27743.84526507574
-2146.136474609375,141.8681640625,198.4853515625,13776896.0,3.0864648818969727,0.0,141.8681640625,6403.60498046875,0.0,3.23433780670166,-4.002814292907715,"{'_type': 'html-file', 'sha256': 'f29977be4d970e53d07df50285625820919d341918f30c2e982c1add08fa3664', 'path': 'media/html/render_13776896_f29977be4d970e53d07d.html', 'size': 3733893.0}",1550.490983146,0.0,967.798828125,1774867705.404943,-4.279458045959473,-3.733352787094191e-05,0.19921875,13776896.0,27752.263679673968
-2415.88037109375,127.8193359375,188.037109375,14030848.0,3.0603578090667725,0.0,127.8193359375,6727.341796875,0.0,3.199878692626953,-4.001176834106445,,1574.09306691,0.0,973.357421875,1774867705.603454,-4.255084991455078,-1.5169955986493733e-05,0.18359375,14030848.0,27709.19538893168
-1782.018310546875,68.419921875,164.623046875,14284800.0,3.0588080883026123,0.0,68.419921875,5972.17529296875,0.0,3.204681396484375,-4.002121925354004,,1597.60593039,0.0,927.830078125,1774867729.0064735,-4.250978469848633,-2.9416796678560786e-05,0.13671875,14284800.0,27676.010420285904
-2075.06982421875,100.1103515625,164.2412109375,14538752.0,3.0568795204162598,0.0,100.1103515625,6412.2822265625,0.0,3.2097768783569336,-3.9998278617858887,,1620.998661925,0.0,936.3359375,1774867752.51925,-4.246849536895752,3.928279511455912e-06,0.150390625,14538752.0,27729.456305194413
-2067.42724609375,135.10546875,210.0224609375,14792704.0,3.021146297454834,0.0,135.10546875,5701.43212890625,0.0,3.1670360565185547,-3.9972574710845947,,1644.393189066,0.0,908.623046875,1774867775.9120717,-4.227663040161133,4.102936509298161e-05,0.19921875,14792704.0,27732.913868593372
-1905.072509765625,122.76953125,169.0439453125,15046656.0,3.0235543251037598,0.0,122.76953125,6421.69482421875,0.0,3.1709017753601074,-4.004558086395264,"{'_type': 'html-file', 'sha256': 'de15581e5f405b4a998608dc7f4b333a5ad37fe17999c6dfc770b707855d595d', 'path': 'media/html/render_15046656_de15581e5f405b4a9986.html', 'size': 3744233.0}",1694.259005438,0.0,956.5048828125,1774867849.1729343,-4.223206520080566,-6.51762675261125e-05,0.154296875,15046656.0,27685.49729599348
-2057.510009765625,140.0517578125,215.12109375,15300608.0,3.011507034301758,0.0,140.0517578125,6000.82080078125,0.0,3.1561834812164307,-4.00075101852417,,1717.920107579,0.0,936.1337890625,1774867849.3627722,-4.207587242126465,-9.81507128017256e-06,0.2119140625,15300608.0,27839.71777552176
-1734.3460693359375,97.162109375,181.1533203125,15554560.0,2.997363567352295,0.0,97.162109375,5552.140625,0.0,3.134869337081909,-4.000458240509033,,1741.42880557,0.0,884.5869140625,1774867872.8334675,-4.195466995239258,-5.424980827228865e-06,0.171875,15554560.0,27566.733281724035
-1699.139892578125,147.919921875,240.6005859375,15808512.0,2.9840915203094482,0.0,147.919921875,5057.06103515625,0.0,3.1291635036468506,-4.00063943862915,,1764.858760852,0.0,845.8359375,1774867896.3421273,-4.187010288238525,-8.269474164990243e-06,0.232421875,15808512.0,27730.21719837959
-1729.702392578125,139.2509765625,201.6826171875,16062464.0,2.99079966545105,0.0,139.2509765625,5946.609375,0.0,3.1411006450653076,-3.9967920780181885,,1788.442281264,0.0,923.7080078125,1774867919.7721634,-4.202589511871338,5.016252180212177e-05,0.189453125,16062464.0,27601.179187656875
-1832.3409423828125,146.19140625,217.28515625,16316416.0,2.9777846336364746,0.0,146.19140625,5915.20947265625,0.0,3.1328117847442627,-4.0018439292907715,"{'size': 3723533.0, '_type': 'html-file', 'sha256': '90ae1e878d2a66f49b301de32d7acb93b59b2fd2dc730ff1c9613a261e010870', 'path': 'media/html/render_16316416_90ae1e878d2a66f49b30.html'}",1838.170508168,0.0,935.9482421875,1774867993.0844018,-4.1953535079956055,-2.6264415282639675e-05,0.2021484375,16316416.0,27795.22452737177
-1964.0224609375,80.5029296875,110.19140625,16570368.0,2.9735007286071777,0.0,80.5029296875,6530.87109375,0.0,3.116919994354248,-4.000861644744873,,1861.963231981,0.0,973.8154296875,1774867993.290245,-4.190895080566406,-1.1592493137868587e-05,0.1201171875,16570368.0,27634.07443080692
-1767.101318359375,111.3505859375,171.95703125,16824320.0,2.9718449115753174,0.0,111.3505859375,6484.8134765625,0.0,3.127633810043335,-4.001568794250488,,1885.435187454,0.0,984.8701171875,1774868016.8766086,-4.177312850952148,-2.276606574014295e-05,0.1904296875,16824320.0,27799.369616072374
-1760.58349609375,117.44921875,156.033203125,17078272.0,2.972468376159668,0.0,117.44921875,6034.8779296875,0.0,3.1239545345306396,-3.9976446628570557,,1908.875245927,0.0,947.166015625,1774868040.348491,-4.184794902801514,3.795163138420321e-05,0.1640625,17078272.0,27495.911035197078
-1868.7763671875,116.244140625,166.2578125,17332224.0,2.974775552749634,0.0,116.244140625,6101.2373046875,0.0,3.133090019226074,-4.00081729888916,,1932.505582865,0.0,957.1044921875,1774868063.7885911,-4.174578666687012,-1.0812296750373207e-05,0.189453125,17332224.0,27758.628227343634
-1676.02490234375,135.994140625,199.06640625,17586176.0,2.978175401687622,0.0,135.994140625,6190.6474609375,0.0,3.134127616882324,-4.001166820526123,"{'_type': 'html-file', 'sha256': 'a4867ec8b29bf4c833332d2a9dbafe2cca69c6dc318026ad7057ba142a77e0ab', 'path': 'media/html/render_17586176_a4867ec8b29bf4c83333.html', 'size': 3753897.0}",1982.616370388,0.0,968.82421875,1774868137.530308,-4.18283748626709,-1.655929008848034e-05,0.2109375,17586176.0,27623.68066869132
-1835.56005859375,133.6455078125,196.2216796875,17840128.0,2.979595422744751,0.0,133.6455078125,6414.3291015625,0.0,3.1393215656280518,-4.001182556152344,,2006.379211703,0.0,965.9345703125,1774868137.750155,-4.157655715942383,-1.7035721612046473e-05,0.189453125,17840128.0,27631.541023420243
-1330.50390625,121.4228515625,195.5517578125,18094080.0,2.9926958084106445,0.0,121.4228515625,5247.822265625,0.0,3.1567904949188232,-3.998133897781372,,2029.807342765,0.0,866.3896484375,1774868161.2923987,-4.181734085083008,3.0972838430898264e-05,0.181640625,18094080.0,27605.85613231588
-1707.968505859375,151.626953125,213.0263671875,18348032.0,3.002856492996216,0.0,151.626953125,6231.61181640625,0.0,3.167736530303955,-3.9973883628845215,,2053.303634284,0.0,966.7548828125,1774868184.7207308,-4.200844764709473,4.155902934144251e-05,0.23046875,18348032.0,27664.2191628718
-1680.188720703125,168.603515625,228.70703125,18601984.0,3.011589288711548,0.0,168.603515625,5600.662109375,0.0,3.1740646362304688,-3.99739146232605,,2076.542898209,0.0,916.0908203125,1774868208.2167969,-4.219412803649902,4.0137801988748834e-05,0.2490234375,18601984.0,27727.402679579354
-1646.5123291015625,148.8291015625,212.5302734375,18855936.0,3.0181331634521484,0.0,148.8291015625,5188.4833984375,0.0,3.1876866817474365,-4.0023298263549805,"{'_type': 'html-file', 'sha256': '9f83c2217500eb52d0062eb7738a651c4434c9958ea419c192e4e3c1080bad8e', 'path': 'media/html/render_18855936_9f83c2217500eb52d006.html', 'size': 3776917.0}",2127.047710621,0.0,859.6689453125,1774868281.9616501,-4.229572296142578,-3.277469295426272e-05,0.2119140625,18855936.0,27704.56046995008
-1608.0946044921875,143.0693359375,218.7490234375,19109888.0,3.0383386611938477,0.0,143.0693359375,5155.77294921875,0.0,3.221034526824951,-3.9967105388641357,,2150.558906198,0.0,886.0458984375,1774868282.1879473,-4.252656936645508,4.960924343322404e-05,0.21875,19109888.0,27848.807543132174
-1343.511474609375,158.267578125,233.7548828125,19363840.0,3.0428454875946045,0.0,158.267578125,4874.0244140625,0.0,3.2174224853515625,-3.9972894191741943,,2174.139067888,0.0,801.7529296875,1774868305.47235,-4.269782543182373,3.9584640035172924e-05,0.2373046875,19363840.0,27570.938954221114
-1827.9293212890625,146.9892578125,213.3271484375,19617792.0,3.0658390522003174,0.0,146.9892578125,6155.3447265625,0.0,3.2475905418395996,-4.002506732940674,,2197.800499168,0.0,954.2138671875,1774868329.0523932,-4.2691874504089355,-3.376472523086704e-05,0.216796875,19617792.0,27837.93371021305
-1584.6162109375,166.2373046875,279.0283203125,19871744.0,3.0627799034118652,0.0,166.2373046875,5198.3076171875,0.0,3.2533681392669678,-3.993185043334961,,2221.542579601,0.0,882.0595703125,1774868352.713671,-4.301497936248779,9.4268296379596e-05,0.2353515625,19871744.0,27542.76605544667
-1669.638671875,167.4208984375,284.93359375,20125696.0,3.0910484790802,0.0,167.4208984375,5079.724609375,0.0,3.2841718196868896,-3.9981894493103027,"{'_type': 'html-file', 'sha256': '1ca4bd19a00ff616f25242c46f06dee3d2bbe5eae6f23d1aab2e881e0dbdea40', 'path': 'media/html/render_20125696_1ca4bd19a00ff616f252.html', 'size': 3751365.0}",2271.446654648,0.0,926.5029296875,1774868426.3605788,-4.323338985443115,2.479706017766148e-05,0.2431640625,20125696.0,27575.069525425133
-1636.3726806640625,159.4052734375,258.3251953125,20379648.0,3.0923657417297363,0.0,159.4052734375,5070.31103515625,0.0,3.2952756881713867,-4.002535343170166,,2295.222280068,0.0,863.9462890625,1774868426.578246,-4.339474201202393,-3.151458440697752e-05,0.236328125,20379648.0,27554.24370837477
-1744.5301513671875,149.341796875,265.095703125,20633600.0,3.1109297275543213,0.0,149.341796875,5402.552734375,0.0,3.322258234024048,-3.997056484222412,,2318.604250097,0.0,922.9716796875,1774868450.1356566,-4.363389492034912,3.9387810829794034e-05,0.19921875,20633600.0,27809.477815822447
-1833.1993408203125,171.9638671875,260.033203125,20887552.0,3.1197643280029297,0.0,171.9638671875,5381.556640625,0.0,3.3347835540771484,-3.996518850326538,,2342.157376093,0.0,904.732421875,1774868473.5174897,-4.383173942565918,4.449166590347886e-05,0.2607421875,20887552.0,27660.262244425758
-1562.201904296875,149.3056640625,279.4384765625,21141504.0,3.1384410858154297,0.0,149.3056640625,4553.5830078125,0.0,3.353569746017456,-4.003030300140381,,2365.547427474,0.0,859.9833984375,1774868497.070606,-4.387697219848633,-3.624042437877506e-05,0.228515625,21141504.0,27768.87838900486
-1560.163330078125,156.0634765625,250.37109375,21395456.0,3.1459031105041504,0.0,156.0634765625,5185.7138671875,0.0,3.3654282093048096,-3.996629476547241,"{'_type': 'html-file', 'sha256': '2481124a391bea2a60b0beb9e95a2e60fadde386c7ea1004f2890639544149a3', 'path': 'media/html/render_21395456_2481124a391bea2a60b0.html', 'size': 3801801.0}",2415.761348062,0.0,861.6103515625,1774868570.6752913,-4.394358158111572,4.300131695345044e-05,0.255859375,21395456.0,27631.305914655826
-1709.3812255859375,149.36328125,227.677734375,21649408.0,3.1527016162872314,0.0,149.36328125,5248.2138671875,0.0,3.3840646743774414,-3.9997096061706543,,2439.438780956,0.0,890.0048828125,1774868570.9309607,-4.417933464050293,4.848929620493436e-06,0.232421875,21649408.0,27752.555806352513
