step,training/entropy,eval/episode_reward_dist,training/alpha_loss,eval/episode_success_any,eval/episode_success_hard,training/log_alpha,eval/episode_reward,_runtime,_step,eval/episode_dist,training/sps,training/critic_loss,eval/episode_success,training/actor_loss,eval/episode_success_easy,eval/episode_reward_survive,render,_timestamp,eval/episode_reward_ctrl,eval/episode_reward_near
3618816.0,0.0,0.0,0.00012608054385054857,0.03125,0.0,0.0,2.5390625,469.892401383,3618816.0,6800.947265625,22205.842518649883,0.7208124399185181,2.5390625,-24.48860740661621,11.9755859375,807.158203125,"{'_type': 'html-file', 'sha256': 'f6f181f9376ed98fd00f18650b94d552f460f4b2f596b837dacba7e2f19dc8cf', 'path': 'media/html/render_3618816_f6f181f9376ed98fd00f.html', 'size': 3862717.0}",1773894350.0339212,-1406.084228515625,0.0
3872768.0,0.0,0.0,6.739841046510264e-05,0.033203125,0.0,0.0,3.0205078125,495.719112834,3872768.0,5700.53076171875,22020.27878551726,0.7449014186859131,3.0205078125,-22.906618118286133,23.794921875,701.0595703125,,1773894350.2163205,-1186.3822021484375,0.0
4126720.0,0.0,0.0,1.0621994988468941e-05,0.0302734375,0.0,0.0,3.21484375,521.549431186,4126720.0,5426.15771484375,22164.234897815702,0.7878255844116211,3.21484375,-22.27691078186035,15.380859375,635.0400390625,,1773894375.8601294,-1053.60595703125,0.0
4380672.0,0.0,0.0,6.773888162570074e-05,0.0283203125,0.0,0.0,3.0751953125,547.19849109,4380672.0,5779.896484375,22066.35721701084,0.8139143586158752,3.0751953125,-22.049203872680664,12.529296875,670.158203125,,1773894401.690328,-1094.053466796875,0.0
4634624.0,0.0,0.0,3.2084339181892574e-05,0.0439453125,0.0,0.0,5.583984375,573.066307434,4634624.0,6065.3681640625,22136.75720822267,0.8251339793205261,5.583984375,-21.321311950683594,21.72265625,714.7158203125,,1773894427.3393633,-1197.815185546875,0.0
4888576.0,0.0,0.0,4.886920942226425e-05,0.0361328125,0.0,0.0,13.013671875,624.366028299,4888576.0,6695.28857421875,21995.71859993612,0.8162238001823425,13.013671875,-20.97686767578125,26.77734375,783.484375,"{'sha256': 'a9f32f4206c81db949795ebb43c2a7c29dc726117978d1ab731c71ea4cec5bc4', 'path': 'media/html/render_4888576_a9f32f4206c81db94979.html', 'size': 3879421.0, '_type': 'html-file'}",1773894504.5075734,-1353.8194580078125,0.0
5142528.0,0.0,0.0,6.213537562871352e-05,0.046875,0.0,0.0,13.21484375,650.442002199,5142528.0,6560.31396484375,22104.996448928843,0.8372661471366882,13.21484375,-20.382173538208008,44.4404296875,773.5048828125,,1773894504.6907015,-1286.64453125,0.0
5396480.0,0.0,0.0,-4.586955765262246e-05,0.068359375,0.0,0.0,22.09375,676.127676912,5396480.0,6346.0625,21956.504644612396,0.8699327707290649,22.09375,-19.966110229492188,55.5625,774.96875,,1773894530.5829093,-1367.44091796875,0.0
5650432.0,0.0,0.0,0.00010514233144931495,0.05078125,0.0,0.0,17.2412109375,701.999833054,5650432.0,6217.81298828125,22074.016521734284,0.875870406627655,17.2412109375,-19.05672836303711,43.5283203125,802.94921875,,1773894556.268597,-1384.4080810546875,0.0
5904384.0,0.0,0.0,-1.6801968740765005e-05,0.0830078125,0.0,0.0,35.7412109375,727.664295273,5904384.0,6083.4375,21994.051744562035,0.873136579990387,35.7412109375,-18.673704147338867,73.8525390625,774.189453125,,1773894582.1405175,-1380.4241943359375,0.0
6158336.0,0.0,0.0,2.8418133297236636e-05,0.111328125,0.0,0.0,45.5,779.836702671,6158336.0,6402.14208984375,22114.01121059936,0.8823012113571167,45.5,-18.035036087036133,81.041015625,818.6220703125,"{'path': 'media/html/render_6158336_333c8c3abcc01cfe286c.html', 'size': 3865037.0, '_type': 'html-file', 'sha256': '333c8c3abcc01cfe286cabf7c77b2f2e97b17e34b396bb81730f9644f10ef800'}",1773894659.9782631,-1485.6806640625,0.0
6412288.0,0.0,0.0,4.4297732529230416e-05,0.1171875,0.0,0.0,50.8212890625,805.72711866,6412288.0,6233.953125,21968.799624525283,0.8515151739120483,50.8212890625,-18.12376594543457,76.35546875,784.91015625,,1773894660.1655536,-1448.5301513671875,0.0
6666240.0,0.0,0.0,8.044196874834597e-06,0.103515625,0.0,0.0,40.6591796875,831.592561117,6666240.0,6586.9111328125,22042.974139786955,0.8393343687057495,40.6591796875,-18.269384384155273,78.20703125,827.7734375,,1773894685.8680387,-1520.1064453125,0.0
6920192.0,0.0,0.0,-7.281981652340619e-06,0.0615234375,0.0,0.0,25.6484375,857.241103681,6920192.0,5931.2685546875,22003.45802497939,0.8413476347923279,25.6484375,-19.181306838989258,47.48046875,733.4619140625,,1773894711.7333179,-1299.5621337890625,0.0
7174144.0,0.0,0.0,-4.71454859507503e-06,0.1298828125,0.0,0.0,51.0498046875,883.112323858,7174144.0,5836.119140625,22145.234797556655,0.8291246891021729,51.0498046875,-19.785139083862305,89.7587890625,777.2265625,,1773894737.3821008,-1347.9599609375,0.0
7428096.0,0.0,0.0,6.5793858084362e-05,0.1455078125,0.0,0.0,68.3134765625,935.239204844,7428096.0,6574.9521484375,21969.990455204443,0.82917320728302,68.3134765625,-19.65869140625,127.4462890625,866.2890625,"{'size': 3847845.0, '_type': 'html-file', 'sha256': '1b4701085ab75d24d4ed0009851e61a3cd8dbd38203648485d860e6ff9adad48', 'path': 'media/html/render_7428096_1b4701085ab75d24d4ed.html'}",1773894815.38078,-1585.3251953125,0.0
7682048.0,0.0,0.0,-3.232423841836862e-05,0.1640625,0.0,0.0,70.3857421875,961.323743382,7682048.0,6018.6435546875,22124.16005936821,0.8341168165206909,70.3857421875,-19.898761749267578,103.72265625,813.083984375,,1773894815.5748851,-1516.2757568359375,0.0
7936000.0,0.0,0.0,-2.1435173039208166e-05,0.171875,0.0,0.0,86.35546875,986.972299244,7936000.0,5170.44384765625,21948.352719612747,0.8797369599342346,86.35546875,-20.52994155883789,126.7890625,737.2421875,,1773894841.4645858,-1419.5322265625,0.0
8189952.0,0.0,0.0,-3.13789405481657e-06,0.1787109375,0.0,0.0,102.87890625,1012.801918696,8189952.0,5173.06396484375,22145.50828717485,0.8563503623008728,102.87890625,-21.166868209838867,133.8154296875,739.3798828125,,1773894867.112471,-1400.2435302734375,0.0
8443904.0,0.0,0.0,1.4151957657304592e-05,0.1875,0.0,0.0,123.3955078125,1038.454128803,8443904.0,5322.09619140625,22052.034705905382,0.8659281134605408,123.3955078125,-20.988645553588867,150.6015625,774.12890625,,1773894892.9428892,-1451.715576171875,0.0
8697856.0,0.0,0.0,8.004641131265089e-05,0.1552734375,0.0,0.0,106.728515625,1090.263786763,8697856.0,6111.392578125,22116.762582793923,0.8662177324295044,106.728515625,-21.089570999145508,125.0126953125,826.6962890625,"{'sha256': '3a652428b4e9d16ea82b97fbaae07d2a8e3cc8cb776eaebbc2ac0f9afe644668', 'path': 'media/html/render_8697856_3a652428b4e9d16ea82b.html', 'size': 3860473.0, '_type': 'html-file'}",1773894970.405352,-1543.987548828125,0.0
8951808.0,0.0,0.0,-7.450328121194616e-05,0.16796875,0.0,0.0,115.2734375,1116.16909541,8951808.0,5611.58935546875,21991.864323476202,0.8610601425170898,115.2734375,-21.497047424316406,137.9169921875,798.2373046875,,1773894970.6251087,-1544.2542724609375,0.0
9205760.0,0.0,0.0,1.9620229068095796e-05,0.1787109375,0.0,0.0,116.7373046875,1142.030882533,9205760.0,5896.3388671875,22101.88798546903,0.9017185568809509,116.7373046875,-22.27443504333496,159.5,829.2197265625,,1773894996.3094616,-1604.39013671875,0.0
9459712.0,0.0,0.0,-1.765898196026683e-05,0.171875,0.0,0.0,112.97265625,1167.703527395,9459712.0,5856.396484375,21993.512682190783,0.9015693664550781,112.97265625,-22.074094772338867,136.47265625,800.1484375,,1773895022.17183,-1486.22021484375,0.0
9713664.0,0.0,0.0,-6.62011225358583e-05,0.1767578125,0.0,0.0,129.3017578125,1193.563070269,9713664.0,6390.43896484375,22102.488327358697,0.9306764602661133,129.3017578125,-23.129962921142578,149.8447265625,866.30078125,,1773895047.8443327,-1647.3690185546875,0.0
9967616.0,0.0,0.0,2.796064472931903e-05,0.166015625,0.0,0.0,115.826171875,1244.995842153,9967616.0,5920.59765625,22015.97630534107,0.9410899877548218,115.826171875,-23.61545753479004,138.849609375,791.3857421875,"{'size': 3864421.0, '_type': 'html-file', 'sha256': '2739ca22b005629d46e1bceee9f505b69e6006027d6b0468300e60bfb4d6818c', 'path': 'media/html/render_9967616_2739ca22b005629d46e1.html'}",1773895125.137374,-1549.048583984375,0.0
10221568.0,0.0,0.0,-3.468875729595311e-05,0.1748046875,0.0,0.0,112.5830078125,1271.081200147,10221568.0,5523.82080078125,22208.10096060213,0.9662565588951111,112.5830078125,-24.33022689819336,141.73046875,775.3564453125,,1773895125.3225343,-1491.697998046875,0.0
10475520.0,0.0,0.0,7.595022907480597e-05,0.185546875,0.0,0.0,130.3193359375,1296.771443234,10475520.0,6938.9326171875,21950.66222418392,0.9638184309005737,130.3193359375,-24.052370071411133,153.3427734375,919.7421875,,1773895151.2221103,-1688.3076171875,0.0
10729472.0,0.0,0.0,1.998349034693092e-05,0.15234375,0.0,0.0,75.5361328125,1322.644094476,10729472.0,6267.89013671875,22043.922106439495,0.9530906081199646,75.5361328125,-23.814891815185547,108.2861328125,820.1220703125,,1773895176.912229,-1502.651123046875,0.0
10983424.0,0.0,0.0,-1.8740054656518623e-05,0.2216796875,0.0,0.0,141.513671875,1348.312450687,10983424.0,6347.22705078125,21989.485310248863,0.9545776844024658,141.513671875,-24.201160430908203,169.0341796875,874.6015625,,1773895202.784999,-1623.90087890625,0.0
11237376.0,0.0,0.0,-8.37686184240738e-06,0.162109375,0.0,0.0,111.1279296875,1400.899568912,11237376.0,7015.3984375,22115.47405457632,0.9684550166130066,111.1279296875,-25.265071868896484,135.2841796875,926.126953125,"{'sha256': '7527a34978cb2769170d74d0e5faae7b17311710a4aeb39b21b88142a80434f2', 'path': 'media/html/render_11237376_7527a34978cb2769170d.html', 'size': 3871841.0, '_type': 'html-file'}",1773895281.0411444,-1673.564453125,0.0
11491328.0,0.0,0.0,3.4420343581587076e-05,0.1494140625,0.0,0.0,112.470703125,1426.821171638,11491328.0,6984.484375,21972.01806440551,0.952239453792572,112.470703125,-24.82378578186035,138.90234375,915.37109375,,1773895281.2493498,-1650.885498046875,0.0
11745280.0,0.0,0.0,2.66121332970215e-06,0.1904296875,0.0,0.0,120.2783203125,1452.687165454,11745280.0,6997.181640625,22042.688579672573,0.924052894115448,120.2783203125,-25.97669219970703,149.3583984375,928.14453125,,1773895306.9620233,-1715.1158447265625,0.0
11999232.0,0.0,0.0,-2.449463863740675e-05,0.1767578125,0.0,0.0,122.8115234375,1478.378377423,11999232.0,5052.41796875,21987.613334277394,0.9595277309417725,122.8115234375,-26.013259887695312,160.109375,741.876953125,,1773895332.828012,-1426.4615478515625,0.0
12253184.0,0.0,0.0,-3.407187614357099e-05,0.1689453125,0.0,0.0,97.970703125,1504.215449098,12253184.0,6287.083984375,22057.95131992836,0.966595470905304,97.970703125,-26.021345138549805,138.513671875,854.587890625,,1773895358.5191593,-1604.6551513671875,0.0
12507136.0,0.0,0.0,-1.3390411368163768e-05,0.1796875,0.0,0.0,131.5107421875,1555.890169708,12507136.0,6892.63818359375,22038.72525847376,0.9727800488471985,131.5107421875,-27.8669490814209,147.119140625,939.2880859375,"{'sha256': 'cc1b04d1ceffb49341c32fcbfcb90c1d41e0309ea52858e6485fa7a2a8fdfb97', 'path': 'media/html/render_12507136_cc1b04d1ceffb49341c3.html', 'size': 3868873.0, '_type': 'html-file'}",1773895436.0317428,-1694.458984375,0.0
12761088.0,0.0,0.0,4.5970941755513195e-06,0.17578125,0.0,0.0,123.3837890625,1581.962012585,12761088.0,6330.298828125,22150.52852791278,0.9539355039596558,123.3837890625,-27.882421493530273,141.5732421875,863.515625,,1773895436.2201633,-1581.806884765625,0.0
13015040.0,0.0,0.0,8.295880979858339e-05,0.1728515625,0.0,0.0,119.51171875,1607.616760072,13015040.0,6998.86328125,21979.96215586119,0.9473127126693726,119.51171875,-28.23113250732422,137.01171875,912.306640625,,1773895462.1029887,-1670.859375,0.0
13268992.0,0.0,0.0,-8.46303955768235e-05,0.205078125,0.0,0.0,145.9599609375,1633.436146621,13268992.0,6556.5009765625,22121.37928103433,0.9473740458488464,145.9599609375,-28.8294677734375,172.2314453125,923.220703125,,1773895487.7577035,-1749.96435546875,0.0
13522944.0,0.0,0.0,-4.296924453228712e-05,0.171875,0.0,0.0,107.3212890625,1659.067169876,13522944.0,6566.28466796875,22078.42867052008,0.9478475451469421,107.3212890625,-29.238525390625,138.1630859375,880.5693359375,,1773895513.5770328,-1662.1844482421875,0.0
13776896.0,0.0,0.0,9.66510851867497e-05,0.212890625,0.0,0.0,141.8603515625,1711.000898011,13776896.0,6668.4208984375,22171.07806278803,0.912830650806427,141.8603515625,-29.007932662963867,164.3486328125,907.0908203125,"{'sha256': '1826ddc1ba845507b0eae89ef71a0c0e64894b058d765cfda23ae9095e3dcc5b', 'path': 'media/html/render_13776896_1826ddc1ba845507b0ea.html', 'size': 3862289.0, '_type': 'html-file'}",1773895591.1424925,-1622.015380859375,0.0
14030848.0,0.0,0.0,-5.2087241783738136e-05,0.18359375,0.0,0.0,141.2080078125,1736.839812743,14030848.0,7167.572265625,22058.27747447657,0.9392675757408142,141.2080078125,-29.8920955657959,155.841796875,963.8623046875,,1773895591.3439548,-1790.614990234375,0.0
14284800.0,0.0,0.0,-2.5980920327128842e-05,0.177734375,0.0,0.0,135.6376953125,1762.654996821,14284800.0,6496.25537109375,22187.017833839767,0.9116891026496887,135.6376953125,-30.184326171875,155.3857421875,878.322265625,,1773895616.9807801,-1638.418212890625,0.0
14538752.0,0.0,0.0,5.662754847435281e-05,0.1865234375,0.0,0.0,150.7626953125,1788.241252673,14538752.0,6951.361328125,22091.689451731138,0.9021102786064148,150.7626953125,-30.912656784057617,162.3671875,921.2177734375,,1773895642.796001,-1690.417236328125,0.0
14792704.0,0.0,0.0,-9.598449651093688e-06,0.1953125,0.0,0.0,139.451171875,1814.020802741,14792704.0,6913.38037109375,22273.977856633377,0.9199288487434387,139.451171875,-31.4974365234375,155.8388671875,932.462890625,,1773895668.3822618,-1720.91162109375,0.0
15046656.0,0.0,0.0,2.9297121727722697e-05,0.181640625,0.0,0.0,138.0068359375,1865.73541132,15046656.0,6547.904296875,22141.065608071385,0.8680864572525024,138.0068359375,-32.07111740112305,155.54296875,881.7607421875,"{'size': 3861797.0, '_type': 'html-file', 'sha256': '4b6b10128dd32b881f74dc1c9bb4259b59349b37ba187e4df67db6b1391f5e23', 'path': 'media/html/render_15046656_4b6b10128dd32b881f74.html'}",1773895745.8770003,-1605.58935546875,0.0
15300608.0,0.0,0.0,-4.944626925862394e-05,0.1533203125,0.0,0.0,108.8125,1891.748633042,15300608.0,7150.21875,22292.05139893545,0.8801106214523315,108.8125,-32.304935455322266,130.0693359375,934.4912109375,,1773895746.0835667,-1699.51904296875,0.0
15554560.0,0.0,0.0,6.154173752292991e-05,0.197265625,0.0,0.0,145.4814453125,1917.295793698,15554560.0,7123.60546875,22119.87936620236,0.8692617416381836,145.4814453125,-32.3642692565918,163.9462890625,949.3779296875,,1773895771.8896453,-1767.1173095703125,0.0
15808512.0,0.0,0.0,1.5125722711673006e-05,0.173828125,0.0,0.0,133.06640625,1943.050243461,15808512.0,7083.72119140625,22323.309467522686,0.8364365696907043,133.06640625,-32.66286087036133,150.2236328125,944.9052734375,,1773895797.4368494,-1708.246337890625,0.0
16062464.0,0.0,0.0,4.225325028528459e-06,0.1982421875,0.0,0.0,152.7392578125,1968.562795435,16062464.0,6975.98046875,22205.75826422681,0.8638258576393127,152.7392578125,-33.3822021484375,166.728515625,939.568359375,,1773895823.191191,-1679.2861328125,0.0
16316416.0,0.0,0.0,-6.737650983268395e-05,0.1943359375,0.0,0.0,113.0986328125,2020.541220734,16316416.0,6876.9619140625,22391.281380621487,0.8714143633842468,113.0986328125,-34.43272018432617,133.595703125,897.2666015625,"{'size': 3847637.0, '_type': 'html-file', 'sha256': 'c7e08057d1f2b1b8b5ed36dd04a20700d9d0f51880a9752f095f4c864c1085f8', 'path': 'media/html/render_16316416_c7e08057d1f2b1b8b5ed.html'}",1773895900.6827846,-1580.011474609375,0.0
16570368.0,0.0,0.0,6.749166641384363e-05,0.216796875,0.0,0.0,157.4248046875,2046.31834458,16570368.0,6623.572265625,22295.31252132797,0.8393595218658447,157.4248046875,-35.10695266723633,174.974609375,915.654296875,,1773895900.8797057,-1578.303955078125,0.0
16824320.0,0.0,0.0,-6.509212107630447e-05,0.1748046875,0.0,0.0,129.271484375,2072.012584879,16824320.0,6785.1474609375,22291.754683687857,0.8232374787330627,129.271484375,-34.821048736572266,153.0576171875,908.3046875,,1773895926.4591212,-1569.3558349609375,0.0
17078272.0,0.0,0.0,-1.0173653208767064e-05,0.2255859375,0.0,0.0,157.208984375,2097.523299988,17078272.0,6757.8505859375,22304.10583294626,0.830216646194458,157.208984375,-35.92293167114258,176.9921875,943.9072265625,,1773895952.1534042,-1691.845947265625,0.0
17332224.0,0.0,0.0,6.337897502817214e-05,0.2236328125,0.0,0.0,147.5361328125,2123.213463211,17332224.0,6558.2275390625,22419.235946217,0.8204808831214905,147.5361328125,-36.33134078979492,179.6083984375,920.2880859375,,1773895977.6640246,-1694.056640625,0.0
17586176.0,0.0,0.0,2.8256336008780636e-05,0.2236328125,0.0,0.0,149.4091796875,2175.040763147,17586176.0,6637.9990234375,22310.635155164575,0.7680876851081848,149.4091796875,-36.18486022949219,176.9052734375,922.7197265625,"{'sha256': 'ae88cc7af577d7e2a095a7a02ac7900b88ad3b45b7dc35577a122b12fd9a2f43', 'path': 'media/html/render_17586176_ae88cc7af577d7e2a095.html', 'size': 3858469.0, '_type': 'html-file'}",1773896055.1823714,-1688.983154296875,0.0
17840128.0,0.0,0.0,-8.235566929215565e-05,0.2392578125,0.0,0.0,162.1796875,2200.991942788,17840128.0,6810.06689453125,22407.7346235543,0.7581060528755188,162.1796875,-35.94064712524414,187.9599609375,953.6884765625,,1773896055.4047563,-1788.9168701171875,0.0
18094080.0,0.0,0.0,8.505236473865807e-05,0.2490234375,0.0,0.0,165.5927734375,2226.479590169,18094080.0,6067.53759765625,22277.418664413446,0.769995391368866,165.5927734375,-36.8978271484375,186.951171875,873.822265625,,1773896081.1323507,-1569.2186279296875,0.0
18348032.0,0.0,0.0,-5.539772246265784e-05,0.2314453125,0.0,0.0,149.6923828125,2252.180450694,18348032.0,6660.1708984375,22462.73061602013,0.7522383332252502,149.6923828125,-37.82907485961914,179.5986328125,920.5986328125,,1773896106.6204407,-1676.6990966796875,0.0
18601984.0,0.0,0.0,2.7284511816105805e-05,0.2470703125,0.0,0.0,161.0732421875,2277.64761832,18601984.0,6335.1884765625,22361.388438912916,0.7096441388130188,161.0732421875,-37.760955810546875,189.966796875,906.1142578125,,1773896132.3213005,-1696.2928466796875,0.0
18855936.0,0.0,0.0,-1.2149939720984548e-05,0.2236328125,0.0,0.0,167.94921875,2329.546027464,18855936.0,6805.77294921875,22488.612712910664,0.701790988445282,167.94921875,-38.054378509521484,187.5693359375,941.9482421875,"{'sha256': '2f7e55fa7390417e0b87f8f25c8aff513d308f75c2ab0ad7464e08016430c7fd', 'path': 'media/html/render_18855936_2f7e55fa7390417e0b87.html', 'size': 3862581.0, '_type': 'html-file'}",1773896209.6875834,-1739.178466796875,0.0
19109888.0,0.0,0.0,2.919535108958371e-05,0.27734375,0.0,0.0,166.0205078125,2355.249997916,19109888.0,6537.01318359375,22369.247854837773,0.7032228708267212,166.0205078125,-37.996578216552734,196.740234375,901.888671875,,1773896209.8802288,-1568.473388671875,0.0
19363840.0,0.0,0.0,-7.541910235886462e-06,0.3330078125,0.0,0.0,237.7998046875,2380.885691842,19363840.0,5701.6748046875,22436.563016761218,0.7159175276756287,237.7998046875,-38.335601806640625,265.1611328125,905.26953125,,1773896235.3909266,-1788.30078125,0.0
19617792.0,0.0,0.0,-1.1665203601296525e-05,0.2470703125,0.0,0.0,191.607421875,2406.31215622,19617792.0,6102.0,22415.823841210346,0.7085885405540466,191.607421875,-39.59028244018555,205.4462890625,886.287109375,,1773896261.0260096,-1601.095458984375,0.0
19871744.0,0.0,0.0,1.5162621821218636e-05,0.2666015625,0.0,0.0,210.017578125,2431.943948991,19871744.0,5909.32421875,22560.69262268884,0.7085050344467163,210.017578125,-39.62506103515625,228.00390625,899.427734375,,1773896286.4529536,-1776.464599609375,0.0
20125696.0,0.0,0.0,-7.733457459835336e-05,0.3251953125,0.0,0.0,239.1611328125,2483.853855592,20125696.0,5747.4775390625,22418.845709595356,0.6941239237785339,239.1611328125,-39.90172576904297,277.4326171875,909.34375,"{'path': 'media/html/render_20125696_10b5d4adcf751216dff7.html', 'size': 3861377.0, '_type': 'html-file', 'sha256': '10b5d4adcf751216dff785621dfe3811997382cbd417c58b971cd36f47b62cea'}",1773896363.9954197,-1740.872802734375,0.0
20379648.0,0.0,0.0,2.4437995307380334e-05,0.2265625,0.0,0.0,168.607421875,2509.766164648,20379648.0,6069.2724609375,22473.584789784953,0.6918363571166992,168.607421875,-39.830665588378906,192.6826171875,845.71875,,1773896364.2184763,-1584.19384765625,0.0
20633600.0,0.0,0.0,4.6788125473540276e-05,0.3232421875,0.0,0.0,246.603515625,2535.236272023,20633600.0,5624.919921875,22366.16325844446,0.6895740032196045,246.603515625,-40.32483673095703,279.7255859375,899.451171875,,1773896389.9068973,-1728.9404296875,0.0
20887552.0,0.0,0.0,-4.14534515584819e-05,0.2998046875,0.0,0.0,222.455078125,2560.887499286,20887552.0,6183.791015625,22506.573188355607,0.7080960273742676,222.455078125,-40.931236267089844,260.40625,934.265625,,1773896415.3771226,-1708.0712890625,0.0
21141504.0,0.0,0.0,-3.454950638115406e-05,0.345703125,0.0,0.0,265.6455078125,2586.356884813,21141504.0,5658.123046875,22409.361523530082,0.7380682229995728,265.6455078125,-40.69646453857422,289.076171875,914.4921875,,1773896441.0281608,-1809.69287109375,0.0
21395456.0,0.0,0.0,3.074482083320618e-05,0.2900390625,0.0,0.0,211.12109375,2638.43879355,21395456.0,6016.0576171875,22507.95002476895,0.7230238914489746,211.12109375,-40.83757400512695,235.28515625,904.6865234375,"{'_type': 'html-file', 'sha256': 'd52c9cfdbe94d67c22907e82231b51e961a2465b335691e8f505a21786f3c325', 'path': 'media/html/render_21395456_d52c9cfdbe94d67c2290.html', 'size': 3869541.0}",1773896518.5803018,-1674.124267578125,0.0
21649408.0,0.0,0.0,3.9479662518715486e-05,0.2421875,0.0,0.0,177.2919921875,2664.150668344,21649408.0,5884.744140625,22417.333965868005,0.7282741069793701,177.2919921875,-41.15658187866211,199.2294921875,834.859375,,1773896518.7794533,-1479.8134765625,0.0
21903360.0,0.0,0.0,-8.491113840136677e-05,0.2861328125,0.0,0.0,214.9560546875,2689.792185752,21903360.0,6032.05859375,22448.46392541513,0.7223106026649475,214.9560546875,-41.4644889831543,244.0791015625,899.6552734375,,1773896544.291526,-1718.6982421875,0.0
22157312.0,0.0,0.0,4.638083919417113e-05,0.3037109375,0.0,0.0,260.1875,2715.260330406,22157312.0,5536.80126953125,22429.685842562816,0.7365209460258484,260.1875,-42.17561340332031,275.3203125,891.2353515625,,1773896569.9330266,-1616.191162109375,0.0
22411264.0,0.0,0.0,1.6574160326854326e-05,0.2646484375,0.0,0.0,211.6298828125,2740.902523384,22411264.0,6313.037109375,22516.069412322224,0.7091541886329651,211.6298828125,-42.83205795288086,232.25,918.8876953125,,1773896595.4011984,-1641.887451171875,0.0
22665216.0,0.0,0.0,1.7903790649143048e-05,0.283203125,0.0,0.0,216.3056640625,2792.789367364,22665216.0,6469.4375,22404.017353170548,0.7277202606201172,216.3056640625,-42.92777633666992,240.5771484375,921.65234375,"{'size': 3853469.0, '_type': 'html-file', 'sha256': '5c760e4e557f04bf79cc62d3cfd1368c044ce9fd8a524b0e7c53c818121a0333', 'path': 'media/html/render_22665216_5c760e4e557f04bf79cc.html'}",1773896672.9309502,-1717.1253662109375,0.0
